index,Index,Label,unit,start,last,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
WPU01PLUS02                   ,WPU01PLUS02                   ,"PPI Commodity data for Farm products, processed foods and feeds, not seasonally adjusted",Index base: 1982 = 100,1947-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.9,40.8,36.0,37.7,43.0,41.3,38.6,38.5,36.6,36.4,37.7,39.4,37.6,37.7,37.7,38.1,37.7,37.5,39.0,41.6,40.2,41.1,43.4,44.9,45.8,49.2,63.9,71.3,74.0,73.6,75.9,83.0,92.3,98.3,101.1,100.0,102.0,105.5,100.7,101.2,103.7,110.0,115.4,118.6,116.4,115.9,118.4,119.1,120.5,129.7,127.0,122.7,120.3,122.0,126.2,123.9,132.8,142.0,141.3,141.2,157.8,173.8,161.4,171.2,193.9,200.6,203.6,209.8,197.3,188.2,191.0,191.2,193.4,194.2
WPU03T15M05                   ,WPU03T15M05                   ,"PPI Commodity data for Industrial commodities less fuels, not seasonally adjusted",Index base: 1982 = 100,1967-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.7,37.8,39.1,40.5,41.8,43.2,45.8,54.2,59.9,63.5,67.3,72.3,80.0,89.2,96.7,100.0,102.4,105.4,106.8,107.7,110.6,116.5,121.5,123.9,125.9,127.5,129.7,132.7,139.0,138.7,139.2,139.0,139.5,142.5,143.1,143.0,145.1,151.5,158.3,166.1,170.9,181.1,176.5,183.4,192.8,194.3,195.6,197.7,194.2,193.5,199.5,206.5,207.2,207.2
WPU03THRU15                   ,WPU03THRU15                   ,"PPI Commodity data for Industrial commodities, not seasonally adjusted",Index base: 1982 = 100,1913-M01,2021-M11,11.9,11.3,11.6,15.0,19.5,21.1,22.0,27.4,17.8,17.4,17.8,17.0,17.5,17.0,16.0,15.8,15.6,14.5,12.8,11.9,12.1,13.3,13.3,13.5,14.5,13.9,13.9,14.1,15.1,16.2,16.5,16.7,17.0,18.6,22.7,24.6,24.1,25.0,27.6,26.9,27.2,27.2,27.8,29.1,29.9,30.0,30.5,30.5,30.4,30.4,30.3,30.5,30.9,31.5,32.0,32.8,33.9,35.2,36.5,37.8,40.3,49.2,54.9,58.4,62.5,67.0,75.7,88.0,97.4,100.0,101.1,103.3,103.7,100.0,102.6,106.3,111.6,115.8,116.5,117.4,119.0,120.7,125.5,127.3,127.7,124.8,126.5,134.8,135.7,132.4,139.1,147.6,160.2,168.8,175.1,192.3,174.8,187.0,202.0,202.1,203.0,204.1,188.8,184.6,193.7,203.7,200.7,193.9
