index,Index,Label,unit,start,last,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
WPUSI021011                   ,WPUSI021011                   ,"PPI Commodity data for Special indexes-Metalworking machinery, not seasonally adjusted",Index base: 1982 = 100,1967-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,28.5,29.5,30.7,32.5,33.8,34.7,36.6,43.3,50.4,54.3,58.7,65.3,73.9,85.5,94.1,100.0,101.9,104.1,106.9,109.2,111.6,115.6,121.2,127.8,132.6,136.1,138.1,141.0,145.1,149.0,151.8,154.9,156.4,158.0,158.9,157.2,157.1,159.9,163.6,167.7,169.7,174.2,176.5,177.2,180.0,184.3,189.0,192.0,195.4,197.1,198.8,201.2,204.8,207.8
WPUSI021012                   ,WPUSI021012                   ,"PPI Commodity data for Special indexes-Agriculture machinery and equipment, less parts, not seasonally adjusted",Index base: 1982 = 100,1974-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,53.5,58.0,62.8,67.8,74.2,83.2,92.4,100.0,105.2,108.7,109.3,109.8,110.1,113.4,118.8,123.0,127.1,131.2,135.4,138.9,145.1,149.4,151.4,153.1,155.2,156.8,159.5,162.1,164.6,170.0,178.8,183.4,188.6,198.4,206.1,209.7,215.4,219.5,221.9,226.8,229.2,232.1,234.3,237.7,245.0,251.4
WPUSI023011                   ,WPUSI023011                   ,"PPI Commodity data for Special indexes-Total tractors, not seasonally adjusted",Index base: 1982 = 100,1967-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,28.2,29.8,31.3,32.5,34.0,35.3,36.4,42.4,51.0,55.1,59.3,64.4,70.9,80.9,91.5,100.0,104.1,107.5,107.8,107.9,109.1,110.8,117.6,121.9,126.0,130.8,133.8,136.6,139.2,142.9,144.4,146.8,149.6,150.7,151.6,151.7,153.9,157.4,163.5,171.4,179.6,187.3,192.6,192.3,197.8,205.2,210.2,213.0,215.0,217.0,218.6,221.4,231.6,236.5
WPUSI023012                   ,WPUSI023012                   ,"PPI Commodity data for Special indexes-Farm and garden tractors, less parts, not seasonally adjusted",Index base: 1982 = 100,1974-M01,2019-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,51.8,56.4,61.5,65.9,72.0,82.0,91.5,100.0,105.9,109.9,109.4,109.4,109.6,110.4,118.8,123.6,128.5,134.5,136.6,139.3,141.6,145.4,146.8,147.5,148.6,149.5,149.7,150.1,151.4,153.5,158.8,169.3,183.4,194.8,200.0,200.4,202.9,205.9,206.6,210.2,214.1,216.0,218.5,221.9,,
WPUSI024011                   ,WPUSI024011                   ,"PPI Commodity data for Special indexes-Agricultural machinery, including tractors, not seasonally adjusted",Index base: 1982 = 100,1967-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,30.9,32.2,33.7,35.1,36.3,38.0,39.1,44.8,52.6,57.0,61.9,66.9,73.5,82.7,92.0,100.0,105.7,109.4,109.9,110.3,110.7,113.4,118.9,123.7,128.2,132.3,135.7,139.6,145.2,150.3,153.5,156.0,158.6,160.5,163.0,164.9,166.9,172.4,181.3,186.0,191.2,201.2,209.0,212.7,218.4,222.6,225.0,230.1,232.5,235.4,237.6,241.1,248.4,255.0
WPUSI024012                   ,WPUSI024012                   ,"PPI Commodity data for Special indexes-Agricultural machinery, excluding tractors, not seasonally adjusted",Index base: 1982 = 100,1974-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4,53.2,57.5,62.2,67.8,74.7,83.4,92.4,100.0,105.5,109.0,110.3,111.1,111.6,115.4,119.2,124.1,128.2,131.3,135.1,139.5,146.4,151.4,154.8,157.4,160.1,162.2,164.8,167.3,169.6,175.9,186.3,190.1,196.4,204.5,212.5,217.7,225.6,230.8,233.4,238.6,239.5,242.0,244.3,248.7,255.9,261.8
WPUSI070011                   ,WPUSI070011                   ,"PPI Commodity data for Special indexes-Pharmaceutical preparations for human and veterinary use, not seasonally adjusted",Index base: 1982 = 100,1967-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,48.5,48.3,48.7,49.1,49.6,50.0,50.6,53.0,58.0,61.8,64.7,68.3,73.8,81.1,90.7,100.0,109.1,118.0,127.8,137.9,148.8,159.9,173.5,186.9,200.7,212.8,222.0,228.1,233.7,239.0,244.5,278.6,287.0,293.9,300.6,309.2,322.3,336.4,354.0,372.8,388.2,413.2,438.9,464.7,484.8,513.0,545.6,585.3,635.1,690.0,733.9,771.1,797.9,814.3
WPUSI07003                    ,WPUSI07003                    ,"PPI Commodity data for Special indexes-Pharmaceuticals for human use, prescription, not seasonally adjusted",Index base: 2001.06 = 100,2001-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.7,108.2,113.9,120.7,128.1,133.5,143.1,153.2,164.8,175.6,189.8,202.9,215.6,234.7,253.4,271.5,287.0,293.4,298.7
WPUSI07006                    ,WPUSI07006                    ,"PPI Commodity data for Special indexes-Pharmaceuticals for human use, non-prescription, not seasonally adjusted",Index base: 2001.06 = 100,2001-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5,99.5,99.7,100.0,101.7,102.2,104.6,107.7,108.5,110.1,113.3,115.4,119.3,122.8,125.3,130.2,132.4,133.9,135.3
WPUSI089011                   ,WPUSI089011                   ,"PPI Commodity data for Special indexes-Machinery and equipment, except electrical, not seasonally adjusted",Index base: 1982 = 100,1967-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,32.6,34.0,35.4,37.2,38.8,39.9,41.5,48.2,56.6,60.4,64.5,69.9,76.4,85.8,94.2,100.0,102.3,104.2,106.3,107.8,109.6,113.1,118.1,122.5,125.4,125.6,125.9,127.0,129.0,129.6,129.4,128.7,128.5,129.0,129.5,129.0,128.6,130.6,134.5,137.8,141.0,145.8,148.5,148.2,151.2,153.7,155.0,157.0,158.1,158.6,159.9,163.1,167.3,169.3
WPUSI092011                   ,WPUSI092011                   ,"PPI Commodity data for Special indexes-Hosiery, not seasonally adjusted",Index base: 1982 = 100,1967-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,72.3,72.9,72.9,72.3,69.1,69.5,69.7,73.4,74.7,78.3,77.4,76.8,81.4,89.1,97.0,100.0,104.6,106.7,107.6,107.9,108.2,110.1,112.2,116.2,117.9,120.1,122.1,122.1,124.1,125.0,125.6,127.9,127.9,128.8,129.7,131.9,148.0,147.6,146.7,148.2,149.0,151.0,152.1,154.7,164.5,166.0,166.4,165.3,169.2,170.5,170.9,171.4,171.9,172.2
WPUSI093011                   ,WPUSI093011                   ,"PPI Commodity data for Special indexes-Machinery and motive products, not seasonally adjusted",Index base: 1982 = 100,1967-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,36.7,37.8,39.0,40.6,42.4,43.4,44.5,50.0,57.4,61.0,64.9,69.9,76.1,84.7,94.3,100.0,102.8,105.2,107.6,109.6,111.4,113.8,117.7,121.2,124.6,126.4,128.3,130.5,132.4,133.3,132.9,132.2,132.0,132.8,133.2,132.5,132.3,133.5,135.4,137.6,139.2,142.2,144.6,144.9,147.0,149.4,150.8,152.4,153.7,154.0,155.3,157.7,160.1,161.4
WPUSI094011                   ,WPUSI094011                   ,"PPI Commodity data for Special indexes-Underwear and nightwear, not seasonally adjusted",Index base: 1982 = 100,1967-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,46.0,47.5,48.4,49.1,49.7,50.5,52.2,60.1,61.7,63.9,70.0,73.0,77.6,85.2,93.5,100.0,102.9,105.7,108.2,108.9,110.1,114.2,116.9,119.7,120.9,123.6,125.7,126.4,128.5,130.1,131.2,131.1,131.6,132.6,130.5,129.6,129.7,129.9,132.0,133.3,135.1,136.0,139.1,140.7,145.6,146.9,147.4,147.8,149.0,149.2,150.4,151.3,152.5,153.0
WPUSI095011                   ,WPUSI095011                   ,"PPI Commodity data for Special indexes-Processed foods, not seasonally adjusted",Index base: 1982 = 100,1967-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,39.1,40.2,42.5,44.3,45.2,47.6,56.4,67.6,73.1,69.8,73.0,80.7,88.7,96.3,98.5,100.0,101.0,105.4,104.2,105.8,108.2,112.1,117.9,123.7,122.9,122.8,124.9,126.8,128.2,132.9,133.8,133.5,133.6,134.8,139.2,137.3,145.3,153.4,156.2,156.3,167.5,181.3,175.7,183.5,198.5,204.7,207.5,219.0,212.8,205.4,208.3,207.6,211.5,214.1
WPUSI134011                   ,WPUSI134011                   ,"PPI Commodity data for Special indexes-Selected textile mill products, not seasonally adjusted",Index base: 1982 = 100,1976-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.2,77.2,78.7,82.4,89.9,98.3,100.0,100.0,102.9,102.8,103.3,105.6,109.8,113.4,116.1,117.7,119.0,119.6,120.0,122.6,124.3,124.5,124.3,122.7,122.7,122.7,121.2,122.2,123.3,126.8,129.9,131.4,135.0,137.8,140.5,150.8,153.2,153.9,158.8,159.2,159.2,160.0,164.3,167.5,167.8
WPUSIHCARE1                   ,WPUSIHCARE1                   ,"PPI Commodity data for Special indexes-Health care services, Medicare patients, not seasonally adjusted",Index base: 2014.06 = 100,2014-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.1,101.3,103.4,105.5,108.5
WPUSIHCARE2                   ,WPUSIHCARE2                   ,"PPI Commodity data for Special indexes-Health care services, Medicaid patients, not seasonally adjusted",Index base: 2014.06 = 100,2014-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.1,99.5,100.7,102.8,104.1,107.1
WPUSIHCARE3                   ,WPUSIHCARE3                   ,"PPI Commodity data for Special indexes-Health care services, private insurance patients, not seasonally adjusted",Index base: 2014.06 = 100,2014-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.2,104.2,106.2,108.5,110.9,113.4
WPUSIHCARE4                   ,WPUSIHCARE4                   ,"PPI Commodity data for Special indexes-Health care services, all other patients, not seasonally adjusted",Index base: 2014.06 = 100,2014-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.4,104.3,106.0,108.1,111.2,115.3
