index,Index,Label,unit,start,last,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
WPU11140411                   ,WPU11140411                   ,"PPI Commodity data for Machinery and equipment-Farm dairy equipment, sprayers and dusters, farm blowers, and attachments, not seasonally adjusted",Index base: 2002.12 = 100,2002-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3,101.6,104.8,100.0,107.9,111.7,117.1,122.1,131.9,134.4,136.6,139.6,142.1,146.1,149.7,148.1,148.5,148.5
WPU111405                     ,WPU111405                     ,"PPI Commodity data for Machinery and equipment-Planting, seeding, and fertilizing machinery and attachments, not seasonally adjusted",Index base: 2002.12 = 100,2002-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.4,103.9,110.8,116.3,119.5,123.1,125.0,125.5,132.0,136.9,139.6,142.6,144.3,145.5,147.5,151.9,156.3,157.4
WPU11140511                   ,WPU11140511                   ,"PPI Commodity data for Machinery and equipment-Planting, seeding, and fertilizing machinery and attachments, not seasonally adjusted",Index base: 2002.12 = 100,2002-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.4,103.9,110.8,116.3,119.5,123.1,125.0,125.5,132.0,136.9,139.6,142.6,144.3,145.5,147.5,151.9,156.3,157.4
WPU111406                     ,WPU111406                     ,"PPI Commodity data for Machinery and equipment-Harvesting machinery (except hay and straw) and attachments, not seasonally adjusted",Index base: 1982.12 = 100,1982-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.3,,108.2,,109.8,112.9,117.0,123.0,128.0,131.7,135.0,139.9,149.5,155.6,158.9,161.7,164.5,166.2,169.2,170.1,167.4,172.5,181.1,184.4,188.2,191.8,200.5,204.9,210.5,212.9,214.9,223.4,224.0,228.6,230.6,235.2,243.2,256.6
WPU11140611                   ,WPU11140611                   ,"PPI Commodity data for Machinery and equipment-Harvesting machinery (except hay and straw) and attachments, not seasonally adjusted",Index base: 1982.12 = 100,1982-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.3,,108.2,,109.8,112.9,117.0,123.0,128.0,131.7,135.0,139.9,149.5,155.6,158.9,161.7,164.5,166.2,169.2,170.1,167.4,172.5,181.1,184.4,188.2,191.8,200.5,204.9,210.5,212.9,214.9,223.4,224.0,228.6,230.6,235.2,243.2,256.6
WPU111407                     ,WPU111407                     ,"PPI Commodity data for Machinery and equipment-Haying machinery and attachments, not seasonally adjusted",Index base: 1982.12 = 100,1982-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.9,,110.1,,105.5,,110.5,115.5,120.3,123.5,125.9,127.6,129.5,133.4,138.7,142.0,143.4,144.9,146.7,149.6,151.1,154.9,160.8,164.7,169.4,178.0,188.6,194.6,197.8,202.4,208.7,215.6,220.2,224.1,225.8,229.1,238.4,243.4
WPU11140711                   ,WPU11140711                   ,"PPI Commodity data for Machinery and equipment-Haying machinery and attachments, not seasonally adjusted",Index base: 1982.12 = 100,1982-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.9,,110.1,,105.5,,110.5,115.5,120.3,123.5,125.9,127.6,129.5,133.4,138.7,142.0,143.4,144.9,146.7,149.6,151.1,154.9,160.8,164.7,169.4,178.0,188.6,194.6,197.8,202.4,208.7,215.6,220.2,224.1,225.8,229.1,238.4,243.4
WPU111408                     ,WPU111408                     ,"PPI Commodity data for Machinery and equipment-All other farm machinery and equipment, excluding parts, including attachments, not seasonally adjusted",Index base: 2002.12 = 100,2002-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,107.1,117.4,119.6,123.5,133.5,139.8,146.1,152.3,156.7,159.6,162.6,162.0,163.3,164.1,165.4,170.6,173.3
WPU11140811                   ,WPU11140811                   ,"PPI Commodity data for Machinery and equipment-All other farm machinery and equipment, excluding parts, including attachments, not seasonally adjusted",Index base: 2002.12 = 100,2002-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,107.1,117.4,119.6,123.5,133.5,139.8,146.1,152.3,156.7,159.6,162.6,162.0,163.3,164.1,165.4,170.6,173.3
WPU111409                     ,WPU111409                     ,"PPI Commodity data for Machinery and equipment-Parts for farm machinery, for sale separately, not seasonally adjusted",Index base: 2002.12 = 100,2002-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5,102.1,108.1,108.9,114.5,114.8,115.7,118.5,125.3,130.0,128.8,130.0,128.2,126.6,128.5,133.4,137.0,137.3
WPU11140911                   ,WPU11140911                   ,"PPI Commodity data for Machinery and equipment-Parts for farm machinery, for sale separately, not seasonally adjusted",Index base: 2002.12 = 100,2002-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5,102.1,108.1,108.9,114.5,114.8,115.7,118.5,125.3,130.0,128.8,130.0,128.2,126.6,128.5,133.4,137.0,137.3
WPU112                        ,WPU112                        ,"PPI Commodity data for Machinery and equipment-Construction machinery and equipment, not seasonally adjusted",Index base: 1982 = 100,1939-M08,2021-M11,,,,,,,,,,,,,,9.3,9.5,10.0,10.3,10.3,10.3,10.4,11.3,12.8,14.5,15.4,15.8,17.6,17.9,18.4,18.7,19.5,21.1,22.7,23.6,24.5,25.0,25.4,25.4,25.9,26.5,27.2,28.1,29.1,30.7,32.1,33.7,35.4,36.6,38.0,44.3,53.8,57.8,62.1,67.7,74.5,84.2,93.3,100.0,102.3,103.8,105.4,106.7,108.9,111.8,117.2,121.6,125.2,128.7,132.0,133.7,136.7,139.8,142.2,145.2,147.2,148.6,149.1,151.1,153.2,158.5,168.3,175.4,179.6,185.3,191.0,191.4,197.4,205.4,210.7,214.3,217.0,219.0,220.9,223.1,232.6,236.6
WPU112A                       ,WPU112A                       ,"PPI Commodity data for Machinery and equipment-Tractors and attachments, ex. parts, not seasonally adjusted",Index base: 1999.12 = 100,1999-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.4,100.9,101.3,102.8,105.8,110.8,115.0,117.2,120.8,124.1,123.8,128.4,134.7,139.4,140.7,141.3,142.6,143.5,145.1,153.1,156.2
WPU112A03                     ,WPU112A03                     ,"PPI Commodity data for Machinery and equipment-Construction machinery for mounting (excluding parts, winches, snow clearing attachments), not seasonally adjusted",Index base: 1999.12 = 100,1999-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8,100.0,100.5,100.6,103.4,112.9,119.6,121.3,125.2,126.9,127.1,130.0,131.7,132.6,132.5,133.2,134.6,137.2,139.2,144.3,145.8
WPU112A0302                   ,WPU112A0302                   ,"PPI Commodity data for Machinery and equipment-Construction machinery for mounting (excluding parts, winches, snow clearing attachments), not seasonally adjusted",Index base: 1999.12 = 100,1999-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8,100.0,100.5,100.6,103.4,112.9,119.6,121.3,125.2,126.9,127.1,130.0,131.7,132.6,132.5,133.2,134.6,137.2,139.2,144.3,145.8
WPU112A04                     ,WPU112A04                     ,"PPI Commodity data for Machinery and equipment-Tractor shovel loaders (skid steer, wheel, crawler, and integral design backhoes), not seasonally adjusted",Index base: 1982 = 100,1980-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.8,100.0,102.2,104.2,104.9,105.3,108.2,111.8,116.4,119.7,122.5,125.6,129.2,131.7,134.7,138.6,140.0,142.8,145.5,146.9,147.6,147.0,149.2,152.9,159.7,166.0,168.2,174.0,180.0,175.1,180.4,194.3,202.7,204.3,205.2,208.3,210.2,211.0,224.7,227.9
WPU112A0406                   ,WPU112A0406                   ,"PPI Commodity data for Machinery and equipment-Tractor shovel loaders (skid steer, wheel, crawler, and integral design backhoes), not seasonally adjusted",Index base: 1986.06 = 100,1991-M07,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.8,123.2,125.6,128.4,132.2,133.5,136.2,138.7,140.1,140.8,140.2,142.3,145.8,152.3,158.3,160.4,165.9,171.7,167.0,172.1,185.3,193.3,194.8,195.7,198.6,200.5,201.3,214.3,217.4
WPU112A05                     ,WPU112A05                     ,"PPI Commodity data for Machinery and equipment-Construction wheel and crawler tractors, dozers, self-propelled log skidders, etc., not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.5,119.0,124.0,129.5,133.5,135.5,135.8,136.0,135.7,137.9,144.9,148.7
WPU112A0501                   ,WPU112A0501                   ,"PPI Commodity data for Machinery and equipment-Construction wheel and crawler tractors, dozers, self-propelled log skidders, etc., not seasonally adjusted",Index base: 2003.12 = 100,2008-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.4,118.5,119.0,124.0,129.5,133.5,135.5,135.8,136.0,135.7,137.9,144.9,148.7
WPU112B                       ,WPU112B                       ,"PPI Commodity data for Machinery and equipment-Power cranes, draglines, & shovels (excavators) (incl. surface mining equipment) (excl. parts), not seasonally adjusted",Index base: 1999.12 = 100,1999-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2,98.8,105.4,108.1,110.8,117.0,123.5,125.0,126.2,129.4,128.7,132.7,134.5,137.2,139.0,141.1,141.4,143.1,140.6,148.8,150.2
WPU112B05                     ,WPU112B05                     ,"PPI Commodity data for Machinery and equipment-Power cranes, draglines, & shovels (excavators) (incl. surface mining equip.) (excluding parts), not seasonally adjusted",Index base: 1999.12 = 100,1999-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2,98.8,105.4,108.1,110.8,117.0,123.5,125.0,126.2,129.4,128.7,132.7,134.5,137.2,139.0,141.1,141.4,143.1,140.6,148.8,150.2
WPU112B0504                   ,WPU112B0504                   ,"PPI Commodity data for Machinery and equipment-Power cranes, draglines, & shovels (excavators) (incl. surface mining equip.) (excluding parts), not seasonally adjusted",Index base: 1999.12 = 100,1999-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2,98.8,105.4,108.1,110.8,117.0,123.5,125.0,126.2,129.4,128.7,132.7,134.5,137.2,139.0,141.1,141.4,143.1,140.6,148.8,150.2
WPU112C                       ,WPU112C                       ,"PPI Commodity data for Machinery and equipment-Mixers, pavers, and related equipment (excluding parts), not seasonally adjusted",Index base: 1982 = 100,1947-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,18.4,19.8,21.3,21.5,23.4,23.4,24.0,24.2,25.3,26.8,28.4,29.7,31.0,31.7,32.2,32.7,33.3,34.5,35.5,36.8,38.2,39.8,41.6,44.4,47.1,48.2,49.8,55.4,61.4,64.4,69.3,74.1,80.6,87.6,93.9,100.0,98.6,99.6,102.5,102.5,104.2,106.6,109.4,113.2,118.5,118.0,121.8,124.0,126.8,129.4,133.2,137.0,138.8,141.9,143.7,143.8,143.6,143.4,150.8,157.1,161.4,167.2,172.7,173.1,177.6,181.9,185.2,189.7,189.8,194.3,197.2,205.8,217.2,222.0
WPU112C01                     ,WPU112C01                     ,"PPI Commodity data for Machinery and equipment-Mixers, pavers, and related equipment (excluding parts), not seasonally adjusted",Index base: 1982 = 100,1991-M07,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.0,121.8,124.0,126.8,129.4,133.2,137.0,138.8,141.9,143.7,143.8,143.6,143.4,150.8,157.1,161.4,167.2,172.7,173.1,177.6,181.9,185.2,189.7,189.8,194.3,197.2,205.8,217.2,222.0
WPU112C0109                   ,WPU112C0109                   ,"PPI Commodity data for Machinery and equipment-Mixers, pavers, and related equipment (excluding parts), not seasonally adjusted",Index base: 1999.12 = 100,1999-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.9,103.2,103.3,103.1,103.0,108.3,112.8,115.9,120.1,124.0,124.3,127.5,130.6,133.0,136.2,136.3,139.5,141.6,147.8,156.0,159.4
WPU112D                       ,WPU112D                       ,"PPI Commodity data for Machinery and equipment-Off-highway, equipment, ex. parts, not seasonally adjusted",Index base: 1999.12 = 100,1999-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.4,101.8,103.0,104.2,107.3,112.0,116.2,117.7,121.9,128.0,130.0,134.9,147.3,152.1,154.6,157.2,159.2,159.9,156.8,166.1,168.9
WPU112D02                     ,WPU112D02                     ,"PPI Commodity data for Machinery and equipment-Off-highway trucks, haulers, truck-type tractor chassis, trailers, etc. (excluding parts), not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3,107.6,110.8,111.5,117.4,126.1,128.8,134.0,145.6,152.3,152.0,150.2,148.3,149.4,149.1,156.5,159.4
WPU112D0201                   ,WPU112D0201                   ,"PPI Commodity data for Machinery and equipment-Off-highway trucks, haulers, truck-type tractor chassis, trailers, etc. (excluding parts), not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3,107.6,110.8,111.5,117.4,126.1,128.8,134.0,145.6,152.3,152.0,150.2,148.3,149.4,149.1,156.5,159.4
WPU112D03                     ,WPU112D03                     ,"PPI Commodity data for Machinery and equipment-Graders, rollers & compactors, rough-terrain forklifts, scrapers, trenchers, etc. (excl. parts), not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.8,106.8,111.3,113.2,115.8,119.7,120.9,125.2,137.3,140.5,144.6,150.1,154.6,154.9,150.2,160.1,162.6
WPU112D0301                   ,WPU112D0301                   ,"PPI Commodity data for Machinery and equipment-Graders, rollers & compactors, rough-terrain forklifts, scrapers, trenchers, etc. (excl. parts), not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.8,106.8,111.3,113.2,115.8,119.7,120.9,125.2,137.3,140.5,144.6,150.1,154.6,154.9,150.2,160.1,162.6
WPU112J                       ,WPU112J                       ,"PPI Commodity data for Machinery and equipment-Misc. construction machinery and equipment, not seasonally adjusted",Index base: 2005.12 = 100,2005-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.8,106.6,110.9,114.0,114.6,117.3,121.7,124.5,128.5,131.2,133.2,134.1,138.1,141.0,143.8
WPU112J01                     ,WPU112J01                     ,"PPI Commodity data for Machinery and equipment-Winches, aerial work platforms, and automotive wrecker hoists, including parts and attachments, not seasonally adjusted",Index base: 2005.12 = 100,2005-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.1,106.1,108.6,110.9,111.1,113.5,119.7,123.6,126.7,129.1,131.0,132.2,136.3,139.5,142.2
WPU112J0101                   ,WPU112J0101                   ,"PPI Commodity data for Machinery and equipment-Winches, aerial work platforms, and automotive wrecker hoists, including parts and attachments, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.5,126.0,131.1,133.6,136.7,139.7,140.0,143.0,150.7,155.7,159.6,162.7,165.0,166.5,171.7,175.7,179.2
WPU112J03                     ,WPU112J03                     ,"PPI Commodity data for Machinery and equipment-Other construction machinery and equipment (excluding parts), not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.7,109.3,115.2,120.9,126.5,130.0,132.2,135.9,138.9,141.0,147.0,150.4,152.8,153.4,157.7,160.6,163.8
WPU112J0301                   ,WPU112J0301                   ,"PPI Commodity data for Machinery and equipment-Other construction machinery and equipment (excluding parts), not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.7,109.3,115.2,120.9,126.5,130.0,132.2,135.9,138.9,141.0,147.0,150.4,152.8,153.4,157.7,160.6,163.8
WPU112K                       ,WPU112K                       ,"PPI Commodity data for Machinery and equipment-Parts for construction machinery and equipment, sold separately, not seasonally adjusted",Index base: 1999.12 = 100,1999-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.4,100.0,100.0,100.9,105.4,112.8,116.2,121.0,127.2,131.3,130.9,133.9,136.7,139.0,139.2,140.2,140.2,142.1,146.0,148.8,150.7
WPU112K01                     ,WPU112K01                     ,"PPI Commodity data for Machinery and equipment-Parts for construction machinery and equipment, sold separately, not seasonally adjusted",Index base: 1999.12 = 100,1999-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.4,100.0,100.0,100.9,105.4,112.8,116.2,121.0,127.2,131.3,130.9,133.9,136.7,139.0,139.2,140.2,140.2,142.1,146.0,148.8,150.7
WPU112K0101                   ,WPU112K0101                   ,"PPI Commodity data for Machinery and equipment-Parts for cranes, draglines, and shovels (including surface mining equipment) (sold separately), not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.6,108.7,109.3,110.0,111.7,113.5,117.7
WPU112K0102                   ,WPU112K0102                   ,"PPI Commodity data for Machinery and equipment-Parts for off-highway wheel tractors and shovel loaders (sold separately), not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1,101.0,100.0,102.4,103.9,105.3,107.9
