index,Index,Label,unit,start,last,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
WPU455                        ,WPU455                        ,"PPI Commodity data for Professional services (partial)-Advertising and related services (partial), not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8,98.8,99.6,101.1,102.7,105.1,106.6,107.8,108.8,109.2,110.0,107.8,108.123
WPU4551                       ,WPU4551                       ,"PPI Commodity data for Professional services (partial)-Advertising agency services, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8,98.8,99.6,101.1,102.7,105.1,106.6,107.8,108.8,109.2,110.0,107.8,108.123
WPU455101                     ,WPU455101                     ,"PPI Commodity data for Professional services (partial)-Advertising agency services, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8,98.8,99.6,101.1,102.7,105.1,106.6,107.8,108.8,109.2,110.0,107.8,108.123
WPU45510101                   ,WPU45510101                   ,"PPI Commodity data for Professional services (partial)-Advertising agency services, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8,98.8,99.6,101.1,102.7,105.1,106.6,107.8,108.8,109.2,110.0,107.8,108.123
WPU456                        ,WPU456                        ,"PPI Commodity data for Professional services (partial)-Information technology (IT) technical support and consulting services (partial), not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,101.6,103.6,103.9,104.0,104.5,107.1,107.6,108.2,109.2,111.7,112.7,113.169
WPU4561                       ,WPU4561                       ,"PPI Commodity data for Professional services (partial)-Information technology (IT) technical support and consulting services (partial), not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,101.6,103.6,103.9,104.0,104.5,107.1,107.6,108.2,109.2,111.7,112.7,113.169
WPU456101                     ,WPU456101                     ,"PPI Commodity data for Professional services (partial)-Information technology (IT) technical support and consulting services (partial), not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,101.6,103.6,103.9,104.0,104.5,107.1,107.6,108.2,109.2,111.7,112.7,113.169
WPU45610101                   ,WPU45610101                   ,"PPI Commodity data for Professional services (partial)-Information technology (IT) technical support and consulting services (partial), not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,101.6,103.6,103.9,104.0,104.5,107.1,107.6,108.2,109.2,111.7,112.7,113.169
WPU46                         ,WPU46                         ,"PPI Commodity data for Employment services, not seasonally adjusted",Index base: 2009.06 = 100,2009-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,101.5,102.2,104.1,106.2,108.0,110.7,112.2,112.9,115.2,117.5,122.044
WPU461                        ,WPU461                        ,"PPI Commodity data for Employment services-Permanent placement services, not seasonally adjusted",Index base: 2009.03 = 100,2009-M03,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3,99.7,98.7,104.4,110.0,113.7,113.8,116.8,119.5,116.8,118.2,119.465
WPU4611                       ,WPU4611                       ,"PPI Commodity data for Employment services-Permanent placement services, not seasonally adjusted",Index base: 2009.03 = 100,2009-M03,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3,99.7,98.7,104.4,110.0,113.7,113.8,116.8,119.5,116.8,118.2,119.465
WPU461101                     ,WPU461101                     ,"PPI Commodity data for Employment services-Employment placement services, not seasonally adjusted",Index base: 2009.03 = 100,2009-M03,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3,99.7,98.7,104.4,110.0,113.7,113.8,116.8,119.5,116.8,118.2,119.465
WPU46110101                   ,WPU46110101                   ,"PPI Commodity data for Employment services-Employment placement services, not seasonally adjusted",Index base: 2009.03 = 100,2009-M03,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3,99.7,98.7,104.4,110.0,113.7,113.8,116.8,119.5,116.8,118.2,119.465
WPU462                        ,WPU462                        ,"PPI Commodity data for Employment services-Executive search services, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.1,99.1,99.1,99.0,99.1,99.1,99.1,98.1,97.1,93.5,95.7,96.8,98.935
WPU4621                       ,WPU4621                       ,"PPI Commodity data for Employment services-Executive search services, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.1,99.1,99.1,99.0,99.1,99.1,99.1,98.1,97.1,93.5,95.7,96.8,98.935
WPU462101                     ,WPU462101                     ,"PPI Commodity data for Employment services-Executive search services, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.1,99.1,99.1,99.0,99.1,99.1,99.1,98.1,97.1,93.5,95.7,96.8,98.935
WPU46210101                   ,WPU46210101                   ,"PPI Commodity data for Employment services-Executive search services, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.1,99.1,99.1,99.0,99.1,99.1,99.1,98.1,97.1,93.5,95.7,96.8,98.935
WPU463                        ,WPU463                        ,"PPI Commodity data for Employment services-Staffing services, not seasonally adjusted",Index base: 2009.06 = 100,2009-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1,101.6,102.4,104.0,105.9,107.7,110.7,112.3,112.9,115.5,117.8,122.693
WPU4631                       ,WPU4631                       ,"PPI Commodity data for Employment services-Temporary help services, not seasonally adjusted",Index base: 2009.03 = 100,2009-M03,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,100.7,101.2,102.8,105.4,107.9,109.5,111.3,113.4,116.7,121.5,128.701
WPU463101                     ,WPU463101                     ,"PPI Commodity data for Employment services-Temporary help services, not seasonally adjusted",Index base: 2009.03 = 100,2009-M03,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,100.7,101.2,102.8,105.4,107.9,109.5,111.3,113.4,116.7,121.5,128.701
WPU46310101                   ,WPU46310101                   ,"PPI Commodity data for Employment services-Temporary help services, not seasonally adjusted",Index base: 2009.03 = 100,2009-M03,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,100.7,101.2,102.8,105.4,107.9,109.5,111.3,113.4,116.7,121.5,128.701
WPU4632                       ,WPU4632                       ,"PPI Commodity data for Employment services-Co-employment staffing services, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,102.8,103.1,104.2,105.9,107.0,107.7,112.6,113.9,113.0,114.9,114.6,116.998
WPU463201                     ,WPU463201                     ,"PPI Commodity data for Employment services-Co-employment staffing services, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,102.8,103.1,104.2,105.9,107.0,107.7,112.6,113.9,113.0,114.9,114.6,116.998
WPU46320101                   ,WPU46320101                   ,"PPI Commodity data for Employment services-Co-employment staffing services, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,102.8,103.1,104.2,105.9,107.0,107.7,112.6,113.9,113.0,114.9,114.6,116.998
WPU47                         ,WPU47                         ,"PPI Commodity data for Travel arrangement services  (partial), not seasonally adjusted",Index base: 2009.06 = 100,2009-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.8,102.4,102.6,103.8,103.5,104.0,103.0,102.7,103.5,105.9,96.8,97.45
WPU471                        ,WPU471                        ,"PPI Commodity data for Travel arrangement services  (partial)-Arrangement of flights  (partial), not seasonally adjusted",Index base: 2009.06 = 100,2009-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.3,103.6,101.6,106.2,111.4,104.4,100.7,98.9,102.7,104.9,100.5,92.968
WPU4711                       ,WPU4711                       ,"PPI Commodity data for Travel arrangement services  (partial)-Arrangement of international flights, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.6,103.0,103.3,104.3,106.9,107.3,106.2,105.1,105.7,106.6,107.5,106.5,105.312
WPU471101                     ,WPU471101                     ,"PPI Commodity data for Travel arrangement services  (partial)-Arrangement of international flights, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.6,103.0,103.3,104.3,106.9,107.3,106.2,105.1,105.7,106.6,107.5,106.5,105.312
WPU47110101                   ,WPU47110101                   ,"PPI Commodity data for Travel arrangement services  (partial)-Arrangement of international flights, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.6,103.0,103.3,104.3,106.9,107.3,106.2,105.1,105.7,106.6,107.5,106.5,105.312
WPU4712                       ,WPU4712                       ,"PPI Commodity data for Travel arrangement services  (partial)-Arrangement of domestic flights, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.3,92.0,92.2,88.9,94.1,101.2,91.9,87.3,84.4,89.6,93.4,84.6,68.817
WPU471201                     ,WPU471201                     ,"PPI Commodity data for Travel arrangement services  (partial)-Arrangement of domestic flights (partial), not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.3,92.0,92.2,88.9,94.1,101.2,91.9,87.3,84.4,89.6,93.4,84.6,68.817
WPU47120101                   ,WPU47120101                   ,"PPI Commodity data for Travel arrangement services  (partial)-Arrangement of domestic flights, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.3,92.0,92.2,88.9,94.1,101.2,91.9,87.3,84.4,89.6,93.4,84.6,68.817
WPU472                        ,WPU472                        ,"PPI Commodity data for Travel arrangement services  (partial)-Arrangement of vehicle rentals and lodging, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,90.0,90.3,88.6,87.7,81.0,87.2,85.7,84.5,86.3,85.6,77.6,87.01
WPU4721                       ,WPU4721                       ,"PPI Commodity data for Travel arrangement services  (partial)-Arrangement of vehicle rentals and lodging, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,90.0,90.3,88.6,87.7,81.0,87.2,85.7,84.5,86.3,85.6,77.6,87.01
WPU472101                     ,WPU472101                     ,"PPI Commodity data for Travel arrangement services  (partial)-Arrangement of vehicle rentals and lodging (partial), not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,90.0,90.3,88.6,87.7,81.0,87.2,85.7,84.5,86.3,85.6,77.6,87.01
WPU47210101                   ,WPU47210101                   ,"PPI Commodity data for Travel arrangement services  (partial)-Arrangement of vehicle rentals and lodging, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,90.0,90.3,88.6,87.7,81.0,87.2,85.7,84.5,86.3,85.6,77.6,87.01
WPU473                        ,WPU473                        ,"PPI Commodity data for Travel arrangement services  (partial)-Arrangement of cruises and tours, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,100.9,102.0,106.1,106.7,105.2,105.7,107.9,109.0,112.3,121.7,86.0,95.263
WPU4731                       ,WPU4731                       ,"PPI Commodity data for Travel arrangement services  (partial)-Arrangement of cruises and tours, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,100.9,102.0,106.1,106.7,105.2,105.7,107.9,109.0,112.3,121.7,86.0,95.263
WPU473101                     ,WPU473101                     ,"PPI Commodity data for Travel arrangement services  (partial)-Arrangement of cruises and tours, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,100.9,102.0,106.1,106.7,105.2,105.7,107.9,109.0,112.3,121.7,86.0,95.263
WPU47310101                   ,WPU47310101                   ,"PPI Commodity data for Travel arrangement services  (partial)-Arrangement of cruises and tours, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,100.9,102.0,106.1,106.7,105.2,105.7,107.9,109.0,112.3,121.7,86.0,95.263
WPU474                        ,WPU474                        ,"PPI Commodity data for Travel arrangement services  (partial)-Other travel arrangements (partial), not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,107.2,107.8,108.0,107.9,113.4,115.3,115.8,117.8,116.1,116.2,117.0,116.956
WPU4741                       ,WPU4741                       ,"PPI Commodity data for Travel arrangement services  (partial)-Other travel arrangements (partial), not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,107.2,107.8,108.0,107.9,113.4,115.3,115.8,117.8,116.1,116.2,117.0,116.956
WPU474101                     ,WPU474101                     ,"PPI Commodity data for Travel arrangement services  (partial)-Other travel arrangements (partial), not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,107.2,107.8,108.0,107.9,113.4,115.3,115.8,117.8,116.1,116.2,117.0,116.956
WPU47410101                   ,WPU47410101                   ,"PPI Commodity data for Travel arrangement services  (partial)-Other travel arrangements (partial), not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,107.2,107.8,108.0,107.9,113.4,115.3,115.8,117.8,116.1,116.2,117.0,116.956
WPU48                         ,WPU48                         ,"PPI Commodity data for Selected security services (partial), not seasonally adjusted",Index base: 2009.03 = 100,2009-M03,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3,100.7,101.3,101.7,103.4,105.4,107.9,110.2,112.8,117.2,121.6,126.734
WPU481                        ,WPU481                        ,"PPI Commodity data for Selected security services (partial)-Security guard services, not seasonally adjusted",Index base: 2009.03 = 100,2009-M03,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3,100.7,101.3,101.7,103.4,105.4,107.9,110.2,112.8,117.2,121.6,126.734
WPU4811                       ,WPU4811                       ,"PPI Commodity data for Selected security services (partial)-Security guard services, not seasonally adjusted",Index base: 2009.03 = 100,2009-M03,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3,100.7,101.3,101.7,103.4,105.4,107.9,110.2,112.8,117.2,121.6,126.734
WPU481101                     ,WPU481101                     ,"PPI Commodity data for Selected security services (partial)-Security guard services, not seasonally adjusted",Index base: 2009.03 = 100,2009-M03,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3,100.7,101.3,101.7,103.4,105.4,107.9,110.2,112.8,117.2,121.6,126.734
WPU48110101                   ,WPU48110101                   ,"PPI Commodity data for Selected security services (partial)-Security guard services, not seasonally adjusted",Index base: 2009.03 = 100,2009-M03,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3,100.7,101.3,101.7,103.4,105.4,107.9,110.2,112.8,117.2,121.6,126.734
WPU49                         ,WPU49                         ,"PPI Commodity data for Cleaning and building maintenance services (partial), not seasonally adjusted",Index base: 2009.03 = 100,2009-M03,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9,102.3,103.4,104.5,106.7,108.7,110.2,110.8,111.2,111.8,112.4,114.309
WPU491                        ,WPU491                        ,"PPI Commodity data for Cleaning and building maintenance services (partial)-Janitorial services, not seasonally adjusted",Index base: 2009.03 = 100,2009-M03,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9,102.3,103.4,104.5,106.7,108.7,110.2,110.8,111.2,111.8,112.4,114.309
WPU4911                       ,WPU4911                       ,"PPI Commodity data for Cleaning and building maintenance services (partial)-Janitorial services, not seasonally adjusted",Index base: 2009.03 = 100,2009-M03,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9,102.3,103.4,104.5,106.7,108.7,110.2,110.8,111.2,111.8,112.4,114.309
WPU491101                     ,WPU491101                     ,"PPI Commodity data for Cleaning and building maintenance services (partial)-Janitorial services, not seasonally adjusted",Index base: 2009.03 = 100,2009-M03,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9,102.3,103.4,104.5,106.7,108.7,110.2,110.8,111.2,111.8,112.4,114.309
WPU49110101                   ,WPU49110101                   ,"PPI Commodity data for Cleaning and building maintenance services (partial)-Janitorial services, not seasonally adjusted",Index base: 2009.03 = 100,2009-M03,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9,102.3,103.4,104.5,106.7,108.7,110.2,110.8,111.2,111.8,112.4,114.309
WPU50                         ,WPU50                         ,"PPI Commodity data for Waste collection and remediation services (partial), not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,106.1,108.7,110.2,111.8,114.5,115.5,119.0,122.1,127.6,131.5,136.0,141.001
WPU501                        ,WPU501                        ,"PPI Commodity data for Waste collection and remediation services (partial)-Waste collection, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,106.1,108.7,110.2,111.8,114.5,115.5,119.0,122.1,127.6,131.5,136.0,141.001
WPU5011                       ,WPU5011                       ,"PPI Commodity data for Waste collection and remediation services (partial)-Solid waste collection, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,106.1,108.7,110.2,111.8,114.5,115.5,119.0,122.1,127.6,131.5,136.0,141.001
WPU501101                     ,WPU501101                     ,"PPI Commodity data for Waste collection and remediation services (partial)-Solid waste collection, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,106.1,108.7,110.2,111.8,114.5,115.5,119.0,122.1,127.6,131.5,136.0,141.001
WPU50110101                   ,WPU50110101                   ,"PPI Commodity data for Waste collection and remediation services (partial)-Solid waste collection, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,106.1,108.7,110.2,111.8,114.5,115.5,119.0,122.1,127.6,131.5,136.0,141.001
WPU51                         ,WPU51                         ,"PPI Commodity data for Health care services, not seasonally adjusted",Index base: 2009.06 = 100,2009-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.7,106.1,108.4,110.5,112.1,112.9,114.5,116.2,118.6,121.2,124.4,128.168
WPU511                        ,WPU511                        ,"PPI Commodity data for Health care services-Outpatient care (partial), not seasonally adjusted",Index base: 2009.06 = 100,2009-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.7,105.0,106.8,108.8,110.2,110.3,111.3,112.8,114.8,116.7,119.3,123.009
WPU5111                       ,WPU5111                       ,"PPI Commodity data for Health care services-Outpatient care (partial), not seasonally adjusted",Index base: 2009.06 = 100,2009-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.7,105.0,106.8,108.8,110.2,110.3,111.3,112.8,114.8,116.7,119.3,123.009
WPU511101                     ,WPU511101                     ,"PPI Commodity data for Health care services-Physician care, not seasonally adjusted",Index base: 2009.03 = 100,2009-M03,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.9,104.9,106.1,106.3,106.9,106.3,106.7,107.4,108.8,109.8,111.1,115.134
WPU51110102                   ,WPU51110102                   ,"PPI Commodity data for Health care services-Medicare patients: physician care, not seasonally adjusted",Index base: 2014.06 = 100,2014-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9,99.0,99.5,100.4,100.8,102.1,112.03
WPU51110103                   ,WPU51110103                   ,"PPI Commodity data for Health care services-Medicaid patients: physician care, not seasonally adjusted",Index base: 2014.06 = 100,2014-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.8,86.0,85.3,86.9,86.9,88.2,87.789
WPU51110104                   ,WPU51110104                   ,"PPI Commodity data for Health care services-Private insurance patients: physician care, not seasonally adjusted",Index base: 2014.06 = 100,2014-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5,101.0,101.8,103.1,104.2,105.5,107.006
WPU51110105                   ,WPU51110105                   ,"PPI Commodity data for Health care services-All other patients: physician care, not seasonally adjusted",Index base: 2014.06 = 100,2014-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.3,102.7,103.8,106.1,108.3,109.0,112.049
WPU511102                     ,WPU511102                     ,"PPI Commodity data for Health care services-Medical laboratory and diagnostic imaging center care, not seasonally adjusted",Index base: 2009.03 = 100,2009-M03,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5,99.7,99.7,98.1,97.8,97.8,97.6,97.6,96.4,95.4,95.2,95.194
WPU51110201                   ,WPU51110201                   ,"PPI Commodity data for Health care services-Medical laboratory care, not seasonally adjusted",Index base: 2009.03 = 100,2009-M03,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.1,98.9,98.2,95.7,95.3,94.9,94.7,94.6,93.1,91.6,91.1,91.366
WPU511102011                  ,WPU511102011                  ,"PPI Commodity data for Health care services-Medicare patients: medical laboratory care, not seasonally adjusted",Index base: 2014.06 = 100,2014-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5,99.8,100.0,92.1,84.1,78.4,78.943
WPU511102012                  ,WPU511102012                  ,"PPI Commodity data for Health care services-Medicaid patients: medical laboratory care, not seasonally adjusted",Index base: 2014.06 = 100,2014-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.6,98.1,97.9,97.4,96.9,96.8,96.096
WPU511102013                  ,WPU511102013                  ,"PPI Commodity data for Health care services-Private insurance patients: medical laboratory care, not seasonally adjusted",Index base: 2014.06 = 100,2014-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3,98.8,98.2,97.8,97.8,98.6,99.01
WPU511102014                  ,WPU511102014                  ,"PPI Commodity data for Health care services-All other patients: medical laboratory care, not seasonally adjusted",Index base: 2014.06 = 100,2014-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2,100.0,99.4,100.3,100.6,101.8,101.623
WPU51110202                   ,WPU51110202                   ,"PPI Commodity data for Health care services-Diagnostic imaging center care, not seasonally adjusted",Index base: 2009.03 = 100,2009-M03,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.9,101.9,101.8,101.5,101.9,101.7,102.0,101.2,101.3,101.5,101.085
WPU511102021                  ,WPU511102021                  ,"PPI Commodity data for Health care services-Medicare and Medicaid patients: diagnostic imaging center care, not seasonally adjusted",Index base: 2014.06 = 100,2014-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.7,94.4,95.0,93.5,93.3,93.3,93.756
WPU511102024                  ,WPU511102024                  ,"PPI Commodity data for Health care services-Private insurance and all other patients: diagnostic imaging center care, not seasonally adjusted",Index base: 2014.06 = 100,2014-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,103.3,103.7,103.1,103.3,103.6,102.845
WPU5111020241                 ,WPU5111020241                 ,"PPI Commodity data for Health care services-Private insurance patients: diagnostic imaging center care, not seasonally adjusted",Index base: 2014.06 = 100,2014-M06,2017-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,103.3,,,,,
WPU5111020242                 ,WPU5111020242                 ,"PPI Commodity data for Health care services-All other patients: diagnostic imaging center care, not seasonally adjusted",Index base: 2014.06 = 100,2014-M06,2017-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,,,,,
WPU511103                     ,WPU511103                     ,"PPI Commodity data for Health care services-Home health and hospice care, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5,101.5,101.7,102.6,102.3,103.1,104.3,105.9,106.9,109.5,112.4,115.3,117.558
WPU51110301                   ,WPU51110301                   ,"PPI Commodity data for Health care services-Home health and hospice care, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5,101.5,101.7,102.6,102.3,103.1,104.3,105.9,106.9,109.5,112.4,115.3,117.558
WPU5111030101                 ,WPU5111030101                 ,"PPI Commodity data for Health care services-Medicare and Medicaid patients: home health and hospice care, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3,101.4,101.4,102.5,101.8,101.9,102.5,103.8,104.3,106.4,108.5,111.5,113.479
