index,Index,Label,unit,start,last,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
WPU01130213                   ,WPU01130213                   ,"PPI Commodity data for Farm products-Celery, not seasonally adjusted",Index base: 1982 = 100,1947-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,30.4,34.9,34.4,37.8,38.2,34.4,31.6,37.2,33.1,36.3,43.3,34.7,33.6,32.9,43.5,31.8,40.4,40.2,45.5,41.7,40.2,48.2,48.9,48.6,57.1,55.3,56.4,71.1,67.9,82.1,106.4,88.1,90.7,103.5,100.0,121.0,117.3,95.9,108.7,105.7,111.3,108.4,103.6,106.2,153.2,208.6,153.0,231.3,131.9,184.3,145.2,153.9,251.0,227.3,159.6,155.1,199.9,206.0,232.5,264.7,244.6,262.5,237.8,298.2,233.7,348.0,229.6,316.2,271.7,276.8,232.2,665.5,213.8,234.17
WPU01130214                   ,WPU01130214                   ,"PPI Commodity data for Farm products-Sweet corn, not seasonally adjusted",Index base: 1982 = 100,1960-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2,44.5,42.5,43.2,45.2,44.9,47.5,42.5,49.6,46.3,46.2,52.6,49.5,55.8,61.5,68.9,65.9,67.5,75.6,79.5,86.0,104.2,100.0,106.6,,,118.1,108.7,125.3,129.8,95.6,92.1,94.6,118.0,125.6,121.3,102.5,101.5,98.9,,112.7,97.4,94.3,110.8,89.9,143.1,140.6,114.7,148.8,158.7,143.3,155.4,127.7,137.4,147.5,154.5,173.1,,148.0,166.1,219.9,227.562
WPU01130215                   ,WPU01130215                   ,"PPI Commodity data for Farm products-Lettuce, not seasonally adjusted",Index base: 1982 = 100,1947-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.3,25.5,29.8,23.3,28.5,27.6,26.7,28.5,29.9,30.4,32.9,31.3,31.3,28.4,28.9,32.8,34.3,33.6,33.3,35.9,36.7,35.8,43.5,38.3,47.0,43.7,55.0,53.8,57.4,71.5,61.9,77.3,79.7,78.1,87.7,100.0,99.9,86.2,96.7,90.1,109.6,120.2,107.9,107.2,108.8,116.4,121.8,126.4,179.5,119.1,148.3,128.4,124.9,175.1,146.8,196.4,183.9,124.3,150.4,167.6,187.1,169.2,186.7,167.5,208.3,150.7,321.0,342.5,419.1,241.6,324.7,302.5,319.7,313.7,284.902
WPU01130216                   ,WPU01130216                   ,"PPI Commodity data for Farm products-Dry onions, not seasonally adjusted",Index base: 1982 = 100,1947-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.5,41.2,27.9,23.3,30.3,47.0,29.8,23.5,29.0,33.6,32.0,32.7,37.4,23.5,30.8,36.0,33.0,30.0,32.7,39.8,40.1,43.2,34.2,40.5,39.3,53.4,88.4,57.5,90.5,64.0,90.1,76.2,83.2,84.3,145.2,100.0,90.5,123.0,94.0,88.8,136.7,116.3,112.0,117.0,131.2,117.5,153.6,125.5,129.0,96.7,99.4,140.9,104.7,86.0,104.9,93.5,167.8,127.1,119.8,138.0,206.9,129.6,132.4,258.9,140.3,146.5,205.7,179.2,156.6,167.9,144.1,135.3,180.2,156.1,168.274
WPU01130217                   ,WPU01130217                   ,"PPI Commodity data for Farm products-Tomatoes, not seasonally adjusted",Index base: 1982 = 100,1947-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.7,104.2,87.6,88.1,106.4,103.5,94.9,89.0,91.3,88.9,84.8,100.9,89.9,86.0,76.4,84.9,86.5,88.4,100.2,95.2,95.6,106.9,104.6,96.8,122.5,131.3,139.3,164.4,174.4,,96.4,94.3,98.9,92.0,116.8,100.0,109.7,109.4,106.2,104.5,99.1,94.4,112.7,136.9,105.0,142.7,146.5,134.7,149.0,147.3,129.8,162.3,124.3,130.1,143.4,135.6,169.2,197.9,182.0,195.4,196.4,232.1,189.2,227.5,217.4,158.7,190.8,194.8,203.5,280.4,315.8,292.2,306.9,385.0,
WPU01130218                   ,WPU01130218                   ,"PPI Commodity data for Farm products-Snap beans, not seasonally adjusted",Index base: 1982 = 100,1947-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9,25.4,24.3,25.6,25.1,29.4,29.2,25.5,26.9,34.6,33.0,42.4,29.1,26.6,28.0,30.4,31.5,33.2,33.0,39.2,37.9,44.3,43.3,52.9,49.8,49.0,55.0,67.7,59.9,72.8,76.3,87.8,89.5,84.6,109.3,100.0,109.2,112.8,111.1,101.5,122.2,122.1,134.5,108.9,113.4,184.1,223.0,209.3,242.7,260.4,208.6,250.0,,209.8,256.0,200.1,269.6,198.5,301.5,227.7,276.8,283.7,280.2,352.0,336.9,263.9,347.0,299.6,301.4,,,,,,
WPU01130219                   ,WPU01130219                   ,"PPI Commodity data for Farm products-Green peas, not seasonally adjusted",Index base: 1991.12 = 100,1991-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.2,119.0,86.8,,,,,,,,,,,,
WPU01130222                   ,WPU01130222                   ,"PPI Commodity data for Farm products-Broccoli, not seasonally adjusted",Index base: 1991.12 = 100,1991-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.2,102.6,118.8,108.2,96.8,109.1,111.8,99.6,127.3,102.8,134.6,141.8,141.0,122.4,135.0,137.3,131.9,150.7,138.5,182.1,128.2,206.5,166.2,219.7,149.6,212.8,207.4,197.8,204.3,199.649
WPU01130223                   ,WPU01130223                   ,"PPI Commodity data for Farm products-Cauliflower, not seasonally adjusted",Index base: 1991.12 = 100,1991-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5,42.3,41.6,52.7,49.4,43.1,53.8,48.3,55.6,45.6,45.5,62.1,54.8,50.2,54.0,53.6,59.0,63.0,69.0,77.1,51.1,90.8,93.9,115.6,69.2,102.7,79.1,106.9,91.8,70.376
WPU01130224                   ,WPU01130224                   ,"PPI Commodity data for Farm products-Spinach, not seasonally adjusted",Index base: 1991.12 = 100,1991-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.5,225.0,227.5,269.3,304.2,370.7,389.5,392.9,531.4,456.1,324.9,376.9,437.9,430.0,373.8,467.2,,487.0,514.3,454.713
WPU01130225                   ,WPU01130225                   ,"PPI Commodity data for Farm products-Greens, not seasonally adjusted",Index base: 1991.12 = 100,1991-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,,,122.4,118.8,,,141.0,125.4,139.0,125.0,132.7,139.3,148.2,156.8,153.3,188.2,178.5,163.5,201.4,214.5,203.4,182.2,178.9,208.4,222.3,190.0,205.939
WPU01130226                   ,WPU01130226                   ,"PPI Commodity data for Farm products-Endive, not seasonally adjusted",Index base: 1991.12 = 100,1991-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.7,,230.7,324.8,,,,,,,,,385.7,508.2,455.2,423.0,502.2,432.1,539.0,766.0,586.9,679.9,636.9,629.6,547.3,638.8,480.9,460.5,598.4,572.485
WPU01130228                   ,WPU01130228                   ,"PPI Commodity data for Farm products-Green peppers, not seasonally adjusted",Index base: 1991.12 = 100,1991-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.2,209.5,174.4,252.6,186.8,183.0,221.8,231.2,226.1,238.7,,215.6,267.7,304.5,227.5,240.7,320.6,254.3,288.2,314.0,263.4,256.8,372.5,300.2,,354.0,360.0,345.1,433.0,330.345
WPU01130229                   ,WPU01130229                   ,"PPI Commodity data for Farm products-Eggplant, not seasonally adjusted",Index base: 1991.12 = 100,1991-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.8,180.5,182.7,,,198.3,,193.2,191.0,189.3,189.2,,360.5,265.5,222.7,266.8,280.8,230.3,259.9,340.1,263.6,293.8,223.5,279.8,,,309.5,,,
WPU01130231                   ,WPU01130231                   ,"PPI Commodity data for Farm products-Squash, not seasonally adjusted",Index base: 1991.12 = 100,1991-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.7,150.2,148.7,137.9,136.9,159.8,187.6,121.5,138.5,128.7,129.4,184.4,157.9,185.7,170.7,184.2,199.0,168.6,217.7,239.1,195.5,237.6,222.1,210.8,299.0,293.1,231.6,194.7,263.0,185.504
WPU01130232                   ,WPU01130232                   ,"PPI Commodity data for Farm products-Beets, not seasonally adjusted",Index base: 1991.12 = 100,1991-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.4,,,,,,,,,,,105.4,,123.3,126.6,127.3,138.8,142.3,158.8,141.4,142.9,180.8,146.9,,,,116.4,,113.919
WPU01130234                   ,WPU01130234                   ,"PPI Commodity data for Farm products-Cucumbers, not seasonally adjusted",Index base: 1991.12 = 100,1991-M12,2021-M12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.9,204.5,152.1,200.7,206.7,,,,,,,,215.2,223.7,244.3,255.1,275.9,254.2,250.8,287.7,249.2,275.6,274.7,292.9,,,,,,
WPU01130235                   ,WPU01130235                   ,"PPI Commodity data for Farm products-Artichokes, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.4,102.9,92.8,130.1,,144.4,112.7,129.2,,
WPU011303                     ,WPU011303                     ,"PPI Commodity data for Farm products-Sweet potatoes, not seasonally adjusted",Index base: 1982 = 100,1947-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.1,30.9,36.1,25.1,34.8,55.7,44.8,33.9,34.9,30.5,38.3,42.5,33.4,32.6,42.3,38.1,30.7,47.9,45.0,36.7,47.3,57.4,45.0,46.8,54.4,61.1,77.1,68.7,89.2,70.1,99.9,106.1,79.7,95.4,150.7,100.0,85.9,151.0,111.9,87.7,153.3,169.4,201.4,161.0,124.9,148.0,122.6,197.4,169.8,175.9,183.1,189.7,189.7,215.6,201.4,189.1,247.7,,116.3,111.0,123.5,114.1,116.2,121.9,122.2,116.3,118.9,153.2,146.0,135.4,137.1,129.2,159.2,162.9,150.396
WPU01130301                   ,WPU01130301                   ,"PPI Commodity data for Farm products-Sweet potatoes, not seasonally adjusted",Index base: 1991.12 = 100,1991-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.7,79.3,127.6,109.8,113.7,118.4,122.7,122.6,139.4,130.2,122.2,160.2,,75.2,71.8,79.9,73.8,75.1,78.8,79.0,75.2,76.9,99.1,94.4,87.5,88.7,83.5,102.9,105.3,97.236
WPU011306                     ,WPU011306                     ,"PPI Commodity data for Farm products-Potatoes, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.8,97.7,91.5,81.4,83.6,93.5,97.5,118.2,124.1,114.601
WPU01130602                   ,WPU01130602                   ,"PPI Commodity data for Farm products-Round white potatoes, not seasonally adjusted",Index base: 1991.12 = 100,1991-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.3,104.9,116.1,93.0,104.8,99.4,105.1,,92.0,135.0,168.5,126.3,133.0,166.2,275.0,168.1,255.3,200.4,177.2,,,,230.1,193.8,,,,,,
WPU01130603                   ,WPU01130603                   ,"PPI Commodity data for Farm products-Russet potatoes, not seasonally adjusted",Index base: 1991.12 = 100,1991-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.4,166.6,157.9,166.4,149.1,109.5,130.3,135.3,94.3,131.0,175.5,84.4,78.3,98.3,129.3,115.5,191.4,132.2,117.8,187.0,135.7,147.4,139.1,124.0,127.5,145.8,157.5,195.7,203.3,187.869
WPU01130604                   ,WPU01130604                   ,"PPI Commodity data for Farm products-Round red potatoes, not seasonally adjusted",Index base: 1991.12 = 100,1991-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.2,118.9,147.3,124.8,117.6,107.9,122.9,112.9,129.4,123.2,156.0,108.6,101.3,128.6,152.7,129.3,185.9,167.3,169.1,219.7,143.1,186.6,144.7,150.5,171.3,178.3,147.3,215.4,,193.561
WPU0119                       ,WPU0119                       ,"PPI Commodity data for Farm products-Tree nuts, not seasonally adjusted",Index base: 1982 = 100,1971-M11,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.3,808.9,855.2,1045.7,1111.2,1230.6,1389.0,1579.3,1362.5,1203.8,1255.8,1433.3,1391.9,1174.338
WPU011901                     ,WPU011901                     ,"PPI Commodity data for Farm products-Tree nuts, not seasonally adjusted",Index base: 1982 = 100,1991-M10,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.3,808.9,855.2,1045.7,1111.2,1230.6,1389.0,1579.3,1362.5,1203.8,1255.8,1433.3,1391.9,1174.338
WPU01190101                   ,WPU01190101                   ,"PPI Commodity data for Farm products-Pecans, not seasonally adjusted",Index base: 1982 = 100,1967-M11,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,74.0,54.4,76.3,,85.0,80.0,81.1,,,,,,142.4,95.3,100.0,122.7,,,,,,,,,,,,,,,,,,,,,,,,,,477.6,612.2,,,788.5,781.0,,775.9,,826.2,712.7,,624.813
WPU01190102                   ,WPU01190102                   ,"PPI Commodity data for Farm products-Almonds, not seasonally adjusted",Index base: 1991.12 = 100,1991-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.5,202.3,197.4,236.1,254.0,311.6,362.6,431.1,383.8,,327.4,417.5,388.9,314.492
WPU01190103                   ,WPU01190103                   ,"PPI Commodity data for Farm products-Filberts, not seasonally adjusted",Index base: 1991.12 = 100,1991-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.8,,220.2,266.1,276.8,,307.3,362.4,,,264.1,249.3,238.7,232.035
WPU01190104                   ,WPU01190104                   ,"PPI Commodity data for Farm products-Walnuts, not seasonally adjusted",Index base: 1991.12 = 100,1991-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.6,220.2,,,314.0,347.3,,217.2,216.2,,196.3,229.1,198.339
WPU01190105                   ,WPU01190105                   ,"PPI Commodity data for Farm products-Macadamias, not seasonally adjusted",Index base: 1991.12 = 100,1991-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.8,482.8,503.9,506.013
WPU01190106                   ,WPU01190106                   ,"PPI Commodity data for Farm products-Pistachios, not seasonally adjusted",Index base: 1991.12 = 100,1991-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.5,281.3,289.8,275.359
WPU012                        ,WPU012                        ,"PPI Commodity data for Farm products-Grains, not seasonally adjusted",Index base: 1982 = 100,1926-M01,2022-M02,,,,,,,,,,,,,,33.7,34.0,36.0,32.8,26.4,17.9,13.3,17.9,25.1,27.8,29.7,33.2,20.5,19.8,22.9,25.7,31.2,39.1,42.7,43.7,52.3,71.0,67.2,54.0,57.5,63.6,62.9,57.8,58.6,55.8,55.8,53.9,50.9,49.5,48.5,49.2,50.8,52.4,48.4,46.1,50.0,47.4,42.1,42.8,46.8,47.8,48.8,87.1,122.3,106.2,97.6,78.2,86.5,101.8,113.3,117.8,100.0,114.0,113.7,96.1,79.3,71.1,97.9,106.4,97.4,92.0,97.3,94.5,102.7,112.6,151.1,111.2,93.4,80.1,78.3,81.2,91.5,95.5,99.4,83.4,101.4,148.2,208.0,148.6,160.2,253.5,261.5,234.5,171.5,151.9,135.1,135.6,144.9,149.6,147.3,235.841
WPU0121                       ,WPU0121                       ,"PPI Commodity data for Farm products-Wheat, not seasonally adjusted",Index base: 1982 = 100,1947-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.2,60.5,54.8,56.4,60.8,60.4,56.6,58.2,57.5,56.7,57.1,52.7,50.6,51.2,52.1,55.3,55.4,47.4,40.1,45.3,42.7,37.6,36.4,39.7,40.4,46.2,90.9,121.2,97.3,84.4,65.4,81.3,100.5,108.3,108.5,100.0,100.7,96.7,87.6,76.3,72.8,93.7,109.5,87.6,79.4,98.5,98.4,104.8,118.6,136.6,108.2,87.8,79.5,80.3,85.5,97.9,98.5,106.0,102.7,116.9,172.1,235.1,149.3,157.2,216.2,210.5,204.2,190.6,153.3,122.1,131.6,150.3,138.3,148.7,214.755
WPU012101                     ,WPU012101                     ,"PPI Commodity data for Farm products-Wheat, not seasonally adjusted",Index base: 1982 = 100,1991-M07,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.5,98.4,104.8,118.6,136.6,108.2,87.8,79.5,80.3,85.5,97.9,98.5,106.0,102.7,116.9,172.1,235.1,149.3,157.2,216.2,210.5,204.2,190.6,153.3,122.1,131.6,150.3,138.3,148.7,214.755
WPU01210101                   ,WPU01210101                   ,"PPI Commodity data for Farm products-Hard red winter wheat, not seasonally adjusted",Index base: 1982 = 100,1947-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1,59.6,53.7,55.7,60.1,59.6,55.9,57.6,56.4,55.4,54.9,50.6,49.4,49.8,50.3,53.7,54.2,46.8,38.8,44.5,41.5,36.5,34.6,36.9,39.3,45.7,89.1,116.4,94.7,83.2,63.0,78.8,99.0,106.9,107.7,100.0,98.5,94.8,84.9,73.4,70.6,90.8,109.1,86.3,78.1,97.3,92.1,97.7,113.9,135.1,105.6,84.0,75.7,77.8,83.3,97.0,95.7,101.1,97.6,119.8,162.4,215.8,139.2,143.4,196.8,198.8,199.8,184.2,141.1,103.4,105.8,138.6,120.7,135.0,196.522
WPU01210102                   ,WPU01210102                   ,"PPI Commodity data for Farm products-Hard red spring wheat, not seasonally adjusted",Index base: 1982 = 100,1947-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.5,60.8,55.6,56.7,60.2,60.4,58.7,60.1,61.2,57.9,57.5,55.8,53.0,53.6,54.9,58.5,57.8,49.2,43.5,47.1,45.1,39.0,39.6,43.9,40.2,43.3,85.2,124.9,100.5,82.8,64.9,75.7,95.6,106.5,107.4,100.0,103.1,99.7,84.2,72.5,68.8,93.1,108.7,91.1,82.1,107.3,116.9,121.7,125.5,145.2,116.7,103.0,95.5,92.7,95.8,103.1,109.4,117.8,121.9,127.1,177.7,278.5,178.8,191.3,274.0,238.8,220.7,220.7,178.4,150.2,188.2,184.0,162.8,163.9,253.843
WPU01210103                   ,WPU01210103                   ,"PPI Commodity data for Farm products-Soft white wheat, not seasonally adjusted",Index base: 1982 = 100,1947-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.6,55.3,51.9,51.9,55.6,57.5,55.8,55.3,54.6,52.7,58.0,50.0,47.5,48.2,49.4,50.6,51.1,42.8,36.0,39.9,39.9,37.2,34.7,37.8,39.9,45.7,89.6,117.0,95.2,82.5,68.9,85.9,97.3,99.6,103.9,100.0,101.0,91.1,89.5,77.0,70.7,92.2,111.0,83.5,83.9,103.5,87.1,93.5,112.1,122.8,99.2,75.6,75.1,68.7,80.2,93.0,89.9,100.8,90.5,97.6,173.2,,134.3,135.8,,184.5,183.9,174.4,,117.1,117.4,137.5,139.1,138.6,202.358
WPU01210104                   ,WPU01210104                   ,"PPI Commodity data for Farm products-Soft red winter wheat, not seasonally adjusted",Index base: 1982 = 100,1947-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.5,73.5,65.3,67.3,73.4,71.4,62.5,65.2,63.9,67.2,66.4,61.9,59.0,60.0,59.9,63.7,62.9,53.4,46.3,52.7,47.6,40.8,40.9,46.5,45.8,52.9,106.4,139.1,106.8,94.4,71.5,93.8,117.6,126.7,118.6,100.0,105.7,106.6,100.2,90.9,86.8,107.7,125.4,99.1,87.9,100.4,101.8,103.5,125.8,148.2,112.0,83.0,71.6,74.8,78.4,98.1,102.3,110.6,107.9,117.3,175.8,214.7,140.8,170.2,216.9,215.2,201.1,171.0,147.4,133.9,136.1,150.4,154.2,169.8,212.818
WPU01210105                   ,WPU01210105                   ,"PPI Commodity data for Farm products-Hard amber durum wheat, not seasonally adjusted",Index base: 1984.12 = 100,1984-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,85.0,92.3,118.5,107.5,88.0,78.0,90.7,107.9,145.7,160.0,149.2,136.3,,,,,,,124.1,109.4,121.2,227.5,368.4,200.7,149.7,284.1,259.6,241.3,248.7,247.5,177.4,188.3,160.6,150.7,172.9,302.962
WPU0122                       ,WPU0122                       ,"PPI Commodity data for Farm products-Other grains, not seasonally adjusted",Index base: 1982 = 100,1947-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.2,79.9,53.1,60.0,69.5,68.1,60.3,60.1,53.8,54.8,50.1,48.3,47.6,44.9,45.4,45.6,48.5,48.4,50.8,53.5,50.9,45.4,47.5,52.1,53.2,50.7,84.5,123.3,112.8,107.4,87.8,90.5,102.8,117.1,124.7,100.0,123.9,126.3,102.5,81.5,70.0,99.7,104.4,102.1,98.1,97.5,94.2,101.1,110.9,158.7,110.8,93.3,79.7,78.3,80.6,91.3,96.1,99.0,78.2,97.9,145.4,203.3,148.4,163.0,271.3,283.5,248.1,167.1,153.2,140.0,138.4,144.2,154.5,147.3,248.156
WPU012201                     ,WPU012201                     ,"PPI Commodity data for Farm products-Barley, not seasonally adjusted",Index base: 1982 = 100,1971-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.3,,,,125.7,124.5,99.3,93.1,107.4,122.8,125.1,100.0,111.3,123.6,92.3,74.6,86.5,110.4,117.9,114.6,108.3,112.9,106.6,110.3,129.6,147.6,113.4,110.9,104.9,105.5,92.9,106.3,122.2,103.0,100.6,121.6,214.6,258.4,151.4,152.4,282.7,297.2,255.9,211.2,187.2,160.9,151.6,183.5,185.5,176.9,253.536
WPU01220101                   ,WPU01220101                   ,"PPI Commodity data for Farm products-Barley, not seasonally adjusted",Index base: 1982 = 100,1947-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,95.8,67.7,76.9,77.5,75.5,71.2,65.6,63.4,59.8,56.2,56.6,55.5,50.8,58.6,59.6,53.3,53.3,61.0,64.2,61.5,56.0,51.3,54.1,56.3,56.6,85.3,131.6,125.7,124.5,99.3,93.1,107.4,122.8,125.1,100.0,111.3,123.6,92.3,74.6,85.7,110.4,117.9,114.6,108.3,112.9,106.6,110.3,129.6,147.6,113.4,110.9,104.9,105.5,92.9,106.3,122.2,103.0,100.6,121.6,214.6,258.4,151.4,152.4,282.7,297.2,255.9,211.2,187.2,160.9,151.6,183.5,185.5,176.9,253.536
WPU012202                     ,WPU012202                     ,"PPI Commodity data for Farm products-Corn, not seasonally adjusted",Index base: 1982 = 100,1971-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.7,,,,115.2,107.6,88.0,92.0,104.5,119.2,125.9,100.0,128.4,129.7,105.9,83.5,67.7,97.1,102.4,100.9,97.0,96.0,92.9,100.1,109.0,158.5,110.1,91.7,78.2,76.4,78.8,89.4,93.8,97.5,75.9,95.6,141.5,199.1,146.9,160.8,267.3,278.8,243.9,163.2,149.6,137.7,136.1,141.0,151.4,143.5,242.508
