index,Index,Label,unit,start,last,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
WPU14130141                   ,WPU14130141                   ,"PPI Commodity data for Transportation equipment-Van bodies, sold separately, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2021-M08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5,99.3,100.7,101.7,102.2,103.2,103.7,105.5,107.1,113.5,129.4,
WPU141301411                  ,WPU141301411                  ,"PPI Commodity data for Transportation equipment-Van bodies, walk-in, sold separately, not seasonally adjusted",Index base: 2015.09 = 100,2015-M09,2020-M08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.7,101.2,,,
WPU141301412                  ,WPU141301412                  ,"PPI Commodity data for Transportation equipment-Van bodies, separate cab, sold separately, not seasonally adjusted",Index base: 2015.09 = 100,2015-M09,2021-M08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.5,105.0,112.6,126.7,127.7
WPU1413015                    ,WPU1413015                    ,"PPI Commodity data for Transportation equipment-Other truck and vehicle bodies, sold separately, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.7,98.4,100.5,103.5,104.7,106.5,107.9,108.7,109.9,113.6,116.9,117.8
WPU14130151                   ,WPU14130151                   ,"PPI Commodity data for Transportation equipment-Dump truck bodies, sold separately, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5,95.9,94.7,96.7,99.1,102.8,106.2,106.8,109.0,116.8,121.5,120.9
WPU14130152                   ,WPU14130152                   ,"PPI Commodity data for Transportation equipment-All other truck and vehicle bodies, sold separately, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.1,98.7,101.3,104.5,105.4,107.0,108.1,108.9,110.3,113.3,116.2,117.0
WPU14130153                   ,WPU14130153                   ,"PPI Commodity data for Transportation equipment-Service truck bodies, sold separately, not seasonally adjusted",Index base: 2015.09 = 100,2015-M09,2021-M09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3,100.2,103.4,106.9,109.3
WPU141302                     ,WPU141302                     ,"PPI Commodity data for Transportation equipment-Complete vehicles on purchased chassis, not seasonally adjusted",Index base: 1982.12 = 100,1982-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1,106.5,110.8,114.6,115.9,118.9,123.8,129.3,132.8,135.9,137.4,141.1,151.9,160.2,162.6,165.0,167.4,170.4,172.1,174.4,175.3,180.6,190.3,196.0,200.6,206.1,209.8,212.7,216.1,221.3,223.3,228.9,236.8,239.9,242.1,246.6,256.4,261.9
WPU1413027                    ,WPU1413027                    ,"PPI Commodity data for Transportation equipment-Buses and firefighting vehicles, complete, produced on purchased chassis, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8,103.2,104.8,106.5,107.4,109.3,111.7,114.2,,118.6,121.4,123.5
WPU14130275                   ,WPU14130275                   ,"PPI Commodity data for Transportation equipment-Buses and firefighting vehicles, complete, produced on purchased chassis, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8,103.2,104.8,106.5,107.4,109.3,111.7,114.2,,118.6,121.4,123.5
WPU1413029                    ,WPU1413029                    ,"PPI Commodity data for Transportation equipment-Other trucks and vehicles, complete, produced on purchased chassis, not seasonally adjusted",Index base: 2008.12 = 100,2008-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.4,97.5,99.1,102.4,103.4,106.6,111.3,112.0,112.7,114.7,119.8,122.6
WPU14130294                   ,WPU14130294                   ,"PPI Commodity data for Transportation equipment-Other trucks and vehicles, complete, produced on purchased chassis, except upfitting trucks, not seasonally adjusted",Index base: 2015.09 = 100,2015-M09,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.4,101.2,103.4,106.8,109.2
WPU14130299                   ,WPU14130299                   ,"PPI Commodity data for Transportation equipment-Upfitting trucks, complete, produced on purchased chassis, not seasonally adjusted",Index base: 2015.09 = 100,2015-M09,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3,100.6,100.9,110.7,113.5
WPU1414                       ,WPU1414                       ,"PPI Commodity data for Transportation equipment-Truck trailers, not seasonally adjusted",Index base: 1982 = 100,1980-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.9,100.0,100.6,104.0,106.2,104.3,103.4,106.6,110.4,110.8,112.1,115.1,118.2,122.2,131.7,130.7,130.3,135.0,136.3,139.4,138.8,138.1,139.4,148.1,157.1,164.5,169.4,177.0,177.7,181.5,190.0,195.8,195.2,197.0,201.0,201.5,202.7,213.1,225.2,225.6
WPU141406                     ,WPU141406                     ,"PPI Commodity data for Transportation equipment-Truck trailers, not seasonally adjusted",Index base: 1986.12 = 100,1986-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.7,108.5,112.3,112.7,113.6,117.0,117.7,119.7,124.5,124.5,127.4,129.7,129.7,130.4,130.9,131.7,134.8,143.5,152.3,159.4,164.2,171.6,172.2,175.9,184.2,189.8,189.2,191.0,194.9,195.3,196.5,206.5,218.3,218.7
WPU14140602                   ,WPU14140602                   ,"PPI Commodity data for Transportation equipment-Truck trailers and chassis, axle rating 10,000 lb or more, not seasonally adjusted",Index base: 1986.12 = 100,1991-M07,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,117.7,119.7,124.5,124.5,127.4,129.7,129.7,130.4,130.9,131.7,134.8,143.5,152.3,159.4,164.2,171.6,172.2,175.9,184.2,190.0,189.0,190.6,194.6,195.1,196.3,205.9,216.6,216.9
WPU14140603                   ,WPU14140603                   ,"PPI Commodity data for Transportation equipment-Truck trailers and chassis, axle rating less than 10,000 lb, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.6,104.1,105.7,106.8,107.0,106.9,114.2,,
WPU1415                       ,WPU1415                       ,"PPI Commodity data for Transportation equipment-Motor homes, built on purchased chassis, not seasonally adjusted",Index base: 1984.06 = 100,1984-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.1,109.5,113.0,117.2,122.4,126.5,129.2,131.9,134.4,135.1,138.3,142.3,143.9,145.9,148.6,150.3,152.7,156.0,159.0,165.2,170.9,166.9,171.6,174.9,170.9,168.8,170.0,173.9,177.2,177.7,178.9,182.1,186.3,190.2,192.4,196.3
WPU141501                     ,WPU141501                     ,"PPI Commodity data for Transportation equipment-Motor homes, built on purchased chassis, not seasonally adjusted",Index base: 1984.06 = 100,1984-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.1,109.5,113.0,117.2,122.4,126.5,129.2,131.9,134.4,135.1,138.3,142.3,143.9,145.9,148.6,150.3,152.7,156.0,159.0,165.2,170.9,166.9,171.6,174.9,170.9,168.8,170.0,173.9,177.2,177.7,178.9,182.1,186.3,190.2,192.4,196.3
WPU14150101                   ,WPU14150101                   ,"PPI Commodity data for Transportation equipment-Motor homes, built on purchased chassis, not seasonally adjusted",Index base: 1984.06 = 100,1984-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.1,109.5,113.0,117.2,122.4,126.5,129.2,131.9,134.4,135.1,138.3,142.3,143.9,145.9,148.6,150.3,152.7,156.0,159.0,165.2,170.9,166.9,171.6,174.9,170.9,168.8,170.0,173.9,177.2,177.7,178.9,182.1,186.3,190.2,192.4,196.3
WPU1416                       ,WPU1416                       ,"PPI Commodity data for Transportation equipment-Travel trailers and campers, not seasonally adjusted",Index base: 1984.06 = 100,1984-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,106.3,108.1,115.1,119.1,119.1,120.5,123.0,124.7,126.3,129.2,130.0,130.5,131.0,132.5,133.8,134.9,137.4,140.4,144.1,149.2,155.1,159.6,165.5,169.5,169.3,171.6,177.8,182.6,187.6,193.0,196.0,201.6,211.1,215.9,220.8
WPU141601                     ,WPU141601                     ,"PPI Commodity data for Transportation equipment-Travel trailers, not seasonally adjusted",Index base: 1984.06 = 100,1984-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.5,105.9,108.3,115.9,119.7,119.9,120.9,123.9,125.3,126.4,129.5,129.9,130.1,130.6,132.0,132.9,133.5,135.2,137.7,140.3,145.3,150.9,154.6,160.0,163.7,162.9,164.1,170.4,175.6,180.2,184.5,186.5,190.4,198.0,201.6,206.1
WPU14160101                   ,WPU14160101                   ,"PPI Commodity data for Transportation equipment-Travel trailers, not seasonally adjusted",Index base: 1984.06 = 100,1984-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.5,105.9,108.3,115.9,119.7,119.9,120.9,123.9,125.3,126.4,129.5,129.9,130.1,130.6,132.0,132.9,133.5,135.2,137.7,140.3,145.3,150.9,154.6,160.0,163.7,162.9,164.1,170.4,175.6,180.2,184.5,186.5,190.4,198.0,201.6,206.1
WPU141601016                  ,WPU141601016                  ,"PPI Commodity data for Transportation equipment-Conventional travel trailers, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.7,104.1,,107.5,108.1,109.6,113.1,116.7,120.4
WPU141601017                  ,WPU141601017                  ,"PPI Commodity data for Transportation equipment-Fifth wheel travel trailers, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2019-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.1,,,115.8,118.3,122.2,128.7,,
WPU141602                     ,WPU141602                     ,"PPI Commodity data for Transportation equipment-Camping trailers, campers, pick-up covers, and parts, not seasonally adjusted",Index base: 1984.06 = 100,1984-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,107.4,107.9,113.7,118.1,117.6,119.8,121.3,123.9,126.5,129.1,130.8,131.7,132.5,134.1,136.4,138.9,143.1,147.5,154.0,159.3,165.7,172.9,180.1,184.9,187.0,193.4,198.6,201.3,207.7,218.2,225.2,238.7,256.5,266.0,272.4
WPU14160201                   ,WPU14160201                   ,"PPI Commodity data for Transportation equipment-Camping trailers, campers, pick-up covers, and parts, not seasonally adjusted",Index base: 1984.06 = 100,1984-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,107.4,107.9,113.7,118.1,117.6,119.8,121.3,123.9,126.5,129.1,130.8,131.7,132.5,134.1,136.4,138.9,143.1,147.5,154.0,159.3,165.7,172.9,180.1,184.9,187.0,193.4,198.6,201.3,207.7,218.2,225.2,238.7,256.5,266.0,272.4
WPU141602013                  ,WPU141602013                  ,"PPI Commodity data for Transportation equipment-Other parts and components, excluding appliances and furnishings, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2,100.5,105.2,,,,148.1,153.8,155.2
WPU141602014                  ,WPU141602014                  ,"PPI Commodity data for Transportation equipment-Truck campers, caps, box covers, and folddown camping trailers, not seasonally adjusted",Index base: 2014.06 = 100,2014-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.1,106.2,109.1,112.8,116.6,122.3
WPU1416020142                 ,WPU1416020142                 ,"PPI Commodity data for Transportation equipment-Truck campers, caps, and box covers, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2014-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.1,104.3,,,,,,,
WPU142                        ,WPU142                        ,"PPI Commodity data for Transportation equipment-Aircraft and aircraft equipment, not seasonally adjusted",Index base: 1982 = 100,1971-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6,,,,48.5,54.5,59.3,64.1,69.9,78.8,91.3,100.0,108.3,115.0,,123.8,123.3,126.0,129.9,136.8,144.3,151.3,154.9,159.2,163.7,167.8,169.8,170.9,172.3,177.5,183.8,186.0,191.4,198.7,206.4,214.6,220.9,230.9,236.8,239.5,245.8,252.9,257.8,262.7,265.2,267.3,269.2,272.8,277.2,280.6
WPU1421                       ,WPU1421                       ,"PPI Commodity data for Transportation equipment-Aircraft, not seasonally adjusted",Index base: 1982 = 100,1971-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.8,,,,49.0,55.4,60.3,65.0,70.8,80.3,92.5,100.0,110.8,116.9,,126.8,124.4,125.2,128.4,136.2,145.2,152.0,155.8,160.9,167.7,172.8,175.0,175.6,177.0,184.2,191.9,195.0,202.9,212.1,223.5,234.7,242.6,254.3,260.1,263.0,269.9,278.4,283.0,287.7,290.8,292.5,296.2,301.3,307.0,310.6
WPU142102                     ,WPU142102                     ,"PPI Commodity data for Transportation equipment-Civilian aircraft, not seasonally adjusted",Index base: 1985.12 = 100,1985-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9,102.9,104.5,108.8,115.3,123.0,128.8,131.5,135.4,141.8,147.3,150.0,150.2,151.7,159.6,168.5,171.3,179.9,190.5,202.2,212.4,219.6,230.2,235.4,238.0,244.3,252.0,256.5,262.2,265.4,267.0,272.0,279.1,287.4,292.5
WPU14210206                   ,WPU14210206                   ,"PPI Commodity data for Transportation equipment-Civilian aircraft, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.1,109.5,115.0,118.9,124.6,127.5,128.9,132.3,136.5,138.9,142.0,143.7,144.6,147.3,151.1,155.6,158.4
WPU142104                     ,WPU142104                     ,"PPI Commodity data for Transportation equipment-Military aircraft, not seasonally adjusted",Index base: 2013.06 = 100,2013-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5,101.3,101.8,101.9,101.9,101.9,101.9
WPU14210401                   ,WPU14210401                   ,"PPI Commodity data for Transportation equipment-Military aircraft, not seasonally adjusted",Index base: 2013.06 = 100,2013-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5,101.3,101.8,101.9,101.9,101.9,101.9
WPU1423                       ,WPU1423                       ,"PPI Commodity data for Transportation equipment-Aircraft engine and engine parts, not seasonally adjusted",Index base: 1985.12 = 100,1985-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.7,99.7,103.2,106.7,113.5,119.2,125.0,127.7,130.7,132.8,134.7,135.7,137.1,138.5,141.0,145.1,145.7,153.8,163.0,165.9,172.4,178.9,185.9,193.1,197.4,204.0,211.5,215.7,220.2,221.2,224.1,224.3,226.7,229.7,231.8
WPU142301                     ,WPU142301                     ,"PPI Commodity data for Transportation equipment-Aircraft engine and engine parts, not seasonally adjusted",Index base: 1985.12 = 100,1985-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.7,99.7,103.2,106.7,113.5,119.2,125.0,127.7,130.7,132.8,134.7,135.7,137.1,138.5,141.0,145.1,145.7,153.8,163.0,165.9,172.4,178.9,185.9,193.1,197.4,204.0,211.5,215.7,220.2,221.2,224.1,224.3,226.7,229.7,231.8
WPU14230101                   ,WPU14230101                   ,"PPI Commodity data for Transportation equipment-Aircraft engine and engine parts, not seasonally adjusted",Index base: 1985.12 = 100,1991-M07,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,127.7,130.7,132.8,134.7,135.7,137.1,138.5,141.0,145.1,145.7,153.8,163.0,165.9,172.4,178.9,185.9,193.1,197.4,204.0,211.5,215.7,220.2,221.2,224.1,224.3,226.7,229.7,231.8
WPU142301011                  ,WPU142301011                  ,"PPI Commodity data for Transportation equipment-Military aircraft engines, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2017-M09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.3,104.6,105.8,107.1,108.6,,,,
WPU142301013                  ,WPU142301013                  ,"PPI Commodity data for Transportation equipment-Civilian aircraft engines, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2020-M05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.4,104.2,106.7,107.3,108.9,109.2,109.3,110.5,
WPU142301015                  ,WPU142301015                  ,"PPI Commodity data for Transportation equipment-Aeronautical services on aircraft engines, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.8,105.7,107.6,109.8,111.5,112.8,115.5,117.6,119.7
WPU142301017                  ,WPU142301017                  ,"PPI Commodity data for Transportation equipment-Aircraft engine parts and accessories, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.8,104.9,107.1,107.0,108.1,107.7,109.0,110.6,111.7
WPU1423010175                 ,WPU1423010175                 ,"PPI Commodity data for Transportation equipment-Parts and accessories for military aircraft engines, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.9,105.3,106.4,109.6,111.4,111.7,114.1,117.2,118.2
WPU1423010177                 ,WPU1423010177                 ,"PPI Commodity data for Transportation equipment-Parts and accessories for civilian aircraft engines, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.4,104.9,107.3,106.4,107.4,106.8,107.9,109.2,110.3
WPU1425                       ,WPU1425                       ,"PPI Commodity data for Transportation equipment-Other aircraft parts and equipment, not seasonally adjusted",Index base: 1985.06 = 100,1985-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.4,105.8,110.3,114.5,117.7,121.8,128.0,131.2,134.0,135.7,139.3,141.3,142.9,143.7,145.7,149.2,151.1,150.6,152.0,155.3,157.0,158.2,164.6,167.6,167.7,170.6,172.6,177.3,181.2,183.3,184.7,185.0,186.4,188.5,191.8
WPU142501                     ,WPU142501                     ,"PPI Commodity data for Transportation equipment-Other aircraft parts and equipment, not seasonally adjusted",Index base: 1985.06 = 100,1985-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.4,105.8,110.3,114.5,117.7,121.8,128.0,131.2,134.0,135.7,139.3,141.3,142.9,143.7,145.7,149.2,151.1,150.6,152.0,155.3,157.0,158.2,164.6,167.6,167.7,170.6,172.6,177.3,181.2,183.3,184.7,185.0,186.4,188.5,191.8
WPU14250102                   ,WPU14250102                   ,"PPI Commodity data for Transportation equipment-Aircraft propellers and helicopter rotors, not seasonally adjusted",Index base: 2008.06 = 100,2008-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.7,126.3,132.8,135.7,138.5,138.5,142.8,143.4,149.3
WPU14250103                   ,WPU14250103                   ,"PPI Commodity data for Transportation equipment-Aircraft parts and auxiliary equipment, not seasonally adjusted",Index base: 2008.06 = 100,2008-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.7,107.5,109.4,110.5,111.2,111.4,112.1,113.5,115.4
WPU142501031                  ,WPU142501031                  ,"PPI Commodity data for Transportation equipment-Aircraft mechanical power transmission equipment for civilian and military aircraft, not seasonally adjusted",Index base: 2008.06 = 100,2008-M06,2015-M05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.4,106.6,107.5,,,,,,
WPU142501032                  ,WPU142501032                  ,"PPI Commodity data for Transportation equipment-Aircraft landing gear for civilian and military aircraft, not seasonally adjusted",Index base: 2008.06 = 100,2008-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.1,121.2,129.2,135.1,139.3,141.2,148.5,149.1,155.1
WPU142501033                  ,WPU142501033                  ,"PPI Commodity data for Transportation equipment-Other aircraft subassemblies and parts for military aircraft, not seasonally adjusted",Index base: 2008.06 = 100,2008-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.5,112.2,114.9,115.2,116.7,116.9,116.5,117.4,120.8
WPU142501034                  ,WPU142501034                  ,"PPI Commodity data for Transportation equipment-Other aircraft subassemblies and parts for civilian aircraft, not seasonally adjusted",Index base: 2008.06 = 100,2008-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.6,102.6,103.7,104.4,104.0,104.3,104.2,104.6,105.7
WPU143                        ,WPU143                        ,"PPI Commodity data for Transportation equipment-Ships and boats, not seasonally adjusted",Index base: 1982 = 100,1981-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,103.0,107.3,110.3,113.4,114.1,115.1,120.1,125.4,130.3,137.4,143.3,145.4,147.8,154.1,159.4,161.9,163.1,165.9,169.4,171.6,179.1,189.0,195.6,202.7,211.4,219.2,228.2,233.1,238.3,241.2,244.1,248.4,252.0,253.7,256.7,259.9,265.8,270.6
WPU1431                       ,WPU1431                       ,"PPI Commodity data for Transportation equipment-Ships, not seasonally adjusted",Index base: 1985.12 = 100,1985-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5,100.7,101.0,105.4,110.1,114.6,122.1,129.1,131.1,132.8,138.7,143.7,145.7,145.8,146.9,148.9,150.6,159.4,171.4,176.6,183.2,192.1,199.4,210.0,215.1,220.2,220.5,220.7,223.5,225.2,224.0,223.8,224.2,227.7,230.6
WPU143102                     ,WPU143102                     ,"PPI Commodity data for Transportation equipment-Military self-propelled ships, new construction, not seasonally adjusted",Index base: 1996.06 = 100,1996-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.1,105.3,,,,,,,126.6,128.9,134.6,138.2,141.9,143.7,145.3,145.4,145.4,145.3,145.6,144.7,144.9,145.7,146.3,147.5
