index,Index,Label,unit,start,last,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
WPU10121194                   ,WPU10121194                   ,"PPI Commodity data for Metals and metal products-Cut plate and structural scrap, not seasonally adjusted",Index base: 1996.06 = 100,1996-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,88.9,75.7,78.6,69.5,78.3,98.7,169.8,161.0,176.7,196.5,282.2,165.7,267.1,325.7,290.5,274.5,280.6,184.3,169.9,219.6,264.5,213.2,201.1
WPU10121195                   ,WPU10121195                   ,"PPI Commodity data for Metals and metal products-Other carbon steel scrap, not seasonally adjusted",Index base: 1996.06 = 100,1996-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.3,78.9,63.4,75.1,62.4,76.6,93.5,173.5,138.9,159.9,200.4,276.2,159.4,276.9,320.8,263.3,250.9,274.8,165.3,152.2,213.0,247.1,165.2,184.8
WPU101212                     ,WPU101212                     ,"PPI Commodity data for Metals and metal products-Stainless and other alloy steel scrap, not seasonally adjusted",Index base: 1986.12 = 100,1986-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.0,201.5,205.4,163.8,153.1,137.4,131.5,148.3,180.4,,,,,,,,,,,,505.3,402.8,450.4,676.1,697.8,583.9,491.8,517.8,378.7,328.9,395.8,416.2,360.0,358.7
WPU10121208                   ,WPU10121208                   ,"PPI Commodity data for Metals and metal products-Stainless and other alloy steel scrap, not seasonally adjusted",Index base: 1996.06 = 100,2004-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.2,154.9,219.3,327.4,261.0,291.8,438.0,452.1,378.3,318.6,335.5,245.4,213.1,256.4,269.7,233.2,232.4
WPU101213                     ,WPU101213                     ,"PPI Commodity data for Metals and metal products-Cast iron scrap, not seasonally adjusted",Index base: 1986.12 = 100,1986-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.3,130.3,133.8,125.6,113.8,105.7,110.6,129.4,144.7,,,,,,,,,,,,215.4,292.6,218.0,274.0,309.2,284.7,273.3,294.3,227.3,218.4,250.3,284.8,217.4,204.7
WPU10121308                   ,WPU10121308                   ,"PPI Commodity data for Metals and metal products-Cast iron scrap, not seasonally adjusted",Index base: 1996.06 = 100,2004-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.3,146.6,148.4,167.7,227.8,169.7,213.3,240.7,221.6,212.8,229.1,176.9,170.0,194.9,221.7,169.2,159.4
WPU101215                     ,WPU101215                     ,"PPI Commodity data for Metals and metal products-Other ferrous scrap, not seasonally adjusted",Index base: 2006.06 = 100,2006-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.9,163.4,79.2,127.6,153.6,140.0,122.7,128.0,77.1,76.2,105.2,121.6,82.8,88.8
WPU10121501                   ,WPU10121501                   ,"PPI Commodity data for Metals and metal products-Other ferrous scrap, not seasonally adjusted",Index base: 2006.06 = 100,2006-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.9,163.4,79.2,127.6,153.6,140.0,122.7,128.0,77.1,76.2,105.2,121.6,82.8,88.8
WPU1015                       ,WPU1015                       ,"PPI Commodity data for Metals and metal products-Foundry and forge shop products, not seasonally adjusted",Index base: 1982 = 100,1947-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,14.3,16.5,17.2,17.5,19.1,19.2,20.2,20.7,21.2,23.3,25.1,25.9,26.4,26.6,26.7,26.7,26.7,27.0,27.4,27.9,28.9,29.7,30.7,32.4,34.6,36.0,38.1,46.7,56.2,63.3,66.7,72.2,80.2,89.7,95.4,100.0,101.6,104.4,105.2,105.2,105.7,109.6,114.6,117.2,119.0,120.1,121.3,123.9,129.3,132.6,134.1,135.0,135.1,136.5,136.9,136.8,137.4,144.0,156.2,163.0,170.7,189.6,185.2,191.2,201.7,207.9,208.7,210.4,209.2,207.0,206.4,210.3,211.9,214.0
WPU101502                     ,WPU101502                     ,"PPI Commodity data for Metals and metal products-Pressure and soil pipe & fittings, cast iron, not seasonally adjusted",Index base: 1982 = 100,1980-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.4,100.0,101.1,112.3,118.8,126.9,127.4,132.9,137.6,137.0,139.3,138.2,141.4,150.3,156.7,162.0,169.8,168.6,171.0,179.0,186.7,187.9,190.2,209.5,240.8,259.1,273.5,333.4,335.0,348.4,373.5,394.0,389.9,390.6,392.9,396.4,384.4,398.5,403.5,410.8
WPU1015021                    ,WPU1015021                    ,"PPI Commodity data for Metals and metal products-Pressure pipe & fittings, cast iron, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.4,100.5,100.1,100.2,101.2,98.7,,101.7,103.5
WPU10150211                   ,WPU10150211                   ,"PPI Commodity data for Metals and metal products-Pressure pipe & fittings, ductile iron, not seasonally adjusted",Index base: 1982 = 100,1981-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8,100.0,99.2,102.8,104.6,104.9,105.7,109.6,109.6,109.5,109.5,110.3,113.3,120.0,125.0,128.0,133.6,132.7,132.7,140.2,146.9,146.9,147.4,161.7,185.8,200.3,211.2,266.8,268.9,282.1,298.9,311.2,304.9,303.4,303.7,306.6,298.4,,307.4,313.3
WPU10150215                   ,WPU10150215                   ,"PPI Commodity data for Metals and metal products-Pressure pipe & fittings, gray iron, not seasonally adjusted",Index base: 2012.06 = 100,2012-M06,2018-M12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.2,109.5,113.9,115.5,121.5,,,
WPU10150227                   ,WPU10150227                   ,"PPI Commodity data for Metals and metal products-Soil pipe & fittings, cast iron, not seasonally adjusted",Index base: 1982 = 100,1980-M12,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.2,,101.1,126.2,137.1,155.8,156.9,164.7,181.4,172.2,178.6,164.9,163.6,178.1,186.3,200.3,215.5,,,,,,,,341.7,366.3,391.3,401.3,399.2,392.8,447.1,507.6,532.0,552.9,571.1,573.6,537.7,567.0,621.0,632.0
WPU101504                     ,WPU101504                     ,"PPI Commodity data for Metals and metal products-Other gray and ductile iron castings, not seasonally adjusted",Index base: 1982 = 100,1980-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.1,100.0,99.9,101.0,103.3,103.7,103.4,106.0,108.8,111.6,113.4,115.7,117.8,121.1,126.5,130.4,130.7,132.3,133.1,133.7,133.3,133.9,134.6,141.6,153.0,158.1,163.1,187.0,177.1,188.1,201.0,208.3,210.0,211.7,209.2,205.8,207.6,211.8,216.6,218.1
WPU10150413                   ,WPU10150413                   ,"PPI Commodity data for Metals and metal products-Ductile iron castings (excluding pressure pipe & fittings), not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.6,113.0,116.7,120.4,138.1,130.8,138.9,148.4,154.5,157.5,158.7,155.5,153.4,152.9,154.1,,158.1
WPU101504131                  ,WPU101504131                  ,"PPI Commodity data for Metals and metal products-Ductile iron castings for automotive uses, not seasonally adjusted",Index base: 2012.06 = 100,2012-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.5,102.0,99.6,,,,,96.0
WPU101504132                  ,WPU101504132                  ,"PPI Commodity data for Metals and metal products-Ductile iron castings for all other uses, not seasonally adjusted",Index base: 2012.06 = 100,2012-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.1,103.5,102.1,100.9,103.1,106.3,110.2,111.6
WPU10150419                   ,WPU10150419                   ,"PPI Commodity data for Metals and metal products-Gray iron castings (excluding soil & pressure pipe & fittings), not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3,102.4,103.5,103.1,102.5,104.9,107.7,110.0,110.5
WPU101505                     ,WPU101505                     ,"PPI Commodity data for Metals and metal products-Standard and pearlitic malleable iron castings, not seasonally adjusted",Index base: 1982 = 100,1981-M06,2021-M08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,102.4,105.1,106.0,102.3,103.4,105.9,105.4,107.8,111.5,113.5,116.2,121.3,127.7,132.0,133.2,135.7,136.9,141.7,145.2,149.3,151.4,160.9,175.4,200.5,207.3,239.0,217.3,232.4,250.8,254.6,255.7,265.5,275.0,279.3,281.3,283.1,278.6,
WPU10150501                   ,WPU10150501                   ,"PPI Commodity data for Metals and metal products-Standard and pearlitic malleable iron castings, not seasonally adjusted",Index base: 1982 = 100,1981-M06,2021-M08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,102.4,105.1,106.0,102.3,103.4,105.9,105.4,107.8,111.5,113.5,116.2,121.3,127.7,132.0,133.2,135.7,136.9,141.7,145.2,149.3,151.4,160.9,175.4,200.5,207.3,239.0,217.3,232.4,250.8,254.6,255.7,265.5,275.0,279.3,281.3,283.1,278.6,
WPU101506                     ,WPU101506                     ,"PPI Commodity data for Metals and metal products-Steel investment castings, not seasonally adjusted",Index base: 1982 = 100,1981-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,104.1,106.0,109.6,112.0,124.1,134.7,141.2,152.0,158.1,162.5,162.1,160.5,169.0,174.7,177.4,177.1,176.7,178.1,179.3,180.2,177.4,175.7,181.5,191.6,208.4,208.7,209.9,208.7,214.1,216.1,216.9,218.3,218.4,217.7,219.8,228.6,231.2,250.4
WPU10150624                   ,WPU10150624                   ,"PPI Commodity data for Metals and metal products-Steel investment castings, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3,103.6,109.3,119.0,119.1,119.8,119.1,122.2,123.3,123.8,124.6,124.7,124.3,125.5,130.5,132.0,142.9
WPU101507                     ,WPU101507                     ,"PPI Commodity data for Metals and metal products-Carbon steel castings, except investment, not seasonally adjusted",Index base: 1982 = 100,1981-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.3,103.4,103.2,102.9,103.2,105.0,109.8,112.9,117.1,118.4,124.8,130.2,136.8,140.2,139.4,138.9,139.9,140.3,138.5,138.9,144.4,160.5,183.0,193.8,197.0,212.6,216.0,218.1,223.8,233.9,239.1,239.3,240.6,241.7,243.2,248.7,258.6,260.1
WPU10150701                   ,WPU10150701                   ,"PPI Commodity data for Metals and metal products-Carbon steel castings, except investment, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.6,123.9,131.2,133.3,143.9,146.2,147.6,151.5,158.3,161.8,162.0,162.9,163.6,164.6,168.3,175.0,176.1
WPU101508                     ,WPU101508                     ,"PPI Commodity data for Metals and metal products-High alloy steel castings, excluding investment, not seasonally adjusted",Index base: 1982 = 100,1981-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,101.1,101.6,101.6,100.7,100.7,116.8,125.8,125.4,120.4,122.4,120.6,122.6,127.7,136.4,140.1,138.9,135.7,134.3,135.0,135.2,136.0,139.7,148.2,168.0,197.4,194.0,181.8,193.0,199.1,210.7,213.3,216.2,212.3,211.4,217.7,228.4,233.3,234.5
WPU10150801                   ,WPU10150801                   ,"PPI Commodity data for Metals and metal products-High alloy steel castings, excluding investment, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.6,108.9,123.4,145.0,142.5,133.5,141.8,146.2,154.8,156.7,158.8,156.0,155.3,159.9,167.8,171.4,172.3
WPU101509                     ,WPU101509                     ,"PPI Commodity data for Metals and metal products-Other alloy steel castings, except investment, not seasonally adjusted",Index base: 1982 = 100,1981-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.8,102.2,103.5,103.5,102.8,107.3,114.1,118.1,121.7,123.9,126.1,128.1,132.1,136.0,138.4,140.3,141.6,140.8,142.3,139.9,139.6,145.1,160.2,166.1,181.3,198.3,190.3,195.3,202.3,210.0,214.9,216.4,215.2,209.5,205.8,205.0,209.4,218.1
WPU10150901                   ,WPU10150901                   ,"PPI Commodity data for Metals and metal products-Other alloy steel castings, except investment, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.9,114.8,119.0,129.9,142.1,136.3,139.9,144.9,150.4,153.9,155.0,154.2,150.1,147.4,146.9,150.0,156.2
WPU101513                     ,WPU101513                     ,"PPI Commodity data for Metals and metal products-Other forge shop products, not seasonally adjusted",Index base: 1982.06 = 100,1982-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.7,99.9,99.8,98.2,99.2,103.4,112.4,113.9,114.4,114.2,114.3,115.7,118.6,119.7,120.8,123.3,122.3,121.9,120.4,118.9,118.6,123.0,134.2,136.8,142.4,151.9,152.9,151.4,158.1,160.2,159.6,161.5,160.0,157.3,156.2,156.2,153.8,150.7
WPU10151318                   ,WPU10151318                   ,"PPI Commodity data for Metals and metal products-Open die and smith forgings (hammer and press), ferrous, not seasonally adjusted",Index base: 2009.06 = 100,2009-M06,2016-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.3,109.3,109.4,109.4,107.9,107.0,,,,,
WPU10151329                   ,WPU10151329                   ,"PPI Commodity data for Metals and metal products-Seamless rolled ring forgings, ferrous, not seasonally adjusted",Index base: 1982.06 = 100,1984-M01,2020-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.7,104.3,99.2,105.1,116.6,132.1,133.2,133.7,128.7,122.9,125.0,128.2,135.3,134.1,135.8,134.4,133.3,129.2,126.5,123.3,134.1,147.8,,200.7,,,176.0,185.6,185.2,163.5,176.0,,,,,,
WPU10151359                   ,WPU10151359                   ,"PPI Commodity data for Metals and metal products-Closed die forgings, ferrous, not seasonally adjusted",Index base: 1998.06 = 100,1998-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.7,98.4,97.4,96.4,96.4,99.1,107.9,109.8,108.8,115.0,120.5,118.2,123.1,125.3,126.2,127.6,126.3,122.3,121.8,122.9,118.9,115.4
WPU1015135912                 ,WPU1015135912                 ,"PPI Commodity data for Metals and metal products-Hot impression die impact, press and upset steel forgings, not seasonally adjusted",Index base: 2017.12 = 100,2017-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3,96.9,93.9
WPU10151359121                ,WPU10151359121                ,"PPI Commodity data for Metals and metal products-Hot impression die impact, press, and upset carbon steel forgings, not seasonally adjusted",Index base: 2017.12 = 100,2017-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,94.8,91.0
WPU10151359122                ,WPU10151359122                ,"PPI Commodity data for Metals and metal products-Hot impression die impact, press, & upset alloy steel forgings, except stainless and high temp, not seasonally adjusted",Index base: 2017.12 = 100,2017-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.8,98.2,95.5
WPU1017                       ,WPU1017                       ,"PPI Commodity data for Metals and metal products-Steel mill products, not seasonally adjusted",Index base: 1982 = 100,1939-M01,2021-M11,,,,,,,,,,,,,,9.9,9.9,10.0,10.0,10.0,10.0,10.2,11.1,13.0,14.9,16.1,17.0,18.3,18.7,20.2,21.1,22.1,24.0,26.3,27.2,27.6,27.6,27.5,27.4,27.6,27.8,27.9,28.3,28.6,29.3,30.7,32.7,35.2,37.3,38.4,48.6,56.4,60.0,65.8,72.8,80.2,86.6,96.6,100.0,100.9,104.7,104.7,99.8,102.3,110.7,114.5,112.1,109.5,106.4,108.2,113.4,120.1,115.6,116.4,113.8,105.3,108.4,101.3,104.8,109.5,147.2,159.7,174.1,182.9,220.6,165.2,191.7,216.2,208.0,195.0,200.2,177.1,167.8,187.4,211.1,204.0,184.4
WPU101702                     ,WPU101702                     ,"PPI Commodity data for Metals and metal products-Semifinished steel mill products, not seasonally adjusted",Index base: 1982.06 = 100,1982-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,100.3,100.2,99.0,100.0,109.0,113.1,107.3,104.9,104.1,104.8,110.8,117.4,112.1,114.4,111.0,99.5,103.5,100.8,102.2,105.1,175.7,198.4,226.4,246.4,303.8,223.9,237.5,263.4,260.3,253.1,254.7,229.6,220.0,234.4,255.4,255.8,235.4
WPU10170202                   ,WPU10170202                   ,"PPI Commodity data for Metals and metal products-Wire rod, carbon, not seasonally adjusted",Index base: 2010.12 = 100,2010-M12,2017-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.5,105.5,,,,,,,,
