index,Index,Label,unit,start,last,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
WPU062103                     ,WPU062103                     ,"PPI Commodity data for Chemicals and allied products-Special purpose coatings, incl. marine, industrial & construction coatings, not seasonally adjusted",Index base: 1983.06 = 100,1983-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.4,103.3,105.3,106.8,110.1,117.3,124.9,132.4,135.6,137.4,141.1,148.5,158.6,173.8,181.6,189.3,198.6,206.9,217.6,224.0,232.5,244.4,261.7,275.7,288.2,295.9,301.8,317.6,332.3,344.5,351.5,352.2,349.1,355.7,371.1,389.1,401.0
WPU06210301                   ,WPU06210301                   ,"PPI Commodity data for Chemicals and allied products-Special purpose coatings, incl. marine, industrial & construction coatings, not seasonally adjusted",Index base: 1983.06 = 100,1983-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.4,103.3,105.3,106.8,110.1,117.3,124.9,132.4,135.6,137.4,141.1,148.5,158.6,173.8,181.6,189.3,198.6,206.9,217.6,224.0,232.5,244.4,261.7,275.7,288.2,295.9,301.8,317.6,332.3,344.5,351.5,352.2,349.1,355.7,371.1,389.1,401.0
WPU062103011                  ,WPU062103011                  ,"PPI Commodity data for Chemicals and allied products-Automotive, other transportation and machinery refinish paints and enamels, including primers, not seasonally adjusted",Index base: 2012.12 = 100,2012-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.6,106.2,108.0,108.8,111.5,,,
WPU062103012                  ,WPU062103012                  ,"PPI Commodity data for Chemicals and allied products-Special purpose coatings, including all marine coatings and traffic marking paints, not seasonally adjusted",Index base: 2012.12 = 100,2012-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.4,101.7,99.9,96.6,97.6,,,
WPU0622                       ,WPU0622                       ,"PPI Commodity data for Chemicals and allied products-Paint materials, not seasonally adjusted",Index base: 1982 = 100,1926-M13,2021-M11,18.8,17.5,16.6,17.4,15.8,13.2,11.5,12.7,13.9,14.0,14.1,15.5,13.2,13.8,14.6,16.5,19.4,20.2,21.3,22.0,25.6,35.6,36.3,34.3,32.2,38.5,35.5,34.0,34.1,34.3,35.3,35.6,36.7,36.1,36.7,36.0,34.5,32.9,32.9,32.4,32.5,32.8,33.3,33.5,33.3,33.3,34.2,37.2,50.0,58.2,62.3,67.6,69.8,79.2,89.9,98.5,100.0,100.4,108.2,109.5,104.4,107.3,115.7,129.1,136.3,135.8,131.1,131.5,132.1,139.4,141.3,141.5,143.8,144.1,148.5,149.8,165.9,172.9,179.7,190.4,198.6,211.3,224.9,218.7,223.6,261.1,295.0,272.0,257.6,244.0,232.3,240.3,256.0,260.9,266.7
WPU062202                     ,WPU062202                     ,"PPI Commodity data for Chemicals and allied products-Paint colors, not seasonally adjusted",Index base: 1982 = 100,1976-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.1,67.0,75.9,84.7,95.3,100.0,100.4,106.8,107.5,111.6,118.2,126.5,137.5,144.0,144.3,144.0,143.1,143.3,152.2,154.9,153.1,157.8,159.2,159.9,156.2,146.3,146.2,152.7,162.3,168.7,178.9,190.3,180.1,183.6,219.3,251.4,228.7,215.3,202.4,189.8,196.6,211.0,214.8,219.5
WPU0622020N1                  ,WPU0622020N1                  ,"PPI Commodity data for Chemicals and allied products-Titanium pigments, not seasonally adjusted",Index base: 1982 = 100,1947-M01,2019-M02,,,,,,,,,,,,,,,,,,,,,,23.3,25.4,27.9,28.1,30.0,28.1,30.7,32.2,32.2,32.2,33.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,37.7,37.8,36.3,34.7,35.1,36.5,42.9,55.6,62.4,65.0,66.5,74.1,83.2,94.8,100.0,100.3,103.2,107.4,114.7,119.8,127.5,145.9,152.3,147.8,142.7,140.4,138.7,146.2,148.2,146.9,157.6,162.9,164.7,160.9,146.1,146.7,149.5,164.3,169.2,163.3,168.6,163.2,174.4,234.4,287.4,250.1,227.3,200.8,179.1,191.6,212.3,,
WPU0622020N9                  ,WPU0622020N9                  ,"PPI Commodity data for Chemicals and allied products-Chrome colors and other inorganic pigments, not seasonally adjusted",Index base: 1983.06 = 100,1983-M06,2021-M09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.7,103.7,105.6,111.3,118.9,123.1,128.7,129.2,136.1,129.1,130.9,141.5,144.6,144.0,139.5,135.6,136.3,136.8,132.9,131.9,161.7,168.4,188.7,251.4,268.2,244.2,238.5,251.3,269.1,263.2,253.2,255.8,255.7,253.0,258.1,268.1,275.6
WPU06220298                   ,WPU06220298                   ,"PPI Commodity data for Chemicals and allied products-Synthetic organic pigments, not seasonally adjusted",Index base: 1987.06 = 100,1987-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.6,116.1,119.9,123.4,124.0,127.4,128.8,138.3,141.7,137.9,137.3,135.4,133.8,129.4,122.2,121.4,120.4,121.4,120.8,123.6,139.4,132.6,130.4,141.4,146.6,141.7,142.7,146.5,144.1,144.2,150.1,151.7,150.4
WPU062204                     ,WPU062204                     ,"PPI Commodity data for Chemicals and allied products-Kaolin and ball clay, not seasonally adjusted",Index base: 1982 = 100,1976-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.2,75.8,86.3,92.6,98.5,100.0,95.8,99.7,102.7,103.9,103.6,107.1,111.0,112.2,113.2,112.9,113.1,113.3,115.7,117.1,117.8,116.4,113.7,113.6,120.1,119.4,121.6,123.6,127.1,135.3,147.2,157.1,177.1,183.9,190.7,196.3,201.2,200.1,199.0,209.6,214.5,218.1,223.4,229.7
WPU06220407                   ,WPU06220407                   ,"PPI Commodity data for Chemicals and allied products-Kaolin and ball clay, not seasonally adjusted",Index base: 1982 = 100,1976-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.8,74.2,83.2,90.0,91.7,100.0,,,118.3,119.6,119.1,123.5,128.2,129.0,129.8,129.4,129.6,129.9,132.6,134.3,135.0,133.4,130.3,130.3,137.7,136.8,139.5,141.7,145.8,155.1,168.8,180.2,203.1,210.8,218.6,225.0,230.7,229.4,228.2,240.2,245.9,250.1,256.2,263.3
WPU0623                       ,WPU0623                       ,"PPI Commodity data for Chemicals and allied products-Allied and miscellaneous paint products, not seasonally adjusted",Index base: 1983.06 = 100,1983-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.4,104.8,105.6,107.1,112.9,121.3,126.4,130.9,132.0,133.0,136.9,146.0,149.2,153.1,156.6,159.2,163.6,168.7,171.0,175.7,190.1,202.6,224.2,238.0,252.7,264.4,270.6,303.3,320.3,322.4,322.1,316.5,307.9,313.9,324.9,327.1,329.5
WPU062301                     ,WPU062301                     ,"PPI Commodity data for Chemicals and allied products-Allied and miscellaneous paint products, not seasonally adjusted",Index base: 1983.06 = 100,1983-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.4,104.8,105.6,107.1,112.9,121.3,126.4,130.9,132.0,133.0,136.9,146.0,149.2,153.1,156.6,159.2,163.6,168.7,171.0,175.7,190.1,202.6,224.2,238.0,252.7,264.4,270.6,303.3,320.3,322.4,322.1,316.5,307.9,313.9,324.9,327.1,329.5
WPU06230104                   ,WPU06230104                   ,"PPI Commodity data for Chemicals and allied products-Allied and miscellaneous paint products, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.6,114.7,126.9,134.7,143.0,149.7,153.2,171.7,181.3,182.5,182.4,179.2,174.3,177.7,183.9,185.2,186.5
WPU063                        ,WPU063                        ,"PPI Commodity data for Chemicals and allied products-Drugs and pharmaceuticals, not seasonally adjusted",Index base: 1982 = 100,1947-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,57.0,54.7,50.7,50.1,51.8,50.1,50.3,50.8,50.3,49.9,50.6,50.9,50.5,50.7,49.8,48.6,48.2,48.1,47.8,47.8,47.6,47.3,47.6,48.2,48.8,49.0,49.6,53.6,60.3,63.8,66.9,70.5,75.9,83.0,92.1,100.0,107.6,114.2,122.0,130.1,139.1,148.4,160.0,170.8,182.6,192.2,200.9,206.0,210.9,214.7,219.1,242.6,251.5,257.4,261.8,265.8,274.7,284.5,298.2,312.1,323.2,343.2,364.5,383.4,398.2,417.6,440.1,466.8,498.9,534.9,561.5,586.0,605.5,617.2
WPU0631                       ,WPU0631                       ,"PPI Commodity data for Chemicals and allied products-Medicinal and botanical chemicals, drugs, and other products, not seasonally adjusted",Index base: 1982 = 100,1947-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,135.9,117.7,84.1,79.0,83.2,71.3,66.2,63.7,59.6,55.9,55.6,55.0,53.4,53.9,51.9,48.1,46.0,44.7,44.4,44.2,44.1,43.7,43.1,44.4,45.6,45.6,46.1,57.0,70.8,73.0,76.5,80.7,84.9,91.0,99.1,100.0,100.6,94.8,91.8,89.2,89.4,93.5,100.3,102.2,109.0,111.3,120.7,125.4,128.3,128.6,133.4,135.0,142.2,146.2,141.2,132.6,135.3,135.0,136.0,138.1,141.2,153.8,169.1,175.2,175.7,178.0,176.0,176.8,177.1,176.0,174.6,181.1,181.3,181.4
WPU063102                     ,WPU063102                     ,"PPI Commodity data for Chemicals and allied products-Medicinal and botanical chemicals, drugs, and other products, not seasonally adjusted",Index base: 1982.06 = 100,1982-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.6,94.8,91.9,,,,,,,111.3,120.7,125.4,128.3,128.6,133.4,135.1,142.3,146.3,141.3,132.6,135.3,135.1,136.0,138.1,141.3,153.9,169.2,175.2,175.8,178.0,176.0,176.9,177.2,176.0,174.7,181.2,181.4,181.4
WPU06310203                   ,WPU06310203                   ,"PPI Commodity data for Chemicals and allied products-Synthetic organic medicinal chemicals, medicinal & botanical drugs, & other products, not seasonally adjusted",Index base: 1982.06 = 100,1982-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.6,94.8,91.9,,,,,,,111.3,120.7,125.4,128.3,128.6,133.4,135.1,142.3,146.3,141.3,132.6,135.3,135.1,136.0,138.1,141.3,153.9,169.2,175.2,175.8,178.0,176.0,176.9,177.2,176.0,174.7,181.2,181.4,181.4
WPU0634                       ,WPU0634                       ,"PPI Commodity data for Chemicals and allied products-Veterinary pharmaceutical preparations, not seasonally adjusted",Index base: 1982 = 100,1981-M06,2021-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.1,99.4,97.5,98.0,99.6,,,,,133.0,139.4,,,,,,133.5,132.9,131.4,132.6,126.6,126.5,130.8,135.2,142.2,150.6,154.6,156.6,162.7,163.0,161.4,168.7,178.9,182.4,183.0,183.3,185.5,190.2
WPU063403                     ,WPU063403                     ,"PPI Commodity data for Chemicals and allied products-Pharmaceuticals for veterinary use, not seasonally adjusted",Index base: 1987.12 = 100,1987-M12,2021-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.5,117.7,131.5,126.2,132.1,138.5,,,,,,132.6,132.0,130.5,131.7,125.7,125.7,129.9,134.3,141.3,149.6,153.6,155.5,161.7,161.9,160.3,167.6,177.7,181.2,181.8,182.1,184.3,188.9
WPU06340302                   ,WPU06340302                   ,"PPI Commodity data for Chemicals and allied products-Pharmaceuticals for veterinary use, not seasonally adjusted",Index base: 2001.06 = 100,2001-M08,2021-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5,95.9,95.9,99.1,102.4,107.8,114.1,117.2,118.6,123.3,123.5,122.3,127.8,135.5,138.2,138.6,138.9,140.5,144.1
WPU06340302RX                 ,WPU06340302RX                 ,"PPI Commodity data for Chemicals and allied products-Pharmaceuticals for veterinary use, prescription, not seasonally adjusted",Index base: 2009.12 = 100,2009-M12,2016-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,105.5,106.8,110.4,115.7,122.3,,,,,
WPU0637                       ,WPU0637                       ,"PPI Commodity data for Chemicals and allied products-Biological products, including diagnostics, not seasonally adjusted",Index base: 1982 = 100,1980-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.4,100.0,103.8,110.7,118.5,122.6,129.6,132.7,136.4,141.3,145.5,149.8,152.3,151.2,154.1,155.1,154.8,160.3,169.1,172.2,176.9,179.8,179.3,183.8,195.1,201.6,204.4,210.6,218.6,223.7,231.4,236.8,245.5,252.5,256.4,263.7,262.6,265.9,275.6,281.1
WPU063717                     ,WPU063717                     ,"PPI Commodity data for Chemicals and allied products-Biological products, excluding diagnostic, for veterinary, industrial, and all other misc. uses, not seasonally adjusted",Index base: 2004.12 = 100,2004-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,104.3,109.8,116.4,119.7,122.0,116.1,116.4,119.6,121.0,121.9,129.4,130.9,135.3,143.8,145.4
WPU06371702                   ,WPU06371702                   ,"PPI Commodity data for Chemicals and allied products-Biological veterinary vaccines, bacterins, toxoids, other antigens, and other biologics, not seasonally adjusted",Index base: 2009.06 = 100,2009-M06,2016-M07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,93.5,94.5,,,,,,,
WPU063718                     ,WPU063718                     ,"PPI Commodity data for Chemicals and allied products-Diagnostics, not seasonally adjusted",Index base: 2009.06 = 100,2009-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8,105.1,108.1,115.3,119.9,118.3,119.2,120.0,120.4,121.1,122.3
WPU06371801                   ,WPU06371801                   ,"PPI Commodity data for Chemicals and allied products-In-vitro diagnostic substances, not seasonally adjusted",Index base: 1982 = 100,1980-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.6,110.2,110.6,111.1,115.2,117.9,119.1,125.8,129.3,131.8,133.2,132.2,134.1,134.5,133.1,137.8,141.3,145.4,146.7,150.1,152.5,154.4,159.0,162.7,160.5,164.4,169.1,170.4,177.4,183.0,199.0,210.0,201.8,200.8,202.0,202.7,203.6,203.6
WPU063719                     ,WPU063719                     ,"PPI Commodity data for Chemicals and allied products-Biological products, excluding diagnostic, for human use, not seasonally adjusted",Index base: 2009.06 = 100,2009-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.9,110.6,113.1,115.2,117.7,122.2,126.9,125.2,127.1,133.8,137.7
WPU0638                       ,WPU0638                       ,"PPI Commodity data for Chemicals and allied products-Pharmaceutical preparations, not seasonally adjusted",Index base: 2001.06 = 100,2001-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.7,107.3,112.0,117.9,124.2,129.3,137.7,146.3,155.1,161.8,171.5,182.6,196.0,212.8,231.5,246.5,259.2,268.4,273.9
WPU063801                     ,WPU063801                     ,"PPI Commodity data for Chemicals and allied products-Pharmaceuticals affecting neoplasms, the endocrine system, & metabolic diseases, not seasonally adjusted",Index base: 2001.06 = 100,2001-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.8,115.7,123.8,134.4,142.8,145.3,153.8,162.4,166.2,169.8,174.7,179.6,198.7,222.8,256.6,274.7,285.2,292.5,299.1
WPU06380102                   ,WPU06380102                   ,"PPI Commodity data for Chemicals and allied products-Cancer therapy products, not seasonally adjusted",Index base: 2009.12 = 100,2009-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.4,97.5,98.8,94.9,88.5,91.7,94.9,98.5,99.1,102.2,106.2
WPU06380103                   ,WPU06380103                   ,"PPI Commodity data for Chemicals and allied products-Insulin/antidiabetes products, not seasonally adjusted",Index base: 2009.12 = 100,2009-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.1,117.2,131.7,151.2,181.4,212.8,236.8,254.2,270.0,279.7,289.3
WPU06380104                   ,WPU06380104                   ,"PPI Commodity data for Chemicals and allied products-Other neoplasms, endocrine system, and metabolic diseases, not seasonally adjusted",Index base: 2009.12 = 100,2009-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.7,,,,,159.4,162.9,166.8,170.0
WPU06380105                   ,WPU06380105                   ,"PPI Commodity data for Chemicals and allied products-Hormones and oral contraceptives, not seasonally adjusted",Index base: 2009.12 = 100,2009-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.4,103.4,106.6,110.1,132.6,140.8,174.0,196.0,214.8,217.5,219.7
WPU063802                     ,WPU063802                     ,"PPI Commodity data for Chemicals and allied products-Pharmaceuticals acting on the central nervous system and the sense organs, not seasonally adjusted",Index base: 2001.06 = 100,2001-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.3,104.6,109.7,114.8,123.9,130.8,142.5,152.7,164.4,176.4,194.6,212.0,222.9,238.6,255.5,272.9,286.4,306.6,316.4
WPU06380202                   ,WPU06380202                   ,"PPI Commodity data for Chemicals and allied products-Analgesics, not seasonally adjusted",Index base: 2009.12 = 100,2009-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8,104.2,112.2,132.3,176.2,189.9,201.2,219.2,234.6,263.1,271.0
WPU06380202OC                 ,WPU06380202OC                 ,"PPI Commodity data for Chemicals and allied products-Analgesics, over-the-counter, not seasonally adjusted",Index base: 1981.06 = 100,1961-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.9,37.1,37.4,37.5,37.5,38.9,40.0,41.1,41.8,43.5,46.7,47.5,48.1,51.0,57.3,62.6,65.8,70.6,77.7,89.3,102.3,113.4,122.6,130.6,144.0,157.3,170.2,189.0,200.4,208.5,226.5,240.3,253.7,258.9,261.0,261.0,227.2,215.5,215.4,218.9,217.0,214.5,212.9,212.7,213.6,217.4,223.3,229.6,236.0,236.6,243.5,244.9,247.4,249.5,250.3,250.3,250.3,249.9,250.3,251.0
WPU06380202RX                 ,WPU06380202RX                 ,"PPI Commodity data for Chemicals and allied products-Analgesics, prescription, not seasonally adjusted",Index base: 1981.06 = 100,1961-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4,51.8,51.8,51.8,53.7,53.9,53.9,53.7,55.1,55.1,55.7,56.5,56.8,59.9,72.5,80.5,84.8,91.5,94.6,96.4,101.6,116.7,132.9,148.4,173.4,192.7,215.1,243.9,273.1,296.2,315.0,342.8,362.7,381.1,391.4,401.5,411.8,439.1,468.2,487.0,533.8,553.0,577.0,601.3,612.6,626.3,638.0,672.0,721.8,787.4,838.8,914.9,1093.6,1482.8,1603.9,1704.6,1865.2,2003.7,2260.2,2331.1
WPU06380203                   ,WPU06380203                   ,"PPI Commodity data for Chemicals and allied products-Psychotherapeutics, not seasonally adjusted",Index base: 2009.12 = 100,2009-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.1,112.9,132.7,144.1,141.0,149.6,158.3,164.1,176.1,179.7,177.3
WPU063802031                  ,WPU063802031                  ,"PPI Commodity data for Chemicals and allied products-Antidepressants, not seasonally adjusted",Index base: 2009.12 = 100,2009-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.4,110.2,130.5,154.9,162.9,162.8,163.2,,174.0,178.5,176.7
WPU063802032                  ,WPU063802032                  ,"PPI Commodity data for Chemicals and allied products-Other psychotherapeutics, including tranquilizers, not seasonally adjusted",Index base: 2009.12 = 100,2009-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.4,125.8,145.3,146.4,133.7,150.3,166.8,178.1,192.2,195.0,191.6
WPU06380204                   ,WPU06380204                   ,"PPI Commodity data for Chemicals and allied products-Anticonvulsants, not seasonally adjusted",Index base: 2009.12 = 100,2009-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.2,116.7,122.5,128.8,139.3,156.0,174.8,199.3,219.8,223.3,233.0
WPU06380205                   ,WPU06380205                   ,"PPI Commodity data for Chemicals and allied products-Other central nervous system and sense organs, not seasonally adjusted",Index base: 2009.12 = 100,2009-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,114.4,121.0,130.4,136.3,145.6,157.0,168.8,171.6,179.3,187.9
WPU063803                     ,WPU063803                     ,"PPI Commodity data for Chemicals and allied products-Pharmaceuticals acting on the cardiovascular system, not seasonally adjusted",Index base: 2001.06 = 100,2001-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.7,107.8,113.0,119.2,122.8,125.2,132.0,138.8,155.2,172.2,189.2,208.6,231.2,257.5,288.9,331.5,384.9,405.6,415.3
WPU06380302                   ,WPU06380302                   ,"PPI Commodity data for Chemicals and allied products-Anticoagulants, hemostatics, and digitalis preparations, not seasonally adjusted",Index base: 2009.12 = 100,2009-M12,2017-M05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.1,110.4,117.3,124.5,140.8,154.7,,,,
WPU06380303                   ,WPU06380303                   ,"PPI Commodity data for Chemicals and allied products-ACE inhibitors, not seasonally adjusted",Index base: 2009.12 = 100,2009-M12,2017-M05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3,105.6,117.7,122.8,131.0,138.7,162.1,,,,
WPU06380304                   ,WPU06380304                   ,"PPI Commodity data for Chemicals and allied products-Calcium channel blockers, not seasonally adjusted",Index base: 2009.12 = 100,2009-M12,2017-M05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.4,135.7,144.8,162.4,197.0,219.5,259.8,,,,
WPU06380305                   ,WPU06380305                   ,"PPI Commodity data for Chemicals and allied products-Other cardiovascular preparations, not seasonally adjusted",Index base: 2009.12 = 100,2009-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.1,125.5,140.6,155.8,171.6,190.9,212.7,244.8,290.6,309.1,316.5
WPU063804                     ,WPU063804                     ,"PPI Commodity data for Chemicals and allied products-Pharmaceuticals acting on the respiratory system, not seasonally adjusted",Index base: 2001.06 = 100,2001-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.7,110.2,113.5,117.0,120.5,123.9,129.4,136.1,145.2,156.7,166.5,176.6,184.7,201.6,215.2,216.0,215.6,220.6,226.2
WPU06380402                   ,WPU06380402                   ,"PPI Commodity data for Chemicals and allied products-Antihistamines and bronchodilators, including antiasthmatics, not seasonally adjusted",Index base: 2007.12 = 100,2007-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.3,126.5,137.5,148.9,154.0,162.2,170.0,,,156.9,157.6
WPU06380403                   ,WPU06380403                   ,"PPI Commodity data for Chemicals and allied products-Other respiratory preparations, not seasonally adjusted",Index base: 2007.12 = 100,2007-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.7,123.9,128.1,132.8,140.6,159.1,172.9,174.6,181.6,188.0,194.2
