UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
C,7,2016,999,321869270,158078603,163790667,122249396,125074186,20456774,22377634,2046308,2021584,8756413,9630426,385294,380665,4184418,4306172,125968738,128879127,22305454,24323446,3323052,3375860,10310018,11192526,758737,763329,129261404,135471625,96933638,100243824,19090872,20957021,1163548,1206802,8465450,9337447,278074,280317,3329822,3446214,99891495,103285547,20550391,22502382,2076155,2197149,9781925,10660772,571051,582336,28817199,28319042,25315758,24830362,1365902,1420613,882760,814782,290963,292979,107220,100348,854596,859958,26077243,25593580,1755063,1821064,1246897,1178711,528093,531754,187686,180993
C,7,2016,0,3963268,2026072,1937196,1435008,1366593,305418,298583,35273,33914,115648,108947,7150,6793,127575,122366,1552366,1479177,374712,365523,59776,57422,163265,154171,16056,15241,1509022,1440887,1005422,954274,272543,266894,16183,15561,108033,101738,4495,4253,102346,98167,1100072,1045073,328991,321424,32146,30874,147674,139405,11052,10470,517050,496309,429586,412319,32875,31689,19090,18353,7615,7209,2655,2540,25229,24199,452294,434104,45721,44099,27630,26548,15591,14766,5004,4771
C,7,2016,1,4003586,2047270,1956316,1446260,1377912,311147,302496,35079,33955,120212,112813,7137,6844,127435,122296,1563483,1490405,380337,369308,59686,57511,167655,158057,16042,15276,1530084,1458403,1015874,963989,277775,270316,16533,15817,112901,105747,4537,4313,102464,98221,1110620,1054806,334141,324759,32674,31193,152569,143514,11142,10558,517186,497913,430386,413923,33372,32180,18546,18138,7311,7066,2600,2531,24971,24075,452863,435599,46196,44549,27012,26318,15086,14543,4900,4718
C,7,2016,2,3992657,2043478,1949179,1446735,1374023,310905,302198,35292,33938,117723,111548,6818,6563,126005,120909,1562653,1485236,378783,368373,59797,57365,164941,156027,15772,15009,1530276,1457317,1019483,964880,277476,270138,16867,16152,110731,104863,4408,4214,101311,97070,1113191,1054639,332738,324068,32978,31482,150206,141937,11016,10444,513202,491862,427252,409143,33429,32060,18425,17786,6992,6685,2410,2349,24694,23839,449462,430597,46045,44305,26819,25883,14735,14090,4756,4565
C,7,2016,3,3984985,2036834,1948151,1439978,1373641,309230,300872,34996,33637,121098,114193,6852,6528,124680,119280,1554520,1483165,375878,365492,59339,57040,168291,158601,15916,15010,1526884,1456528,1013979,963297,276842,269524,17046,16302,114290,107511,4482,4192,100245,95702,1106546,1051616,331074,322083,33060,31665,153800,144572,11167,10399,509950,491623,425999,410344,32388,31348,17950,17335,6808,6682,2370,2336,24435,23578,447974,431549,44804,43409,26279,25375,14491,14029,4749,4611
C,7,2016,4,3992241,2040555,1951686,1448930,1382097,309804,300642,35953,34607,116336,110490,6598,6355,122934,117495,1561842,1490003,375738,364092,60345,57940,162400,154126,15445,14785,1526118,1455971,1018751,967307,277847,269910,17074,16466,109654,104073,4245,4072,98547,94143,1109727,1054219,331361,321462,33075,31753,148143,140461,10754,10252,514437,495715,430179,414790,31957,30732,18879,18141,6682,6417,2353,2283,24387,23352,452115,435784,44377,42630,27270,26187,14257,13665,4691,4533
C,7,2016,5,4038022,2065281,1972741,1475182,1404747,311759,302791,34431,33293,114118,108435,6528,6233,123263,117242,1588458,1512413,377702,365912,59164,56965,160126,151851,15457,14631,1537996,1464315,1029122,975407,281258,272734,17359,16515,107599,102199,4215,3996,98443,93464,1120037,1061664,334687,323765,33526,31970,145877,138287,10755,10111,527285,508426,446060,429340,30501,30057,17072,16778,6519,6236,2313,2237,24820,23778,468421,450749,43015,42147,25638,24995,14249,13564,4702,4520
C,7,2016,6,4034969,2059138,1975831,1478938,1413313,309462,300744,33308,32424,110387,106277,6173,6004,120870,117069,1590239,1520885,374258,364090,57870,56480,154891,148894,14789,14278,1528171,1463556,1026408,976673,280088,272350,17185,16987,104246,100428,4115,3970,96129,93148,1115346,1062656,332434,323403,33101,32740,141178,135867,10440,9988,530967,512275,452530,436640,29374,28394,16123,15437,6141,5849,2058,2034,24741,23921,474893,458229,41824,40687,24769,23740,13713,13027,4349,4290
C,7,2016,7,4034355,2057966,1976389,1483578,1417912,311305,303558,32880,31888,107045,103946,6141,6058,117017,113027,1590997,1521831,374177,364973,56881,54650,149779,144780,14459,14102,1530667,1468376,1032528,983561,282475,275507,17390,16952,100973,98182,4112,4071,93189,90103,1118475,1066811,333444,325386,32980,31680,136506,132236,10233,9985,527299,508013,451050,434351,28830,28051,15490,14936,6072,5764,2029,1987,23828,22924,472522,455020,40733,39587,23901,22970,13273,12544,4226,4117
C,7,2016,8,4162142,2124156,2037986,1534259,1464564,321081,313371,34192,32986,111085,107442,6362,6073,117177,113550,1641736,1568712,383958,375362,58147,56205,153857,148174,14929,14040,1578988,1515005,1066107,1016311,291750,284936,18025,17594,105169,101673,4299,4021,93638,90470,1152361,1099625,343008,335353,33666,32589,140849,135541,10583,9889,545168,522981,468152,448253,29331,28435,16167,15392,5916,5769,2063,2052,23539,23080,489375,469087,40950,40009,24481,23616,13008,12633,4346,4151
C,7,2016,9,4181069,2136011,2045058,1549679,1478313,321969,311842,34768,33218,109757,105235,6285,6158,113553,110292,1653862,1579287,382626,371391,58379,56241,151242,144901,14599,14176,1590739,1521176,1081003,1027801,293028,284046,18061,17740,103730,99600,4267,4116,90650,87873,1164573,1108568,342375,332566,33505,32655,138224,132639,10396,9999,545272,523882,468676,450512,28941,27796,16707,15478,6027,5635,2018,2042,22903,22419,489289,470719,40251,38825,24874,23586,13018,12262,4203,4177
C,7,2016,10,4147144,2118906,2028238,1548145,1473129,313044,306015,34058,32790,108490,105460,6155,5957,109014,104887,1648089,1569269,370446,361820,57193,54957,148678,143625,14103,13541,1584480,1515122,1086752,1030485,285471,279149,18054,17579,102706,100120,4154,4029,87343,83760,1167130,1107561,332421,324746,33215,32009,136377,131949,10044,9591,534426,513116,461393,442644,27573,26866,16004,15211,5784,5340,2001,1928,21671,21127,480959,461708,38025,37074,23978,22948,12301,11676,4059,3950
C,7,2016,11,4134412,2110600,2023812,1547648,1474364,309444,300529,33661,32845,109359,108607,6130,5975,104358,101492,1643102,1567030,363702,353824,56441,54778,148059,145785,13738,13317,1586977,1521542,1094710,1040217,282701,274685,17996,17576,103801,103376,4170,4164,83599,81524,1171501,1114903,327021,318401,32929,31948,136299,134686,9802,9656,523623,502270,452938,434147,26743,25844,15665,15269,5558,5231,1960,1811,20759,19968,471601,452127,36681,35423,23512,22830,11760,11099,3936,3661
C,7,2016,12,4142365,2113160,2029205,1557167,1485120,307088,298791,32838,32130,109382,109296,5937,5713,100748,98155,1649322,1574879,358765,349722,55144,53882,146945,145435,13386,12932,1602417,1535688,1114083,1057238,281404,273981,17886,17309,103960,104181,4121,3958,80963,79021,1188454,1129732,323750,315846,32723,31927,135553,134592,9689,9301,510743,493517,443084,427882,25684,24810,14952,14821,5422,5115,1816,1755,19785,19134,460868,445147,35015,33876,22421,21955,11392,10843,3697,3631
C,7,2016,13,4112882,2097241,2015641,1548539,1478366,305296,297538,32588,31451,108848,108883,5923,5712,96047,93691,1636132,1563961,354354,345423,54532,52978,144395,143475,13216,12563,1596099,1529883,1113285,1056204,280132,273492,17633,17000,103574,103779,4108,4000,77367,75408,1184107,1125384,320429,312835,32333,31463,133542,132852,9563,9186,501142,485758,435254,422162,25164,24046,14955,14451,5274,5104,1815,1712,18680,18283,452025,438577,33925,32588,22199,21515,10853,10623,3653,3377
C,7,2016,14,4097197,2089327,2007870,1543342,1473587,310790,302592,32451,31164,104718,104199,5758,5572,92268,90756,1627476,1556122,357778,349442,54118,52797,138526,136859,12720,12362,1594292,1528662,1112670,1056729,285980,278544,17813,17132,99648,99345,4034,3878,74147,73034,1180532,1123458,324627,317073,32266,31702,128008,126750,9304,9005,495035,479208,430672,416858,24810,24048,14638,14032,5070,4854,1724,1694,18121,17722,446944,432664,33151,32369,21852,21095,10518,10109,3416,3357
C,7,2016,15,4201142,2144039,2057103,1581109,1508777,322370,313188,32627,31708,109310,107896,5786,5708,92837,89826,1665505,1590558,369485,359188,54922,53234,143285,140294,12854,12570,1644800,1574712,1146183,1088441,297406,289283,18231,17609,104269,103142,4114,3942,74597,72295,1214155,1154495,336045,327172,33351,32207,132876,130416,9424,9120,499239,482391,434926,420336,24964,23905,14396,14099,5041,4754,1672,1766,18240,17531,451350,436063,33440,32016,21571,21027,10409,9878,3430,3450
C,7,2016,16,4269134,2182893,2086241,1610844,1530101,332922,322000,33624,32270,108329,107171,6000,5638,91174,89061,1693851,1610775,379081,367884,56384,54389,140907,138745,12912,12421,1680963,1604793,1173099,1110722,307937,297904,18941,18054,103285,102383,4263,3998,73438,71732,1240151,1175905,345894,335663,34430,33207,130798,128895,9518,9126,501930,481448,437745,419379,24985,24096,14683,14216,5044,4788,1737,1640,17736,17329,453700,434870,33187,32221,21954,21182,10109,9850,3394,3295
C,7,2016,17,4206688,2150567,2056121,1591989,1513412,325459,315042,32557,31646,106103,104674,5822,5440,88637,85907,1672493,1591241,369960,358854,54940,53613,137799,134914,12888,12053,1663710,1588528,1167349,1105879,301053,291694,18456,17856,101116,99887,4113,3883,71623,69329,1232614,1168858,337807,327981,33967,33120,127812,125168,9496,8925,486857,467593,424640,407533,24406,23348,14101,13790,4987,4787,1709,1557,17014,16578,439879,422383,32153,30873,20973,20493,9987,9746,3392,3128
C,7,2016,18,4201026,2142970,2058056,1582566,1510933,325826,316654,32541,31705,110724,109888,5625,5405,85688,83471,1660133,1586641,368488,358758,54636,53326,141247,139200,12284,11746,1662080,1597372,1162734,1108912,301885,293795,18271,18065,105915,105144,4023,3835,69252,67621,1225594,1170438,337175,328658,33577,33233,131655,129844,9147,8684,480890,460684,419832,402021,23941,22859,14270,13640,4809,4744,1602,1570,16436,15850,434539,416203,31313,30100,21059,20093,9592,9356,3137,3062
C,7,2016,19,4187749,2123045,2064704,1566266,1516275,321092,316050,32201,31164,115460,114530,5312,5248,82714,81437,1641147,1589783,361546,356543,54028,52966,145348,143257,11805,11659,1648114,1608385,1151990,1117709,297518,293736,17933,17700,110635,109879,3698,3757,66340,65604,1212255,1177025,330572,327066,32937,32906,135799,134069,8642,8669,474931,456319,414276,398566,23574,22314,14268,13464,4825,4651,1614,1491,16374,15833,428892,412758,30974,29477,21091,20060,9549,9188,3163,2990
C,7,2016,20,4216469,2139703,2076766,1580920,1526117,320493,317227,32204,30869,119810,118103,5484,5502,80792,78948,1653942,1597354,359405,355851,53994,52558,149183,146294,11872,11860,1665564,1621968,1166472,1128247,297393,295242,18018,17532,115083,113425,3831,3902,64767,63620,1225162,1185797,329191,326944,32959,32688,139895,137196,8750,8864,474139,454798,414448,397870,23100,21985,14186,13337,4727,4678,1653,1600,16025,15328,428780,411557,30214,28907,21035,19870,9288,9098,3122,2996
