UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
C,7,2017,999,323931513,159120358,164811155,122664018,125456051,20667372,22593500,2073329,2050005,9006921,9892196,394405,389406,4314313,4429997,126502925,129375058,22587725,24608217,3371318,3423895,10611364,11502707,776696,780284,129752381,135929280,96897989,100161907,19260862,21132703,1170977,1214998,8708064,9591675,284352,286266,3430137,3541731,99948565,103291954,20775000,22730716,2095403,2215914,10067513,10955859,583851,594363,29367977,28881875,25766029,25294144,1406510,1460797,902352,835007,298857,300521,110053,103140,884176,888266,26554360,26083104,1812725,1877501,1275915,1207981,543851,546848,192845,185921
C,7,2017,0,3882437,1985633,1896804,1389549,1323982,306174,297630,35672,34731,120126,112566,7327,6896,126785,120999,1506082,1435235,375214,364214,59627,57729,167733,157236,16214,15206,1478077,1407666,970941,921091,272572,265089,15667,15042,112511,105273,4670,4310,101716,96861,1064905,1010622,328653,319193,31230,29911,152285,142429,11253,10411,507556,489138,418608,402891,33602,32541,20005,19689,7615,7293,2657,2586,25069,24138,441177,424613,46561,45021,28397,27818,15448,14807,4961,4795
C,7,2017,1,3981864,2035250,1946614,1439202,1370792,306215,299877,35330,33954,119401,112519,7224,6900,127878,122572,1556806,1483538,375575,366858,59864,57480,167253,157912,16164,15371,1514670,1446835,1006423,955309,273216,268021,16176,15558,111747,105299,4558,4337,102550,98311,1101225,1046215,329661,322543,32139,30867,151620,143134,11149,10576,520580,499779,432779,415483,32999,31856,19154,18396,7654,7220,2666,2563,25328,24261,455581,437323,45914,44315,27725,26613,15633,14778,5015,4795
C,7,2017,2,4021261,2056068,1965193,1450350,1382112,312228,303786,35123,33990,123417,115878,7174,6912,127776,122515,1567852,1494786,381513,370663,59767,57566,171105,161281,16113,15364,1535677,1463988,1017052,965202,278745,271423,16524,15821,116072,108796,4574,4372,102710,98374,1111984,1056133,335138,325875,32668,31199,155987,146723,11217,10642,520391,501205,433298,416910,33483,32363,18599,18169,7345,7082,2600,2540,25066,24141,455868,438653,46375,44788,27099,26367,15118,14558,4896,4722
C,7,2017,3,4009060,2051634,1957426,1450686,1378142,312022,303416,35323,33975,120425,114129,6859,6602,126319,121162,1566861,1489563,379988,369675,59861,57426,167868,158780,15846,15074,1535405,1462331,1020676,966080,278477,271177,16860,16153,113409,107431,4442,4245,101541,97245,1114564,1055971,333762,325131,32978,31483,153103,144671,11081,10501,516229,495095,430010,412062,33545,32239,18463,17822,7016,6698,2417,2357,24778,23917,452297,433592,46226,44544,26883,25943,14765,14109,4765,4573
C,7,2017,4,4000394,2044539,1955855,1443906,1377603,310452,302173,35025,33689,123331,116305,6897,6572,124928,119513,1558660,1487312,377207,366875,59405,57117,170668,160873,15975,15074,1531533,1461003,1015146,964329,277935,270663,17041,16293,116512,109618,4520,4231,100379,95869,1107814,1052771,332187,323250,33056,31661,156156,146839,11221,10462,513006,494852,428760,413274,32517,31510,17984,17396,6819,6687,2377,2341,24549,23644,450846,434541,45020,43625,26349,25456,14512,14034,4754,4612
C,7,2017,5,4007233,2048118,1959115,1452944,1385976,311081,301928,35992,34705,118285,112359,6637,6398,123179,117749,1566062,1494102,377127,365476,60428,58078,164468,156139,15507,14849,1530444,1460071,1019894,968250,278936,271035,17076,16461,111591,105927,4279,4109,98668,94289,1110959,1055277,332465,322606,33081,31750,150194,142449,10813,10308,517674,499044,433050,417726,32145,30893,18916,18244,6694,6432,2358,2289,24511,23460,455103,438825,44662,42870,27347,26328,14274,13690,4694,4541
C,7,2017,6,4052428,2072597,1979831,1479335,1408505,312953,304078,34458,33381,115800,110145,6573,6265,123478,117457,1592793,1516357,378992,367301,59212,57099,161929,153655,15520,14677,1541842,1468078,1030177,976283,282232,273826,17355,16505,109267,103887,4246,4024,98565,93553,1121185,1062605,335686,324870,33519,31960,147656,140062,10802,10157,530755,511753,449158,432222,30721,30252,17103,16876,6533,6258,2327,2241,24913,23904,471608,453752,43306,42431,25693,25139,14273,13593,4718,4520
C,7,2017,7,4048430,2065915,1982515,1482762,1417027,310565,301936,33337,32487,111947,107769,6216,6036,121088,117260,1594247,1524763,375460,365369,57936,56589,156563,150471,14849,14321,1531615,1467001,1027254,977503,281001,273375,17179,16981,105801,101910,4146,3999,96234,93233,1116272,1063551,333360,324444,33098,32737,142836,137426,10486,10027,534300,515514,455508,439524,29564,28561,16158,15506,6146,5859,2070,2037,24854,24027,477975,461212,42100,40925,24838,23852,13727,13045,4363,4294
C,7,2017,8,4047130,2064602,1982528,1487231,1421342,312376,304684,32925,31935,108662,105285,6175,6099,117233,113183,1594836,1525397,375357,366180,56972,54720,151493,146191,14503,14151,1534057,1471453,1033275,984233,283394,276475,17390,16951,102578,99514,4144,4110,93276,90170,1119288,1067535,334374,326367,32982,31676,138200,133634,10275,10033,530545,511075,453956,437109,28982,28209,15535,14984,6084,5771,2031,1989,23957,23013,475548,457862,40983,39813,23990,23044,13293,12557,4228,4118
