Descriptions:,Unit:,Multiplier:,Currency:,Unique Identifier:,Series Name:
Paper products; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B51214.S,RIW.B51214.S
Consumer energy products; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B51220.S,RIW.B51220.S
Business equipment; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B52100.S,RIW.B52100.S
Transit equipment; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B52110.S,RIW.B52110.S
Information processing and related equipment; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B52120.S,RIW.B52120.S
Industrial and other equipment; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B52130.S,RIW.B52130.S
Defense and space equipment; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B52300.S,RIW.B52300.S
Construction supplies; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B54100.S,RIW.B54100.S
Business supplies; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B54200.S,RIW.B54200.S
Materials; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B53000.S,RIW.B53000.S
Materials ex. energy materials; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.Z53010.S,RIW.Z53010.S
Durable goods materials; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B53100.S,RIW.B53100.S
Consumer parts; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B53110.S,RIW.B53110.S
Equipment parts; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B53120.S,RIW.B53120.S
Other durable materials; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B53130.S,RIW.B53130.S
Nondurable goods materials; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B53200.S,RIW.B53200.S
Textile materials; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B53210.S,RIW.B53210.S
Paper materials; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B53220.S,RIW.B53220.S
Chemical materials; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B53230.S,RIW.B53230.S
Energy materials; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B53300.S,RIW.B53300.S
Manufacturing (SIC); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B00004.S,RIW.B00004.S
Manufacturing (NAICS); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.GMF.S,RIW.GMF.S
Durable manufacturing (NAICS); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.GMFD.S,RIW.GMFD.S
Wood product  (NAICS = 321); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G321.S,RIW.G321.S
Nonmetallic mineral product  (NAICS = 327); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G327.S,RIW.G327.S
Primary metal  (NAICS = 331); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G331.S,RIW.G331.S
Fabricated metal product  (NAICS = 332); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G332.S,RIW.G332.S
Machinery  (NAICS = 333); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G333.S,RIW.G333.S
Computer and electronic product  (NAICS = 334); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G334.S,RIW.G334.S
"Electrical equipment, appliance, and component  (NAICS = 335); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G335.S,RIW.G335.S
Motor vehicles and parts  (NAICS = 3361-3); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3361T3.S,RIW.G3361T3.S
Aerospace and miscellaneous transportation eq.  (NAICS = 3364-9); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3364T9.S,RIW.G3364T9.S
Furniture and related product  (NAICS = 337); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G337.S,RIW.G337.S
Miscellaneous  (NAICS = 339); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G339.S,RIW.G339.S
Nondurable manufacturing (NAICS); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.GMFN.S,RIW.GMFN.S
"Food, beverage, and tobacco  (NAICS = 311,2); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G311A2.S,RIW.G311A2.S
"Textiles and products  (NAICS = 313,4); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G313A4.S,RIW.G313A4.S
"Apparel and leather goods  (NAICS = 315,6); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G315A6.S,RIW.G315A6.S
Paper  (NAICS = 322); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G322.S,RIW.G322.S
Printing and related support activities  (NAICS = 323); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G323.S,RIW.G323.S
Petroleum and coal products  (NAICS = 324); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G324.S,RIW.G324.S
Chemical  (NAICS = 325); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G325.S,RIW.G325.S
Plastics and rubber products  (NAICS = 326); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G326.S,RIW.G326.S
Other manufacturing; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.GMFO.S,RIW.GMFO.S
Mining  (NAICS = 21); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G21.S,RIW.G21.S
"Electric and gas utilities  (NAICS = 2211,2); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G2211A2.S,RIW.G2211A2.S
"Electric power generation, transmission, and distribution  (NAICS = 2211); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G2211.S,RIW.G2211.S
Natural gas distribution  (NAICS = 2212); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G2212.S,RIW.G2212.S
"Energy, total; s.a. RIW",Percentage,1,NA,G17/RIW/RIW.B50089.S,RIW.B50089.S
Commercial energy products; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B54220.S,RIW.B54220.S
Drilling oil and gas wells  (NAICS = 213111); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N213111.S,RIW.N213111.S
Converted fuel; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B53320.S,RIW.B53320.S
Primary energy; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B53310.S,RIW.B53310.S
"Non-energy, total; s.a. RIW",Percentage,1,NA,G17/RIW/RIW.X5001E.S,RIW.X5001E.S
"Computers, communications eq., and semiconductors  (NAICS = 3341,3342,3344); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.HITEK2.S,RIW.HITEK2.S
Computer and peripheral equipment  (NAICS = 3341); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3341.S,RIW.G3341.S
Communications equipment  (NAICS = 3342); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3342.S,RIW.G3342.S
"Non-energy ex. computers, communications eq., and semiconductors; s.a. RIW",Percentage,1,NA,G17/RIW/RIW.X5EHTK.S,RIW.X5EHTK.S
Motor vehicle  (NAICS = 3361); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3361.S,RIW.G3361.S
Motor vehicle parts  (NAICS = 3363); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3363.S,RIW.G3363.S
"Non-energy ex. motor vehicles & pts., computers, communications eq., and semiconductors; s.a. RIW",Percentage,1,NA,G17/RIW/RIW.X50EHV.S,RIW.X50EHV.S
"Consumer goods ex. hi-tech, motor vehicles & pts., and energy; s.a. RIW",Percentage,1,NA,G17/RIW/RIW.X51HVE.S,RIW.X51HVE.S
Business equipment ex. hi-tech and motor vehicles and parts; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.X52HTV.S,RIW.X52HTV.S
Construction supplies ex. hi-tech; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.X5410H.S,RIW.X5410H.S
"Business supplies ex. energy, motor vehicles & parts, and selected high-tech industries; s.a. RIW",Percentage,1,NA,G17/RIW/RIW.X5421T.S,RIW.X5421T.S
"Materials ex. energy, motor vehicles & pts., computers, communications eq., and semiconductors; s.a. RIW",Percentage,1,NA,G17/RIW/RIW.X53EHV.S,RIW.X53EHV.S
"Total ex. computers, communications eq., and semiconductors; s.a. RIW",Percentage,1,NA,G17/RIW/RIW.X50HTK.S,RIW.X50HTK.S
"Manufacturing ex. computers, communications eq., and semiconductors; s.a. RIW",Percentage,1,NA,G17/RIW/RIW.X4HTK2.S,RIW.X4HTK2.S
"Durable mfg. ex. computers, communications eq., and semiconductors; s.a. RIW",Percentage,1,NA,G17/RIW/RIW.X5HTK2.S,RIW.X5HTK2.S
Total ex. motor vehicles and parts; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.X50001.S,RIW.X50001.S
Manufacturing ex. motor vehicles and parts; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.XXX001.S,RIW.XXX001.S
Durable manufacturing ex. motor vehicles & parts; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.X005MV.S,RIW.X005MV.S
Total ex. selected high-tech. and motor vehicles & pts.; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.X5VHT2.S,RIW.X5VHT2.S
Manufacturing ex. hi-tech and motor vehicles & pts.; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.X4HTMV.S,RIW.X4HTMV.S
Non-energy materials for finished goods producers; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B53810.S,RIW.B53810.S
Non-energy materials for intermediate goods producers; s.a. RIW,Percentage,1,NA,G17/RIW/RIW.B53820.S,RIW.B53820.S
Oil and gas extraction  (NAICS = 211); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G211.S,RIW.G211.S
Crude petroleum and natural gas extraction  (NAICS = 211111); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G211111.S,RIW.G211111.S
Crude oil  (NAICS = 211111pt.); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G211111C.S,RIW.G211111C.S
Natural gas  (NAICS = 211111pt.); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N211111G.S,RIW.N211111G.S
Natural gas liquid extraction  (NAICS = 211112); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G211112.S,RIW.G211112.S
Mining (except oil and gas)  (NAICS = 212); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G212.S,RIW.G212.S
Coal mining  (NAICS = 2121); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N2121.S,RIW.N2121.S
Metal ore mining  (NAICS = 2122); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G2122.S,RIW.G2122.S
Iron ore mining  (NAICS = 21221); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N21221.S,RIW.N21221.S
Gold ore and silver ore mining  (NAICS = 21222); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G21222.S,RIW.G21222.S
"Copper, nickel, lead, and zinc mining  (NAICS = 21223); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G21223.S,RIW.G21223.S
Nonmetallic mineral mining and quarrying  (NAICS = 2123); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G2123.S,RIW.G2123.S
Support activities for mining  (NAICS = 213); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G213.S,RIW.G213.S
Electric power generation  (NAICS = 22111); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G22111.S,RIW.G22111.S
"Hydroelectric, renewables, and other  (NAICS = 221111,4-8); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G221111A4T8.S,RIW.G221111A4T8.S
Hydroelectric power generation  (NAICS = 221111); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N221111.S,RIW.N221111.S
Renewables and other electric power generation  (NAICS = 221114-8); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N221114T8.S,RIW.N221114T8.S
Fossil Fuel electric power generation  (NAICS = 221112); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N221112.S,RIW.N221112.S
Nuclear electric power generation  (NAICS = 221113); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N221113.S,RIW.N221113.S
"Electric power transmission, control, and distribution  (NAICS = 22112); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G22112.S,RIW.G22112.S
Commercial and other electricity sales  (NAICS = 22112pt.); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N22112C.S,RIW.N22112C.S
Industrial electricity sales  (NAICS = 22112pt.); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N22112M.S,RIW.N22112M.S
Residential electricity sales  (NAICS = 22112pt.); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N22112R.S,RIW.N22112R.S
Commercial and other gas sales  (NAICS = 2212pt.); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N2212C.S,RIW.N2212C.S
Industrial gas sales  (NAICS = 2212pt.); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N2212M.S,RIW.N2212M.S
Residential gas sales  (NAICS = 2212pt.); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N2212R.S,RIW.N2212R.S
Gas transmission  (NAICS = 2212pt.); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N2212T.S,RIW.N2212T.S
Food  (NAICS = 311); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G311.S,RIW.G311.S
Animal food  (NAICS = 3111); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3111.S,RIW.G3111.S
Grain and oilseed milling  (NAICS = 3112); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3112.S,RIW.G3112.S
Sugar and confectionery product  (NAICS = 3113); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3113.S,RIW.G3113.S
Fruit and vegetable preserving and specialty food  (NAICS = 3114); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3114.S,RIW.G3114.S
Dairy product  (NAICS = 3115); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3115.S,RIW.G3115.S
Dairy product (except frozen)  (NAICS = 31151); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G31151.S,RIW.G31151.S
Fluid milk  (NAICS = 311511); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N311511.S,RIW.N311511.S
Creamery butter  (NAICS = 311512); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N311512.S,RIW.N311512.S
Cheese  (NAICS = 311513); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N311513.S,RIW.N311513.S
"Dry, condensed, and evaporated dairy product  (NAICS = 311514); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.N311514.S,RIW.N311514.S
Ice cream and frozen dessert  (NAICS = 31152); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N31152.S,RIW.N31152.S
Animal slaughtering and processing  (NAICS = 3116); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3116.S,RIW.G3116.S
Animal (except poultry) slaughtering and meat processing  (NAICS = 311611-3); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G311611T3.S,RIW.G311611T3.S
Beef  (NAICS = 311611-3pt.); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N311611T3B.S,RIW.N311611T3B.S
Pork  (NAICS = 311611-3pt.); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N311611T3P.S,RIW.N311611T3P.S
Miscellaneous meats  (NAICS = 311611-3pt.); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N311611T3Z.S,RIW.N311611T3Z.S
Poultry processing  (NAICS = 311615); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N311615.S,RIW.N311615.S
Bakeries and tortilla  (NAICS = 3118); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N3118.S,RIW.N3118.S
Other food  (NAICS = 3119); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3119.S,RIW.G3119.S
Coffee and tea  (NAICS = 31192); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G31192.S,RIW.G31192.S
Beverage and tobacco product  (NAICS = 312); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G312.S,RIW.G312.S
Beverage  (NAICS = 3121); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3121.S,RIW.G3121.S
Soft drink and ice  (NAICS = 31211); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N31211.S,RIW.N31211.S
Breweries  (NAICS = 31212); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N31212.S,RIW.N31212.S
Tobacco  (NAICS = 3122); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3122.S,RIW.G3122.S
Textile mills  (NAICS = 313); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G313.S,RIW.G313.S
"Fiber, yarn, and thread mills  (NAICS = 3131); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G3131.S,RIW.G3131.S
Fabric mills  (NAICS = 3132); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3132.S,RIW.G3132.S
Textile and fabric finishing and fabric coating mills  (NAICS = 3133); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3133.S,RIW.G3133.S
Textile product mills  (NAICS = 314); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G314.S,RIW.G314.S
Textile furnishings mills  (NAICS = 3141); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3141.S,RIW.G3141.S
Carpet and rug mills  (NAICS = 31411); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G31411.S,RIW.G31411.S
Other textile product mills  (NAICS = 3149); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3149.S,RIW.G3149.S
Apparel  (NAICS = 315); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G315.S,RIW.G315.S
Leather and allied product  (NAICS = 316); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G316.S,RIW.G316.S
Sawmills and wood preservation  (NAICS = 3211); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N3211.S,RIW.N3211.S
"Plywood and misc. wood products  (NAICS = 3212,9); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G3212A9.S,RIW.G3212A9.S
"Veneer, plywood, and engineered wood product  (NAICS = 3212); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G3212.S,RIW.G3212.S
"Veneer and plywood  (NAICS = 321211,2); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G321211A2.S,RIW.G321211A2.S
Reconstituted wood product  (NAICS = 321219); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G321219.S,RIW.G321219.S
Other wood product  (NAICS = 3219); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3219.S,RIW.G3219.S
Millwork  (NAICS = 32191); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G32191.S,RIW.G32191.S
Wood container and pallet  (NAICS = 32192); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N32192.S,RIW.N32192.S
All other wood product  (NAICS = 32199); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G32199.S,RIW.G32199.S
Manufactured home (mobile home)  (NAICS = 321991); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N321991.S,RIW.N321991.S
"Pulp, paper, and paperboard mills  (NAICS = 3221); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G3221.S,RIW.G3221.S
Pulp mills  (NAICS = 32211); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N32211.S,RIW.N32211.S
Paper mills  (NAICS = 32212); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G32212.S,RIW.G32212.S
Paper (except newsprint) mills  (NAICS = 322121); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N322121.S,RIW.N322121.S
Paperboard mills  (NAICS = 32213); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N32213.S,RIW.N32213.S
Converted paper product  (NAICS = 3222); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3222.S,RIW.G3222.S
Paperboard container  (NAICS = 32221); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N32221.S,RIW.N32221.S
Paper bag and coated and treated paper  (NAICS = 32222); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G32222.S,RIW.G32222.S
"Other converted paper products  (NAICS = 32223,9); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G32223A9.S,RIW.G32223A9.S
Petroleum refineries  (NAICS = 32411); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G32411.S,RIW.G32411.S
Aviation fuel and kerosene  (NAICS = 32411pt.); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N32411A.S,RIW.N32411A.S
Distillate fuel oil  (NAICS = 32411pt.); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N32411D.S,RIW.N32411D.S
Automotive gasoline  (NAICS = 32411pt.); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N32411G.S,RIW.N32411G.S
Residual fuel oil  (NAICS = 32411pt.); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N32411R.S,RIW.N32411R.S
Other refinery output  (NAICS = 32411pt.); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G32411X.S,RIW.G32411X.S
"Paving, roofing, and other petroleum and coal products  (NAICS = 32412,9); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.N32412A9.S,RIW.N32412A9.S
Basic chemical  (NAICS = 3251); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3251.S,RIW.G3251.S
"Organic chemicals  (NAICS = 32511,9); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G32511A9.S,RIW.G32511A9.S
Basic inorganic chemicals  (NAICS = 32512-8); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G32512T8.S,RIW.G32512T8.S
Industrial gas  (NAICS = 32512); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G32512.S,RIW.G32512.S
Synthetic dye and pigment  (NAICS = 32513); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G32513.S,RIW.G32513.S
Other basic inorganic chemical  (NAICS = 32518pt.); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G32518.S,RIW.G32518.S
Alkalies and chlorine  (NAICS = 32518pt.); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N32518C.S,RIW.N32518C.S
"Resin, synthetic rubber, and artificial and synthetic fibers and filaments  (NAICS = 3252); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G3252.S,RIW.G3252.S
Resin and synthetic rubber  (NAICS = 32521); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G32521.S,RIW.G32521.S
Plastics material and resin  (NAICS = 325211); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N325211.S,RIW.N325211.S
Synthetic rubber  (NAICS = 325212); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G325212.S,RIW.G325212.S
Artificial and synthetic fibers and filaments  (NAICS = 32522); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G32522.S,RIW.G32522.S
"Pesticide, fertilizer, and other agricultural chemical  (NAICS = 3253); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G3253.S,RIW.G3253.S
Pharmaceutical and medicine  (NAICS = 3254); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3254.S,RIW.G3254.S
"Chemicals except pharmaceuticals and medicines  (NAICS = 3251-3,5-9); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G325@4.S,RIW.G325@4.S
"Paints, soaps and toiletries, and other chemical products  (NAICS = 3255-9); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G3255T9.S,RIW.G3255T9.S
"Paints and other chemical products  (NAICS = 3255,9); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G3255A9.S,RIW.G3255A9.S
"Paint, coating, and adhesive  (NAICS = 3255); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G3255.S,RIW.G3255.S
Paint and coating  (NAICS = 32551); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G32551.S,RIW.G32551.S
"Soap, cleaning compound, and toilet preparation  (NAICS = 3256); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G3256.S,RIW.G3256.S
Plastics product  (NAICS = 3261); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3261.S,RIW.G3261.S
Rubber product  (NAICS = 3262); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3262.S,RIW.G3262.S
Tire  (NAICS = 32621); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G32621.S,RIW.G32621.S
"Rubber products ex. tires  (NAICS = 32622,9); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G32622A9.S,RIW.G32622A9.S
"Clay, lime, gypsum, and misc. nonmetallic mineral products  (NAICS = 3271,4,9); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G3271A4A9.S,RIW.G3271A4A9.S
"Clay and misc. nonmetallic mineral products  (NAICS = 3271,9); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G3271A9.S,RIW.G3271A9.S
Clay product and refractory  (NAICS = 3271); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3271.S,RIW.G3271.S
"Pottery, ceramics, and plumbing fixture  (NAICS = 32711); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G32711.S,RIW.G32711.S
Clay building material and refractories  (NAICS = 32712); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G32712.S,RIW.G32712.S
Other nonmetallic mineral product  (NAICS = 3279); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3279.S,RIW.G3279.S
Lime and gypsum product  (NAICS = 3274); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3274.S,RIW.G3274.S
Glass and glass product  (NAICS = 3272); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3272.S,RIW.G3272.S
Glass container  (NAICS = 327213); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N327213.S,RIW.N327213.S
Cement and concrete product  (NAICS = 3273); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3273.S,RIW.G3273.S
Cement  (NAICS = 32731); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N32731.S,RIW.N32731.S
Concrete and product  (NAICS = 32732-9); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.N32732T9.S,RIW.N32732T9.S
"Iron and steel products  (NAICS = 3311,2); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G3311A2.S,RIW.G3311A2.S
"Pig iron  (NAICS = 3311,2pt.); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.N3311A2P.S,RIW.N3311A2P.S
"Raw steel  (NAICS = 3311,2pt.); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.N3311A2R.S,RIW.N3311A2R.S
"Coke and products  (NAICS = 3311,2pt.); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G3311A2F.S,RIW.G3311A2F.S
"Construction steel  (NAICS = 3311,2pt.); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.N3311A2B.S,RIW.N3311A2B.S
"Consumer durable steel  (NAICS = 3311,2pt.); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.N3311A2C.S,RIW.N3311A2C.S
"Can and closure steel  (NAICS = 3311,2pt.); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.N3311A2D.S,RIW.N3311A2D.S
"Equipment steel  (NAICS = 3311,2pt.); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.N3311A2E.S,RIW.N3311A2E.S
"Miscellaneous steel  (NAICS = 3311,2pt.); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.N3311A2Z.S,RIW.N3311A2Z.S
"Nonferrous except foundries  (NAICS = 3313,4); s.a. RIW",Percentage,1,NA,G17/RIW/RIW.G3313A4.S,RIW.G3313A4.S
Alumina and aluminum production and processing  (NAICS = 3313); s.a. RIW,Percentage,1,NA,G17/RIW/RIW.G3313.S,RIW.G3313.S
