index,Index,Label,unit,start,last,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
WDU11740623                   ,WDU11740623                   ,"PPI Commodity data for Machinery and equipment-10001-30000 KVA, w/o LTC, not seasonally adjusted, discontinued",Index base: 1982 = 100,1974-M12,1994-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.9,68.8,70.9,73.9,78.9,87.8,,,,,67.8,67.2,71.2,,,89.6,95.8,90.5,86.1,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11740631                   ,WDU11740631                   ,"PPI Commodity data for Machinery and equipment-100000 KVA and above with LTC, not seasonally adjusted, discontinued",Index base: 1982 = 100,1975-M01,1987-M12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.4,74.5,78.4,82.2,86.6,94.8,,,,,,151.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU117407                     ,WDU117407                     ,"PPI Commodity data for Machinery and equipment-Specialty and all other transformers, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M06,1999-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,103.3,107.2,109.9,114.2,115.5,118.9,126.2,133.4,137.8,138.5,139.4,142.7,146.9,147.3,148.4,150.7,150.9,,,,,,,,,,,,,,,,,,,,
WDU11740701                   ,WDU11740701                   ,"PPI Commodity data for Machinery and equipment-Open core/coil and units end-bell enclosed, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M06,1999-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,103.8,107.3,110.5,112.4,113.5,120.6,131.4,135.2,137.0,138.2,136.7,141.2,156.4,158.8,158.8,158.6,158.7,,,,,,,,,,,,,,,,,,,,
WDU11740703                   ,WDU11740703                   ,"PPI Commodity data for Machinery and equipment-HID lamp transformers, not seasonally adjusted, discontinued",Index base: 1982 = 100,1982-M09,1988-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.6,106.2,108.0,110.6,111.9,113.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11740705                   ,WDU11740705                   ,"PPI Commodity data for Machinery and equipment-Instrument transformers, not seasonally adjusted, discontinued",Index base: 1982 = 100,1989-M01,1994-M12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,121.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11740711                   ,WDU11740711                   ,"PPI Commodity data for Machinery and equipment-General purpose transformers, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M06,1999-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,101.1,105.4,109.0,109.8,109.8,111.9,118.5,121.9,125.6,,129.6,133.6,135.8,142.0,148.2,154.5,155.9,,,,,,,,,,,,,,,,,,,,
WDU11740721                   ,WDU11740721                   ,"PPI Commodity data for Machinery and equipment-Reactors and other special purpose, not seasonally adjusted, discontinued",Index base: 1982 = 100,1967-M01,1988-M13,,,,,,,,,,,,,,,,,,,,,40.3,43.3,42.0,37.0,37.6,37.7,38.8,51.3,63.2,67.3,71.2,78.0,85.4,91.5,,,,,,116.2,116.8,119.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11740725                   ,WDU11740725                   ,"PPI Commodity data for Machinery and equipment-Instrument transformers, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1988-M13,33.8,34.6,34.9,36.1,40.4,40.5,44.4,46.6,47.3,54.8,59.6,61.0,61.0,61.0,53.0,54.1,50.3,46.4,41.1,41.5,43.7,45.1,44.2,47.4,52.3,52.1,54.1,59.7,,70.5,70.8,72.7,72.4,77.5,93.8,100.0,96.4,,96.3,,103.9,113.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11740731                   ,WDU11740731                   ,"PPI Commodity data for Machinery and equipment-Other transformers, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M06,1999-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,104.7,114.7,122.0,123.2,124.8,132.0,148.4,155.8,162.4,166.4,168.1,171.6,177.0,178.7,178.2,178.5,179.1,,,,,,,,,,,,,,,,,,,,
WDU11740981                   ,WDU11740981                   ,"PPI Commodity data for Machinery and equipment-Pole type capacitor, not seasonally adjusted, discontinued",Index base: 1982 = 100,1962-M12,1974-M13,,,,,,,,,,,,,,,,55.4,52.5,40.7,42.2,46.4,49.7,52.0,52.7,51.6,,,,51.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11741103                   ,WDU11741103                   ,"PPI Commodity data for Machinery and equipment-Fluorescent lamp ballasts, not seasonally adjusted, discontinued",Index base: 1999.12 = 100,1999-M12,2015-M05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9,100.0,94.3,95.5,96.2,105.5,123.3,133.0,142.4,143.2,143.2,143.0,141.5,142.0,143.2,,,,,
WDU117501                     ,WDU117501                     ,"PPI Commodity data for Machinery and equipment-Panelboards, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1985-M06,20.7,22.0,23.4,25.0,30.5,27.6,27.1,27.2,28.3,30.1,31.8,31.9,31.9,32.3,32.6,32.8,33.1,32.9,32.2,32.1,32.8,35.1,37.5,40.6,42.5,42.4,42.4,48.1,55.1,60.4,64.7,72.0,79.4,94.3,97.8,100.0,101.2,108.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11750101                   ,WDU11750101                   ,"PPI Commodity data for Machinery and equipment-Distribution, fusible, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1985-M06,20.0,21.2,22.8,24.1,29.3,25.5,24.2,24.6,25.4,26.1,28.1,28.3,28.3,28.0,26.9,27.0,29.2,28.3,26.8,26.8,27.3,29.9,33.1,36.0,37.2,37.2,37.2,42.2,50.4,56.1,60.4,66.5,72.8,86.2,93.4,100.0,101.7,108.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11750102                   ,WDU11750102                   ,"PPI Commodity data for Machinery and equipment-Lighting, circuit breaker, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1985-M06,24.5,25.9,27.9,30.2,34.0,31.3,31.4,31.9,33.0,34.0,35.8,36.3,36.3,36.6,36.5,36.7,36.4,36.6,36.3,36.2,37.0,39.2,41.0,44.2,46.7,46.6,46.6,52.7,58.8,64.1,68.2,76.7,85.0,101.4,101.5,100.0,100.8,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU117502                     ,WDU117502                     ,"PPI Commodity data for Machinery and equipment-Safety switches, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M01,1985-M06,,,,,,,,,,,,,,,,,,,,,,,,,37.7,,,,49.3,54.3,58.7,63.1,69.3,81.6,91.0,100.0,107.5,117.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11750212                   ,WDU11750212                   ,"PPI Commodity data for Machinery and equipment-A-C., 3 pole, 60 amps., not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1985-M06,14.5,15.2,16.2,17.2,20.5,20.1,20.8,21.4,22.3,24.9,26.4,28.1,28.2,28.2,28.2,28.2,28.2,28.1,27.7,27.6,28.3,31.2,33.7,36.2,37.7,37.9,38.0,43.0,49.3,54.3,58.5,63.1,69.3,81.6,91.0,100.0,107.3,117.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU117503                     ,WDU117503                     ,"PPI Commodity data for Machinery and equipment-Circuit breakers, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1985-M06,23.3,23.6,23.4,24.7,28.3,28.4,30.0,31.3,31.8,38.1,43.9,44.9,45.3,40.8,39.3,39.9,38.8,42.6,44.7,44.0,45.4,44.8,40.3,42.9,42.2,38.3,40.8,53.3,64.4,66.6,71.9,74.2,78.6,86.2,95.9,100.0,101.5,100.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11750321                   ,WDU11750321                   ,"PPI Commodity data for Machinery and equipment-Air, a.c., not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1985-M06,15.8,16.4,16.5,17.4,19.7,20.0,21.2,22.0,22.1,23.9,26.1,26.0,25.6,24.9,25.3,26.4,26.8,29.3,29.3,29.9,32.3,33.6,34.9,36.9,39.3,39.7,41.4,45.6,54.7,,,,73.2,89.9,98.2,100.0,103.2,105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11750332                   ,WDU11750332                   ,"PPI Commodity data for Machinery and equipment-Oil, outdoor, 115 kv., not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1985-M06,29.4,29.7,28.4,29.7,34.3,34.3,36.3,37.8,38.7,48.1,57.4,59.7,61.3,51.2,46.6,45.0,40.7,44.3,50.8,48.9,49.9,49.6,43.9,46.2,44.2,39.6,42.2,57.4,69.7,71.1,77.1,78.9,81.7,85.1,95.5,100.0,99.4,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11750333                   ,WDU11750333                   ,"PPI Commodity data for Machinery and equipment-Oil, outdoor, 34.5 kv., 1200 amp., not seasonally adjusted, discontinued",Index base: 1982 = 100,1963-M12,1984-M13,,,,,,,,,,,,,,,,,32.9,37.1,42.5,40.3,41.1,39.5,36.1,39.3,40.9,37.3,40.1,49.0,58.8,60.2,65.2,68.1,75.6,83.3,92.4,100.0,107.1,107.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU117504                     ,WDU117504                     ,"PPI Commodity data for Machinery and equipment-Switchgear, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1985-M06,18.8,19.3,19.1,19.9,22.1,21.8,23.3,25.3,28.2,28.9,34.1,35.0,33.9,33.6,33.5,33.5,33.4,35.1,36.1,37.4,39.2,40.4,40.7,42.7,44.3,44.0,44.8,52.9,64.0,67.0,69.1,71.9,76.2,84.5,93.2,100.0,99.6,100.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11750441                   ,WDU11750441                   ,"PPI Commodity data for Machinery and equipment-Assembly, indoor, 600 v, a.c., not seasonally adjusted, discontinued",Index base: 1982 = 100,1967-M01,1985-M06,,,,,,,,,,,,,,,,,,,,,41.9,42.4,41.4,43.8,45.4,44.5,44.9,51.3,63.2,66.5,69.2,71.2,74.7,82.6,90.7,100.0,,96.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11750443                   ,WDU11750443                   ,"PPI Commodity data for Machinery and equipment-Assembly, indoor, 5 kv, a.c., not seasonally adjusted, discontinued",Index base: 1982 = 100,1967-M01,1985-M06,,,,,,,,,,,,,,,,,,,,,39.9,41.7,41.3,43.3,45.9,46.4,47.2,56.0,70.1,75.0,76.2,74.7,75.2,82.0,92.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11750445                   ,WDU11750445                   ,"PPI Commodity data for Machinery and equipment-Assembly, indoor, 15 kv, a.c., not seasonally adjusted, discontinued",Index base: 1982 = 100,1967-M01,1974-M13,,,,,,,,,,,,,,,,,,,,,38.5,40.4,41.3,43.3,45.7,44.3,44.1,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11750451                   ,WDU11750451                   ,"PPI Commodity data for Machinery and equipment-Disconnect switch, 600 amp., not seasonally adjusted, discontinued",Index base: 1982 = 100,1964-M12,1974-M13,,,,,,,,,,,,,,,,,,45.7,45.7,45.5,46.3,45.6,44.7,46.2,46.1,45.1,47.1,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11750452                   ,WDU11750452                   ,"PPI Commodity data for Machinery and equipment-Distribution cut-out, indicating, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1985-M06,27.2,28.3,27.7,28.9,32.0,31.8,33.8,36.4,39.8,41.3,48.8,50.1,49.0,48.4,48.3,48.3,48.2,46.9,47.1,48.3,48.4,49.6,49.4,49.9,,,,,,,,,84.9,90.3,96.9,100.0,99.5,97.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11750453                   ,WDU11750453                   ,"PPI Commodity data for Machinery and equipment-Bus duct, plug-in type, 600 amps., not seasonally adjusted, discontinued",Index base: 1982 = 100,1967-M01,1985-M06,,,,,,,,,,,,,,,,,,,,,30.2,32.3,35.2,37.9,39.9,40.6,40.8,43.8,49.4,51.3,55.2,59.8,69.0,83.0,92.8,100.0,,109.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11750454                   ,WDU11750454                   ,"PPI Commodity data for Machinery and equipment-Fuse link, 15 amperes, not seasonally adjusted, discontinued",Index base: 1982 = 100,1967-M01,1985-M06,,,,,,,,,,,,,,,,,,,,,36.6,37.3,38.7,40.2,40.2,41.8,44.7,49.9,55.8,56.2,58.5,62.3,70.1,86.3,90.1,100.0,111.0,119.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU117505                     ,WDU117505                     ,"PPI Commodity data for Machinery and equipment-Circuit breaker load centers, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M01,1985-M06,,,,,,,,,,,,,,,,,,,,,,,,,41.8,,,,51.5,54.9,59.3,63.8,69.0,82.1,91.3,100.0,107.6,121.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11750561                   ,WDU11750561                   ,"PPI Commodity data for Machinery and equipment-12-24 branches, not seasonally adjusted, discontinued",Index base: 1982 = 100,1967-M01,1985-M06,,,,,,,,,,,,,,,,,,,,,33.9,37.1,38.8,40.7,41.8,41.7,41.8,47.5,51.5,54.9,59.3,63.8,69.0,82.1,91.3,100.0,107.6,121.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU117506                     ,WDU117506                     ,"PPI Commodity data for Machinery and equipment-Low-voltage fuses, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1985-M06,17.5,18.8,18.7,19.0,20.0,20.0,19.8,19.8,20.6,22.1,22.1,22.2,22.5,23.3,23.1,23.1,23.9,24.4,25.8,26.9,27.7,28.9,30.0,31.6,33.9,35.4,37.5,45.4,52.5,55.6,57.4,60.8,69.4,83.7,92.2,100.0,108.5,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11750671                   ,WDU11750671                   ,"PPI Commodity data for Machinery and equipment-Cartridge fuse, renewable, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1985-M06,17.0,18.7,18.7,19.0,20.0,20.0,20.0,20.0,21.0,22.8,22.8,22.8,22.5,23.1,22.8,22.8,23.8,24.4,25.7,26.8,27.5,28.7,29.8,31.3,33.8,35.3,37.2,44.9,52.0,54.4,56.0,59.2,68.0,84.0,89.8,100.0,108.5,114.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11750672                   ,WDU11750672                   ,"PPI Commodity data for Machinery and equipment-Cartridge fuse, one-time, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1985-M06,15.8,17.9,18.2,18.6,20.0,20.0,20.0,20.0,20.8,22.1,21.8,21.8,22.3,23.3,23.2,23.2,24.1,24.6,25.9,27.1,27.9,29.2,29.9,31.3,33.6,34.9,36.6,44.8,51.6,54.3,55.8,58.9,67.0,81.7,91.2,100.0,108.7,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11750673                   ,WDU11750673                   ,"PPI Commodity data for Machinery and equipment-Plug fuse, one-time, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1983-M04,20.2,20.3,20.0,20.2,21.2,20.9,20.4,20.4,21.3,22.5,22.5,23.1,23.4,24.3,24.3,24.3,24.8,25.1,26.9,28.0,28.9,29.8,31.7,33.9,36.2,38.1,41.0,49.0,57.0,61.1,64.0,68.5,79.3,90.8,97.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11750777                   ,WDU11750777                   ,"PPI Commodity data for Machinery and equipment-Starters, a. c., 25 hp., 440 volts, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1985-M06,17.6,19.4,20.3,23.1,25.5,25.5,26.2,27.8,28.4,31.2,34.3,35.5,37.5,38.5,38.5,38.5,38.5,38.5,38.5,38.6,39.3,38.7,38.6,40.4,43.6,44.6,44.6,50.8,57.7,61.6,65.8,70.2,76.4,91.9,96.1,100.0,105.4,105.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11750781                   ,WDU11750781                   ,"PPI Commodity data for Machinery and equipment-Starters, a.c. 75 hp. 440 volts, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1985-M06,18.2,19.1,20.0,22.1,25.3,25.3,25.6,26.4,27.2,29.8,32.5,33.9,35.6,36.6,36.6,36.6,36.6,36.6,36.6,36.8,37.7,37.2,37.1,38.6,41.3,42.3,42.3,48.4,54.6,58.3,62.7,66.8,75.0,93.5,98.1,100.0,102.6,101.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11750782                   ,WDU11750782                   ,"PPI Commodity data for Machinery and equipment-Starters, d. c., 10 hp., 230 volts, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1974-M13,38.1,42.6,44.8,49.9,58.2,57.9,60.0,64.0,65.8,72.8,78.6,82.0,86.3,88.6,88.6,88.6,89.2,89.3,90.0,97.4,100.0,100.7,101.2,105.9,112.2,114.8,114.8,125.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11750783                   ,WDU11750783                   ,"PPI Commodity data for Machinery and equipment-Contactor, a. c., size 1, 3 pole, not seasonally adjusted, discontinued",Index base: 1982 = 100,1967-M01,1985-M06,,,,,,,,,,,,,,,,,,,,,35.4,34.7,34.6,36.1,38.8,40.5,40.5,47.0,53.9,55.8,59.9,64.7,73.5,87.4,93.2,100.0,105.6,107.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU117511                     ,WDU117511                     ,"PPI Commodity data for Machinery and equipment-Switchgear,exc.ducts & contr.circuit relays, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1985-M06,2005-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.5,103.4,105.6,112.4,118.8,120.8,122.1,124.2,125.8,130.9,133.2,135.5,137.5,138.6,140.6,145.7,146.2,145.3,146.3,,,,,,,,,,,,,,,
WDU11751101                   ,WDU11751101                   ,"PPI Commodity data for Machinery and equipment-Switchgear, except ducts and control circuit relays, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1991-M07,2005-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.1,124.2,125.8,130.9,133.2,135.5,137.5,138.6,140.6,145.7,146.2,145.3,146.3,,,,,,,,,,,,,,,
WDU117512                     ,WDU117512                     ,"PPI Commodity data for Machinery and equipment-Power circuit breakers, all types, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1985-M07,2005-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,101.2,103.6,104.4,104.2,104.8,104.7,105.8,106.0,106.2,105.5,106.1,106.3,107.1,109.4,108.6,106.8,109.3,,,,,,,,,,,,,,,
WDU11751201                   ,WDU11751201                   ,"PPI Commodity data for Machinery and equipment-Power circuit breakers, all types, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1986-M03,2005-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5,99.0,101.2,103.6,104.4,104.2,104.8,104.7,105.8,106.0,106.2,105.5,106.1,106.3,107.1,109.4,108.6,106.8,109.3,,,,,,,,,,,,,,,
WDU117513                     ,WDU117513                     ,"PPI Commodity data for Machinery and equipment-Panelboards & switching & interrupting devices, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1985-M06,2005-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.7,103.3,106.8,115.0,120.0,124.4,127.1,130.2,133.9,137.8,142.7,147.2,150.6,152.4,156.4,159.0,162.0,162.2,166.2,,,,,,,,,,,,,,,
WDU11751301                   ,WDU11751301                   ,"PPI Commodity data for Machinery and equipment-Panelboards and switching and interrupting devices, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1991-M07,2005-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.1,130.2,133.9,137.8,142.7,147.2,150.6,152.4,156.4,159.0,162.0,162.2,166.2,,,,,,,,,,,,,,,
WDU117514                     ,WDU117514                     ,"PPI Commodity data for Machinery and equipment-Fuses/equip. < 2300 volts ex. power dist cutout, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1985-M06,1996-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.9,108.9,112.2,118.0,126.0,134.2,136.5,148.1,148.2,151.1,146.4,,,,,,,,,,,,,,,,,,,,,,,
WDU11751401                   ,WDU11751401                   ,"PPI Commodity data for Machinery and equipment-Fuses/equip. volts, ex. power dist. cutout, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1991-M07,1996-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.5,148.1,148.2,151.1,146.4,,,,,,,,,,,,,,,,,,,,,,,
WDU117515                     ,WDU117515                     ,"PPI Commodity data for Machinery and equipment-Molded case circuit breakers, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1985-M06,2005-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,103.8,108.1,115.8,120.2,120.7,122.4,124.0,130.9,134.7,130.8,126.5,130.6,137.4,136.6,142.1,146.8,149.1,148.7,,,,,,,,,,,,,,,
WDU11751501                   ,WDU11751501                   ,"PPI Commodity data for Machinery and equipment-Molded case circuit breakers, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1991-M07,2005-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.4,124.0,130.9,134.7,130.8,126.5,130.6,137.4,136.6,142.1,146.8,149.1,148.7,,,,,,,,,,,,,,,
WDU117517                     ,WDU117517                     ,"PPI Commodity data for Machinery and equipment-Relays, control circuit, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1985-M06,1990-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.2,106.6,108.6,115.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU117518                     ,WDU117518                     ,"PPI Commodity data for Machinery and equipment-Relays for switchgear & industrial controls, not seasonally adjusted, discontinued",Index base: 1990.06 = 100,1990-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.8,110.3,113.4,116.9,121.3,126.7,133.3,136.5,140.1,140.6,146.4,152.4,158.9,,,,,,,,,,,,,,,,
WDU11751801                   ,WDU11751801                   ,"PPI Commodity data for Machinery and equipment-Relays for switchgear & industrial controls, not seasonally adjusted, discontinued",Index base: 1990.06 = 100,1991-M07,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.3,113.4,116.9,121.3,126.7,133.3,136.5,140.1,140.6,146.4,152.4,158.9,,,,,,,,,,,,,,,,
WDU11760111                   ,WDU11760111                   ,"PPI Commodity data for Machinery and equipment-Line transmission equipment, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1987-M10,2000-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0,149.0,161.4,159.0,158.1,160.4,161.6,169.1,169.3,168.3,168.3,161.3,151.6,,,,,,,,,,,,,,,,,,,
WDU11760131                   ,WDU11760131                   ,"PPI Commodity data for Machinery and equipment-Telephone sets, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,2000-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.2,90.5,92.2,90.5,91.0,86.9,85.7,82.4,81.6,82.2,82.2,82.3,81.8,80.7,78.7,,,,,,,,,,,,,,,,,,,
WDU11760132                   ,WDU11760132                   ,"PPI Commodity data for Machinery and equipment-Terminals, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1987-M10,1988-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11760133                   ,WDU11760133                   ,"PPI Commodity data for Machinery and equipment-Modems, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1986-M07,2000-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.4,111.1,115.8,,,,,,87.0,81.7,77.6,69.6,66.9,64.1,,,,,,,,,,,,,,,,,,,
WDU117602                     ,WDU117602                     ,"PPI Commodity data for Machinery and equipment-Radio and television communication equipment, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,2013-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9,101.5,102.0,103.9,105.4,106.8,107.7,108.7,110.3,111.5,112.2,113.7,114.2,113.2,111.5,111.3,110.2,109.0,108.4,108.5,109.5,110.9,113.0,114.5,115.1,116.1,116.9,,,,,,,
WDU11760201                   ,WDU11760201                   ,"PPI Commodity data for Machinery and equipment-Broadcast, studio and related equipment, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,2013-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9,100.9,103.4,104.6,103.7,104.9,106.8,107.4,105.5,106.0,106.4,105.0,105.7,105.4,107.6,108.0,108.3,107.6,107.0,107.1,107.1,107.5,108.8,109.0,109.8,109.2,109.1,,,,,,,
WDU11760202                   ,WDU11760202                   ,"PPI Commodity data for Machinery and equipment-Radio communication, fiber optics and related equipment, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,2013-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.2,102.5,103.4,105.0,104.2,105.7,109.1,111.0,112.7,111.9,112.6,114.2,113.4,112.1,108.0,108.3,104.2,100.1,97.5,96.5,95.7,96.2,98.1,98.4,98.4,97.9,96.3,,,,,,,
WDU11760203                   ,WDU11760203                   ,"PPI Commodity data for Machinery and equipment-Intercommunications, alarm and traffic control systems, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,2013-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1,102.3,102.2,105.5,106.9,103.8,103.8,104.9,106.6,108.5,110.7,112.0,113.5,112.5,111.8,114.0,115.1,115.7,115.2,114.7,116.3,116.8,119.0,120.9,122.2,123.6,125.1,,,,,,,
