index,Index,Label,unit,start,last,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
WDU12110103                   ,WDU12110103                   ,"PPI Commodity data for Furniture and household durables-Metal kitchen furniture, except dining, not seasonally adjusted, discontinued",Index base: 1989.12 = 100,1990-M02,1997-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9,,,106.1,104.5,105.1,117.9,,,,,,,,,,,,,,,,,,,,,,,,
WDU12110106                   ,WDU12110106                   ,"PPI Commodity data for Furniture and household durables-Kitchen cabinet, base only, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1974-M13,64.0,69.5,72.5,77.2,85.9,85.9,87.0,87.6,90.5,94.8,99.6,103.9,104.3,104.2,103.7,103.7,95.2,96.0,96.1,98.3,100.0,100.0,102.8,105.3,107.9,112.5,118.9,130.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU12110111                   ,WDU12110111                   ,"PPI Commodity data for Furniture and household durables-Dinette set, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1980-M05,55.5,59.7,59.2,57.0,62.3,58.0,58.2,55.7,52.9,52.8,51.6,49.6,51.4,52.3,52.3,49.9,49.1,48.7,47.3,47.9,46.9,48.7,50.7,51.2,52.6,53.5,55.4,63.0,66.5,71.2,76.2,84.3,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU12120101                   ,WDU12120101                   ,"PPI Commodity data for Furniture and household durables-Table, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,2004-M13,26.7,29.6,28.7,28.9,30.0,29.3,29.1,29.4,30.0,32.7,35.2,35.8,36.5,36.4,35.8,36.5,37.3,37.7,38.0,40.0,42.7,45.7,48.5,49.9,50.9,52.1,53.7,57.3,62.2,65.1,68.4,73.3,79.4,89.9,95.8,100.0,103.3,108.0,111.7,116.0,120.1,126.8,132.4,136.2,141.7,144.3,149.4,157.1,164.0,168.4,171.7,176.5,181.1,184.8,187.5,190.4,192.4,191.8,,,,,,,,,,,,,,,,
WDU12120103                   ,WDU12120103                   ,"PPI Commodity data for Furniture and household durables-Desks, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M06,2004-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.9,100.0,104.4,108.0,114.2,118.1,122.0,123.7,127.7,134.2,139.8,143.0,149.0,155.8,159.6,159.3,161.3,166.7,174.1,177.5,181.1,191.0,194.5,204.8,,,,,,,,,,,,,,,,
WDU12120105                   ,WDU12120105                   ,"PPI Commodity data for Furniture and household durables-Chairs, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M06,2003-M03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.5,119.1,124.2,121.9,127.0,133.1,136.4,142.2,146.8,151.5,154.8,156.9,153.7,154.7,155.9,156.9,157.9,159.7,160.5,162.2,,,,,,,,,,,,,,,,,,
WDU12120106                   ,WDU12120106                   ,"PPI Commodity data for Furniture and household durables-Credenzas and bookcases, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M06,1996-M08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,100.0,105.7,112.5,117.2,120.2,121.8,124.4,129.4,130.3,130.8,131.0,131.9,132.6,132.6,,,,,,,,,,,,,,,,,,,,,,,,,
WDU12120107                   ,WDU12120107                   ,"PPI Commodity data for Furniture and household durables-Cabinets, except sewing machines, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M06,2004-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.2,,136.6,145.4,152.6,162.9,176.1,187.7,193.6,201.8,205.3,212.5,212.8,213.0,,,,,,,,,,,,,,,,,,,
WDU12120109                   ,WDU12120109                   ,"PPI Commodity data for Furniture and household durables-Other nonupholstered living room furniture, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M06,2004-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,103.2,107.9,111.3,113.4,116.9,122.0,126.6,129.3,131.1,132.9,136.5,140.4,144.3,146.4,148.1,150.0,151.8,154.4,159.1,162.4,162.5,165.7,,,,,,,,,,,,,,,,
WDU12120211                   ,WDU12120211                   ,"PPI Commodity data for Furniture and household durables-Table, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,2004-M13,25.0,27.8,28.0,28.6,30.3,29.9,29.9,29.2,29.5,31.0,31.3,31.1,30.7,31.3,31.7,32.3,32.7,33.3,33.8,34.7,36.6,38.0,39.7,41.5,43.5,44.3,47.6,54.2,57.8,60.9,63.1,68.5,75.4,85.0,93.7,100.0,103.5,107.7,109.4,111.9,114.3,120.4,127.2,133.0,138.2,143.9,151.1,156.4,162.7,167.4,171.0,173.9,177.0,180.1,183.3,191.4,195.7,198.4,,,,,,,,,,,,,,,,
WDU12120216                   ,WDU12120216                   ,"PPI Commodity data for Furniture and household durables-Chairs, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,2004-M13,19.9,21.8,21.5,22.1,25.4,24.6,24.6,24.8,25.2,25.9,26.9,27.3,28.2,29.0,29.4,29.7,29.8,30.3,30.9,32.5,34.6,35.7,37.3,39.5,41.8,43.0,46.2,51.4,55.5,58.6,61.3,67.1,73.6,85.4,94.4,100.0,103.4,107.5,110.9,114.6,120.4,128.5,135.1,140.0,143.9,148.0,156.0,159.9,163.9,168.1,171.5,175.4,179.2,184.0,192.1,192.9,192.8,191.8,,,,,,,,,,,,,,,,
WDU12120221                   ,WDU12120221                   ,"PPI Commodity data for Furniture and household durables-Buffets and servers, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,2004-M13,26.8,29.3,28.9,29.6,31.9,31.3,31.5,30.9,31.0,32.3,32.4,32.4,32.7,33.4,33.6,34.6,34.9,35.7,36.0,37.4,39.9,41.3,43.1,45.3,47.5,47.4,49.8,55.9,59.9,63.5,66.4,71.3,79.0,89.6,95.9,100.0,105.4,109.2,114.1,117.2,119.7,130.4,139.6,147.4,155.2,160.2,167.7,175.7,184.6,188.4,192.0,197.9,205.6,214.9,228.2,236.9,238.3,244.5,,,,,,,,,,,,,,,,
WDU12120231                   ,WDU12120231                   ,"PPI Commodity data for Furniture and household durables-China and corner cabinets, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,2004-M13,24.5,27.6,27.1,27.8,29.5,28.8,28.8,29.0,29.1,29.9,30.4,30.3,30.8,31.6,31.7,32.3,32.6,33.2,33.8,35.6,37.4,38.4,40.1,42.2,44.3,45.5,48.7,53.8,56.8,62.3,65.2,70.2,77.1,86.9,93.9,,103.8,108.4,105.7,103.8,108.9,116.3,122.3,127.4,132.1,138.5,145.6,152.8,158.3,160.2,161.4,163.2,170.9,175.4,178.0,178.3,174.8,153.0,,,,,,,,,,,,,,,,
WDU12120233                   ,WDU12120233                   ,"PPI Commodity data for Furniture and household durables-Other dining rm & kitchen furniture, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M06,2003-M08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.7,100.0,106.9,111.2,114.9,107.7,108.1,114.9,122.4,124.9,126.5,127.0,127.6,127.9,130.2,131.2,123.0,123.3,126.4,128.8,129.1,128.5,,,,,,,,,,,,,,,,,,
