index,Index,Label,unit,start,last,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
WDU01410112                   ,WDU01410112                   ,"PPI Commodity data for Farm products-Chicken,light,West Pennsylvania . . . . . . . . . . . . . . ., not seasonally adjusted, discontinued",Index base: 1967 = 100,1967-M06,1968-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01410131                   ,WDU01410131                   ,"PPI Commodity data for Farm products-Chicken,light,central California. . . . . . . . . . . . . . ., not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1969-M13,,,,,,,,,,,,,,,,,,,,,,501.6,550.6,494.5,404.2,494.5,394.5,422.4,303.7,333.0,299.3,249.0,269.5,174.4,204.6,154.5,130.0,141.3,122.4,116.2,188.9,100.0,119.6,208.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01410241                   ,WDU01410241                   ,"PPI Commodity data for Farm products-Broilers and fryers,Alabama . . . . . . . . . . . . . . . . ., not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1969-M13,,,,,,,,,,,,,,,,,,,,,,203.1,238.3,181.6,181.6,187.1,203.3,188.5,158.0,172.7,136.4,138.3,132.7,111.9,120.3,96.3,106.9,101.0,99.0,105.9,114.8,100.0,113.3,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01410251                   ,WDU01410251                   ,"PPI Commodity data for Farm products-Broilers and fryers,N. Georgia. . . . . . . . . . . . . . . ., not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1969-M13,,,,,,,,,,,,,,,,,,,,,,235.7,265.6,204.3,198.7,212.2,216.5,202.2,167.0,188.5,140.7,138.1,135.7,118.8,124.7,102.4,109.8,105.1,101.6,107.7,114.1,100.0,112.7,122.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01410261                   ,WDU01410261                   ,"PPI Commodity data for Farm products-Fryers,Del.,Mar.,Va . . . . . . . . . . . . . . . . . . . . ., not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1969-M13,,,,,,,,,,,,,,,,,,,,,,210.5,244.4,186.9,180.7,187.1,193.2,180.4,155.9,179.8,137.1,132.9,132.0,117.6,120.7,104.7,111.0,106.6,105.7,108.8,108.0,100.0,109.9,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01410271                   ,WDU01410271                   ,"PPI Commodity data for Farm products-Fryers,central California . . . . . . . . . . . . . . . . . ., not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1969-M13,,,,,,,,,,,,,,,,,,,,,,207.7,241.2,192.7,189.4,163.3,164.4,162.0,142.4,151.7,120.3,118.3,119.2,106.7,110.0,91.2,101.4,100.5,99.1,99.8,105.8,100.0,98.1,101.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU014103                     ,WDU014103                     ,"PPI Commodity data for Farm products-Slaughter hens, not seasonally adjusted, discontinued",Index base: 1991.12 = 100,1991-M12,2001-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.9,66.8,40.1,35.4,45.0,138.0,96.6,36.7,8.3,0.8,,,,,,,,,,,,,
WDU01410399                   ,WDU01410399                   ,"PPI Commodity data for Farm products-Slaughter hens, not seasonally adjusted, discontinued",Index base: 1991.12 = 100,1991-M12,2001-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.9,66.8,40.1,35.4,45.0,138.0,96.6,36.7,8.3,0.8,,,,,,,,,,,,,
WDU01420175                   ,WDU01420175                   ,"PPI Commodity data for Farm products-Turkey fryer. . . . . . . . . . . . . . . . . . . . . . . . ., not seasonally adjusted, discontinued",Index base: 1967 = 100,1955-M01,1971-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.9,142.6,124.4,130.9,115.2,130.0,101.0,115.3,115.8,104.2,115.6,114.1,100.0,99.3,109.2,130.6,112.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01420181                   ,WDU01420181                   ,"PPI Commodity data for Farm products-Hens, not seasonally adjusted, discontinued",Index base: 1982 = 100,1955-M01,1991-M12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,70.4,59.5,65.0,64.9,70.3,52.9,57.6,60.6,55.5,62.1,62.2,48.1,58.4,64.9,64.9,,62.2,109.0,83.0,93.8,81.2,91.7,,115.1,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01420185                   ,WDU01420185                   ,"PPI Commodity data for Farm products-Toms, not seasonally adjusted, discontinued",Index base: 1982 = 100,1955-M01,1991-M12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.1,66.1,51.8,54.3,63.1,63.3,45.2,49.8,54.1,52.2,57.5,59.1,44.8,50.6,58.2,56.3,,55.6,101.1,74.9,,,,,108.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU0152                       ,WDU0152                       ,"PPI Commodity data for Farm products-Wool, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,2011-M07,,,,,,,,,,,,,,,,,,,,,,62.4,75.0,77.2,94.9,125.8,76.4,80.2,79.5,68.4,66.2,76.8,57.0,60.0,58.9,58.8,61.7,65.8,70.3,64.1,67.5,57.7,56.0,57.0,50.3,34.2,54.7,112.5,80.4,63.1,80.8,85.2,88.8,98.8,108.2,115.6,100.0,86.5,99.0,80.7,81.1,101.8,147.5,137.7,89.6,69.4,81.6,56.5,80.5,99.6,78.1,91.9,65.5,43.1,39.9,46.0,78.9,99.3,95.8,75.8,71.4,,125.4,,,,,,
WDU015201                     ,WDU015201                     ,"PPI Commodity data for Farm products-Wool, not seasonally adjusted, discontinued",Index base: 1982 = 100,1975-M01,2011-M07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1,80.8,85.2,88.8,98.8,108.2,115.6,100.0,86.5,99.0,80.7,81.1,101.8,147.5,137.7,89.6,69.4,81.6,56.5,80.5,99.6,78.1,91.9,65.5,43.1,39.9,46.0,78.9,99.3,95.8,75.8,71.4,,125.4,,,,,,
WDU01520101                   ,WDU01520101                   ,"PPI Commodity data for Farm products-64's, staple 2 3/4 in. and up, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1991-M13,,,,,,,,,,,,,,,,,,,,,,56.3,74.7,75.6,89.8,112.6,67.8,70.4,69.4,57.9,55.8,65.4,48.3,49.5,47.3,48.0,50.7,53.9,56.7,51.0,54.9,49.5,49.0,49.7,42.0,27.1,46.8,102.0,72.6,60.6,74.1,74.3,77.4,88.0,,112.6,,86.1,92.9,78.2,77.9,107.5,178.5,151.6,104.8,80.9,,,,,,,,,,,,,,,,,,,,,,,
WDU01520102                   ,WDU01520102                   ,"PPI Commodity data for Farm products-Short french combing and clothing, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1975-M01,,,,,,,,,,,,,,,,,,,,,,100.3,119.9,130.4,163.7,213.6,137.2,146.9,146.8,122.4,112.7,129.0,98.2,102.1,99.2,100.9,102.4,107.6,116.8,104.4,113.6,100.0,90.6,96.9,83.8,52.7,92.2,194.5,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01520106                   ,WDU01520106                   ,"PPI Commodity data for Farm products-62's, staple 3 in. and up, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1991-M13,,,,,,,,,,,,,,,,,,,,,,56.3,68.8,69.7,84.1,116.4,69.9,72.1,72.4,62.6,59.8,71.5,52.4,55.5,53.0,52.8,56.0,59.3,63.2,58.2,61.5,53.0,51.3,52.1,45.4,29.6,48.9,105.6,75.1,59.5,74.3,76.8,79.3,89.9,,112.7,,81.9,92.1,74.9,74.9,99.9,151.9,138.7,91.0,69.4,,,,,,,,,,,,,,,,,,,,,,,
WDU01520107                   ,WDU01520107                   ,"PPI Commodity data for Farm products-60's, staple 3 in. and up, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1991-M13,,,,,,,,,,,,,,,,,,,,,,61.1,70.8,73.5,86.8,118.8,81.9,91.8,92.3,78.4,71.9,88.9,65.5,69.5,66.2,65.7,67.2,70.2,73.3,66.7,76.5,66.1,61.2,63.2,54.7,36.3,60.1,131.1,92.1,69.5,87.9,90.3,95.8,106.6,,122.3,,83.6,104.9,82.2,84.1,107.7,151.8,142.7,91.0,71.0,,,,,,,,,,,,,,,,,,,,,,,
WDU01520108                   ,WDU01520108                   ,"PPI Commodity data for Farm products-58's, staple 3 1/4 in. and up, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1991-M13,,,,,,,,,,,,,,,,,,,,,,73.4,73.8,77.4,103.0,147.6,88.1,90.8,90.2,80.7,79.2,89.6,68.5,74.1,75.2,73.4,76.6,82.1,88.9,83.4,85.5,67.4,65.8,66.0,60.7,44.6,63.4,116.2,87.7,65.3,92.9,102.0,107.4,115.5,,119.2,,86.3,112.5,88.2,89.4,109.8,149.7,142.7,90.6,71.3,,,,,,,,,,,,,,,,,,,,,,,
WDU01520111                   ,WDU01520111                   ,"PPI Commodity data for Farm products-54's staple 3 1/2 in. and up, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1991-M13,,,,,,,,,,,,,,,,,,,,,,83.7,79.8,81.5,109.9,159.4,88.3,95.0,93.0,85.9,86.7,98.3,72.8,82.5,87.3,83.8,89.0,96.9,107.1,98.9,96.6,73.4,68.6,70.2,71.3,55.0,74.5,129.2,89.1,61.6,92.7,110.7,113.4,123.0,,123.7,,85.7,107.4,92.0,93.0,104.6,134.8,140.3,88.5,68.3,,,,,,,,,,,,,,,,,,,,,,,
WDU01520199                   ,WDU01520199                   ,"PPI Commodity data for Farm products-Wool, not seasonally adjusted, discontinued",Index base: 1991.12 = 100,1992-M01,2011-M07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,83.8,119.4,147.8,116.0,136.3,97.2,63.9,59.1,68.3,117.1,147.3,142.1,112.4,105.9,,186.1,,,,,,
WDU0153                       ,WDU0153                       ,"PPI Commodity data for Farm products-Foreign wool, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1985-M13,,,,,,,,,,,,,,,,,,,,,,32.5,48.2,50.3,63.6,93.2,50.5,54.4,54.9,48.8,47.2,56.7,44.1,41.5,44.1,41.6,42.8,47.9,52.9,43.5,45.4,43.5,41.1,42.5,38.1,36.9,58.1,103.1,83.4,71.8,88.1,92.5,96.7,118.6,117.7,112.7,100.0,92.3,95.4,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU015301                     ,WDU015301                     ,"PPI Commodity data for Farm products-Apparel wool, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1985-M13,,,,,,,,,,,,,,,,,,,,,,39.4,58.5,61.0,77.2,113.1,61.2,65.9,66.7,59.1,57.2,68.8,53.5,50.3,53.5,50.5,51.9,58.1,64.1,52.7,55.0,51.2,49.9,50.1,42.6,38.6,55.8,107.8,85.8,72.0,73.1,77.8,79.7,95.2,97.6,103.7,100.0,90.8,92.1,86.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01530101                   ,WDU01530101                   ,"PPI Commodity data for Farm products-Australian 64's type 62, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1985-M13,,,,,,,,,,,,,,,,,,,,,,42.7,66.4,70.8,81.7,107.6,62.3,73.5,71.4,58.0,57.4,64.6,48.9,45.0,48.5,46.1,47.9,53.3,57.7,48.5,52.1,48.5,49.3,49.5,41.3,36.6,54.1,113.1,84.4,71.4,,79.3,80.8,95.5,,103.6,100.0,90.8,92.1,86.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01530102                   ,WDU01530102                   ,"PPI Commodity data for Farm products-Australian 58,s/60,s type 433/2, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1974-M13,,,,,,,,,,,,,,,,,,,,,,79.1,129.3,130.5,157.6,219.4,125.0,138.5,134.9,115.8,120.3,131.8,97.4,92.3,100.1,94.6,99.0,111.1,121.7,100.2,108.1,100.0,98.5,96.0,81.8,75.3,111.9,236.8,164.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01530103                   ,WDU01530103                   ,"PPI Commodity data for Farm products-Montevideo, 58's/60's, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1972-M13,,,,,,,,,,,,,,,,,,,,,,87.2,125.2,129.7,164.5,269.6,133.3,133.7,138.6,123.9,115.1,150.4,113.5,108.3,101.4,93.5,103.8,118.6,131.6,100.4,110.2,100.0,90.3,92.2,82.3,73.9,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01530104                   ,WDU01530104                   ,"PPI Commodity data for Farm products-Montevideo, 50's/56's, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1972-M13,,,,,,,,,,,,,,,,,,,,,,86.3,120.9,120.6,157.7,263.1,130.5,125.2,139.0,128.1,120.6,155.7,116.6,114.7,109.5,100.1,109.7,122.8,138.5,104.1,114.7,100.0,88.0,88.3,79.0,74.0,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01530107                   ,WDU01530107                   ,"PPI Commodity data for Farm products-S. African, 64's-70's, good topmaking, not seasonally adjusted, discontinued",Index base: 1967 = 100,1965-M12,1981-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.6,100.8,100.0,95.8,95.9,81.6,74.6,105.1,212.4,176.9,,150.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01530108                   ,WDU01530108                   ,"PPI Commodity data for Farm products-New Zealand, 56's, combing, not seasonally adjusted, discontinued",Index base: 1967 = 100,1965-M12,1972-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.3,106.2,100.0,88.4,92.7,82.4,79.4,121.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU015302                     ,WDU015302                     ,"PPI Commodity data for Farm products-Carpet wool, not seasonally adjusted, discontinued",Index base: 1982 = 100,1967-M01,1985-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.8,31.4,33.9,32.6,34.2,58.9,95.8,78.9,69.8,99.2,103.5,109.3,135.9,132.6,119.4,100.0,93.4,97.7,94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01530211                   ,WDU01530211                   ,"PPI Commodity data for Farm products-B.a. march, 40's/36's, not seasonally adjusted, discontinued",Index base: 1982 = 100,1967-M01,1977-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.6,26.6,30.0,28.7,30.0,51.6,84.6,74.9,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01530212                   ,WDU01530212                   ,"PPI Commodity data for Farm products-B.A. November, 40's/36's, not seasonally adjusted, discontinued",Index base: 1982 = 100,1967-M01,1981-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.4,28.3,31.5,30.1,31.7,55.0,87.8,73.1,61.2,94.0,93.6,113.1,184.8,159.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01530214                   ,WDU01530214                   ,"PPI Commodity data for Farm products-New Zealand, 2nd shear B, not seasonally adjusted, discontinued",Index base: 1982 = 100,1967-M01,1981-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.2,33.6,35.2,34.0,35.7,61.1,100.2,81.0,73.6,99.6,104.2,108.6,130.0,129.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01540101                   ,WDU01540101                   ,"PPI Commodity data for Farm products-Raw silk. . . . . . . . . . . . . . . . . . . . . . . . . . ., not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1970-M13,,,,,,,,,,,,,,,,,,,,,,52.2,30.0,30.8,37.1,51.0,54.7,56.1,52.2,48.7,47.6,47.6,43.4,43.4,48.7,55.1,63.9,74.9,60.4,72.3,85.7,100.0,105.5,98.8,118.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU0155                       ,WDU0155                       ,"PPI Commodity data for Farm products-Plant fibers, except cotton, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1985-M13,,,,,,,,,,,,,,,,,,,,,,60.2,68.5,65.6,61.7,92.1,65.3,51.1,43.7,43.0,44.7,47.6,46.5,54.9,61.0,60.2,55.2,67.5,64.1,52.6,50.3,43.4,41.0,44.3,42.6,45.2,48.2,62.3,106.2,90.9,70.7,74.4,77.9,91.3,112.7,104.0,100.0,96.0,120.5,129.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU015501                     ,WDU015501                     ,"PPI Commodity data for Farm products-Hard fibers, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1985-M13,,,,,,,,,,,,,,,,,,,,,,50.8,57.2,55.2,52.8,78.8,56.8,43.6,35.7,35.8,37.3,38.9,38.5,47.0,51.1,46.7,45.0,57.7,54.0,41.4,37.9,32.7,30.2,31.1,31.3,33.9,36.5,59.9,125.7,91.4,69.7,72.6,70.1,86.2,112.0,103.3,100.0,97.5,123.4,109.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01550101                   ,WDU01550101                   ,"PPI Commodity data for Farm products-Abaca, manila fiber, grade I, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1985-M13,,,,,,,,,,,,,,,,,,,,,,51.1,59.6,59.4,56.2,67.4,50.4,51.0,38.9,40.8,46.9,57.1,54.5,64.7,66.9,62.0,48.9,47.4,49.5,48.9,43.7,38.6,33.6,35.6,,,,,,,68.2,72.1,63.5,82.3,,104.0,100.0,94.0,149.4,115.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01550121                   ,WDU01550121                   ,"PPI Commodity data for Farm products-Sisal, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1969-M13,,,,,,,,,,,,,,,,,,,,,,50.4,56.4,54.0,56.5,96.4,65.7,41.1,37.4,35.0,34.2,31.2,31.7,39.4,44.1,39.8,43.7,63.6,57.0,38.4,35.3,30.2,29.0,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU015502                     ,WDU015502                     ,"PPI Commodity data for Farm products-Soft (bast) fibers, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M01,1984-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.8,,,,,72.8,78.2,94.8,102.3,,105.3,100.0,92.6,114.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01550231                   ,WDU01550231                   ,"PPI Commodity data for Farm products-Jute,raw,bang tossa C, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1984-M13,,,,,,,,,,,,,,,,,,,,,,50.4,60.5,55.7,47.9,70.5,44.8,40.0,43.0,39.8,40.5,46.9,43.9,45.4,55.6,70.7,53.7,51.8,53.0,58.3,64.4,59.9,57.7,64.7,60.2,62.8,66.5,66.2,74.5,,72.8,77.9,97.3,103.1,,105.3,100.0,92.6,109.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01610101                   ,WDU01610101                   ,"PPI Commodity data for Farm products-New York, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1973-M06,,,,,,,,,,,,,,,,,,,,,,85.2,96.6,90.6,86.6,96.3,94.4,90.5,89.0,91.1,91.5,96.5,95.2,96.0,94.6,91.1,90.2,86.7,88.1,88.9,95.3,100.0,106.0,111.9,115.6,118.2,121.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01610111                   ,WDU01610111                   ,"PPI Commodity data for Farm products-Chicago, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1973-M06,,,,,,,,,,,,,,,,,,,,,,79.6,92.3,72.7,71.1,84.7,92.7,80.3,72.0,73.3,78.0,76.3,76.0,74.9,83.3,84.2,83.8,82.8,82.7,82.4,92.7,100.0,107.5,111.6,114.8,119.2,122.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01610121                   ,WDU01610121                   ,"PPI Commodity data for Farm products-San Francisco, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1973-M06,,,,,,,,,,,,,,,,,,,,,,80.3,87.1,83.1,75.8,86.0,97.1,93.2,84.1,83.5,87.6,93.1,92.4,95.4,96.4,96.4,96.9,95.9,95.9,95.9,97.6,100.0,103.7,105.1,106.6,109.3,110.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01610131                   ,WDU01610131                   ,"PPI Commodity data for Farm products-Dallas, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1973-M06,,,,,,,,,,,,,,,,,,,,,,76.8,87.3,82.9,75.0,89.8,97.9,86.4,77.9,82.0,86.3,81.9,81.5,78.5,81.1,80.1,75.3,79.4,80.8,79.6,93.0,100.0,108.1,110.7,114.3,116.4,114.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01610141                   ,WDU01610141                   ,"PPI Commodity data for Farm products-Washington, D.C., not seasonally adjusted, discontinued",Index base: 1967 = 100,1958-M01,1973-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.4,91.1,90.5,87.6,84.5,81.5,83.9,85.3,92.8,100.0,105.1,110.3,114.5,117.2,120.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU0162                       ,WDU0162                       ,"PPI Commodity data for Farm products-Milk, manufacturing grade, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,2010-M13,,,,,,,,,,,,,,,,,,,,,,27.6,31.5,23.2,23.6,28.7,29.9,26.5,24.1,23.8,24.5,24.8,24.0,24.0,25.0,25.9,24.8,25.0,25.5,26.3,31.4,31.6,33.1,34.9,36.9,38.1,39.7,47.9,56.4,60.0,67.9,68.8,75.8,87.4,95.1,100.7,100.0,99.5,98.0,92.8,90.0,90.2,88.4,98.1,97.5,87.9,94.3,93.3,94.3,92.9,105.7,95.3,113.3,102.5,86.3,110.6,89.2,96.3,126.6,118.7,100.1,149.7,148.0,99.5,121.4,,,,
WDU016201                     ,WDU016201                     ,"PPI Commodity data for Farm products-Milk, manufacturing grade, not seasonally adjusted, discontinued",Index base: 1982 = 100,1991-M07,2010-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.3,93.3,94.3,92.9,105.7,95.3,113.3,102.5,86.3,110.6,89.2,96.3,126.6,118.7,100.1,149.7,148.0,99.5,121.4,,,,
WDU01620101                   ,WDU01620101                   ,"PPI Commodity data for Farm products-Milk, manufacturing grade, not seasonally adjusted, discontinued",Index base: 1982 = 100,1973-M08,2010-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.4,60.0,67.9,68.8,76.0,87.4,95.2,100.7,100.0,99.5,97.9,92.8,90.0,90.2,88.4,98.1,97.5,87.9,94.3,93.3,94.3,92.9,105.7,95.3,113.3,102.5,86.3,110.6,89.2,96.3,126.6,118.7,100.1,149.7,148.0,99.5,121.4,,,,
WDU01620102                   ,WDU01620102                   ,"PPI Commodity data for Farm products-For butter, not seasonally adjusted, discontinued",Index base: 1967 = 100,1958-M01,1973-M03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.6,76.2,78.2,81.8,78.7,78.4,80.1,83.2,97.6,100.0,104.5,108.6,115.7,120.2,124.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01620103                   ,WDU01620103                   ,"PPI Commodity data for Farm products-For cheese, not seasonally adjusted, discontinued",Index base: 1967 = 100,1958-M01,1973-M03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.7,76.1,81.8,82.5,78.5,80.2,81.6,84.0,102.7,100.0,104.7,113.7,119.3,122.0,127.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01620104                   ,WDU01620104                   ,"PPI Commodity data for Farm products-For evaporated milk, not seasonally adjusted, discontinued",Index base: 1967 = 100,1958-M01,1973-M03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.1,75.7,79.3,81.5,76.9,78.8,80.3,82.1,99.7,100.0,104.6,111.3,115.6,118.0,121.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01710101                   ,WDU01710101                   ,"PPI Commodity data for Farm products-Eggs,large,New England. . . . . . . . . . . . . . . . . . . ., not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1971-M13,,,,,,,,,,,,,,,,,,,,,,159.4,166.4,161.3,136.0,173.8,152.2,167.3,129.1,143.2,129.2,124.1,131.6,104.4,130.7,117.5,115.6,110.0,105.9,117.3,122.1,100.0,112.1,131.5,121.4,102.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01710102                   ,WDU01710102                   ,"PPI Commodity data for Farm products-Eggs,extra large,Chicago. . . . . . . . . . . . . . . . . . ., not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1971-M13,,,,,,,,,,,,,,,,,,,,,,149.9,166.8,161.4,136.0,173.3,152.8,170.6,127.2,136.7,129.8,122.0,128.7,102.6,121.0,118.5,114.3,113.2,109.0,112.7,132.6,100.0,112.1,137.9,129.6,99.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU01710103                   ,WDU01710103                   ,"PPI Commodity data for Farm products-Eggs,fancy heavy weights,New York . . . . . . . . . . . . . ., not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1971-M13,,,,,,,,,,,,,,,,,,,,,,149.3,159.7,154.5,132.2,166.7,149.3,162.7,123.1,133.0,128.8,121.2,129.2,103.3,121.1,117.9,115.6,112.9,107.4,112.5,128.3,100.0,110.3,137.4,129.0,102.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
