index,Index,Label,unit,start,last,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
WDU15950125                   ,WDU15950125                   ,"PPI Commodity data for Miscellaneous products-Black lead pencil, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1985-M13,,,,,,,,,,,,,,,,,,,,,,30.4,29.6,28.5,29.9,34.9,34.9,34.9,35.0,36.8,39.7,43.0,42.6,42.3,42.5,46.0,45.5,44.6,45.2,45.2,45.2,45.4,45.4,48.7,50.7,54.2,54.3,54.7,59.2,64.1,65.5,68.0,70.1,79.0,86.6,92.7,100.0,104.5,107.2,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15950201                   ,WDU15950201                   ,"PPI Commodity data for Miscellaneous products-Ball point pens, including roller pens, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,2011-M13,,,,,,,,,,,,,,,,,,,,,,59.8,59.8,59.8,59.8,59.8,58.9,57.3,60.3,60.5,59.2,59.2,59.2,59.2,59.5,59.5,58.2,58.2,58.2,61.1,64.1,64.5,64.5,56.9,64.6,64.8,64.8,64.8,65.6,66.3,66.3,71.1,78.1,90.3,,,,,,,104.9,106.0,110.4,114.7,118.9,122.9,126.9,127.3,131.2,133.4,146.0,147.6,149.2,148.0,149.2,151.3,153.2,153.9,155.9,161.0,164.4,168.0,163.6,159.3,160.5,161.7,,,,,,,
WDU15950202                   ,WDU15950202                   ,"PPI Commodity data for Miscellaneous products-Fountain pens, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1987-M13,,,,,,,,,,,,,,,,,,,,,,47.8,47.8,46.5,46.4,46.4,46.4,45.5,46.2,46.6,46.7,46.7,46.7,46.7,46.7,46.7,46.7,46.7,44.6,42.4,44.2,44.2,44.2,44.2,44.3,44.3,44.3,46.5,49.3,,,,,,,,,,,,105.3,111.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15950203                   ,WDU15950203                   ,"PPI Commodity data for Miscellaneous products-Soft tip pens, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1986-M03,1993-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.7,101.0,101.2,101.2,101.3,102.8,103.1,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15950206                   ,WDU15950206                   ,"PPI Commodity data for Miscellaneous products-Mechanical pencils, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1986-M02,,,,,,,,,,,,,,,,,,,,,,61.0,61.0,57.8,57.1,57.1,56.8,55.5,59.0,60.4,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.6,64.7,67.8,68.2,68.2,68.2,68.3,68.6,68.6,68.6,68.8,69.9,75.5,77.8,77.8,87.1,94.4,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15950207                   ,WDU15950207                   ,"PPI Commodity data for Miscellaneous products-Pen and mechanical pencil parts & refill cartridges, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8,101.1,105.4,107.2,108.6,119.5,125.9,133.4,138.1,144.1,155.0,160.8,162.4,163.3,163.7,164.4,166.4,175.0,,,,,,,,,,,,,,,
WDU15950208                   ,WDU15950208                   ,"PPI Commodity data for Miscellaneous products-Markers, fine point and broad tipped, not seasonally adjusted, discontinued",Index base: 1993.06 = 100,1993-M06,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.6,115.8,118.9,119.5,119.7,119.9,120.6,122.2,122.2,122.2,122.2,127.1,129.1,132.1,133.4,135.5,136.6,136.2,,,,,,,
WDU15950209                   ,WDU15950209                   ,"PPI Commodity data for Miscellaneous products-Other pens, mechanical pencils, and parts, not seasonally adjusted, discontinued",Index base: 1993.06 = 100,1993-M06,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.4,108.7,115.8,120.3,123.9,131.8,132.2,,148.0,,156.8,161.5,166.7,182.9,186.6,191.5,192.7,196.8,,,,,,,
WDU15950301                   ,WDU15950301                   ,"PPI Commodity data for Miscellaneous products-Black graphite pencils, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,2001-M13,,,,,,,,,,,,,,,,,,,,,,30.4,29.6,28.5,29.9,34.9,34.9,34.9,35.0,36.8,39.7,43.0,42.6,42.3,42.5,46.0,45.5,44.6,45.2,45.2,45.2,45.4,45.4,48.7,50.7,54.2,54.3,54.7,59.2,64.1,65.5,68.0,70.1,79.0,86.6,92.7,100.0,104.5,107.2,107.2,104.5,103.0,105.4,,,,,136.8,135.7,138.4,140.4,140.6,141.3,141.1,141.4,141.0,,,,,,,,,,,,,,,,,
WDU15950302                   ,WDU15950302                   ,"PPI Commodity data for Miscellaneous products-Other wood cased pencils, crayons, and chalk, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,2001-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.8,104.7,109.5,112.0,115.3,,122.9,125.0,126.8,129.5,130.1,130.1,130.1,130.5,132.2,138.5,,,,,,,,,,,,,,,,,
WDU15950303                   ,WDU15950303                   ,"PPI Commodity data for Miscellaneous products-Artists' equipment and supplies, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.7,104.7,110.3,116.0,122.5,125.3,130.2,133.1,135.7,139.0,139.4,142.4,144.2,148.3,149.0,150.9,153.7,155.5,157.0,159.3,162.1,166.7,169.6,175.9,174.4,174.4,,,,,,,
WDU15950304                   ,WDU15950304                   ,"PPI Commodity data for Miscellaneous products-Nonmechanical pencils, crayons, and chalk, not seasonally adjusted, discontinued",Index base: 2001.12 = 100,2001-M12,2004-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.7,97.9,,,,,,,,,,,,,,,
WDU15950306                   ,WDU15950306                   ,"PPI Commodity data for Miscellaneous products-Blackboards, not seasonally adjusted, discontinued",Index base: 2004.06 = 100,2004-M06,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.2,98.8,98.9,103.3,,,,,,,
WDU15950401                   ,WDU15950401                   ,"PPI Commodity data for Miscellaneous products-Rubber and vinyl stamps, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,2005-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.2,109.7,112.3,115.3,118.6,121.2,123.2,125.5,126.7,128.1,130.3,132.9,135.2,135.8,136.4,138.6,139.9,140.4,143.2,145.5,,,,,,,,,,,,,
WDU15950402                   ,WDU15950402                   ,"PPI Commodity data for Miscellaneous products-Mechanical hand stamps, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,2005-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.2,107.9,110.9,119.4,126.2,132.3,138.0,143.8,146.9,147.4,148.6,148.7,151.4,151.3,151.9,151.9,155.4,156.9,156.5,159.7,,,,,,,,,,,,,
WDU15950403                   ,WDU15950403                   ,"PPI Commodity data for Miscellaneous products-Embossing seals, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,1995-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.4,103.3,107.9,113.5,116.2,125.5,131.5,134.0,134.0,,,,,,,,,,,,,,,,,,,,,,,,
WDU15950404                   ,WDU15950404                   ,"PPI Commodity data for Miscellaneous products-Metal hand stamps, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,1997-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.8,104.5,108.2,114.2,116.4,117.8,119.6,118.9,119.1,122.3,133.2,141.3,,,,,,,,,,,,,,,,,,,,,
WDU15950405                   ,WDU15950405                   ,"PPI Commodity data for Miscellaneous products-Other marking devices, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,2005-M08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.6,103.1,101.7,104.4,104.9,106.0,107.1,106.9,108.4,108.3,117.5,120.7,120.5,120.0,118.7,118.7,120.4,120.9,122.2,,,,,,,,,,,,,,
WDU159601                     ,WDU159601                     ,"PPI Commodity data for Miscellaneous products-Watches, clocks & timing mech., ex. parts, not seasonally adjusted, discontinued",Index base: 1982 = 100,1983-M03,2001-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.5,106.9,107.9,106.3,108.3,110.0,112.0,113.9,117.2,117.9,118.4,119.5,121.8,121.4,117.8,117.2,118.2,119.8,,,,,,,,,,,,,,,,,,
WDU15960121                   ,WDU15960121                   ,"PPI Commodity data for Miscellaneous products-Watches, not seasonally adjusted, discontinued",Index base: 1983.06 = 100,1983-M06,1996-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.7,100.9,98.1,99.9,100.8,100.5,102.1,106.7,105.6,106.5,106.5,107.1,107.8,,,,,,,,,,,,,,,,,,,,,,
WDU15960123                   ,WDU15960123                   ,"PPI Commodity data for Miscellaneous products-Clocks, not seasonally adjusted, discontinued",Index base: 1983.06 = 100,1983-M06,2001-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.9,105.1,106.4,108.3,111.4,113.8,116.0,117.9,122.4,123.8,127.1,131.7,129.1,120.8,118.2,119.3,121.1,,,,,,,,,,,,,,,,,,
WDU15960125                   ,WDU15960125                   ,"PPI Commodity data for Miscellaneous products-Timing mechanisms, not seasonally adjusted, discontinued",Index base: 1983.06 = 100,1983-M06,2001-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.2,103.9,103.7,105.5,106.5,115.2,117.2,118.1,117.0,115.8,116.3,118.7,120.1,121.5,122.5,123.5,125.8,,,,,,,,,,,,,,,,,,
WDU15960131                   ,WDU15960131                   ,"PPI Commodity data for Miscellaneous products-Wrist watch,women's,domestic movement . . . . . . . . . . . ., not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1969-M13,,,,,,,,,,,,,,,,,,,,,,86.9,86.9,86.9,86.9,87.0,88.7,88.7,88.2,88.7,94.2,94.7,94.7,94.7,96.7,97.9,97.9,97.9,97.9,97.7,97.7,100.0,103.2,113.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15960132                   ,WDU15960132                   ,"PPI Commodity data for Miscellaneous products-Wristwatch, women's imported movement, 17 jew/quartz movement, not seasonally adjusted, discontinued",Index base: 1982 = 100,1955-M01,1983-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.4,48.3,47.9,47.2,47.3,47.7,47.9,48.0,47.8,47.7,47.2,47.7,48.9,50.9,52.6,51.2,50.3,51.8,57.2,64.8,70.8,71.2,73.4,75.5,81.9,87.7,107.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15960133                   ,WDU15960133                   ,"PPI Commodity data for Miscellaneous products-Wrist watch, men's, imported movement, not seasonally adjusted, discontinued",Index base: 1982 = 100,1962-M12,1983-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.6,57.5,54.3,54.6,55.9,59.2,60.1,64.2,64.3,60.8,59.8,64.0,70.3,77.3,76.2,76.7,83.1,87.6,96.6,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15960137                   ,WDU15960137                   ,"PPI Commodity data for Miscellaneous products-Electric clock, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1979-M03,,,,,,,,,,,,,,,,,,,,,,63.2,63.2,60.0,57.8,59.2,59.5,60.6,59.9,55.3,54.9,56.5,62.4,62.8,61.5,60.6,56.9,57.3,55.2,52.9,52.9,58.7,60.9,59.7,58.5,58.0,58.9,60.2,63.7,69.3,72.0,74.0,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15960138                   ,WDU15960138                   ,"PPI Commodity data for Miscellaneous products-Alarm clock, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1970-M13,,,,,,,,,,,,,,,,,,,,,,23.2,24.9,25.1,25.8,28.9,29.1,31.7,32.4,33.0,35.6,36.2,36.5,37.1,39.0,38.9,41.1,41.3,41.3,40.2,40.4,40.9,41.0,42.4,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU159602                     ,WDU159602                     ,"PPI Commodity data for Miscellaneous products-Parts, not seasonally adjusted, discontinued",Index base: 1983.06 = 100,1983-M06,2001-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,105.4,,,,,,,110.0,111.6,113.0,115.0,115.9,117.6,119.7,119.5,121.3,,,,,,,,,,,,,,,,,,
WDU15960227                   ,WDU15960227                   ,"PPI Commodity data for Miscellaneous products-Parts, not seasonally adjusted, discontinued",Index base: 1983.06 = 100,1983-M06,2001-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,105.4,,,,,107.9,108.5,110.0,111.6,113.0,115.0,115.9,117.6,119.7,119.5,121.3,,,,,,,,,,,,,,,,,,
WDU15960301                   ,WDU15960301                   ,"PPI Commodity data for Miscellaneous products-Watches, clocks, watchcases, and parts, not seasonally adjusted, discontinued",Index base: 2001.06 = 100,2001-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9,102.1,,,,,,,,,,,,,,,
WDU15970141                   ,WDU15970141                   ,"PPI Commodity data for Miscellaneous products-Paint brush, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1981-M03,,,,,,,,,,,,,,,,,,,,,,27.5,25.8,32.2,31.7,37.8,38.3,38.2,37.9,38.0,38.6,37.7,38.3,38.4,38.7,40.4,40.7,41.0,41.8,41.1,41.4,43.0,43.3,44.3,45.7,,,49.4,55.2,61.0,64.6,68.5,73.3,78.1,84.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU159702                     ,WDU159702                     ,"PPI Commodity data for Miscellaneous products-Personal brushes, not seasonally adjusted, discontinued",Index base: 1982 = 100,1964-M12,1985-M12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,70.0,70.0,70.1,70.0,70.1,70.2,70.2,70.2,70.7,74.3,80.8,82.2,85.1,86.5,88.3,97.5,107.5,100.0,97.4,99.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15970245                   ,WDU15970245                   ,"PPI Commodity data for Miscellaneous products-Toothbrush, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1985-M01,,,,,,,,,,,,,,,,,,,,,,64.0,63.6,62.8,63.5,71.9,71.5,71.9,70.7,69.8,69.9,73.7,78.0,78.2,78.9,79.1,79.8,79.8,79.8,79.8,79.8,80.3,80.3,80.6,80.8,80.8,80.8,81.6,82.5,91.6,94.0,99.4,102.3,105.6,113.9,126.7,100.0,,111.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15970246                   ,WDU15970246                   ,"PPI Commodity data for Miscellaneous products-Hairbrush, not seasonally adjusted, discontinued",Index base: 1982 = 100,1962-M12,1985-M05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.6,61.6,61.6,61.6,61.6,61.4,61.2,61.2,61.3,61.3,61.3,61.3,67.6,71.8,72.3,73.2,73.2,73.9,83.8,91.3,100.0,91.4,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU159703                     ,WDU159703                     ,"PPI Commodity data for Miscellaneous products-Household maintenance brushes, not seasonally adjusted, discontinued",Index base: 1982 = 100,1962-M07,1985-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.6,34.5,34.7,34.7,35.5,36.3,38.3,40.4,43.8,45.7,46.9,49.0,56.2,62.4,64.7,68.6,72.7,79.3,88.2,93.5,100.0,102.0,105.8,106.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15970351                   ,WDU15970351                   ,"PPI Commodity data for Miscellaneous products-Scrub, not seasonally adjusted, discontinued",Index base: 1982 = 100,1964-M12,1982-M08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.4,31.4,32.5,33.4,36.0,37.3,39.5,41.9,43.2,44.2,51.7,58.6,61.8,65.9,69.9,76.6,86.6,93.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15970352                   ,WDU15970352                   ,"PPI Commodity data for Miscellaneous products-Bowl, twisted-in-wire, not seasonally adjusted, discontinued",Index base: 1982 = 100,1964-M12,1982-M08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4,39.5,39.6,40.3,41.4,44.7,49.8,51.1,52.1,55.7,62.4,67.5,68.7,72.3,76.5,82.9,90.1,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU159704                     ,WDU159704                     ,"PPI Commodity data for Miscellaneous products-Industrial brushes, not seasonally adjusted, discontinued",Index base: 1982 = 100,1964-M12,1985-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.1,37.0,37.6,38.9,40.7,42.2,44.1,45.5,47.2,48.3,53.3,59.0,62.1,65.1,71.5,76.5,83.8,91.4,100.0,104.0,104.1,104.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15970455                   ,WDU15970455                   ,"PPI Commodity data for Miscellaneous products-Floor sweep (pushbroom), not seasonally adjusted, discontinued",Index base: 1982 = 100,1962-M12,1985-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,40.1,39.9,39.8,40.8,42.4,43.9,44.6,47.0,48.5,49.5,50.6,57.4,63.2,65.4,67.1,73.0,77.9,84.5,91.6,100.0,103.1,103.3,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15970456                   ,WDU15970456                   ,"PPI Commodity data for Miscellaneous products-Power driven, wire wheel, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1981-M05,,,,,,,,,,,,,,,,,,,,,,21.9,22.0,22.2,22.2,22.5,22.4,24.8,25.9,27.7,30.2,32.4,33.5,34.2,34.8,35.0,35.1,35.5,36.3,34.4,34.6,35.7,37.7,39.6,41.1,42.4,44.6,45.6,49.4,54.9,58.5,63.0,69.8,75.1,82.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU1598                       ,WDU1598                       ,"PPI Commodity data for Miscellaneous products-Phono records, compact discs, & audio tapes, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,2003-M13,,,,,,,,,,,,,,,,,,,,,,35.1,38.5,36.6,39.5,44.3,44.3,44.3,44.1,42.1,40.8,41.9,45.4,47.4,47.4,47.5,47.6,47.0,46.4,47.5,47.6,50.1,52.1,53.4,53.8,56.2,56.3,57.8,60.8,66.5,67.8,69.6,75.4,81.3,,,,,,101.4,102.0,103.0,103.6,104.5,105.1,107.4,108.1,106.9,106.9,108.6,105.1,102.6,105.5,103.6,103.6,101.5,95.0,92.1,,,,,,,,,,,,,,,
WDU159801                     ,WDU159801                     ,"PPI Commodity data for Miscellaneous products-Phono records, compact and other discs, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M01,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,62.9,64.5,66.9,73.7,,,95.4,100.0,101.6,,101.1,101.9,103.1,105.4,106.3,107.4,109.5,110.1,109.3,109.3,110.5,103.8,100.8,103.8,102.4,103.1,104.7,100.2,99.6,,,,,,,,,,,,,,,
WDU15980104                   ,WDU15980104                   ,"PPI Commodity data for Miscellaneous products-Compact discs, not seasonally adjusted, discontinued",Index base: 1992.06 = 100,1992-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.4,98.4,99.8,95.1,92.3,95.0,93.5,94.3,95.8,91.4,90.8,,,,,,,,,,,,,,,
WDU15980161                   ,WDU15980161                   ,"PPI Commodity data for Miscellaneous products-Monaural, 33 1/3 r. p. m., not seasonally adjusted, discontinued",Index base: 1982 = 100,1954-M01,1980-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.9,40.8,33.1,33.1,36.9,41.4,41.4,41.4,41.4,40.6,39.9,40.7,40.9,45.7,49.8,50.9,51.2,54.2,54.2,55.1,57.4,,,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15980162                   ,WDU15980162                   ,"PPI Commodity data for Miscellaneous products-Monaural, 45 r. p. m., not seasonally adjusted, discontinued",Index base: 1982 = 100,1954-M01,1979-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9,38.2,39.3,39.3,42.4,43.7,43.7,44.0,44.3,44.4,44.4,45.7,44.9,45.5,45.5,47.0,47.1,47.3,47.9,48.9,52.7,59.1,59.1,62.2,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15980163                   ,WDU15980163                   ,"PPI Commodity data for Miscellaneous products-Stereophonic, 33 1/3 r. p. m., not seasonally adjusted, discontinued",Index base: 1982 = 100,1961-M01,1980-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3,49.3,48.6,48.0,49.2,50.0,50.1,50.2,51.4,51.9,54.4,54.5,56.7,60.0,64.2,66.4,68.5,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15980191                   ,WDU15980191                   ,"PPI Commodity data for Miscellaneous products-Disc records, not seasonally adjusted, discontinued",Index base: 1984.12 = 100,1991-M07,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.3,107.2,108.5,109.5,109.2,107.0,112.5,113.1,113.0,113.2,111.6,110.7,,,,,,,,,,,,,,,
WDU159802                     ,WDU159802                     ,"PPI Commodity data for Miscellaneous products-Audio tapes, not seasonally adjusted, discontinued",Index base: 1982 = 100,1984-M09,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.6,102.5,102.9,101.1,102.0,102.0,104.6,105.4,103.9,103.9,105.9,103.3,101.8,104.3,101.9,100.6,92.9,82.2,71.5,,,,,,,,,,,,,,,
WDU15980292                   ,WDU15980292                   ,"PPI Commodity data for Miscellaneous products-Prerecorded tapes, cartridge, and cassette, not seasonally adjusted, discontinued",Index base: 1984.12 = 100,1991-M07,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.7,101.2,101.2,103.1,100.6,99.2,101.6,99.3,98.0,90.5,80.1,69.6,,,,,,,,,,,,,,,
WDU1599                       ,WDU1599                       ,"PPI Commodity data for Miscellaneous products-Fire extinguishers, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,2009-M02,,,,,,,,,,,,,,,,,,,,,,36.1,37.7,37.1,38.3,39.4,38.9,38.4,38.8,41.1,44.5,47.3,46.0,42.2,41.2,41.6,40.6,41.1,41.6,40.9,41.0,41.8,41.6,40.9,41.3,44.8,46.1,46.2,51.7,62.6,63.6,65.1,67.3,71.7,80.6,91.5,100.0,96.2,92.1,92.3,91.1,89.5,92.2,101.7,107.6,111.4,115.8,122.6,130.7,134.7,137.3,138.0,138.0,140.2,144.3,149.5,155.5,160.5,164.8,171.2,186.2,197.3,229.4,,,,,,,,,,
WDU159901                     ,WDU159901                     ,"PPI Commodity data for Miscellaneous products-Fire extinguishers, not seasonally adjusted, discontinued",Index base: 1982 = 100,1991-M07,2009-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.8,122.6,130.7,134.7,137.3,138.0,138.0,140.2,144.3,149.5,155.5,160.5,164.8,171.2,186.2,197.3,229.4,,,,,,,,,,
WDU15990171                   ,WDU15990171                   ,"PPI Commodity data for Miscellaneous products-Carbon dioxide type, hand, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1974-M13,,,,,,,,,,,,,,,,,,,,,,34.3,36.0,36.0,37.1,38.8,37.9,37.0,37.2,40.8,44.3,46.9,45.1,40.7,39.3,39.0,37.1,37.1,37.1,35.5,34.2,35.2,35.3,35.2,35.7,40.6,42.2,42.3,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15990173                   ,WDU15990173                   ,"PPI Commodity data for Miscellaneous products-Pressurized dry chemicals type, hand, not seasonally adjusted, discontinued",Index base: 1982 = 100,1962-M12,1985-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.7,41.4,42.2,42.0,43.7,44.6,44.2,43.0,43.3,45.6,46.6,46.7,51.9,63.9,64.7,65.1,66.6,70.6,79.8,90.9,100.0,95.5,89.5,89.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15990175                   ,WDU15990175                   ,"PPI Commodity data for Miscellaneous products-Fire extinguishers, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1986-M02,2009-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6,96.9,99.9,110.3,116.7,120.7,125.4,132.9,141.7,145.9,148.8,149.6,149.5,152.0,156.4,162.1,168.5,173.9,178.6,185.5,201.8,213.8,248.6,,,,,,,,,,
