series_id                     ,group_code,item_code,seasonal,base_date,series_title,footnote_codes,begin_year,begin_period,end_year,end_period
WDU06220216                   ,06,220216,U,198200,"PPI Commodity data for Chemicals and allied products-Phthalocyanine blue (blue 15), not seasonally adjusted, discontinued",,1976,M06,1995,M06
WDU06220299                   ,06,220299,U,198306,"PPI Commodity data for Chemicals and allied products-Other inorganic pigments, not seasonally adjusted, discontinued",,1983,M06,2021,M09
WDU062202992                  ,06,2202992,U,200812,"PPI Commodity data for Chemicals and allied products-Chrome colors, not seasonally adjusted, discontinued",,2008,M12,2021,M09
WDU062202995                  ,06,2202995,U,200812,"PPI Commodity data for Chemicals and allied products-All other inorganic pigments, not seasonally adjusted, discontinued",,2008,M12,2021,M09
WDU062203                     ,06,2203,U,198200,"PPI Commodity data for Chemicals and allied products-Paint solvents, not seasonally adjusted, discontinued",,1976,M06,1992,M13
WDU06220301                   ,06,220301,U,198200,"PPI Commodity data for Chemicals and allied products-Acetone, not seasonally adjusted, discontinued",,1976,M06,1982,M09
WDU06220302                   ,06,220302,U,198200,"PPI Commodity data for Chemicals and allied products-N-butyl alcohol, not seasonally adjusted, discontinued",,1976,M06,1982,M13
WDU06220303                   ,06,220303,U,198200,"PPI Commodity data for Chemicals and allied products-Isopropyl alcohol, not seasonally adjusted, discontinued",,1976,M06,1982,M13
WDU06220305                   ,06,220305,U,198200,"PPI Commodity data for Chemicals and allied products-Ethyl acetate, not seasonally adjusted, discontinued",,1976,M06,1982,M13
WDU06220307                   ,06,220307,U,198200,"PPI Commodity data for Chemicals and allied products-Methyl ethyl ketone, not seasonally adjusted, discontinued",,1947,M01,1982,M12
WDU06220309                   ,06,220309,U,198200,"PPI Commodity data for Chemicals and allied products-Mineral spirits, rule 66 (special naphthas), not seasonally adjusted, discontinued",,1947,M01,1985,M06
WDU06220311                   ,06,220311,U,198200,"PPI Commodity data for Chemicals and allied products-Xylenes, not seasonally adjusted, discontinued",,1947,M01,1985,M06
WDU06220312                   ,06,220312,U,198200,"PPI Commodity data for Chemicals and allied products-Methyl ethyl ketone (mek), not seasonally adjusted, discontinued",,1973,M12,1986,M13
WDU06220401                   ,06,220401,U,198200,"PPI Commodity data for Chemicals and allied products-Cobalt naphthenate, not seasonally adjusted, discontinued",,1976,M06,1978,M10
WDU06220409                   ,06,220409,U,198200,"PPI Commodity data for Chemicals and allied products-Talc, soapstone and pyrophyllite, not seasonally adjusted, discontinued",,1959,M01,1991,M06
WDU06230101                   ,06,230101,U,198306,"PPI Commodity data for Chemicals and allied products-Allied paint products, not seasonally adjusted, discontinued",,1983,M06,1988,M13
WDU06230102                   ,06,230102,U,198306,"PPI Commodity data for Chemicals and allied products-Putty and putty products, not seasonally adjusted, discontinued",,1983,M06,1988,M13
WDU06230103                   ,06,230103,U,198306,"PPI Commodity data for Chemicals and allied products-Miscellaneous paint products, not seasonally adjusted, discontinued",,1983,M06,1988,M13
WDU06230111                   ,06,230111,U,198812,"PPI Commodity data for Chemicals and allied products-Paint and varnish removers, not seasonally adjusted, discontinued",,1997,M01,2000,M13
WDU06230112                   ,06,230112,U,198812,"PPI Commodity data for Chemicals and allied products-Thinners for dopes, lacquers & oleoresinous thinners, not seasonally adjusted, discontinued",,1988,M12,2003,M13
WDU06230113                   ,06,230113,U,198812,"PPI Commodity data for Chemicals and allied products-Misc. related prod., inc putty, brush cleaners, etc., not seasonally adjusted, discontinued",,1988,M12,2003,M13
WDU063101                     ,06,3101,U,196700,"PPI Commodity data for Chemicals and allied products-Medicinal and botanical chemicals, not seasonally adjusted, discontinued",,1975,M01,1982,M06
WDU06310101                   ,06,310101,U,196700,"PPI Commodity data for Chemicals and allied products-Phenacetin (acetophenetidin), not seasonally adjusted, discontinued",,1947,M01,1982,M06
WDU06310103                   ,06,310103,U,196700,"PPI Commodity data for Chemicals and allied products-Aspirin (acetylsalicylic acid), not seasonally adjusted, discontinued",,1947,M01,1982,M06
WDU06310105                   ,06,310105,U,196700,"PPI Commodity data for Chemicals and allied products-Citric acid, not seasonally adjusted, discontinued",,1947,M01,1982,M06
WDU06310109                   ,06,310109,U,196700,"PPI Commodity data for Chemicals and allied products-Salicylic acid, not seasonally adjusted, discontinued",,1947,M01,1982,M06
WDU06310117                   ,06,310117,U,196700,"PPI Commodity data for Chemicals and allied products-Bismuth subnitrate, not seasonally adjusted, discontinued",,1947,M01,1982,M06
WDU06310118                   ,06,310118,U,196700,"PPI Commodity data for Chemicals and allied products-Calcium cyclamate . . . . . . . . . . . . . . . . . . . . . ., not seasonally adjusted, discontinued",,1961,M01,1971,M07
WDU06310128                   ,06,310128,U,196700,"PPI Commodity data for Chemicals and allied products-Cellulose gum, not seasonally adjusted, discontinued",,1961,M01,1982,M06
WDU06310131                   ,06,310131,U,196700,"PPI Commodity data for Chemicals and allied products-Codeine sulphate, not seasonally adjusted, discontinued",,1947,M01,1982,M06
WDU06310132                   ,06,310132,U,196700,"PPI Commodity data for Chemicals and allied products-Cortisone acetate, not seasonally adjusted, discontinued",,1961,M01,1982,M06
WDU06310133                   ,06,310133,U,196700,"PPI Commodity data for Chemicals and allied products-Phenylpropanolamine hydrochloride, not seasonally adjusted, discontinued",,1947,M01,1982,M06
WDU06310137                   ,06,310137,U,196700,"PPI Commodity data for Chemicals and allied products-Gum arabic, not seasonally adjusted, discontinued",,1947,M01,1975,M01
WDU06310142                   ,06,310142,U,196700,"PPI Commodity data for Chemicals and allied products-Isoniazid, not seasonally adjusted, discontinued",,1961,M01,1982,M06
WDU06310144                   ,06,310144,U,196700,"PPI Commodity data for Chemicals and allied products-L-lysine monohydrochloride, not seasonally adjusted, discontinued",,1961,M01,1982,M06
WDU06310145                   ,06,310145,U,196700,"PPI Commodity data for Chemicals and allied products-Menthol, not seasonally adjusted, discontinued",,1947,M01,1982,M06
WDU06310146                   ,06,310146,U,196700,"PPI Commodity data for Chemicals and allied products-Penicillin, not seasonally adjusted, discontinued",,1949,M01,1974,M13
WDU06310147                   ,06,310147,U,196700,"PPI Commodity data for Chemicals and allied products-Phenobarbital, not seasonally adjusted, discontinued",,1947,M01,1982,M06
WDU06310148                   ,06,310148,U,196700,"PPI Commodity data for Chemicals and allied products-Pentobarbital, not seasonally adjusted, discontinued",,1961,M01,1982,M06
WDU06310149                   ,06,310149,U,196700,"PPI Commodity data for Chemicals and allied products-Potassium iodide, not seasonally adjusted, discontinued",,1947,M01,1982,M06
WDU06310151                   ,06,310151,U,196700,"PPI Commodity data for Chemicals and allied products-Reserpine, not seasonally adjusted, discontinued",,1961,M01,1982,M06
WDU06310154                   ,06,310154,U,196700,"PPI Commodity data for Chemicals and allied products-Neomycin sulfate, not seasonally adjusted, discontinued",,1961,M01,1982,M06
WDU06310161                   ,06,310161,U,196700,"PPI Commodity data for Chemicals and allied products-Sulfadiazine, not seasonally adjusted, discontinued",,1947,M01,1982,M06
WDU06310162                   ,06,310162,U,196700,"PPI Commodity data for Chemicals and allied products-Streptomycin sulfate, not seasonally adjusted, discontinued",,1967,M01,1982,M06
WDU06310163                   ,06,310163,U,196700,"PPI Commodity data for Chemicals and allied products-Sulfanilamide, not seasonally adjusted, discontinued",,1947,M01,1982,M06
WDU06310165                   ,06,310165,U,196700,"PPI Commodity data for Chemicals and allied products-Sulfapyridine, not seasonally adjusted, discontinued",,1947,M01,1981,M13
WDU06310167                   ,06,310167,U,196700,"PPI Commodity data for Chemicals and allied products-Sulfathiazole, not seasonally adjusted, discontinued",,1947,M01,1981,M13
WDU06310168                   ,06,310168,U,196700,"PPI Commodity data for Chemicals and allied products-Vitamin A, synthetic, dry, not seasonally adjusted, discontinued",,1961,M01,1982,M06
WDU06310169                   ,06,310169,U,196700,"PPI Commodity data for Chemicals and allied products-Vitamin B1, not seasonally adjusted, discontinued",,1947,M01,1982,M06
WDU06310171                   ,06,310171,U,196700,"PPI Commodity data for Chemicals and allied products-Vitamin B6, not seasonally adjusted, discontinued",,1961,M01,1982,M06
WDU06310172                   ,06,310172,U,196700,"PPI Commodity data for Chemicals and allied products-Vitamin B2, not seasonally adjusted, discontinued",,1947,M01,1982,M06
WDU06310173                   ,06,310173,U,196700,"PPI Commodity data for Chemicals and allied products-Vitamin B12, not seasonally adjusted, discontinued",,1961,M01,1982,M06
WDU06310174                   ,06,310174,U,196700,"PPI Commodity data for Chemicals and allied products-Vitamin C, not seasonally adjusted, discontinued",,1947,M01,1982,M06
WDU06310201                   ,06,310201,U,198206,"PPI Commodity data for Chemicals and allied products-Synthetic organic medicinal chemicals, bulk, not seasonally adjusted, discontinued",,1982,M06,2011,M13
WDU0631020102                 ,06,31020102,U,200912,"PPI Commodity data for Chemicals and allied products-Other synthetic organic medicinal chemicals, excluding antibiotics, not seasonally adjusted, discontinued",,2009,M12,2011,M13
WDU06310202                   ,06,310202,U,198206,"PPI Commodity data for Chemicals and allied products-Medicinals and botanicals, all other medicinal chemicals and botanical products, in bulk, not seasonally adjusted, discontinued",,1982,M06,2011,M13
WDU0631020201                 ,06,31020201,U,200912,"PPI Commodity data for Chemicals and allied products-Botanical drugs, alkaloid drugs, naturally occurring vitamins, drugs of animal origin, mixtures, not seasonally adjusted, discontinued",,2009,M12,2011,M13
WDU0631020202                 ,06,31020202,U,200912,"PPI Commodity data for Chemicals and allied products-Medicinals and botanicals, in bulk, other organic and inorganic medicinal chemicals, not seasonally adjusted, discontinued",,2009,M12,2011,M13
WDU063401                     ,06,3401,U,198200,"PPI Commodity data for Chemicals and allied products-Prescription, not seasonally adjusted, discontinued",,1981,M06,1987,M07
WDU06340109                   ,06,340109,U,198200,"PPI Commodity data for Chemicals and allied products-Prescription, not seasonally adjusted, discontinued",,1981,M06,1987,M07
WDU063402                     ,06,3402,U,198200,"PPI Commodity data for Chemicals and allied products-Non-prescription, not seasonally adjusted, discontinued",,1981,M06,1987,M13
WDU06340209                   ,06,340209,U,198200,"PPI Commodity data for Chemicals and allied products-Other non-prescription, not seasonally adjusted, discontinued",,1981,M06,1987,M13
WDU06340309                   ,06,340309,U,198712,"PPI Commodity data for Chemicals and allied products-Other veterinary preparations, not seasonally adjusted, discontinued",,1987,M12,1993,M13
WDU0635                       ,06,35,U,198200,"PPI Commodity data for Chemicals and allied products-Preparations, ethical (prescription), not seasonally adjusted, discontinued",,1961,M01,2001,M06
WDU063501                     ,06,3501,U,198200,"PPI Commodity data for Chemicals and allied products-Systemic anti-infectives, not seasonally adjusted, discontinued",,1961,M01,2001,M06
WDU06350111                   ,06,350111,U,198200,"PPI Commodity data for Chemicals and allied products-Cephalosporins, not seasonally adjusted, discontinued",,1988,M01,2001,M06
WDU06350112                   ,06,350112,U,198200,"PPI Commodity data for Chemicals and allied products-Broad spectrum penicillins, not seasonally adjusted, discontinued",,1981,M10,1998,M03
WDU06350113                   ,06,350113,U,198200,"PPI Commodity data for Chemicals and allied products-Erythromycins, not seasonally adjusted, discontinued",,1988,M01,1994,M05
WDU06350114                   ,06,350114,U,198200,"PPI Commodity data for Chemicals and allied products-Tetracyclines, not seasonally adjusted, discontinued",,1988,M02,1993,M13
WDU06350119                   ,06,350119,U,198200,"PPI Commodity data for Chemicals and allied products-Other broad and medium spectrum antibiotics, not seasonally adjusted, discontinued",,1988,M01,2001,M06
WDU06350129                   ,06,350129,U,198706,"PPI Commodity data for Chemicals and allied products-Systemic penicillins, not seasonally adjusted, discontinued",,1988,M02,1999,M06
WDU06350139                   ,06,350139,U,198200,"PPI Commodity data for Chemicals and allied products-Urinary antibacterials, not seasonally adjusted, discontinued",,1988,M01,1995,M05
WDU063502                     ,06,3502,U,198200,"PPI Commodity data for Chemicals and allied products-Anti-arthritics, not seasonally adjusted, discontinued",,1961,M01,2001,M06
WDU06350201                   ,06,350201,U,198200,"PPI Commodity data for Chemicals and allied products-Anti-arthritics, not seasonally adjusted, discontinued",,1981,M06,2001,M06
WDU063503                     ,06,3503,U,198200,"PPI Commodity data for Chemicals and allied products-Sedatives, not seasonally adjusted, discontinued",,1961,M01,2001,M06
WDU06350301                   ,06,350301,U,198200,"PPI Commodity data for Chemicals and allied products-Sedatives, not seasonally adjusted, discontinued",,1982,M05,2001,M06
WDU063504                     ,06,3504,U,196700,"PPI Commodity data for Chemicals and allied products-Ataractics, not seasonally adjusted, discontinued",,1961,M01,1978,M06
WDU063505                     ,06,3505,U,198200,"PPI Commodity data for Chemicals and allied products-Antispasmodic/antisecretory, not seasonally adjusted, discontinued",,1961,M01,2001,M06
WDU06350501                   ,06,350501,U,198200,"PPI Commodity data for Chemicals and allied products-Antispasmadic/antisecretory, not seasonally adjusted, discontinued",,1981,M06,2001,M06
WDU063506                     ,06,3506,U,198200,"PPI Commodity data for Chemicals and allied products-Cardiovascular therapy, not seasonally adjusted, discontinued",,1961,M01,2001,M06
WDU06350611                   ,06,350611,U,198200,"PPI Commodity data for Chemicals and allied products-Antihypertensive drugs, not seasonally adjusted, discontinued",,1981,M06,2001,M06
WDU06350612                   ,06,350612,U,198200,"PPI Commodity data for Chemicals and allied products-Vasodilators, not seasonally adjusted, discontinued",,1982,M03,2001,M06
WDU06350619                   ,06,350619,U,198200,"PPI Commodity data for Chemicals and allied products-Other cardiovasculars, not seasonally adjusted, discontinued",,1981,M06,2001,M06
WDU063507                     ,06,3507,U,198200,"PPI Commodity data for Chemicals and allied products-Diabetes therapy, not seasonally adjusted, discontinued",,1961,M01,2001,M06
WDU06350701                   ,06,350701,U,198200,"PPI Commodity data for Chemicals and allied products-Diabetes therapy, not seasonally adjusted, discontinued",,1988,M01,2001,M06
WDU063508                     ,06,3508,U,198200,"PPI Commodity data for Chemicals and allied products-Hormones, not seasonally adjusted, discontinued",,1961,M01,2001,M06
WDU06350801                   ,06,350801,U,198200,"PPI Commodity data for Chemicals and allied products-Hormones, not seasonally adjusted, discontinued",,1981,M06,2001,M06
WDU063509                     ,06,3509,U,198200,"PPI Commodity data for Chemicals and allied products-Diuretics, not seasonally adjusted, discontinued",,1961,M01,2001,M06
WDU06350901                   ,06,350901,U,198200,"PPI Commodity data for Chemicals and allied products-Diuretics, not seasonally adjusted, discontinued",,1981,M06,2001,M06
WDU063511                     ,06,3511,U,198200,"PPI Commodity data for Chemicals and allied products-Dermatologicals, not seasonally adjusted, discontinued",,1961,M01,2001,M06
WDU06351111                   ,06,351111,U,198200,"PPI Commodity data for Chemicals and allied products-Fungicides, not seasonally adjusted, discontinued",,1981,M06,2000,M01
WDU06351112                   ,06,351112,U,198200,"PPI Commodity data for Chemicals and allied products-Antipruritics, not seasonally adjusted, discontinued",,1981,M10,1993,M13
WDU06351113                   ,06,351113,U,198712,"PPI Commodity data for Chemicals and allied products-Acne preparations, not seasonally adjusted, discontinued",,1987,M12,2001,M06
WDU06351114                   ,06,351114,U,198712,"PPI Commodity data for Chemicals and allied products-Topical anti-infectives, not seasonally adjusted, discontinued",,1987,M12,2001,M06
WDU06351119                   ,06,351119,U,198706,"PPI Commodity data for Chemicals and allied products-Other dermatological preparations, not seasonally adjusted, discontinued",,1998,M01,2001,M06
WDU063512                     ,06,3512,U,196700,"PPI Commodity data for Chemicals and allied products-Hematinics, not seasonally adjusted, discontinued",,1961,M01,1981,M06
WDU063513                     ,06,3513,U,198200,"PPI Commodity data for Chemicals and allied products-Analgesics, internal, not seasonally adjusted, discontinued",,1961,M01,2001,M06
WDU06351311                   ,06,351311,U,198200,"PPI Commodity data for Chemicals and allied products-Codeine and combinations, not seasonally adjusted, discontinued",,1981,M06,1987,M13
WDU06351312                   ,06,351312,U,198712,"PPI Commodity data for Chemicals and allied products-Narcotic analgesics, not seasonally adjusted, discontinued",,1987,M12,2001,M06
WDU06351323                   ,06,351323,U,198200,"PPI Commodity data for Chemicals and allied products-Non-narcotic analgesics, not seasonally adjusted, discontinued",,1981,M06,2001,M06
WDU063514                     ,06,3514,U,196700,"PPI Commodity data for Chemicals and allied products-Anti-obesity preparations, not seasonally adjusted, discontinued",,1961,M01,1981,M06
WDU063515                     ,06,3515,U,198200,"PPI Commodity data for Chemicals and allied products-Cough and cold preparations, not seasonally adjusted, discontinued",,1961,M01,2001,M06
WDU06351501                   ,06,351501,U,198200,"PPI Commodity data for Chemicals and allied products-Cough and cold preparations, not seasonally adjusted, discontinued",,1981,M11,1983,M13
WDU06351511                   ,06,351511,U,198712,"PPI Commodity data for Chemicals and allied products-Oral cold preparations, not seasonally adjusted, discontinued",,1992,M11,1999,M01
WDU06351512                   ,06,351512,U,198712,"PPI Commodity data for Chemicals and allied products-Nasal decongestants, not seasonally adjusted, discontinued",,1988,M09,1989,M13
WDU06351519                   ,06,351519,U,198712,"PPI Commodity data for Chemicals and allied products-Other cough and cold preparations, not seasonally adjusted, discontinued",,1994,M01,2001,M06
WDU063516                     ,06,3516,U,198200,"PPI Commodity data for Chemicals and allied products-Vitamins, not seasonally adjusted, discontinued",,1961,M01,2001,M06
WDU06351611                   ,06,351611,U,198200,"PPI Commodity data for Chemicals and allied products-Multivitamins, not seasonally adjusted, discontinued",,1982,M03,1992,M08
WDU06351612                   ,06,351612,U,198200,"PPI Commodity data for Chemicals and allied products-B-complex, not seasonally adjusted, discontinued",,1994,M01,1998,M13
WDU06351618                   ,06,351618,U,198706,"PPI Commodity data for Chemicals and allied products-Other vitamins, not seasonally adjusted, discontinued",,1994,M01,2001,M06
WDU06351619                   ,06,351619,U,198106,"PPI Commodity data for Chemicals and allied products-Other vitamins, not seasonally adjusted, discontinued",,1981,M06,1981,M06
WDU063517                     ,06,3517,U,198200,"PPI Commodity data for Chemicals and allied products-Hospital solutions, not seasonally adjusted, discontinued",,1987,M06,2001,M06
WDU06351701                   ,06,351701,U,198712,"PPI Commodity data for Chemicals and allied products-Hospital solutions, not seasonally adjusted, discontinued",,1995,M03,2001,M06
WDU063599                     ,06,3599,U,198200,"PPI Commodity data for Chemicals and allied products-Miscellaneous ethical preparations, not seasonally adjusted, discontinued",,1981,M06,2001,M06
WDU06359913                   ,06,359913,U,198200,"PPI Commodity data for Chemicals and allied products-Anticoagulants, not seasonally adjusted, discontinued",,1982,M07,2001,M06
WDU06359914                   ,06,359914,U,198200,"PPI Commodity data for Chemicals and allied products-Anticonvulsants, not seasonally adjusted, discontinued",,1987,M01,2001,M06
WDU06359915                   ,06,359915,U,198200,"PPI Commodity data for Chemicals and allied products-Systemic antihistamines, not seasonally adjusted, discontinued",,1988,M01,2001,M06
WDU06359916                   ,06,359916,U,198200,"PPI Commodity data for Chemicals and allied products-Bronchial therapy, not seasonally adjusted, discontinued",,1981,M11,2001,M06
WDU06359917                   ,06,359917,U,198200,"PPI Commodity data for Chemicals and allied products-Cancer therapy products, not seasonally adjusted, discontinued",,1982,M03,2001,M06
WDU06359918                   ,06,359918,U,198200,"PPI Commodity data for Chemicals and allied products-CNS stimulants, not seasonally adjusted, discontinued",,1981,M11,2001,M06
WDU06359919                   ,06,359919,U,198200,"PPI Commodity data for Chemicals and allied products-Contraceptives, exc. devices, implants, kit, etc., not seasonally adjusted, discontinued",,1982,M05,1994,M05
WDU06359922                   ,06,359922,U,198200,"PPI Commodity data for Chemicals and allied products-Muscle relaxants, not seasonally adjusted, discontinued",,1981,M06,2001,M05
WDU06359923                   ,06,359923,U,198200,"PPI Commodity data for Chemicals and allied products-Nutrients and supplements, not seasonally adjusted, discontinued",,1981,M06,2001,M06
WDU06359924                   ,06,359924,U,198200,"PPI Commodity data for Chemicals and allied products-Opthalmic and otic preparations, not seasonally adjusted, discontinued",,1981,M06,2001,M06
WDU06359925                   ,06,359925,U,198200,"PPI Commodity data for Chemicals and allied products-Psychotherapeutics, not seasonally adjusted, discontinued",,1981,M06,2001,M06
WDU06359926                   ,06,359926,U,198200,"PPI Commodity data for Chemicals and allied products-Tuberculosis therapy, not seasonally adjusted, discontinued",,1994,M01,2001,M05
WDU06359999                   ,06,359999,U,198200,"PPI Commodity data for Chemicals and allied products-Other miscellaneous ethical preparations, not seasonally adjusted, discontinued",,1981,M06,2001,M06
WDU0636                       ,06,36,U,198200,"PPI Commodity data for Chemicals and allied products-Preparations, proprietary (over counter), not seasonally adjusted, discontinued",,1961,M01,2001,M06
WDU063601                     ,06,3601,U,198200,"PPI Commodity data for Chemicals and allied products-Vitamins, not seasonally adjusted, discontinued",,1961,M01,2001,M06
WDU06360111                   ,06,360111,U,198200,"PPI Commodity data for Chemicals and allied products-Adult multivitamins, not seasonally adjusted, discontinued",,1981,M06,2001,M06
WDU06360112                   ,06,360112,U,198200,"PPI Commodity data for Chemicals and allied products-B-complex, not seasonally adjusted, discontinued",,1981,M06,2001,M06
WDU06360119                   ,06,360119,U,198200,"PPI Commodity data for Chemicals and allied products-Other vitamins, not seasonally adjusted, discontinued",,1981,M06,2001,M06
WDU063602                     ,06,3602,U,198200,"PPI Commodity data for Chemicals and allied products-Cough and cold preparations, not seasonally adjusted, discontinued",,1961,M01,2001,M06
WDU06360221                   ,06,360221,U,198200,"PPI Commodity data for Chemicals and allied products-Cough syrups, expectorants, drops, lozenges, etc., not seasonally adjusted, discontinued",,1981,M10,2001,M06
WDU06360222                   ,06,360222,U,198200,"PPI Commodity data for Chemicals and allied products-Cold tablets, capsules, not seasonally adjusted, discontinued",,1981,M06,2001,M06
WDU06360223                   ,06,360223,U,198200,"PPI Commodity data for Chemicals and allied products-Decongestants, not seasonally adjusted, discontinued",,1981,M06,2001,M06
WDU06360229                   ,06,360229,U,198200,"PPI Commodity data for Chemicals and allied products-Other cough and cold preparations, not seasonally adjusted, discontinued",,1986,M08,2001,M06
WDU063603                     ,06,3603,U,198200,"PPI Commodity data for Chemicals and allied products-Laxatives, not seasonally adjusted, discontinued",,1961,M01,2001,M06
WDU06360301                   ,06,360301,U,198200,"PPI Commodity data for Chemicals and allied products-Laxatives, not seasonally adjusted, discontinued",,1981,M06,2001,M06
WDU063604                     ,06,3604,U,198200,"PPI Commodity data for Chemicals and allied products-Analgesics, internal, not seasonally adjusted, discontinued",,1961,M01,2001,M06
WDU06360411                   ,06,360411,U,198200,"PPI Commodity data for Chemicals and allied products-Asprin/asprin-salicylate compounds, not seasonally adjusted, discontinued",,1981,M06,1999,M03
WDU06360412                   ,06,360412,U,198200,"PPI Commodity data for Chemicals and allied products-Non-aspirin, not seasonally adjusted, discontinued",,1981,M06,1997,M13
WDU063605                     ,06,3605,U,196700,"PPI Commodity data for Chemicals and allied products-Tonics and alteratives, not seasonally adjusted, discontinued",,1961,M01,1978,M06
WDU063606                     ,06,3606,U,198200,"PPI Commodity data for Chemicals and allied products-External analgesics and counterirritants, not seasonally adjusted, discontinued",,1961,M01,1999,M13
WDU06360601                   ,06,360601,U,198200,"PPI Commodity data for Chemicals and allied products-External analgesics and counterirritants, not seasonally adjusted, discontinued",,1981,M06,1999,M13
WDU063607                     ,06,3607,U,198200,"PPI Commodity data for Chemicals and allied products-Antiseptics and antibacterials, not seasonally adjusted, discontinued",,1961,M01,1991,M13
WDU06360701                   ,06,360701,U,198200,"PPI Commodity data for Chemicals and allied products-Antiseptics and antibacterials, not seasonally adjusted, discontinued",,1981,M06,1991,M12
WDU063608                     ,06,3608,U,198200,"PPI Commodity data for Chemicals and allied products-Antacids, not seasonally adjusted, discontinued",,1961,M01,2001,M06
WDU06360801                   ,06,360801,U,198712,"PPI Commodity data for Chemicals and allied products-Antacids, not seasonally adjusted, discontinued",,1991,M07,2001,M06
WDU06360811                   ,06,360811,U,198200,"PPI Commodity data for Chemicals and allied products-Liquids, not seasonally adjusted, discontinued",,1981,M09,1987,M13
WDU06360819                   ,06,360819,U,198200,"PPI Commodity data for Chemicals and allied products-Other antacids, not seasonally adjusted, discontinued",,1981,M06,1987,M13
WDU063609                     ,06,3609,U,198200,"PPI Commodity data for Chemicals and allied products-Dermatologicals, not seasonally adjusted, discontinued",,1981,M06,2001,M06
WDU06360911                   ,06,360911,U,198200,"PPI Commodity data for Chemicals and allied products-Acne preparations, not seasonally adjusted, discontinued",,1988,M01,1989,M13
WDU06360915                   ,06,360915,U,198712,"PPI Commodity data for Chemicals and allied products-Antipruritics, not seasonally adjusted, discontinued",,1987,M12,1993,M13
WDU06360919                   ,06,360919,U,198200,"PPI Commodity data for Chemicals and allied products-Other dermatologicals, not seasonally adjusted, discontinued",,1981,M06,2001,M06
WDU063699                     ,06,3699,U,198200,"PPI Commodity data for Chemicals and allied products-Miscellaneous proprietary preparations, not seasonally adjusted, discontinued",,1981,M06,2001,M06
WDU06369914                   ,06,369914,U,198200,"PPI Commodity data for Chemicals and allied products-Hematinics, not seasonally adjusted, discontinued",,1981,M06,1986,M09
WDU06369915                   ,06,369915,U,198200,"PPI Commodity data for Chemicals and allied products-Hemorrhoidal preparations, not seasonally adjusted, discontinued",,1981,M10,1985,M07
WDU06369917                   ,06,369917,U,198712,"PPI Commodity data for Chemicals and allied products-Nutrients and supplements, not seasonally adjusted, discontinued",,1987,M12,1998,M08
WDU06369918                   ,06,369918,U,198712,"PPI Commodity data for Chemicals and allied products-Opthalmic preparations, not seasonally adjusted, discontinued",,1994,M01,1999,M03
WDU06369999                   ,06,369999,U,198200,"PPI Commodity data for Chemicals and allied products-Other miscellaneous proprietary preparations, not seasonally adjusted, discontinued",,1981,M06,2001,M06
WDU063711                     ,06,3711,U,198200,"PPI Commodity data for Chemicals and allied products-Blood and blood derivatives for human use, not seasonally adjusted, discontinued",,1980,M06,2009,M06
WDU06371101                   ,06,371101,U,198006,"PPI Commodity data for Chemicals and allied products-Antinemophilic factor, not seasonally adjusted, discontinued",,1980,M06,1980,M06
WDU06371102                   ,06,371102,U,198200,"PPI Commodity data for Chemicals and allied products-Human blood serums, not seasonally adjusted, discontinued",,1980,M06,1987,M04
WDU06371103                   ,06,371103,U,198006,"PPI Commodity data for Chemicals and allied products-Other blood & derivatives, not seasonally adjusted, discontinued",,1980,M06,1980,M06
WDU06371104                   ,06,371104,U,198200,"PPI Commodity data for Chemicals and allied products-Other blood derivatives, not seasonally adjusted, discontinued",,1980,M12,1991,M06
WDU06371111                   ,06,371111,U,199106,"PPI Commodity data for Chemicals and allied products-Blood and blood derivatives for human use, not seasonally adjusted, discontinued",,1991,M06,2009,M06
WDU063712                     ,06,3712,U,198200,"PPI Commodity data for Chemicals and allied products-Vaccines, toxoids & antigens for human use, not seasonally adjusted, discontinued",,1980,M06,1991,M06
WDU06371211                   ,06,371211,U,198200,"PPI Commodity data for Chemicals and allied products-Vaccines, not seasonally adjusted, discontinued",,1980,M06,1980,M12
WDU06371213                   ,06,371213,U,198200,"PPI Commodity data for Chemicals and allied products-Antigens, not seasonally adjusted, discontinued",,1980,M06,1987,M06
WDU063714                     ,06,3714,U,198200,"PPI Commodity data for Chemicals and allied products-Diagnostics and other biologicals, not seasonally adjusted, discontinued",,1980,M06,2009,M06
WDU06371401                   ,06,371401,U,198006,"PPI Commodity data for Chemicals and allied products-In-vitro diagnostics, not seasonally adjusted, discontinued",,1980,M06,1980,M12
WDU06371402                   ,06,371402,U,198200,"PPI Commodity data for Chemicals and allied products-In-vitro diagnostic substances, not seasonally adjusted, discontinued",,1980,M12,2009,M06
WDU06371403                   ,06,371403,U,198200,"PPI Commodity data for Chemicals and allied products-Allergenic products, not seasonally adjusted, discontinued",,1980,M06,1999,M04
WDU06371405                   ,06,371405,U,200412,"PPI Commodity data for Chemicals and allied products-Other biologics, except diagnostics, for human use, not seasonally adjusted, discontinued",,2004,M12,2009,M06
WDU063715                     ,06,3715,U,198200,"PPI Commodity data for Chemicals and allied products-Biologicals for veterinary use, not seasonally adjusted, discontinued",,1980,M06,2004,M13
WDU06371513                   ,06,371513,U,198006,"PPI Commodity data for Chemicals and allied products-Vaccines & viruses, vet. use, not seasonally adjusted, discontinued",,1980,M06,1980,M12
