index,Index,Label,unit,start,last,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12
WDUIP3261003                  ,WDUIP3261003                  ,"PPI Commodity data for Inputs to industries-Inputs to 326100, maintenance and repair construction, not seasonally adjusted, discontinued",Index base: 2014.03 = 100,2014-M03,2020-M13,100.0,100.2,100.3,100.4,100.7,100.8,101.0,101.2,101.5,101.5,101.7,101.7,101.9,102.0,102.5,102.7,102.8,102.8,102.9,103.0,103.2,103.2,103.2,103.3,103.3,103.4,103.7,103.7,103.8,104.4,104.7,104.8,105.1,105.5,105.7,105.8,105.9,106.0,106.2,106.3,106.5,106.5,106.6,106.8,106.8,106.8,107.4,107.4,107.6,107.7,108.0,108.1,108.2,108.5,108.5,109.0,109.2,109.4,109.9,110.6,110.7,110.8,111.3,110.8,111.4,111.6,111.6,111.7,111.8,111.8,112.6,112.7,111.4,111.2,111.2,111.3,111.3,111.3,111.4,111.4,111.5,111.6
