index,Index,Label,unit,start,last,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
WDU11410202                   ,WDU11410202                   ,"PPI Commodity data for Machinery and equipment-Reciprocating pumps, not seasonally adjusted, discontinued",Index base: 1982 = 100,1963-M12,1997-M13,,,,,,,,,,,,,,,,,16.3,16.6,16.9,18.0,18.8,19.8,20.9,21.6,22.5,23.6,24.0,29.8,36.3,41.9,46.7,50.9,57.3,76.5,90.9,100.0,,95.2,92.2,88.3,86.5,97.0,100.0,109.9,118.9,121.5,124.9,126.4,130.5,133.0,138.8,,,,,,,,,,,,,,,,,,,,,,,
WDU11410204                   ,WDU11410204                   ,"PPI Commodity data for Machinery and equipment-Centrif.-90 gpm, 125 ft., 3500 rpm, ci, not seasonally adjusted, discontinued",Index base: 1982 = 100,1972-M12,1983-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7,52.9,61.2,64.9,70.2,76.3,83.0,91.7,99.3,100.0,99.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11410205                   ,WDU11410205                   ,"PPI Commodity data for Machinery and equipment-Centrif., 300 gpm, 140 ft., 3500 rpm, ciea., not seasonally adjusted, discontinued",Index base: 1982 = 100,1972-M12,1981-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,55.9,67.4,71.1,73.4,75.1,77.2,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11410206                   ,WDU11410206                   ,"PPI Commodity data for Machinery and equipment-Centrif.,-90 gpm,125 ft.,3500 rpm,ss 316ea., not seasonally adjusted, discontinued",Index base: 1982 = 100,1972-M12,1983-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,45.7,54.2,56.8,62.5,67.3,74.5,84.4,92.0,100.0,100.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11410207                   ,WDU11410207                   ,"PPI Commodity data for Machinery and equipment-Centrif.-1000 gpm,130,ft.,1750 rpm, not seasonally adjusted, discontinued",Index base: 1982 = 100,1972-M12,1983-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4,57.0,67.4,68.8,67.3,74.6,81.1,92.6,99.3,100.0,97.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11410208                   ,WDU11410208                   ,"PPI Commodity data for Machinery and equipment-Centrif., 3000 gpm, 175 ft., 1750 rpm, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1983-M13,14.5,15.8,17.5,18.3,21.2,21.1,21.7,21.5,21.8,24.9,27.0,27.9,29.1,28.2,28.0,27.8,26.9,26.9,27.1,28.1,28.7,29.1,29.7,32.1,34.4,35.4,36.5,44.9,54.8,62.1,63.7,68.5,74.3,84.2,95.2,100.0,101.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11410209                   ,WDU11410209                   ,"PPI Commodity data for Machinery and equipment-Centrif., 400 gpm, 2000 ft., 3500 rpm,csea., not seasonally adjusted, discontinued",Index base: 1982 = 100,1972-M12,1979-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5,43.7,51.6,52.1,60.1,66.4,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11410211                   ,WDU11410211                   ,"PPI Commodity data for Machinery and equipment-Turbine pumps, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1997-M13,20.5,21.8,22.8,19.6,20.9,21.5,22.4,23.2,23.1,24.6,26.2,26.2,28.0,29.2,29.3,29.0,29.1,29.6,30.4,31.5,32.6,34.2,35.2,37.0,39.1,39.8,41.3,54.6,64.7,59.6,60.2,64.0,67.5,76.7,90.0,,101.3,100.0,103.4,104.2,105.3,109.3,119.3,124.3,127.4,130.4,135.7,136.9,137.7,137.5,150.0,,,,,,,,,,,,,,,,,,,,,,,
WDU11410221                   ,WDU11410221                   ,"PPI Commodity data for Machinery and equipment-Centrifugal pump, not seasonally adjusted, discontinued",Index base,1971-M01,1972-M13,,,,,,,,,,,,,,,,,,,,,,,,,119.8,123.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11410231                   ,WDU11410231                   ,"PPI Commodity data for Machinery and equipment-Rotary pumps, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1997-M13,17.3,17.8,18.2,19.0,20.0,19.7,21.6,22.4,23.7,25.8,27.3,27.4,27.4,27.9,27.1,28.3,28.6,28.9,29.5,30.6,31.3,32.7,33.5,34.9,35.7,36.2,37.8,47.4,56.7,61.2,66.8,70.3,75.2,80.5,96.0,100.0,100.6,102.9,108.0,113.5,117.2,120.9,128.0,135.3,140.9,145.7,151.2,155.7,160.2,164.6,171.3,,,,,,,,,,,,,,,,,,,,,,,
WDU11410241                   ,WDU11410241                   ,"PPI Commodity data for Machinery and equipment-Centrifugal pumps, not seasonally adjusted, discontinued",Index base: 1983.12 = 100,1983-M12,1997-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.7,103.8,105.2,107.9,113.2,122.1,126.7,133.3,139.6,144.1,147.4,152.6,156.6,160.4,,,,,,,,,,,,,,,,,,,,,,,
WDU11410251                   ,WDU11410251                   ,"PPI Commodity data for Machinery and equipment-Diaphragm pumps, not seasonally adjusted, discontinued",Index base: 1983.12 = 100,1983-M12,1997-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.4,101.9,103.2,104.9,108.1,114.4,117.7,123.7,127.3,129.4,129.9,132.9,137.8,136.8,,,,,,,,,,,,,,,,,,,,,,,
WDU11410261                   ,WDU11410261                   ,"PPI Commodity data for Machinery and equipment-Other industrial pumps, not seasonally adjusted, discontinued",Index base: 1983.12 = 100,1987-M10,1997-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.3,110.4,110.4,111.2,114.2,122.2,127.5,134.4,137.1,141.5,,,,,,,,,,,,,,,,,,,,,,,
WDU114103                     ,WDU114103                     ,"PPI Commodity data for Machinery and equipment-Air compressors, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M01,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,43.3,44.8,45.6,51.3,59.9,61.7,65.6,71.2,78.9,88.9,94.7,100.0,99.4,102.1,103.2,103.5,104.7,109.0,113.4,114.4,124.0,127.3,129.8,131.2,132.7,135.1,136.8,138.8,139.2,139.9,140.5,140.4,140.4,,,,,,,,,,,,,,,,,
WDU11410301                   ,WDU11410301                   ,"PPI Commodity data for Machinery and equipment-Stationary air compressor, 5 hp, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M01,1984-M04,,,,,,,,,,,,,,,,,,,,,,,,,38.4,39.5,40.9,47.7,58.5,60.0,66.5,75.8,84.2,93.3,97.0,100.0,99.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11410303                   ,WDU11410303                   ,"PPI Commodity data for Machinery and equipment-Stationary air compressor, 75-125 h.p., not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1984-M06,11.1,12.3,13.0,13.5,15.4,15.4,16.1,16.6,18.1,20.7,22.0,23.8,25.9,26.0,26.0,26.0,26.4,27.8,31.0,34.1,35.9,37.6,40.3,42.1,43.9,45.5,46.8,51.9,60.2,62.2,63.1,66.2,74.7,85.5,93.5,100.0,98.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11410305                   ,WDU11410305                   ,"PPI Commodity data for Machinery and equipment-Stationary air compressor, 150 hp, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1979-M13,15.0,16.6,17.8,18.5,21.0,21.0,21.9,22.6,22.8,25.3,27.1,29.2,31.3,31.3,30.9,29.5,30.1,31.0,33.8,35.6,37.6,39.7,42.2,43.4,45.8,46.9,47.3,52.2,56.5,58.1,61.5,63.3,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11410307                   ,WDU11410307                   ,"PPI Commodity data for Machinery and equipment-Centrifugal air comp., over 1,000 hp, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M01,1981-M09,,,,,,,,,,,,,,,,,,,,,,,,,57.1,60.2,57.9,61.9,69.9,73.3,75.6,77.6,81.1,88.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11410311                   ,WDU11410311                   ,"PPI Commodity data for Machinery and equipment-Stationary air compressors, not seasonally adjusted, discontinued",Index base: 1984.06 = 100,1984-M09,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2,100.5,101.7,105.7,110.0,111.0,120.3,123.6,125.9,127.3,128.8,131.2,132.8,134.8,135.1,135.8,136.4,136.3,136.3,,,,,,,,,,,,,,,,,
WDU114104                     ,WDU114104                     ,"PPI Commodity data for Machinery and equipment-Gas compressors, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M01,2005-M06,,,,,,,,,,,,,,,,,,,,,,,,,31.0,31.1,31.7,39.0,51.4,56.3,60.6,64.4,70.0,79.2,89.7,100.0,101.5,99.6,99.4,99.6,100.7,104.6,116.4,121.6,127.0,136.0,144.3,149.0,150.6,151.5,154.3,156.9,160.5,161.3,163.2,164.5,166.7,170.3,,,,,,,,,,,,,,,,
WDU11410401                   ,WDU11410401                   ,"PPI Commodity data for Machinery and equipment-Centrifugal, uncooled, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M01,1984-M06,,,,,,,,,,,,,,,,,,,,,,,,,28.9,29.9,31.1,42.2,58.9,67.8,68.9,71.1,76.1,83.8,92.2,100.0,102.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11410403                   ,WDU11410403                   ,"PPI Commodity data for Machinery and equipment-Angle engine, 2,000 hp, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M01,1984-M06,,,,,,,,,,,,,,,,,,,,,,,,,35.9,35.3,35.7,42.1,53.7,55.6,59.9,63.6,70.3,79.7,88.8,100.0,100.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU11410405                   ,WDU11410405                   ,"PPI Commodity data for Machinery and equipment-Reciprocating, 1,000 hp, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M01,1984-M06,,,,,,,,,,,,,,,,,,,,,,,,,29.9,30.3,30.5,34.9,44.9,49.9,56.7,61.3,65.7,75.6,89.2,100.0,102.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
