index,Index,Label,unit,start,last,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12
WDUIP3331303                  ,WDUIP3331303                  ,"PPI Commodity data for Inputs to industries-Inputs to 333130, maintenance and repair construction, not seasonally adjusted, discontinued",Index base: 2014.12 = 100,2014-M12,2020-M13,100.0,100.2,100.3,100.5,100.6,101.0,101.2,101.3,101.4,101.4,101.6,101.7,101.7,101.7,101.8,101.8,101.9,102.2,102.2,102.3,102.9,103.2,103.3,103.6,104.0,104.2,104.2,104.4,104.5,104.7,104.8,104.9,105.0,105.1,105.2,105.3,105.3,105.8,105.8,106.1,106.2,106.4,106.5,106.6,106.9,107.0,107.4,107.6,107.8,108.3,109.0,109.1,109.2,109.7,109.2,109.8,110.0,110.0,110.1,110.2,110.2,111.0,111.1,109.8,109.6,109.6,109.7,109.7,109.7,109.8,109.8,109.9,110.0
