index,Index,Label,unit,start,last,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
WDU07130366                   ,WDU07130366                   ,"PPI Commodity data for Rubber and plastic products-Transmission V-belt f.h.p., not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1981-M11,,,,,,,,,61.4,63.5,64.1,63.0,74.3,73.0,69.6,70.4,74.0,74.7,74.9,74.9,76.8,79.7,83.7,83.7,84.9,87.8,88.8,93.7,100.0,105.8,108.0,115.8,120.0,122.5,126.9,138.1,147.7,158.4,,190.0,204.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07130368                   ,WDU07130368                   ,"PPI Commodity data for Rubber and plastic products-Belt,multiple V-belt, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1981-M11,,,,,,,,,68.8,69.7,66.6,67.2,75.8,74.5,72.8,74.1,77.9,79.5,77.1,69.0,80.4,81.4,83.5,83.5,84.9,87.7,89.1,93.7,100.0,104.2,108.8,117.8,122.3,124.9,129.3,144.1,163.6,174.3,,204.5,219.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07130369                   ,WDU07130369                   ,"PPI Commodity data for Rubber and plastic products-Non-flat rubber and plastic belts, not seasonally adjusted, discontinued",Index base: 1983.06 = 100,1983-M09,1998-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.8,112.5,101.5,98.5,98.7,106.3,108.1,112.5,113.6,114.7,119.3,122.6,125.2,125.9,127.7,,,,,,,,,,,,,,,,,,,,
WDU07130453                   ,WDU07130453                   ,"PPI Commodity data for Rubber and plastic products-Hose, long length, textile, nonhydraulic, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M12,1995-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,102.6,105.5,104.7,102.9,,106.2,119.1,110.9,117.7,109.4,112.0,109.8,,,,,,,,,,,,,,,,,,,,,,,,
WDU07130454                   ,WDU07130454                   ,"PPI Commodity data for Rubber and plastic products-Hose, long length, wire, nonhydraulic, not seasonally adjusted, discontinued",Index base: 1982 = 100,1982-M10,1987-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3,96.2,97.0,97.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07130455                   ,WDU07130455                   ,"PPI Commodity data for Rubber and plastic products-Rubber and plastics garden hose, not seasonally adjusted, discontinued",Index base: 2003.12 = 100,2003-M12,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9,100.6,105.7,105.6,106.2,112.8,118.2,120.8,,,,,,,
WDU07130456                   ,WDU07130456                   ,"PPI Commodity data for Rubber and plastic products-Rubber and plastics garden hose, not seasonally adjusted, discontinued",Index base: 1982 = 100,1995-M07,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.4,212.8,212.8,210.0,209.8,211.0,212.4,212.4,,,,,,,,,,,,,,,
WDU07130457                   ,WDU07130457                   ,"PPI Commodity data for Rubber and plastic products-All other rubber and plastics hoses, not seasonally adjusted, discontinued",Index base: 2003.12 = 100,2003-M12,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3,108.8,112.2,115.1,122.6,129.8,131.9,140.6,,,,,,,
WDU07130458                   ,WDU07130458                   ,"PPI Commodity data for Rubber and plastic products-Hose, hand built, nonwire wrapped, not seasonally adjusted, discontinued",Index base: 1982 = 100,1996-M10,1997-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.5,,,,,,,,,,,,,,,,,,,,,
WDU07130459                   ,WDU07130459                   ,"PPI Commodity data for Rubber and plastic products-Hose, machine made, wrapped, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M12,1987-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.3,107.1,99.0,104.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07130463                   ,WDU07130463                   ,"PPI Commodity data for Rubber and plastic products-Hose, braided or loomed, helical reinforced, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M12,1994-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,98.5,101.4,104.1,100.7,96.3,89.2,94.0,101.0,101.3,102.4,104.3,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07130471                   ,WDU07130471                   ,"PPI Commodity data for Rubber and plastic products-Tread rubber,natural, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1981-M03,,,,,,,,,77.8,78.0,74.0,88.6,137.7,109.5,93.8,79.7,97.8,106.6,105.7,104.3,100.5,106.9,100.1,96.5,95.5,95.5,98.1,99.8,100.0,95.3,90.4,91.6,91.7,88.6,91.6,112.8,124.6,129.6,140.4,151.6,166.2,199.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07130472                   ,WDU07130472                   ,"PPI Commodity data for Rubber and plastic products-Tread rubber,synthetic, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1981-M06,,,,,,,,,87.5,94.9,91.7,92.9,111.7,101.5,96.2,92.5,100.4,104.6,107.5,109.3,109.3,109.3,99.8,96.3,95.5,95.5,97.9,99.7,100.0,98.3,98.8,99.0,98.7,97.7,99.0,113.9,134.9,141.7,147.1,152.8,171.0,208.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07130474                   ,WDU07130474                   ,"PPI Commodity data for Rubber and plastic products-Rubber cement, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1983-M06,,,,,,,,,21.6,23.1,22.5,23.7,29.3,26.4,,21.8,25.1,27.4,27.8,28.3,28.3,28.3,27.1,27.2,27.4,27.4,27.6,28.0,30.8,33.6,33.9,34.5,36.8,38.1,39.3,43.7,46.8,50.0,53.6,55.3,60.2,74.5,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07130476                   ,WDU07130476                   ,"PPI Commodity data for Rubber and plastic products-Steam hose, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1981-M11,,,,,,,,,50.1,53.8,55.0,66.2,73.3,74.3,74.6,77.4,82.1,86.0,88.2,90.8,93.7,97.5,100.2,102.3,98.9,92.1,89.6,93.3,100.0,107.0,114.8,125.7,132.2,136.8,142.4,157.7,176.6,190.3,211.3,233.6,248.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07130477                   ,WDU07130477                   ,"PPI Commodity data for Rubber and plastic products-Air hose,3/4 in. i.d., not seasonally adjusted, discontinued",Index base: 1967 = 100,1964-M12,1981-M13,,,,,,,,,,,,,,,,,,,,,,,,,,89.8,89.8,93.2,100.0,106.5,114.5,126.1,136.6,144.5,152.1,171.8,193.9,206.2,227.3,249.0,267.2,300.9,340.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07130478                   ,WDU07130478                   ,"PPI Commodity data for Rubber and plastic products-Water hose, 1 1/2 in. i.d., not seasonally adjusted, discontinued",Index base: 1967 = 100,1964-M12,1981-M13,,,,,,,,,,,,,,,,,,,,,,,,,,89.8,89.8,93.2,100.0,106.4,115.2,126.3,137.3,145.3,154.2,176.2,199.7,213.0,237.4,263.6,282.1,317.7,358.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07130479                   ,WDU07130479                   ,"PPI Commodity data for Rubber and plastic products-Water suction hose,3 in. i.d., not seasonally adjusted, discontinued",Index base: 1967 = 100,1964-M12,1981-M11,,,,,,,,,,,,,,,,,,,,,,,,,,89.9,89.7,93.1,100.0,107.1,115.2,127.4,129.1,132.6,140.2,158.2,182.9,193.2,179.3,210.4,224.9,241.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07130481                   ,WDU07130481                   ,"PPI Commodity data for Rubber and plastic products-Hose, hydraulic, not seasonally adjusted, discontinued",Index base: 1982 = 100,1982-M01,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,103.4,103.0,106.6,106.3,108.8,108.4,115.4,128.1,134.8,139.7,141.0,140.8,142.6,145.4,149.2,145.5,145.9,147.3,151.4,155.0,157.4,,,,,,,,,,,,,,,
WDU07130482                   ,WDU07130482                   ,"PPI Commodity data for Rubber and plastic products-Hose, mandrel made, textile, nonhydraulic, not seasonally adjusted, discontinued",Index base: 1982 = 100,1982-M05,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.7,116.9,121.8,119.4,,123.8,126.3,135.1,138.3,140.3,142.0,144.6,149.4,155.7,162.6,168.6,171.2,174.1,177.7,182.3,185.0,,,,,,,,,,,,,,,
WDU07130483                   ,WDU07130483                   ,"PPI Commodity data for Rubber and plastic products-Hose, mandrel made, wire, nonhydraulic, not seasonally adjusted, discontinued",Index base: 1982 = 100,1987-M07,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.1,76.4,77.2,80.1,78.8,82.9,84.6,79.7,82.2,83.4,83.7,84.0,86.5,87.9,89.1,91.0,,,,,,,,,,,,,,,
WDU07130484                   ,WDU07130484                   ,"PPI Commodity data for Rubber and plastic products-All other rubber hose, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,102.2,103.7,104.6,104.6,106.5,110.0,115.6,120.6,126.2,126.6,130.1,131.3,134.5,136.3,137.1,137.1,137.1,136.7,137.7,144.6,155.8,,,,,,,,,,,,,,,
WDU07130485                   ,WDU07130485                   ,"PPI Commodity data for Rubber and plastic products-Foam rubber,slab, not seasonally adjusted, discontinued",Index base: 1982 = 100,1956-M01,1972-M13,,,,,,,,,,,,,,,,,,58.9,57.7,53.1,50.5,50.7,50.7,49.7,46.6,43.0,42.8,42.6,42.6,45.4,45.5,46.7,47.2,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07130486                   ,WDU07130486                   ,"PPI Commodity data for Rubber and plastic products-Foam rubber,crow utilities. . . . . . . . . . . . . . . . . ., not seasonally adjusted, discontinued",Index base: 1967 = 100,1956-M01,1969-M13,,,,,,,,,,,,,,,,,,116.5,120.0,122.3,100.6,101.9,93.0,91.5,92.5,96.2,96.3,97.0,100.0,104.2,104.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07130488                   ,WDU07130488                   ,"PPI Commodity data for Rubber and plastic products-Rubber thread, latex, 70 gauge, not seasonally adjusted, discontinued",Index base: 1967 = 100,1964-M12,1971-M03,,,,,,,,,,,,,,,,,,,,,,,,,,102.4,102.4,102.4,100.0,99.8,99.8,99.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07130489                   ,WDU07130489                   ,"PPI Commodity data for Rubber and plastic products-Rubber sheet,red,1/16 in., not seasonally adjusted, discontinued",Index base: 1982 = 100,1964-M12,1980-M08,,,,,,,,,,,,,,,,,,,,,,,,,,24.3,24.3,25.0,26.3,27.7,29.2,31.8,34.2,36.2,38.3,43.8,49.2,51.4,58.0,65.0,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07130492                   ,WDU07130492                   ,"PPI Commodity data for Rubber and plastic products-Friction tape, 3/4"", not seasonally adjusted, discontinued",Index base: 1982 = 100,1972-M01,1973-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.5,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07130495                   ,WDU07130495                   ,"PPI Commodity data for Rubber and plastic products-Rubber gloves, industrial, not seasonally adjusted, discontinued",Index base: 1982 = 100,1973-M01,1983-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.4,57.6,65.0,66.2,70.6,73.0,75.9,81.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU071305                     ,WDU071305                     ,"PPI Commodity data for Rubber and plastic products-Rubber roll covering, not seasonally adjusted, discontinued",Index base: 1982 = 100,1979-M06,1993-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.2,95.4,100.0,100.7,104.9,109.4,112.0,119.1,123.6,127.1,131.0,137.9,144.5,147.6,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07130501                   ,WDU07130501                   ,"PPI Commodity data for Rubber and plastic products-Graphic arts roll covering, not seasonally adjusted, discontinued",Index base: 1982 = 100,1979-M06,1987-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.8,96.6,100.0,98.8,103.4,105.3,106.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07130502                   ,WDU07130502                   ,"PPI Commodity data for Rubber and plastic products-Paper mill roll covering, not seasonally adjusted, discontinued",Index base: 1982 = 100,1979-M06,1989-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.7,91.7,100.0,100.4,100.8,107.4,110.8,114.3,116.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07130503                   ,WDU07130503                   ,"PPI Commodity data for Rubber and plastic products-Steel mill roll covering, not seasonally adjusted, discontinued",Index base: 1982 = 100,1979-M06,1993-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.4,95.3,100.0,100.9,103.7,106.8,108.0,115.0,125.4,129.3,136.4,141.2,146.7,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07130504                   ,WDU07130504                   ,"PPI Commodity data for Rubber and plastic products-All other, roll covers, not seasonally adjusted, discontinued",Index base: 1982 = 100,1979-M06,1993-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.1,98.0,100.0,102.6,109.8,115.4,,130.7,137.6,140.8,,,156.8,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07130601                   ,WDU07130601                   ,"PPI Commodity data for Rubber and plastic products-Rubber cement, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1983-M13,,,,,,,,,21.6,23.1,22.5,23.7,29.3,26.4,,21.8,25.1,27.4,27.8,28.3,28.3,28.3,27.1,27.2,27.4,27.4,27.6,28.0,30.8,33.6,33.9,34.5,36.8,38.1,39.3,43.7,46.8,50.0,53.6,55.3,60.2,74.5,,100.0,99.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07130602                   ,WDU07130602                   ,"PPI Commodity data for Rubber and plastic products-Molded rubber mechanical goods, not seasonally adjusted, discontinued",Index base: 1983.06 = 100,1983-M06,2004-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.3,97.2,99.4,99.8,100.3,104.7,107.2,108.6,108.6,109.5,110.0,112.1,116.7,119.3,120.0,120.0,120.5,120.2,120.7,120.8,120.9,,,,,,,,,,,,,,
WDU07130603                   ,WDU07130603                   ,"PPI Commodity data for Rubber and plastic products-Extruded and lathe cut, mechanical rubber goods, not seasonally adjusted, discontinued",Index base: 1983.06 = 100,1983-M06,2004-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.6,106.7,109.5,112.0,113.2,113.9,116.0,118.0,119.6,118.3,118.5,121.0,123.7,124.3,125.1,122.1,122.2,122.2,120.9,120.9,114.1,,,,,,,,,,,,,,
WDU07130605                   ,WDU07130605                   ,"PPI Commodity data for Rubber and plastic products-Rubber clothing and coated fabrics, not seasonally adjusted, discontinued",Index base: 1983.06 = 100,1983-M08,2006-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.6,103.3,104.7,107.0,108.0,109.9,113.1,115.9,117.7,119.5,122.1,,,139.4,140.4,141.0,141.3,139.8,138.5,138.7,142.6,142.7,,,,,,,,,,,,,
WDU07130609                   ,WDU07130609                   ,"PPI Commodity data for Rubber and plastic products-Rubber shoe products, not seasonally adjusted, discontinued",Index base: 1983.06 = 100,1985-M03,1988-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.8,106.0,110.2,113.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07130611                   ,WDU07130611                   ,"PPI Commodity data for Rubber and plastic products-Rubber druggist and medical sundries, exc. gloves, not seasonally adjusted, discontinued",Index base: 1983.06 = 100,1983-M06,1999-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.2,101.7,103.1,103.0,107.0,113.7,116.9,122.1,126.6,130.3,132.9,141.8,144.9,147.3,151.2,151.9,,,,,,,,,,,,,,,,,,,
WDU07130613                   ,WDU07130613                   ,"PPI Commodity data for Rubber and plastic products-Rubber gloves, not seasonally adjusted, discontinued",Index base: 1988.12 = 100,1988-M12,1999-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.7,92.8,90.7,94.4,96.7,95.7,97.7,100.3,98.2,101.7,98.9,,,,,,,,,,,,,,,,,,,
WDU07130614                   ,WDU07130614                   ,"PPI Commodity data for Rubber and plastic products-Rubber druggist & medical sundries, incl. gloves, not seasonally adjusted, discontinued",Index base: 1999.12 = 100,1999-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9,100.8,104.1,106.9,,,,,,,,,,,,,,,
WDU07130615                   ,WDU07130615                   ,"PPI Commodity data for Rubber and plastic products-Prophylactics, not seasonally adjusted, discontinued",Index base: 1999.12 = 100,1999-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1,103.0,102.6,102.3,,,,,,,,,,,,,,,
WDU07130617A                  ,WDU07130617A                  ,"PPI Commodity data for Rubber and plastic products-Extruded rubber mechanical goods, excluding tubing, not seasonally adjusted, discontinued",Index base: 2011.12 = 100,2011-M12,2017-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2,100.7,101.1,103.1,103.1,,
WDU072101                     ,WDU072101                     ,"PPI Commodity data for Rubber and plastic products-Pressure pipes, not seasonally adjusted, discontinued",Index base: 1969.12 = 100,1970-M01,1978-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.7,95.3,94.7,96.1,115.5,111.5,105.8,112.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07210101                   ,WDU07210101                   ,"PPI Commodity data for Rubber and plastic products-Flexible, pe, not seasonally adjusted, discontinued",Index base: 1969.12 = 100,1970-M01,1978-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.7,101.2,102.9,104.0,116.1,120.5,123.7,129.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07210102                   ,WDU07210102                   ,"PPI Commodity data for Rubber and plastic products-Rigid, PVC, not seasonally adjusted, discontinued",Index base: 1969.12 = 100,1970-M01,1978-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.6,92.2,90.3,91.9,115.2,107.1,96.4,102.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU072102                     ,WDU072102                     ,"PPI Commodity data for Rubber and plastic products-Non-pressure pipes, not seasonally adjusted, discontinued",Index base: 1969.12 = 100,1970-M01,1978-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.2,93.0,91.8,91.0,134.2,134.2,130.3,135.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07210211                   ,WDU07210211                   ,"PPI Commodity data for Rubber and plastic products-DWV, ABS, not seasonally adjusted, discontinued",Index base: 1969.12 = 100,1970-M01,1971-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.5,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07210212                   ,WDU07210212                   ,"PPI Commodity data for Rubber and plastic products-Sewer and drainage P.S. or PVC, not seasonally adjusted, discontinued",Index base: 1969.12 = 100,1970-M01,1978-M05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.5,102.5,100.5,100.5,142.9,131.3,122.5,130.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU072103                     ,WDU072103                     ,"PPI Commodity data for Rubber and plastic products-Pressure pipe fittings, not seasonally adjusted, discontinued",Index base: 1969.12 = 100,1970-M01,1978-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6,98.4,93.5,95.2,100.3,102.5,111.4,120.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07210321                   ,WDU07210321                   ,"PPI Commodity data for Rubber and plastic products-Insert, PP or PVC, not seasonally adjusted, discontinued",Index base: 1969.12 = 100,1970-M01,1978-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,106.3,109.6,114.2,130.9,139.7,150.8,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07210322                   ,WDU07210322                   ,"PPI Commodity data for Rubber and plastic products-Coupling, pvc, not seasonally adjusted, discontinued",Index base: 1969.12 = 100,1970-M01,1978-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.7,95.5,87.9,88.6,89.6,,96.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU072104                     ,WDU072104                     ,"PPI Commodity data for Rubber and plastic products-Non-pressure pipe fittings, not seasonally adjusted, discontinued",Index base: 1969.12 = 100,1970-M01,1978-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.8,69.5,66.0,64.9,75.1,78.2,88.2,93.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07210431                   ,WDU07210431                   ,"PPI Commodity data for Rubber and plastic products-Elbow, ABS, not seasonally adjusted, discontinued",Index base: 1969.12 = 100,1970-M01,1978-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.3,69.6,65.7,63.8,72.3,76.5,89.8,98.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07210432                   ,WDU07210432                   ,"PPI Commodity data for Rubber and plastic products-Elbow, polystyrene or PVC, not seasonally adjusted, discontinued",Index base: 1969.12 = 100,1970-M01,1978-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.5,68.7,67.3,69.8,88.1,85.2,84.5,81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU072105                     ,WDU072105                     ,"PPI Commodity data for Rubber and plastic products-Structural panels and sheets, not seasonally adjusted, discontinued",Index base: 1969.12 = 100,1970-M01,1978-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.7,99.9,99.4,100.4,129.3,143.6,148.9,150.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07210541                   ,WDU07210541                   ,"PPI Commodity data for Rubber and plastic products-Corrugated, frp, 4 oz., not seasonally adjusted, discontinued",Index base: 1969.12 = 100,1970-M01,1978-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,99.9,98.8,148.6,166.3,166.1,170.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07210542                   ,WDU07210542                   ,"PPI Commodity data for Rubber and plastic products-Rib shapes, frp, 8 oz., not seasonally adjusted, discontinued",Index base: 1969.12 = 100,1970-M01,1978-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,101.8,101.1,102.5,143.0,158.8,155.2,156.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07210543                   ,WDU07210543                   ,"PPI Commodity data for Rubber and plastic products-Siding, PVC, not seasonally adjusted, discontinued",Index base: 1969.12 = 100,1970-M01,1978-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.9,99.1,98.6,98.9,117.0,127.9,130.3,135.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07210544                   ,WDU07210544                   ,"PPI Commodity data for Rubber and plastic products-Glazing, acrylic, not seasonally adjusted, discontinued",Index base: 1969.12 = 100,1970-M01,1971-M03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU07210601                   ,WDU07210601                   ,"PPI Commodity data for Rubber and plastic products-Plumbing products, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,2005-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.4,,,,115.6,121.7,112.1,108.6,112.6,128.8,119.2,108.9,101.8,94.0,101.8,111.1,120.2,114.0,113.1,108.4,113.6,124.0,109.9,114.9,122.7,134.3,157.7,,,,,,,,,,,,,
WDU07210602                   ,WDU07210602                   ,"PPI Commodity data for Rubber and plastic products-Other plastic construction products, not seasonally adjusted, discontinued",Index base: 1982 = 100,1983-M01,2006-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3,103.8,103.3,104.2,105.5,115.7,120.6,122.8,124.2,124.8,127.2,132.3,144.4,143.0,139.4,138.4,139.1,146.3,149.3,151.8,151.8,156.8,163.7,,,,,,,,,,,,,
WDU072106039                  ,WDU072106039                  ,"PPI Commodity data for Rubber and plastic products-All other plastics pipe (incl. oil, gas, sewer, stormdrain, water main, and other), not seasonally adjusted, discontinued",Index base: 2011.12 = 100,2011-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.1,137.5,143.6,141.8,141.1,148.5,
WDU072201                     ,WDU072201                     ,"PPI Commodity data for Rubber and plastic products-PVC, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M01,1982-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7,45.8,47.3,66.1,74.7,76.5,77.8,80.8,88.5,95.8,98.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
