index,Index,Label,unit,start,last,1984-S1,1984-S2,1985-S1,1985-S2,1986-S1,1986-S2,1987-S1,1987-S2,1988-S1,1988-S2,1989-S1,1989-S2,1990-S1,1990-S2,1991-S1,1991-S2,1992-S1,1992-S2,1993-S1,1993-S2,1994-S1,1994-S2,1995-S1,1995-S2,1996-S1,1996-S2,1997-S1,1997-S2,1998-S1,1998-S2,1999-S1,1999-S2,2000-S1,2000-S2,2001-S1,2001-S2,2002-S1,2002-S2,2003-S1,2003-S2,2004-S1,2004-S2,2005-S1,2005-S2,2006-S1,2006-S2,2007-S1,2007-S2,2008-S1,2008-S2,2009-S1,2009-S2,2010-S1,2010-S2,2011-S1,2011-S2,2012-S1,2012-S2,2013-S1,2013-S2,2014-S1,2014-S2,2015-S1,2015-S2,2016-S1,2016-S2,2017-S1,2017-S2,2018-S1,2018-S2,2019-S1,2019-S2,2020-S1,2020-S2,2021-S1,2021-S2
CUUS0400SACE     ,CUUS0400SACE     ,"Energy commodities in West urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,98.8,97.9,99.2,99.1,85.8,72.3,78.2,82.6,80.7,82.4,88.6,88.8,90.1,111.3,97.0,96.3,98.9,108.4,105.5,104.5,101.4,108.3,105.7,104.6,112.1,109.2,109.5,111.5,98.1,95.6,104.1,114.7,127.2,139.1,138.6,124.6,115.5,125.8,146.0,144.4,163.8,173.5,184.1,215.4,224.2,225.5,239.748,248.078,295.297,269.548,187.095,232.689,243.322,249.065,303.842,303.856,322.986,314.108,312.034,301.869,309.354,285.919,236.503,235.509,200.776,210.525,224.96,233.624,262.021,276.311,267.194,278.676,234.297,231.228,278.263,329.825
CUUS0400SACL1    ,CUUS0400SACL1    ,"Commodities less food in West urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.1,103.4,104.9,105.3,102.7,100.8,102.8,105.2,106.4,107.8,111.1,112.1,115.0,119.2,119.6,121.3,123.5,125.6,126.5,126.0,126.6,128.1,129.1,129.1,132.6,131.8,132.8,132.4,131.2,130.7,132.9,134.7,137.3,139.3,139.6,136.9,135.1,134.8,137.2,134.3,137.1,137.6,140.0,143.8,145.4,145.7,146.972,147.321,152.975,149.167,140.918,146.72,148.85,148.924,156.293,156.875,159.968,159.004,158.648,157.021,157.547,154.487,149.516,148.702,145.442,145.411,147.471,147.812,151.388,152.375,152.15,153.69,150.168,151.876,159.363,171.226
CUUS0400SACL11   ,CUUS0400SACL11   ,"Commodities less food and beverages in West urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.1,103.5,104.9,105.3,102.4,100.3,102.4,104.7,105.9,107.3,110.7,111.5,114.3,118.7,118.4,119.9,122.1,124.2,125.1,124.6,125.2,126.8,127.9,127.8,131.3,130.3,131.2,130.6,129.3,128.7,131.0,132.6,135.2,137.1,137.4,134.5,132.6,132.3,134.6,131.7,134.4,134.8,137.3,141.0,142.5,142.9,144.007,144.25,149.893,145.917,137.407,143.329,145.499,145.535,152.997,153.65,156.748,155.711,155.281,153.587,154.101,150.895,145.775,144.914,141.468,141.402,143.388,143.718,147.248,148.167,147.869,149.475,145.746,147.399,154.944,166.922
CUUS0400SACL1E   ,CUUS0400SACL1E   ,"Commodities less food and energy commodities in West urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.9,104.8,106.3,106.9,107.1,108.3,109.8,111.8,113.6,115.0,117.9,119.1,122.3,123.5,126.7,128.8,130.9,131.7,133.3,133.0,134.2,134.7,136.5,136.6,139.5,139.1,140.3,139.3,140.2,140.0,141.3,141.5,142.5,142.9,143.4,142.5,142.0,140.1,139.7,136.6,136.9,135.8,137.1,136.6,137.9,138.1,137.59,136.874,137.283,136.184,137.162,138.036,139.148,138.523,140.129,140.789,141.667,141.746,141.613,141.098,140.989,140.348,140.672,139.871,140.353,139.168,139.789,139.15,139.831,139.255,140.079,140.46,141.078,143.251,146.777,154.642
CUUS0400SAD      ,CUUS0400SAD      ,"Durables in West urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,103.6,105.3,106.2,105.4,105.3,105.5,106.3,108.0,108.8,109.9,110.9,111.5,113.1,113.1,114.8,115.9,117.4,118.4,119.8,121.2,122.8,124.5,126.5,126.8,128.4,128.2,128.8,127.0,127.2,126.3,125.2,126.0,126.4,126.6,126.8,125.5,123.9,122.0,120.5,116.6,115.8,115.2,116.4,115.3,116.0,115.2,114.052,112.651,111.991,110.346,109.473,110.822,111.993,111.372,112.599,112.943,112.797,112.341,112.178,111.961,111.29,109.884,110.205,109.355,109.189,107.259,107.388,105.91,105.896,105.111,106.2,106.054,105.917,109.304,113.331,122.697
CUUS0400SAE      ,CUUS0400SAE      ,"Education and communication in West urban, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2,100.5,100.3,101.2,101.3,102.1,103.0,104.6,104.2,106.6,107.1,109.6,110.3,112.5,113.5,115.3,116.5,118.3,118.214,120.44,121.909,124.792,126.098,128.234,129.076,130.676,131.379,133.227,134.091,135.601,136.586,137.7,138.328,138.562,138.12,138.404,138.398,137.333,135.811,136.135,135.785,137.207,136.935,137.99,138.338,140.753,140.508,141.453
CUUS0400SAEC     ,CUUS0400SAEC     ,"Education and communication commodities in West urban, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.763,97.526,96.569,92.918,91.374,90.2,88.962,85.521,83.995,82.445,81.965,80.173,78.608,77.405,77.702,77.393,75.927,72.695,70.113,69.993,68.006,69.575,68.121,65.86
CUUS0400SAES     ,CUUS0400SAES     ,"Education and communication services in West urban, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.646,102.156,102.864,104.844,105.749,107.21,108.222,109.616,110.385,110.821,110.5,111.015,111.247,110.49,109.074,109.416,109.344,111.202,111.414,112.389,113.051,114.963,114.979,116.193
CUUS0400SAF      ,CUUS0400SAF      ,"Food and beverages in West urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,103.0,104.2,105.7,106.7,108.4,110.0,112.7,113.4,116.1,119.3,123.6,126.0,130.9,132.9,137.4,137.3,139.3,140.2,142.6,143.4,145.4,146.9,149.7,150.1,152.9,156.0,158.7,160.6,163.4,165.0,167.5,167.9,170.0,172.9,176.4,179.1,181.6,182.6,184.7,188.2,191.9,193.7,195.9,197.7,199.9,201.5,207.087,211.048,216.633,222.563,222.984,220.729,221.824,222.828,228.352,231.967,234.52,236.044,238.074,239.113,242.365,247.002,248.708,250.904,252.06,251.407,254.168,255.689,258.399,260.666,264.8,266.65,273.564,279.832,283.934,294.144
CUUS0400SAF1     ,CUUS0400SAF1     ,"Food in West urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,103.0,104.2,105.8,106.5,108.1,109.9,112.7,113.2,115.9,119.2,123.7,126.0,131.1,133.0,136.7,136.1,138.1,138.9,141.5,142.2,144.4,146.2,149.1,149.6,152.2,155.5,158.1,159.9,162.8,164.5,166.9,167.2,169.2,172.0,175.7,178.4,180.9,181.8,183.8,187.4,191.2,193.0,195.1,196.9,198.9,200.8,206.284,210.237,215.891,222.039,222.221,219.784,220.955,221.917,227.74,231.779,234.338,235.839,237.842,238.874,242.289,247.098,248.859,251.153,252.121,251.326,253.976,255.566,258.162,260.355,264.606,266.707,273.778,280.285,284.437,295.088
CUUS0400SAF11    ,CUUS0400SAF11    ,"Food at home in West urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.7,103.4,105.1,104.8,106.7,108.2,111.8,111.5,114.7,118.1,123.5,125.6,131.9,133.3,138.4,136.0,138.5,138.9,142.3,142.8,145.8,148.0,151.9,151.9,155.4,159.3,161.9,163.7,167.1,168.5,171.4,171.1,173.0,176.5,180.7,183.2,185.6,185.3,188.0,192.8,197.2,197.8,199.0,199.7,201.0,202.4,208.991,213.404,220.496,227.956,225.576,219.613,221.14,221.377,229.658,234.481,235.859,236.655,238.384,238.361,242.244,247.811,248.388,249.88,248.056,244.493,245.534,245.489,246.17,247.0,250.354,250.332,257.756,262.896,265.927,277.433
CUUS0400SAF111   ,CUUS0400SAF111   ,"Cereals and bakery products in West urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2017-S02,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.418,257.555,259.27,266.037,265.876,267.491,269.41,268.988,278.122
CUUS0400SAF112   ,CUUS0400SAF112   ,"Meats, poultry, fish, and eggs in West urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2017-S02,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.444,255.277,256.303,258.044,258.762,272.092,279.038,289.204,313.684
CUUS0400SAF113   ,CUUS0400SAF113   ,"Fruits and vegetables in West urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2017-S02,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.1,326.667,328.183,334.639,333.383,339.426,347.922,347.156,356.212
CUUS0400SAF114   ,CUUS0400SAF114   ,"Nonalcoholic beverages and beverage materials in West urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2017-S02,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.386,169.389,171.784,174.732,173.341,182.564,186.383,190.015,196.943
CUUS0400SAF115   ,CUUS0400SAF115   ,"Other food at home in West urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2017-S02,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.985,212.15,211.6,213.233,212.736,216.85,220.256,222.095,231.224
CUUS0400SAF116   ,CUUS0400SAF116   ,"Alcoholic beverages in West urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.2,103.2,105.1,108.5,112.3,112.1,113.9,115.5,118.1,120.4,123.2,126.0,130.3,132.8,143.9,148.1,150.9,152.3,153.4,154.0,154.2,153.9,155.1,155.7,159.8,161.3,165.3,167.3,169.7,170.3,173.4,175.1,179.4,183.1,184.8,187.0,189.4,191.7,193.8,196.2,199.1,201.2,203.5,206.2,210.6,209.9,215.707,219.732,224.34,227.582,230.903,230.875,230.747,232.324,233.54,231.108,233.553,235.389,237.752,238.88,239.984,242.374,243.375,244.296,247.93,249.191,253.402,253.994,258.178,261.365,263.95,262.561,267.316,270.517,273.956,278.528
CUUS0400SAG      ,CUUS0400SAG      ,"Other goods and services in West urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,105.1,109.0,112.7,115.7,119.1,121.7,124.6,128.7,133.2,137.8,145.0,150.4,155.6,161.4,167.7,174.9,181.7,188.1,195.6,197.8,200.0,203.8,208.5,213.6,218.6,223.5,228.3,233.8,238.2,244.0,261.8,266.6,272.0,276.3,281.0,287.3,290.6,292.4,297.3,300.7,304.9,307.1,311.8,315.8,320.9,326.3,333.614,337.148,344.638,349.652,362.175,369.117,373.791,378.352,380.788,382.38,384.266,387.731,389.579,393.297,397.07,399.282,401.652,404.291,406.875,409.726,418.239,426.877,433.556,438.137,444.647,451.591,459.52,459.491,472.998,480.495
CUUS0400SAGC     ,CUUS0400SAGC     ,"Other goods in West urban, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.503,101.904,102.872,102.374,102.221,102.85,103.011,104.01,105.225,105.798,106.591,106.139,106.654,106.092,109.059,112.746,112.789,113.204,114.57,115.737,117.51,116.908,122.755,124.982
CUUS0400SAGS     ,CUUS0400SAGS     ,"Other personal services in West urban, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.049,102.127,102.508,103.76,104.853,106.062,106.865,107.871,108.708,109.325,109.833,111.538,112.406,114.488,116.113,117.093,120.45,122.411,124.51,127.007,129.493,129.984,131.783,133.635
CUUS0400SAH      ,CUUS0400SAH      ,"Housing in West urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,101.8,104.9,106.9,110.7,111.8,114.2,115.4,117.6,119.6,121.8,123.3,126.3,129.1,132.7,135.6,138.1,140.3,142.0,143.8,145.5,147.2,148.9,150.9,152.6,153.9,156.4,158.4,160.7,163.0,165.8,168.3,171.1,174.4,178.5,184.3,188.4,191.3,192.6,194.6,195.5,197.6,199.9,203.2,206.3,211.4,214.7,219.748,222.39,226.185,228.716,229.287,227.702,225.997,225.742,227.415,229.409,231.695,234.135,237.273,240.617,243.872,248.145,252.384,256.927,262.21,268.251,273.839,279.081,284.465,289.612,295.66,301.508,305.68,308.682,312.102,320.283
CUUS0400SAH1     ,CUUS0400SAH1     ,"Shelter in West urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,101.8,105.3,108.5,113.0,115.4,118.5,121.0,123.5,126.0,128.4,130.7,134.4,138.0,142.6,145.9,148.7,151.5,153.2,155.5,157.2,159.2,161.3,163.4,165.7,168.2,170.9,173.5,176.1,179.5,183.1,186.6,189.8,193.7,197.7,203.3,208.5,212.6,214.3,216.9,218.7,221.4,223.9,227.4,229.7,235.1,239.2,245.817,249.347,253.664,256.155,257.501,255.033,252.399,252.158,253.913,256.173,259.388,262.026,265.619,269.437,273.779,278.937,284.692,290.893,298.055,305.841,313.575,320.502,327.303,334.124,341.636,349.195,353.85,356.253,359.566,368.13
CUUS0400SAH2     ,CUUS0400SAH2     ,"Fuels and utilities in West urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,103.7,108.2,106.7,110.6,107.4,109.4,105.9,108.4,109.1,111.1,111.0,113.4,114.3,116.6,119.9,123.2,124.4,126.7,127.9,130.0,130.8,132.4,135.3,135.6,132.8,136.9,137.3,141.0,137.3,138.4,137.5,140.7,142.1,152.3,167.8,170.2,170.0,172.3,175.1,175.2,174.8,181.7,186.9,201.4,210.5,213.1,215.974,219.954,226.607,232.365,227.573,233.649,237.335,241.92,245.546,249.563,247.971,254.283,259.527,266.267,269.862,277.284,277.177,279.61,280.901,289.413,290.179,294.711,297.232,301.601,302.568,308.171,311.743,318.838,328.691,344.539
CUUS0400SAH21    ,CUUS0400SAH21    ,"Household energy in West urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.4,107.7,106.1,108.4,103.4,103.4,101.4,104.7,104.5,107.9,108.7,111.7,112.4,114.3,119.4,120.9,119.9,121.5,122.5,124.8,124.9,126.9,128.4,128.1,120.8,126.6,125.8,130.3,125.5,126.2,124.7,127.8,129.1,141.1,159.5,161.6,160.5,162.7,165.2,164.1,161.8,169.2,173.9,190.5,200.7,202.3,204.049,207.186,214.319,219.197,211.699,215.987,218.419,221.198,223.03,225.853,221.208,225.649,230.158,236.825,239.606,245.878,242.681,243.079,242.148,251.44,249.13,253.507,253.934,256.875,254.593,259.244,262.011,268.565,278.688,294.609
CUUS0400SAH3     ,CUUS0400SAH3     ,"Household furnishings and operations in West urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,101.4,102.1,103.5,104.3,104.7,105.9,106.6,107.7,108.9,110.2,109.9,111.3,112.8,114.0,114.9,115.5,116.6,117.9,118.1,119.4,120.7,120.9,122.2,122.8,123.5,123.8,124.7,124.8,126.3,126.9,127.5,128.8,130.6,131.9,132.1,133.0,132.7,131.9,131.2,128.6,129.7,129.1,130.3,130.5,132.3,133.3,133.875,132.475,133.115,134.338,134.676,132.614,131.408,128.557,128.972,128.998,129.926,129.508,129.837,129.557,128.774,128.383,129.36,129.022,129.631,128.287,128.495,128.068,129.984,129.779,132.804,132.944,135.426,138.518,139.665,143.291
CUUS0400SAH31    ,CUUS0400SAH31    ,"Household furnishings and supplies in West urban, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.37,96.602,96.933,96.856,97.137,96.602,96.79,96.226,95.301,93.991,94.126,93.133,93.269,91.859,91.733,90.71,91.073,90.825,93.203,93.06,94.804,97.046,96.831,99.837
CUUS0400SAM      ,CUUS0400SAM      ,"Medical care in West urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,104.4,107.1,110.5,114.6,118.7,123.3,127.5,131.2,136.1,141.0,146.9,152.8,159.5,167.9,174.8,181.8,188.6,194.9,201.1,206.6,209.7,214.2,218.0,221.5,226.0,229.2,233.4,236.0,239.0,241.7,246.2,250.3,255.8,261.5,269.2,274.7,282.3,289.1,294.2,299.7,307.6,312.1,319.8,326.0,334.3,339.9,350.7,357.922,367.185,370.242,381.289,386.178,394.962,398.511,405.995,410.575,419.032,425.27,427.883,431.698,438.482,442.498,452.152,455.478,466.039,473.013,476.093,482.575,491.343,496.789,505.081,518.465,536.542,541.354,541.262,545.192
CUUS0400SAM1     ,CUUS0400SAM1     ,"Medical care commodities in West urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,105.2,109.0,113.6,117.5,121.5,124.9,129.3,133.5,137.9,143.7,149.3,155.9,162.1,168.9,173.3,179.0,186.6,192.7,196.3,198.4,199.2,204.5,206.8,209.7,216.4,219.8,224.2,225.2,228.5,231.7,233.1,238.6,241.5,243.6,248.6,254.2,258.7,262.2,263.8,266.3,269.3,272.0,276.4,282.8,284.8,288.5,289.941,294.638,299.486,299.878,306.281,310.722,318.431,321.952,329.017,331.029,334.496,335.699,327.832,326.023,329.329,333.828,344.233,345.019,350.687,357.68,365.486,374.531,381.488,384.617,385.598,404.956,428.951,425.475,416.265,419.737
