index,Index,Label,unit,start,last,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
CUURN000SETA02   ,CUURN000SETA02   ,"Used cars and trucks in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.5,102.4,104.3,106.4,101.9,96.0,89.9,94.0,94.2,91.329,90.034,85.352,96.334,100.122,100.836,100.736,100.383,99.268,96.985,93.49,93.591,94.512,97.519,123.505
CUURN000SETB     ,CUURN000SETB     ,"Motor fuel in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.6,98.4,127.2,121.1,114.1,132.1,157.4,192.8,217.5,236.277,277.773,199.123,236.814,299.381,307.864,299.575,288.73,205.836,182.142,205.112,231.741,221.74,185.313,252.909
CUURN000SETB01   ,CUURN000SETB01   ,"Gasoline (all types) in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.6,98.4,127.2,121.1,114.2,132.3,157.7,193.1,217.8,236.74,277.302,200.05,237.882,300.528,308.774,300.318,289.107,206.092,182.515,205.465,231.936,221.875,185.351,253.472
CUURN000SETE     ,CUURN000SETE     ,"Motor vehicle insurance in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2017-M12,2021-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.845,221.195,223.321,209.72,219.841
CUURN000SS45011  ,CUURN000SS45011  ,"New cars in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.6,99.1,98.9,98.7,97.7,95.6,94.9,95.9,97.1,96.687,96.423,97.595,98.868,101.277,102.76,103.139,102.057,102.619,102.881,102.481,101.584,102.52,104.256,110.039
CUURN000SS4501A  ,CUURN000SS4501A  ,"New cars and trucks in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8,99.7,99.4,99.4,98.0,96.0,95.2,96.0,96.2,95.098,93.78,94.846,96.652,98.962,100.661,101.679,101.559,102.608,103.273,103.597,102.918,103.405,104.349,110.088
CUURN000SS47014  ,CUURN000SS47014  ,"Gasoline, unleaded regular in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.2,98.5,128.6,122.2,115.0,134.1,160.5,197.2,222.8,242.393,284.002,203.617,242.649,307.434,315.717,306.137,294.284,207.714,182.843,206.074,232.833,222.172,184.47,254.407
CUURN000SS47015  ,CUURN000SS47015  ,"Gasoline, unleaded midgrade in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.9,98.1,125.9,119.6,113.0,130.3,154.7,189.0,212.8,230.858,270.249,196.763,233.184,293.225,301.571,295.11,285.321,208.846,189.155,212.264,239.541,231.537,199.337,264.1
CUURN000SS47016  ,CUURN000SS47016  ,"Gasoline, unleaded premium in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.6,98.3,124.0,118.5,112.1,128.4,151.0,182.9,204.9,222.041,259.539,191.439,225.867,281.894,290.625,285.734,277.73,208.738,191.136,213.532,239.181,232.798,202.469,261.667
CUURS000SAT      ,CUURS000SAT      ,"Transportation in Size Class A, all urban consumers, not seasonally adjusted",Index base: 1986.12=100,1986-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,107.3,112.5,118.7,121.8,125.0,128.9,132.8,136.9,140.9,142.2,139.7,142.5,150.9,152.2,151.2,155.9,161.0,170.8,177.3,180.554,190.813,176.345,189.543,208.016,212.896,213.344,211.7,196.006,191.578,197.858,207.008,206.908,197.767,223.241
CUURS000SAT1     ,CUURS000SAT1     ,"Private transportation in Size Class A, all urban consumers, not seasonally adjusted",Index base: 1986.12=100,1986-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.4,108.1,113.3,119.0,121.9,125.3,128.4,132.3,136.6,140.4,141.6,138.6,141.1,149.5,150.9,149.8,154.7,160.2,170.3,176.8,180.124,189.882,175.035,188.255,207.198,212.462,212.042,210.431,194.027,189.494,196.568,207.027,206.871,199.324,228.434
CUURS000SATCLTB  ,CUURS000SATCLTB  ,"Transportation commodities less motor fuel in Size Class A, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.925,104.561,106.123,106.395,106.412,105.983,105.054,103.466,103.428,104.032,105.229,118.803
CUURS000SETA     ,CUURS000SETA     ,"New and used motor vehicles in Size Class A, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,99.8,100.8,101.3,99.2,96.8,94.7,95.8,95.7,94.496,93.674,94.274,97.291,99.863,100.437,100.432,100.143,99.74,98.99,97.461,97.659,97.727,98.181,110.506
CUURS000SETA01   ,CUURS000SETA01   ,"New vehicles in Size Class A, all urban consumers, not seasonally adjusted",Index base: 1986.12=100,1986-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2,102.2,104.4,106.2,110.2,113.4,116.5,120.8,123.7,126.1,126.8,125.8,124.9,125.0,124.2,122.3,120.6,119.9,120.3,119.9,118.943,117.069,118.059,120.015,123.681,125.508,126.808,127.501,127.496,127.178,126.488,126.122,126.401,126.323,134.429
CUURS000SETA02   ,CUURS000SETA02   ,"Used cars and trucks in Size Class A, all urban consumers, not seasonally adjusted",Index base: 1986.12=100,1986-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.8,110.0,111.8,108.8,109.4,114.6,125.4,132.6,146.8,148.3,143.0,143.1,144.8,148.9,152.1,145.9,137.1,127.6,133.4,134.1,129.904,128.281,121.687,137.059,143.257,145.051,144.033,143.028,140.878,137.094,132.009,132.204,133.557,137.84,174.498
CUURS000SETB     ,CUURS000SETB     ,"Motor fuel in Size Class A, all urban consumers, not seasonally adjusted",Index base: 1986.12=100,1986-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.6,118.5,129.1,147.5,144.9,146.3,145.1,145.8,147.0,155.5,155.2,135.1,148.2,189.4,184.4,172.0,200.9,235.6,285.6,323.1,348.692,406.144,295.757,348.839,441.494,458.409,445.106,427.59,317.711,280.074,316.687,362.144,353.082,296.278,399.332
CUURS000SETB01   ,CUURS000SETB01   ,"Gasoline (all types) in Size Class A, all urban consumers, not seasonally adjusted",Index base: 1986.12=100,1986-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.7,118.7,129.2,147.5,144.9,146.6,145.1,145.6,146.9,155.0,154.5,134.3,147.4,188.4,183.3,171.1,200.0,234.6,284.2,321.5,347.077,403.224,295.052,347.891,440.082,456.666,443.275,425.401,316.242,278.962,315.359,360.394,351.385,294.725,397.75
CUURS000SETE     ,CUURS000SETE     ,"Motor vehicle insurance in Size Class A, all urban consumers, not seasonally adjusted",Index base: 1986.12=100,2017-M12,2021-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.713,383.656,386.754,376.778,385.866
CUURS000SS45011  ,CUURS000SS45011  ,"New cars in Size Class A, all urban consumers, not seasonally adjusted",Index base: 1986.12=100,1986-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2,102.4,104.3,105.8,109.7,112.8,115.7,119.7,122.4,124.6,125.0,124.2,123.0,123.1,122.4,120.8,118.5,117.9,118.7,119.7,119.259,118.598,119.477,120.659,124.613,126.086,126.774,126.891,126.266,124.997,123.911,123.53,123.632,123.281,130.153
CUURS000SS4501A  ,CUURS000SS4501A  ,"New cars and trucks in Size Class A, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.2,98.5,98.5,97.9,96.4,95.0,94.4,94.7,94.3,93.607,92.187,92.949,94.496,97.384,98.776,99.789,100.336,100.351,100.053,99.475,99.21,99.432,99.358,105.778
CUURS000SS47014  ,CUURS000SS47014  ,"Gasoline, unleaded regular in Size Class A, all urban consumers, not seasonally adjusted",Index base: 1986.12=100,1986-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.9,118.3,128.5,147.2,144.6,145.9,143.9,144.7,146.6,155.4,154.9,133.5,147.3,190.9,185.8,172.9,203.2,239.1,290.7,329.4,356.011,413.406,300.752,355.563,451.157,468.003,453.135,433.985,319.096,279.739,316.971,362.516,352.383,293.693,399.699
CUURS000SS47015  ,CUURS000SS47015  ,"Gasoline, unleaded midgrade in Size Class A, all urban consumers, not seasonally adjusted",Index base: 1993.12=100,1993-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.5,102.9,108.0,107.6,94.4,102.8,130.0,126.3,118.2,137.3,160.3,193.6,218.5,235.394,274.359,202.609,237.777,299.077,310.822,303.516,295.0,224.815,200.902,225.06,255.431,252.005,217.903,284.504
CUURS000SS47016  ,CUURS000SS47016  ,"Gasoline, unleaded premium in Size Class A, all urban consumers, not seasonally adjusted",Index base: 1986.12=100,1986-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.3,115.9,124.9,140.7,138.9,139.9,139.1,139.3,139.3,145.3,144.5,127.4,138.4,172.7,168.4,158.3,182.9,212.5,255.2,287.5,309.649,359.159,267.872,312.568,390.464,405.526,397.068,383.841,300.638,272.911,304.61,346.406,343.911,299.627,385.53
