index,Index,Label,unit,start,last,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
CEU4348800035    ,CEU4348800035    ,43488000,35,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,48.5,50.8,49.7,52.4,57.6,63.4,65.8,73.3,78.5,83.0,90.3,96.1,100.0,104.8,107.2,110.0,119.3,127.8,137.6,131.9,132.6,135.2,141.5,149.9,154.7,161.2,159.3,166.8,181.7,196.4,188.0
CEU4348800081    ,CEU4348800081    ,43488000,81,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,11451.0,11684.0,11422.0,11891.0,12731.0,13622.0,14089.0,15013.0,15641.0,16237.0,16962.0,16922.0,16461.0,16307.0,16649.0,17081.0,17943.0,18829.0,19264.0,17507.0,17239.0,17627.0,18087.0,18998.0,19868.0,20477.0,20384.0,21473.0,22744.0,23485.0,21128.0
CEU4348800082    ,CEU4348800082    ,43488000,82,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,132326.0,138600.0,135679.0,143041.0,157313.0,173104.0,179782.0,200259.0,214412.0,226617.0,246591.0,262429.0,273021.0,286078.0,292800.0,300456.0,325706.0,348864.0,375722.0,360156.0,362157.0,369024.0,386317.0,409379.0,422362.0,440075.0,434850.0,455350.0,496065.0,536136.0,513370.0
CEU4348810007    ,CEU4348810007    ,43488100,7,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,36.3,35.6,35.4,35.9,36.1,36.1,35.8,35.3,35.3,35.6,36.0,36.5,35.9,35.8,36.4,36.2,35.7,37.3,37.2,36.5,36.3,35.4,33.8,35.0,35.8,35.7,34.2,33.9,34.1,34.8,33.0
CEU4348810008    ,CEU4348810008    ,43488100,8,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,9.73,9.99,10.3,10.27,10.43,10.78,11.01,11.35,11.98,12.63,13.42,14.27,15.5,16.18,15.1,15.07,15.96,16.57,17.54,17.66,17.04,17.45,18.23,19.26,18.61,18.65,18.45,17.69,18.23,20.31,23.38
CEU4348810030    ,CEU4348810030    ,43488100,30,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,353.74,355.45,364.96,369.09,376.64,389.66,394.14,400.03,423.07,449.94,482.76,521.16,555.73,579.26,550.22,546.08,569.55,618.52,652.63,643.89,619.17,617.0,616.82,674.83,666.57,665.97,631.6,598.85,621.18,707.66,770.84
CEU4348810031    ,CEU4348810031    ,43488100,31,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,274.22,264.67,264.08,259.74,258.68,260.12,255.77,253.83,264.92,275.7,285.83,300.38,315.94,322.17,298.22,285.91,288.96,305.04,309.23,307.16,289.38,278.46,272.65,294.27,286.36,287.29,269.83,250.51,253.39,283.95,305.59
CEU4348810032    ,CEU4348810032    ,43488100,32,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,7.54,7.44,7.45,7.23,7.16,7.2,7.14,7.2,7.5,7.74,7.95,8.22,8.81,9.0,8.18,7.89,8.1,8.17,8.31,8.42,7.96,7.88,8.06,8.4,7.99,8.05,7.88,7.4,7.44,8.15,9.27
CEU4348810034    ,CEU4348810034    ,43488100,34,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,68.5,67.1,66.4,69.4,71.2,73.8,76.7,79.2,86.6,93.9,100.6,104.3,100.0,95.3,101.3,106.3,113.7,122.7,128.7,115.5,115.7,115.5,113.0,118.8,127.1,134.5,138.2,145.4,155.6,166.1,137.5
CEU4348810035    ,CEU4348810035    ,43488100,35,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,43.0,43.3,44.1,46.0,47.9,51.3,54.5,58.0,66.9,76.5,87.1,96.0,100.0,99.6,98.7,103.4,117.1,131.2,145.7,131.6,127.2,130.1,132.9,147.7,152.7,161.9,164.5,166.0,183.1,217.7,207.4
CEU4348810081    ,CEU4348810081    ,43488100,81,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,2931.0,2871.0,2842.0,2970.0,3047.0,3156.0,3280.0,3390.0,3705.0,4016.0,4305.0,4464.0,4279.0,4080.0,4335.0,4548.0,4866.0,5251.0,5509.0,4941.0,4949.0,4944.0,4834.0,5085.0,5439.0,5756.0,5912.0,6222.0,6660.0,7108.0,5882.0
CEU4348810082    ,CEU4348810082    ,43488100,82,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,28530.0,28685.0,29273.0,30508.0,31764.0,34031.0,36123.0,38463.0,44373.0,50712.0,57774.0,63686.0,66308.0,66026.0,65454.0,68543.0,77639.0,86989.0,96617.0,87253.0,84321.0,86277.0,88134.0,97918.0,101229.0,107376.0,109094.0,110059.0,121385.0,144338.0,137512.0
CEU4348811007    ,CEU4348811007    ,43488110,7,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,35.6,34.8,34.6,35.0,35.2,35.2,34.9,34.4,34.4,34.9,35.2,36.4,34.6,34.7,35.4,35.0,34.6,36.9,36.2,34.9,35.1,31.9,29.4,30.8,33.0,33.7,32.4,31.4,31.1,31.7,29.8
CEU4348811008    ,CEU4348811008    ,43488110,8,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,9.23,9.48,9.79,9.8,9.95,10.29,10.51,10.85,11.46,12.08,12.83,13.71,14.46,14.6,13.39,13.92,14.46,14.31,14.48,13.44,12.79,12.65,12.46,12.69,12.93,13.08,13.46,13.96,14.39,16.29,20.27
CEU4348811030    ,CEU4348811030    ,43488110,30,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,328.52,329.86,339.08,342.87,350.14,362.49,366.71,373.01,394.6,421.2,452.15,499.32,500.44,506.52,473.44,486.73,500.85,528.15,524.42,469.59,448.19,404.0,365.97,391.19,426.91,441.56,435.93,438.27,448.03,517.03,603.12
CEU4348811031    ,CEU4348811031    ,43488110,31,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,254.67,245.61,245.35,241.29,240.48,241.98,237.97,236.68,247.09,258.09,267.7,287.79,284.5,281.71,256.61,254.83,254.11,260.47,248.48,224.01,209.47,182.33,161.77,170.58,183.4,190.48,186.23,183.34,182.76,207.46,239.1
CEU4348811032    ,CEU4348811032    ,43488110,32,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,7.16,7.06,7.08,6.9,6.83,6.87,6.82,6.88,7.18,7.4,7.6,7.9,8.22,8.12,7.26,7.29,7.34,7.06,6.86,6.41,5.98,5.71,5.51,5.53,5.55,5.64,5.75,5.84,5.87,6.54,8.04
CEU4348811034    ,CEU4348811034    ,43488110,34,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,68.2,66.8,66.1,69.0,70.9,73.7,76.6,79.2,86.6,94.3,101.1,106.1,100.0,98.6,102.4,104.0,109.7,117.6,118.5,102.4,103.3,97.0,93.7,102.9,115.8,130.2,137.7,146.1,154.6,166.0,120.5
CEU4348811035    ,CEU4348811035    ,43488110,35,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,43.6,43.8,44.8,46.7,48.8,52.4,55.7,59.4,68.6,78.8,89.7,100.6,100.0,99.5,94.8,100.1,109.6,116.3,118.6,95.1,91.3,84.9,80.6,90.2,103.5,117.8,128.2,141.0,153.9,186.9,168.9
CEU4348811081    ,CEU4348811081    ,43488110,81,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,1294.0,1267.0,1254.0,1308.0,1345.0,1397.0,1453.0,1501.0,1641.0,1787.0,1917.0,2012.0,1896.0,1869.0,1942.0,1971.0,2079.0,2230.0,2246.0,1941.0,1958.0,1840.0,1776.0,1951.0,2195.0,2468.0,2611.0,2770.0,2932.0,3148.0,2285.0
CEU4348811082    ,CEU4348811082    ,43488110,82,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,11953.0,12018.0,12283.0,12818.0,13375.0,14373.0,15267.0,16288.0,18809.0,21597.0,24593.0,27583.0,27424.0,27276.0,25988.0,27444.0,30059.0,31900.0,32523.0,26089.0,25028.0,23270.0,22117.0,24749.0,28390.0,32296.0,35147.0,38666.0,42197.0,51264.0,46310.0
CEU4348830007    ,CEU4348830007    ,43488300,7,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,36.7,37.0,36.4,37.6,37.8,38.9,39.3,40.3,39.6,37.1,36.4,35.9,35.8,36.8,36.2,34.6,35.0,35.5,36.1,35.7,34.4,34.9,33.9,34.8,33.7,32.2,31.7,30.9,31.9,33.8,33.6
CEU4348830008    ,CEU4348830008    ,43488300,8,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,14.75,15.19,15.45,16.0,16.57,16.96,16.76,18.46,19.21,18.88,19.57,21.29,23.03,24.81,26.84,27.07,28.4,29.23,29.07,32.68,35.16,34.91,36.33,35.28,33.98,36.84,35.28,35.34,37.1,35.81,34.89
CEU4348830030    ,CEU4348830030    ,43488300,30,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,541.74,561.48,563.09,601.98,626.31,659.52,658.62,743.35,760.74,700.27,712.43,763.83,825.03,913.6,970.64,936.28,992.91,1039.07,1050.17,1167.39,1210.93,1219.92,1232.37,1226.9,1145.8,1186.7,1117.01,1093.0,1183.63,1208.67,1172.85
CEU4348830031    ,CEU4348830031    ,43488300,31,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,419.95,418.08,407.45,423.63,430.16,440.27,427.4,471.67,476.36,429.09,421.81,440.25,469.03,508.12,526.09,490.2,503.76,512.45,497.59,556.88,565.94,550.57,544.74,535.01,492.24,511.93,477.2,457.22,482.83,484.98,464.96
CEU4348830032    ,CEU4348830032    ,43488300,32,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,11.43,11.31,11.18,11.26,11.38,11.32,10.88,11.71,12.03,11.57,11.59,12.27,13.09,13.8,14.55,14.17,14.41,14.42,13.77,15.59,16.43,15.76,16.06,15.38,14.6,15.89,15.07,14.78,15.13,14.37,13.83
CEU4348830034    ,CEU4348830034    ,43488300,34,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,98.8,106.0,96.0,95.7,100.7,106.8,104.5,110.4,109.8,103.5,103.4,98.5,100.0,101.4,96.6,96.9,102.9,101.7,105.5,96.4,92.6,95.2,94.6,99.2,100.5,93.9,84.5,83.9,90.0,92.8,80.7
CEU4348830035    ,CEU4348830035    ,43488300,35,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,63.3,69.9,64.4,66.5,72.4,78.6,76.0,88.4,91.6,84.9,87.9,91.0,100.0,109.2,112.6,113.9,126.9,129.0,133.1,136.8,141.4,144.2,149.2,152.0,148.3,150.2,129.4,128.7,145.0,144.2,122.2
CEU4348830081    ,CEU4348830081    ,43488300,81,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,2978.0,3195.0,2893.0,2884.0,3034.0,3218.0,3148.0,3326.0,3309.0,3119.0,3116.0,2967.0,3013.0,3055.0,2912.0,2920.0,3101.0,3064.0,3178.0,2905.0,2791.0,2868.0,2849.0,2990.0,3029.0,2830.0,2546.0,2527.0,2713.0,2795.0,2431.0
CEU4348830082    ,CEU4348830082    ,43488300,82,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,43908.0,48530.0,44705.0,46152.0,50256.0,54570.0,52766.0,61383.0,63566.0,58898.0,60990.0,63181.0,69405.0,75813.0,78161.0,79053.0,88055.0,89559.0,92371.0,94947.0,98126.0,100094.0,103519.0,105503.0,102912.0,104271.0,89827.0,89307.0,100668.0,100088.0,84827.0
CEU4348840007    ,CEU4348840007    ,43488400,7,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,38.9,39.1,39.0,38.0,37.9,37.5,38.0,38.5,38.1,38.1,38.9,39.0,39.1,41.3,41.0,40.1,38.4,37.8,36.3,36.2,37.2,36.3,38.5,38.9,37.1,39.3,38.6,39.6,40.2,39.6,40.5
CEU4348840008    ,CEU4348840008    ,43488400,8,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,10.78,11.08,11.24,11.18,11.3,11.78,12.24,12.65,13.01,13.56,13.98,15.04,15.34,16.24,15.86,15.41,14.72,14.34,15.0,15.79,15.68,15.9,15.83,15.86,16.37,16.18,16.14,16.59,17.16,18.44,21.1
CEU4348840030    ,CEU4348840030    ,43488400,30,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,419.36,432.72,438.64,425.14,428.51,441.58,465.28,486.53,495.41,516.82,543.88,586.1,599.02,671.1,649.98,618.4,565.23,542.74,544.03,571.05,582.76,576.29,610.12,616.58,607.56,636.3,623.7,657.25,690.42,731.02,854.15
CEU4348840031    ,CEU4348840031    ,43488400,31,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,325.09,322.2,317.4,299.18,294.31,294.78,301.93,308.71,310.21,316.68,322.01,337.81,340.55,373.25,352.29,323.77,286.77,267.67,257.77,272.41,272.36,260.09,269.69,268.87,261.01,274.49,266.45,274.94,281.64,293.32,338.62
CEU4348840032    ,CEU4348840032    ,43488400,32,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,8.36,8.25,8.13,7.87,7.76,7.86,7.94,8.03,8.15,8.31,8.28,8.67,8.72,9.03,8.6,8.07,7.47,7.07,7.11,7.53,7.33,7.18,7.0,6.92,7.03,6.98,6.9,6.94,7.0,7.4,8.36
CEU4348840034    ,CEU4348840034    ,43488400,34,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,47.9,50.1,51.7,54.7,59.2,64.5,70.8,77.2,79.5,84.5,90.1,97.8,100.0,108.5,111.7,113.1,112.5,113.2,113.0,107.6,107.2,105.5,121.6,122.3,124.3,133.6,139.2,150.7,155.6,155.8,151.0
CEU4348840035    ,CEU4348840035    ,43488400,35,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,33.7,36.2,37.9,39.9,43.6,49.5,56.5,63.7,67.4,74.8,82.1,95.9,100.0,114.9,115.5,113.6,108.0,105.8,110.6,110.7,109.6,109.4,125.5,126.4,132.7,140.9,146.5,163.0,174.0,187.3,207.7
CEU4348840081    ,CEU4348840081    ,43488400,81,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,1110.0,1160.0,1197.0,1267.0,1371.0,1495.0,1640.0,1789.0,1843.0,1959.0,2087.0,2266.0,2317.0,2514.0,2589.0,2621.0,2606.0,2623.0,2619.0,2492.0,2484.0,2445.0,2818.0,2833.0,2880.0,3095.0,3225.0,3492.0,3605.0,3610.0,3498.0
CEU4348840082    ,CEU4348840082    ,43488400,82,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,11966.0,12856.0,13452.0,14168.0,15501.0,17608.0,20077.0,22620.0,23965.0,26569.0,29184.0,34077.0,35537.0,40831.0,41063.0,40382.0,38365.0,37612.0,39292.0,39345.0,38943.0,38861.0,44615.0,44928.0,47157.0,50072.0,52063.0,57943.0,61851.0,66578.0,73799.0
CEU4348850007    ,CEU4348850007    ,43488500,7,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,39.3,38.8,39.0,39.5,40.6,40.8,40.8,39.9,39.5,39.8,39.1,37.4,37.4,37.0,36.1,36.1,37.5,40.0,39.4,37.6,37.0,37.2,37.1,38.3,38.9,38.9,38.9,39.3,39.1,38.0,38.1
CEU4348850008    ,CEU4348850008    ,43488500,8,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,10.88,11.02,10.72,11.01,11.47,11.83,11.91,11.93,12.11,12.74,13.46,14.57,15.62,16.5,16.87,16.94,17.23,17.59,18.95,19.87,21.24,21.12,21.47,20.96,21.18,21.15,21.82,22.19,22.36,22.96,23.73
CEU4348850030    ,CEU4348850030    ,43488500,30,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,427.58,427.61,418.17,435.18,466.33,482.96,485.46,476.25,477.9,507.04,526.12,544.76,583.54,609.87,608.56,612.26,645.56,703.57,747.22,747.43,785.9,786.24,796.94,802.34,823.42,823.75,847.76,871.28,874.19,872.52,904.49
CEU4348850031    ,CEU4348850031    ,43488500,31,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,331.46,318.4,302.58,306.25,320.28,322.4,315.03,302.19,299.25,310.69,311.5,313.98,331.75,339.19,329.84,320.55,327.53,346.98,354.04,356.55,367.3,354.84,352.27,349.87,353.75,355.36,362.17,364.47,356.6,350.1,358.57
CEU4348850032    ,CEU4348850032    ,43488500,32,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,8.43,8.21,7.76,7.75,7.88,7.9,7.73,7.57,7.58,7.81,7.97,8.4,8.88,9.18,9.14,8.87,8.74,8.67,8.98,9.48,9.93,9.53,9.49,9.14,9.1,9.12,9.32,9.28,9.12,9.21,9.41
CEU4348850034    ,CEU4348850034    ,43488500,34,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,68.8,68.7,68.4,71.4,80.1,88.1,92.0,98.2,100.6,106.4,111.0,106.5,100.0,96.3,96.0,100.6,107.1,117.5,118.7,105.6,101.3,106.1,108.2,118.2,124.3,129.3,131.5,137.0,144.8,147.6,139.4
CEU4348850035    ,CEU4348850035    ,43488500,35,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,47.9,48.5,47.0,50.4,58.9,66.7,70.1,75.0,78.0,86.8,95.7,99.3,100.0,101.8,103.7,109.1,118.1,132.3,144.1,134.4,137.8,143.4,148.7,158.6,168.5,175.1,183.7,194.7,207.4,216.9,211.8
CEU4348850081    ,CEU4348850081    ,43488500,81,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,3335.0,3328.0,3314.0,3461.0,3882.0,4268.0,4458.0,4758.0,4876.0,5155.0,5378.0,5160.0,4845.0,4668.0,4649.0,4873.0,5190.0,5691.0,5752.0,5118.0,4909.0,5139.0,5241.0,5725.0,6023.0,6263.0,6372.0,6640.0,7017.0,7151.0,6755.0
CEU4348850082    ,CEU4348850082    ,43488500,82,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,36269.0,36692.0,35541.0,38108.0,44543.0,50470.0,53077.0,56769.0,59065.0,65695.0,72385.0,75177.0,75676.0,77042.0,78443.0,82573.0,89400.0,100095.0,109014.0,101694.0,104256.0,108540.0,112522.0,120010.0,127547.0,132486.0,139026.0,147369.0,156932.0,164150.0,160260.0
CEU4348890007    ,CEU4348890007    ,43488900,7,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,39.4,38.7,38.7,39.3,39.0,38.5,38.3,39.0,39.2,39.5,38.7,37.9,38.5,37.9,38.6,37.6,39.3,39.8,39.0,40.3,41.8,41.6,42.4,43.3,41.2,39.2,37.2,39.5,41.0,41.0,41.5
CEU4348890008    ,CEU4348890008    ,43488900,8,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,10.61,10.48,10.78,10.77,10.91,11.05,11.32,12.0,12.27,12.45,12.66,12.75,13.01,13.26,13.7,14.13,14.79,15.74,17.43,17.98,17.32,15.81,16.01,17.33,17.42,18.11,19.25,19.56,20.09,21.61,22.24
CEU4348890030    ,CEU4348890030    ,43488900,30,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,418.03,405.71,417.57,423.37,425.47,425.77,433.16,468.38,481.35,492.13,490.12,482.97,500.74,503.25,529.3,531.1,581.38,626.47,679.28,725.08,724.68,658.07,679.12,750.51,718.08,709.21,715.24,773.32,823.29,886.97,923.57
CEU4348890031    ,CEU4348890031    ,43488900,31,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,324.05,302.09,302.15,297.94,292.22,284.23,281.09,297.2,301.41,301.55,290.18,278.37,284.67,279.89,286.88,278.06,294.97,308.96,321.85,345.89,338.69,297.0,300.19,327.27,308.49,305.94,305.56,323.5,335.84,355.9,366.14
CEU4348890032    ,CEU4348890032    ,43488900,32,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,8.22,7.8,7.8,7.58,7.49,7.38,7.35,7.61,7.68,7.63,7.5,7.35,7.4,7.37,7.43,7.4,7.5,7.76,8.26,8.58,8.09,7.14,7.08,7.56,7.48,7.81,8.22,8.18,8.2,8.67,8.82
CEU4348890034    ,CEU4348890034    ,43488900,34,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,54.6,56.1,58.6,65.0,69.5,74.2,77.6,86.9,95.2,98.8,103.4,102.8,100.0,99.3,107.5,105.9,108.3,109.9,109.9,102.0,104.4,111.3,116.8,117.8,124.3,126.1,116.1,129.6,136.7,140.2,127.5
CEU4348890035    ,CEU4348890035    ,43488900,35,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,44.5,45.2,48.6,53.8,58.3,63.0,67.6,80.1,89.7,94.5,100.6,100.7,100.0,101.2,113.1,114.9,123.0,132.9,147.2,141.0,139.0,135.2,143.7,156.8,166.4,175.5,171.7,194.8,211.1,232.8,218.0
CEU4348890081    ,CEU4348890081    ,43488900,81,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,1097.0,1128.0,1178.0,1306.0,1397.0,1490.0,1559.0,1745.0,1912.0,1984.0,2077.0,2066.0,2009.0,1995.0,2159.0,2127.0,2175.0,2207.0,2208.0,2049.0,2098.0,2236.0,2347.0,2366.0,2497.0,2533.0,2332.0,2603.0,2746.0,2816.0,2562.0
CEU4348890082    ,CEU4348890082    ,43488900,82,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,11642.0,11823.0,12701.0,14070.0,15232.0,16460.0,17659.0,20945.0,23458.0,24701.0,26295.0,26334.0,26139.0,26458.0,29575.0,30043.0,32155.0,34733.0,38487.0,36846.0,36343.0,35339.0,37567.0,40991.0,43504.0,45886.0,44875.0,50923.0,55174.0,60839.0,56984.0
CEU4349200007    ,CEU4349200007    ,43492000,7,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,26.4,25.9,26.4,28.6,32.5,33.0,33.1,32.9,30.6,29.0,28.4,27.9,27.2,25.8,26.9,26.6,26.2,26.4,23.5,24.0,28.0,31.6,33.3,35.5,35.4,35.8,36.2,35.8,35.5,35.7,37.4
CEU4349200008    ,CEU4349200008    ,43492000,8,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,8.93,9.5,9.94,10.07,10.39,10.4,11.03,12.01,12.42,13.2,13.51,14.01,14.66,15.68,15.45,15.33,15.25,15.77,17.6,17.65,17.67,16.14,15.27,15.31,16.53,17.32,17.51,18.05,18.92,18.65,18.61
CEU4349200030    ,CEU4349200030    ,43492000,30,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,235.75,245.63,262.76,288.26,337.75,342.66,365.58,395.43,379.84,382.18,384.31,390.42,398.07,403.86,415.04,407.93,399.47,417.19,413.5,424.06,494.98,509.56,508.41,542.92,585.48,620.52,634.33,646.7,671.69,665.22,696.78
CEU4349200031    ,CEU4349200031    ,43492000,31,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,182.75,182.9,190.13,202.86,231.97,228.74,237.24,250.91,237.85,234.18,227.54,225.03,226.3,224.62,224.95,213.58,202.67,205.75,195.92,202.29,231.33,229.97,224.73,236.75,251.53,267.68,270.99,270.53,274.0,266.92,276.23
CEU4349200032    ,CEU4349200032    ,43492000,32,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,6.92,7.07,7.19,7.09,7.14,6.94,7.16,7.62,7.78,8.09,8.0,8.07,8.33,8.72,8.37,8.03,7.74,7.78,8.34,8.42,8.26,7.28,6.75,6.68,7.1,7.47,7.48,7.55,7.72,7.48,7.38
CEU4349200034    ,CEU4349200034    ,43492000,34,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,66.4,65.5,69.5,81.5,106.6,120.7,126.7,122.5,116.8,114.5,116.1,108.5,100.0,93.8,99.5,104.1,106.0,103.8,92.2,91.8,103.1,113.5,123.4,133.0,139.7,148.5,157.4,166.1,181.2,208.5,258.1
CEU4349200035    ,CEU4349200035    ,43492000,35,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,40.5,42.4,47.2,56.0,75.5,85.6,95.4,100.4,99.0,103.1,107.0,103.7,100.0,100.3,104.9,108.9,110.3,111.7,110.7,110.5,124.3,125.0,128.6,139.0,157.6,175.5,188.1,204.6,234.0,265.4,327.8
CEU4349200081    ,CEU4349200081    ,43492000,81,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,8242.0,8125.0,8631.0,10109.0,13228.0,14974.0,15730.0,15207.0,14493.0,14214.0,14413.0,13470.0,12411.0,11636.0,12350.0,12918.0,13152.0,12881.0,11441.0,11389.0,12793.0,14088.0,15318.0,16512.0,17338.0,18430.0,19538.0,20613.0,22493.0,25879.0,32032.0
CEU4349200082    ,CEU4349200082    ,43492000,82,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,73635.0,77192.0,85787.0,101790.0,137384.0,155654.0,173496.0,182681.0,180040.0,187561.0,194707.0,188689.0,181890.0,182422.0,190855.0,198077.0,200537.0,203191.0,201373.0,201010.0,226046.0,227401.0,233976.0,252785.0,286618.0,319257.0,342185.0,372084.0,425605.0,482683.0,596191.0
CEU4349300007    ,CEU4349300007    ,43493000,7,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,37.8,37.9,38.3,38.5,38.7,38.6,38.4,38.8,38.8,38.7,38.6,38.0,38.5,38.3,37.4,37.0,37.9,38.6,39.0,39.2,40.0,40.1,40.5,42.1,41.8,41.5,42.9,41.2,41.2,40.1,40.3
CEU4349300008    ,CEU4349300008    ,43493000,8,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,10.73,10.99,11.26,11.48,11.72,12.02,12.41,12.86,13.33,13.88,14.49,14.89,14.89,14.83,14.93,15.1,15.09,15.16,15.19,15.45,15.57,16.01,15.98,15.3,15.53,15.64,15.89,17.01,17.83,18.55,18.5
CEU4349300030    ,CEU4349300030    ,43493000,30,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,405.38,416.12,431.03,442.06,453.11,464.0,476.92,499.29,516.75,537.59,559.68,566.05,572.62,568.64,558.84,558.48,571.4,585.59,591.87,606.52,623.49,641.26,646.76,644.31,648.68,648.69,682.55,700.42,734.89,743.49,745.85
CEU4349300031    ,CEU4349300031    ,43493000,31,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,314.25,309.84,311.89,311.09,311.2,309.75,309.49,316.81,323.58,329.41,331.37,326.25,325.54,316.26,302.89,292.4,289.9,288.8,280.44,289.33,291.4,289.41,285.89,280.96,278.68,279.84,291.59,293.0,299.78,298.32,295.68
CEU4349300032    ,CEU4349300032    ,43493000,32,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,8.32,8.18,8.15,8.08,8.05,8.02,8.05,8.16,8.35,8.5,8.58,8.58,8.47,8.25,8.09,7.91,7.66,7.48,7.2,7.37,7.28,7.23,7.06,6.67,6.67,6.75,6.79,7.12,7.27,7.44,7.33
CEU4349300034    ,CEU4349300034    ,43493000,34,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,78.5,77.8,79.4,81.4,85.5,87.7,88.9,91.6,93.8,97.7,101.6,98.8,100.0,100.9,104.5,110.4,122.4,130.3,133.8,126.8,128.2,132.0,139.1,148.5,156.4,174.6,202.4,214.8,239.5,252.0,277.8
CEU4349300035    ,CEU4349300035    ,43493000,35,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,56.5,57.4,60.0,62.8,67.3,70.8,74.1,79.1,84.0,91.1,98.9,98.8,100.0,100.5,104.8,112.0,124.1,132.7,136.5,131.7,134.1,142.0,149.4,152.6,163.1,183.3,216.1,245.5,286.9,314.0,345.3
