index,Index,Label,unit,start,last,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
CEU3231100032    ,CEU3231100032    ,32311000,32,1990-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.01,6.94,6.94,6.91,6.87,6.86,6.81,6.83,6.94,6.99,6.97,7.02,7.13,7.12,7.04,6.83,6.66,6.68,6.63,6.86,6.73,6.6,6.64,6.73,6.68,6.86,7.06,7.08,7.13,7.3,7.49,7.52
CEU3231100033    ,CEU3231100033    ,32311000,33,1990-M01,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.58,8.85,9.09,9.31,9.46,9.71,9.93,10.16,10.45,10.72,11.09,11.5,11.86,12.12,12.25,12.3,12.4,12.81,13.26,13.67,13.65,13.86,14.23,14.61,14.74,15.07,15.63,15.99,16.53,17.21,17.99,18.96
CEU3231100034    ,CEU3231100034    ,32311000,34,1990-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.2,96.5,97.2,98.6,100.4,101.6,101.8,102.6,103.3,103.7,103.4,101.4,100.0,98.4,97.1,95.8,98.6,101.1,100.6,97.5,98.5,97.7,99.6,100.1,100.8,102.4,105.3,109.5,112.2,112.3,110.5,112.5
CEU3231100035    ,CEU3231100035    ,32311000,35,1990-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.3,71.7,74.3,77.2,80.0,83.1,85.2,88.0,91.3,94.3,97.0,98.4,100.0,100.3,100.4,99.5,103.1,109.1,112.3,111.7,113.0,113.9,119.2,123.2,124.9,129.7,138.6,147.7,156.3,162.7,166.3,178.9
CEU3231100081    ,CEU3231100081    ,32311000,81,1990-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45831.0,45977.0,46313.0,46973.0,47828.0,48378.0,48471.0,48867.0,49220.0,49422.0,49255.0,48319.0,47637.0,46852.0,46236.0,45628.0,46953.0,48151.0,47923.0,46423.0,46901.0,46540.0,47456.0,47697.0,48017.0,48793.0,50183.0,52182.0,53431.0,53490.0,52618.0,53577.0
CEU3231100082    ,CEU3231100082    ,32311000,82,1990-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414495.0,428460.0,444051.0,461458.0,478396.0,496637.0,509161.0,526184.0,545951.0,563623.0,579681.0,588434.0,597842.0,599737.0,600153.0,595013.0,616624.0,652372.0,671133.0,668082.0,675775.0,681106.0,712726.0,736301.0,746705.0,775691.0,828808.0,883002.0,934687.0,972731.0,994333.0,1069544.0
CEU3231100083    ,CEU3231100083    ,32311000,83,1990-M01,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4980.0,4909.0,5039.0,5165.0,5529.0,5552.0,5638.0,5813.0,6078.0,6355.0,6064.0,5705.0,5566.0,5283.0,5515.0,5513.0,5576.0,5579.0,5391.0,4882.0,5230.0,5237.0,5227.0,5425.0,5286.0,5347.0,5695.0,6047.0,6260.0,6068.0,5295.0,5647.0
CEU3231140007    ,CEU3231140007    ,32311400,7,1990-M01,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.4,38.4,38.3,38.1,38.6,38.2,38.9,39.3,39.5,39.6,39.8,39.0,40.1,40.6,39.8,39.9,40.7,40.6,40.8,41.2,43.2,42.3,42.5,41.3,41.8,38.7,40.3,44.5,44.4,43.3,42.2,41.6
CEU3231140008    ,CEU3231140008    ,32311400,8,1990-M01,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.99,9.44,9.73,10.07,10.21,10.5,10.72,10.97,11.29,11.6,11.9,12.32,12.81,12.79,12.86,12.8,13.3,14.02,14.22,14.57,14.56,14.8,15.11,15.87,15.83,16.31,16.77,16.1,16.76,18.02,19.01,19.67
CEU3231140009    ,CEU3231140009    ,32311400,9,1990-M01,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,4.3,4.4,4.4,4.5,4.1,4.5,5.0,5.2,5.3,5.6,5.3,5.5,5.0,4.7,4.6,4.6,4.6,4.5,4.7,6.0,5.6,5.4,5.0,4.9,3.5,4.2,5.1,5.6,5.3,4.9,4.1
CEU3231140030    ,CEU3231140030    ,32311400,30,1990-M01,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.22,362.67,372.25,383.54,394.23,401.08,416.78,430.5,446.04,458.83,473.08,480.87,513.26,518.93,511.82,510.82,541.39,569.21,579.84,600.5,628.92,625.82,642.16,655.74,662.35,631.56,676.44,716.48,743.39,779.27,803.18,817.78
CEU3231140031    ,CEU3231140031    ,32311400,31,1990-M01,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.61,270.04,269.36,269.91,270.76,267.74,270.46,273.16,279.3,281.15,280.09,277.16,291.79,288.62,277.41,267.45,274.68,280.72,274.74,286.46,293.93,282.44,283.85,285.94,284.55,272.45,288.98,299.72,303.24,312.68,318.41,308.0
CEU3231140032    ,CEU3231140032    ,32311400,32,1990-M01,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.97,7.03,7.04,7.09,7.01,7.01,6.96,6.96,7.07,7.11,7.05,7.1,7.28,7.11,6.97,6.7,6.75,6.91,6.74,6.95,6.8,6.68,6.68,6.92,6.8,7.04,7.16,6.73,6.84,7.23,7.54,7.41
CEU3231140033    ,CEU3231140033    ,32311400,33,1990-M01,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.54,8.94,9.2,9.53,9.65,9.97,10.13,10.3,10.6,10.88,11.11,11.54,11.98,12.05,12.14,12.1,12.58,13.27,13.48,13.79,13.61,13.88,14.2,14.97,14.96,15.61,15.94,15.22,15.77,16.97,17.97,18.73
CEU3231140034    ,CEU3231140034    ,32311400,34,1990-M01,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.4,119.0,117.1,115.0,116.5,114.7,113.6,113.2,112.6,110.3,109.8,103.9,100.0,103.5,100.2,96.4,99.6,97.1,97.5,98.4,102.8,101.9,103.8,99.2,98.3,91.5,95.3,106.3,104.4,101.2,97.6,99.4
CEU3231140035    ,CEU3231140035    ,32311400,35,1990-M01,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.7,87.7,88.9,90.5,92.8,94.1,95.1,96.9,99.3,99.9,101.9,100.0,100.0,103.3,100.6,96.4,103.4,106.4,108.2,111.9,116.9,117.8,122.5,122.9,121.5,116.5,124.8,133.6,136.7,142.3,144.8,152.6
CEU3231140081    ,CEU3231140081    ,32311400,81,1990-M01,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6934.0,7090.0,6978.0,6852.0,6940.0,6834.0,6769.0,6743.0,6709.0,6572.0,6539.0,6193.0,5958.0,6165.0,5970.0,5745.0,5937.0,5788.0,5808.0,5862.0,6126.0,6072.0,6186.0,5912.0,5859.0,5454.0,5676.0,6335.0,6223.0,6028.0,5813.0,5922.0
CEU3231140082    ,CEU3231140082    ,32311400,82,1990-M01,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62368.0,66955.0,67858.0,69025.0,70842.0,71780.0,72544.0,73942.0,75782.0,76219.0,77786.0,76303.0,76309.0,78830.0,76760.0,73567.0,78939.0,81165.0,82593.0,85416.0,89186.0,89878.0,93450.0,93820.0,92734.0,88929.0,95210.0,101973.0,104279.0,108598.0,110524.0,116459.0
CEU3231140083    ,CEU3231140083    ,32311400,83,1990-M01,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742.0,796.0,801.0,788.0,803.0,730.0,786.0,867.0,878.0,873.0,923.0,838.0,823.0,757.0,702.0,664.0,672.0,655.0,639.0,668.0,856.0,809.0,791.0,713.0,684.0,489.0,597.0,728.0,779.0,741.0,675.0,589.0
CEU3231150007    ,CEU3231150007    ,32311500,7,1958-M01,2022-M01,,,,,,,,,,,,,,,,,,,,42.3,42.4,42.3,42.5,42.5,42.2,42.2,42.2,42.3,42.3,42.1,41.8,41.5,41.3,41.6,41.8,41.7,41.8,41.8,42.5,41.5,41.3,41.5,41.2,40.9,41.0,41.0,41.5,41.2,41.3,41.0,41.0,41.1,41.2,41.7,41.9,42.1,42.3,41.8,42.2,42.0,42.8,42.4,41.4,40.4,40.9,41.0,42.4,43.2,42.9,42.4,40.9,41.1,41.8,42.6,42.5,42.4,42.5,41.9,40.8,41.6,43.1,43.3,44.7
CEU3231150008    ,CEU3231150008    ,32311500,8,1958-M01,2022-M01,,,,,,,,,,,,,,,,,,,,2.26,2.34,2.43,2.48,2.56,2.64,2.72,2.79,2.88,2.99,3.14,3.33,3.56,3.75,3.99,4.23,4.53,4.9,5.26,5.59,6.09,6.62,7.16,7.83,8.4,8.82,9.07,9.47,9.75,9.92,10.16,10.51,10.84,11.13,11.63,11.98,12.36,12.7,13.18,13.6,13.96,14.42,14.85,15.41,15.83,16.2,16.6,16.73,16.82,17.61,17.91,18.47,18.92,19.57,20.47,20.99,20.69,21.36,22.07,22.53,22.82,22.91,23.3,23.65
CEU3231150009    ,CEU3231150009    ,32311500,9,1958-M01,2022-M01,,,,,,,,,,,,,,,,,,,,3.3,2.9,2.9,3.1,3.4,3.1,3.5,3.6,3.8,4.0,4.1,4.1,4.0,3.8,4.0,4.2,4.0,3.9,4.0,4.3,4.2,4.0,4.0,3.8,3.8,3.9,4.0,4.3,4.2,4.4,4.2,4.2,5.0,4.9,4.9,5.0,5.3,5.7,5.5,5.6,5.7,5.7,5.1,5.0,4.9,4.7,4.8,5.2,5.1,5.3,5.0,4.3,4.2,5.0,4.6,5.0,5.1,4.7,4.4,4.4,4.7,4.4,4.6,4.1
CEU3231150030    ,CEU3231150030    ,32311500,30,1958-M01,2022-M01,,,,,,,,,,,,,,,,,,,,95.56,99.27,102.6,105.61,108.72,111.29,114.79,117.95,121.74,126.42,132.33,139.37,147.72,154.9,166.25,176.46,188.91,204.91,219.71,237.84,253.06,273.1,297.01,322.2,343.88,361.31,371.97,393.29,401.57,409.8,416.62,431.17,445.94,458.32,484.66,501.59,520.05,537.84,551.14,573.25,586.0,617.11,629.61,637.86,639.65,662.31,680.19,708.4,727.0,755.56,759.33,755.9,778.18,817.92,872.78,892.45,878.29,907.72,924.26,919.68,949.35,988.15,1009.67,1056.62
CEU3231150031    ,CEU3231150031    ,32311500,31,1964-M01,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,367.92,372.08,373.44,376.25,378.09,377.7,378.77,380.59,394.89,394.77,380.87,378.76,384.11,390.54,385.76,373.6,358.28,352.52,354.88,362.03,360.09,367.9,369.77,364.27,356.09,351.69,345.69,341.27,350.69,352.98,357.18,359.04,357.65,363.74,366.94,378.13,372.77,367.64,363.64,368.36,368.67,370.89,368.85,372.62,359.78,360.59,363.69,369.14,385.79,389.17,377.32,391.58,394.85,384.72,387.26,396.49,400.27,397.96
CEU3231150032    ,CEU3231150032    ,32311500,32,1964-M01,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,8.72,8.8,8.83,8.9,8.97,9.02,9.13,9.21,9.48,9.46,9.13,9.06,9.2,9.18,9.28,9.06,8.64,8.57,8.67,8.84,8.78,8.86,8.98,8.82,8.68,8.57,8.4,8.29,8.42,8.43,8.49,8.48,8.55,8.63,8.74,8.84,8.79,8.88,9.0,9.01,9.0,8.76,8.53,8.68,8.49,8.81,8.84,8.83,9.05,9.15,8.89,9.21,9.43,9.42,9.31,9.19,9.24,8.91
CEU3231150033    ,CEU3231150033    ,32311500,33,1958-M01,2022-M01,,,,,,,,,,,,,,,,,,,,2.17,2.26,2.35,2.4,2.46,2.54,2.61,2.68,2.76,2.85,3.0,3.18,3.39,3.58,3.81,4.02,4.32,4.68,5.02,5.32,5.8,6.31,6.83,7.48,8.04,8.42,8.64,9.01,9.27,9.41,9.67,9.99,10.21,10.51,10.98,11.3,11.63,11.9,12.37,12.76,13.07,13.52,14.0,14.53,14.92,15.31,15.68,15.77,15.89,16.58,16.92,17.56,17.99,18.46,19.43,19.83,19.52,20.23,20.98,21.37,21.61,21.8,22.13,22.61
CEU3231150034    ,CEU3231150034    ,32311500,34,1958-M01,2022-M01,,,,,,,,,,,,,,,,,,,,190.5,183.3,176.8,169.5,159.4,149.7,141.4,137.7,133.7,131.2,127.6,122.3,118.6,114.6,113.0,109.7,107.1,103.8,103.5,104.8,101.0,100.2,100.1,97.0,96.4,97.1,97.9,100.2,100.6,101.5,98.7,98.9,98.3,98.9,99.9,101.3,99.1,100.3,97.8,98.0,100.0,104.1,105.0,101.9,100.0,94.6,91.3,98.7,104.2,106.8,102.3,99.2,100.4,101.5,103.0,105.8,109.0,109.9,112.4,111.2,116.9,123.5,123.0,128.0
CEU3231150035    ,CEU3231150035    ,32311500,35,1958-M01,2022-M01,,,,,,,,,,,,,,,,,,,,27.2,27.1,27.1,26.6,25.8,24.9,24.3,24.3,24.3,24.7,25.3,25.7,26.7,27.1,28.5,29.3,30.6,32.2,34.4,37.0,38.9,41.9,45.3,48.0,51.2,54.1,56.1,60.0,61.9,63.6,63.3,65.6,67.3,69.5,73.4,76.7,77.4,80.4,81.4,84.2,88.1,94.8,98.5,99.2,100.0,96.8,95.7,104.3,110.7,118.8,115.7,115.8,120.0,125.4,133.1,140.3,142.4,148.3,156.7,158.2,168.5,178.7,180.9,191.2
CEU3231150081    ,CEU3231150081    ,32311500,81,1958-M01,2022-M01,,,,,,,,,,,,,,,,,,,,7345.0,7067.0,6819.0,6537.0,6147.0,5772.0,5452.0,5308.0,5156.0,5059.0,4919.0,4716.0,4574.0,4420.0,4356.0,4231.0,4128.0,4004.0,3991.0,4041.0,3896.0,3864.0,3861.0,3741.0,3716.0,3746.0,3775.0,3865.0,3880.0,3915.0,3806.0,3812.0,3792.0,3813.0,3853.0,3905.0,3822.0,3867.0,3771.0,3780.0,3855.0,4013.0,4049.0,3931.0,3856.0,3649.0,3521.0,3806.0,4018.0,4119.0,3945.0,3827.0,3872.0,3913.0,3971.0,4080.0,4203.0,4239.0,4335.0,4287.0,4508.0,4761.0,4742.0,4934.0
CEU3231150082    ,CEU3231150082    ,32311500,82,1958-M01,2022-M01,,,,,,,,,,,,,,,,,,,,16597.0,16542.0,16537.0,16242.0,15729.0,15211.0,14816.0,14820.0,14840.0,15110.0,15467.0,15713.0,16275.0,16570.0,17388.0,17878.0,18702.0,19640.0,20982.0,22598.0,23733.0,25559.0,27649.0,29290.0,31233.0,33024.0,34225.0,36608.0,37821.0,38829.0,38659.0,40049.0,41098.0,42460.0,44819.0,46803.0,47238.0,49118.0,49718.0,51406.0,53805.0,57854.0,60143.0,60565.0,61055.0,59100.0,58446.0,63661.0,67581.0,72540.0,70662.0,70689.0,73272.0,76564.0,81278.0,85660.0,86972.0,90530.0,95669.0,96559.0,102894.0,109084.0,110458.0,116722.0
