index,Index,Label,unit,start,last,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
CEU2000000002    ,CEU2000000002    ,20000000,2,2006-M03,2022-M01,38.0,37.8,37.1,37.8,38.3,38.7,39.0,39.0,39.1,39.1,39.2,39.3,39.3,38.8,38.9
CEU2000000003    ,CEU2000000003    ,20000000,3,2006-M03,2022-M01,23.02,23.96,24.83,25.19,25.41,25.73,26.12,26.69,27.37,28.12,28.9,29.9,30.76,31.65,32.9
CEU2000000011    ,CEU2000000011    ,20000000,11,2006-M03,2022-M01,875.06,905.68,922.54,952.78,973.85,997.01,1018.01,1040.85,1070.93,1100.94,1131.76,1174.87,1209.74,1228.33,1278.43
CEU2000000012    ,CEU2000000012    ,20000000,12,2006-M03,2022-M01,422.04,420.65,430.01,436.94,432.94,434.25,436.99,439.67,451.84,458.71,461.72,467.88,473.19,474.61,471.8
CEU2000000013    ,CEU2000000013    ,20000000,13,2006-M03,2022-M01,11.1,11.13,11.57,11.55,11.3,11.21,11.21,11.27,11.55,11.72,11.79,11.91,12.03,12.23,12.14
CEU2000000016    ,CEU2000000016    ,20000000,16,2006-M03,2022-M01,100.0,93.3,77.0,71.9,73.1,75.4,78.7,82.7,87.1,90.8,94.1,98.7,101.6,97.1,99.3
CEU2000000017    ,CEU2000000017    ,20000000,17,2006-M03,2022-M01,100.0,97.2,83.1,78.7,80.7,84.3,89.3,95.9,103.6,110.9,118.1,128.3,135.8,133.5,141.9
CEU2000000056    ,CEU2000000056    ,20000000,56,2006-M03,2022-M01,290096.0,270780.0,223505.0,208694.0,212063.0,218731.0,228230.0,239858.0,252775.0,263393.0,272897.0,286417.0,294689.0,281635.0,288065.0
CEU2000000057    ,CEU2000000057    ,20000000,57,2006-M03,2022-M01,6676584.0,6486565.0,5550373.0,5257775.0,5388470.0,5628701.0,5960965.0,6402076.0,6919383.0,7407152.0,7887156.0,8562913.0,9064873.0,8913697.0,9476926.0
CEU2023600002    ,CEU2023600002    ,20236000,2,2006-M03,2021-M13,37.8,37.6,37.3,37.3,37.4,38.1,38.3,38.1,38.2,38.1,38.1,38.5,38.5,38.1,38.2
CEU2023600003    ,CEU2023600003    ,20236000,3,2006-M03,2021-M13,24.22,24.78,26.07,26.38,26.19,26.56,27.32,28.22,29.19,29.99,30.86,32.11,32.9,34.09,35.2
CEU2023600011    ,CEU2023600011    ,20236000,11,2006-M03,2021-M13,915.39,930.39,971.41,983.2,979.7,1010.72,1046.6,1074.72,1114.81,1143.57,1176.71,1234.78,1265.71,1300.22,1345.59
CEU2023600012    ,CEU2023600012    ,20236000,12,2006-M03,2021-M13,441.49,432.13,452.79,450.89,435.54,440.22,449.27,453.97,470.35,476.47,480.05,491.73,495.08,502.38,496.58
CEU2023600013    ,CEU2023600013    ,20236000,13,2006-M03,2021-M13,11.68,11.51,12.15,12.1,11.64,11.57,11.73,11.92,12.32,12.5,12.59,12.79,12.87,13.17,12.99
CEU2023600016    ,CEU2023600016    ,20236000,16,2006-M03,2021-M13,100.0,91.9,75.4,68.4,68.2,70.4,73.5,77.1,81.1,84.9,87.9,93.2,95.3,91.4,93.9
CEU2023600017    ,CEU2023600017    ,20236000,17,2006-M03,2021-M13,100.0,94.1,81.2,74.4,73.7,77.2,82.9,89.9,97.7,105.1,112.0,123.6,129.5,128.6,136.5
CEU2023600056    ,CEU2023600056    ,20236000,56,2006-M03,2021-M13,67047.0,61647.0,50566.0,45837.0,45716.0,47192.0,49264.0,51717.0,54373.0,56931.0,58913.0,62497.0,63902.0,61265.0,62987.0
CEU2023600057    ,CEU2023600057    ,20236000,57,2006-M03,2021-M13,1624084.0,1527458.0,1318355.0,1209015.0,1197239.0,1253477.0,1345856.0,1459421.0,1587198.0,1707520.0,1818289.0,2006918.0,2102384.0,2088436.0,2217260.0
CEU2023610002    ,CEU2023610002    ,20236100,2,2006-M03,2021-M13,35.6,35.7,35.0,35.1,35.8,36.4,36.7,36.5,36.6,36.3,36.3,36.6,36.5,36.4,36.2
CEU2023610003    ,CEU2023610003    ,20236100,3,2006-M03,2021-M13,22.46,22.46,23.13,23.15,22.28,22.7,24.01,24.86,26.13,27.04,27.96,29.56,30.35,31.4,32.32
CEU2023610011    ,CEU2023610011    ,20236100,11,2006-M03,2021-M13,799.4,801.79,810.02,813.19,797.12,826.52,880.46,908.64,956.42,982.81,1015.36,1082.78,1107.34,1142.48,1169.09
CEU2023610012    ,CEU2023610012    ,20236100,12,2006-M03,2021-M13,385.55,372.4,377.57,372.93,354.37,359.99,377.95,383.82,403.52,409.49,414.23,431.2,433.14,441.43,431.45
CEU2023610013    ,CEU2023610013    ,20236100,13,2006-M03,2021-M13,10.83,10.43,10.78,10.62,9.9,9.89,10.31,10.5,11.02,11.27,11.41,11.77,11.87,12.13,11.93
CEU2023610016    ,CEU2023610016    ,20236100,16,2006-M03,2021-M13,100.0,86.3,66.1,59.5,59.9,62.6,66.4,71.4,75.1,78.6,80.9,86.6,88.6,87.1,92.1
CEU2023610017    ,CEU2023610017    ,20236100,17,2006-M03,2021-M13,100.0,86.3,68.1,61.3,59.4,63.3,71.0,79.0,87.4,94.7,100.8,113.9,119.7,121.8,132.6
CEU2023610056    ,CEU2023610056    ,20236100,56,2006-M03,2021-M13,33778.0,29140.0,22344.0,20089.0,20235.0,21149.0,22428.0,24102.0,25382.0,26565.0,27337.0,29241.0,29928.0,29419.0,31122.0
CEU2023610057    ,CEU2023610057    ,20236100,57,2006-M03,2021-M13,758604.0,654370.0,516849.0,464998.0,450852.0,480011.0,538444.0,599254.0,663229.0,718333.0,764313.0,864291.0,908213.0,923713.0,1005894.0
CEU2023611502    ,CEU2023611502    ,20236115,2,2006-M03,2021-M13,35.6,35.6,35.2,35.7,36.3,36.7,36.5,36.8,37.0,36.6,36.4,36.6,36.4,36.1,36.1
CEU2023611503    ,CEU2023611503    ,20236115,3,2006-M03,2021-M13,23.23,22.91,23.72,23.81,22.19,22.86,24.31,25.34,26.26,26.81,28.39,30.27,31.25,32.17,33.14
CEU2023611511    ,CEU2023611511    ,20236115,11,2006-M03,2021-M13,825.86,816.18,836.12,849.79,804.6,839.04,887.14,932.93,972.31,982.61,1033.56,1107.86,1136.74,1160.68,1197.64
CEU2023611512    ,CEU2023611512    ,20236115,12,2006-M03,2021-M13,398.31,379.08,389.73,389.71,357.7,365.45,380.82,394.08,410.23,409.41,421.65,441.19,444.63,448.47,441.98
CEU2023611513    ,CEU2023611513    ,20236115,13,2006-M03,2021-M13,11.2,10.64,11.06,10.92,9.86,9.96,10.44,10.7,11.08,11.17,11.58,12.05,12.22,12.43,12.23
CEU2023611516    ,CEU2023611516    ,20236115,16,2006-M03,2021-M13,100.0,82.5,59.3,51.8,50.6,51.6,53.4,58.3,60.7,62.5,62.9,65.6,66.0,63.7,67.1
CEU2023611517    ,CEU2023611517    ,20236115,17,2006-M03,2021-M13,100.0,81.3,60.6,53.1,48.3,50.8,55.9,63.6,68.6,72.1,76.9,85.5,88.8,88.2,95.7
CEU2023611556    ,CEU2023611556    ,20236115,56,2006-M03,2021-M13,20165.0,16630.0,11956.0,10453.0,10195.0,10409.0,10762.0,11752.0,12242.0,12594.0,12681.0,13235.0,13307.0,12843.0,13528.0
CEU2023611557    ,CEU2023611557    ,20236115,57,2006-M03,2021-M13,468386.0,380953.0,283641.0,248904.0,226187.0,237952.0,261603.0,297830.0,321453.0,337683.0,359989.0,400582.0,415887.0,413154.0,448347.0
CEU2023611802    ,CEU2023611802    ,20236118,2,2006-M03,2021-M13,35.3,35.6,34.4,34.0,35.0,36.0,36.7,35.7,35.8,35.6,35.7,36.3,36.3,36.2,35.6
CEU2023611803    ,CEU2023611803    ,20236118,3,2006-M03,2021-M13,20.34,20.95,21.25,21.12,21.16,21.29,22.26,22.78,23.96,25.35,25.46,26.96,27.11,28.14,29.77
CEU2023611811    ,CEU2023611811    ,20236118,11,2006-M03,2021-M13,717.15,745.7,731.0,717.94,740.04,767.24,816.78,812.65,857.81,901.79,907.74,978.94,983.42,1019.36,1059.19
CEU2023611812    ,CEU2023611812    ,20236118,12,2006-M03,2021-M13,345.88,346.35,340.73,329.25,329.0,334.17,350.61,343.27,361.92,375.73,370.32,389.85,384.66,393.86,390.89
CEU2023611813    ,CEU2023611813    ,20236118,13,2006-M03,2021-M13,9.81,9.73,9.91,9.69,9.41,9.27,9.56,9.62,10.11,10.56,10.39,10.74,10.6,10.87,10.99
CEU2023611816    ,CEU2023611816    ,20236118,16,2006-M03,2021-M13,100.0,93.8,79.2,74.0,78.0,84.2,90.5,93.6,99.9,105.4,109.1,120.2,125.5,123.1,131.2
CEU2023611817    ,CEU2023611817    ,20236118,17,2006-M03,2021-M13,100.0,96.6,82.7,76.8,81.2,88.2,99.1,104.9,117.7,131.3,136.6,159.3,167.2,170.3,192.0
CEU2023611856    ,CEU2023611856    ,20236118,56,2006-M03,2021-M13,10781.0,10110.0,8535.0,7973.0,8414.0,9082.0,9756.0,10093.0,10770.0,11361.0,11764.0,12958.0,13529.0,13275.0,14141.0
CEU2023611857    ,CEU2023611857    ,20236118,57,2006-M03,2021-M13,219291.0,211858.0,181392.0,168417.0,177997.0,193363.0,217210.0,229932.0,258078.0,287963.0,299456.0,349374.0,366741.0,373546.0,421044.0
CEU2023620002    ,CEU2023620002    ,20236200,2,2006-M03,2021-M13,40.3,39.4,39.2,39.2,38.8,39.5,39.8,39.5,39.7,39.8,39.8,40.2,40.4,40.0,40.5
CEU2023620003    ,CEU2023620003    ,20236200,3,2006-M03,2021-M13,26.01,26.86,28.4,28.89,29.3,29.7,30.08,31.15,31.87,32.58,33.38,34.36,35.15,36.57,38.01
CEU2023620011    ,CEU2023620011    ,20236200,11,2006-M03,2021-M13,1049.27,1057.66,1114.74,1131.21,1137.0,1173.09,1196.56,1231.64,1265.52,1298.05,1329.93,1380.31,1420.46,1461.67,1539.01
CEU2023620012    ,CEU2023620012    ,20236200,12,2006-M03,2021-M13,506.06,491.24,519.6,518.77,505.47,510.94,513.64,520.26,533.94,540.84,542.56,549.69,555.61,564.76,567.96
CEU2023620013    ,CEU2023620013    ,20236200,13,2006-M03,2021-M13,12.54,12.48,13.24,13.25,13.03,12.94,12.91,13.16,13.45,13.57,13.62,13.68,13.75,14.13,14.03
CEU2023620016    ,CEU2023620016    ,20236200,16,2006-M03,2021-M13,100.0,97.7,84.8,77.4,76.5,78.2,80.6,83.0,87.1,91.2,94.9,99.8,102.1,95.8,95.8
CEU2023620017    ,CEU2023620017    ,20236200,17,2006-M03,2021-M13,100.0,100.8,92.6,85.9,86.2,89.3,93.2,99.3,106.7,114.3,121.7,131.9,137.9,134.7,140.0
CEU2023620056    ,CEU2023620056    ,20236200,56,2006-M03,2021-M13,33289.0,32512.0,28222.0,25758.0,25477.0,26044.0,26822.0,27614.0,29000.0,30373.0,31576.0,33225.0,33980.0,31881.0,31879.0
CEU2023620057    ,CEU2023620057    ,20236200,57,2006-M03,2021-M13,865881.0,873210.0,801589.0,744177.0,746384.0,773566.0,806940.0,860230.0,924199.0,989436.0,1053933.0,1141668.0,1194391.0,1165974.0,1211803.0
CEU2023621002    ,CEU2023621002    ,20236210,2,2006-M03,2021-M13,44.6,41.8,42.4,42.0,40.6,41.8,42.6,40.7,41.4,42.3,43.0,43.8,43.9,42.3,45.4
CEU2023621003    ,CEU2023621003    ,20236210,3,2006-M03,2021-M13,24.35,25.4,28.1,28.42,28.58,29.34,30.14,30.74,31.73,32.69,33.09,33.85,34.64,36.16,37.63
CEU2023621011    ,CEU2023621011    ,20236210,11,2006-M03,2021-M13,1086.39,1060.76,1192.08,1192.92,1159.03,1225.68,1285.36,1250.03,1312.53,1383.53,1422.42,1484.13,1522.47,1529.59,1707.94
CEU2023621012    ,CEU2023621012    ,20236210,12,2006-M03,2021-M13,523.96,492.68,555.65,547.07,515.26,533.85,551.76,528.03,553.77,576.45,580.3,591.03,595.51,591.01,630.31
CEU2023621013    ,CEU2023621013    ,20236210,13,2006-M03,2021-M13,11.74,11.8,13.1,13.03,12.71,12.78,12.94,12.98,13.39,13.62,13.5,13.48,13.55,13.97,13.89
CEU2023621016    ,CEU2023621016    ,20236210,16,2006-M03,2021-M13,100.0,93.5,84.2,78.6,74.0,76.8,79.1,76.6,80.4,82.2,83.9,89.4,85.7,71.2,74.7
CEU2023621017    ,CEU2023621017    ,20236210,17,2006-M03,2021-M13,100.0,97.5,97.2,91.7,86.8,92.5,97.9,96.7,104.8,110.4,114.1,124.3,121.9,105.8,115.4
CEU2023621056    ,CEU2023621056    ,20236210,56,2006-M03,2021-M13,8325.0,7783.0,7008.0,6541.0,6157.0,6394.0,6586.0,6373.0,6697.0,6847.0,6985.0,7445.0,7133.0,5928.0,6216.0
CEU2023621057    ,CEU2023621057    ,20236210,57,2006-M03,2021-M13,202694.0,197691.0,196931.0,185906.0,175951.0,187580.0,198524.0,195921.0,212510.0,223844.0,231179.0,252031.0,247110.0,214360.0,233945.0
CEU2023622002    ,CEU2023622002    ,20236220,2,2006-M03,2021-M13,39.1,38.7,38.3,38.3,38.3,38.8,38.9,39.2,39.2,39.2,39.0,39.2,39.5,39.4,39.5
CEU2023622003    ,CEU2023622003    ,20236220,3,2006-M03,2021-M13,26.57,27.32,28.5,29.05,29.53,29.82,30.07,31.28,31.91,32.54,33.46,34.51,35.28,36.67,38.11
