index,Index,Label,unit,start,last,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
CEU3200000057    ,CEU3200000057    ,32000000,57,2006-M03,2022-M02,3948311.0,3926023.0,3656544.0,3717375.0,3759038.0,3861432.0,3942226.0,4055677.0,4205792.0,4394038.0,4594469.0,4715214.0,4795205.0,4785110.0,5094991.0
CEU3200000058    ,CEU3200000058    ,32000000,58,2006-M03,2022-M02,16694.0,15206.0,12045.0,14180.0,14441.0,14828.0,15100.0,15270.0,15623.0,15123.0,15752.0,16880.0,16205.0,14528.0,15654.0
CEU3231100002    ,CEU3231100002    ,32311000,2,2006-M03,2022-M02,39.5,39.6,38.8,39.6,39.5,39.9,40.0,39.8,40.1,40.2,40.3,40.6,40.4,40.5,41.0
CEU3231100003    ,CEU3231100003    ,32311000,3,2006-M03,2022-M02,15.92,16.4,17.08,17.29,17.6,17.89,18.22,18.5,19.06,20.06,20.43,20.68,21.22,22.01,22.96
CEU3231100004    ,CEU3231100004    ,32311000,4,2006-M03,2022-M01,4.1,3.9,3.6,4.0,3.9,3.9,4.0,3.9,4.0,4.0,4.3,4.4,4.3,4.3,4.4
CEU3231100011    ,CEU3231100011    ,32311000,11,2006-M03,2022-M02,628.84,648.8,662.99,684.64,694.47,713.19,729.01,736.83,764.46,807.04,823.83,838.85,857.35,891.84,940.4
CEU3231100012    ,CEU3231100012    ,32311000,12,2006-M03,2022-M02,303.29,301.34,309.03,313.97,308.74,310.63,312.94,311.25,322.53,336.26,336.09,334.06,335.35,344.59,347.05
CEU3231100013    ,CEU3231100013    ,32311000,13,2006-M03,2022-M02,7.68,7.62,7.96,7.93,7.82,7.79,7.82,7.81,8.04,8.36,8.33,8.24,8.3,8.5,8.47
CEU3231100015    ,CEU3231100015    ,32311000,15,2006-M03,2022-M01,15.14,15.63,16.33,16.46,16.78,17.05,17.34,17.63,18.17,19.11,19.39,19.61,20.16,20.91,21.8
CEU3231100016    ,CEU3231100016    ,32311000,16,2006-M03,2022-M02,100.0,99.9,96.4,98.0,98.2,99.9,100.6,100.9,103.4,106.8,109.9,112.1,113.4,111.6,114.4
CEU3231100017    ,CEU3231100017    ,32311000,17,2006-M03,2022-M02,100.0,103.0,103.5,106.4,108.6,112.2,115.1,117.2,123.8,134.6,141.1,145.7,151.1,154.3,165.0
CEU3231100056    ,CEU3231100056    ,32311000,56,2006-M03,2022-M02,58630.0,58598.0,56542.0,57439.0,57557.0,58558.0,58969.0,59132.0,60631.0,62618.0,64437.0,65747.0,66472.0,65441.0,67081.0
CEU3231100057    ,CEU3231100057    ,32311000,57,2006-M03,2022-M02,933238.0,960788.0,965589.0,993110.0,1013067.0,1047515.0,1074315.0,1093716.0,1155712.0,1256165.0,1316475.0,1359585.0,1410302.0,1440307.0,1540116.0
CEU3231100058    ,CEU3231100058    ,32311000,58,2006-M03,2022-M01,6044.0,5729.0,5200.0,5763.0,5633.0,5790.0,5939.0,5817.0,5976.0,6259.0,6949.0,7139.0,6995.0,6870.0,7127.0
CEU3231130002    ,CEU3231130002    ,32311300,2,2006-M03,2022-M01,37.3,38.5,34.7,34.4,35.3,35.7,37.4,39.4,41.2,41.4,40.6,39.6,38.4,38.3,40.4
CEU3231130003    ,CEU3231130003    ,32311300,3,2006-M03,2022-M01,18.58,19.33,21.14,19.51,19.3,19.78,20.03,20.01,21.31,22.11,21.25,22.26,24.02,25.39,26.05
CEU3231130011    ,CEU3231130011    ,32311300,11,2006-M03,2022-M01,692.49,743.54,734.04,670.87,681.05,706.87,750.07,788.78,878.36,915.25,863.01,880.72,921.39,972.25,1052.7
CEU3231130012    ,CEU3231130012    ,32311300,12,2006-M03,2022-M01,333.98,345.35,342.15,307.66,302.77,307.88,321.98,333.19,370.59,381.34,352.08,350.73,360.4,375.66,388.49
CEU3231130013    ,CEU3231130013    ,32311300,13,2006-M03,2022-M01,8.96,8.98,9.85,8.95,8.58,8.62,8.6,8.45,8.99,9.21,8.67,8.86,9.4,9.81,9.61
CEU3231130016    ,CEU3231130016    ,32311300,16,2006-M03,2022-M01,100.0,102.4,90.1,86.9,86.1,88.0,94.8,100.6,109.6,114.4,112.6,111.1,108.7,102.8,115.0
CEU3231130017    ,CEU3231130017    ,32311300,17,2006-M03,2022-M01,100.0,106.6,102.6,91.3,89.5,93.7,102.3,108.4,125.7,136.2,128.8,133.0,140.5,140.6,161.2
CEU3231130056    ,CEU3231130056    ,32311300,56,2006-M03,2022-M01,2732.0,2798.0,2462.0,2375.0,2353.0,2403.0,2591.0,2748.0,2994.0,3126.0,3076.0,3034.0,2970.0,2809.0,3141.0
CEU3231130057    ,CEU3231130057    ,32311300,57,2006-M03,2022-M01,50754.0,54086.0,52062.0,46340.0,45432.0,47537.0,51899.0,54998.0,63820.0,69109.0,65359.0,67522.0,71331.0,71339.0,81821.0
CEU3231140002    ,CEU3231140002    ,32311400,2,2006-M03,2022-M01,39.4,40.1,39.9,41.9,41.7,42.6,41.7,41.2,39.7,39.8,42.0,42.7,42.0,41.2,42.4
CEU3231140003    ,CEU3231140003    ,32311400,3,2006-M03,2022-M01,16.51,16.72,16.66,17.25,17.75,18.43,18.64,18.6,19.19,20.9,21.87,21.55,21.84,23.01,23.5
CEU3231140004    ,CEU3231140004    ,32311400,4,2006-M03,2022-M01,4.7,4.8,4.6,5.4,4.6,4.6,4.6,4.7,3.4,3.7,5.1,5.2,5.0,4.4,4.5
CEU3231140011    ,CEU3231140011    ,32311400,11,2006-M03,2022-M01,650.11,671.18,664.4,723.43,740.5,785.39,777.2,767.27,762.37,832.52,917.83,919.6,917.16,947.23,997.32
CEU3231140012    ,CEU3231140012    ,32311400,12,2006-M03,2022-M01,313.54,311.74,309.69,331.76,329.2,342.08,333.62,324.1,321.65,346.87,374.44,366.22,358.75,365.99,368.06
CEU3231140013    ,CEU3231140013    ,32311400,13,2006-M03,2022-M01,7.96,7.77,7.77,7.91,7.89,8.03,8.0,7.86,8.1,8.71,8.92,8.58,8.54,8.89,8.67
CEU3231140015    ,CEU3231140015    ,32311400,15,2006-M03,2022-M01,15.58,15.77,15.75,16.2,16.82,17.49,17.67,17.61,18.39,19.97,20.62,20.31,20.61,21.84,22.31
CEU3231140016    ,CEU3231140016    ,32311400,16,2006-M03,2022-M01,100.0,101.6,100.7,106.0,105.5,107.6,103.6,101.9,99.2,100.1,107.0,109.4,106.8,102.3,107.6
CEU3231140017    ,CEU3231140017    ,32311400,17,2006-M03,2022-M01,100.0,102.8,101.6,110.7,113.4,120.0,117.0,114.8,115.2,126.8,141.7,142.8,141.3,142.5,153.1
CEU3231140056    ,CEU3231140056    ,32311400,56,2006-M03,2022-M01,6826.0,6934.0,6873.0,7237.0,7201.0,7342.0,7073.0,6954.0,6768.0,6836.0,7302.0,7470.0,7291.0,6982.0,7343.0
CEU3231140057    ,CEU3231140057    ,32311400,57,2006-M03,2022-M01,112723.0,115925.0,114499.0,124805.0,127786.0,135323.0,131865.0,129381.0,129882.0,142882.0,159679.0,160953.0,159235.0,160619.0,172528.0
CEU3231140058    ,CEU3231140058    ,32311400,58,2006-M03,2022-M01,821.0,830.0,796.0,933.0,797.0,792.0,779.0,785.0,588.0,638.0,884.0,908.0,870.0,745.0,781.0
CEU3231141002    ,CEU3231141002    ,32311410,2,2006-M03,2022-M01,37.9,37.3,38.0,41.7,41.4,41.9,41.6,41.4,38.9,38.8,42.2,42.6,41.5,40.4,43.4
CEU3231141003    ,CEU3231141003    ,32311410,3,2006-M03,2022-M01,15.42,15.79,16.63,17.22,16.57,16.15,16.95,17.27,17.9,18.72,18.54,18.66,19.56,21.36,21.32
CEU3231141004    ,CEU3231141004    ,32311410,4,2006-M03,2022-M01,4.7,4.2,3.9,5.3,3.8,4.6,5.1,5.4,3.5,4.2,6.1,5.3,4.9,4.1,4.5
CEU3231141011    ,CEU3231141011    ,32311410,11,2006-M03,2022-M01,583.82,588.83,632.28,718.39,685.74,676.59,704.65,715.04,695.7,726.9,782.33,793.97,812.74,863.15,926.05
CEU3231141012    ,CEU3231141012    ,32311410,12,2006-M03,2022-M01,281.57,273.49,294.72,329.45,304.86,294.69,302.48,302.04,293.52,302.87,319.16,316.19,317.9,333.51,341.75
CEU3231141013    ,CEU3231141013    ,32311410,13,2006-M03,2022-M01,7.44,7.33,7.75,7.9,7.37,7.03,7.28,7.3,7.55,7.8,7.56,7.43,7.65,8.25,7.87
CEU3231141015    ,CEU3231141015    ,32311410,15,2006-M03,2022-M01,14.53,14.95,15.82,16.19,15.84,15.31,15.98,16.21,17.13,17.75,17.28,17.57,18.47,20.34,20.28
CEU3231141016    ,CEU3231141016    ,32311410,16,2006-M03,2022-M01,100.0,96.2,98.3,109.7,109.2,110.2,111.5,110.1,103.1,105.0,115.5,117.4,116.8,110.4,120.4
CEU3231141017    ,CEU3231141017    ,32311410,17,2006-M03,2022-M01,100.0,98.5,106.0,122.5,117.3,115.4,122.5,123.2,119.7,127.4,138.8,142.0,148.1,152.9,166.4
CEU3231141056    ,CEU3231141056    ,32311410,56,2006-M03,2022-M01,3336.0,3209.0,3279.0,3661.0,3643.0,3677.0,3718.0,3672.0,3441.0,3502.0,3852.0,3917.0,3896.0,3683.0,4016.0
CEU3231141057    ,CEU3231141057    ,32311410,57,2006-M03,2022-M01,51454.0,50659.0,54534.0,63027.0,60368.0,59399.0,63020.0,63395.0,61569.0,65555.0,71407.0,73078.0,76228.0,78676.0,85621.0
CEU3231141058    ,CEU3231141058    ,32311410,58,2006-M03,2022-M01,412.0,360.0,335.0,463.0,337.0,406.0,453.0,477.0,307.0,382.0,561.0,487.0,463.0,370.0,412.0
CEU3231142002    ,CEU3231142002    ,32311420,2,2006-M03,2022-M01,40.9,43.0,41.7,42.2,42.1,43.4,41.8,41.0,40.6,40.9,41.7,42.8,42.6,42.1,41.3
CEU3231142003    ,CEU3231142003    ,32311420,3,2006-M03,2022-M01,17.56,17.52,16.69,17.27,18.95,20.72,20.52,20.1,20.53,23.19,25.59,24.73,24.45,24.84,26.12
CEU3231142004    ,CEU3231142004    ,32311420,4,2006-M03,2022-M01,4.8,5.4,5.3,5.5,5.4,4.5,4.1,3.9,3.4,3.1,3.9,5.1,5.1,4.8,4.6
CEU3231142011    ,CEU3231142011    ,32311420,11,2006-M03,2022-M01,717.97,753.4,696.61,728.14,798.26,898.97,857.9,824.66,834.45,949.29,1067.8,1059.31,1040.74,1044.96,1078.94
CEU3231142012    ,CEU3231142012    ,32311420,12,2006-M03,2022-M01,346.27,349.93,324.7,333.92,354.88,391.55,368.27,348.35,352.06,395.53,435.62,421.86,407.08,403.75,398.18
CEU3231142013    ,CEU3231142013    ,32311420,13,2006-M03,2022-M01,8.47,8.14,7.78,7.92,8.42,9.02,8.81,8.49,8.66,9.66,10.44,9.85,9.56,9.6,9.64
CEU3231142015    ,CEU3231142015    ,32311420,15,2006-M03,2022-M01,16.59,16.48,15.68,16.21,17.8,19.69,19.57,19.19,19.7,22.33,24.44,23.35,23.06,23.5,24.75
CEU3231142016    ,CEU3231142016    ,32311420,16,2006-M03,2022-M01,100.0,106.9,103.1,102.5,102.1,105.2,96.2,94.1,95.4,95.6,99.0,102.0,97.4,94.6,95.4
CEU3231142017    ,CEU3231142017    ,32311420,17,2006-M03,2022-M01,100.0,106.7,98.0,100.9,110.2,124.1,112.4,107.7,111.6,126.3,144.3,143.6,135.7,133.9,141.9
CEU3231142056    ,CEU3231142056    ,32311420,56,2006-M03,2022-M01,3487.0,3727.0,3594.0,3574.0,3561.0,3667.0,3355.0,3281.0,3328.0,3334.0,3451.0,3555.0,3398.0,3299.0,3327.0
CEU3231142057    ,CEU3231142057    ,32311420,57,2006-M03,2022-M01,61213.0,65307.0,59967.0,61734.0,67479.0,75970.0,68833.0,65945.0,68314.0,77312.0,88307.0,87905.0,83077.0,81942.0,86891.0
CEU3231142058    ,CEU3231142058    ,32311420,58,2006-M03,2022-M01,408.0,472.0,460.0,471.0,459.0,384.0,327.0,311.0,280.0,255.0,324.0,421.0,410.0,377.0,368.0
CEU3231150002    ,CEU3231150002    ,32311500,2,2006-M03,2022-M01,42.7,42.5,39.9,39.3,39.3,40.7,41.3,41.8,41.5,41.2,40.1,40.2,40.3,41.3,41.9
CEU3231150003    ,CEU3231150003    ,32311500,3,2006-M03,2022-M01,19.45,19.83,21.82,22.66,23.49,24.12,24.37,24.07,24.12,25.26,26.71,27.13,27.15,27.39,27.47
CEU3231150004    ,CEU3231150004    ,32311500,4,2006-M03,2022-M01,3.8,3.5,3.5,3.1,3.3,3.5,4.1,4.0,3.7,3.4,3.3,3.4,3.2,3.5,3.7
CEU3231150011    ,CEU3231150011    ,32311500,11,2006-M03,2022-M01,831.26,842.05,869.94,889.73,922.57,981.78,1007.39,1004.82,1000.16,1041.98,1070.57,1090.88,1093.14,1129.7,1150.47
CEU3231150012    ,CEU3231150012    ,32311500,12,2006-M03,2022-M01,400.91,391.1,405.5,408.03,410.14,427.62,432.44,424.45,421.98,434.15,436.75,434.43,427.58,436.5,424.57
CEU3231150013    ,CEU3231150013    ,32311500,13,2006-M03,2022-M01,9.38,9.21,10.17,10.39,10.44,10.51,10.46,10.17,10.18,10.52,10.9,10.8,10.62,10.58,10.14
CEU3231150015    ,CEU3231150015    ,32311500,15,2006-M03,2022-M01,18.62,19.04,20.91,21.79,22.54,23.14,23.22,22.96,23.08,24.26,25.67,26.02,26.11,26.27,26.31
CEU3231150016    ,CEU3231150016    ,32311500,16,2006-M03,2022-M01,100.0,97.9,93.1,91.4,93.7,97.6,99.0,100.2,100.9,103.6,104.4,108.1,111.9,112.5,115.6
CEU3231150017    ,CEU3231150017    ,32311500,17,2006-M03,2022-M01,100.0,99.8,104.4,106.4,113.2,121.0,124.0,124.0,125.1,134.6,143.4,150.7,156.1,158.4,163.3
CEU3231150056    ,CEU3231150056    ,32311500,56,2006-M03,2022-M01,5600.0,5482.0,5212.0,5116.0,5248.0,5464.0,5542.0,5613.0,5649.0,5802.0,5847.0,6052.0,6264.0,6300.0,6476.0
CEU3231150057    ,CEU3231150057    ,32311500,57,2006-M03,2022-M01,108930.0,108729.0,113724.0,115910.0,123271.0,131812.0,135057.0,135090.0,136272.0,146572.0,156179.0,164178.0,170047.0,172514.0,177921.0
CEU3231150058    ,CEU3231150058    ,32311500,58,2006-M03,2022-M01,503.0,457.0,452.0,408.0,442.0,465.0,549.0,541.0,509.0,479.0,476.0,517.0,498.0,536.0,571.0
CEU3231160002    ,CEU3231160002    ,32311600,2,2006-M03,2022-M01,40.5,39.7,38.7,40.5,40.7,40.8,41.4,41.2,42.0,41.8,42.2,42.5,42.5,42.8,42.6
CEU3231160003    ,CEU3231160003    ,32311600,3,2006-M03,2022-M01,13.13,13.69,14.2,14.67,15.05,15.11,15.24,15.6,16.16,16.8,17.18,17.72,18.32,19.06,20.15
CEU3231160004    ,CEU3231160004    ,32311600,4,2006-M03,2022-M01,4.1,4.1,3.6,4.3,4.3,4.3,4.3,4.3,4.6,4.6,5.0,4.8,4.9,5.4,5.1
CEU3231160011    ,CEU3231160011    ,32311600,11,2006-M03,2022-M01,531.56,544.02,550.08,594.04,612.47,616.29,630.75,642.97,678.02,702.8,725.32,752.25,779.25,815.22,858.15
CEU3231160012    ,CEU3231160012    ,32311600,12,2006-M03,2022-M01,256.37,252.68,256.4,272.43,272.28,268.43,270.76,271.6,286.06,292.82,295.9,299.57,304.8,314.99,316.7
CEU3231160013    ,CEU3231160013    ,32311600,13,2006-M03,2022-M01,6.33,6.36,6.62,6.73,6.69,6.58,6.54,6.59,6.82,7.0,7.01,7.06,7.17,7.36,7.44
CEU3231160015    ,CEU3231160015    ,32311600,15,2006-M03,2022-M01,12.5,13.03,13.57,13.92,14.3,14.34,14.5,14.83,15.33,15.93,16.22,16.76,17.32,17.92,19.02
CEU3231160016    ,CEU3231160016    ,32311600,16,2006-M03,2022-M01,100.0,98.6,93.7,96.3,96.2,95.9,97.0,96.3,99.0,100.8,105.2,107.8,110.0,111.6,109.4
CEU3231160017    ,CEU3231160017    ,32311600,17,2006-M03,2022-M01,100.0,102.8,101.3,107.6,110.3,110.4,112.7,114.5,121.9,129.1,137.7,145.5,153.6,162.0,167.9
CEU3231160056    ,CEU3231160056    ,32311600,56,2006-M03,2022-M01,20569.0,20274.0,19263.0,19817.0,19787.0,19724.0,19957.0,19816.0,20370.0,20742.0,21639.0,22168.0,22635.0,22958.0,22499.0
CEU3231160057    ,CEU3231160057    ,32311600,57,2006-M03,2022-M01,270003.0,277641.0,273492.0,290657.0,297821.0,297954.0,304232.0,309122.0,329231.0,348565.0,371747.0,392767.0,414751.0,437489.0,453332.0
CEU3231160058    ,CEU3231160058    ,32311600,58,2006-M03,2022-M01,2068.0,2084.0,1774.0,2121.0,2087.0,2093.0,2058.0,2048.0,2222.0,2266.0,2556.0,2521.0,2629.0,2903.0,2676.0
CEU3231161502    ,CEU3231161502    ,32311615,2,2006-M03,2022-M01,40.0,39.1,37.4,38.4,38.5,39.3,40.7,40.5,41.2,40.9,41.4,41.9,41.6,41.9,42.5
CEU3231161503    ,CEU3231161503    ,32311615,3,2006-M03,2022-M01,11.38,12.17,12.44,12.76,13.06,13.69,13.94,14.01,14.48,14.85,15.43,16.08,17.19,18.07,19.96
CEU3231161504    ,CEU3231161504    ,32311615,4,2006-M03,2022-M01,3.6,3.3,2.6,3.3,3.3,3.8,3.6,3.6,4.0,4.1,4.3,4.5,4.4,4.7,4.9
CEU3231161511    ,CEU3231161511    ,32311615,11,2006-M03,2022-M01,455.26,475.51,464.89,489.41,503.2,537.77,567.08,567.44,596.34,607.96,638.94,673.6,715.85,757.39,847.49
CEU3231161512    ,CEU3231161512    ,32311615,12,2006-M03,2022-M01,219.57,220.86,216.69,224.44,223.71,234.23,243.43,239.69,251.6,253.31,260.66,268.25,280.0,292.64,312.76
CEU3231161513    ,CEU3231161513    ,32311615,13,2006-M03,2022-M01,5.49,5.65,5.8,5.85,5.81,5.96,5.98,5.92,6.11,6.19,6.29,6.4,6.72,6.98,7.37
CEU3231161515    ,CEU3231161515    ,32311615,15,2006-M03,2022-M01,10.9,11.67,12.03,12.24,12.52,13.06,13.35,13.41,13.81,14.14,14.67,15.25,16.32,17.11,18.88
CEU3231161516    ,CEU3231161516    ,32311615,16,2006-M03,2022-M01,100.0,97.7,90.3,91.0,90.4,91.1,94.1,93.9,96.3,98.3,103.0,105.7,107.0,106.4,102.2
CEU3231161517    ,CEU3231161517    ,32311615,17,2006-M03,2022-M01,100.0,104.4,98.7,102.0,103.7,109.6,115.3,115.6,122.5,128.3,139.6,149.3,161.5,168.8,179.2
CEU3231161556    ,CEU3231161556    ,32311615,56,2006-M03,2022-M01,9555.0,9332.0,8632.0,8692.0,8639.0,8709.0,8996.0,8973.0,9200.0,9392.0,9845.0,10098.0,10223.0,10162.0,9766.0
CEU3231161557    ,CEU3231161557    ,32311615,57,2006-M03,2022-M01,108777.0,113572.0,107355.0,110918.0,112855.0,119255.0,125442.0,125721.0,133217.0,139508.0,151897.0,162359.0,175716.0,183667.0,194923.0
CEU3231161558    ,CEU3231161558    ,32311615,58,2006-M03,2022-M01,853.0,797.0,591.0,741.0,746.0,851.0,798.0,801.0,888.0,951.0,1015.0,1091.0,1085.0,1149.0,1121.0
CEU3231170002    ,CEU3231170002    ,32311700,2,2006-M03,2022-M01,40.9,43.8,39.4,37.4,38.4,38.4,39.5,41.7,42.3,40.0,39.1,40.1,40.7,41.5,44.6
CEU3231170003    ,CEU3231170003    ,32311700,3,2006-M03,2022-M01,15.49,16.84,17.02,16.98,16.24,15.47,15.67,16.56,17.26,17.6,16.17,15.03,16.31,19.5,19.09
CEU3231170004    ,CEU3231170004    ,32311700,4,2006-M03,2022-M01,7.4,5.2,3.0,3.2,4.6,4.2,4.6,3.3,4.9,6.0,5.9,5.9,6.3,4.8,7.8
CEU3231170011    ,CEU3231170011    ,32311700,11,2006-M03,2022-M01,634.33,738.42,670.46,635.3,623.95,594.72,618.7,689.99,730.1,704.52,631.62,602.55,663.26,809.32,851.21
CEU3231170012    ,CEU3231170012    ,32311700,12,2006-M03,2022-M01,305.93,342.97,312.51,291.35,277.39,259.03,265.59,291.46,308.04,293.54,257.68,239.96,259.43,312.71,314.13
CEU3231170013    ,CEU3231170013    ,32311700,13,2006-M03,2022-M01,7.47,7.82,7.93,7.79,7.22,6.74,6.73,7.0,7.28,7.33,6.6,5.99,6.38,7.53,7.05
CEU3231170015    ,CEU3231170015    ,32311700,15,2006-M03,2022-M01,14.21,15.9,16.4,16.29,15.32,14.67,14.81,15.93,16.31,16.36,15.03,14.0,15.13,18.42,17.55
CEU3231170016    ,CEU3231170016    ,32311700,16,2006-M03,2022-M01,100.0,96.8,85.8,80.9,83.8,85.0,86.5,84.2,90.6,91.1,83.5,83.5,82.2,75.8,83.3
CEU3231170017    ,CEU3231170017    ,32311700,17,2006-M03,2022-M01,100.0,105.2,94.3,88.7,87.8,84.9,87.5,90.0,100.9,103.5,87.1,81.0,86.5,95.4,102.6
CEU3231170056    ,CEU3231170056    ,32311700,56,2006-M03,2022-M01,1750.0,1694.0,1502.0,1416.0,1467.0,1488.0,1514.0,1473.0,1586.0,1595.0,1462.0,1461.0,1439.0,1327.0,1458.0
CEU3231170057    ,CEU3231170057    ,32311700,57,2006-M03,2022-M01,27118.0,28528.0,25573.0,24046.0,23814.0,23016.0,23727.0,24397.0,27373.0,28069.0,23633.0,21953.0,23468.0,25871.0,27828.0
CEU3231170058    ,CEU3231170058    ,32311700,58,2006-M03,2022-M01,315.0,201.0,114.0,121.0,176.0,161.0,176.0,117.0,184.0,241.0,221.0,215.0,224.0,155.0,256.0
CEU3231180002    ,CEU3231180002    ,32311800,2,2006-M03,2022-M01,36.7,36.6,37.0,36.3,35.5,36.3,35.9,35.4,35.9,35.7,35.8,36.3,36.6,36.9,37.0
CEU3231180003    ,CEU3231180003    ,32311800,3,2006-M03,2022-M01,15.46,15.76,16.57,16.76,16.93,17.1,17.58,17.55,18.22,19.05,19.01,19.24,19.8,20.55,21.7
CEU3231180004    ,CEU3231180004    ,32311800,4,2006-M03,2022-M01,3.3,2.7,3.1,2.9,2.9,3.2,3.5,3.4,3.1,3.2,3.4,3.6,3.4,3.4,3.8
CEU3231180011    ,CEU3231180011    ,32311800,11,2006-M03,2022-M01,567.0,577.52,614.0,608.44,600.87,620.18,630.23,621.46,653.26,680.56,680.42,697.65,725.32,757.43,803.88
CEU3231180012    ,CEU3231180012    ,32311800,12,2006-M03,2022-M01,273.46,268.24,286.2,279.03,267.13,270.12,270.53,262.51,275.62,283.56,277.59,277.83,283.71,292.66,296.67
CEU3231180013    ,CEU3231180013    ,32311800,13,2006-M03,2022-M01,7.46,7.32,7.72,7.69,7.53,7.45,7.55,7.41,7.69,7.94,7.76,7.66,7.74,7.94,8.01
CEU3231180015    ,CEU3231180015    ,32311800,15,2006-M03,2022-M01,14.79,15.21,15.91,16.11,16.27,16.37,16.75,16.75,17.46,18.24,18.14,18.33,18.94,19.64,20.63
CEU3231180016    ,CEU3231180016    ,32311800,16,2006-M03,2022-M01,100.0,100.1,98.5,97.8,97.3,100.7,99.9,101.2,103.8,106.0,108.3,110.1,112.8,105.5,109.6
CEU3231180017    ,CEU3231180017    ,32311800,17,2006-M03,2022-M01,100.0,102.1,105.6,106.0,106.5,111.4,113.6,114.8,122.3,130.7,133.2,137.0,144.5,140.2,153.9
CEU3231180056    ,CEU3231180056    ,32311800,56,2006-M03,2022-M01,10272.0,10281.0,10114.0,10043.0,9991.0,10342.0,10266.0,10393.0,10660.0,10892.0,11129.0,11309.0,11589.0,10838.0,11260.0
CEU3231180057    ,CEU3231180057    ,32311800,57,2006-M03,2022-M01,158783.0,162061.0,167613.0,168359.0,169125.0,176845.0,180440.0,182358.0,194237.0,207484.0,211530.0,217532.0,229508.0,222659.0,244365.0
CEU3231180058    ,CEU3231180058    ,32311800,58,2006-M03,2022-M01,920.0,754.0,846.0,813.0,805.0,917.0,1012.0,988.0,926.0,967.0,1061.0,1112.0,1061.0,997.0,1169.0
CEU3231181002    ,CEU3231181002    ,32311810,2,2006-M03,2022-M01,36.4,36.2,36.5,35.6,34.9,35.6,34.7,34.0,34.5,34.5,34.4,35.1,35.8,35.6,35.3
CEU3231181003    ,CEU3231181003    ,32311810,3,2006-M03,2022-M01,15.42,15.92,16.77,16.76,16.71,16.61,17.14,17.4,18.14,18.6,18.27,18.64,19.41,19.9,21.17
CEU3231181011    ,CEU3231181011    ,32311810,11,2006-M03,2022-M01,561.09,576.71,613.0,596.19,583.83,591.25,594.92,591.5,625.08,641.4,627.75,654.41,695.51,708.76,746.18
CEU3231181012    ,CEU3231181012    ,32311810,12,2006-M03,2022-M01,270.61,267.86,285.73,273.41,259.55,257.52,255.38,249.86,263.73,267.24,256.1,260.61,272.05,273.85,275.37
CEU3231181013    ,CEU3231181013    ,32311810,13,2006-M03,2022-M01,7.44,7.39,7.82,7.69,7.43,7.23,7.36,7.35,7.65,7.75,7.45,7.42,7.59,7.69,7.81
CEU3231181016    ,CEU3231181016    ,32311810,16,2006-M03,2022-M01,100.0,99.1,97.2,96.5,96.8,100.2,98.1,99.0,101.9,104.5,106.8,109.8,114.0,104.5,107.5
CEU3231181017    ,CEU3231181017    ,32311810,17,2006-M03,2022-M01,100.0,102.3,105.7,104.8,104.9,107.9,109.0,111.7,119.8,126.0,126.4,132.7,143.5,134.7,147.5
CEU3231181056    ,CEU3231181056    ,32311810,56,2006-M03,2022-M01,7564.0,7495.0,7353.0,7298.0,7324.0,7580.0,7421.0,7491.0,7704.0,7902.0,8075.0,8303.0,8626.0,7901.0,8130.0
