index,Index,Label,unit,start,last,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
CEU4348300010    ,CEU4348300010    ,43483000,10,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9,17.5,19.1,17.2,16.9,15.6,15.2,15.3,15.4,15.2,17.4,18.1,15.1,15.8,18.0,15.2,14.8,17.3,15.9,12.5,14.4,15.4,14.5,14.7,14.5,14.1,14.6,15.6,19.4,21.8,19.3
CEU4348400001    ,CEU4348400001    ,43484000,1,1990-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1122.6,1104.9,1107.7,1155.0,1206.4,1249.3,1282.6,1308.5,1354.7,1391.8,1406.1,1387.1,1339.6,1325.9,1352.1,1397.9,1436.2,1439.6,1389.4,1268.6,1250.8,1301.0,1349.8,1382.6,1417.7,1452.7,1448.1,1457.0,1496.2,1528.8,1465.6
CEU4348400006    ,CEU4348400006    ,43484000,6,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,917.5,900.7,904.3,941.5,983.9,1019.7,1047.9,1073.1,1111.3,1143.1,1161.5,1158.3,1147.8,1143.6,1172.7,1221.4,1259.5,1267.5,1222.1,1107.3,1093.9,1141.6,1187.5,1220.6,1252.0,1284.5,1276.1,1278.7,1310.8,1336.4,1279.5
CEU4348400010    ,CEU4348400010    ,43484000,10,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.5,161.4,159.8,165.4,170.5,181.8,186.0,187.4,195.8,204.1,208.1,200.5,192.2,190.2,189.0,200.1,212.4,211.2,200.5,184.0,177.2,179.9,187.3,195.2,200.5,198.4,200.1,208.6,221.0,236.8,230.1
CEU4348410001    ,CEU4348410001    ,43484100,1,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.4,794.5,796.5,830.5,866.8,900.8,923.7,941.6,975.5,1001.9,1012.9,992.0,951.7,935.2,949.7,980.5,1004.6,1006.8,975.6,884.9,867.6,901.3,926.5,944.2,967.1,995.2,998.6,1001.8,1033.7,1056.7,1017.9
CEU4348410006    ,CEU4348410006    ,43484100,6,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.9,646.8,649.4,676.0,705.7,733.8,753.5,771.2,799.4,821.9,835.7,825.7,819.4,815.9,832.1,863.9,889.3,893.1,864.7,777.5,761.8,792.2,819.0,837.9,857.5,883.7,885.2,886.0,913.0,928.5,892.6
CEU4348410010    ,CEU4348410010    ,43484100,10,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.9,111.4,110.3,114.2,116.8,124.8,127.9,129.0,134.8,140.8,143.7,137.5,133.0,131.1,128.7,135.3,145.3,146.7,140.0,128.4,122.0,124.7,128.5,133.3,135.1,133.3,137.7,144.2,152.7,163.0,160.1
CEU4348411001    ,CEU4348411001    ,43484110,1,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.8,195.7,196.2,204.6,213.3,217.8,225.1,231.0,238.0,243.8,244.9,238.2,231.9,229.8,229.5,231.0,235.5,235.6,228.4,206.2,203.1,214.5,219.9,226.1,231.4,241.1,246.0,249.4,259.2,267.7,263.9
CEU4348411006    ,CEU4348411006    ,43484110,6,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.2,163.2,163.9,170.7,178.1,182.4,188.2,193.4,199.0,204.3,206.6,202.6,200.3,197.2,195.1,199.4,204.6,203.5,196.9,174.6,173.3,184.3,192.3,198.1,204.1,213.5,215.8,217.5,227.3,229.9,224.7
CEU4348411010    ,CEU4348411010    ,43484110,10,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.8,28.5,28.2,29.2,31.2,33.3,33.8,33.5,34.9,35.7,36.0,34.6,32.6,33.2,30.8,32.3,36.6,37.5,36.1,32.3,30.5,31.9,31.2,32.6,33.6,32.2,33.3,35.1,35.4,39.2,40.8
CEU4348412001    ,CEU4348412001    ,43484120,1,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.6,598.9,600.3,625.9,653.6,683.0,698.6,710.6,737.5,758.1,768.0,753.8,719.7,705.4,720.2,749.5,769.2,771.3,747.2,678.7,664.5,686.8,706.6,718.1,735.7,754.1,752.6,752.4,774.5,789.0,754.0
CEU4348412006    ,CEU4348412006    ,43484120,6,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.7,483.6,485.5,505.4,527.7,551.4,565.3,577.8,600.3,617.6,629.1,623.1,619.1,618.7,637.0,664.5,684.7,689.7,667.7,602.9,588.6,607.9,626.7,639.8,653.3,670.3,669.4,668.5,685.6,698.6,667.9
CEU4348412010    ,CEU4348412010    ,43484120,10,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,82.9,82.1,85.0,85.6,91.6,94.1,95.5,99.9,105.1,107.7,102.9,100.4,97.9,97.9,103.0,108.7,109.2,103.9,96.1,91.5,92.8,97.3,100.7,101.5,101.1,104.4,109.2,117.3,123.8,119.2
CEU4348412101    ,CEU4348412101    ,43484121,1,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.9,426.2,427.2,445.6,469.6,486.6,497.9,506.5,525.9,540.8,547.9,537.8,511.2,496.8,498.2,523.4,538.1,542.5,530.6,480.0,462.9,478.5,490.9,497.4,501.1,504.7,505.0,502.4,512.5,523.6,504.6
CEU4348412106    ,CEU4348412106    ,43484121,6,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.6,336.4,337.7,351.7,370.8,384.0,393.8,402.7,418.5,430.7,438.7,436.1,437.3,438.3,444.4,467.3,483.2,489.0,477.3,429.1,411.2,424.1,437.4,446.6,448.6,451.6,452.3,450.0,457.5,466.3,446.1
CEU4348412110    ,CEU4348412110    ,43484121,10,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.9,60.2,59.5,61.7,62.6,66.4,68.3,69.4,72.6,76.5,78.5,74.8,72.1,69.5,68.3,72.5,73.4,75.4,73.7,68.2,64.2,66.4,71.3,72.4,69.3,69.2,69.4,71.3,74.7,79.7,80.4
CEU4348412201    ,CEU4348412201    ,43484122,1,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.6,172.7,173.1,180.3,183.9,196.4,200.7,204.0,211.6,217.3,220.2,215.9,208.5,208.6,222.0,226.1,231.1,228.7,216.6,198.7,201.6,208.4,215.6,220.7,234.6,249.4,247.6,250.0,262.0,265.4,249.4
CEU4348412206    ,CEU4348412206    ,43484122,6,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.1,147.3,147.8,153.7,156.9,167.4,171.4,175.1,181.8,186.9,190.3,187.0,181.8,180.5,192.6,197.2,201.5,200.7,190.4,173.8,177.4,183.8,189.3,193.2,204.7,218.7,217.2,218.6,228.2,232.3,221.7
CEU4348412210    ,CEU4348412210    ,43484122,10,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.1,22.8,22.6,23.4,23.0,25.1,25.8,26.2,27.3,28.6,29.2,28.2,28.3,28.4,29.6,30.5,35.3,33.8,30.2,27.8,27.3,26.4,26.1,28.3,32.2,31.9,35.0,37.9,42.6,44.2,38.8
CEU4348420001    ,CEU4348420001    ,43484200,1,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.3,310.4,311.2,324.5,339.6,348.5,358.9,366.9,379.2,389.8,393.2,395.0,387.9,390.7,402.3,417.5,431.6,432.8,413.8,383.7,383.2,399.7,423.3,438.4,450.6,457.5,449.4,455.1,462.5,472.1,447.6
CEU4348420006    ,CEU4348420006    ,43484200,6,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.6,253.9,254.9,265.4,278.1,285.8,294.4,301.9,311.9,321.1,325.8,332.7,328.4,327.7,340.6,357.5,370.3,374.4,357.5,329.8,332.1,349.4,368.5,382.7,394.6,400.7,390.9,392.7,397.8,407.9,386.9
CEU4348420010    ,CEU4348420010    ,43484200,10,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6,50.0,49.5,51.3,53.6,57.0,58.2,58.4,61.0,63.3,64.4,63.0,59.2,59.1,60.3,64.8,67.1,64.6,60.5,55.6,55.3,55.2,58.8,61.9,65.4,65.1,62.4,64.3,68.3,73.8,70.0
CEU4348421001    ,CEU4348421001    ,43484210,1,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,82.7,83.0,86.5,90.6,93.5,95.7,97.2,100.8,105.2,106.7,107.7,101.2,98.2,101.6,103.2,103.1,99.6,92.7,83.9,83.3,85.1,88.9,94.9,95.3,96.9,98.3,99.4,99.7,99.0,92.0
CEU4348421006    ,CEU4348421006    ,43484210,6,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.8,65.6,65.9,68.6,72.1,74.4,76.3,77.9,80.8,84.5,86.1,88.8,84.5,81.0,84.0,86.2,86.3,82.7,76.8,72.5,72.4,73.7,76.2,80.0,80.6,82.6,82.2,83.0,82.5,81.7,75.9
CEU4348421010    ,CEU4348421010    ,43484210,10,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9,16.7,16.5,17.1,17.7,18.8,19.2,19.5,20.4,21.5,22.1,21.6,19.2,19.2,21.5,23.2,22.0,20.3,19.0,17.9,18.2,17.0,17.5,18.6,17.5,17.0,18.3,18.0,20.0,23.1,22.0
CEU4348422001    ,CEU4348422001    ,43484220,1,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.7,144.5,144.8,151.0,157.4,160.5,166.1,170.8,175.8,179.2,179.6,183.0,184.6,189.1,194.6,201.7,209.4,211.3,205.9,189.6,190.5,200.8,214.0,216.6,223.7,224.2,216.5,222.1,226.1,233.6,221.8
CEU4348422006    ,CEU4348422006    ,43484220,6,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.1,119.9,120.4,125.4,130.8,133.7,138.1,142.2,146.1,149.1,150.6,154.9,155.8,156.8,164.0,173.1,180.5,182.7,177.0,160.6,165.7,176.7,187.5,192.2,198.4,197.6,189.6,192.8,194.5,200.7,189.7
CEU4348422010    ,CEU4348422010    ,43484220,10,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1,19.9,19.7,20.4,21.9,23.4,23.7,23.4,24.4,24.8,24.9,25.4,25.1,24.8,24.0,25.0,26.2,25.3,24.9,23.6,22.1,21.7,22.9,24.9,26.2,25.6,24.6,26.9,28.4,30.8,29.0
CEU4348423001    ,CEU4348423001    ,43484230,1,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.5,83.2,83.4,86.9,91.6,94.6,97.1,98.8,102.6,105.5,106.9,104.3,102.1,103.5,106.2,112.5,119.1,122.0,115.2,110.2,109.4,113.7,120.4,126.9,131.5,136.4,134.7,133.7,136.7,139.5,133.9
CEU4348423006    ,CEU4348423006    ,43484230,6,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.6,68.3,68.6,71.4,75.3,77.7,80.0,81.8,85.0,87.5,89.1,89.0,88.1,89.8,92.6,98.1,103.5,109.0,103.7,96.7,93.9,99.0,104.8,110.5,115.6,120.5,119.1,116.9,120.8,125.6,121.3
CEU4348423010    ,CEU4348423010    ,43484230,10,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,13.4,13.3,13.8,14.0,14.8,15.3,15.5,16.2,17.1,17.5,16.0,14.9,15.1,14.8,16.6,18.8,19.0,16.6,14.1,14.9,16.6,18.4,18.4,21.8,22.5,19.6,19.5,20.0,20.0,19.0
CEU4348500001    ,CEU4348500001    ,43485000,1,1990-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.9,282.2,287.1,299.7,317.0,328.9,340.7,351.9,365.6,374.5,376.3,379.8,386.4,388.8,391.9,396.4,406.5,419.4,430.4,428.3,436.2,446.9,447.5,455.6,473.7,485.0,490.2,494.9,494.7,493.9,374.8
CEU4348500006    ,CEU4348500006    ,43485000,6,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.5,249.4,253.2,263.9,280.0,291.2,300.2,309.5,321.5,330.4,335.6,339.4,345.8,350.5,355.7,362.7,371.5,379.2,387.2,383.6,392.8,403.4,407.7,417.5,432.1,446.4,452.7,455.5,452.6,451.3,337.3
CEU4348500010    ,CEU4348500010    ,43485000,10,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,101.0,104.5,108.3,114.8,119.5,125.4,132.2,137.6,143.4,144.4,141.3,143.8,148.4,152.1,157.4,152.4,159.2,164.6,162.3,169.5,171.6,166.9,165.4,172.5,178.8,185.0,188.2,190.9,197.9,149.9
CEU4348530001    ,CEU4348530001    ,43485300,1,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.2,58.9,58.2,60.5,64.1,65.6,67.9,70.1,71.9,72.6,72.1,70.8,67.7,66.9,66.4,66.3,69.3,72.6,71.2,67.1,68.3,71.6,73.6,76.8,78.8,80.1,80.4,78.6,74.7,72.6,51.6
CEU4348530010    ,CEU4348530010    ,43485300,10,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,11.9,11.8,12.2,12.9,13.3,14.0,14.4,14.8,15.2,15.1,15.4,15.1,15.7,15.6,15.7,13.8,16.4,18.4,16.1,17.4,19.3,19.1,18.9,19.7,19.7,20.8,21.0,21.4,21.6,15.1
CEU4348531001    ,CEU4348531001    ,43485310,1,1985-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2,37.0,36.3,36.4,34.5,33.6,32.8,30.9,31.0,31.6,31.6,31.4,31.6,32.3,32.7,33.1,33.1,31.8,31.4,30.6,30.3,30.8,32.2,31.5,31.9,32.4,33.3,33.3,34.8,35.8,36.8,37.3,37.2,36.1,35.2,30.6
CEU4348532001    ,CEU4348532001    ,43485320,1,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6,26.0,27.2,29.5,32.5,34.0,36.5,38.4,39.6,39.9,39.0,37.7,35.9,35.5,35.7,36.0,38.5,40.4,39.7,35.2,35.9,38.3,40.3,42.0,43.0,43.3,43.1,41.4,38.6,37.4,21.0
CEU4348540001    ,CEU4348540001    ,43485400,1,1972-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,54.5,59.2,62.7,66.2,68.9,71.8,74.7,78.1,81.4,83.0,83.4,84.0,88.2,92.5,98.5,100.4,104.6,110.4,114.2,117.9,121.3,125.3,130.0,135.5,136.9,141.5,146.2,151.4,152.0,153.0,161.1,164.8,166.6,168.8,172.3,176.6,182.1,184.5,186.0,186.6,181.6,184.2,193.2,195.5,198.5,200.0,201.4,204.2,150.0
CEU4348540006    ,CEU4348540006    ,43485400,6,1972-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,45.9,50.2,52.6,55.9,59.2,61.4,63.5,66.5,70.1,72.5,73.0,73.3,76.8,81.0,86.8,88.7,92.2,97.9,101.2,104.2,107.5,110.8,115.3,120.7,121.1,124.3,129.6,135.2,136.3,138.1,145.6,150.8,155.1,158.8,161.0,164.7,169.9,171.1,173.3,174.8,171.0,173.8,181.2,184.5,187.5,189.9,191.5,191.5,138.6
CEU4348540010    ,CEU4348540010    ,43485400,10,1972-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,26.8,30.7,32.2,33.2,34.7,35.5,37.6,40.7,44.0,45.3,46.2,46.5,47.2,50.4,53.7,55.1,57.4,61.3,62.2,64.2,66.1,67.2,70.7,73.0,75.1,79.8,83.2,87.1,87.3,82.8,84.0,87.2,89.6,90.6,84.0,86.5,91.3,93.2,95.1,96.9,95.2,98.7,103.2,104.1,104.5,104.4,103.9,106.8,76.0
CEU4348550001    ,CEU4348550001    ,43485500,1,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.5,71.2,71.8,75.2,80.2,83.2,87.9,89.8,95.4,98.1,100.9,101.7,102.0,99.4,99.5,98.2,98.2,100.2,103.4,99.7,100.3,101.2,102.1,103.8,105.7,107.1,106.8,109.0,109.2,105.8,80.5
CEU4348590001    ,CEU4348590001    ,43485900,1,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,34.2,35.8,38.8,42.7,44.6,47.9,50.5,52.0,52.5,51.3,54.2,55.7,57.7,59.4,63.0,66.6,70.1,73.8,77.0,81.6,87.6,90.2,90.8,96.1,102.3,104.5,107.3,109.4,111.4,92.8
CEU4348590006    ,CEU4348590006    ,43485900,6,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.3,30.4,31.7,34.4,37.8,39.6,42.5,44.7,46.0,46.4,45.4,48.1,49.6,51.5,53.0,57.0,60.2,60.2,65.2,68.0,71.7,76.9,79.3,80.7,85.9,92.6,94.2,94.9,97.4,101.4,83.6
CEU4348590010    ,CEU4348590010    ,43485900,10,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,8.9,9.3,10.1,11.0,11.6,12.7,13.7,14.1,14.5,14.5,15.6,16.5,17.3,18.5,22.5,25.0,24.4,23.4,24.2,25.7,27.4,27.9,26.5,29.3,33.3,35.8,35.9,38.8,44.4,37.9
CEU4348600001    ,CEU4348600001    ,43486000,1,1990-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.8,60.7,60.1,58.7,57.0,53.6,51.4,49.7,48.1,46.9,46.0,45.4,41.7,40.2,38.4,37.8,38.7,39.9,41.7,42.6,42.3,42.9,43.6,44.5,47.0,49.7,49.8,48.8,49.7,51.5,50.9
CEU4348600010    ,CEU4348600010    ,43486000,10,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,15.7,15.7,15.9,15.6,14.5,13.9,13.5,13.1,12.7,12.6,12.4,10.4,9.6,8.3,6.9,7.1,6.9,9.0,8.6,7.8,8.8,8.6,8.8,8.9,9.2,8.7,7.6,7.1,6.9,7.1
CEU4348700001    ,CEU4348700001    ,43487000,1,1990-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7,16.5,17.7,19.3,21.3,22.0,23.2,24.5,25.4,26.1,27.5,29.1,25.6,26.6,27.2,28.8,27.5,28.6,28.0,27.6,27.3,27.5,28.0,29.1,30.6,32.9,34.5,35.2,34.6,35.5,23.3
CEU4348700010    ,CEU4348700010    ,43487000,10,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,5.2,5.9,6.5,7.4,7.6,8.2,8.7,9.0,9.4,9.9,11.3,9.6,9.5,9.7,10.5,9.9,9.5,10.1,9.1,8.7,8.1,8.1,9.2,10.1,10.3,10.6,11.9,12.7,12.9,7.8
CEU4348800001    ,CEU4348800001    ,43488000,1,1990-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.2,380.2,374.0,386.4,410.1,436.4,452.4,480.6,504.7,526.5,546.4,548.7,534.7,530.6,545.6,562.8,581.2,595.0,602.9,558.9,552.9,572.9,590.7,609.2,636.9,663.1,677.9,700.6,729.3,753.8,700.0
CEU4348800006    ,CEU4348800006    ,43488000,6,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.9,311.8,305.7,313.5,332.1,353.1,365.0,389.1,409.1,428.0,450.2,455.6,444.7,436.7,447.4,466.7,486.7,493.8,510.8,472.6,466.9,481.1,496.5,508.2,534.8,553.3,563.4,588.6,616.6,634.6,576.0
CEU4348800010    ,CEU4348800010    ,43488000,10,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.2,99.2,98.7,105.7,113.1,119.6,126.5,136.1,143.4,149.7,160.6,162.5,148.3,146.2,152.3,163.1,173.0,168.5,168.2,155.2,149.8,147.0,149.4,158.6,169.1,181.5,188.4,198.5,207.4,212.2,186.7
