index,Index,Label,unit,start,last,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
CEU0500000002    ,CEU0500000002    ,5000000,2,2006-M03,2022-M01,34.4,34.3,33.8,34.1,34.3,34.5,34.4,34.5,34.5,34.4,34.4,34.5,34.4,34.6,34.7
CEU0500000003    ,CEU0500000003    ,5000000,3,2006-M03,2022-M01,20.92,21.56,22.17,22.56,23.03,23.49,23.95,24.46,25.01,25.64,26.32,27.11,27.99,29.35,30.59
CEU0500000011    ,CEU0500000011    ,5000000,11,2006-M03,2022-M01,719.74,738.96,749.92,769.57,790.71,809.46,824.91,844.8,864.07,881.09,906.19,936.37,963.06,1014.39,1062.65
CEU0500000012    ,CEU0500000012    ,5000000,12,2006-M03,2022-M01,347.13,343.22,349.55,352.92,351.52,352.56,354.1,356.85,364.56,367.11,369.69,372.9,376.7,391.94,392.17
CEU0500000013    ,CEU0500000013    ,5000000,13,2006-M03,2022-M01,10.09,10.01,10.33,10.35,10.24,10.23,10.28,10.33,10.55,10.68,10.74,10.8,10.95,11.34,11.29
CEU0500000016    ,CEU0500000016    ,5000000,16,2006-M03,2022-M01,100.0,98.7,92.3,92.4,94.7,97.1,99.0,101.5,103.9,105.4,107.4,109.6,110.8,104.3,108.3
CEU0500000017    ,CEU0500000017    ,5000000,17,2006-M03,2022-M01,100.0,101.7,97.9,99.6,104.2,109.0,113.4,118.7,124.2,129.1,135.1,142.1,148.3,146.3,158.3
CEU0500000056    ,CEU0500000056    ,5000000,56,2006-M03,2022-M01,3983490.0,3931990.0,3678148.0,3679081.0,3770984.0,3867625.0,3943294.0,4042656.0,4138073.0,4196742.0,4277764.0,4367152.0,4413442.0,4153812.0,4312300.0
CEU0500000057    ,CEU0500000057    ,5000000,57,2006-M03,2022-M01,83319287.0,84769388.0,81547376.0,83002215.0,86841829.0,90851277.0,94461466.0,98890287.0,103511893.0,107591044.0,112600874.0,118407726.0,123552226.0,121929103.0,131895361.0
CEU0600000002    ,CEU0600000002    ,6000000,2,2006-M03,2022-M01,39.5,39.3,38.5,39.6,40.0,40.3,40.4,40.5,40.4,40.3,40.4,40.5,40.3,39.6,39.9
CEU0600000003    ,CEU0600000003    ,6000000,3,2006-M03,2022-M01,22.13,22.9,23.78,24.05,24.41,24.7,25.15,25.7,26.19,26.91,27.58,28.24,29.0,29.99,30.99
CEU0600000011    ,CEU0600000011    ,6000000,11,2006-M03,2022-M01,873.48,899.62,915.87,952.07,976.19,994.41,1016.09,1041.55,1057.1,1083.51,1113.84,1144.99,1169.8,1187.51,1238.02
CEU0600000012    ,CEU0600000012    ,6000000,12,2006-M03,2022-M01,421.27,417.84,426.91,436.62,433.98,433.12,436.17,439.96,446.0,451.45,454.41,455.98,457.57,458.83,456.88
CEU0600000013    ,CEU0600000013    ,6000000,13,2006-M03,2022-M01,10.67,10.64,11.08,11.03,10.85,10.76,10.8,10.86,11.05,11.21,11.25,11.25,11.34,11.59,11.44
CEU0600000016    ,CEU0600000016    ,6000000,16,2006-M03,2022-M01,100.0,95.5,81.4,80.1,82.2,84.5,86.2,88.8,90.2,90.6,92.4,95.6,96.7,90.3,92.5
CEU0600000017    ,CEU0600000017    ,6000000,17,2006-M03,2022-M01,100.0,98.8,87.5,87.0,90.7,94.3,98.0,103.1,106.7,110.2,115.2,122.1,126.7,122.4,129.6
CEU0600000056    ,CEU0600000056    ,6000000,56,2006-M03,2022-M01,877736.0,838183.0,714798.0,702656.0,721753.0,741644.0,756977.0,779299.0,791484.0,795152.0,811196.0,839476.0,848568.0,792893.0,811853.0
CEU0600000057    ,CEU0600000057    ,6000000,57,2006-M03,2022-M01,19420038.0,19192844.0,16996320.0,16900110.0,17617770.0,18317533.0,19039652.0,20025347.0,20730057.0,21398842.0,22370441.0,23705370.0,24609659.0,23777952.0,25162530.0
CEU0800000002    ,CEU0800000002    ,8000000,2,2006-M03,2022-M01,33.2,33.1,32.9,33.0,33.2,33.3,33.3,33.3,33.4,33.2,33.3,33.3,33.3,33.6,33.7
CEU0800000003    ,CEU0800000003    ,8000000,3,2006-M03,2022-M01,20.57,21.19,21.78,22.21,22.7,23.2,23.67,24.17,24.74,25.34,26.03,26.85,27.75,29.2,30.49
CEU0800000011    ,CEU0800000011    ,8000000,11,2006-M03,2022-M01,683.23,701.91,716.34,733.07,754.34,773.67,787.71,805.82,826.44,841.85,866.05,895.13,922.88,979.84,1028.57
CEU0800000012    ,CEU0800000012    ,8000000,12,2006-M03,2022-M01,329.52,326.01,333.9,336.18,335.35,336.97,338.14,340.39,348.68,350.76,353.32,356.47,360.98,378.59,379.59
CEU0800000013    ,CEU0800000013    ,8000000,13,2006-M03,2022-M01,9.92,9.84,10.15,10.19,10.09,10.1,10.16,10.21,10.44,10.56,10.62,10.69,10.85,11.28,11.25
CEU0800000016    ,CEU0800000016    ,8000000,16,2006-M03,2022-M01,100.0,99.6,95.5,95.8,98.2,100.7,102.6,105.0,107.8,109.5,111.6,113.5,114.8,108.2,112.7
CEU0800000017    ,CEU0800000017    ,8000000,17,2006-M03,2022-M01,100.0,102.6,101.1,103.4,108.3,113.6,118.1,123.4,129.6,134.9,141.2,148.1,154.9,153.6,167.1
CEU0800000056    ,CEU0800000056    ,8000000,56,2006-M03,2022-M01,3106171.0,3092518.0,2965535.0,2974374.0,3049533.0,3128083.0,3187042.0,3262024.0,3347110.0,3401068.0,3466479.0,3526070.0,3566359.0,3361279.0,3501417.0
CEU0800000057    ,CEU0800000057    ,8000000,57,2006-M03,2022-M01,63902829.0,65544685.0,64602459.0,66052257.0,69234101.0,72583314.0,75441618.0,78834888.0,82797345.0,86173857.0,90219479.0,94660093.0,98982490.0,98157102.0,106760134.0
