index,Index,Label,unit,start,last,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
CEU4000000007    ,CEU4000000007    ,40000000,7,1964-M01,2022-M02,39.7,39.6,39.1,38.5,38.2,37.9,37.6,37.4,37.4,37.2,36.8,36.4,36.3,36.0,35.6,35.4,35.0,35.0,34.6,34.6,34.7,34.4,34.1,34.1,33.8,33.8,33.7,33.6,33.8,34.1,34.3,34.1,34.1,34.2,34.1,33.9,33.8,33.5,33.6,33.5,33.5,33.4,33.4,33.3,33.1,32.8,33.3,33.7,33.8,33.7,33.6,33.7,33.5,33.8,33.9,33.8,34.1,34.3
CEU4000000008    ,CEU4000000008    ,40000000,8,1964-M01,2022-M02,2.85,2.94,3.04,3.15,3.32,3.48,3.65,3.86,4.23,4.46,4.74,5.01,5.31,5.66,6.1,6.55,7.03,7.54,7.9,8.22,8.44,8.59,8.73,8.91,9.14,9.45,9.82,10.07,10.29,10.53,10.79,11.08,11.44,11.88,12.37,12.8,13.28,13.68,13.99,14.31,14.55,14.9,15.36,15.74,16.13,16.44,16.78,17.1,17.38,17.69,18.21,18.61,18.93,19.29,19.88,20.63,21.41,22.41
CEU4000000030    ,CEU4000000030    ,40000000,30,1964-M01,2022-M02,113.25,116.36,118.78,121.57,126.69,132.13,137.15,144.11,158.09,165.61,174.18,182.61,192.4,203.51,217.18,232.01,246.25,263.58,273.74,284.42,292.64,295.47,297.73,303.76,309.24,319.07,331.24,338.71,348.17,358.7,369.63,378.04,389.77,406.55,422.4,433.44,448.78,458.58,469.97,480.0,487.37,497.07,512.82,524.57,534.44,540.19,558.05,575.88,587.09,595.36,611.77,626.54,633.77,652.11,674.74,697.95,730.52,769.17
CEU4000000031    ,CEU4000000031    ,40000000,31,1964-M01,2022-M02,362.98,367.07,364.36,361.82,361.97,358.08,351.67,354.08,375.51,370.49,351.17,337.54,336.36,334.17,331.07,317.39,297.04,288.38,282.5,284.99,283.29,276.4,274.15,270.01,264.31,260.25,256.78,252.2,251.93,252.43,253.87,252.36,252.93,257.96,264.5,265.59,265.71,264.31,267.18,266.96,264.16,260.25,260.18,258.71,253.23,257.69,260.81,259.9,259.51,259.62,262.82,270.28,270.75,272.79,275.24,280.05,289.6,289.7
CEU4000000032    ,CEU4000000032    ,40000000,32,1964-M01,2022-M02,9.13,9.27,9.33,9.38,9.49,9.43,9.36,9.48,10.05,9.98,9.56,9.26,9.28,9.29,9.3,8.96,8.48,8.25,8.15,8.24,8.17,8.04,8.04,7.92,7.81,7.71,7.61,7.5,7.45,7.41,7.41,7.4,7.42,7.54,7.75,7.84,7.86,7.88,7.95,7.96,7.89,7.8,7.79,7.76,7.64,7.84,7.84,7.72,7.68,7.71,7.82,8.03,8.09,8.07,8.11,8.28,8.49,8.44
CEU4000000034    ,CEU4000000034    ,40000000,34,1964-M01,2022-M02,57.1,59.1,60.6,61.2,62.4,64.4,65.0,65.2,67.6,69.7,70.3,69.1,71.1,73.2,76.3,78.4,77.8,78.1,76.5,77.3,81.4,83.7,84.6,86.7,88.7,90.7,89.7,87.6,87.4,89.2,92.7,95.2,96.7,98.9,100.4,102.0,103.6,101.6,100.0,98.6,99.6,101.6,103.2,104.8,103.2,96.7,96.8,99.7,101.8,102.6,104.4,106.3,106.9,109.2,110.8,110.9,107.4,112.3
CEU4000000035    ,CEU4000000035    ,40000000,35,1964-M01,2022-M02,11.6,12.4,13.2,13.8,14.8,16.0,17.0,18.0,20.4,22.2,23.8,24.7,27.0,29.6,33.2,36.7,39.1,42.1,43.2,45.4,49.1,51.4,52.8,55.2,57.9,61.2,62.9,63.0,64.3,67.1,71.5,75.4,79.0,83.9,88.7,93.3,98.3,99.3,100.0,100.9,103.6,108.2,113.3,117.9,119.0,113.7,116.1,121.9,126.5,129.8,135.8,141.3,144.7,150.5,157.4,163.6,164.3,179.9
CEU4000000081    ,CEU4000000081    ,40000000,81,1964-M01,2022-M02,408141.0,422874.0,433406.0,437567.0,445859.0,460232.0,464624.0,466440.0,483383.0,498723.0,503010.0,493798.0,508160.0,523395.0,545387.0,560742.0,556079.0,558579.0,547313.0,552651.0,581829.0,598258.0,604947.0,619685.0,634431.0,648273.0,641322.0,626192.0,625221.0,637599.0,663184.0,680513.0,691291.0,707146.0,717669.0,729365.0,740809.0,726514.0,715080.0,705210.0,712140.0,726607.0,738284.0,749210.0,738301.0,691765.0,692206.0,712929.0,728228.0,734002.0,746206.0,759775.0,764692.0,780670.0,792339.0,793289.0,768008.0,803281.0
CEU4000000082    ,CEU4000000082    ,40000000,82,1964-M01,2022-M02,1165146.0,1243549.0,1315985.0,1380087.0,1478578.0,1603329.0,1696584.0,1799132.0,2044931.0,2222078.0,2382920.0,2475910.0,2696978.0,2962595.0,3324394.0,3670420.0,3911446.0,4212432.0,4324623.0,4543778.0,4908605.0,5141765.0,5282692.0,5519414.0,5796470.0,6126700.0,6295516.0,6304388.0,6433348.0,6715858.0,7156311.0,7542027.0,7908180.0,8399494.0,8878735.0,9334163.0,9838411.0,9935265.0,10006379.0,10094130.0,10365148.0,10824079.0,11337644.0,11795358.0,11905810.0,11375607.0,11616110.0,12193653.0,12654299.0,12985599.0,13591537.0,14138250.0,14476367.0,15059681.0,15753986.0,16367844.0,16439219.0,17999287.0
