index,Index,Label,unit,start,last,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
CEU3000000007    ,CEU3000000007    ,30000000,7,1939-M01,2022-M02,37.8,38.2,40.7,43.2,45.1,45.4,43.6,40.4,40.5,40.1,39.2,40.5,40.8,40.8,40.6,39.7,40.8,40.5,39.9,39.2,40.3,39.8,39.9,40.5,40.6,40.8,41.2,41.4,40.6,40.7,40.6,39.8,39.9,40.6,40.7,40.0,39.5,40.1,40.3,40.4,40.2,39.6,39.8,38.9,40.1,40.6,40.5,40.7,40.9,41.0,40.9,40.5,40.4,40.7,41.1,41.7,41.3,41.3,41.7,41.4,41.4,41.3,40.3,40.5,40.4,40.8,40.7,41.1,41.2,40.8,39.8,41.1,41.4,41.7,41.8,42.0,41.8,41.9,41.9,42.2,41.6,40.7,41.4
CEU3000000008    ,CEU3000000008    ,30000000,8,1939-M01,2022-M02,0.49,0.53,0.61,0.74,0.86,0.91,0.9,0.95,1.09,1.2,1.25,1.32,1.45,1.53,1.63,1.66,1.74,1.84,1.93,1.98,2.07,2.14,2.2,2.27,2.34,2.41,2.49,2.6,2.71,2.89,3.07,3.24,3.45,3.7,3.97,4.31,4.71,5.1,5.55,6.05,6.57,7.15,7.87,8.36,8.7,9.05,9.4,9.6,9.77,10.05,10.35,10.77,11.13,11.4,11.7,12.04,12.34,12.75,13.14,13.45,13.85,14.32,14.76,15.29,15.74,16.14,16.56,16.81,17.26,17.75,18.24,18.61,18.93,19.08,19.3,19.56,19.91,20.44,20.9,21.54,22.15,22.8,23.8
CEU3000000009    ,CEU3000000009    ,30000000,9,1956-M01,2022-M02,,,,,,,,,,,,,,,,,,2.8,2.3,2.0,2.7,2.4,2.4,2.8,2.9,3.1,3.6,3.9,3.3,3.6,3.6,2.9,2.9,3.4,3.8,3.2,2.6,3.1,3.4,3.6,3.3,2.8,2.8,2.3,2.9,3.4,3.3,3.4,3.7,3.8,3.8,3.9,3.8,4.0,4.4,5.0,4.7,4.8,5.1,4.9,4.9,4.7,4.0,4.2,4.2,4.6,4.6,4.4,4.2,3.7,2.9,3.8,4.1,4.2,4.3,4.5,4.3,4.3,4.3,4.6,4.3,3.7,4.1
CEU3000000030    ,CEU3000000030    ,30000000,30,1939-M01,2022-M02,18.65,20.19,24.75,32.08,38.65,41.35,39.41,38.4,44.29,48.26,49.12,53.52,59.03,62.47,66.18,66.11,71.04,74.42,77.08,77.87,83.66,85.25,87.74,91.98,94.81,98.09,102.69,107.47,109.85,117.73,124.74,128.84,137.59,150.23,161.59,172.37,185.69,204.41,224.01,244.49,263.99,283.35,312.74,325.07,348.89,367.77,380.6,390.46,400.0,412.62,423.58,436.01,449.74,464.43,480.8,501.98,509.26,526.52,548.36,557.24,573.25,590.92,595.15,618.62,636.03,658.49,673.34,690.88,711.53,724.46,726.12,765.18,784.29,794.67,807.41,822.03,832.22,855.77,876.1,908.01,921.87,928.94,985.92
CEU3000000031    ,CEU3000000031    ,30000000,31,1964-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,314.39,323.94,329.66,326.93,336.37,338.05,330.36,338.06,356.84,361.5,347.52,343.23,357.36,367.83,372.7,361.14,341.8,342.17,335.47,349.59,356.02,356.03,359.54,355.56,352.67,345.5,337.99,334.88,336.06,338.35,344.77,339.96,341.67,347.94,348.93,351.26,349.86,343.03,351.69,353.74,356.91,352.53,350.52,350.91,343.26,346.38,357.62,353.96,351.27,352.08,353.15,359.01,365.59,366.49,370.4,369.9,368.26,371.33
CEU3000000032    ,CEU3000000032    ,30000000,32,1964-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,7.72,7.85,7.98,8.07,8.26,8.32,8.31,8.48,8.79,8.88,8.69,8.71,8.92,9.11,9.22,8.99,8.62,8.61,8.63,8.72,8.76,8.79,8.84,8.68,8.59,8.44,8.35,8.29,8.25,8.23,8.27,8.24,8.27,8.34,8.42,8.49,8.48,8.51,8.69,8.75,8.75,8.67,8.53,8.51,8.41,8.7,8.7,8.54,8.43,8.42,8.4,8.59,8.73,8.74,8.79,8.89,9.04,8.96
CEU3000000033    ,CEU3000000033    ,30000000,33,1956-M01,2022-M02,,,,,,,,,,,,,,,,,,1.78,1.88,1.93,2.01,2.08,2.13,2.2,2.26,2.32,2.39,2.48,2.6,2.77,2.94,3.12,3.33,3.55,3.79,4.14,4.56,4.91,5.33,5.79,6.31,6.9,7.6,8.12,8.39,8.69,9.03,9.21,9.35,9.6,9.89,10.28,10.63,10.86,11.1,11.36,11.68,12.05,12.38,12.7,13.08,13.55,14.06,14.54,14.96,15.29,15.68,15.96,16.43,16.97,17.59,17.78,18.03,18.16,18.34,18.57,18.93,19.43,19.87,20.42,21.07,21.8,22.68
CEU3000000034    ,CEU3000000034    ,30000000,34,1939-M01,2022-M02,70.7,76.7,99.5,123.5,149.3,146.1,124.7,109.2,115.7,114.0,102.2,112.0,119.8,119.8,125.3,112.2,119.3,119.7,115.9,103.9,112.0,110.2,106.3,111.3,112.2,115.1,122.1,130.2,127.8,130.1,131.9,123.3,119.3,125.7,132.9,129.0,113.9,120.8,125.8,131.3,133.3,124.4,123.1,109.9,111.6,119.6,117.5,116.3,117.8,120.3,120.3,117.7,112.8,112.4,113.9,118.3,119.0,118.8,121.4,121.1,119.0,117.7,108.1,100.0,94.5,94.3,93.9,95.6,94.4,90.2,76.1,76.2,78.3,80.3,80.9,82.6,83.3,83.3,84.0,86.1,85.6,78.8,81.6
CEU3000000035    ,CEU3000000035    ,30000000,35,1939-M01,2022-M02,2.3,2.6,4.0,6.0,8.4,8.7,7.4,6.8,8.3,9.0,8.4,9.7,11.3,12.0,13.3,12.2,13.6,14.4,14.6,13.5,15.2,15.5,15.3,16.6,17.2,18.1,19.9,22.1,22.6,24.6,26.5,26.1,26.9,30.4,34.5,36.3,35.1,40.3,45.7,51.9,57.3,58.1,63.3,60.1,63.5,70.8,72.3,73.0,75.3,79.1,81.4,82.9,82.1,83.8,87.1,93.2,96.1,99.1,104.3,106.5,107.8,110.3,104.3,100.0,97.3,99.6,101.7,105.1,106.6,104.7,90.7,92.8,96.9,100.2,102.1,105.7,108.5,111.4,114.8,121.3,124.0,117.5,127.0
CEU3000000081    ,CEU3000000081    ,30000000,81,1939-M01,2022-M02,308194.0,333975.0,433594.0,537945.0,650179.0,636517.0,543128.0,475818.0,503971.0,496659.0,445269.0,487810.0,522021.0,521817.0,545897.0,488617.0,519690.0,521331.0,504693.0,452435.0,487711.0,480109.0,463247.0,484972.0,488712.0,501294.0,531750.0,566973.0,556694.0,566677.0,574751.0,537256.0,519549.0,547533.0,578985.0,561847.0,496266.0,526416.0,548062.0,571768.0,580707.0,541844.0,536422.0,478837.0,486278.0,520970.0,512031.0,506585.0,513198.0,523909.0,524027.0,512667.0,491428.0,489641.0,496225.0,515526.0,518479.0,517623.0,529045.0,527395.0,518384.0,512862.0,470931.0,435623.0,411702.0,410862.0,409123.0,416626.0,411156.0,393044.0,331326.0,332137.0,340925.0,349869.0,352387.0,359908.0,363004.0,363061.0,365936.0,375140.0,372912.0,343211.0,355495.0
