index,Index,Label,unit,start,last,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
CEU5051511008    ,CEU5051511008    ,50515110,8,1982-M01,2021-M10,,,,,,,,,,,,,,,,,,,6.58,6.69,7.36,7.71,7.76,8.12,8.65,9.05,9.03,9.34,9.71,10.18,10.68,11.22,11.84,12.86,13.49,13.94,14.48,16.23,17.51,18.78,19.3,20.97,21.76,22.02,22.37,23.38,23.08,24.08,25.61,25.72,26.2,30.01,28.95,27.96,30.84,32.29,30.0
CEU5051511030    ,CEU5051511030    ,50515110,30,1982-M01,2021-M10,,,,,,,,,,,,,,,,,,,225.0,228.0,249.17,257.13,250.89,255.31,267.32,277.1,273.24,279.14,294.06,302.04,316.01,333.56,349.63,385.32,405.33,420.16,421.7,441.92,470.8,523.78,551.34,602.26,650.48,667.15,698.39,728.95,716.09,759.05,817.86,836.36,834.92,929.97,905.26,866.88,951.27,1001.79,931.83
CEU5051511031    ,CEU5051511031    ,50515110,31,1982-M01,2021-M10,,,,,,,,,,,,,,,,,,,232.2,228.46,241.21,240.53,231.02,226.94,228.48,226.02,211.81,207.85,212.78,212.55,217.04,222.67,226.89,244.49,253.81,257.45,249.67,254.71,267.65,291.31,298.83,315.32,330.03,329.02,330.91,347.73,334.67,342.57,361.52,364.71,358.69,401.18,386.74,362.63,388.04,401.97,369.41
CEU5051511032    ,CEU5051511032    ,50515110,32,1982-M01,2021-M10,,,,,,,,,,,,,,,,,,,6.79,6.7,7.12,7.21,7.15,7.22,7.39,7.38,7.0,6.95,7.03,7.16,7.34,7.49,7.68,8.16,8.45,8.54,8.57,9.35,9.95,10.44,10.46,10.98,11.04,10.86,10.6,11.15,10.79,10.87,11.32,11.22,11.26,12.95,12.37,11.7,12.58,12.96,11.89
CEU5051511034    ,CEU5051511034    ,50515110,34,1982-M01,2021-M10,,,,,,,,,,,,,,,,,,,122.1,123.9,124.3,125.7,122.1,120.8,120.4,120.6,119.5,115.2,113.0,111.6,111.8,112.5,112.5,114.8,116.7,117.5,114.7,104.9,100.0,103.3,108.9,108.2,110.6,111.3,109.9,96.5,90.6,94.6,96.2,99.0,96.4,90.0,87.9,85.3,84.1,83.9,73.8
CEU5051511035    ,CEU5051511035    ,50515110,35,1982-M01,2021-M10,,,,,,,,,,,,,,,,,,,45.9,47.4,52.3,55.4,54.1,56.0,59.5,62.3,61.6,61.4,62.7,64.9,68.2,72.1,76.1,84.4,89.9,93.6,94.8,97.3,100.0,110.8,120.0,129.6,137.5,139.9,140.3,128.8,119.3,130.1,140.7,145.4,144.3,154.2,145.2,136.2,148.2,154.7,126.4
CEU5051511081    ,CEU5051511081    ,50515110,81,1982-M01,2021-M10,,,,,,,,,,,,,,,,,,,3000.0,3044.0,3054.0,3088.0,2998.0,2966.0,2957.0,2961.0,2934.0,2830.0,2775.0,2742.0,2747.0,2764.0,2763.0,2820.0,2865.0,2887.0,2816.0,2577.0,2456.0,2537.0,2674.0,2658.0,2717.0,2733.0,2698.0,2369.0,2224.0,2324.0,2362.0,2432.0,2368.0,2210.0,2158.0,2095.0,2066.0,2060.0,1812.0
CEU5051511082    ,CEU5051511082    ,50515110,82,1982-M01,2021-M10,,,,,,,,,,,,,,,,,,,19725.0,20368.0,22480.0,23821.0,23273.0,24086.0,25576.0,26800.0,26479.0,26425.0,26950.0,27898.0,29347.0,31002.0,32722.0,36284.0,38649.0,40255.0,40786.0,41824.0,43004.0,47659.0,51610.0,55719.0,59113.0,60183.0,60353.0,55370.0,51314.0,55955.0,60501.0,62546.0,62056.0,66307.0,62463.0,58580.0,63711.0,66527.0,54349.0
CEU5051700007    ,CEU5051700007    ,50517000,7,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1,39.8,40.0,40.2,40.2,40.3,41.0,40.7,41.2,40.8,40.2,39.9,39.2,39.8,40.0,40.1,40.7,40.6,40.3,40.1,40.2,40.2,39.5,39.0,39.6,39.8,40.0,39.9,39.3,38.3,38.5
CEU5051700008    ,CEU5051700008    ,50517000,8,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,14.05,14.46,14.95,15.52,15.83,16.16,16.62,17.49,17.88,18.01,18.59,19.35,19.79,20.91,21.27,22.13,23.59,24.54,25.73,26.09,26.24,25.81,25.31,25.79,25.7,26.13,28.1,29.01,30.92,31.88,32.13
CEU5051700030    ,CEU5051700030    ,50517000,30,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,563.45,575.67,598.18,623.86,635.97,651.25,681.49,711.76,737.39,734.61,747.35,772.22,775.07,832.19,849.81,887.63,959.2,995.66,1038.08,1047.51,1053.98,1036.94,1000.04,1006.85,1018.48,1040.38,1123.22,1156.4,1213.86,1219.82,1237.96
CEU5051700031    ,CEU5051700031    ,50517000,31,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,436.78,428.64,432.84,439.03,436.79,434.75,442.24,451.62,461.73,450.13,442.48,445.08,440.63,462.84,460.6,464.73,486.66,491.04,491.86,499.69,492.59,467.99,442.05,439.05,437.55,448.81,479.85,483.75,495.16,489.45,490.77
CEU5051700032    ,CEU5051700032    ,50517000,32,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,10.89,10.77,10.82,10.92,10.87,10.79,10.79,11.1,11.2,11.04,11.01,11.15,11.25,11.63,11.53,11.59,11.97,12.1,12.19,12.45,12.26,11.65,11.19,11.25,11.04,11.27,12.0,12.14,12.61,12.79,12.74
CEU5051700034    ,CEU5051700034    ,50517000,34,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,81.6,81.6,81.2,81.4,81.3,83.4,88.5,91.2,91.5,98.1,106.6,110.2,100.0,93.1,94.0,95.1,95.1,93.6,92.6,88.0,83.1,79.8,77.4,76.4,76.5,74.5,73.7,71.3,67.5,61.8,59.7
CEU5051700035    ,CEU5051700035    ,50517000,35,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,57.9,59.6,61.3,63.8,65.0,68.1,74.3,80.6,82.7,89.3,100.1,107.7,100.0,98.3,101.0,106.3,113.4,116.1,120.4,116.0,110.2,104.0,99.0,99.6,99.3,98.4,104.6,104.5,105.5,99.5,97.0
CEU5051700081    ,CEU5051700081    ,50517000,81,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,29854.0,29856.0,29705.0,29780.0,29757.0,30522.0,32378.0,33395.0,33497.0,35898.0,39026.0,40323.0,36603.0,34077.0,34415.0,34807.0,34827.0,34274.0,33907.0,32218.0,30431.0,29192.0,28327.0,27977.0,28005.0,27265.0,26971.0,26105.0,24718.0,22617.0,21859.0
CEU5051700082    ,CEU5051700082    ,50517000,82,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,419486.0,431729.0,444023.0,462035.0,471002.0,493113.0,538277.0,584003.0,598905.0,646589.0,725301.0,780222.0,724448.0,712464.0,731860.0,770331.0,821501.0,841220.0,872383.0,840697.0,798354.0,753475.0,717009.0,721486.0,719699.0,712568.0,757993.0,757212.0,764244.0,721048.0,702406.0
CEU5051730007    ,CEU5051730007    ,50517300,7,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,39.7,40.0,40.2,40.1,40.3,40.9,40.6,41.2,40.7,40.2,40.0,39.4,39.9,40.2,40.3,41.0,40.9,40.6,40.0,40.5,40.5,39.6,39.2,40.0,40.1,40.1,39.9,39.4,38.3,38.5
CEU5051730008    ,CEU5051730008    ,50517300,8,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,13.81,14.2,14.67,15.2,15.49,15.77,16.22,17.06,17.42,17.49,17.99,18.73,19.42,20.59,21.11,22.02,23.58,24.64,26.01,25.91,25.86,25.36,25.14,25.87,25.83,26.08,28.0,28.57,30.46,31.33,31.97
CEU5051730030    ,CEU5051730030    ,50517300,30,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,552.22,564.39,586.24,610.49,621.61,634.97,663.8,692.34,716.67,711.44,723.41,749.01,765.05,822.46,848.43,888.49,966.97,1008.76,1056.58,1037.52,1046.68,1025.91,995.92,1014.81,1034.32,1045.61,1121.68,1139.86,1199.98,1200.73,1231.01
CEU5051730031    ,CEU5051730031    ,50517300,31,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,428.08,420.25,424.2,429.62,426.93,423.88,430.76,439.3,448.76,435.93,428.31,431.71,434.93,457.43,459.85,465.18,490.6,497.5,500.62,494.93,489.18,463.01,440.23,442.52,444.35,451.06,479.19,476.83,489.5,481.79,488.02
CEU5051730032    ,CEU5051730032    ,50517300,32,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,10.71,10.57,10.62,10.7,10.64,10.53,10.53,10.82,10.91,10.72,10.65,10.8,11.04,11.45,11.44,11.53,11.96,12.15,12.32,12.36,12.09,11.45,11.11,11.28,11.1,11.25,11.96,11.95,12.43,12.57,12.67
CEU5051730034    ,CEU5051730034    ,50517300,34,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,78.3,78.8,78.8,79.3,79.4,81.6,86.6,89.3,89.5,95.4,103.3,107.5,100.0,93.4,94.5,96.1,97.0,96.8,96.5,90.9,87.1,83.9,82.5,83.5,84.0,81.5,80.5,77.5,73.0,66.4,63.3
CEU5051730035    ,CEU5051730035    ,50517300,35,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,55.7,57.6,59.5,62.0,63.4,66.2,72.3,78.4,80.3,86.0,95.7,103.7,100.0,99.0,102.7,109.0,117.7,122.9,129.3,121.2,116.0,109.6,106.8,111.2,111.7,109.5,116.0,114.0,114.5,107.1,104.2
CEU5051730081    ,CEU5051730081    ,50517300,81,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,23553.0,23701.0,23696.0,23841.0,23895.0,24533.0,26051.0,26852.0,26916.0,28702.0,31061.0,32341.0,30077.0,28093.0,28417.0,28906.0,29169.0,29125.0,29036.0,27327.0,26203.0,25244.0,24805.0,25111.0,25259.0,24514.0,24198.0,23303.0,21959.0,19960.0,19037.0
CEU5051730082    ,CEU5051730082    ,50517300,82,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,325158.0,336579.0,347629.0,362265.0,370049.0,386925.0,422537.0,457992.0,468766.0,502083.0,558885.0,605717.0,584096.0,578455.0,599836.0,636661.0,687686.0,717595.0,755215.0,708015.0,677510.0,640117.0,623710.0,649494.0,652397.0,639339.0,677449.0,665725.0,668799.0,625380.0,608682.0
CEU5051800007    ,CEU5051800007    ,50518000,7,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5,35.2,36.0,35.8,35.5,35.8,35.4,36.1,36.9,36.3,36.2,37.2,38.1,36.7,37.4,36.8,37.3,38.2,38.2,37.7,37.6,36.3,36.7,37.2,37.9,37.9,38.0,38.1,37.4,37.4,37.5
CEU5051800008    ,CEU5051800008    ,50518000,8,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,11.83,12.03,12.6,13.0,13.32,13.52,14.19,14.82,15.21,15.62,16.97,17.27,18.29,19.91,19.93,19.97,20.42,21.38,22.65,25.1,27.03,25.98,27.46,29.78,29.92,28.93,30.65,32.71,32.94,37.4,39.2
CEU5051800030    ,CEU5051800030    ,50518000,30,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,408.08,423.03,453.32,466.07,473.09,484.38,502.15,535.64,560.92,566.67,614.31,643.3,697.77,731.07,745.07,734.78,762.69,816.5,865.88,945.36,1016.93,942.13,1007.33,1107.03,1135.01,1095.62,1163.79,1245.27,1232.45,1400.37,1469.28
CEU5051800031    ,CEU5051800031    ,50518000,31,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,316.34,314.99,328.02,327.99,324.92,323.35,325.86,339.87,351.23,347.22,363.71,370.78,396.69,406.6,403.83,384.7,386.96,402.68,410.27,450.97,475.27,425.2,445.27,482.74,487.61,472.64,497.18,520.92,502.74,561.9,582.47
CEU5051800032    ,CEU5051800032    ,50518000,32,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,9.17,8.96,9.12,9.15,9.15,9.03,9.21,9.4,9.52,9.57,10.05,9.95,10.4,11.07,10.8,10.46,10.36,10.54,10.73,11.97,12.63,11.73,12.14,12.99,12.85,12.48,13.09,13.68,13.44,15.01,15.54
CEU5051800034    ,CEU5051800034    ,50518000,34,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,56.7,58.7,66.1,69.1,68.5,73.3,76.4,82.1,87.4,91.6,94.2,100.3,100.0,89.9,90.5,89.9,94.1,100.9,99.0,92.8,90.8,88.5,92.0,99.1,104.2,110.5,111.7,116.3,118.2,124.9,130.0
CEU5051800035    ,CEU5051800035    ,50518000,35,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,36.7,38.6,45.5,49.1,49.9,54.2,59.2,66.5,72.7,78.2,87.4,94.7,100.0,97.8,98.6,98.2,105.0,117.9,122.6,127.3,134.1,125.6,138.1,161.4,170.3,174.7,187.2,207.9,212.9,255.4,278.5
CEU5051800081    ,CEU5051800081    ,50518000,81,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,4722.0,4887.0,5497.0,5749.0,5704.0,6104.0,6354.0,6834.0,7277.0,7624.0,7840.0,8346.0,8322.0,7480.0,7531.0,7482.0,7831.0,8399.0,8240.0,7722.0,7553.0,7361.0,7657.0,8250.0,8668.0,9194.0,9296.0,9677.0,9840.0,10398.0,10815.0
CEU5051800082    ,CEU5051800082    ,50518000,82,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,55853.0,58805.0,69272.0,74757.0,75979.0,82514.0,90170.0,101280.0,110678.0,119077.0,133035.0,144146.0,152253.0,148883.0,150083.0,149442.0,159936.0,179555.0,186604.0,193799.0,204141.0,191198.0,210239.0,245715.0,259358.0,265979.0,284954.0,316537.0,324093.0,388883.0,423984.0
CEU5051900007    ,CEU5051900007    ,50519000,7,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,32.1,32.1,32.5,31.5,31.2,32.1,31.9,32.6,33.7,33.7,34.1,32.1,30.5,31.1,31.5,31.7,31.2,32.9,32.9,33.3,33.7,33.6,34.8,34.7,33.8,33.2,33.5,33.7,34.5,33.8
CEU5051900008    ,CEU5051900008    ,50519000,8,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,14.98,15.06,15.25,16.59,16.3,16.51,17.4,18.24,19.48,20.85,21.84,22.31,22.2,21.74,20.95,21.79,22.79,22.66,24.71,25.43,27.31,34.87,33.72,33.04,32.5,32.74,33.23,34.75,35.4,35.85,38.64
CEU5051900030    ,CEU5051900030    ,50519000,30,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,494.68,482.83,489.1,538.71,512.92,515.14,559.36,581.4,635.85,703.52,737.1,760.17,712.31,663.2,650.97,685.84,722.57,706.12,812.66,836.13,910.25,1174.61,1131.6,1148.36,1127.35,1107.04,1102.51,1163.06,1194.64,1238.6,1305.29
CEU5051900031    ,CEU5051900031    ,50519000,31,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,383.47,359.52,353.91,379.11,352.28,343.89,362.99,368.91,398.15,431.08,436.41,438.14,404.95,368.85,352.83,359.08,366.6,348.24,385.05,398.86,425.42,530.12,500.2,500.76,484.32,477.56,471.01,486.53,487.32,496.99,517.46
CEU5051900032    ,CEU5051900032    ,50519000,32,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,11.61,11.21,11.03,11.67,11.2,11.02,11.29,11.57,12.2,12.78,12.93,12.86,12.62,12.09,11.36,11.41,11.56,11.18,11.71,12.13,12.76,15.74,14.91,14.41,13.96,14.12,14.2,14.54,14.44,14.38,15.32
CEU5051900034    ,CEU5051900034    ,50519000,34,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9,50.9,50.2,48.8,50.5,57.5,64.1,67.8,77.0,102.5,132.4,126.4,100.0,89.4,91.9,94.5,97.8,101.1,114.1,113.7,120.0,137.1,155.4,179.4,197.2,212.0,225.5,249.9,273.1,305.6,312.5
CEU5051900035    ,CEU5051900035    ,50519000,35,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,34.4,34.5,34.5,36.5,37.1,42.8,50.2,55.7,67.5,96.3,130.3,127.0,100.0,87.6,86.8,92.8,100.4,103.2,127.0,130.3,147.7,215.5,236.0,267.1,288.7,312.8,337.6,391.3,435.6,493.8,544.2
CEU5051900081    ,CEU5051900081    ,50519000,81,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,1571.0,1569.0,1548.0,1505.0,1558.0,1775.0,1977.0,2092.0,2375.0,3163.0,4085.0,3898.0,3085.0,2757.0,2836.0,2915.0,3016.0,3118.0,3519.0,3507.0,3703.0,4231.0,4793.0,5536.0,6083.0,6541.0,6956.0,7708.0,8425.0,9429.0,9642.0
CEU5051900082    ,CEU5051900082    ,50519000,82,1990-M01,2021-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,23526.0,23630.0,23603.0,24956.0,25398.0,29311.0,34401.0,38164.0,46248.0,65932.0,89213.0,86964.0,68465.0,59948.0,59417.0,63532.0,68734.0,70654.0,86975.0,89194.0,101121.0,147551.0,161592.0,182896.0,197672.0,214147.0,231123.0,267900.0,298252.0,338075.0,372616.0
