index,Index,Label,unit,start,last,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
CEU8000000002    ,CEU8000000002    ,80000000,2,2006-M03,2022-M02,31.6,31.6,31.4,31.6,31.7,31.6,31.7,31.8,31.9,31.9,31.8,31.8,31.9,32.2,32.3
CEU8000000003    ,CEU8000000003    ,80000000,3,2006-M03,2022-M02,18.25,18.92,19.68,20.16,20.5,20.85,21.4,21.97,22.48,23.05,23.85,24.56,25.21,26.57,27.65
CEU8000000011    ,CEU8000000011    ,80000000,11,2006-M03,2022-M02,575.97,597.32,618.33,637.65,649.87,659.49,679.43,698.41,716.17,734.9,757.95,781.48,803.21,855.49,893.22
CEU8000000012    ,CEU8000000012    ,80000000,12,2006-M03,2022-M02,277.79,277.43,288.22,292.42,288.91,287.24,291.65,295.02,302.16,306.2,309.22,311.21,314.17,330.55,329.64
CEU8000000013    ,CEU8000000013    ,80000000,13,2006-M03,2022-M02,8.8,8.79,9.17,9.25,9.11,9.08,9.19,9.28,9.48,9.6,9.73,9.78,9.86,10.27,10.2
CEU8000000016    ,CEU8000000016    ,80000000,16,2006-M03,2022-M02,100.0,100.4,97.2,97.2,98.0,99.0,100.3,102.0,103.3,104.6,105.7,107.0,108.2,98.9,101.6
CEU8000000017    ,CEU8000000017    ,80000000,17,2006-M03,2022-M02,100.0,104.1,104.9,107.4,110.1,113.2,117.7,122.9,127.2,132.2,138.2,144.0,149.5,144.1,154.0
CEU8000000056    ,CEU8000000056    ,80000000,56,2006-M03,2022-M02,173438.0,174108.0,168655.0,168584.0,169969.0,171769.0,174045.0,176990.0,179101.0,181442.0,183345.0,185534.0,187671.0,171598.0,176214.0
CEU8000000057    ,CEU8000000057    ,80000000,57,2006-M03,2022-M02,3164482.0,3294441.0,3318547.0,3399036.0,3483529.0,3581029.0,3725254.0,3888112.0,4026109.0,4182080.0,4373379.0,4556869.0,4731370.0,4558836.0,4873050.0
CEU8081100002    ,CEU8081100002    ,80811000,2,2006-M03,2022-M01,36.0,36.2,36.2,36.8,36.8,36.8,36.8,37.0,37.0,37.0,37.0,36.9,36.8,36.6,37.1
CEU8081100003    ,CEU8081100003    ,80811000,3,2006-M03,2022-M01,17.46,18.08,18.41,18.67,19.09,19.39,19.78,20.42,20.77,21.33,22.14,23.15,23.87,24.52,25.81
CEU8081100011    ,CEU8081100011    ,80811000,11,2006-M03,2022-M01,628.98,654.45,667.32,687.32,701.65,713.89,727.2,754.77,768.19,788.17,819.36,854.04,879.31,897.35,958.4
CEU8081100012    ,CEU8081100012    ,80811000,12,2006-M03,2022-M01,303.35,303.97,311.05,315.2,311.93,310.94,312.16,318.82,324.11,328.39,334.27,340.11,343.94,346.72,353.69
CEU8081100013    ,CEU8081100013    ,80811000,13,2006-M03,2022-M01,8.42,8.4,8.58,8.56,8.49,8.45,8.49,8.63,8.76,8.89,9.03,9.22,9.34,9.47,9.53
CEU8081100016    ,CEU8081100016    ,80811000,16,2006-M03,2022-M01,100.0,98.3,92.3,92.8,95.1,97.4,99.0,101.7,104.6,105.8,107.4,108.4,109.9,103.8,111.0
CEU8081100017    ,CEU8081100017    ,80811000,17,2006-M03,2022-M01,100.0,101.9,97.4,99.3,104.0,108.1,112.2,118.9,124.5,129.3,136.2,143.7,150.2,145.8,164.1
CEU8081100056    ,CEU8081100056    ,80811000,56,2006-M03,2022-M01,45162.0,44409.0,41701.0,41921.0,42962.0,43970.0,44721.0,45909.0,47237.0,47792.0,48503.0,48945.0,49624.0,46879.0,50121.0
CEU8081100057    ,CEU8081100057    ,80811000,57,2006-M03,2022-M01,788343.0,802999.0,767694.0,782739.0,820036.0,852368.0,884691.0,937528.0,981137.0,1019171.0,1073827.0,1133029.0,1184333.0,1149518.0,1293462.0
CEU8081110002    ,CEU8081110002    ,80811100,2,2006-M03,2022-M01,35.2,35.3,35.5,35.9,35.8,35.9,35.9,36.1,36.1,36.3,36.4,36.0,35.8,35.9,36.0
CEU8081110003    ,CEU8081110003    ,80811100,3,2006-M03,2022-M01,16.42,16.84,16.99,17.25,17.7,17.66,17.98,18.71,19.17,19.72,20.61,21.31,21.79,22.49,23.84
CEU8081110011    ,CEU8081110011    ,80811100,11,2006-M03,2022-M01,578.57,593.95,603.35,620.01,633.29,633.39,645.22,675.41,692.68,715.04,750.56,767.69,779.98,806.44,858.87
CEU8081110012    ,CEU8081110012    ,80811100,12,2006-M03,2022-M01,279.04,275.87,281.23,284.34,281.54,275.87,276.97,285.3,292.25,297.92,306.2,305.72,305.09,311.59,316.96
CEU8081110013    ,CEU8081110013    ,80811100,13,2006-M03,2022-M01,7.92,7.82,7.92,7.91,7.87,7.69,7.72,7.9,8.09,8.22,8.41,8.49,8.52,8.69,8.8
CEU8081110016    ,CEU8081110016    ,80811100,16,2006-M03,2022-M01,100.0,96.9,91.8,92.4,94.1,95.8,97.6,100.5,103.9,106.3,108.2,108.0,108.8,103.3,109.2
CEU8081110017    ,CEU8081110017    ,80811100,17,2006-M03,2022-M01,100.0,99.4,95.0,97.1,101.4,103.0,106.8,114.5,121.3,127.7,135.8,140.1,144.3,141.5,158.6
CEU8081110056    ,CEU8081110056    ,80811100,56,2006-M03,2022-M01,31168.0,30208.0,28620.0,28789.0,29331.0,29846.0,30405.0,31330.0,32390.0,33138.0,33719.0,33652.0,33907.0,32206.0,34045.0
CEU8081110057    ,CEU8081110057    ,80811100,57,2006-M03,2022-M01,511810.0,508603.0,486182.0,496716.0,519065.0,527051.0,546815.0,586133.0,620897.0,653491.0,694785.0,717122.0,738691.0,724395.0,811648.0
CEU8081111002    ,CEU8081111002    ,80811110,2,2006-M03,2022-M01,37.0,36.9,37.0,38.0,37.6,37.6,37.5,38.0,38.1,38.0,37.8,37.6,37.4,37.4,37.4
CEU8081111003    ,CEU8081111003    ,80811110,3,2006-M03,2022-M01,16.65,17.28,17.51,17.65,18.17,18.49,18.78,19.64,20.22,20.71,21.53,21.97,22.33,22.94,24.07
