index,Index,Label,unit,start,last,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
CEU7000000001    ,CEU7000000001    ,70000000,1,1939-M01,2022-M01,1896.0,1995.0,2130.0,2133.0,2122.0,2142.0,2200.0,2485.0,2650.0,2726.0,2729.0,2769.0,2877.0,2950.0,3030.0,3034.0,3140.0,3242.0,3267.0,3243.0,3365.0,3460.0,3468.0,3557.0,3639.0,3772.0,3951.0,4127.0,4269.0,4453.0,4670.0,4789.0,4914.0,5121.0,5341.0,5471.0,5544.0,5794.0,6065.0,6411.0,6631.0,6721.0,6840.0,6874.0,7078.0,7489.0,7869.0,8156.0,8446.0,8778.0,9062.0,9288.0,9256.0,9437.0,9732.0,10100.0,10501.0,10777.0,11018.0,11232.0,11543.0,11862.0,12036.0,11986.0,12173.0,12493.0,12816.0,13110.0,13427.0,13436.0,13077.0,13049.0,13353.0,13768.0,14254.0,14696.0,15160.0,15660.0,16051.0,16295.0,16586.0,13148.0,14100.0
CEU7000000006    ,CEU7000000006    ,70000000,6,1964-M01,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,3278.0,3443.0,3607.0,3734.0,3898.0,4089.0,4185.0,4286.0,4467.0,4664.0,4766.0,4821.0,5046.0,5284.0,5588.0,5772.0,5850.0,5944.0,5976.0,6161.0,6491.0,6817.0,7066.0,7310.0,7587.0,7833.0,8299.0,8247.0,8406.0,8667.0,8979.0,9330.0,9565.0,9780.0,9947.0,10216.0,10516.0,10662.0,10576.0,10666.0,10955.0,11263.0,11568.0,11861.0,11873.0,11560.0,11507.0,11772.0,12154.0,12590.0,12968.0,13360.0,13782.0,14139.0,14334.0,14571.0,11311.0,12171.0
CEU7000000010    ,CEU7000000010    ,70000000,10,1964-M01,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,1244.0,1342.0,1441.0,1523.0,1628.0,1752.0,1822.0,1888.0,1984.0,2103.0,2223.0,2281.0,2424.0,2578.0,2778.0,2938.0,3021.0,3103.0,3157.0,3284.0,3548.0,3788.0,3975.0,4162.0,4361.0,4528.0,4829.0,4806.0,4876.0,4994.0,5192.0,5382.0,5520.0,5640.0,5760.0,5933.0,6082.0,6224.0,6215.0,6319.0,6516.0,6708.0,6903.0,7054.0,7056.0,6861.0,6819.0,6964.0,7190.0,7421.0,7636.0,7858.0,8133.0,8349.0,8568.0,8814.0,6975.0,7484.0
CEU7071000001    ,CEU7071000001    ,70710000,1,1990-M01,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132.0,1177.0,1236.3,1301.9,1375.6,1459.4,1522.1,1599.9,1645.2,1709.1,1787.9,1824.4,1782.6,1812.9,1849.6,1892.3,1928.5,1969.2,1970.1,1915.5,1913.3,1919.1,1968.6,2029.7,2103.1,2166.4,2251.5,2333.2,2382.5,2436.9,1773.2,1979.1
CEU7071000006    ,CEU7071000006    ,70710000,6,1990-M01,2021-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986.6,1024.2,1078.6,1133.2,1198.1,1274.0,1325.4,1396.1,1433.7,1486.2,1560.3,1589.4,1527.2,1534.7,1574.4,1614.7,1650.5,1684.1,1683.1,1645.3,1647.6,1659.2,1693.7,1741.8,1801.4,1861.4,1932.8,2000.8,2039.3,2088.2,1459.2,1642.8
CEU7071000010    ,CEU7071000010    ,70710000,10,1990-M01,2021-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.2,539.1,558.5,587.1,625.2,669.2,701.3,734.7,750.5,779.8,814.8,840.5,801.7,809.2,837.7,866.4,911.7,935.6,932.9,903.0,886.0,891.7,917.0,942.9,977.8,1012.7,1057.4,1094.6,1150.9,1196.9,840.6,939.9
CEU7071100001    ,CEU7071100001    ,70711000,1,1990-M01,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.7,282.7,289.5,286.8,296.1,307.7,328.6,349.6,350.0,361.1,381.8,382.3,363.7,371.7,367.5,376.3,398.5,405.0,405.7,396.8,406.2,394.2,402.4,419.2,443.3,450.4,464.4,493.8,506.4,518.9,336.3,380.7
CEU7071100006    ,CEU7071100006    ,70711000,6,1990-M01,2021-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.0,245.4,248.3,244.0,253.7,267.1,283.1,302.1,302.0,308.4,324.5,322.9,298.8,304.7,302.5,313.2,333.6,338.4,337.7,333.3,344.2,331.9,337.5,350.5,369.7,373.2,384.6,409.6,420.5,434.1,266.5,308.8
CEU7071100010    ,CEU7071100010    ,70711000,10,1990-M01,2021-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.9,120.9,120.8,120.3,127.0,133.4,141.6,150.8,149.8,154.1,164.8,167.6,158.6,157.9,155.1,158.3,171.4,175.8,176.0,174.1,171.1,165.2,166.0,169.6,179.7,187.0,195.2,206.6,215.8,224.6,145.2,163.2
CEU7071110001    ,CEU7071110001    ,70711100,1,1990-M01,2021-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8,102.5,104.0,106.0,106.7,108.3,115.4,125.4,127.7,128.4,132.1,130.6,120.9,118.5,116.1,115.5,119.3,117.6,118.1,113.6,111.7,107.7,108.8,110.8,113.5,116.7,119.8,125.9,126.4,130.5,75.9,82.0
CEU7071110006    ,CEU7071110006    ,70711100,6,1990-M01,2021-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.5,94.2,96.2,95.5,96.4,98.6,104.7,114.6,116.7,115.8,118.7,117.3,103.5,99.3,98.3,98.6,100.9,99.3,99.5,97.0,95.9,91.0,91.5,93.6,96.8,97.8,99.5,104.4,106.6,111.8,61.6,67.0
CEU7071110010    ,CEU7071110010    ,70711100,10,1990-M01,2021-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9,50.8,50.4,50.4,53.0,53.5,56.7,61.3,61.6,62.5,65.9,66.2,59.8,58.1,55.0,54.1,56.0,57.1,58.9,58.0,55.5,54.2,53.7,51.8,55.1,59.8,62.9,66.5,65.7,65.8,39.2,42.5
CEU7071113001    ,CEU7071113001    ,70711130,1,1990-M01,2021-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.3,36.0,36.5,37.1,37.1,37.4,40.2,44.3,45.1,45.2,46.6,46.2,44.9,42.8,41.0,43.9,39.8,39.7,38.9,36.5,36.8,34.7,34.8,33.8,34.5,34.2,35.5,36.5,36.3,35.6,23.8,27.5
CEU7071119001    ,CEU7071119001    ,70711190,1,1990-M01,2021-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.5,66.4,67.5,68.9,69.7,70.9,75.2,81.1,82.6,83.2,85.6,84.4,76.0,75.7,75.2,71.6,79.5,77.9,79.2,77.1,74.9,73.0,74.0,77.0,79.0,82.5,84.4,89.4,90.1,94.9,52.1,54.5
CEU7071120001    ,CEU7071120001    ,70711200,1,1990-M01,2021-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.5,91.4,94.7,89.6,95.8,102.0,109.3,113.2,109.9,118.2,130.8,129.4,119.9,123.9,120.3,123.3,130.8,131.1,130.6,129.5,139.4,128.4,127.2,133.2,141.4,142.9,137.8,147.2,150.9,154.2,108.2,119.4
CEU7071120006    ,CEU7071120006    ,70711200,6,1990-M01,2021-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.8,81.6,81.3,78.1,84.6,92.0,97.1,100.4,97.3,103.6,114.0,111.6,103.4,108.5,105.0,107.1,113.7,113.5,110.8,109.9,119.7,110.8,110.1,114.5,120.3,123.8,119.4,127.0,128.8,132.1,89.4,102.3
CEU7071120010    ,CEU7071120010    ,70711200,10,1990-M01,2021-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2,28.6,28.9,28.2,30.2,34.1,36.2,37.6,36.1,38.4,42.7,42.6,39.3,39.2,38.9,39.2,42.3,42.1,42.9,44.5,46.2,42.2,40.7,43.9,44.8,44.8,41.6,42.3,46.1,47.7,30.1,34.6
CEU7071121101    ,CEU7071121101    ,70711211,1,1990-M01,2021-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,38.5,39.7,37.2,39.7,42.3,45.4,47.0,45.5,49.1,54.5,54.2,52.8,56.9,55.7,57.5,64.5,63.8,66.8,70.7,80.4,72.3,72.9,77.4,87.3,89.1,86.0,94.6,98.4,102.4,65.7,72.9
CEU7071121201    ,CEU7071121201    ,70711212,1,1990-M01,2021-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.3,36.7,37.8,35.5,37.8,40.3,43.3,44.8,43.3,46.8,52.0,50.7,44.3,45.1,41.3,41.9,42.3,43.0,39.4,36.4,37.6,34.6,32.7,34.5,32.8,32.9,31.0,31.4,31.7,29.7,22.8,26.2
CEU7071121901    ,CEU7071121901    ,70711219,1,1990-M01,2021-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2,16.2,17.1,16.9,18.3,19.4,20.7,21.4,21.1,22.4,24.3,24.5,22.8,21.9,23.3,23.9,24.0,24.4,24.4,22.4,21.4,21.6,21.6,21.2,21.4,20.9,20.9,21.2,20.8,22.1,19.7,20.2
