index,Index,Label,unit,start,last,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
WPU114                        ,WPU114                        ,"PPI Commodity data for Machinery and equipment-General purpose machinery and equipment, not seasonally adjusted",Index base: 1982 = 100,1939-M01,2022-M04,13.3,13.3,13.6,13.7,13.4,13.4,13.4,14.4,16.7,18.2,19.2,19.9,22.2,22.0,22.6,23.1,24.1,26.5,28.4,28.8,29.7,30.0,29.8,29.9,30.1,30.2,30.4,31.8,32.9,34.0,35.2,37.4,39.2,40.3,41.8,49.7,58.7,62.4,66.4,71.2,77.8,87.0,95.0,100.0,101.4,103.3,105.7,107.2,108.3,112.8,119.0,123.7,127.8,129.9,132.2,134.8,139.1,142.5,145.0,147.2,149.3,150.7,152.7,154.2,155.6,160.1,168.6,175.5,183.8,193.2,199.2,200.6,207.6,213.9,218.3,222.8,225.8,228.0,231.6,239.2,247.1,251.0,265.493
WPU1141                       ,WPU1141                       ,"PPI Commodity data for Machinery and equipment-Pumps, compressors, and equipment, not seasonally adjusted",Index base: 1982 = 100,1947-M01,2022-M04,,,,,,,,,12.3,13.4,14.4,14.6,16.5,16.5,17.2,17.6,18.3,20.3,21.8,22.7,24.0,23.9,23.7,23.6,23.8,24.5,26.0,27.6,28.8,30.1,31.6,33.0,35.0,35.7,36.7,44.1,53.9,57.0,60.9,65.7,71.7,82.8,93.4,100.0,100.0,100.7,102.6,104.1,105.2,108.9,115.0,119.2,124.6,129.1,132.8,135.2,139.4,143.5,146.5,149.0,151.7,154.1,157.6,161.0,162.9,167.5,178.5,186.0,195.0,205.4,212.6,215.1,223.4,230.0,235.2,240.5,244.8,247.1,251.5,259.9,266.4,269.8,280.93
WPU114102                     ,WPU114102                     ,"PPI Commodity data for Machinery and equipment-Industrial pumps, except hydraulic fluid power pumps, not seasonally adjusted",Index base: 1982 = 100,1971-M01,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.5,34.4,35.9,44.6,53.2,55.8,59.7,64.5,70.2,82.1,94.1,100.0,99.8,100.4,102.3,103.3,105.2,110.4,118.5,123.7,129.8,134.9,139.4,142.3,146.7,150.2,154.9,159.3,161.4,163.8,168.2,172.4,174.2,179.2,188.4,196.8,209.1,220.3,226.4,228.0,228.4,232.8,231.4,236.0,240.3,243.6,248.3,257.1,268.9,272.7,287.438
WPU11410212                   ,WPU11410212                   ,"PPI Commodity data for Machinery and equipment-Industrial pumps, except hydraulic fluid power pumps, not seasonally adjusted",Index base: 1997.12 = 100,1997-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.6,103.0,104.5,107.3,110.0,111.2,114.4,120.2,125.6,133.4,140.5,144.5,145.5,145.8,148.5,147.7,150.6,153.3,155.5,158.4,164.1,171.6,174.0,183.399
WPU114107                     ,WPU114107                     ,"PPI Commodity data for Machinery and equipment-Parts and attachments for air and gas compressors and vacuum pumps, not seasonally adjusted",Index base: 1984.06 = 100,1984-M06,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1,102.1,103.4,105.6,109.7,112.6,114.5,116.4,118.2,119.0,119.3,125.0,126.3,127.5,133.6,139.1,141.8,144.4,147.1,154.5,163.6,170.7,180.8,197.3,206.1,211.9,224.2,228.2,234.4,245.8,249.6,258.1,262.7,272.2,256.0,262.8,
WPU11410701                   ,WPU11410701                   ,"PPI Commodity data for Machinery and equipment-Parts and attachments for air and gas compressors, ex. refrigeration, ice making, & a/c, not seasonally adjusted",Index base: 1984.06 = 100,1984-M06,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1,102.1,103.4,105.6,109.7,112.6,114.5,116.4,118.2,119.0,119.3,125.0,126.3,127.5,133.6,139.1,141.8,144.4,147.1,154.5,163.6,170.7,180.8,197.3,206.1,211.9,224.2,228.2,234.4,245.8,249.6,258.1,262.7,272.2,,,
WPU114108                     ,WPU114108                     ,"PPI Commodity data for Machinery and equipment-Industrial spraying equipment, not seasonally adjusted",Index base: 1984.06 = 100,1986-M10,2021-M08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.7,109.4,110.1,111.7,113.2,114.3,117.8,118.4,121.0,122.0,123.6,125.4,125.7,129.1,135.9,145.6,147.6,149.2,155.5,158.6,160.4,166.1,167.6,167.7,173.9,178.8,179.0,180.2,176.4,181.7,185.0,187.4,186.8,,
WPU11410801                   ,WPU11410801                   ,"PPI Commodity data for Machinery and equipment-Industrial spraying equipment, not seasonally adjusted",Index base: 1984.06 = 100,1984-M12,2021-M08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.3,108.3,108.7,109.4,110.1,111.7,113.2,114.3,117.8,118.4,121.0,122.0,123.6,125.4,125.7,129.1,135.9,145.6,147.6,149.2,155.5,158.6,160.4,166.1,167.6,167.7,173.9,178.8,179.0,180.2,176.4,181.7,185.0,187.4,186.8,,
WPU114109                     ,WPU114109                     ,"PPI Commodity data for Machinery and equipment-Measuring and dispensing pumps and parts and attachments, not seasonally adjusted",Index base: 1984.06 = 100,1984-M06,2022-M03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.9,105.5,105.8,107.5,110.4,114.8,117.6,120.0,122.3,125.9,130.4,132.4,136.1,136.4,137.8,138.2,140.6,143.7,146.8,147.5,155.3,158.6,165.7,174.0,179.2,183.1,190.2,196.3,205.1,207.8,213.6,216.3,219.8,,,241.4,
WPU11410906                   ,WPU11410906                   ,"PPI Commodity data for Machinery and equipment-Measuring and dispensing pumps and parts and attachments, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2022-M03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0,140.0,141.9,145.8,147.7,150.0,,,164.8,
