index,Index,Label,unit,start,last,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
WPU08                         ,WPU08                         ,"PPI Commodity data for Lumber and wood products, not seasonally adjusted",Index base: 1982 = 100,1926-M01,2022-M02,9.3,8.8,8.5,8.8,8.0,6.5,5.6,6.7,7.8,7.5,7.9,9.3,8.5,8.7,9.6,11.5,12.5,13.2,14.3,14.5,16.6,25.8,29.5,27.3,31.4,34.1,33.2,33.1,32.5,34.1,34.6,32.8,32.5,34.7,33.5,32.0,32.2,32.8,33.5,33.7,35.2,35.1,39.8,44.0,39.9,44.7,50.7,62.2,64.5,62.1,72.2,83.0,96.9,105.5,101.5,102.8,100.0,107.9,108.0,106.6,107.2,112.8,118.9,126.7,129.7,132.1,146.6,174.0,180.0,178.1,176.1,183.8,179.1,183.6,178.2,174.4,173.3,177.4,195.6,196.5,194.4,192.4,191.3,182.8,192.7,194.7,201.6,214.9,224.2,221.9,222.7,230.4,243.9,236.7,254.5,315.493
WPU081                        ,WPU081                        ,"PPI Commodity data for Lumber and wood products-Lumber, not seasonally adjusted",Index base: 1982 = 100,1926-M01,2022-M02,8.1,7.6,7.3,7.6,6.9,5.6,4.8,5.7,6.8,6.6,7.0,8.1,7.1,7.5,8.3,9.9,10.7,11.4,12.4,12.5,14.4,23.0,26.1,23.9,27.9,30.2,29.4,29.1,28.6,30.4,31.1,29.2,28.8,31.0,29.6,28.1,28.6,29.3,29.9,30.2,32.2,32.2,37.8,42.3,36.6,43.8,51.3,66.0,66.6,61.9,75.0,89.0,103.7,114.0,104.9,104.6,100.0,113.5,112.5,109.6,110.5,118.2,122.1,125.7,124.6,124.9,144.7,183.4,188.4,173.4,179.8,194.5,179.5,188.2,178.8,171.6,170.6,174.3,203.6,198.6,188.6,174.7,163.5,149.4,167.3,166.6,172.5,198.7,214.9,199.3,201.8,217.2,232.3,210.4,248.2,346.991
WPU0811                       ,WPU0811                       ,"PPI Commodity data for Lumber and wood products-Softwood lumber, not seasonally adjusted",Index base: 1982 = 100,1947-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,22.5,25.7,23.6,27.4,29.7,29.6,29.0,28.5,30.4,30.6,28.8,28.2,30.7,28.8,27.3,28.0,28.6,29.0,28.9,30.4,31.1,37.5,41.8,35.2,44.0,52.1,66.6,65.7,62.4,77.1,92.5,107.6,118.1,107.3,106.6,100.0,115.0,110.0,107.4,108.4,116.1,120.0,127.1,123.8,125.7,148.6,193.0,198.1,178.5,189.5,206.5,182.7,196.0,178.6,170.1,170.8,170.8,209.8,203.6,189.4,170.5,156.3,141.4,160.8,160.5,171.7,199.8,205.6,192.7,198.8,223.7,241.9,215.4,280.3,397.677
WPU081105                     ,WPU081105                     ,"PPI Commodity data for Lumber and wood products-Softwood cut stock and dimension, not seasonally adjusted",Index base: 1982 = 100,1980-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.4,100.0,121.9,113.3,113.3,113.3,126.3,129.6,135.4,129.7,137.9,153.9,181.1,189.4,183.6,175.3,194.2,204.7,201.5,195.3,188.0,188.4,188.6,198.3,205.1,203.7,201.1,201.4,200.2,206.0,202.5,194.1,203.9,207.4,199.7,200.0,214.2,228.1,204.1,235.6,363.897
WPU08110503                   ,WPU08110503                   ,"PPI Commodity data for Lumber and wood products-Softwood cut stock and dimension, not seasonally adjusted",Index base: 1982 = 100,1987-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.3,140.2,147.4,139.4,149.0,165.9,195.8,204.0,197.0,187.8,208.1,219.0,216.0,209.1,200.8,201.0,201.2,211.7,218.9,217.4,214.7,214.9,213.6,219.9,216.1,207.1,217.7,221.3,213.2,213.5,228.6,243.4,217.9,251.4,388.39
WPU081106                     ,WPU081106                     ,"PPI Commodity data for Lumber and wood products-Softwood lumber, not edge worked, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.6,115.0,105.3,92.0,81.3,72.8,85.8,85.6,92.8,110.4,113.4,104.9,108.6,121.9,131.0,114.4,154.1,217.699
WPU08110601                   ,WPU08110601                   ,"PPI Commodity data for Lumber and wood products-Softwood lumber, not edge worked, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.6,115.0,105.3,92.0,81.3,72.8,85.8,85.6,92.8,110.4,113.4,104.9,108.6,121.9,131.0,114.4,154.1,217.699
WPU081106011                  ,WPU081106011                  ,"PPI Commodity data for Lumber and wood products-Softwood rough lumber, not edge worked, not seasonally adjusted",Index base: 2012.06 = 100,2012-M06,2020-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.3,118.8,119.5,120.1,120.5,130.9,,,
WPU081106012                  ,WPU081106012                  ,"PPI Commodity data for Lumber and wood products-Softwood dressed lumber, less than 2 inches in nominal thickness, not edge worked, not seasonally adjusted",Index base: 2012.06 = 100,2012-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.5,116.0,106.2,114.7,119.1,119.7,122.1,140.1,214.884
WPU081106013                  ,WPU081106013                  ,"PPI Commodity data for Lumber and wood products-Softwood dressed 2-inch lumber, 2 inches in nominal thickness only, not edge worked, not seasonally adjusted",Index base: 2012.06 = 100,2012-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.9,120.3,106.9,111.1,135.7,147.1,116.5,180.3,270.763
