index,Index,Label,unit,start,last,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
WPU13                         ,WPU13                         ,"PPI Commodity data for Nonmetallic mineral products, not seasonally adjusted",Index base: 1982 = 100,1926-M01,2022-M04,16.4,15.7,16.2,16.0,15.9,14.9,13.9,14.7,15.7,15.7,15.8,16.1,15.6,15.3,15.3,15.7,16.3,16.4,16.7,17.4,18.5,20.7,22.4,23.0,23.5,25.0,25.0,26.0,26.6,27.3,28.5,29.6,29.9,30.3,30.4,30.5,30.5,30.3,30.4,30.4,30.7,31.2,32.4,33.6,35.3,38.2,39.4,40.7,47.8,54.4,58.2,62.6,69.6,77.6,88.4,96.7,100.0,101.6,105.4,108.6,110.0,110.0,111.2,112.6,114.7,117.2,117.3,120.0,124.2,129.0,131.0,133.2,135.4,138.9,142.5,144.3,146.2,148.2,153.2,164.2,179.9,186.2,197.1,202.4,201.8,205.0,211.0,216.9,223.7,228.9,233.3,238.6,247.3,253.2,257.5,271.004
WPU131                        ,WPU131                        ,"PPI Commodity data for Nonmetallic mineral products-Glass, not seasonally adjusted",Index base: 1982 = 100,1947-M01,2022-M04,,,,,,,,,,,,,,,,,,,,,,30.2,31.8,33.4,34.1,36.3,36.3,38.4,39.6,40.7,42.4,43.1,43.0,43.0,42.1,41.7,41.8,42.3,44.1,43.4,43.3,,,,,55.6,,,,62.8,67.7,72.6,78.0,83.0,88.7,96.0,100.0,104.0,105.6,104.7,107.4,109.4,112.3,113.2,113.8,114.4,115.7,116.9,120.1,122.9,120.9,120.4,118.5,117.5,120.1,121.5,121.5,121.7,119.8,121.1,122.9,123.8,125.6,125.3,123.1,124.0,126.4,129.1,131.2,135.5,141.1,142.8,147.4,149.2,151.5,158.508
WPU1311                       ,WPU1311                       ,"PPI Commodity data for Nonmetallic mineral products-Flat glass, not seasonally adjusted",Index base: 1982 = 100,1967-M01,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.2,47.1,49.5,52.2,55.6,55.3,54.8,58.2,62.8,67.7,72.6,78.0,83.0,88.7,96.0,100.0,103.7,101.4,101.7,104.5,107.2,109.7,109.7,107.5,105.9,106.5,107.3,110.5,113.2,110.0,108.4,107.1,106.4,109.7,112.0,111.2,111.0,108.6,111.0,113.5,114.2,115.9,115.0,111.2,112.8,114.6,118.0,120.6,125.3,131.7,132.9,135.9,137.2,139.2,146.633
WPU131105                     ,WPU131105                     ,"PPI Commodity data for Nonmetallic mineral products-Flat glass (float, sheet, and plate process), not seasonally adjusted",Index base: 1982 = 100,1980-M12,2022-M03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.6,100.0,103.7,97.1,95.0,99.4,103.4,107.7,105.3,98.5,94.3,94.1,96.6,106.9,115.0,106.7,102.3,96.3,92.1,95.0,95.7,93.7,95.8,92.1,96.0,97.8,96.6,100.2,95.4,88.2,86.7,83.9,85.8,88.8,91.0,97.3,98.5,105.3,107.1,107.2,115.861
WPU13110511                   ,WPU13110511                   ,"PPI Commodity data for Nonmetallic mineral products-Flat glass (float, sheet, and plate process), not seasonally adjusted",Index base: 1983.06 = 100,1983-M06,2022-M03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.7,93.2,103.0,110.9,102.9,98.6,92.8,88.8,91.6,92.3,90.3,92.4,88.8,92.6,94.3,93.1,96.6,91.9,85.0,83.6,80.8,82.7,85.6,87.7,93.8,95.0,101.5,103.2,103.3,111.681
WPU131107                     ,WPU131107                     ,"PPI Commodity data for Nonmetallic mineral products-Specialty glass, not seasonally adjusted",Index base: 1982 = 100,1980-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.9,100.0,103.7,102.3,105.2,108.3,111.3,114.0,115.4,114.6,114.6,116.1,116.8,117.8,120.7,120.6,120.3,120.9,121.5,126.1,128.4,129.0,128.6,128.5,131.3,134.1,135.7,136.6,137.5,135.1,138.3,142.0,146.6,149.4,155.6,162.9,164.3,166.1,167.3,170.4,178.111
WPU13110703                   ,WPU13110703                   ,"PPI Commodity data for Nonmetallic mineral products-Specialty glass, not seasonally adjusted",Index base: 2011.06 = 100,2011-M06,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.5,106.9,108.9,113.4,118.8,119.8,121.1,121.9,124.2,129.861
WPU1313                       ,WPU1313                       ,"PPI Commodity data for Nonmetallic mineral products-Other finished glassware, not seasonally adjusted",Index base: 1983.06 = 100,1983-M06,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.5,107.3,109.7,110.0,113.9,116.5,122.6,127.5,131.0,133.7,136.0,138.9,140.4,143.0,139.7,137.7,138.5,137.3,139.6,141.2,140.8,138.9,138.8,140.3,141.9,143.8,146.9,145.4,149.5,149.5,150.1,153.0,155.0,158.0,167.3,171.0,173.9,178.436
WPU131301                     ,WPU131301                     ,"PPI Commodity data for Nonmetallic mineral products-Pressed and blown glassware, not seasonally adjusted",Index base: 1983.06 = 100,1983-M06,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.2,107.5,110.0,110.2,114.1,116.6,123.1,128.3,132.1,135.0,137.7,140.8,142.6,145.4,141.8,139.6,140.3,138.9,141.6,143.4,143.0,141.1,141.0,142.5,144.2,146.0,149.3,147.7,151.9,151.9,152.5,155.4,157.4,160.5,169.9,173.8,176.6,181.274
WPU13130111                   ,WPU13130111                   ,"PPI Commodity data for Nonmetallic mineral products-Machine-made pressed & blown lighting, auto, & electronic glassware, made by glass producers, not seasonally adjusted",Index base: 1983.06 = 100,1983-M06,2012-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.6,106.1,106.4,105.5,107.4,109.5,116.0,118.5,121.2,122.3,125.1,127.6,128.8,131.2,124.4,119.6,120.1,116.1,119.3,121.5,119.9,115.8,112.7,115.3,,,,109.4,,,,,,,,,,
WPU13130116                   ,WPU13130116                   ,"PPI Commodity data for Nonmetallic mineral products-Machine-made pressed & blown table, kitchen, art, & novelty glassware, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.9,108.5,110.2,115.2,117.7,120.3,125.0,129.5,133.4,137.638
WPU131301161                  ,WPU131301161                  ,"PPI Commodity data for Nonmetallic mineral products-Machine-made pressed & blown table, kitchen, art, & novelty glassware, made by glass producers, not seasonally adjusted",Index base: 1983.06 = 100,1983-M06,2012-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.9,109.7,113.0,115.0,115.4,121.4,119.4,122.5,127.6,128.8,132.9,138.0,141.7,145.3,146.6,147.7,149.6,152.8,153.1,152.2,154.5,157.4,155.2,159.5,171.9,178.5,180.5,183.8,,,,,,,,,,
WPU131301162                  ,WPU131301162                  ,"PPI Commodity data for Nonmetallic mineral products-Machine-made pressed & blown table, kitchen, art & novelty glassware, made from purchased glass, not seasonally adjusted",Index base: 2004.12 = 100,2004-M12,2012-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.7,103.3,103.4,103.1,102.1,102.2,103.7,,,,,,,,,,
WPU13130117                   ,WPU13130117                   ,"PPI Commodity data for Nonmetallic mineral products-All other machine-made pressed and blown glassware, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.6,102.5,105.0,105.5,106.1,107.1,108.8,109.8,110.2,112.649
WPU131301171                  ,WPU131301171                  ,"PPI Commodity data for Nonmetallic mineral products-All other machine-made pressed and blown glassware, made by glass producers, not seasonally adjusted",Index base: 1983.06 = 100,1983-M06,2012-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.1,109.5,114.9,116.4,122.5,125.3,132.1,140.1,145.2,150.8,153.2,157.2,160.1,163.6,166.9,170.2,171.4,175.6,177.0,177.7,180.1,178.4,181.2,182.5,187.2,192.0,205.5,203.7,,,,,,,,,,
WPU131301172                  ,WPU131301172                  ,"PPI Commodity data for Nonmetallic mineral products-All other machine-made pressed and blown glassware, made from purchased glass, not seasonally adjusted",Index base: 2004.12 = 100,2004-M12,2012-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9,100.9,101.0,102.8,106.4,107.0,111.4,,,,,,,,,,
WPU13130118                   ,WPU13130118                   ,"PPI Commodity data for Nonmetallic mineral products-Handmade pressed and blown glassware, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.4,105.6,108.2,109.7,112.2,112.7,112.7,113.7,113.7,114.678
WPU131301182                  ,WPU131301182                  ,"PPI Commodity data for Nonmetallic mineral products-Handmade pressed and blown glassware, made from purchased glass, not seasonally adjusted",Index base: 2004.12 = 100,2004-M12,2012-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,97.2,99.1,,,107.2,110.0,,,,,,,,,,
WPU132                        ,WPU132                        ,"PPI Commodity data for Nonmetallic mineral products-Concrete ingredients and related products, not seasonally adjusted",Index base: 1982 = 100,1926-M01,2022-M04,14.9,14.5,16.4,16.5,16.6,15.1,14.4,15.6,16.6,16.6,16.7,16.6,16.7,16.7,16.6,16.8,17.3,17.3,17.5,18.0,18.7,20.5,22.4,23.2,23.5,24.9,24.9,25.8,26.6,27.5,28.7,29.9,30.6,30.9,31.3,31.3,31.5,31.4,31.3,31.5,31.6,32.3,33.3,34.4,36.3,39.3,40.9,42.3,48.0,55.6,60.2,64.2,70.2,78.7,88.4,95.6,100.0,101.1,105.1,108.5,109.4,110.4,112.0,113.2,115.3,118.4,119.4,123.4,128.7,134.7,138.8,142.5,147.6,152.1,155.6,159.1,162.6,164.8,170.4,185.3,204.9,220.2,229.7,235.7,232.8,233.4,238.2,245.0,254.6,266.5,278.5,288.9,298.4,309.4,320.4,333.154
WPU1321                       ,WPU1321                       ,"PPI Commodity data for Nonmetallic mineral products-Construction sand, gravel, and crushed stone, not seasonally adjusted",Index base: 1982 = 100,1947-M01,2022-M04,,,,,,,,,,,,,,,,,,,,,,24.2,25.9,26.9,27.1,28.2,28.2,29.0,29.8,30.5,31.5,32.5,33.0,33.3,33.5,33.7,34.1,34.5,34.5,34.8,35.1,35.9,37.3,38.7,40.9,42.8,43.7,44.9,48.6,54.3,57.9,61.3,66.7,74.4,85.3,94.0,100.0,101.7,106.0,110.7,114.2,118.1,120.6,122.8,125.4,128.6,130.6,134.0,137.9,142.3,145.6,148.2,152.8,157.2,163.1,168.8,173.0,177.1,183.3,195.8,213.9,232.4,247.7,259.1,262.2,266.5,272.8,278.8,289.3,299.9,312.6,323.2,334.7,348.7,364.3,378.807
WPU132101                     ,WPU132101                     ,"PPI Commodity data for Nonmetallic mineral products-Construction sand, gravel and crushed stone, not seasonally adjusted",Index base: 1982 = 100,1975-M01,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.3,57.9,61.3,66.7,74.4,85.3,94.0,100.0,101.7,106.0,110.7,114.2,118.1,120.6,122.8,125.4,128.6,130.6,134.0,137.9,142.3,145.6,148.2,152.8,157.2,163.1,168.8,173.0,177.1,183.3,195.8,213.9,232.4,247.7,259.1,262.2,266.5,272.8,278.8,289.3,299.9,312.6,323.2,334.7,348.7,364.3,378.807
WPU13210120                   ,WPU13210120                   ,"PPI Commodity data for Nonmetallic mineral products-Construction sand and gravel (run of pit/bank, washed, screened, etc), not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.9,104.1,109.8,115.3,120.1,125.0,130.7,137.7,144.4,149.351
WPU132101201                  ,WPU132101201                  ,"PPI Commodity data for Nonmetallic mineral products-Construction sand and gravel, Northeast, not seasonally adjusted",Index base: 2012.12 = 100,2012-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.6,113.2,114.9,121.7,124.7,125.8,125.3,142.8,148.59
WPU132101202                  ,WPU132101202                  ,"PPI Commodity data for Nonmetallic mineral products-Construction sand and gravel, Midwest, not seasonally adjusted",Index base: 2012.12 = 100,2012-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.7,108.1,117.2,121.7,127.8,133.5,139.9,146.1,152.436
WPU132101203                  ,WPU132101203                  ,"PPI Commodity data for Nonmetallic mineral products-Construction sand and gravel, South, not seasonally adjusted",Index base: 2012.12 = 100,2012-M12,2018-M08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.4,103.4,110.9,114.9,116.1,,,,
WPU132101204                  ,WPU132101204                  ,"PPI Commodity data for Nonmetallic mineral products-Construction sand and gravel, West, not seasonally adjusted",Index base: 2012.12 = 100,2012-M12,2022-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,105.0,109.5,113.6,121.0,129.8,137.2,143.3,150.086
