UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,7,2016,999,323071755,159085693,163986062,123011614,125191858,20609497,22431959,2059447,2024454,8795454,9639713,395075,383308,4214606,4314770,126755161,129003136,22467427,24381341,3352816,3383059,10357931,11204477,774404,767677,130145497,135640771,97588132,100339740,19236470,21008968,1174143,1209101,8503435,9346444,287178,282796,3356139,3453722,100567401,103387049,20703613,22557379,2100924,2203099,9827758,10672154,585084,586249,28940196,28345291,25423482,24852118,1373027,1422991,885304,815353,292019,293269,107897,100512,858467,861048,26187760,25616087,1763814,1823962,1251892,1179960,530173,532323,189320,181428
R,7,2016,0,3963268,2026072,1937196,1435008,1366593,305418,298583,35273,33914,115648,108947,7150,6793,127575,122366,1552366,1479177,374712,365523,59776,57422,163265,154171,16056,15241,1509022,1440887,1005422,954274,272543,266894,16183,15561,108033,101738,4495,4253,102346,98167,1100072,1045073,328991,321424,32146,30874,147674,139405,11052,10470,517050,496309,429586,412319,32875,31689,19090,18353,7615,7209,2655,2540,25229,24199,452294,434104,45721,44099,27630,26548,15591,14766,5004,4771
R,7,2016,1,4003586,2047270,1956316,1446260,1377912,311147,302496,35079,33955,120212,112813,7137,6844,127435,122296,1563483,1490405,380337,369308,59686,57511,167655,158057,16042,15276,1530084,1458403,1015874,963989,277775,270316,16533,15817,112901,105747,4537,4313,102464,98221,1110620,1054806,334141,324759,32674,31193,152569,143514,11142,10558,517186,497913,430386,413923,33372,32180,18546,18138,7311,7066,2600,2531,24971,24075,452863,435599,46196,44549,27012,26318,15086,14543,4900,4718
R,7,2016,2,3992657,2043478,1949179,1446735,1374023,310905,302198,35292,33938,117723,111548,6818,6563,126005,120909,1562653,1485236,378783,368373,59797,57365,164941,156027,15772,15009,1530276,1457317,1019483,964880,277476,270138,16867,16152,110731,104863,4408,4214,101311,97070,1113191,1054639,332738,324068,32978,31482,150206,141937,11016,10444,513202,491862,427252,409143,33429,32060,18425,17786,6992,6685,2410,2349,24694,23839,449462,430597,46045,44305,26819,25883,14735,14090,4756,4565
R,7,2016,3,3984985,2036834,1948151,1439978,1373641,309230,300872,34996,33637,121098,114193,6852,6528,124680,119280,1554520,1483165,375878,365492,59339,57040,168291,158601,15916,15010,1526884,1456528,1013979,963297,276842,269524,17046,16302,114290,107511,4482,4192,100245,95702,1106546,1051616,331074,322083,33060,31665,153800,144572,11167,10399,509950,491623,425999,410344,32388,31348,17950,17335,6808,6682,2370,2336,24435,23578,447974,431549,44804,43409,26279,25375,14491,14029,4749,4611
R,7,2016,4,3992241,2040555,1951686,1448930,1382097,309804,300642,35953,34607,116336,110490,6598,6355,122934,117495,1561842,1490003,375738,364092,60345,57940,162400,154126,15445,14785,1526118,1455971,1018751,967307,277847,269910,17074,16466,109654,104073,4245,4072,98547,94143,1109727,1054219,331361,321462,33075,31753,148143,140461,10754,10252,514437,495715,430179,414790,31957,30732,18879,18141,6682,6417,2353,2283,24387,23352,452115,435784,44377,42630,27270,26187,14257,13665,4691,4533
R,7,2016,5,4038022,2065281,1972741,1475182,1404747,311759,302791,34431,33293,114118,108435,6528,6233,123263,117242,1588458,1512413,377702,365912,59164,56965,160126,151851,15457,14631,1537996,1464315,1029122,975407,281258,272734,17359,16515,107599,102199,4215,3996,98443,93464,1120037,1061664,334687,323765,33526,31970,145877,138287,10755,10111,527285,508426,446060,429340,30501,30057,17072,16778,6519,6236,2313,2237,24820,23778,468421,450749,43015,42147,25638,24995,14249,13564,4702,4520
R,7,2016,6,4034969,2059138,1975831,1478938,1413313,309462,300744,33308,32424,110387,106277,6173,6004,120870,117069,1590239,1520885,374258,364090,57870,56480,154891,148894,14789,14278,1528171,1463556,1026408,976673,280088,272350,17185,16987,104246,100428,4115,3970,96129,93148,1115346,1062656,332434,323403,33101,32740,141178,135867,10440,9988,530967,512275,452530,436640,29374,28394,16123,15437,6141,5849,2058,2034,24741,23921,474893,458229,41824,40687,24769,23740,13713,13027,4349,4290
R,7,2016,7,4034355,2057966,1976389,1483578,1417912,311305,303558,32880,31888,107045,103946,6141,6058,117017,113027,1590997,1521831,374177,364973,56881,54650,149779,144780,14459,14102,1530667,1468376,1032528,983561,282475,275507,17390,16952,100973,98182,4112,4071,93189,90103,1118475,1066811,333444,325386,32980,31680,136506,132236,10233,9985,527299,508013,451050,434351,28830,28051,15490,14936,6072,5764,2029,1987,23828,22924,472522,455020,40733,39587,23901,22970,13273,12544,4226,4117
R,7,2016,8,4162142,2124156,2037986,1534259,1464564,321081,313371,34192,32986,111085,107442,6362,6073,117177,113550,1641736,1568712,383958,375362,58147,56205,153857,148174,14929,14040,1578988,1515005,1066107,1016311,291750,284936,18025,17594,105169,101673,4299,4021,93638,90470,1152361,1099625,343008,335353,33666,32589,140849,135541,10583,9889,545168,522981,468152,448253,29331,28435,16167,15392,5916,5769,2063,2052,23539,23080,489375,469087,40950,40009,24481,23616,13008,12633,4346,4151
