UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,7,2017,999,325122128,160113445,165008683,123416633,125575892,20817548,22647873,2085607,2052738,9046462,9901848,404207,392125,4342988,4438207,127278507,129500965,22746873,24666113,3398735,3430563,10659710,11514997,792222,784651,130620169,136099130,97539837,100258484,19404041,21184664,1180888,1217171,8746623,9601056,293525,288815,3455255,3548940,100610781,103393904,20925632,22785699,2118278,2221410,10113934,10967619,597881,598318,29493276,28909553,25876796,25317408,1413507,1463209,904719,835567,299839,300792,110682,103310,887733,889267,26667726,26107061,1821241,1880414,1280457,1209153,545776,547378,194341,186333
R,7,2017,0,3882437,1985633,1896804,1389549,1323982,306174,297630,35672,34731,120126,112566,7327,6896,126785,120999,1506082,1435235,375214,364214,59627,57729,167733,157236,16214,15206,1478077,1407666,970941,921091,272572,265089,15667,15042,112511,105273,4670,4310,101716,96861,1064905,1010622,328653,319193,31230,29911,152285,142429,11253,10411,507556,489138,418608,402891,33602,32541,20005,19689,7615,7293,2657,2586,25069,24138,441177,424613,46561,45021,28397,27818,15448,14807,4961,4795
R,7,2017,1,3981864,2035250,1946614,1439202,1370792,306215,299877,35330,33954,119401,112519,7224,6900,127878,122572,1556806,1483538,375575,366858,59864,57480,167253,157912,16164,15371,1514670,1446835,1006423,955309,273216,268021,16176,15558,111747,105299,4558,4337,102550,98311,1101225,1046215,329661,322543,32139,30867,151620,143134,11149,10576,520580,499779,432779,415483,32999,31856,19154,18396,7654,7220,2666,2563,25328,24261,455581,437323,45914,44315,27725,26613,15633,14778,5015,4795
R,7,2017,2,4021261,2056068,1965193,1450350,1382112,312228,303786,35123,33990,123417,115878,7174,6912,127776,122515,1567852,1494786,381513,370663,59767,57566,171105,161281,16113,15364,1535677,1463988,1017052,965202,278745,271423,16524,15821,116072,108796,4574,4372,102710,98374,1111984,1056133,335138,325875,32668,31199,155987,146723,11217,10642,520391,501205,433298,416910,33483,32363,18599,18169,7345,7082,2600,2540,25066,24141,455868,438653,46375,44788,27099,26367,15118,14558,4896,4722
R,7,2017,3,4009060,2051634,1957426,1450686,1378142,312022,303416,35323,33975,120425,114129,6859,6602,126319,121162,1566861,1489563,379988,369675,59861,57426,167868,158780,15846,15074,1535405,1462331,1020676,966080,278477,271177,16860,16153,113409,107431,4442,4245,101541,97245,1114564,1055971,333762,325131,32978,31483,153103,144671,11081,10501,516229,495095,430010,412062,33545,32239,18463,17822,7016,6698,2417,2357,24778,23917,452297,433592,46226,44544,26883,25943,14765,14109,4765,4573
R,7,2017,4,4000394,2044539,1955855,1443906,1377603,310452,302173,35025,33689,123331,116305,6897,6572,124928,119513,1558660,1487312,377207,366875,59405,57117,170668,160873,15975,15074,1531533,1461003,1015146,964329,277935,270663,17041,16293,116512,109618,4520,4231,100379,95869,1107814,1052771,332187,323250,33056,31661,156156,146839,11221,10462,513006,494852,428760,413274,32517,31510,17984,17396,6819,6687,2377,2341,24549,23644,450846,434541,45020,43625,26349,25456,14512,14034,4754,4612
R,7,2017,5,4007233,2048118,1959115,1452944,1385976,311081,301928,35992,34705,118285,112359,6637,6398,123179,117749,1566062,1494102,377127,365476,60428,58078,164468,156139,15507,14849,1530444,1460071,1019894,968250,278936,271035,17076,16461,111591,105927,4279,4109,98668,94289,1110959,1055277,332465,322606,33081,31750,150194,142449,10813,10308,517674,499044,433050,417726,32145,30893,18916,18244,6694,6432,2358,2289,24511,23460,455103,438825,44662,42870,27347,26328,14274,13690,4694,4541
R,7,2017,6,4052428,2072597,1979831,1479335,1408505,312953,304078,34458,33381,115800,110145,6573,6265,123478,117457,1592793,1516357,378992,367301,59212,57099,161929,153655,15520,14677,1541842,1468078,1030177,976283,282232,273826,17355,16505,109267,103887,4246,4024,98565,93553,1121185,1062605,335686,324870,33519,31960,147656,140062,10802,10157,530755,511753,449158,432222,30721,30252,17103,16876,6533,6258,2327,2241,24913,23904,471608,453752,43306,42431,25693,25139,14273,13593,4718,4520
R,7,2017,7,4048430,2065915,1982515,1482762,1417027,310565,301936,33337,32487,111947,107769,6216,6036,121088,117260,1594247,1524763,375460,365369,57936,56589,156563,150471,14849,14321,1531615,1467001,1027254,977503,281001,273375,17179,16981,105801,101910,4146,3999,96234,93233,1116272,1063551,333360,324444,33098,32737,142836,137426,10486,10027,534300,515514,455508,439524,29564,28561,16158,15506,6146,5859,2070,2037,24854,24027,477975,461212,42100,40925,24838,23852,13727,13045,4363,4294
R,7,2017,8,4047130,2064602,1982528,1487231,1421342,312376,304684,32925,31935,108662,105285,6175,6099,117233,113183,1594836,1525397,375357,366180,56972,54720,151493,146191,14503,14151,1534057,1471453,1033275,984233,283394,276475,17390,16951,102578,99514,4144,4110,93276,90170,1119288,1067535,334374,326367,32982,31676,138200,133634,10275,10033,530545,511075,453956,437109,28982,28209,15535,14984,6084,5771,2031,1989,23957,23013,475548,457862,40983,39813,23990,23044,13293,12557,4228,4118
R,7,2017,9,4175085,2130968,2044117,1538092,1467895,322200,314542,34254,33037,112634,108782,6390,6126,117398,113735,1645767,1572199,385187,376618,58240,56280,155505,149612,14974,14108,1582320,1517986,1066848,1016859,292688,285901,18027,17596,106704,103003,4326,4066,93727,90561,1153174,1100242,343954,336329,33664,32591,142471,136963,10626,9948,548648,526131,471244,451036,29512,28641,16227,15441,5930,5779,2064,2060,23671,23174,492593,471957,41233,40289,24576,23689,13034,12649,4348,4160
R,7,2017,10,4194214,2142742,2051472,1553372,1481827,323215,313069,34823,33259,111248,106568,6307,6217,113777,110532,1657749,1583015,383992,372748,58479,56328,152827,146324,14634,14257,1593962,1524222,1081642,1028402,294034,285025,18063,17741,105197,100918,4287,4161,90739,87975,1165276,1109249,343397,333567,33510,32660,139777,134043,10430,10063,548780,527250,471730,453425,29181,28044,16760,15518,6051,5650,2020,2056,23038,22557,492473,473766,40595,39181,24969,23668,13050,12281,4204,4194
R,7,2017,11,4159828,2125259,2034569,1551586,1476726,314249,307250,34118,32817,109896,106697,6178,5997,109232,105082,1651729,1573034,371773,363154,57294,55025,150161,144943,14137,13592,1587443,1518103,1087240,1031154,286459,280131,18052,17580,104099,101347,4177,4056,87416,83835,1167679,1108285,333417,325738,33210,32013,137842,133251,10079,9629,537816,516466,464346,445572,27790,27119,16066,15237,5797,5350,2001,1941,21816,21247,484050,464749,38356,37416,24084,23012,12319,11692,4058,3963
R,7,2017,12,4147046,2116965,2030081,1551126,1477924,310611,301733,33709,32878,110769,109918,6177,6023,104573,101605,1646764,1570685,364981,355080,56534,54828,149551,147153,13802,13377,1589890,1524508,1095142,1040816,283671,275670,17990,17573,105199,104670,4216,4195,83672,81584,1171985,1115546,327997,319398,32923,31941,137771,136037,9864,9699,527075,505573,455984,437108,26940,26063,15719,15305,5570,5248,1961,1828,20901,20021,474779,455139,36984,35682,23611,22887,11780,11116,3938,3678
R,7,2017,13,4155487,2119845,2035642,1560742,1488591,308360,300001,32891,32167,110936,110827,5996,5766,100920,98290,1653053,1578467,360131,351004,55236,53939,148558,147028,13452,12991,1605529,1538784,1114536,1057771,282449,274950,17882,17307,105487,105688,4175,3999,81000,79069,1188934,1130298,324792,316819,32715,31923,137129,136155,9748,9350,514316,496858,446206,430820,25911,25051,15009,14860,5449,5139,1821,1767,19920,19221,464119,448169,35339,34185,22521,22016,11429,10873,3704,3641
R,7,2017,14,4126881,2104341,2022540,1552293,1482005,306640,298786,32638,31484,110564,110617,5993,5758,96213,93890,1640031,1567776,355781,346773,54611,53057,146183,145281,13299,12624,1599419,1533221,1113729,1056711,281196,274502,17624,16998,105275,105497,4162,4037,77433,75476,1184602,1125942,321499,313853,32321,31462,135310,134633,9629,9238,504922,489319,438564,425294,25444,24284,15014,14486,5289,5120,1831,1721,18780,18414,455429,441834,34282,32920,22290,21595,10873,10648,3670,3386
R,7,2017,15,4113009,2097409,2015600,1547703,1477513,312124,303976,32541,31201,106762,106316,5829,5613,92450,90981,1631999,1560244,359192,350932,54244,52877,140655,139075,12803,12421,1598048,1532595,1113250,1057291,287001,279698,17804,17129,101675,101439,4097,3909,74221,73129,1181170,1124094,325650,318236,32257,31699,130114,128936,9377,9053,499361,483005,434453,420222,25123,24278,14737,14072,5087,4877,1732,1704,18229,17852,450829,436150,33542,32696,21987,21178,10541,10139,3426,3368
R,7,2017,16,4218938,2153352,2065586,1586197,1513013,323741,314665,32744,31739,111771,110346,5837,5753,93062,90070,1670788,1595004,370957,360754,55084,53306,145849,142885,12920,12633,1649072,1579315,1146866,1089175,298459,290555,18215,17608,106689,105561,4164,3975,74679,72441,1214900,1155344,337097,328465,33332,32215,135387,132968,9488,9171,504280,486271,439331,423838,25282,24110,14529,14131,5082,4785,1673,1778,18383,17629,455888,439660,33860,32289,21752,21091,10462,9917,3432,3462
