UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
P,7,2021,999,330661659,162923378,167738281,124323085,126404325,21491370,23329267,2185549,2157822,9658795,10519469,436501,421911,4828078,4905487,128633776,130761923,23701492,25616977,3571209,3605297,11455497,12310024,856540,844675,131589039,136955416,96975948,99578605,19932239,21722337,1202215,1243156,9329133,10190013,315040,307965,3834464,3913340,100399942,103053430,21674849,23535079,2178881,2284505,10849372,11704406,642687,639280,31334339,30782865,27347137,26825720,1559131,1606930,983334,914666,329662,329456,121461,113946,993614,992147,28233834,27708493,2026643,2081898,1392328,1320792,606125,605618,213853,205395
P,7,2021,0,3731264,1906369,1824895,1322275,1265541,300866,288272,35971,34419,109209,104501,7033,6720,131015,125442,1443151,1381266,374786,359027,59561,56979,156822,150120,15752,15092,1407048,1347049,915946,876661,265823,254734,14387,13770,101410,97031,4302,4117,105180,100736,1013567,970139,326205,312547,29456,28194,140938,134915,10652,10222,499321,477846,406329,388880,35043,33538,21584,20649,7799,7470,2731,2603,25835,24706,429584,411127,48581,46480,30105,28785,15884,15205,5100,4870
P,7,2021,1,3733550,1907237,1826313,1327252,1269131,300120,290278,35761,34321,111493,105719,7099,6713,125512,120151,1442775,1379697,369914,357184,58993,56572,157670,149833,15620,14847,1412541,1350661,924352,881553,265342,256760,14320,13802,103738,98301,4352,4115,100437,96130,1017319,970509,322043,311107,29194,28057,142108,134949,10580,10064,494696,475652,402900,387578,34778,33518,21441,20519,7755,7418,2747,2598,25075,24021,425456,409188,47871,46077,29799,28515,15562,14884,5040,4783
P,7,2021,2,3774056,1926668,1847388,1341000,1282329,302601,295547,36092,34719,114953,108512,7256,6808,124766,119473,1455694,1392168,371677,361888,59360,57076,161052,152408,15788,14890,1425259,1362736,932188,886739,267396,261358,14596,14108,107017,100999,4430,4171,99632,95361,1024280,974891,323341,315109,29484,28403,145306,137417,10678,10078,501409,484652,408812,395590,35205,34189,21496,20611,7936,7513,2826,2637,25134,24112,431414,417277,48336,46779,29876,28673,15746,14991,5110,4812
P,7,2021,3,3853369,1968660,1884709,1368373,1306916,308566,301325,36703,34787,120977,113517,7299,6922,126742,121242,1484871,1418339,378368,368493,60353,57468,168088,158211,16027,15165,1461236,1395166,953065,905792,274113,267854,14608,14102,113292,106101,4593,4311,101565,97006,1046918,995404,330851,322375,29771,28663,152599,143326,11025,10367,507424,489543,415308,401124,34453,33471,22095,20685,7685,7416,2706,2611,25177,24236,437953,422935,47517,46118,30582,28805,15489,14885,5002,4798
P,7,2021,4,3921899,2004960,1916939,1398566,1333534,308295,300518,35790,34801,127438,119586,7448,7072,127423,121428,1515602,1445118,377473,367229,59839,57829,175537,164592,16394,15435,1489686,1419767,972957,923356,274445,267554,15639,15025,119743,112262,4777,4447,102125,97123,1067211,1013063,330524,321652,31197,29867,159986,149751,11420,10600,515274,497172,425609,410178,33850,32964,20151,19776,7695,7324,2671,2625,25298,24305,448391,432055,46949,45577,28642,27962,15551,14841,4974,4835
P,7,2021,5,4018214,2053114,1965100,1447876,1379997,308759,302806,35395,34038,125263,118154,7308,7033,128513,123072,1566004,1493151,378318,369966,60014,57604,173550,163894,16306,15559,1525361,1457590,1008548,957539,275504,270524,16152,15540,117570,110902,4630,4446,102957,98639,1103656,1048685,331986,325085,32121,30849,157863,149074,11279,10748,527753,507510,439328,422458,33255,32282,19243,18498,7693,7252,2678,2587,25556,24433,462348,444466,46332,44881,27893,26755,15687,14820,5027,4811
P,7,2021,6,4054705,2072566,1982139,1458791,1390929,314961,306752,35177,34116,128064,120300,7251,7018,128322,123024,1576741,1504009,384457,373812,59912,57750,176077,166042,16240,15517,1545129,1473289,1019119,967114,281168,274004,16503,15799,120691,113209,4637,4466,103011,98697,1114260,1058283,337586,328501,32655,31171,160922,151463,11330,10782,527437,508850,439672,423815,33793,32748,18674,18317,7373,7091,2614,2552,25311,24327,462481,445726,46871,45311,27257,26579,15155,14579,4910,4735
P,7,2021,7,4040598,2067409,1973189,1459300,1386568,314820,306437,35387,34156,124153,117690,6949,6705,126800,121633,1575876,1498351,383021,372893,60033,57704,171814,162602,15970,15225,1543703,1470501,1022623,967745,280883,273805,16844,16126,117106,110985,4512,4336,101735,97504,1116636,1057801,336191,327813,32968,31449,157006,148480,11184,10643,523706,502688,436677,418823,33937,32632,18543,18030,7047,6705,2437,2369,25065,24129,459240,440550,46830,45080,27065,26255,14808,14122,4786,4582
P,7,2021,8,4030152,2059477,1970675,1452355,1385814,313159,305081,35086,33902,126506,119333,6990,6669,125381,119876,1567457,1495814,380161,369985,59577,57422,174047,164055,16104,15191,1538887,1468261,1016849,965882,280209,273181,17025,16270,119645,112612,4595,4313,100564,96003,1109612,1054397,334500,325803,33057,31637,159478,149976,11330,10562,520590,502414,435506,419932,32950,31900,18061,17632,6861,6721,2395,2356,24817,23873,457845,441417,45661,44182,26520,25785,14569,14079,4774,4629
