UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
C,7,2020,999,328297202,161268513,167028689,123306673,126132213,21186951,23140568,2148220,2130098,9531203,10431841,418411,412793,4677055,4781176,127481409,130376189,23315961,25356163,3499936,3556417,11274233,12177004,824135,826273,130472215,136666830,96398159,99640461,19666506,21566579,1185971,1234578,9209700,10109495,300203,301609,3711676,3814108,99710924,103024020,21342891,23320726,2138769,2263113,10685087,11586322,616684,626077,30796298,30361859,26908514,26491752,1520445,1573989,962249,895520,321503,322346,118208,111184,965379,967068,27770485,27352169,1973070,2035437,1361167,1293304,589146,590682,207451,200196
C,7,2020,0,3735010,1908141,1826869,1327880,1269548,300515,290531,35782,34336,111314,105516,7080,6711,125570,120227,1443461,1380193,370325,357470,58997,56616,157529,149648,15609,14834,1413389,1351240,924935,881999,265722,257009,14338,13816,103547,98106,4349,4118,100498,96192,1017966,971022,322449,311390,29199,28090,141948,134766,10579,10055,494752,475629,402945,387549,34793,33522,21444,20520,7767,7410,2731,2593,25072,24035,425495,409171,47876,46080,29798,28526,15581,14882,5030,4779
C,7,2020,1,3773884,1926654,1847230,1341117,1282312,302680,295574,36105,34718,114773,108313,7245,6808,124734,119505,1455811,1392198,371728,361914,59361,57094,160846,152216,15768,14891,1425335,1362764,932395,886871,267470,261391,14609,14114,106829,100810,4425,4177,99607,95401,1024489,975078,323394,315153,29485,28426,145093,137233,10663,10086,501319,484466,408722,395441,35210,34183,21496,20604,7944,7503,2820,2631,25127,24104,431322,417120,48334,46761,29876,28668,15753,14983,5105,4805
C,7,2020,2,3853025,1968545,1884480,1368416,1306842,308595,301323,36701,34787,120820,113356,7294,6929,126719,121243,1484924,1418302,378378,368480,60341,57472,167899,158035,16017,15168,1461263,1395119,953204,905867,274146,267859,14613,14112,113144,105945,4587,4317,101569,97019,1047082,995522,330868,322378,29788,28683,152438,143153,11016,10368,507282,489361,415212,400975,34449,33464,22088,20675,7676,7411,2707,2612,25150,24224,437842,422780,47510,46102,30553,28789,15461,14882,5001,4800
C,7,2020,3,3921526,2004835,1916691,1398524,1333431,308318,300499,35786,34806,127346,119464,7443,7066,127418,121425,1515557,1445029,377486,367188,59815,57833,175452,164473,16396,15419,1489737,1419721,973042,923402,274463,267549,15644,15040,119656,112139,4772,4447,102160,97144,1067326,1013140,330544,321642,31206,29892,159924,149634,11423,10592,515098,496970,425482,410029,33855,32950,20142,19766,7690,7325,2671,2619,25258,24281,448231,431889,46942,45546,28609,27941,15528,14839,4973,4827
C,7,2020,4,4017847,2052982,1964865,1447807,1379897,308765,302778,35407,34049,125202,118076,7309,7016,128492,123049,1565918,1493032,378306,369909,60010,57613,173486,163812,16309,15537,1525378,1457545,1008618,957587,275511,270511,16156,15555,117503,110823,4631,4435,102959,98634,1103732,1048734,331987,325060,32118,30862,157798,148994,11283,10730,527604,507320,439189,422310,33254,32267,19251,18494,7699,7253,2678,2581,25533,24415,462186,444298,46319,44849,27892,26751,15688,14818,5026,4807
C,7,2020,5,4054336,2072391,1981945,1458708,1390826,314942,306732,35188,34120,127998,120248,7263,7013,128292,123006,1576633,1503909,384425,373779,59896,57756,176006,165965,16252,15508,1545113,1473246,1019173,967156,281163,273986,16507,15807,120617,113150,4649,4460,103004,98687,1114314,1058330,337581,328475,32649,31185,160840,151384,11341,10774,527278,508699,439535,423670,33779,32746,18681,18313,7381,7098,2614,2553,25288,24319,462319,445579,46844,45304,27247,26571,15166,14581,4911,4734
C,7,2020,6,4040169,2067201,1972968,1459224,1386430,314800,306430,35391,34154,124083,117640,6949,6695,126754,121619,1575770,1498221,382984,372868,59988,57671,171730,162555,15970,15214,1543674,1470458,1022684,967753,280872,273796,16847,16135,117036,110929,4513,4331,101722,97514,1116701,1057836,336186,327793,32947,31465,156923,148427,11185,10635,523527,502510,436540,418677,33928,32634,18544,18019,7047,6711,2436,2364,25032,24105,459069,440385,46798,45075,27041,26206,14807,14128,4785,4579
C,7,2020,7,4029753,2059255,1970498,1452270,1385695,313147,305084,35090,33882,126430,119283,6985,6657,125333,119897,1567359,1495728,380112,369979,59536,57384,173956,164029,16096,15184,1538877,1468262,1016926,965913,280207,273176,17029,16272,119580,112561,4590,4307,100545,96033,1109706,1054468,334485,325794,33040,31638,159398,149947,11322,10562,520378,502236,435344,419782,32940,31908,18061,17610,6850,6722,2395,2350,24788,23864,457653,441260,45627,44185,26496,25746,14558,14082,4774,4622
C,7,2020,8,4034785,2061955,1972830,1460840,1393834,313588,304643,36065,34848,121163,114983,6732,6475,123567,118047,1574294,1502213,379831,368358,60556,58269,167523,158884,15631,14951,1537085,1466522,1021356,969651,281036,273366,17061,16439,114451,108510,4353,4177,98828,94379,1112537,1056735,334592,324947,33053,31714,153220,145134,10916,10397,524870,506308,439484,424183,32552,31277,19004,18409,6712,6473,2379,2298,24739,23668,461757,445478,45239,43411,27503,26555,14303,13750,4715,4554
C,7,2020,9,4078668,2085951,1992717,1486829,1415902,315385,306638,34568,33490,118645,112559,6654,6351,123870,117777,1600631,1524030,381635,370034,59400,57269,164927,156200,15623,14785,1548043,1473961,1031333,977390,284274,276032,17341,16497,112089,106285,4314,4101,98692,93656,1122434,1063782,337740,327089,33501,31942,150615,142575,10892,10254,537908,518756,455496,438512,31111,30606,17227,16993,6556,6274,2340,2250,25178,24121,478197,460248,43895,42945,25899,25327,14312,13625,4731,4531
C,7,2020,10,4074173,2079208,1994965,1490139,1424013,313065,304465,33449,32580,114791,110152,6280,6149,121484,117606,1601962,1532045,378187,368097,58120,56744,159561,152994,14939,14457,1537745,1472629,1028284,978411,283114,275516,17178,16977,108605,104280,4209,4094,96355,93351,1117385,1064540,335495,326610,33081,32722,145768,139926,10572,10146,541463,522336,461855,445602,29951,28949,16271,15603,6186,5872,2071,2055,25129,24255,484577,467505,42692,41487,25039,24022,13793,13068,4367,4311
C,7,2020,11,4072994,2077786,1995208,1494431,1428455,315024,307303,33048,32014,111424,107677,6219,6214,117640,113545,1602392,1532824,378244,368985,57171,54872,154402,148731,14569,14289,1540008,1477116,1034131,985146,285617,278629,17382,16950,105302,101888,4187,4202,93389,90301,1120224,1068539,336606,328532,32961,31677,141052,136145,10342,10150,537778,518092,460300,443309,29407,28674,15666,15064,6122,5789,2032,2012,24251,23244,482168,464285,41638,40453,24210,23195,13350,12586,4227,4139
C,7,2020,12,4200977,2143929,2057048,1545050,1475282,324939,317217,34375,33093,115324,111135,6446,6229,117795,114092,1653074,1579895,388175,379498,58443,56409,158310,152096,15052,14234,1587979,1523588,1067482,1017811,294928,288066,18021,17587,109354,105322,4381,4133,93813,90669,1153866,1101267,346203,338504,33649,32580,145220,139402,10701,10036,555950,533460,477568,457471,30011,29151,16354,15506,5970,5813,2065,2096,23982,23423,499208,478628,41972,40994,24794,23829,13090,12694,4351,4198
