index,Index,Label,unit,start,last,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
PCU2123212123210              ,PCU2123212123210              ,"PPI industry data for Construction sand and gravel mining-Construction sand and gravel (run of pit/bank, washed, screened, etc), not seasonally adjusted",Index base: 1982.06 = 100,1982-M06,2022-M02,,,,,,,,,,,,,,,,,,,101.1,104.6,107.3,111.6,116.0,121.1,123.7,127.4,131.0,133.1,137.6,143.8,147.6,152.3,156.4,163.7,170.4,176.7,182.4,186.5,189.5,195.6,211.0,230.4,249.0,264.7,272.8,272.5,277.0,283.7,289.4,306.1,323.3,337.2,351.7,366.6,387.8,407.4,424.548
PCU21232121232101             ,PCU21232121232101             ,"PPI industry data for Construction sand and gravel mining-Construction sand and gravel, Northeast, not seasonally adjusted",Index base: 2012.12 = 100,2012-M12,2016-M07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.6,115.3,,,,,,
PCU21232121232102             ,PCU21232121232102             ,"PPI industry data for Construction sand and gravel mining-Construction sand and gravel, Midwest, not seasonally adjusted",Index base: 2012.12 = 100,2012-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.4,108.4,118.2,123.2,129.6,135.8,142.5,149.1,155.905
PCU21232121232103             ,PCU21232121232103             ,"PPI industry data for Construction sand and gravel mining-Construction sand and gravel, South, not seasonally adjusted",Index base: 2012.12 = 100,2012-M12,2018-M03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.4,103.8,111.3,115.3,116.2,,,,
PCU21232121232104             ,PCU21232121232104             ,"PPI industry data for Construction sand and gravel mining-Construction sand and gravel, West, not seasonally adjusted",Index base: 2012.12 = 100,2012-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.2,105.8,110.8,115.1,123.0,130.6,137.4,143.2,149.934
PCU212321212321M              ,PCU212321212321M              ,"PPI industry data for Construction sand and gravel mining-Miscellaneous receipts, not seasonally adjusted",Index base: 1982.06 = 100,1982-M06,2022-M02,,,,,,,,,,,,,,,,,,,100.5,101.4,104.4,108.6,109.5,124.5,135.6,150.1,152.5,155.6,156.1,157.5,164.8,169.8,179.1,184.2,190.3,196.9,211.6,216.6,216.6,225.0,238.5,251.0,256.3,275.7,281.7,284.1,296.2,302.8,317.6,342.1,335.2,359.7,359.2,369.9,381.2,411.1,413.081
PCU212321212321P              ,PCU212321212321P              ,"PPI industry data for Construction sand and gravel mining-Primary products, not seasonally adjusted",Index base: 1982.06 = 100,1982-M06,2022-M02,,,,,,,,,,,,,,,,,,,101.1,104.6,107.3,111.6,116.0,121.1,123.7,127.4,131.0,133.1,137.6,143.8,147.6,152.3,156.4,163.7,170.4,176.7,182.4,186.5,189.5,195.6,211.0,230.4,249.0,264.7,272.8,272.5,277.0,283.7,289.4,306.1,323.3,337.2,351.7,366.6,387.8,407.4,424.548
PCU212321212321S              ,PCU212321212321S              ,"PPI industry data for Construction sand and gravel mining-Secondary products, not seasonally adjusted",Index base: 1982.06 = 100,1982-M06,2015-M05,,,,,,,,,,,,,,,,,,,109.3,110.4,112.4,108.0,105.9,105.3,104.8,106.2,109.5,109.7,110.3,111.7,114.9,116.4,121.1,133.1,128.9,138.5,146.2,151.6,156.2,161.8,168.6,185.8,194.2,207.0,220.8,224.4,229.8,236.2,,250.2,,,,,,,
PCU212321212321SS             ,PCU212321212321SS             ,"PPI industry data for Construction sand and gravel mining-Secondary products, not seasonally adjusted",Index base: 1982.06 = 100,1982-M06,1989-M06,,,,,,,,,,,,,,,,,,,109.3,110.4,112.4,108.0,105.9,105.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCU212322212322               ,PCU212322212322               ,"PPI industry data for Industrial sand mining, not seasonally adjusted",Index base: 1982.06 = 100,1982-M06,2022-M02,,,,,,,,,,,,,,,,,,,99.9,103.1,105.6,107.7,108.0,109.1,112.3,119.3,123.4,126.9,129.3,130.4,134.2,136.6,138.9,142.2,145.2,148.0,154.3,157.1,162.1,167.1,176.1,186.2,193.9,219.7,238.4,240.7,248.0,276.6,273.3,291.5,300.8,295.8,301.4,306.2,296.9,279.6,275.692
PCU2123222123221              ,PCU2123222123221              ,"PPI industry data for Industrial sand mining-Industrial glass sand, not seasonally adjusted",Index base: 1982.06 = 100,1982-M06,2018-M08,,,,,,,,,,,,,,,,,,,101.5,106.8,110.1,111.1,109.6,109.0,110.5,119.7,124.0,127.6,129.9,131.1,135.6,136.3,136.5,139.6,141.7,144.2,151.6,154.0,158.2,164.9,175.9,187.8,193.0,241.6,258.9,260.2,263.2,300.5,304.6,328.0,367.3,376.2,379.0,,,,
PCU2123222123223              ,PCU2123222123223              ,"PPI industry data for Industrial sand mining-Industrial molding sand, not seasonally adjusted",Index base: 1982.06 = 100,1982-M06,2016-M06,,,,,,,,,,,,,,,,,,,99.6,103.7,105.7,109.8,113.2,116.8,124.5,130.8,135.8,139.1,143.5,146.1,148.6,151.9,154.4,160.6,165.8,170.2,178.2,183.0,188.1,195.3,204.3,213.8,225.4,233.3,241.7,246.1,256.2,317.8,323.9,330.8,,,,,,,
PCU2123222123229              ,PCU2123222123229              ,"PPI industry data for Industrial sand mining-Other industrial sand, not seasonally adjusted",Index base: 1982.06 = 100,1982-M06,2022-M02,,,,,,,,,,,,,,,,,,,96.8,97.3,99.9,101.7,101.2,101.8,103.6,108.1,111.6,114.9,116.6,117.3,120.7,124.4,128.5,131.1,133.9,136.4,140.4,143.3,149.7,151.5,158.5,163.4,172.6,182.4,206.9,208.0,218.4,235.1,223.6,239.0,224.3,206.6,219.5,225.9,205.3,175.2,163.577
PCU21232221232291             ,PCU21232221232291             ,"PPI industry data for Industrial sand mining-Hydraulic fracturing sand, not seasonally adjusted",Index base: 2012.12 = 100,2012-M12,2020-M09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.4,96.8,85.0,72.4,79.5,81.9,71.0,,
PCU21232221232292             ,PCU21232221232292             ,"PPI industry data for Industrial sand mining-All other industrial sand, not seasonally adjusted",Index base: 2012.12 = 100,2012-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.5,113.5,121.4,126.9,128.2,134.5,139.9,144.6,149.15
PCU212322212322P              ,PCU212322212322P              ,"PPI industry data for Industrial sand mining-Primary products, not seasonally adjusted",Index base: 1982.06 = 100,1982-M06,2022-M02,,,,,,,,,,,,,,,,,,,99.3,102.6,105.2,107.4,107.6,108.6,111.8,119.0,123.1,126.6,129.0,130.2,134.1,136.4,138.5,141.9,144.9,147.8,154.0,157.0,162.3,167.3,176.6,185.6,193.3,220.4,241.1,242.7,250.1,279.8,276.0,295.0,304.8,299.6,305.5,310.4,300.9,283.3,279.384
PCU212324212324               ,PCU212324212324               ,"PPI industry data for Kaolin and ball clay mining, not seasonally adjusted",Index base: 1984.06 = 100,1984-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,102.7,103.9,103.5,107.2,111.2,111.9,112.7,112.4,112.6,112.8,115.2,116.5,117.1,115.8,113.3,113.3,119.6,118.8,121.0,122.7,126.2,134.3,146.0,157.3,177.9,184.1,190.9,197.0,201.7,200.6,199.5,210.1,215.0,218.7,224.0,230.3,231.095
PCU2123242123240              ,PCU2123242123240              ,"PPI industry data for Kaolin and ball clay mining-Kaolin and ball clay, not seasonally adjusted",Index base: 1984.06 = 100,1984-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,102.7,103.9,103.4,107.2,111.3,112.0,112.7,112.4,112.6,112.8,115.2,116.6,117.3,115.9,113.2,113.1,119.6,118.8,121.1,123.0,126.6,134.7,146.6,156.5,176.5,182.9,189.7,195.2,200.1,199.0,197.9,208.4,213.3,216.9,222.2,228.4,229.208
PCU212324212324P              ,PCU212324212324P              ,"PPI industry data for Kaolin and ball clay mining-Primary products, not seasonally adjusted",Index base: 1984.06 = 100,1984-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,102.7,103.9,103.4,107.2,111.3,112.0,112.7,112.4,112.6,112.8,115.2,116.6,117.3,115.9,113.2,113.1,119.6,118.8,121.1,123.0,126.6,134.7,146.6,156.5,176.5,182.9,189.7,195.2,200.1,199.0,197.9,208.4,213.3,216.9,222.2,228.4,229.208
PCU212325212325               ,PCU212325212325               ,"PPI industry data for Clay, ceramic, and refractory minerals mining, not seasonally adjusted",Index base: 1984.06 = 100,1984-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,104.0,106.7,107.3,110.1,113.2,118.7,120.7,122.3,126.3,126.5,128.8,130.2,131.7,133.4,133.5,135.7,140.3,140.9,142.5,144.4,148.3,156.9,163.4,174.2,184.5,188.6,194.0,199.6,207.6,211.2,210.2,214.5,216.2,216.5,224.2,223.5,221.488
PCU2123252123255              ,PCU2123252123255              ,"PPI industry data for Clay, ceramic, and refractory minerals mining-Bentonite, not seasonally adjusted",Index base: 1984.06 = 100,1984-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,100.3,98.9,97.8,96.6,96.1,95.8,96.1,98.0,102.9,100.1,99.8,100.2,101.1,103.3,102.6,104.0,112.5,111.7,113.3,113.9,119.4,132.8,142.8,150.2,155.3,157.8,161.6,168.2,174.2,173.6,168.0,168.3,171.0,173.8,180.6,181.7,184.442
PCU2123252123259              ,PCU2123252123259              ,"PPI industry data for Clay, ceramic, and refractory minerals mining-Other clay, ceramic, and refractory minerals, not seasonally adjusted",Index base: 1984.06 = 100,1984-M06,2013-M13,,,,,,,,,,,,,,,,,,,,,101.7,103.9,107.3,108.2,110.7,115.0,117.0,119.2,123.6,127.1,131.1,133.7,135.5,135.6,136.2,136.6,139.0,141.0,144.2,152.7,162.1,166.2,171.3,184.7,191.3,197.6,211.8,214.5,215.0,,,,,,,,
PCU212325212325B              ,PCU212325212325B              ,"PPI industry data for Clay, ceramic, and refractory minerals mining-Common (miscellaneous) clay and shale, not seasonally adjusted",Index base: 1984.06 = 100,1984-M06,2018-M01,,,,,,,,,,,,,,,,,,,,,108.1,111.6,107.8,112.0,114.9,122.8,125.2,126.1,127.4,127.8,129.9,131.1,132.2,134.4,136.2,140.7,143.1,144.9,147.5,150.6,152.4,159.6,164.1,168.3,171.7,176.6,183.0,187.6,195.9,196.3,199.5,200.6,201.1,,,,
PCU212325212325P              ,PCU212325212325P              ,"PPI industry data for Clay, ceramic, and refractory minerals mining-Primary products, not seasonally adjusted",Index base: 1984.06 = 100,1984-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,104.1,106.8,107.4,110.0,113.1,118.5,120.4,122.0,126.1,126.3,128.6,130.0,131.5,133.0,133.2,135.2,139.2,139.6,141.3,143.3,147.2,156.0,162.6,173.5,184.0,189.0,194.7,200.6,208.9,212.3,211.0,217.1,219.5,220.0,228.2,227.9,226.063
PCU212325212325S              ,PCU212325212325S              ,"PPI industry data for Clay, ceramic, and refractory minerals mining-Secondary products, not seasonally adjusted",Index base: 1984.06 = 100,1984-M06,2007-M05,,,,,,,,,,,,,,,,,,,,,100.8,102.6,104.3,110.3,115.5,122.5,126.9,127.0,127.5,129.6,130.4,131.0,133.2,150.9,150.2,153.7,163.4,170.8,167.3,167.6,169.5,172.6,,,,,,,,,,,,,,,
PCU212325212325SS             ,PCU212325212325SS             ,"PPI industry data for Clay, ceramic, and refractory minerals mining-Secondary products, not seasonally adjusted",Index base: 1984.06 = 100,1984-M06,1990-M06,,,,,,,,,,,,,,,,,,,,,100.8,102.6,104.3,110.3,115.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCU212325212325V              ,PCU212325212325V              ,"PPI industry data for Clay, ceramic, and refractory minerals mining-Fire clay, fuller's earth, and feldspar, not seasonally adjusted",Index base: 2007.06 = 100,2007-M06,2018-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.4,123.8,128.1,130.6,134.2,,147.8,148.3,158.5,159.0,153.2,,,
PCU21239-21239-               ,PCU21239-21239-               ,"PPI industry data for Other nonmetallic mineral mining & quarrying, not seasonally adjusted",Index base: 1984.12 = 100,1984-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,101.6,99.8,96.4,99.6,104.7,106.7,108.5,108.3,104.3,102.1,104.2,108.6,107.6,110.1,108.0,106.8,107.1,107.7,108.4,111.4,120.8,133.8,148.3,222.5,233.3,200.8,225.5,241.2,232.9,236.0,247.7,236.6,227.3,230.5,239.1,235.0,238.122
PCU212391212391               ,PCU212391212391               ,"PPI industry data for Potash, soda, and borate mineral mining, not seasonally adjusted",Index base: 1984.12 = 100,1984-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,99.7,97.4,99.2,109.4,114.6,116.4,118.6,118.1,114.7,113.0,113.7,121.2,117.4,118.9,113.6,111.6,110.0,107.7,106.1,110.8,130.7,153.0,172.5,349.2,357.1,261.9,323.2,345.7,323.4,319.0,338.0,305.6,284.2,285.4,295.5,282.1,285.283
PCU2123912123913              ,PCU2123912123913              ,"PPI industry data for Potash, soda, and borate mineral mining-Sodium carbonate and sulfate, not seasonally adjusted",Index base: 1984.12 = 100,1973-M12,2022-M02,,,,,,,,,,43.1,54.6,62.7,67.6,74.7,87.6,106.7,112.7,114.0,106.6,98.2,103.0,104.3,105.5,113.4,121.8,124.8,126.7,126.1,117.2,111.4,114.5,124.5,115.4,111.8,102.6,101.0,99.7,99.3,96.1,96.4,113.7,139.6,151.6,179.6,198.1,182.5,203.7,,215.9,220.4,230.8,,210.7,211.6,218.8,205.6,200.679
PCU2123912123916              ,PCU2123912123916              ,"PPI industry data for Potash, soda, and borate mineral mining-Potassium salts and boron compounds, not seasonally adjusted",Index base: 2007.06 = 100,2007-M06,2017-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.8,301.3,195.9,256.2,273.9,,219.7,237.8,196.7,,,,,
PCU212391212391P              ,PCU212391212391P              ,"PPI industry data for Potash, soda, and borate mineral mining-Primary products, not seasonally adjusted",Index base: 1984.12 = 100,1984-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,99.7,97.1,98.8,109.3,114.5,116.3,118.4,118.0,114.5,112.8,113.6,121.1,117.3,118.8,113.3,111.3,109.7,107.3,105.7,110.4,130.3,152.9,172.4,351.9,359.9,263.2,325.3,348.2,325.4,320.7,340.1,306.4,284.2,285.4,295.5,282.0,285.193
PCU212391212391S1             ,PCU212391212391S1             ,"PPI industry data for Potash, soda, and borate mineral mining-Secondary products, not seasonally adjusted",Index base: 2014.06 = 100,2014-M06,2016-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9,,,,,,
PCU212393212393               ,PCU212393212393               ,"PPI industry data for Other chemical and fertilizer mineral mining, not seasonally adjusted",Index base: 1989.12 = 100,1989-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,102.8,103.7,95.4,94.7,92.8,95.1,91.8,92.7,93.4,95.0,90.1,85.8,92.1,92.2,93.5,100.0,108.5,118.0,129.8,138.4,140.2,145.1,158.1,161.0,179.1,184.0,198.1,196.6,200.3,207.7,209.5,209.391
PCU2123932123933              ,PCU2123932123933              ,"PPI industry data for Other chemical and fertilizer mineral mining-Rock salt, not seasonally adjusted",Index base: 1984.12 = 100,1984-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,101.1,102.1,102.4,106.1,108.9,111.3,119.3,127.5,140.8,145.6,148.7,150.0,152.1,155.6,157.4,153.3,162.1,174.9,172.8,175.4,189.4,,222.0,238.2,274.0,274.8,277.9,298.9,304.0,343.0,354.0,384.7,378.7,386.0,401.1,403.0,402.143
PCU2123932123937              ,PCU2123932123937              ,"PPI industry data for Other chemical and fertilizer mineral mining-Other chemical and fertilizer minerals, not seasonally adjusted",Index base: 2006.06 = 100,2006-M06,2018-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.5,166.0,165.4,163.1,165.4,188.4,,,,
PCU212393212393P              ,PCU212393212393P              ,"PPI industry data for Other chemical and fertilizer mineral mining-Primary products, not seasonally adjusted",Index base: 1989.12 = 100,1989-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,102.7,103.5,94.5,92.4,90.2,92.6,89.3,90.2,90.9,92.4,87.4,83.0,89.2,89.1,90.3,96.8,105.2,114.0,125.5,134.0,135.7,140.7,153.6,156.6,174.5,179.3,193.7,192.2,195.9,203.2,204.1,203.853
PCU212393212393S              ,PCU212393212393S              ,"PPI industry data for Other chemical and fertilizer mineral mining-Secondary products, not seasonally adjusted",Index base: 1997.06 = 100,1997-M06,2006-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,102.0,104.2,105.6,110.1,118.8,121.3,120.8,,,,,,,,,,,,,,,,
PCU212399212399               ,PCU212399212399               ,"PPI industry data for All other nonmetallic mineral mining, not seasonally adjusted",Index base: 1985.06 = 100,1985-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,101.4,102.6,106.2,108.3,110.3,114.7,118.3,122.2,123.3,126.8,130.3,133.5,136.7,138.0,138.7,143.1,143.2,146.4,151.4,158.6,171.1,179.7,189.9,202.4,209.5,219.2,231.7,240.3,248.8,257.3,265.8,271.6,281.2,293.4,305.5,314.428
PCU212399212399A              ,PCU212399212399A              ,"PPI industry data for All other nonmetallic mineral mining-All other nonmetallic minerals, not seasonally adjusted",Index base: 1985.06 = 100,1985-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,101.3,102.5,106.1,108.1,110.3,114.9,118.6,122.6,123.7,127.2,130.8,134.0,137.4,138.6,139.4,143.9,143.9,146.5,151.2,159.5,172.2,181.0,191.8,204.9,212.3,222.2,235.0,243.5,252.2,260.9,269.5,275.6,285.3,297.8,310.1,319.192
PCU212399212399P              ,PCU212399212399P              ,"PPI industry data for All other nonmetallic mineral mining-Primary products, not seasonally adjusted",Index base: 1985.06 = 100,1985-M06,2022-M02,,,,,,,,,,,,,,,,,,,,,,101.3,102.5,106.1,108.1,110.3,114.9,118.6,122.6,123.7,127.2,130.8,134.0,137.4,138.6,139.4,143.9,143.9,146.5,151.2,159.5,172.2,181.0,191.8,204.9,212.3,222.2,235.0,243.5,252.2,260.9,269.5,275.6,285.3,297.8,310.1,319.192
PCU212399212399S              ,PCU212399212399S              ,"PPI industry data for All other nonmetallic mineral mining-Secondary products, not seasonally adjusted",Index base: 1985.06 = 100,1985-M06,1999-M13,,,,,,,,,,,,,,,,,,,,,,99.3,100.6,106.8,108.7,110.3,110.1,110.1,113.1,114.9,117.9,119.6,121.0,121.1,123.8,,,,,,,,,,,,,,,,,,,,,,
