index,Index,Label,unit,start,last,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
PCU1133--1133--               ,PCU1133--1133--               ,"PPI industry group data for Logging, not seasonally adjusted",Index base: 1981.12 = 100,1981-M12,2022-M04,98.8,96.5,95.8,94.8,93.1,100.4,112.8,128.0,135.6,135.0,151.3,186.4,192.6,194.3,185.7,191.2,188.1,182.7,177.5,167.5,165.0,168.7,175.2,179.0,176.6,175.0,171.5,160.3,177.1,185.2,191.4,199.3,202.6,200.3,198.0,198.8,205.7,196.0,194.5,213.198
PCU11331-11331-               ,PCU11331-11331-               ,"PPI industry data for Logging, not seasonally adjusted",Index base: 1981.12 = 100,1981-M12,2022-M04,98.8,96.5,95.8,94.8,93.1,100.4,112.8,128.0,135.6,135.0,151.3,186.4,192.6,194.3,185.7,191.2,188.1,182.7,177.5,167.5,165.0,168.7,175.2,179.0,176.6,175.0,171.5,160.3,177.1,185.2,191.4,199.3,202.6,200.3,198.0,198.8,205.7,196.0,194.5,213.198
PCU113310113310               ,PCU113310113310               ,"PPI industry data for Logging, not seasonally adjusted",Index base: 1981.12 = 100,1981-M12,2022-M04,98.8,96.5,95.8,94.8,93.1,100.4,112.8,128.0,135.6,135.0,151.3,186.4,192.6,194.3,185.8,191.2,188.2,182.8,177.6,167.6,165.1,168.8,175.3,179.2,176.7,175.1,171.6,160.4,177.2,185.3,191.5,199.5,202.7,200.4,198.1,198.9,205.8,196.2,194.6,213.326
PCU113310113310M              ,PCU113310113310M              ,"PPI industry data for Logging-Miscellaneous receipts, not seasonally adjusted",Index base: 1986.06 = 100,1986-M06,2022-M04,,,,,,,,,,,,,,,162.6,159.5,,,,,,,,,,,,,,,,,,166.3,163.1,164.6,,,181.5,182.581
PCU113310113310MM             ,PCU113310113310MM             ,"PPI industry data for Logging-Miscellaneous receipts, not seasonally adjusted",Index base: 1986.06 = 100,1986-M06,1998-M08,,,,,,,,,,,,,,,162.6,159.5,,,,,,,,,,,,,,,,,,,,,,,,
PCU113310113310P              ,PCU113310113310P              ,"PPI industry data for Logging-Primary products, not seasonally adjusted",Index base: 1981.12 = 100,1981-M12,2022-M04,97.7,94.8,95.2,94.2,91.9,99.8,113.6,124.6,133.6,134.9,152.3,192.7,198.3,199.3,189.6,196.0,192.5,186.3,182.3,173.1,170.8,175.0,182.3,186.2,183.7,182.0,178.3,166.7,184.2,192.6,199.0,207.3,210.7,208.3,205.9,206.8,213.9,203.9,202.3,221.738
