index,Index,Label,unit,start,last,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
PCU8113--8113--               ,PCU8113--8113--               ,"PPI industry group data for Commercial machinery repair and maintenance, not seasonally adjusted",Index base: 2006.06 = 100,2006-M06,2022-M04,102.3,105.4,106.9,109.6,115.3,117.6,120.1,123.2,124.5,126.0,128.3,130.7,135.4,141.3,148.375
PCU81131-81131-               ,PCU81131-81131-               ,"PPI industry data for Commercial machinery repair and maintenance, not seasonally adjusted",Index base: 2006.06 = 100,2006-M06,2022-M04,102.3,105.4,106.9,109.6,115.3,117.6,120.1,123.2,124.5,126.0,128.3,130.7,135.4,141.3,148.392
PCU811310811310               ,PCU811310811310               ,"PPI industry data for Commercial machinery repair and maintenance, not seasonally adjusted",Index base: 2006.06 = 100,2006-M06,2022-M04,102.3,105.4,106.9,109.6,115.3,117.6,120.1,123.2,124.5,126.0,128.3,130.7,135.4,141.3,148.358
PCU8113108113105              ,PCU8113108113105              ,"PPI industry data for Commercial machinery repair and maintenance-Maintenance and repair services for agricultural, construction, and mining machinery, not seasonally adjusted",Index base: 2013.12 = 100,2013-M12,2022-M04,,,,,,,,103.5,109.1,109.2,112.1,114.4,118.2,120.7,126.974
PCU8113108113106              ,PCU8113108113106              ,"PPI industry data for Commercial machinery repair and maintenance-Maintenance and repair services for commercial and service industry machinery, not seasonally adjusted",Index base: 2013.12 = 100,2013-M12,2022-M04,,,,,,,,103.2,104.6,106.3,108.4,111.9,115.1,119.5,122.734
PCU8113108113107              ,PCU8113108113107              ,"PPI industry data for Commercial machinery repair and maintenance-Maintenance and repair services for industrial machinery, not seasonally adjusted",Index base: 2013.12 = 100,2013-M12,2022-M04,,,,,,,,100.3,100.8,101.0,102.2,103.3,103.6,104.3,104.99
PCU8113108113108              ,PCU8113108113108              ,"PPI industry data for Commercial machinery repair and maintenance-Maintenance and repair services for general purpose machinery, not seasonally adjusted",Index base: 2013.12 = 100,2013-M12,2022-M04,,,,,,,,100.4,101.5,103.5,104.3,107.0,109.9,115.6,121.849
PCU811310811310P              ,PCU811310811310P              ,"PPI industry data for Commercial machinery repair and maintenance-Primary services, not seasonally adjusted",Index base: 2006.06 = 100,2006-M06,2022-M04,102.0,104.8,107.0,109.8,116.2,118.7,121.3,124.6,126.4,127.4,129.4,132.2,134.7,137.7,141.621
PCU811310811310SM             ,PCU811310811310SM             ,"PPI industry data for Commercial machinery repair and maintenance-Other receipts, not seasonally adjusted",Index base: 2006.06 = 100,2006-M06,2022-M04,104.1,109.7,106.1,108.2,109.4,109.5,112.2,113.5,110.8,116.3,120.8,121.8,132.7,146.3,162.48
