index,Index,Label,unit,start,last,1984-S1,1984-S2,1985-S1,1985-S2,1986-S1,1986-S2,1987-S1,1987-S2,1988-S1,1988-S2,1989-S1,1989-S2,1990-S1,1990-S2,1991-S1,1991-S2,1992-S1,1992-S2,1993-S1,1993-S2,1994-S1,1994-S2,1995-S1,1995-S2,1996-S1,1996-S2,1997-S1,1997-S2,1998-S1,1998-S2,1999-S1,1999-S2,2000-S1,2000-S2,2001-S1,2001-S2,2002-S1,2002-S2,2003-S1,2003-S2,2004-S1,2004-S2,2005-S1,2005-S2,2006-S1,2006-S2,2007-S1,2007-S2,2008-S1,2008-S2,2009-S1,2009-S2,2010-S1,2010-S2,2011-S1,2011-S2,2012-S1,2012-S2,2013-S1,2013-S2,2014-S1,2014-S2,2015-S1,2015-S2,2016-S1,2016-S2,2017-S1,2017-S2,2018-S1,2018-S2,2019-S1,2019-S2,2020-S1,2020-S2,2021-S1
CUUS0000SEHC     ,CUUS0000SEHC     ,"Owners' equivalent rent of residences in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982.12=100,1984-S01,2021-S01,105.8,108.8,111.4,115.0,118.0,120.7,123.2,126.4,129.5,132.8,135.5,139.3,142.5,147.1,148.9,151.9,154.3,156.8,159.3,161.7,164.4,167.2,169.7,172.9,175.5,178.1,180.4,183.4,186.2,189.4,191.8,194.1,197.1,200.2,204.0,208.6,213.0,216.4,218.9,221.0,223.6,226.2,228.8,231.5,235.5,240.9,244.648,247.822,251.12,253.733,256.346,256.873,256.339,256.829,258.351,260.788,263.454,266.222,269.03700000000003,272.33299999999997,276.002,279.66200000000003,283.605,288.246,292.631,298.099,302.587,307.613,312.546,317.755,322.943,328.3280000000001,333.066,336.485,340.03
CUUS0000SEHC01   ,CUUS0000SEHC01   ,"Owners' equivalent rent of primary residence in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982.12=100,1984-S01,2021-S01,105.8,108.8,111.4,115.0,118.0,120.7,123.2,126.4,129.5,132.8,135.5,139.3,142.5,147.1,148.9,151.9,154.3,156.8,159.3,161.7,164.4,167.2,169.7,172.9,175.5,178.1,180.4,183.4,186.2,189.4,191.8,194.1,197.1,200.2,204.0,208.6,213.0,216.4,218.9,221.0,223.6,226.2,228.8,231.5,235.5,240.9,244.648,247.822,251.12,253.733,256.346,256.873,256.334,256.82099999999997,258.339,260.76599999999996,263.431,266.19599999999997,269.013,272.309,275.97900000000004,279.638,283.575,288.204,292.591,298.068,302.57099999999997,307.613,312.5540000000001,317.77,322.97,328.369,333.1040000000001,336.51199999999994,340.0540000000001
CUUS0000SEHD     ,CUUS0000SEHD     ,"Tenants' and household insurance in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.753,151.715,151.667,151.859,150.961,151.189,150.868
CUUS0000SEHE     ,CUUS0000SEHE     ,"Fuel oil and other fuels in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,101.6,97.1,96.0,95.8,85.0,70.3,77.1,78.6,80.3,75.9,81.3,82.1,93.8,104.8,98.5,90.8,90.6,90.8,92.0,88.6,90.3,87.3,88.8,87.4,98.5,99.9,104.5,95.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.529,293.469,284.472,277.111,244.024,231.243,285.1740000000001
CUUS0000SEHE01   ,CUUS0000SEHE01   ,"Fuel oil in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,101.0,96.0,94.7,94.4,82.1,66.1,74.8,76.9,78.6,72.9,80.0,80.7,92.2,105.1,97.0,87.9,87.8,88.2,89.0,85.4,87.2,84.1,85.5,84.0,96.6,97.4,101.8,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.245,298.883,284.26599999999996,280.55,226.747,209.268,268.057
CUUS0000SEHE02   ,CUUS0000SEHE02   ,"Propane, kerosene, and firewood in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1986.12=100,1987-S01,2021-S01,,,,,,,101.6,101.6,103.3,102.2,103.3,104.8,119.6,127.1,125.1,120.2,119.8,119.2,121.8,118.2,120.0,116.8,118.7,117.5,126.3,129.8,136.4,126.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.594,337.217,336.7290000000001,321.443,322.76,316.91,371.12699999999995
CUUS0000SEHF     ,CUUS0000SEHF     ,"Energy services in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,102.9,107.8,106.5,107.8,105.7,105.8,102.6,105.0,102.9,106.4,106.1,109.0,108.5,110.2,111.5,113.7,113.0,116.6,116.6,120.4,118.5,120.0,118.1,120.3,119.9,124.2,124.1,126.0,120.9,121.6,118.9,122.9,122.4,133.7,144.5,140.3,132.4,136.4,142.5,147.6,146.9,154.4,156.7,176.4,182.2,182.1,184.308,188.21599999999998,195.452,208.97299999999998,194.915,192.21200000000002,191.898,193.873,192.248,196.524,188.59099999999998,190.767,192.649,196.97,202.34,204.40900000000002,199.739,197.678,193.037,199.082,200.74400000000003,204.638,203.417,204.21200000000002,203.142,203.767,202.748,206.267,212.028
CUUS0000SEHF01   ,CUUS0000SEHF01   ,"Electricity in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,101.9,108.6,107.2,110.7,109.3,111.5,107.9,112.2,109.3,113.8,112.4,116.9,115.8,118.9,119.9,123.6,122.3,126.1,124.6,128.8,124.6,128.8,126.9,132.2,129.6,133.9,131.1,133.8,126.4,128.3,124.6,128.3,125.6,131.4,133.5,142.1,134.4,138.1,136.6,142.4,139.1,145.0,145.1,156.5,165.9,172.5,172.173,179.477,179.99599999999995,194.295,191.863,193.562,190.801,195.389,193.455,200.018,195.41400000000002,197.84599999999998,197.66099999999997,203.83900000000003,205.38,210.66099999999997,209.015,209.36599999999999,204.74599999999998,209.22099999999998,208.903,213.972,211.97799999999998,213.886,212.266,214.459,212.792,216.438,219.15099999999998
CUUS0000SEHF02   ,CUUS0000SEHF02   ,"Utility (piped) gas service in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,104.3,106.7,105.5,104.0,101.0,98.3,95.7,94.5,93.6,95.4,97.1,97.2,97.6,97.0,98.9,98.2,98.8,101.9,104.8,108.2,110.2,106.8,104.7,101.2,105.1,109.3,114.5,114.7,113.3,111.4,110.6,115.4,120.0,144.1,174.9,141.7,132.7,137.9,164.5,168.1,174.1,186.1,194.3,236.6,230.3,211.2,220.61900000000003,214.75599999999997,242.37900000000002,253.227,202.10299999999998,185.332,192.86700000000002,186.489,185.86900000000003,182.799,165.877,167.293,174.937,173.96599999999995,190.56,182.94799999999998,169.24,159.954,155.392,165.863,173.22400000000005,173.641,174.78099999999995,172.437,172.93400000000003,169.143,169.845,172.929,187.352
CUUS0000SEHG     ,CUUS0000SEHG     ,"Water and sewer and trash collection services in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.76,239.50900000000001,242.96900000000002,246.345,250.331,254.588,259.202
CUUS0000SEHG01   ,CUUS0000SEHG01   ,"Water and sewerage maintenance in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.685,554.79,564.102,572.139,580.659,590.503,599.181
CUUS0000SEHG02   ,CUUS0000SEHG02   ,"Garbage and trash collection in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1983.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.358,475.36400000000003,478.838,484.966,494.463,502.94599999999997,516.786
CUUS0000SEHH     ,CUUS0000SEHH     ,"Window and floor coverings and other linens in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.35,57.108999999999995,56.926,56.006,57.586999999999996,56.586999999999996,56.333
CUUS0000SEHH01   ,CUUS0000SEHH01   ,"Floor coverings in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.601,111.648,113.976,113.46,112.279,111.75200000000001,112.505
CUUS0000SEHH02   ,CUUS0000SEHH02   ,"Window coverings in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.801,62.504,61.90600000000001,62.19,66.6,65.449,62.511
CUUS0000SEHH03   ,CUUS0000SEHH03   ,"Other linens in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.723,43.952,43.519,42.37300000000001,43.708,42.736999999999995,42.992
CUUS0000SEHJ     ,CUUS0000SEHJ     ,"Furniture and bedding in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.902,111.208,113.48899999999999,113.81,112.93299999999999,114.477,118.646
CUUS0000SEHJ01   ,CUUS0000SEHJ01   ,"Bedroom furniture in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.51799999999999,128.554,129.079,130.406,128.026,128.219,130.29399999999998
CUUS0000SEHJ02   ,CUUS0000SEHJ02   ,"Living room, kitchen, and dining room furniture in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.95200000000001,85.425,87.492,88.475,87.635,88.632,93.04299999999999
CUUS0000SEHJ03   ,CUUS0000SEHJ03   ,"Other furniture in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.854,67.456,70.895,67.718,69.212,72.583,75.532
CUUS0000SEHK     ,CUUS0000SEHK     ,"Appliances in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.68,76.83800000000002,77.94800000000002,77.016,78.042,81.141,83.245
CUUS0000SEHK01   ,CUUS0000SEHK01   ,"Major appliances in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.777,84.465,86.38,82.23899999999998,84.43700000000003,92.01,95.898
CUUS0000SEHK02   ,CUUS0000SEHK02   ,"Other appliances in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.64399999999999,65.882,66.48899999999999,67.14,67.706,68.665,69.822
CUUS0000SEHL     ,CUUS0000SEHL     ,"Other household equipment and furnishings in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.315,50.617,51.111999999999995,50.295,50.125,50.401,51.672
CUUS0000SEHL01   ,CUUS0000SEHL01   ,"Clocks, lamps, and decorator items in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.376999999999995,37.04,37.438,36.69300000000001,36.544000000000004,36.994,37.742
CUUS0000SEHL02   ,CUUS0000SEHL02   ,"Indoor plants and flowers in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1990.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.999,130.243,132.296,131.227,132.161,133.843,140.844
CUUS0000SEHL03   ,CUUS0000SEHL03   ,"Dishes and flatware in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.513999999999996,46.707,46.968999999999994,49.099,48.231,46.88,47.309
CUUS0000SEHL04   ,CUUS0000SEHL04   ,"Nonelectric cookware and tableware in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.52799999999998,83.20100000000002,83.40899999999998,79.017,78.874,78.392,80.31
CUUS0000SEHM     ,CUUS0000SEHM     ,"Tools, hardware, outdoor equipment and supplies in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.738,89.324,90.79,91.008,91.876,93.26299999999999,93.81700000000001
CUUS0000SEHM01   ,CUUS0000SEHM01   ,"Tools, hardware and supplies in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.66,98.385,99.992,99.428,99.494,101.208,102.58200000000001
CUUS0000SEHM02   ,CUUS0000SEHM02   ,"Outdoor equipment and supplies in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.50200000000002,85.036,86.42399999999998,87.041,88.355,89.556,89.709
CUUS0000SEHN     ,CUUS0000SEHN     ,"Housekeeping supplies in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,101.9,103.4,105.7,106.7,107.8,108.5,110.9,112.0,113.6,115.8,119.2,122.5,124.1,126.3,128.5,129.3,129.3,129.9,130.6,130.9,131.9,132.7,135.5,138.8,140.8,141.4,142.8,143.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.31599999999997,187.581,190.05700000000002,189.771,193.095,199.07299999999998,197.56099999999998
CUUS0000SEHN01   ,CUUS0000SEHN01   ,"Household cleaning products in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.867,119.538,120.84100000000001,120.676,122.17200000000001,126.71600000000001,126.95299999999999
CUUS0000SEHN02   ,CUUS0000SEHN02   ,"Household paper products in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.062,171.138,174.83,176.18400000000003,181.81900000000002,189.706,192.55700000000002
CUUS0000SEHN03   ,CUUS0000SEHN03   ,"Miscellaneous household products in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.027,118.649,119.757,118.682,120.09200000000001,121.958,117.78
CUUS0000SEHP     ,CUUS0000SEHP     ,"Household operations in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.403,187.57299999999998,191.93900000000002,197.03900000000002,199.025,202.08700000000002,210.215
CUUS0000SEHP01   ,CUUS0000SEHP01   ,"Domestic services in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.976,166.535,169.19799999999995,170.06599999999997,172.85,176.233,187.627
CUUS0000SEHP02   ,CUUS0000SEHP02   ,"Gardening and lawncare services in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.183,195.96599999999998,200.15900000000002,210.426,214.354,216.46200000000002,220.032
CUUS0000SEHP03   ,CUUS0000SEHP03   ,"Moving, storage, freight expense in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.46599999999995,168.032,171.65400000000002,175.433,172.56900000000005,180.388,189.609
CUUS0000SEHP04   ,CUUS0000SEHP04   ,"Repair of household items in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.033,253.29,265.881,271.611,270.33299999999997,269.626,278.22700000000003
CUUS0000SS30021  ,CUUS0000SS30021  ,"Laundry equipment in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.245,98.411,96.39399999999999,91.709,91.005,101.337,113.921
CUUSN000SAH      ,CUUSN000SAH      ,"Housing in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9,101.9,102.6,103.4,105.0,106.8,108.9,109.4,109.9,110.9,112.5,113.5,115.1,117.0,118.3,120.8,123.0,124.5,126.555,128.213,130.636,132.343,132.062,131.78799999999998,131.328,131.41299999999998,132.713,134.23,134.942,135.917,137.254,138.785,140.566,141.912,142.847,144.017,144.868,146.83,148.511,150.38,152.38299999999995,154.26,156.569,158.497,160.011,161.65200000000004,164.22799999999995
