index,Index,Label,unit,start,last,1993-S1,1993-S2,1994-S1,1994-S2,1995-S1,1995-S2,1996-S1,1996-S2,1997-S1,1997-S2,1998-S1,1998-S2,1999-S1,1999-S2,2000-S1,2000-S2,2001-S1,2001-S2,2002-S1,2002-S2,2003-S1,2003-S2,2004-S1,2004-S2,2005-S1,2005-S2,2006-S1,2006-S2,2007-S1,2007-S2,2008-S1,2008-S2,2009-S1,2009-S2,2010-S1,2010-S2,2011-S1,2011-S2,2012-S1,2012-S2,2013-S1,2013-S2,2014-S1,2014-S2,2015-S1,2015-S2,2016-S1,2016-S2,2017-S1,2017-S2,2018-S1,2018-S2,2019-S1,2019-S2,2020-S1,2020-S2,2021-S1
CUUS0000SS62051  ,CUUS0000SS62051  ,"Photographer fees in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2020-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.786,129.405,124.05,122.48899999999999,123.914,124.61200000000001,
CUUS0000SS62052  ,CUUS0000SS62052  ,"Photo processing in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2020-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.844,112.736,114.17299999999999,112.066,113.52,112.421,
CUUS0000SS62053  ,CUUS0000SS62053  ,"Pet services in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2020-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.834,192.775,195.16099999999997,197.063,200.362,201.192,
CUUS0000SS62054  ,CUUS0000SS62054  ,"Veterinarian services in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.00799999999998,258.17900000000003,264.459,269.968,273.943,280.243,287.318
CUUS0000SS62055  ,CUUS0000SS62055  ,"Rental of video discs and other media in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.791,130.689,132.616,136.60299999999998,135.946,136.995,138.931
CUUSN000SAR      ,CUUSN000SAR      ,"Recreation in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S01,,,,,,,,,,,100.7,101.1,101.5,101.3,102.1,103.1,103.8,104.1,104.9,104.6,105.2,105.4,106.7,106.8,107.0,107.3,108.2,108.7,108.68799999999999,108.818,109.73299999999999,111.227,112.211,112.64399999999999,113.03,112.446,112.82600000000001,113.43299999999999,114.052,114.396,115.335,115.145,116.055,115.486,116.111,115.815,117.12700000000001,117.131,118.928,119.289,119.515,119.904,121.223,121.664,122.788,123.485,125.195
CUUSN000SARC     ,CUUSN000SARC     ,"Recreation commodities in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.07600000000001,97.95,97.76899999999999,97.56299999999999,96.68700000000001,95.88,95.545,94.45100000000001,93.79700000000001,92.449,91.271,89.575,88.573,86.822,86.338,84.75299999999999,83.662,82.931,83.25,82.977,81.945,82.059,83.75399999999998
CUUSN000SARS     ,CUUSN000SARS     ,"Recreation services in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.24700000000001,101.98100000000001,102.726,103.851,105.486,106.617,108.324,108.84100000000001,110.73100000000001,110.84,112.671,113.458,116.14399999999999,117.335,120.365,121.98200000000001,123.125,124.345,126.197,127.125,129.93,131.002,132.284
CUUSS000SAR      ,CUUSS000SAR      ,"Recreation in Size Class A, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S01,,,,,,,,,,,100.9,101.0,102.0,102.2,103.2,104.2,105.0,105.9,106.9,107.3,108.7,109.2,110.0,109.9,110.6,111.1,112.4,112.8,113.02799999999999,113.15100000000001,114.406,115.31,115.48899999999999,114.66,113.305,112.85600000000001,113.104,112.88799999999999,114.426,114.34,114.571,114.59299999999999,114.844,114.375,114.874,115.318,116.11,115.829,117.10600000000001,117.475,117.87700000000001,117.801,118.928,119.242,120.926,120.291,121.53200000000001
CUUSS000SARC     ,CUUSS000SARC     ,"Recreation commodities in Size Class A, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.227,97.30799999999999,96.40100000000001,94.723,94.344,92.762,92.24600000000001,90.73,89.631,87.764,86.52600000000002,85.62200000000001,84.262,82.14299999999999,80.943,79.297,78.083,76.194,76.09100000000002,75.437,75.1,75.17399999999998,75.789
CUUSS000SARS     ,CUUSS000SARS     ,"Recreation services in Size Class A, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.68,101.22,102.132,102.85600000000001,105.306,106.2,106.87,107.88,108.92399999999999,109.37799999999999,110.825,111.995,113.921,114.775,117.28299999999999,118.775,120.06,121.07700000000001,122.729,123.561,126.186,125.17299999999999,126.584
