index,Index,Label,unit,start,last,1993-S1,1993-S2,1994-S1,1994-S2,1995-S1,1995-S2,1996-S1,1996-S2,1997-S1,1997-S2,1998-S1,1998-S2,1999-S1,1999-S2,2000-S1,2000-S2,2001-S1,2001-S2,2002-S1,2002-S2,2003-S1,2003-S2,2004-S1,2004-S2,2005-S1,2005-S2,2006-S1,2006-S2,2007-S1,2007-S2,2008-S1,2008-S2,2009-S1,2009-S2,2010-S1,2010-S2,2011-S1,2011-S2,2012-S1,2012-S2,2013-S1,2013-S2,2014-S1,2014-S2,2015-S1,2015-S2,2016-S1,2016-S2,2017-S1,2017-S2,2018-S1,2018-S2,2019-S1,2019-S2,2020-S1,2020-S2,2021-S1
CUUS0000SAR      ,CUUS0000SAR      ,"Recreation in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1993-S01,2021-S01,90.2,91.3,92.5,92.9,94.1,95.0,96.9,98.0,99.3,100.0,100.9,101.2,102.0,102.0,102.9,103.8,104.6,105.2,106.1,106.3,107.4,107.7,108.6,108.6,109.1,109.6,110.7,111.2,111.35600000000001,111.531,112.67200000000001,113.836,114.346,114.199,113.544,113.083,113.294,113.421,114.603,114.803,115.315,115.21799999999999,115.79899999999999,115.288,115.891,115.992,117.06200000000001,116.90700000000001,118.337,118.671,118.99700000000001,119.185,120.42200000000001,120.809,122.175,122.309,123.823
CUUS0000SARC     ,CUUS0000SARC     ,"Recreation commodities in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.62100000000001,97.777,97.24799999999999,96.37899999999999,95.81200000000001,94.587,94.164,92.82799999999999,91.958,90.406,89.24600000000002,88.04,86.81,84.846,83.823,82.22,81.135,79.96,80.11399999999998,79.696,78.94,79.038,80.305
CUUS0000SARS     ,CUUS0000SARS     ,"Recreation services in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.765,101.365,102.054,102.854,105.01700000000001,106.15700000000001,107.211,107.986,109.426,109.695,111.339,112.277,114.624,115.64399999999999,118.36399999999999,119.866,121.06200000000001,122.181,123.931,124.81,127.525,127.656,128.988
CUUS0000SERA     ,CUUS0000SERA     ,"Video and audio in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1993-S01,2021-S01,96.1,96.9,96.4,94.4,95.4,94.7,95.8,97.4,98.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.398,104.00399999999999,104.648,104.665,106.23899999999999,107.916,109.344
CUUS0000SERA01   ,CUUS0000SERA01   ,"Televisions in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.049,1.883,1.6740000000000002,1.506,1.382,1.3530000000000002,1.405
CUUS0000SERA02   ,CUUS0000SERA02   ,"Cable and satellite television service in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1983.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.481,471.425,476.975,481.844,495.099,505.158,515.24
CUUS0000SERA03   ,CUUS0000SERA03   ,"Other video equipment in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.738999999999999,9.552999999999999,9.732000000000001,9.54,9.658999999999999,9.727,9.93
CUUS0000SERA04   ,CUUS0000SERA04   ,"Video discs and other media, including rental of video in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.319,72.559,75.99,73.02199999999998,69.365,69.16199999999999,66.435
CUUS0000SERA05   ,CUUS0000SERA05   ,"Audio equipment in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.230999999999998,26.845,27.388,27.123,26.631999999999998,26.987,25.646
CUUS0000SERA06   ,CUUS0000SERA06   ,"Recorded music and music subscriptions in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.265,84.147,83.444,81.02199999999998,78.943,80.643,79.18
CUUS0000SERAC    ,CUUS0000SERAC    ,"Video and audio products in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.583999999999996,42.349,40.42,38.28,36.844,36.916,36.898
CUUS0000SERAS    ,CUUS0000SERAS    ,"Video and audio services in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.056,125.473,127.194,128.138,131.047,133.511,135.672
CUUS0000SERB     ,CUUS0000SERB     ,"Pets, pet products and services in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.576,173.25599999999997,176.74900000000005,179.293,180.007,180.27900000000002,183.44400000000002
CUUS0000SERB01   ,CUUS0000SERB01   ,"Pets and pet products in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.058,198.609,202.449,204.928,203.787,201.153,202.644
CUUS0000SERB02   ,CUUS0000SERB02   ,"Pet services including veterinary in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.19,246.257,251.517,255.919,259.97700000000003,264.744,272.425
CUUS0000SERC     ,CUUS0000SERC     ,"Sporting goods in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.303,110.708,112.03399999999999,112.553,112.311,115.00200000000001,119.005
CUUS0000SERC01   ,CUUS0000SERC01   ,"Sports vehicles including bicycles in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.129,148.741,152.425,154.92600000000004,155.001,159.714,164.101
CUUS0000SERC02   ,CUUS0000SERC02   ,"Sports equipment in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.137,78.697,78.267,77.305,76.87,77.87,81.461
CUUS0000SERD     ,CUUS0000SERD     ,"Photography in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.225,74.16199999999998,73.24600000000002,73.82300000000002,75.194,75.874,76.608
CUUS0000SERD01   ,CUUS0000SERD01   ,"Photographic equipment and supplies in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.236999999999995,53.126999999999995,52.65600000000001,54.927,56.361000000000004,56.63,57.483999999999995
CUUS0000SERD02   ,CUUS0000SERD02   ,"Photographers and photo processing in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.35700000000001,123.348,121.4,118.691,121.00299999999999,122.414,123.17200000000001
CUUS0000SERE     ,CUUS0000SERE     ,"Other recreational goods in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.455999999999996,36.435,35.895,34.576,33.763000000000005,33.188,33.628
CUUS0000SERE01   ,CUUS0000SERE01   ,"Toys in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.849000000000004,32.599000000000004,31.838,30.372,29.494,28.717,29.263
CUUS0000SERE02   ,CUUS0000SERE02   ,"Sewing machines, fabric and supplies in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.571,97.13799999999999,103.571,100.133,95.97,101.42299999999999,98.855
CUUS0000SERE03   ,CUUS0000SERE03   ,"Music instruments and accessories in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.07,101.04799999999999,100.29799999999999,102.77,104.664,105.209,104.91
CUUS0000SERF     ,CUUS0000SERF     ,"Other recreation services in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.78400000000005,169.042,171.392,172.253,176.081,173.361,173.588
CUUS0000SERF01   ,CUUS0000SERF01   ,"Club membership for shopping clubs, fraternal, or other organizations, or participant sports fees in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.249,140.075,142.403,143.33100000000005,147.45,142.616,145.53
CUUS0000SERF02   ,CUUS0000SERF02   ,"Admissions in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.889,384.274,388.034,390.41900000000004,398.455,394.70300000000003,384.496
CUUS0000SERF03   ,CUUS0000SERF03   ,"Fees for lessons or instructions in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1986.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.881,313.252,318.955,319.134,321.577,327.495,338.3
CUUS0000SERG     ,CUUS0000SERG     ,"Recreational reading materials in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.593,249.02200000000002,252.481,258.656,264.30400000000003,269.63599999999997,273.361
CUUS0000SERG01   ,CUUS0000SERG01   ,"Newspapers and magazines in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.65900000000005,179.87900000000005,184.097,191.808,196.118,200.419,206.09799999999998
CUUS0000SERG02   ,CUUS0000SERG02   ,"Recreational books in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.432,95.756,95.65,95.29899999999999,97.24,98.993,98.404
CUUS0000SS31022  ,CUUS0000SS31022  ,"Video discs and other media in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.31,37.414,39.561,36.606,33.801,34.083,32.715
CUUS0000SS61011  ,CUUS0000SS61011  ,"Toys, games, hobbies and playground equipment in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.753,40.084,39.949,38.153,37.088,36.97,37.77
CUUS0000SS61023  ,CUUS0000SS61023  ,"Photographic equipment in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.451999999999998,22.121,21.995,22.879,23.393,23.525,24.177
CUUS0000SS61031  ,CUUS0000SS61031  ,"Pet food in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.468,150.773,153.69,156.24,155.649,154.60299999999995,155.371
CUUS0000SS61032  ,CUUS0000SS61032  ,"Purchase of pets, pet supplies, accessories in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.447,115.36399999999999,117.35,117.939,116.919,114.369,115.53399999999999
CUUS0000SS62011  ,CUUS0000SS62011  ,"Automobile service clubs in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2020-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.399,120.59200000000001,,,119.98200000000001,121.242,
CUUS0000SS62031  ,CUUS0000SS62031  ,"Admission to movies, theaters, and concerts in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.028,183.31799999999998,184.6,187.386,190.14,187.875,192.245
CUUS0000SS62032  ,CUUS0000SS62032  ,"Admission to sporting events in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.25799999999998,224.34900000000002,225.704,226.87900000000002,236.013,,210.4
