index,Index,Label,unit,start,last,1984-S1,1984-S2,1985-S1,1985-S2,1986-S1,1986-S2,1987-S1,1987-S2,1988-S1,1988-S2,1989-S1,1989-S2,1990-S1,1990-S2,1991-S1,1991-S2,1992-S1,1992-S2,1993-S1,1993-S2,1994-S1,1994-S2,1995-S1,1995-S2,1996-S1,1996-S2,1997-S1,1997-S2,1998-S1,1998-S2,1999-S1,1999-S2,2000-S1,2000-S2,2001-S1,2001-S2,2002-S1,2002-S2,2003-S1,2003-S2,2004-S1,2004-S2,2005-S1,2005-S2,2006-S1,2006-S2,2007-S1,2007-S2,2008-S1,2008-S2,2009-S1,2009-S2,2010-S1,2010-S2,2011-S1,2011-S2,2012-S1,2012-S2,2013-S1,2013-S2,2014-S1,2014-S2,2015-S1,2015-S2,2016-S1,2016-S2,2017-S1,2017-S2,2018-S1,2018-S2,2019-S1,2019-S2,2020-S1,2020-S2,2021-S1
CUUS0000SETB02   ,CUUS0000SETB02   ,"Other motor fuels in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.926,234.69299999999998,221.549,220.852,197.813,179.65599999999995,220.024
CUUS0000SETC     ,CUUS0000SETC     ,"Motor vehicle parts and equipment in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.156,144.168,145.906,146.969,148.112,147.99,150.461
CUUS0000SETC01   ,CUUS0000SETC01   ,"Tires in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.184,122.63,124.765,125.273,125.04799999999999,125.295,128.029
CUUS0000SETC02   ,CUUS0000SETC02   ,"Vehicle accessories other than tires in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.67,173.764,174.523,176.61,180.768,179.755,181.171
CUUS0000SETD     ,CUUS0000SETD     ,"Motor vehicle maintenance and repair in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,102.9,104.6,105.9,107.7,109.4,111.3,113.7,115.8,118.5,120.9,123.6,126.1,128.7,131.5,134.2,137.7,140.3,142.3,144.8,146.9,149.1,151.2,153.0,155.1,157.0,159.7,161.8,163.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.327,288.389,293.75,298.25,303.692,308.289,313.58299999999997
CUUS0000SETD01   ,CUUS0000SETD01   ,"Motor vehicle body work in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.778,304.683,309.618,317.312,322.106,327.267,334.952
CUUS0000SETD02   ,CUUS0000SETD02   ,"Motor vehicle maintenance and servicing in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.14099999999996,260.695,266.772,271.60900000000004,275.551,278.775,283.39099999999996
CUUS0000SETD03   ,CUUS0000SETD03   ,"Motor vehicle repair in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.112,176.59,178.549,180.171,184.88299999999998,188.851,192.16299999999998
CUUS0000SETE     ,CUUS0000SETE     ,"Motor vehicle insurance in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.295,569.618,571.393,570.672,543.641,545.625,563.88
CUUS0000SETF     ,CUUS0000SETF     ,"Motor vehicle fees in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.998,189.34799999999998,191.755,193.97,195.291,195.90099999999998,197.4
CUUS0000SETF01   ,CUUS0000SETF01   ,"State motor vehicle registration and license fees in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.03099999999995,178.72,179.597,182.01,184.562,185.555,186.128
CUUS0000SETF03   ,CUUS0000SETF03   ,"Parking and other fees in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.317,206.56599999999997,211.025,213.049,212.774,212.919,215.7
CUUS0000SETG     ,CUUS0000SETG     ,"Public transportation in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,104.1,107.2,108.9,112.1,115.9,118.0,120.6,121.5,122.0,124.6,128.5,130.6,138.8,146.5,150.8,147.1,151.2,151.5,163.7,170.3,174.3,169.6,174.8,177.0,178.3,185.5,186.8,186.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.39,255.15099999999998,260.336,258.591,234.37599999999998,220.53,232.97299999999998
CUUS0000SETG01   ,CUUS0000SETG01   ,"Airline fares in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.301,259.51599999999996,267.03700000000003,263.765,227.252,207.84,220.835
CUUS0000SETG02   ,CUUS0000SETG02   ,"Other intercity transportation in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.565,158.786,159.648,158.57399999999996,151.305,152.881,163.22299999999996
CUUS0000SETG03   ,CUUS0000SETG03   ,"Intracity transportation in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.1,319.541,322.07,324.553,323.172,310.988,322.178
CUUS0000SS45011  ,CUUS0000SS45011  ,"New cars in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,102.2,103.3,105.5,106.6,109.2,112.0,113.9,115.3,116.2,117.5,119.5,119.0,121.2,120.7,125.2,125.4,128.2,128.5,131.0,132.0,135.3,136.7,139.1,138.9,141.3,141.6,142.5,140.8,141.2,140.2,140.2,138.9,139.9,139.2,139.5,138.3,138.0,136.6,135.6,133.8,134.5,133.4,135.8,134.7,136.8,136.1,136.384,135.346,135.621,135.181,136.04399999999998,137.325,138.504,137.685,140.964,143.489,144.22,144.136,145.509,144.338,144.834,144.10399999999996,145.046,143.745,144.338,143.043,144.379,140.94,142.02200000000005,141.914,143.29,142.311,143.495,144.416,146.768
CUUS0000SS4501A  ,CUUS0000SS4501A  ,"New cars and trucks in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9,99.2,99.5,98.8,99.4,98.7,99.1,98.2,97.6,96.7,96.3,95.0,95.5,94.6,96.4,94.8,96.0,94.8,94.85799999999999,93.99700000000001,93.958,92.066,93.31299999999999,94.654,95.825,95.476,97.861,98.85700000000001,99.976,99.963,101.20700000000001,100.89399999999999,101.431,101.336,102.266,101.743,102.432,101.819,102.81299999999999,100.904,101.573,101.171,102.21600000000001,101.288,102.045,102.524,104.55
CUUS0000SS45021  ,CUUS0000SS45021  ,"New trucks in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1983.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.279,155.29,157.0,155.514,156.75,157.476,160.928
CUUS0000SS47014  ,CUUS0000SS47014  ,"Gasoline, unleaded regular in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,98.4,97.2,97.4,100.3,83.1,69.7,76.4,82.1,78.3,80.8,86.0,87.1,89.0,108.9,97.7,96.8,94.0,99.6,96.2,94.3,91.6,99.9,98.3,96.8,103.0,104.8,104.2,103.4,91.1,87.2,89.8,106.1,124.3,130.3,131.6,113.6,108.8,120.0,134.3,133.6,153.6,164.2,176.0,212.8,222.0,218.0,229.11,247.192,292.1690000000001,263.045,179.375,221.582,236.489,239.287,303.113,300.187,314.856,307.692,307.789,295.348,304.219,274.578,212.69799999999998,204.725,177.139,190.002,202.532,212.627,233.976,238.105,224.863,229.084,189.671,187.80700000000002,238.59099999999998
CUUS0000SS47015  ,CUUS0000SS47015  ,"Gasoline, unleaded midgrade in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1993.12=100,1994-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,99.4,107.1,105.2,103.7,109.4,111.3,110.7,109.8,98.0,94.5,96.5,112.4,130.1,136.0,137.0,118.9,114.6,125.9,139.8,138.7,158.3,169.3,180.6,217.6,226.6,222.2,232.83,252.08,297.2940000000001,269.096,186.81599999999997,228.36,243.19400000000002,246.44299999999998,309.238,307.0370000000001,321.329,315.637,317.29,304.999,316.342,287.83299999999997,227.41,223.803,196.743,209.472,222.734,232.52,254.07,260.38599999999997,247.68599999999998,253.93900000000002,217.11700000000002,215.548,263.7
CUUS0000SS47016  ,CUUS0000SS47016  ,"Gasoline, unleaded premium in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,99.4,98.8,99.3,100.9,87.7,75.2,80.4,86.0,83.4,85.8,90.7,92.7,95.0,112.3,102.4,101.9,99.4,104.3,101.4,100.4,97.8,104.8,102.9,101.5,106.2,108.0,107.3,106.4,95.7,92.6,94.6,109.1,124.9,130.5,131.4,115.5,111.1,121.5,134.0,133.6,151.1,161.6,171.9,205.6,213.6,210.5,220.03599999999997,237.896,279.062,254.03099999999998,178.542,216.77599999999998,230.317,233.243,290.342,288.578,301.89799999999997,297.337,298.595,289.122,296.926,272.847,220.12400000000002,217.905,193.641,205.979,218.541,228.083,248.775,255.476,244.338,250.743,216.37099999999998,214.56,258.11
CUUS0000SS47021  ,CUUS0000SS47021  ,"Motor oil, coolant, and fluids in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.225,395.585,389.64099999999996,400.288,399.417,389.259,392.44599999999997
CUUS0000SS48021  ,CUUS0000SS48021  ,"Vehicle parts and equipment other than tires in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.44299999999996,163.942,165.09900000000005,166.38099999999997,171.437,170.672,171.597
CUUS0000SS52051  ,CUUS0000SS52051  ,"Parking fees and tolls in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.21,233.805,238.019,239.97099999999998,240.072,240.989,247.072
CUUS0000SS53021  ,CUUS0000SS53021  ,"Intercity bus fare in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 2007.12=100,2018-S01,2020-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.71,133.822,147.445,161.162,142.743,172.31799999999996,
CUUS0000SS53023  ,CUUS0000SS53023  ,"Ship fare in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.75,66.04,65.859,63.974,61.063,60.035,65.176
CUUS0000SS53031  ,CUUS0000SS53031  ,"Intracity mass transit in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.68700000000001,128.339,129.083,130.532,130.02200000000002,121.443,124.079
CUUSN000SAT      ,CUUSN000SAT      ,"Transportation in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.2,98.5,99.0,102.8,106.8,108.2,109.2,106.2,105.5,107.6,110.2,109.3,112.7,115.1,118.5,125.4,127.4,126.8,128.289,132.097,140.695,135.636,121.12899999999999,130.08100000000002,135.196,136.66899999999998,148.532,149.765,152.88,152.064,152.79,151.476,153.43200000000004,148.94,139.415,138.393,135.53799999999998,137.25,140.83100000000005,141.72,146.585,147.591,146.25799999999995,146.605,139.36700000000002,141.858,154.731
CUUSN000SAT1     ,CUUSN000SAT1     ,"Private transportation in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8,98.1,98.4,102.2,106.1,107.5,108.6,105.5,104.9,107.2,109.8,108.8,112.4,114.9,118.4,125.3,127.3,126.5,128.141,131.90200000000002,140.531,135.02100000000002,120.595,129.694,134.915,136.284,148.252,149.47899999999996,152.599,151.81799999999996,152.534,151.409,153.253,148.782,138.658,137.678,134.483,136.66,140.039,141.372,146.274,147.55200000000005,145.937,146.455,139.763,142.891,155.827
CUUSN000SATCLTB  ,CUUSN000SATCLTB  ,"Transportation commodities less motor fuel in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.895,101.581,103.381,105.435,105.883,105.946,106.23,106.491,106.185,105.881,106.384,106.21700000000001,106.709,105.20700000000001,105.631,103.82600000000001,104.62299999999999,104.337,105.471,105.054,104.992,109.402,115.515
CUUSN000SETA     ,CUUSN000SETA     ,"New and used motor vehicles in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2,100.3,100.2,100.7,100.8,100.9,101.8,101.0,99.8,98.8,97.5,94.7,93.5,93.6,95.2,95.2,95.9,95.1,94.24600000000001,93.979,94.036,91.83200000000001,91.478,93.921,96.676,97.295,98.686,100.499,100.686,100.67200000000001,100.978,101.426,101.229,101.008,101.525,101.257,101.816,100.506,100.899,99.45700000000001,100.45700000000001,100.46600000000001,101.13600000000001,100.751,100.459,104.86,110.62
CUUSN000SETA01   ,CUUSN000SETA01   ,"New vehicles in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,99.6,100.1,99.4,99.8,99.1,99.8,98.9,98.5,97.5,96.6,95.2,95.6,94.5,96.5,95.3,96.7,95.5,95.556,94.505,94.69,92.811,94.139,95.529,96.885,96.361,98.69,99.103,100.491,100.691,101.74600000000001,101.395,101.5,101.426,102.57600000000001,102.39200000000001,103.42399999999999,102.912,104.469,102.501,103.06299999999999,102.585,103.70100000000001,102.91799999999999,103.664,104.819,106.32600000000001
CUUSN000SETA02   ,CUUSN000SETA02   ,"Used cars and trucks in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5,102.6,100.4,104.4,103.4,105.3,107.0,105.9,102.6,101.2,99.4,92.6,88.4,91.4,93.2,94.7,94.4,94.0,90.61,92.04799999999999,92.014,88.054,82.473,88.23200000000001,95.22200000000001,97.447,98.101,102.14399999999999,100.96700000000001,100.705,100.00200000000001,101.471,100.736,100.03,99.296,99.24,98.436,95.53399999999999,94.22399999999999,92.757,93.679,93.50399999999999,94.525,94.49799999999999,93.40299999999999,101.634,112.814
CUUSN000SETB     ,CUUSN000SETB     ,"Motor fuel in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.9,88.4,89.8,107.0,124.7,129.7,129.9,112.2,108.7,119.4,132.4,131.8,152.0,162.8,174.6,211.0,219.3,215.6,225.95,246.60299999999998,291.868,263.677,179.12,219.12599999999998,235.71599999999998,237.912,300.434,298.327,311.345,304.383,304.71299999999997,294.437,302.757,274.703,210.481,201.19099999999997,175.51,188.775,200.225,209.99900000000002,229.53,233.952,219.783,223.697,186.13099999999997,184.495,233.40200000000002
CUUSN000SETB01   ,CUUSN000SETB01   ,"Gasoline (all types) in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.8,88.4,89.8,107.1,124.7,129.7,130.0,112.2,108.8,119.6,132.6,132.0,152.3,163.1,174.9,211.4,219.8,215.9,226.419,247.06099999999998,291.76099999999997,262.844,179.685,220.415,236.894,238.87,301.777,299.279,312.404,305.145,305.52299999999997,295.1140000000001,303.256,274.95799999999997,210.577,201.607,175.908,189.122,200.593,210.338,229.831,234.041,219.854,223.896,185.928,184.773,233.918
CUUSN000SETE     ,CUUSN000SETE     ,"Motor vehicle insurance in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2017-S02,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.385,219.585,222.805,223.71599999999998,222.926,210.362,209.078,219.22799999999998
CUUSN000SS45011  ,CUUSN000SS45011  ,"New cars in Size Class B/C, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9,99.3,99.5,98.7,99.2,98.6,99.1,98.2,98.3,97.2,96.3,95.0,95.3,94.6,96.1,95.7,97.4,96.9,97.008,96.365,96.546,96.3,97.119,98.07,99.214,98.523,100.62899999999999,101.92399999999999,102.665,102.854,103.681,102.59700000000001,102.256,101.85799999999999,102.77799999999999,102.46,103.321,102.441,103.9,101.06299999999999,101.54,101.62700000000001,102.775,102.265,103.456,105.057,106.492
