index,Index,Label,unit,start,last,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
CUURA213SEHC01   ,CUURA213SEHC01   ,"Owners' equivalent rent of primary residence in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982.11=100,1982-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.9,105.9,110.0,113.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SEHF     ,CUURA213SEHF     ,"Energy services in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1935-M03,1986-M13,,,,,,,,,,,,,,,,,,,,,18.2,17.3,16.7,16.4,16.2,16.2,16.0,15.7,15.4,15.4,15.4,15.4,15.5,16.5,17.3,17.2,17.1,17.5,18.5,19.0,19.6,19.4,19.7,20.1,20.8,22.1,22.4,22.3,22.4,22.3,21.8,21.6,21.6,21.9,21.8,22.8,24.3,25.6,25.9,29.6,36.5,40.6,53.8,58.4,59.4,67.1,74.8,93.5,103.8,102.7,103.7,103.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SEHF01   ,CUURA213SEHF01   ,"Electricity in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1971-M05,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.3,41.4,45.6,51.2,53.2,62.6,65.9,66.1,70.5,79.1,95.3,101.5,103.2,109.2,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SEHF02   ,CUURA213SEHF02   ,"Utility (piped) gas service in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1971-M05,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3,17.4,20.3,26.4,30.5,42.6,48.6,50.7,62.7,69.2,91.1,106.9,102.0,96.6,91.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SETB     ,CUURA213SETB     ,"Motor fuel in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1978-M03,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.1,94.5,105.8,102.2,99.6,98.3,98.3,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SETB01   ,CUURA213SETB01   ,"Gasoline (all types) in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1978-M03,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.1,94.5,105.9,102.1,99.6,98.3,98.3,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SS47014  ,CUURA213SS47014  ,"Gasoline, unleaded regular in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.7,47.8,50.3,68.2,94.4,106.0,102.4,99.5,98.1,97.8,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA213SS47016  ,CUURA213SS47016  ,"Gasoline, unleaded premium in Cincinnati-Hamilton, OH-KY-IN, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1981-M08,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.6,100.6,102.2,82.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214AA0      ,CUURA214AA0      ,"All items - old base in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1967=100,1917-M12,1986-M13,,,,47.8,54.9,64.4,56.9,51.9,51.8,51.3,52.1,52.1,50.4,49.6,49.8,48.9,45.9,41.4,39.4,40.6,41.6,42.0,43.4,42.5,42.0,41.6,43.6,48.3,51.3,52.2,53.6,57.4,64.9,70.1,69.3,70.4,75.7,78.0,78.3,78.7,78.8,80.0,82.5,84.5,85.8,86.9,88.0,89.4,90.3,92.5,95.5,98.0,100.0,104.0,109.6,115.8,120.5,124.0,130.3,144.2,157.9,166.5,178.3,191.8,219.2,248.1,268.6,282.0,298.4,310.4,319.7,322.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SA0      ,CUURA214SA0      ,"All items in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1917-M12,1986-M13,,,,16.1,18.5,21.7,19.2,17.5,17.4,17.3,17.5,17.5,17.0,16.7,16.8,16.5,15.5,13.9,13.3,13.7,14.0,14.1,14.6,14.3,14.1,14.0,14.7,16.3,17.3,17.6,18.1,19.3,21.9,23.6,23.3,23.7,25.5,26.3,26.4,26.5,26.5,26.9,27.8,28.5,28.9,29.3,29.6,30.1,30.4,31.2,32.2,33.0,33.7,35.0,36.9,39.0,40.6,41.8,43.9,48.6,53.2,56.1,60.0,64.6,73.8,83.6,90.5,95.0,100.5,104.5,107.7,108.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SA0E     ,CUURA214SA0E     ,"Energy in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6,66.5,83.9,93.0,98.6,101.2,100.2,97.9,82.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SA0L1E   ,CUURA214SA0L1E   ,"All items less food and energy in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1982-M02,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.8,100.6,105.6,110.0,113.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SA0L2    ,CUURA214SA0L2    ,"All items less shelter in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1975-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.2,62.4,66.7,74.0,82.5,89.6,95.7,100.3,104.0,106.7,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SA0L5    ,CUURA214SA0L5    ,"All items  less medical care in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1966-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.1,35.4,37.3,39.5,41.0,42.2,44.3,49.1,53.8,56.7,60.6,65.1,74.4,84.3,91.1,95.3,100.4,104.3,107.4,108.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SA0LE    ,CUURA214SA0LE    ,"All items less energy in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.2,74.6,83.4,90.1,94.5,100.3,105.2,109.2,112.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SAA      ,CUURA214SAA      ,"Apparel in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1952-M10,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.2,38.9,38.9,39.4,40.3,40.4,40.7,41.7,42.0,42.0,42.6,43.6,44.5,45.7,47.3,50.8,54.4,57.4,58.9,60.3,61.8,65.7,69.0,70.7,77.0,79.0,84.3,87.6,92.3,95.7,101.8,102.5,105.0,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SAC      ,CUURA214SAC      ,"Commodities in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1966-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6,37.9,39.8,41.3,42.8,44.2,47.0,52.6,57.7,60.1,63.9,68.2,77.5,86.6,92.5,95.4,100.6,104.0,106.6,105.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SACL1    ,CUURA214SACL1    ,"Commodities less food in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1966-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.9,39.1,41.0,42.3,44.1,45.2,46.4,51.2,56.3,59.4,62.9,66.1,75.7,85.4,91.6,94.6,101.1,104.2,106.8,103.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SACL11   ,CUURA214SACL11   ,"Commodities less food and beverages in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1975-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.1,62.7,65.9,75.5,85.4,91.5,94.6,101.2,104.3,106.7,103.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SAD      ,CUURA214SAD      ,"Durables in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1966-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.1,40.0,41.1,42.7,44.4,45.6,46.0,49.4,55.6,59.3,62.6,66.1,75.4,83.1,88.7,92.9,100.9,106.1,108.2,108.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SAF      ,CUURA214SAF      ,"Food and beverages in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1975-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.9,67.0,74.6,82.6,89.6,95.0,97.5,99.2,103.3,106.0,109.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SAF1     ,CUURA214SAF1     ,"Food in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1917-M12,1986-M13,,,,18.5,20.3,23.4,17.3,15.8,16.2,16.2,17.9,18.4,17.3,17.2,17.7,16.9,13.9,11.4,11.3,12.7,13.8,13.8,14.4,13.3,12.8,12.5,13.8,16.2,18.1,17.8,18.1,20.5,25.2,27.1,25.7,26.0,29.0,29.5,28.7,28.3,27.8,28.1,29.0,29.8,29.2,29.4,29.9,30.3,30.6,31.4,32.6,34.4,34.6,36.0,38.0,40.1,41.0,42.7,48.9,56.2,61.5,62.5,66.7,74.5,82.7,89.8,95.2,97.6,99.1,103.3,105.9,109.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SAF11    ,CUURA214SAF11    ,"Food at home in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1953-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,30.5,29.6,29.9,30.9,31.8,30.8,31.0,31.5,31.9,32.2,33.2,34.5,36.3,36.0,37.3,39.2,41.2,41.8,43.8,51.1,59.0,64.6,64.8,68.1,76.2,84.1,91.4,96.4,98.6,98.8,102.6,105.2,109.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SAF116   ,CUURA214SAF116   ,"Alcoholic beverages in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1975-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.5,70.4,75.8,81.5,86.2,91.6,96.4,100.2,103.4,108.1,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SAG      ,CUURA214SAG      ,"Other goods and services in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1975-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.7,61.4,64.7,69.9,76.7,84.5,91.3,100.6,108.1,115.7,125.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SAH      ,CUURA214SAH      ,"Housing in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1975-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.7,56.6,61.5,72.1,82.7,89.5,93.8,101.2,105.0,107.6,109.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SAH1     ,CUURA214SAH1     ,"Shelter in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1952-M10,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9,24.5,25.1,25.2,25.5,25.7,26.2,26.6,26.9,27.1,27.4,27.5,27.9,28.6,29.5,30.6,32.7,35.8,37.2,38.8,39.3,42.9,48.3,51.2,54.7,60.1,73.2,85.6,91.9,93.0,100.8,106.2,111.4,115.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SAH2     ,CUURA214SAH2     ,"Fuels and utilities in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1952-M10,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6,21.0,22.2,22.4,22.8,23.6,24.0,24.9,25.2,25.8,25.9,26.8,26.9,26.7,26.7,27.4,28.4,30.0,30.2,30.9,32.3,35.4,39.4,43.9,50.6,54.2,60.7,67.0,76.1,92.0,102.4,105.6,102.7,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SAH21    ,CUURA214SAH21    ,"Household energy in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.2,46.2,50.1,58.9,67.7,76.5,93.6,103.2,103.2,97.4,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SAH3     ,CUURA214SAH3     ,"Household furnishings and operations in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1975-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.9,70.2,74.1,77.8,85.5,91.8,97.4,100.8,101.8,104.4,105.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SAM      ,CUURA214SAM      ,"Medical care in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1947-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,11.9,12.2,12.4,13.0,13.7,14.0,15.6,15.9,16.6,17.7,19.0,20.0,20.3,21.1,21.5,21.7,22.8,24.0,25.3,27.2,28.9,30.4,31.8,33.8,35.1,36.7,40.1,43.6,47.3,51.8,56.7,63.7,70.9,79.7,91.0,101.1,107.8,111.7,117.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SAN      ,CUURA214SAN      ,"Nondurables in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1966-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.8,37.2,39.5,41.0,42.5,43.8,47.7,54.5,59.1,60.9,64.9,69.8,79.0,89.3,95.4,97.3,100.0,102.7,105.5,103.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SANL1    ,CUURA214SANL1    ,"Nondurables less food in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1966-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,38.4,41.0,42.0,44.0,45.0,46.8,52.9,57.0,59.6,63.4,65.9,75.9,88.8,95.6,97.0,100.7,102.3,105.1,99.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SANL11   ,CUURA214SANL11   ,"Nondurables less food and beverages in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1975-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.9,62.9,65.3,75.6,89.0,95.9,97.0,100.8,102.2,104.9,98.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SAS      ,CUURA214SAS      ,"Services in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1966-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.6,31.2,33.1,36.0,37.6,38.7,39.7,43.0,47.0,50.7,55.0,59.9,69.0,79.7,87.8,94.5,100.4,105.1,108.9,112.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SASL2RS  ,CUURA214SASL2RS  ,"Services less rent of shelter in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982.12=100,1982-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.3,107.7,110.8,113.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SASL5    ,CUURA214SASL5    ,"Services less medical care services in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1966-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.4,31.9,33.8,37.0,38.5,39.5,40.5,43.6,47.7,51.4,55.6,60.5,69.9,80.9,89.0,94.9,100.3,104.8,108.6,111.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SAT      ,CUURA214SAT      ,"Transportation in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1947-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2,20.2,21.5,21.9,23.2,25.4,26.0,25.2,25.0,25.4,27.6,29.1,30.6,30.6,30.6,31.3,31.3,31.6,33.8,34.5,34.7,35.5,37.2,38.2,41.0,41.0,42.6,47.3,51.5,55.5,59.2,62.1,72.3,85.0,93.2,97.5,99.5,103.0,106.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SAT1     ,CUURA214SAT1     ,"Private transportation in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1947-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8,22.9,24.0,24.0,25.3,27.2,27.7,26.8,26.5,26.5,28.6,29.7,31.4,31.2,31.2,31.9,31.7,31.5,34.0,34.8,34.9,35.6,37.3,37.8,40.7,40.9,42.5,47.5,51.8,56.1,59.9,62.9,73.5,86.3,94.4,97.9,99.2,103.0,106.5,99.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SEFV     ,CUURA214SEFV     ,"Food away from home in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1952-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,22.4,23.0,23.4,24.3,24.7,25.2,25.5,26.0,26.3,26.7,27.1,27.9,29.6,31.1,32.8,34.9,37.8,39.4,40.4,43.6,49.2,53.8,57.3,63.9,71.0,80.0,87.0,92.9,95.5,99.7,104.8,106.8,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SEHA     ,CUURA214SEHA     ,"Rent of primary residence in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1917-M12,1986-M13,,,,30.4,33.2,41.1,49.1,47.8,46.4,44.6,41.9,40.3,38.4,37.1,35.9,35.5,34.8,32.1,27.7,26.0,25.7,26.1,26.8,27.4,27.3,27.4,27.9,29.1,29.2,29.4,29.5,29.7,31.2,33.7,35.7,37.6,38.8,40.3,42.8,45.2,46.3,46.6,46.9,47.2,47.7,48.3,48.8,48.8,49.1,49.3,49.5,49.7,50.1,50.6,51.7,53.2,54.6,55.4,56.4,57.7,59.7,62.1,65.8,69.9,74.7,80.3,87.1,93.8,99.8,106.5,113.6,117.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SEHC     ,CUURA214SEHC     ,"Owners' equivalent rent of residences in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982.12=100,1982-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.7,107.7,112.1,115.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SEHC01   ,CUURA214SEHC01   ,"Owners' equivalent rent of primary residence in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982.12=100,1982-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.7,107.7,112.1,115.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SEHF     ,CUURA214SEHF     ,"Energy services in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1935-M03,1986-M13,,,,,,,,,,,,,,,,,,,,,21.1,21.2,21.0,20.1,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.3,15.8,13.7,13.8,14.0,14.3,14.9,15.0,15.6,17.4,17.6,17.5,17.5,17.7,19.2,18.8,19.1,19.1,20.3,20.5,20.3,20.3,20.6,21.2,22.9,23.0,23.4,24.3,27.9,32.5,37.9,45.9,50.0,58.7,66.8,75.5,93.3,103.4,103.4,97.4,94.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SEHF01   ,CUURA214SEHF01   ,"Electricity in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1971-M05,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.9,35.6,42.0,49.6,55.3,59.6,67.9,81.2,86.1,90.6,94.4,100.5,105.0,106.6,108.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SEHF02   ,CUURA214SEHF02   ,"Utility (piped) gas service in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1971-M05,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6,17.4,19.7,22.6,27.3,35.8,37.4,42.8,53.3,64.8,92.5,105.3,102.2,91.0,84.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SETB     ,CUURA214SETB     ,"Motor fuel in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.7,73.8,99.9,109.0,103.4,99.3,97.4,98.4,71.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SETB01   ,CUURA214SETB01   ,"Gasoline (all types) in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.7,73.9,100.0,109.1,103.5,99.3,97.2,98.3,71.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SS47014  ,CUURA214SS47014  ,"Gasoline, unleaded regular in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,51.4,53.6,73.7,99.6,108.8,103.5,99.3,97.3,98.3,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA214SS47016  ,CUURA214SS47016  ,"Gasoline, unleaded premium in Kansas City, MO-KS, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1981-M08,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5,97.6,100.6,77.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
