index,Index,Label,unit,start,last,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
CUURA210SANL1    ,CUURA210SANL1    ,"Nondurables less food in Cleveland-Akron, OH, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1966-M11,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5,40.6,42.6,44.9,46.2,47.3,49.1,55.0,58.9,61.5,64.2,66.6,74.7,86.0,95.4,98.6,100.1,101.3,103.0,97.9,102.9,104.9,112.3,120.8,126.0,128.0,130.5,133.6,134.6,136.7,137.6,137.7,140.2,149.7,152.8,149.7,153.1,161.5,173.6,176.6,184.26,198.722,183.15400000000002,198.033,215.255,222.36700000000002,221.045,220.324,202.80200000000002,199.50900000000001,204.282
CUURA210SANL11   ,CUURA210SANL11   ,"Nondurables less food and beverages in Cleveland-Akron, OH, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1975-M11,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.9,63.8,66.2,74.4,86.0,95.3,98.6,100.1,101.3,102.9,97.3,102.6,104.5,112.1,121.1,125.7,127.7,130.3,133.6,134.6,136.6,137.4,137.6,140.0,149.9,153.2,150.0,153.4,162.2,174.9,177.8,185.81799999999998,201.138,183.785,199.6,218.01,225.516,223.83700000000002,222.894,203.88299999999998,200.27,205.032
CUURA210SAR      ,CUURA210SAR      ,"Recreation in Cleveland-Akron, OH, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,100.3,100.4,101.9,99.8,100.4,102.6,104.1,104.6,107.444,110.564,114.823,113.90700000000001,112.17399999999999,114.544,115.35,115.995,116.959,116.65899999999999,119.542
CUURA210SAS      ,CUURA210SAS      ,"Services in Cleveland-Akron, OH, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1966-M11,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2,27.1,29.3,32.0,33.5,34.5,35.8,39.3,43.1,45.4,50.0,54.2,61.8,73.4,82.3,92.7,101.8,105.5,110.1,115.0,117.8,122.7,128.7,134.6,140.8,144.8,149.0,153.4,158.0,163.8,170.0,175.5,178.6,185.1,192.8,194.9,199.7,206.2,212.6,217.3,222.345,228.326,228.172,230.955,234.328,236.99900000000002,242.295,247.725,251.796,254.843,259.607
CUURA210SASL2RS  ,CUURA210SASL2RS  ,"Services less rent of shelter in Cleveland-Akron, OH, all urban consumers, not seasonally adjusted",Index base: 1982.12=100,1982-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.5,107.3,111.2,116.0,118.0,122.3,128.7,135.0,141.0,143.8,148.3,153.8,158.7,164.2,172.1,175.4,177.6,184.6,195.3,192.6,204.0,212.5,225.2,230.8,236.1,248.674,247.704,254.968,259.75,262.09,267.684,272.312,274.842,275.585,281.15
CUURA210SASL5    ,CUURA210SASL5    ,"Services less medical care services in Cleveland-Akron, OH, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1966-M11,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9,27.8,29.8,32.6,33.9,35.0,36.2,39.7,43.4,45.4,49.6,53.6,61.6,73.6,82.5,93.0,101.8,105.2,109.9,114.1,116.6,121.6,127.6,133.0,138.8,142.6,146.3,150.4,154.6,160.2,166.8,172.6,175.3,181.4,189.2,191.2,195.3,201.6,207.0,211.0,214.878,219.845,219.21400000000003,220.94400000000002,223.46200000000002,225.515,230.761,236.476,239.887,242.144,246.685
CUURA210SAT      ,CUURA210SAT      ,"Transportation in Cleveland-Akron, OH, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1947-M01,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9,21.8,23.1,23.1,24.6,26.0,26.3,25.8,25.6,26.7,28.5,29.0,30.1,30.3,31.0,31.4,31.5,32.1,32.6,32.9,33.9,35.5,37.0,39.5,42.2,42.7,44.1,49.4,52.1,54.4,57.8,60.8,69.2,80.9,92.0,96.9,99.5,103.6,105.6,101.2,103.9,107.3,113.0,119.4,123.1,124.1,125.0,128.6,133.1,138.5,141.8,141.8,143.6,152.0,154.5,152.6,158.1,166.2,177.6,183.3,189.99900000000002,200.16,181.755,195.46099999999998,214.834,217.502,215.771,212.676,197.45,191.106,191.75099999999998
CUURA210SAT1     ,CUURA210SAT1     ,"Private transportation in Cleveland-Akron, OH, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1947-M01,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7,23.1,24.3,23.9,25.0,26.5,26.9,26.2,25.6,26.5,28.5,29.0,30.1,30.4,30.8,31.1,31.0,31.5,31.9,32.2,33.0,34.5,35.6,37.9,39.9,40.1,41.1,46.8,50.3,55.4,59.0,62.2,71.1,82.7,93.2,97.3,99.3,103.4,105.4,100.6,103.7,107.3,113.9,120.7,124.2,125.1,125.4,129.4,133.6,138.5,141.6,142.2,143.5,151.9,154.7,153.0,158.7,166.9,178.6,184.5,191.06,201.35,182.551,196.095,215.602,218.825,216.668,214.08900000000003,198.513,191.429,191.77599999999998
CUURA210SATCLTB  ,CUURA210SATCLTB  ,"Transportation commodities less motor fuel in Cleveland-Akron, OH, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2010-M01,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.396,105.03299999999999,106.337,106.01899999999999,105.417,106.68799999999999,105.345,102.235
CUURA210SEFV     ,CUURA210SEFV     ,"Food away from home in Cleveland-Akron, OH, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1952-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,23.0,23.4,24.3,25.2,25.8,26.1,26.9,27.3,27.6,28.0,28.5,29.2,30.6,32.1,34.1,36.1,38.2,40.0,41.0,44.2,50.2,55.5,59.5,64.0,67.4,73.8,81.4,90.0,93.6,99.6,106.8,109.2,111.8,115.6,125.4,131.7,137.5,142.1,145.6,149.4,155.1,160.9,165.5,169.4,175.2,179.3,182.1,189.0,193.5,197.7,202.5,207.8,215.1,223.6,232.28400000000002,237.304,238.275,244.602,252.678,257.474,262.668,270.121,275.046,279.284
CUURA210SEHA     ,CUURA210SEHA     ,"Rent of primary residence in Cleveland-Akron, OH, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1914-M12,2017-M13,21.4,21.5,22.8,24.4,27.0,33.2,39.4,36.8,37.4,38.2,37.8,36.9,36.0,34.8,34.1,33.5,31.6,27.6,22.9,21.4,21.6,22.1,24.1,25.5,25.5,25.6,26.4,27.7,27.6,27.8,28.0,28.2,29.3,30.9,32.0,33.0,34.4,36.3,39.7,43.2,44.3,46.3,48.2,49.1,49.1,49.4,49.6,49.5,49.4,49.3,49.3,49.6,50.2,51.0,52.2,53.9,55.9,56.7,57.7,59.5,62.1,65.6,70.1,75.1,79.7,85.7,90.2,95.6,100.2,104.2,109.7,115.1,117.8,122.0,125.2,129.6,137.8,142.3,146.0,148.5,152.8,157.2,162.5,170.2,173.2,178.8,184.8,190.4,194.7,199.2,201.0,203.1,207.6,207.899,212.354,214.942,217.637,221.293,225.6,228.63,232.91,237.455,244.21400000000003
CUURA210SEHC     ,CUURA210SEHC     ,"Owners' equivalent rent of residences in Cleveland-Akron, OH, all urban consumers, not seasonally adjusted",Index base: 1982.12=100,1982-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3,105.4,111.0,116.1,120.3,126.5,129.9,134.8,140.9,145.9,149.7,153.7,158.2,164.3,169.6,177.8,182.6,187.7,191.0,198.6,201.0,203.3,204.6,206.9,210.61700000000002,209.643,210.80599999999998,211.46599999999998,213.545,216.25,220.047,224.59099999999998,228.328,233.815,240.158
CUURA210SEHC01   ,CUURA210SEHC01   ,"Owners' equivalent rent of primary residence in Cleveland-Akron, OH, all urban consumers, not seasonally adjusted",Index base: 1982.12=100,1982-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3,105.4,111.0,116.1,120.3,126.5,129.9,134.8,140.9,145.9,149.7,153.7,158.2,164.3,169.6,177.8,182.6,187.7,191.0,198.6,201.0,203.3,204.6,206.9,210.61700000000002,209.643,210.80599999999998,211.46599999999998,213.545,216.25,220.047,224.59099999999998,228.328,233.815,240.158
CUURA210SEHF     ,CUURA210SEHF     ,"Energy services in Cleveland-Akron, OH, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1935-M03,2017-M13,,,,,,,,,,,,,,,,,,,,,14.7,14.7,14.5,14.4,17.1,17.1,16.8,16.8,16.8,16.5,15.8,15.8,15.3,15.9,15.9,15.9,15.9,16.0,16.7,16.8,17.1,17.6,18.1,18.1,18.2,19.5,19.5,19.5,19.5,19.7,21.3,21.3,21.2,21.0,21.0,22.6,25.3,26.1,26.5,31.4,35.8,40.2,49.2,51.5,58.4,68.0,76.2,90.7,105.9,103.4,104.5,104.4,100.7,100.5,107.0,109.5,110.6,108.2,113.8,117.5,114.3,120.4,128.8,127.4,124.5,135.6,155.4,129.7,154.8,163.5,188.3,193.4,183.775,210.18900000000002,175.05599999999995,177.04,171.06400000000005,156.972,162.237,169.828,159.32299999999995,148.674,158.372
CUURA210SEHF01   ,CUURA210SEHF01   ,"Electricity in Cleveland-Akron, OH, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1971-M05,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,33.7,43.5,46.3,47.9,56.5,60.6,66.9,72.4,85.4,95.1,102.9,102.0,103.9,108.1,107.1,106.0,116.0,124.3,130.2,130.1,131.8,135.4,136.0,139.7,140.8,141.0,141.6,141.1,135.5,134.4,133.3,133.6,134.2,141.5,142.263,149.129,154.196,161.102,159.609,162.388,163.505,168.243,177.863,168.514,173.132
CUURA210SEHF02   ,CUURA210SEHF02   ,"Utility (piped) gas service in Cleveland-Akron, OH, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1971-M05,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8,22.1,25.2,29.8,34.6,42.9,45.3,52.7,65.0,70.1,87.8,107.9,104.3,104.8,101.8,95.6,96.2,99.8,97.4,94.4,90.2,98.9,102.9,96.3,104.4,119.1,115.2,108.3,132.2,179.9,128.2,179.7,196.3,247.9,247.3,225.358,275.093,187.31400000000002,183.511,170.263,133.167,142.86,153.66,118.118,106.84200000000001,122.027
CUURA210SETB     ,CUURA210SETB     ,"Motor fuel in Cleveland-Akron, OH, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1978-M02,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.1,92.2,105.3,102.4,100.1,97.6,97.4,76.1,81.7,83.2,92.0,106.2,104.9,103.8,101.9,103.8,105.0,114.7,112.4,100.0,109.6,139.1,137.8,134.3,154.6,183.7,224.9,250.0,275.801,319.7940000000001,232.58900000000003,275.293,348.595,359.80400000000014,354.99800000000016,341.254,240.66400000000002,215.016,236.16099999999997
CUURA210SETB01   ,CUURA210SETB01   ,"Gasoline (all types) in Cleveland-Akron, OH, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1978-M02,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.2,92.4,105.4,102.5,100.2,97.3,97.2,75.8,81.4,83.0,91.7,105.8,104.5,103.4,101.3,103.2,104.6,114.1,111.7,99.1,108.7,137.9,136.7,133.3,153.5,182.3,223.1,248.0,273.65,316.315,231.18599999999998,273.779,346.408,356.81699999999995,351.856,337.464,237.99200000000002,212.739,233.622
CUURA210SS47014  ,CUURA210SS47014  ,"Gasoline, unleaded regular in Cleveland-Akron, OH, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5,48.3,50.8,68.1,92.6,106.5,102.6,100.1,97.4,97.2,74.9,80.3,81.3,89.7,103.9,103.5,102.7,100.1,101.9,103.1,113.3,110.8,97.4,107.0,137.1,134.9,129.2,148.5,176.5,215.3,239.6,265.031,307.664,224.76,266.517,337.7290000000001,347.906,342.621,327.43,227.454,200.304,220.02700000000002
CUURA210SS47015  ,CUURA210SS47015  ,"Gasoline, unleaded midgrade in Cleveland-Akron, OH, all urban consumers, not seasonally adjusted",Index base: 1993.12=100,1993-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.8,108.0,116.8,114.4,102.2,112.0,141.0,139.4,137.0,156.1,186.0,230.3,255.8,280.653,322.272,236.41,278.915,351.42800000000005,361.733,357.44300000000015,345.26099999999997,250.342,229.46200000000002,249.865
CUURA210SS47016  ,CUURA210SS47016  ,"Gasoline, unleaded premium in Cleveland-Akron, OH, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1981-M08,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5,99.0,100.1,82.5,85.9,88.5,97.6,111.4,107.3,105.7,104.8,107.3,108.1,116.0,113.7,102.9,112.0,139.2,139.2,134.6,151.6,178.8,220.0,242.8,266.004,305.089,226.085,265.07,331.474,340.79699999999997,337.1740000000001,327.973,246.33,234.39700000000002,255.56400000000002
CUURA212AA0      ,CUURA212AA0      ,"All items - old base in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1967=100,1935-M03,1986-M13,,,,,,,,,,,,,,,,,,,,,41.3,42.1,43.8,42.7,41.6,41.7,43.9,48.4,51.3,52.1,53.3,57.5,66.9,72.4,71.5,73.8,80.9,83.4,83.7,83.7,83.6,84.9,87.8,89.0,89.0,90.2,90.8,92.0,92.9,93.9,95.8,98.0,100.0,103.5,109.5,115.8,120.1,123.7,131.5,144.1,157.0,167.1,177.9,192.3,218.8,251.5,280.1,296.3,309.5,320.6,330.5,331.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SA0      ,CUURA212SA0      ,"All items in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1935-M03,1986-M13,,,,,,,,,,,,,,,,,,,,,13.4,13.6,14.2,13.8,13.5,13.5,14.2,15.7,16.6,16.9,17.3,18.6,21.7,23.4,23.1,23.9,26.2,27.0,27.1,27.1,27.1,27.5,28.4,28.8,28.8,29.2,29.4,29.8,30.1,30.4,31.0,31.7,32.4,33.5,35.5,37.5,38.9,40.1,42.6,46.7,50.8,54.1,57.6,62.3,70.8,81.4,90.7,95.9,100.2,103.8,107.0,107.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SA0E     ,CUURA212SA0E     ,"Energy in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9,62.1,80.8,93.6,98.7,100.4,100.9,100.1,86.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SA0L1E   ,CUURA212SA0L1E   ,"All items less food and energy in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1982-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.9,100.3,104.8,108.6,111.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SA0L2    ,CUURA212SA0L2    ,"All items less shelter in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1975-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.6,62.2,66.6,74.0,82.4,91.2,96.9,100.0,103.1,105.6,104.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SA0L5    ,CUURA212SA0L5    ,"All items  less medical care in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1966-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.6,33.7,35.6,37.7,39.0,40.3,42.8,46.9,51.1,54.2,57.6,62.3,70.9,81.6,90.9,96.0,100.2,103.7,106.9,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SA0LE    ,CUURA212SA0LE    ,"All items less energy in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8,71.9,81.4,90.3,95.5,100.2,104.2,108.0,110.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SAA      ,CUURA212SAA      ,"Apparel in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1952-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,39.5,39.3,40.3,40.9,40.9,41.3,41.8,42.0,42.2,42.2,42.8,43.5,44.2,45.8,47.7,51.7,55.9,56.9,58.1,60.9,64.9,70.0,74.2,77.5,78.3,82.2,87.5,92.3,96.9,101.8,101.3,103.4,105.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SAC      ,CUURA212SAC      ,"Commodities in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1966-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,36.9,38.9,40.5,41.8,43.0,46.3,51.6,56.0,59.0,62.3,67.1,76.2,85.9,93.0,96.9,100.2,103.0,105.4,103.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SACL1    ,CUURA212SACL1    ,"Commodities less food in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1966-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.9,37.7,39.7,41.5,43.0,43.7,45.4,50.1,54.4,57.5,60.7,64.6,73.9,85.4,92.2,96.2,100.4,103.4,105.1,101.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SACL11   ,CUURA212SACL11   ,"Commodities less food and beverages in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1975-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.8,60.1,64.1,73.6,85.3,92.1,96.1,100.4,103.5,105.2,100.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SAD      ,CUURA212SAD      ,"Durables in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1966-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4,40.5,41.9,43.1,44.8,45.1,45.8,48.2,52.4,55.4,58.5,64.0,73.2,83.5,88.9,93.4,100.8,105.9,107.6,107.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SAF      ,CUURA212SAF      ,"Food and beverages in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1975-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.4,66.9,73.4,81.6,87.2,94.9,98.5,99.6,101.9,105.7,107.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SAF1     ,CUURA212SAF1     ,"Food in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1935-M03,1986-M13,,,,,,,,,,,,,,,,,,,,,12.9,13.3,14.0,13.0,12.3,12.5,13.6,15.8,17.7,17.6,18.0,20.5,25.1,27.6,26.5,27.1,29.9,30.6,29.7,29.4,28.8,29.0,29.9,30.9,30.1,30.8,31.2,31.6,31.8,31.8,32.6,34.5,34.7,35.8,37.9,39.2,40.1,41.8,48.0,54.8,59.6,62.4,65.9,73.0,81.5,87.0,94.9,98.3,99.5,102.1,105.9,107.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SAF11    ,CUURA212SAF11    ,"Food at home in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1952-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.3,31.9,31.1,31.1,32.1,33.3,32.2,33.0,33.4,33.6,33.8,33.7,34.7,36.8,36.6,37.8,40.0,41.0,41.8,43.5,50.8,58.2,63.2,65.7,68.7,75.2,83.6,88.6,96.5,98.9,99.3,101.7,104.7,108.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SAF116   ,CUURA212SAF116   ,"Alcoholic beverages in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1975-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.2,78.1,78.7,83.1,90.5,95.4,100.1,100.4,99.4,102.9,110.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SAG      ,CUURA212SAG      ,"Other goods and services in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1975-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.9,63.1,66.5,70.5,75.7,83.2,92.4,100.8,106.8,113.1,121.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SAH      ,CUURA212SAH      ,"Housing in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1975-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.4,50.9,55.9,65.2,78.2,88.3,94.0,100.7,105.1,108.5,109.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SAH1     ,CUURA212SAH1     ,"Shelter in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1952-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6,22.8,23.3,24.1,25.0,24.7,24.5,24.8,24.8,24.9,24.7,25.1,26.0,26.2,27.0,28.4,30.4,32.5,34.1,35.0,35.7,37.5,40.9,43.5,46.9,52.4,63.4,78.7,88.9,93.2,100.7,105.9,111.9,116.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SAH2     ,CUURA212SAH2     ,"Fuels and utilities in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1952-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7,20.6,20.6,20.8,21.5,21.9,22.4,22.8,23.3,23.6,24.0,24.3,24.5,24.2,24.3,24.4,25.4,27.3,28.1,30.0,31.9,35.8,40.3,45.1,49.7,52.7,59.9,70.8,84.4,94.5,100.5,105.0,104.6,97.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SAH21    ,CUURA212SAH21    ,"Household energy in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9,47.0,49.9,57.9,71.0,85.2,96.2,101.4,102.4,100.9,94.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SAH3     ,CUURA212SAH3     ,"Household furnishings and operations in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1975-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,69.9,75.7,79.5,84.1,90.2,96.6,100.8,102.6,103.8,104.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SAM      ,CUURA212SAM      ,"Medical care in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1946-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8,13.6,14.2,14.9,16.5,17.3,17.9,19.0,19.5,19.9,21.4,22.1,22.5,23.1,23.2,23.4,23.9,24.4,25.3,26.7,28.8,30.4,32.6,34.3,36.3,36.9,38.6,42.4,47.1,52.6,57.3,61.9,69.3,77.9,86.7,93.7,100.6,105.7,109.3,114.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SAN      ,CUURA212SAN      ,"Nondurables in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1966-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.2,36.1,38.4,40.1,41.3,42.7,46.9,53.3,57.7,60.8,64.3,68.6,77.5,86.8,95.1,98.4,99.7,101.8,104.5,102.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUURA212SANL1    ,CUURA212SANL1    ,"Nondurables less food in Milwaukee-Racine, WI, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1966-M11,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.7,36.3,38.8,40.9,42.3,43.3,45.6,51.7,56.1,59.3,62.6,64.5,73.8,86.8,95.2,98.5,100.0,101.5,103.3,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
