index,Index,Label,unit,start,last,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
CUURS100SAH2     ,CUURS100SAH2     ,"Fuels and utilities in Northeast - Size Class A, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.9,66.2,78.5,92.0,97.2,99.2,103.6,103.8,98.8,96.1,95.9,101.0,107.0,110.3,112.2,115.4,117.3,118.6,122.5,125.3,122.4,121.2,130.8,140.9,130.7,145.5,154.1,174.8,192.6,200.513,225.206,207.537,211.23,217.854,211.984,215.511,219.924,204.892,199.08900000000003,209.233,219.562,219.06900000000002,215.21400000000003
CUURS100SAH21    ,CUURS100SAH21    ,"Household energy in Northeast - Size Class A, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.2,63.4,78.6,93.5,97.9,99.3,102.8,102.1,94.7,91.3,90.7,96.2,103.3,104.7,106.2,109.8,112.1,112.9,117.5,120.1,116.5,114.8,124.8,135.5,123.9,139.3,147.8,169.7,187.9,195.171,220.87,199.701,201.61,207.011,199.03599999999997,202.024,205.761,188.55,181.077,191.05599999999998,201.16099999999997,199.332,193.555
CUURS100SAH3     ,CUURS100SAH3     ,"Household furnishings and operations in Northeast - Size Class A, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,79.6,86.3,92.7,97.5,100.1,102.4,103.5,104.6,107.5,109.2,111.3,113.2,117.0,120.0,121.7,123.6,126.5,128.5,127.0,128.1,129.1,130.7,132.3,130.4,128.0,128.3,129.7,131.5,129.747,128.63299999999998,127.68799999999999,124.678,124.435,125.764,124.25,121.726,120.05799999999999,117.796,116.304,115.561,117.229,117.928
CUURS100SAH31    ,CUURS100SAH31    ,"Household furnishings and supplies in Northeast - Size Class A, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.93299999999999,97.963,98.76700000000001,96.863,94.06700000000001,91.741,89.227,87.256,85.988,87.265,87.266
CUURS100SAM      ,CUURS100SAM      ,"Medical care in Northeast - Size Class A, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,69.5,76.4,83.7,91.6,100.1,108.2,116.6,125.9,135.0,144.1,155.5,170.8,186.0,200.0,210.9,220.4,229.9,239.6,248.1,258.8,269.7,280.9,295.5,309.6,320.5,332.7,345.6,360.4,378.26099999999997,390.222,398.4,410.056,422.256,438.19699999999995,451.809,460.619,474.131,492.05400000000003,503.194,516.031,538.866,559.22
CUURS100SAN      ,CUURS100SAN      ,"Nondurables in Northeast - Size Class A, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.3,77.1,87.2,94.9,97.8,99.7,102.6,105.2,104.8,109.8,113.7,119.8,128.0,132.3,134.6,137.0,138.1,140.9,144.8,147.3,147.7,151.7,158.4,160.1,160.9,165.4,173.0,181.5,187.6,193.352,206.12099999999998,199.975,207.03400000000002,220.704,226.248,226.702,227.546,219.771,217.291,222.488,228.69799999999998,228.28900000000002,227.618
CUURS100SANL1    ,CUURS100SANL1    ,"Nondurables less food in Northeast - Size Class A, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.5,75.3,88.5,96.9,98.1,100.1,101.9,103.8,98.6,102.7,105.3,110.1,119.0,123.7,126.5,128.3,127.6,128.9,132.8,135.0,133.2,137.0,147.0,145.7,144.8,149.7,157.4,168.5,175.3,179.067,193.055,178.28,188.982,206.774,211.74200000000002,210.328,208.331,190.334,185.083,192.135,199.014,194.981,185.62099999999998
CUURS100SANL11   ,CUURS100SANL11   ,"Nondurables less food and beverages in Northeast - Size Class A, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.1,75.1,88.7,97.3,98.2,100.0,101.8,103.6,97.8,101.9,104.2,108.9,118.0,122.1,124.9,126.8,125.8,127.0,130.9,132.8,130.7,134.4,144.8,143.2,141.8,146.8,154.6,166.1,173.1,176.71599999999995,191.051,174.983,186.12099999999998,204.755,209.764,208.047,205.84599999999998,186.532,180.82299999999998,188.271,195.33900000000003,190.93400000000003,180.584
CUURS100SAR      ,CUURS100SAR      ,"Recreation in Northeast - Size Class A, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3,103.8,105.6,106.8,108.3,110.6,111.4,113.0,114.3,114.463,116.512,118.65700000000001,117.66799999999999,116.81,118.87100000000001,119.499,119.301,119.787,120.235,123.177,122.427,124.852,128.726
CUURS100SAS      ,CUURS100SAS      ,"Services in Northeast - Size Class A, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4,69.5,77.9,87.2,94.3,99.7,106.0,111.7,118.3,124.5,132.3,140.3,149.0,157.0,163.9,169.7,175.1,180.2,185.9,191.8,196.7,201.0,207.6,216.4,225.2,234.1,242.8,251.7,262.5,270.365,279.16900000000004,283.901,286.972,291.377,296.741,303.969,310.488,316.492,323.848,330.999,337.616,346.152,353.45099999999996
CUURS100SASL2RS  ,CUURS100SASL2RS  ,"Services less rent of shelter in Northeast - Size Class A, all urban consumers, not seasonally adjusted",Index base: 1982.12=100,1982-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.2,110.3,115.3,120.8,125.4,130.9,139.2,147.8,156.3,163.8,171.5,177.4,183.2,189.6,195.3,198.8,202.0,208.1,217.5,221.5,231.2,238.0,248.1,257.6,264.216,276.522,281.579,286.87,291.9790000000001,296.452,304.663,308.91,312.119,317.998,324.263,329.324,337.436,344.603
CUURS100SASL5    ,CUURS100SASL5    ,"Services less medical care services in Northeast - Size Class A, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5,69.5,78.0,87.6,94.6,99.7,105.8,111.2,117.5,123.4,131.0,138.8,147.0,154.4,160.7,166.2,171.2,175.9,181.2,186.8,191.4,195.4,201.6,209.9,218.3,226.9,235.2,243.8,254.2,261.496,269.983,274.49,277.092,281.121,285.862,292.633,299.02,304.535,311.127,317.879,323.936,331.124,337.095
CUURS100SAT      ,CUURS100SAT      ,"Transportation in Northeast - Size Class A, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5,70.5,82.8,92.9,96.4,99.3,104.3,107.1,104.1,107.5,111.3,115.8,122.1,126.5,130.0,134.8,138.8,142.9,147.6,149.3,146.5,148.3,156.5,157.1,155.1,160.5,166.0,176.0,181.9,183.704,194.956,181.215,194.456,213.96400000000003,218.623,220.795,219.638,202.922,199.137,204.792,211.762,210.50099999999998,203.285
CUURS100SAT1     ,CUURS100SAT1     ,"Private transportation in Northeast - Size Class A, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5,72.4,85.0,94.4,96.8,99.4,103.8,106.4,101.8,105.1,109.2,113.6,118.8,123.1,126.3,130.3,134.8,139.1,142.8,144.4,141.1,143.1,151.5,151.7,149.4,154.5,160.2,170.0,175.7,177.55900000000003,188.37599999999998,174.542,187.498,206.86700000000002,211.717,212.02200000000002,211.313,193.426,189.424,195.96900000000002,204.138,202.445,197.521
CUURS100SATCLTB  ,CUURS100SATCLTB  ,"Transportation commodities less motor fuel in Northeast - Size Class A, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.83200000000001,104.541,106.26899999999999,106.729,106.956,107.24,106.23100000000001,104.40100000000001,105.194,106.167,108.226
CUURS100SEEB     ,CUURS100SEEB     ,"Tuition, other school fees, and childcare in Northeast - Size Class A, all urban consumers, not seasonally adjusted",Index base: 1977.12=100,2017-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150.8039999999999,1175.588,1210.981,1246.288
CUURS100SEFJ     ,CUURS100SEFJ     ,"Dairy and related products in Northeast - Size Class A, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2017-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.36900000000003,231.084,235.612,244.298
CUURS100SEFV     ,CUURS100SEFV     ,"Food away from home in Northeast - Size Class A, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.7,72.8,80.7,89.6,95.6,99.7,104.7,110.1,116.2,122.0,126.8,133.5,138.8,142.7,144.2,146.4,148.4,152.1,155.3,158.9,162.9,167.6,171.2,176.1,180.6,184.1,189.5,194.3,201.2,209.457,218.861,225.953,228.592,234.71099999999998,240.794,244.34599999999998,249.388,255.12599999999998,262.70799999999997,268.309,275.747,283.0540000000001,293.992
CUURS100SEHA     ,CUURS100SEHA     ,"Rent of primary residence in Northeast - Size Class A, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.3,75.8,81.3,87.6,94.2,100.3,105.6,112.0,120.4,127.7,134.6,142.2,149.5,154.2,158.4,161.9,165.3,169.6,174.4,180.1,186.4,192.4,201.1,209.9,220.1,229.7,239.2,249.5,260.2,271.101,282.302,291.156,295.524,301.309,309.09,317.7870000000001,326.91,336.649,346.615,355.408,363.80400000000003,374.529,382.852
CUURS100SEHC     ,CUURS100SEHC     ,"Owners' equivalent rent of residences in Northeast - Size Class A, all urban consumers, not seasonally adjusted",Index base: 1982.12=100,1982-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.9,108.7,115.7,124.2,132.3,143.7,153.2,161.8,167.8,174.4,179.1,184.9,189.8,194.6,200.2,206.7,212.2,218.5,228.0,242.3,252.2,262.2,267.9,280.7,289.663,295.566,302.14799999999997,304.589,307.89599999999996,314.043,320.166,329.167,337.98800000000006,346.92800000000005,354.717,363.81699999999995,372.715,382.256
CUURS100SEHC01   ,CUURS100SEHC01   ,"Owners' equivalent rent of primary residence in Northeast - Size Class A, all urban consumers, not seasonally adjusted",Index base: 1982.12=100,1982-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.9,108.7,115.7,124.2,132.3,143.7,153.2,161.8,167.8,174.4,179.1,184.9,189.8,194.6,200.2,206.7,212.2,218.5,228.0,242.3,252.2,262.2,267.9,280.7,289.663,295.566,302.14799999999997,304.57099999999997,307.847,313.962,320.08799999999997,329.04699999999997,337.786,346.67,354.464,363.543,372.392,381.905
CUURS100SEHF     ,CUURS100SEHF     ,"Gas (piped) and electricity in Northeast - Size Class A, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,64.2,74.7,86.4,94.4,100.9,104.8,105.7,104.8,100.3,99.4,105.6,109.9,113.0,116.4,121.2,124.6,125.7,128.4,132.1,129.8,127.5,131.4,146.2,134.3,148.8,155.7,172.9,190.5,196.46,212.22799999999998,202.928,199.56099999999998,194.78,184.61599999999999,189.141,193.541,185.47299999999998,182.044,189.74099999999999,195.921,195.333,195.905
CUURS100SEHF01   ,CUURS100SEHF01   ,"Electricity in Northeast - Size Class A, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.7,67.1,78.8,92.8,96.4,98.1,105.6,106.5,107.7,105.2,105.3,111.5,117.5,122.4,125.1,130.3,130.6,134.6,136.7,137.2,133.6,130.8,132.3,136.7,128.6,135.6,140.0,152.0,168.2,178.554,189.90400000000002,193.02599999999998,193.857,191.201,187.28400000000002,190.75599999999997,198.87599999999998,199.378,194.74400000000003,197.745,201.079,197.763,200.94400000000002
CUURS100SEHF02   ,CUURS100SEHF02   ,"Utility (piped) gas service in Northeast - Size Class A, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.3,60.5,69.5,78.2,91.9,104.4,103.8,104.5,101.1,93.4,91.2,97.1,99.1,99.7,104.0,108.2,116.3,113.1,116.7,125.1,124.8,122.2,130.7,163.1,144.4,173.0,184.1,211.6,231.7,228.28799999999998,252.563,214.738,202.235,192.52599999999998,171.06599999999997,177.442,174.27900000000002,149.093,148.118,163.923,175.308,178.887,172.903
CUURS100SETA     ,CUURS100SETA     ,"New and used motor vehicles in Northeast - Size Class A, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,2017-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.601,95.251,95.36,97.265
CUURS100SETA01   ,CUURS100SETA01   ,"New vehicles in Northeast - Size Class A, all urban consumers, not seasonally adjusted",Index base: 1977.12=100,2017-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.543,199.06,200.35299999999998,202.576
CUURS100SETA02   ,CUURS100SETA02   ,"Used cars and trucks in Northeast - Size Class A, all urban consumers, not seasonally adjusted",Index base: 1977.12=100,2017-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.308,275.474,278.868,288.384
CUURS100SETB     ,CUURS100SETB     ,"Motor fuel in Northeast - Size Class A, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9,71.5,99.9,110.4,103.2,99.6,97.2,98.6,77.1,79.4,80.9,87.9,100.2,101.7,99.7,97.2,97.0,99.0,103.2,104.1,89.7,96.7,125.9,120.8,111.4,131.0,153.7,186.6,212.4,225.051,265.608,193.62099999999998,228.425,291.70599999999996,303.072,293.367,282.876,200.692,179.532,209.03400000000002,237.19799999999998,225.74099999999999,193.451
CUURS100SETB01   ,CUURS100SETB01   ,"Gasoline (all types) in Northeast - Size Class A, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,71.6,100.0,110.5,103.2,99.7,97.1,98.7,77.1,79.5,81.0,87.8,100.0,101.8,100.0,97.0,96.5,98.6,102.6,103.6,89.2,96.1,125.1,120.0,110.6,130.2,152.7,185.4,211.0,223.544,262.955,192.502,227.298,290.277,301.51,291.77,281.215,199.49900000000002,178.575,207.898,235.822,224.394,192.22400000000002
CUURS100SETE     ,CUURS100SETE     ,"Motor vehicle insurance in Northeast - Size Class A, all urban consumers, not seasonally adjusted",Index base: 1977.12=100,2017-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.866,604.066,610.149,591.932
CUURS100SS47014  ,CUURS100SS47014  ,"Gasoline, unleaded regular in Northeast - Size Class A, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1978-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,100.0,110.7,103.2,99.7,97.1,98.8,75.6,77.7,78.9,85.2,97.6,99.7,97.4,94.1,93.7,96.6,101.2,102.6,87.3,94.9,125.3,119.6,110.3,130.4,153.6,186.8,212.4,224.859,264.664,192.553,228.075,292.07599999999996,303.012,292.342,281.244,197.22400000000002,175.322,204.96200000000002,233.179,221.377,188.345
CUURS100SS47015  ,CUURS100SS47015  ,"Gasoline, unleaded midgrade in Northeast - Size Class A, all urban consumers, not seasonally adjusted",Index base: 1993.12=100,1993-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.7,102.1,105.4,105.9,91.7,97.8,126.1,121.2,111.6,130.7,152.5,184.4,210.3,223.217,263.074,194.33900000000003,228.06099999999998,289.655,301.879,293.913,284.82,208.553,190.69,217.832,243.422,234.05599999999998,208.977
CUURS100SS47016  ,CUURS100SS47016  ,"Gasoline, unleaded premium in Northeast - Size Class A, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1981-M08,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8,98.3,100.0,80.7,82.6,84.6,91.0,102.2,103.8,102.7,100.5,99.8,100.1,103.2,103.2,90.6,96.7,122.6,118.9,110.1,128.4,149.4,180.5,205.6,217.90400000000002,255.025,189.717,221.512,279.645,291.204,285.188,276.732,207.06,191.628,217.31799999999998,241.574,233.6,209.408
CUURS11AAA0      ,CUURS11AAA0      ,"All items - old base in Boston-Cambridge-Newton, MA-NH, all urban consumers, not seasonally adjusted",Index base: 1967=100,1914-M12,2021-M11,30.4,32.8,38.8,45.7,52.3,60.0,53.3,49.4,50.7,50.7,52.1,52.9,51.9,51.5,51.6,50.4,46.0,41.4,39.6,41.1,41.7,41.7,42.9,41.7,41.1,41.6,43.3,47.9,50.5,51.1,52.1,56.4,64.1,69.4,68.6,69.5,74.1,75.7,76.0,76.3,76.6,78.9,81.6,84.1,84.7,86.5,87.7,89.6,91.4,92.7,94.5,97.7,100.0,104.1,110.0,116.7,122.7,127.1,134.7,148.7,162.1,174.5,183.4,193.1,212.9,240.0,266.7,277.7,290.0,304.2,318.0,326.2,340.4,360.8,381.6,403.7,421.3,432.0,444.4,450.3,461.0,474.7,488.1,499.1,511.5,533.7,556.7,571.3,592.6,608.8,628.9,648.3,660.972,684.1110000000001,679.48,690.1439999999999,708.847,720.0419999999997,729.942,741.7,746.1489999999999,757.138,776.137,801.664,816.972,826.227
CUURS11ASA0      ,CUURS11ASA0      ,"All items in Boston-Cambridge-Newton, MA-NH, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1914-M12,2021-M11,10.5,11.3,13.3,15.7,18.0,20.6,18.3,17.0,17.4,17.4,17.9,18.2,17.9,17.7,17.8,17.3,15.8,14.2,13.6,14.1,14.3,14.3,14.8,14.3,14.1,14.3,14.9,16.5,17.4,17.6,17.9,19.4,22.1,23.9,23.6,23.9,25.5,26.0,26.1,26.3,26.4,27.1,28.1,28.9,29.1,29.8,30.2,30.8,31.4,31.9,32.5,33.6,34.4,35.8,37.8,40.2,42.2,43.7,46.3,51.2,55.8,60.0,63.1,66.4,73.2,82.6,91.8,95.5,99.8,104.7,109.4,112.2,117.1,124.2,131.3,138.9,145.0,148.6,152.9,154.9,158.6,163.3,167.9,171.7,176.0,183.6,191.5,196.5,203.9,209.5,216.4,223.1,227.40900000000002,235.37,233.778,237.446,243.88099999999997,247.733,251.139,255.18400000000003,256.715,260.496,267.033,275.815,281.082,284.26599999999996
CUURS11ASA0E     ,CUURS11ASA0E     ,"Energy in Boston-Cambridge-Newton, MA-NH, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1978-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6,66.0,88.7,104.4,102.0,98.3,99.6,97.2,81.1,80.7,81.7,87.4,97.9,99.9,98.1,98.8,100.0,100.2,104.8,108.0,98.3,99.4,120.1,131.0,116.2,135.6,151.0,181.5,208.0,213.21099999999998,250.562,192.553,209.803,246.308,246.17,246.578,250.02200000000002,206.57,195.65599999999998,217.386,243.767,236.798,213.53799999999998
CUURS11ASA0L1E   ,CUURS11ASA0L1E   ,"All items less food and energy in Boston-Cambridge-Newton, MA-NH, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1982-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.2,100.0,105.8,112.1,118.0,123.9,132.2,139.5,147.1,154.3,159.4,164.4,166.3,170.5,175.4,180.7,186.0,190.8,197.3,205.1,213.2,219.7,224.1,228.0,232.6,236.13099999999997,240.00799999999998,244.282,246.452,249.045,253.18200000000002,257.07599999999996,261.42,267.518,273.21299999999997,278.91700000000003,286.517,293.4890000000001,297.404
CUURS11ASA0L2    ,CUURS11ASA0L2    ,"All items less shelter in Boston-Cambridge-Newton, MA-NH, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.7,64.6,67.7,74.8,83.9,92.4,96.8,99.2,103.9,107.9,109.4,113.2,119.1,125.2,133.4,140.2,144.2,149.2,151.4,154.4,158.2,161.9,164.8,168.0,174.6,180.2,179.8,186.2,190.8,200.3,207.5,211.62400000000002,222.71599999999998,219.69799999999998,226.205,234.78,237.87400000000002,240.815,243.058,241.204,242.63099999999997,248.398,254.731,256.76599999999996,257.097
CUURS11ASA0L5    ,CUURS11ASA0L5    ,"All items less medical care in Boston-Cambridge-Newton, MA-NH, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1967-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.7,36.0,38.0,40.2,42.3,43.9,46.6,51.5,56.1,60.4,63.4,66.7,73.4,82.9,92.2,95.7,99.8,104.5,108.8,111.2,115.9,122.6,129.5,136.7,142.1,145.0,148.7,150.3,153.5,157.7,162.0,165.1,169.0,176.2,183.6,188.3,195.3,200.5,206.9,213.1,216.898,224.44299999999998,222.15400000000002,225.257,231.40099999999998,235.06099999999998,238.074,242.118,243.12400000000002,246.19400000000002,252.735,261.318,265.871,268.502
CUURS11ASA0LE    ,CUURS11ASA0LE    ,"All items less energy in Boston-Cambridge-Newton, MA-NH, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1978-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.7,74.2,81.7,89.9,94.6,100.0,105.4,111.2,116.8,122.7,130.5,137.9,145.3,151.9,156.2,160.9,163.1,167.2,172.0,176.9,182.2,187.0,193.1,200.8,208.2,214.3,218.9,223.0,227.8,231.965,236.949,241.373,243.604,247.047,251.47299999999998,255.209,259.29900000000004,265.198,270.431,275.561,282.78,289.216,294.505
CUURS11ASAA      ,CUURS11ASAA      ,"Apparel in Boston-Cambridge-Newton, MA-NH, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1952-M10,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4,39.1,39.2,39.8,40.5,41.1,40.8,42.0,42.4,43.0,43.3,43.6,43.9,45.0,46.5,49.3,52.1,54.6,56.6,57.8,59.8,64.1,68.3,71.5,73.2,78.7,84.9,89.5,93.8,97.4,99.8,102.7,106.1,108.3,115.8,125.8,125.1,138.2,144.6,145.1,157.6,146.8,143.7,142.9,143.8,147.0,143.6,139.6,140.0,138.0,141.2,133.3,131.9,133.7,136.343,133.637,136.095,139.145,140.61,147.57,146.039,144.68,148.745,142.22899999999996,144.026,139.333,137.688,126.789
CUURS11ASAC      ,CUURS11ASAC      ,"Commodities in Boston-Cambridge-Newton, MA-NH, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1967-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.9,38.0,39.8,41.8,43.6,44.9,49.6,53.9,59.0,62.0,64.7,69.0,77.2,86.8,94.7,96.7,99.8,103.5,106.3,105.4,109.3,113.7,117.0,123.8,127.9,129.4,132.3,132.8,135.0,138.9,141.0,142.7,145.1,150.5,151.7,150.2,153.4,157.0,164.6,169.0,172.43900000000005,181.28,175.997,182.076,191.835,195.37,195.352,195.532,189.553,187.12599999999998,189.229,193.157,192.15,191.481
