index,Index,Label,unit,start,last,2015,2016,2017,2018,2019,2020
WDUIP3331303                  ,WDUIP3331303                  ,"PPI Commodity data for Inputs to industries-Inputs to 333130, maintenance and repair construction, not seasonally adjusted, discontinued",Index base: 2014.12 = 100,2014-M12,2020-M13,101.1,102.6,104.8,106.7,109.6,110.0
