index,Index,Label,unit,start,last,2015,2016,2017,2018,2019,2020
WDUIP3261003                  ,WDUIP3261003                  ,"PPI Commodity data for Inputs to industries-Inputs to 326100, maintenance and repair construction, not seasonally adjusted, discontinued",Index base: 2014.03 = 100,2014-M03,2020-M13,102.5,104.1,106.3,108.2,111.2,111.6
