index,Index,Label,unit,start,last,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
WDU02220318                   ,WDU02220318                   ,"PPI Commodity data for Processed foods and feeds-Dry ice pack broilers, not seasonally adjusted, discontinued",Index base: 1982 = 100,1983-M02,1986-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.4,120.6,109.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02220319                   ,WDU02220319                   ,"PPI Commodity data for Processed foods and feeds-Tray pack broilers, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M12,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,103.9,108.9,102.0,109.9,98.0,109.0,116.2,105.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02220321                   ,WDU02220321                   ,"PPI Commodity data for Processed foods and feeds-Frozen broilers, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M12,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,108.1,113.5,111.6,117.4,109.3,116.4,118.1,112.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU022204                     ,WDU022204                     ,"PPI Commodity data for Processed foods and feeds-Turkeys, not seasonally adjusted, discontinued",Index base: 1967 = 100,1955-M01,1981-M13,,,,,,,,,136.9,143.4,114.8,115.9,120.6,122.0,100.7,101.5,106.7,105.7,107.8,115.8,100.0,98.5,105.3,125.5,111.3,111.4,179.4,141.7,163.3,153.5,169.6,207.1,208.8,198.3,191.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02220417                   ,WDU02220417                   ,"PPI Commodity data for Processed foods and feeds-Turkeys,fryers,roasters . . . . . . . . . . . . . . . . . . ., not seasonally adjusted, discontinued",Index base: 1967 = 100,1955-M01,1971-M13,,,,,,,,,137.5,127.9,114.7,120.8,107.3,118.5,100.3,103.2,106.9,103.3,108.9,109.1,100.0,97.5,113.7,126.2,111.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02220419                   ,WDU02220419                   ,"PPI Commodity data for Processed foods and feeds-Hens, young, 8-16 lbs., not seasonally adjusted, discontinued",Index base: 1967 = 100,1955-M01,1981-M13,,,,,,,,,143.4,137.1,116.5,123.5,111.8,127.2,105.3,102.8,108.6,103.9,110.8,112.9,100.0,96.2,107.7,123.0,111.6,108.6,188.5,139.9,158.6,144.8,160.0,194.7,201.8,189.3,179.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02220421                   ,WDU02220421                   ,"PPI Commodity data for Processed foods and feeds-Toms, young, 14-20 lbs., not seasonally adjusted, discontinued",Index base: 1967 = 100,1955-M01,1981-M13,,,,,,,,,133.0,150.9,113.6,109.5,128.2,120.0,98.4,100.6,105.6,107.3,106.1,119.2,100.0,100.0,103.2,127.0,111.1,113.7,197.6,143.5,167.3,159.8,176.5,213.6,212.1,203.9,199.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU022205                     ,WDU022205                     ,"PPI Commodity data for Processed foods and feeds-Mature chicken: hens/fowl, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M12,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,110.4,137.8,131.0,128.3,116.0,105.1,126.9,125.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02220602                   ,WDU02220602                   ,"PPI Commodity data for Processed foods and feeds-Whole young hens, grade A, frozen, not seasonally adjusted, discontinued",Index base: 1982 = 100,1955-M01,1990-M13,,,,,,,,,84.9,81.2,69.0,73.2,66.2,75.3,62.4,60.9,64.3,61.5,65.6,66.9,59.2,57.0,63.8,72.9,66.1,64.3,111.7,82.9,93.9,85.7,94.8,115.3,119.5,112.1,106.5,100.0,,119.8,122.3,116.4,91.9,97.3,105.7,100.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02220603                   ,WDU02220603                   ,"PPI Commodity data for Processed foods and feeds-Whole young toms, grade A frozen, not seasonally adjusted, discontinued",Index base: 1982 = 100,1955-M01,1990-M13,,,,,,,,,68.4,77.6,58.4,56.3,65.9,61.7,50.6,51.7,54.3,55.2,54.6,61.3,51.4,51.4,53.1,65.3,57.1,58.5,101.6,73.8,86.0,82.2,90.8,109.9,109.1,104.9,102.7,100.0,100.1,119.9,125.1,122.2,96.9,99.8,108.1,103.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02220604                   ,WDU02220604                   ,"PPI Commodity data for Processed foods and feeds-Other young turkey, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M12,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,95.9,113.9,116.7,112.8,100.5,103.2,113.5,115.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02220804                   ,WDU02220804                   ,"PPI Commodity data for Processed foods and feeds-Turkey, cooked or smoked, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M12,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.6,111.4,111.5,112.2,110.0,112.8,120.5,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02220805                   ,WDU02220805                   ,"PPI Commodity data for Processed foods and feeds-Chicken, cooked or smoked, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M12,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,101.3,107.4,105.6,109.8,110.2,108.8,123.1,120.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02220909                   ,WDU02220909                   ,"PPI Commodity data for Processed foods and feeds-Chicken hens; breeder or egg producing types, not seasonally adjusted, discontinued",Index base: 1997.12 = 100,1997-M12,2002-M03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.9,77.3,74.2,,,,,,,,,,,,,,,,,,,
WDU02230104                   ,WDU02230104                   ,"PPI Commodity data for Processed foods and feeds-Whitefish, not seasonally adjusted, discontinued",Index base: 1967 = 100,1950-M01,1981-M09,,,,64.1,70.7,73.1,63.6,77.4,83.9,86.2,90.0,88.6,94.4,98.5,87.6,94.9,84.7,72.9,84.2,90.0,100.0,100.3,106.4,101.8,90.6,98.9,108.2,119.1,119.3,139.8,167.7,176.1,212.4,228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02230107                   ,WDU02230107                   ,"PPI Commodity data for Processed foods and feeds-Yellow pike, not seasonally adjusted, discontinued",Index base: 1982 = 100,1950-M01,1981-M12,,,,21.5,24.0,24.3,22.4,24.0,24.9,20.6,26.6,28.9,34.3,34.7,29.0,29.0,27.7,27.1,36.5,37.1,30.7,35.1,38.6,43.6,47.6,49.1,49.1,48.6,49.2,63.6,63.9,73.2,85.3,105.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02230134                   ,WDU02230134                   ,"PPI Commodity data for Processed foods and feeds-Sablefish, not seasonally adjusted, discontinued",Index base: 1991.12 = 100,1991-M12,2001-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.3,134.6,152.3,224.9,224.3,251.2,226.6,222.1,264.6,,,,,,,,,,,,,,,,,,,
WDU022302                     ,WDU022302                     ,"PPI Commodity data for Processed foods and feeds-Fresh packaged fish and seafood, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,2011-M13,13.0,12.8,11.8,12.1,12.9,13.4,15.1,13.3,13.7,16.1,17.5,18.1,17.0,17.5,19.0,21.3,21.0,19.5,20.1,23.0,22.6,25.1,28.1,28.0,31.9,37.5,45.4,44.5,50.6,66.8,68.0,69.1,93.6,84.9,85.4,100.0,120.4,133.3,137.6,154.6,173.5,173.6,175.1,182.7,178.5,180.8,184.7,198.1,210.5,206.9,206.5,219.9,227.7,239.5,235.2,219.8,233.5,238.4,246.4,256.6,286.2,304.6,293.6,316.0,347.2,,,,,,,,
WDU02230209                   ,WDU02230209                   ,"PPI Commodity data for Processed foods and feeds-Fresh packaged fish and seafood, not seasonally adjusted, discontinued",Index base: 1982.12 = 100,1982-M12,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.6,,,,,,,,,155.6,159.0,170.5,181.2,178.0,177.7,189.2,195.9,206.1,202.4,189.1,200.9,205.2,212.0,220.8,246.3,262.1,252.6,271.9,298.7,,,,,,,,
WDU02230211                   ,WDU02230211                   ,"PPI Commodity data for Processed foods and feeds-Haddock fillets, not seasonally adjusted, discontinued",Index base: 1982 = 100,1950-M01,1982-M13,,,,11.6,13.0,12.5,12.9,12.3,12.1,12.8,14.7,17.3,17.3,14.6,12.8,16.0,17.5,16.1,17.0,17.4,19.0,24.4,30.9,36.5,37.6,50.2,52.0,54.3,51.3,66.0,64.6,63.1,77.6,65.5,74.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02230212                   ,WDU02230212                   ,"PPI Commodity data for Processed foods and feeds-Shrimp, not seasonally adjusted, discontinued",Index base: 1982 = 100,1950-M01,1982-M10,,,,11.2,10.3,11.2,14.2,11.0,11.7,14.3,16.1,16.9,14.3,13.7,15.3,18.7,17.4,16.5,17.0,20.2,20.4,22.7,25.5,24.6,29.6,34.4,43.3,42.0,49.7,67.1,67.6,69.1,98.9,86.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02230213                   ,WDU02230213                   ,"PPI Commodity data for Processed foods and feeds-Oysters, not seasonally adjusted, discontinued",Index base: 1982 = 100,1950-M01,1982-M13,,,,18.8,22.9,23.1,23.4,23.5,23.8,27.4,28.2,27.6,29.4,33.6,36.4,36.7,38.0,34.6,35.7,39.7,36.4,38.2,40.4,40.1,40.5,45.8,54.6,52.9,57.5,64.9,77.3,79.8,83.2,90.9,96.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU022303                     ,WDU022303                     ,"PPI Commodity data for Processed foods and feeds-Frozen packaged fish and seafood, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,2011-M13,14.5,15.1,13.8,14.7,15.1,15.3,15.9,14.2,14.4,16.5,18.2,19.7,17.4,16.5,17.6,21.0,19.9,18.7,20.0,22.9,22.2,23.7,26.1,26.6,30.2,35.8,43.4,42.8,48.6,63.3,64.9,67.5,89.3,84.4,82.5,100.0,112.4,108.8,104.3,111.9,120.8,122.7,123.7,129.9,138.2,137.9,134.8,141.9,150.2,138.9,146.8,153.5,164.2,176.9,164.2,159.8,163.4,170.7,180.8,175.3,180.5,200.6,198.3,208.2,224.1,,,,,,,,
WDU02230311                   ,WDU02230311                   ,"PPI Commodity data for Processed foods and feeds-Frozen packaged fish, excluding shellfish, not seasonally adjusted, discontinued",Index base: 1982.12 = 100,1982-M12,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.7,99.3,103.8,109.5,122.2,128.3,127.9,135.9,148.8,148.0,143.6,144.1,146.5,145.8,151.7,156.9,165.9,168.3,158.1,152.3,156.0,162.3,173.6,185.6,200.7,220.6,222.4,236.8,258.4,,,,,,,,
WDU02230313                   ,WDU02230313                   ,"PPI Commodity data for Processed foods and feeds-Frozen packaged shellfish and other seafood, not seasonally adjusted, discontinued",Index base: 1982.12 = 100,1982-M12,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,99.8,91.4,98.8,103.7,102.1,104.0,108.0,111.9,112.3,111.2,125.0,139.1,118.4,127.4,134.8,146.1,167.4,153.7,150.5,153.7,157.5,166.5,157.9,161.1,181.6,174.5,179.5,189.2,,,,,,,,
WDU02230314                   ,WDU02230314                   ,"PPI Commodity data for Processed foods and feeds-Cod fillets, not seasonally adjusted, discontinued",Index base: 1982 = 100,1973-M12,1982-M12,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.4,61.7,70.4,87.1,89.7,89.1,90.9,100.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02230315                   ,WDU02230315                   ,"PPI Commodity data for Processed foods and feeds-Flounder fillets, not seasonally adjusted, discontinued",Index base: 1982 = 100,1950-M01,1982-M13,,,,28.2,32.7,30.3,26.3,23.4,24.1,24.0,23.9,24.6,23.8,23.4,23.6,24.1,23.9,22.7,23.5,26.1,24.2,24.0,31.3,32.9,31.4,40.0,50.0,50.5,54.3,67.8,72.5,78.2,91.6,96.5,92.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02230316                   ,WDU02230316                   ,"PPI Commodity data for Processed foods and feeds-Haddock fillets, not seasonally adjusted, discontinued",Index base: 1967 = 100,1950-M01,1972-M13,,,,82.8,80.3,84.9,74.7,85.2,74.5,76.7,81.6,101.5,94.4,78.4,90.5,92.9,99.0,101.4,104.2,106.8,100.0,113.4,141.8,148.2,153.0,158.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02230317                   ,WDU02230317                   ,"PPI Commodity data for Processed foods and feeds-Ocean perch fillets, not seasonally adjusted, discontinued",Index base: 1982 = 100,1950-M01,1982-M13,,,,24.0,27.4,25.8,24.2,25.7,24.6,25.2,25.2,26.6,25.7,25.3,26.7,29.1,30.4,27.9,28.0,28.8,25.7,24.6,27.3,33.4,33.2,39.6,52.5,48.5,55.2,78.7,86.4,90.3,101.0,95.3,93.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02230318                   ,WDU02230318                   ,"PPI Commodity data for Processed foods and feeds-Shrimp, not seasonally adjusted, discontinued",Index base: 1982 = 100,1950-M01,1982-M13,,,,10.3,9.3,10.4,13.0,9.5,10.0,12.7,14.7,14.9,12.4,12.1,12.8,17.0,15.1,13.6,14.9,18.3,17.6,19.9,21.7,20.9,25.0,31.4,38.1,35.8,44.1,61.3,58.0,60.0,90.3,77.0,73.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02230319                   ,WDU02230319                   ,"PPI Commodity data for Processed foods and feeds-Shrimp, raw, breaded, not seasonally adjusted, discontinued",Index base: 1982 = 100,1968-M01,1981-M06,,,,,,,,,,,,,,,,,,,,,,23.9,26.8,27.0,28.4,34.0,42.1,40.6,49.4,64.6,64.5,66.2,88.5,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02230321                   ,WDU02230321                   ,"PPI Commodity data for Processed foods and feeds-Frozen fish blocks, not seasonally adjusted, discontinued",Index base: 1982 = 100,1967-M01,1982-M13,,,,,,,,,,,,,,,,,,,,,20.8,21.2,21.2,27.6,38.7,42.3,60.4,60.6,52.0,68.3,89.4,91.2,94.1,95.6,98.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02230322                   ,WDU02230322                   ,"PPI Commodity data for Processed foods and feeds-Frozen fish sticks, not seasonally adjusted, discontinued",Index base: 1982 = 100,1967-M01,1982-M13,,,,,,,,,,,,,,,,,,,,,33.0,33.1,33.4,34.9,41.9,45.2,49.2,54.9,56.0,58.8,66.8,75.2,76.9,80.2,94.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02230323                   ,WDU02230323                   ,"PPI Commodity data for Processed foods and feeds-Frozen fish portions, not seasonally adjusted, discontinued",Index base: 1982 = 100,1967-M01,1982-M13,,,,,,,,,,,,,,,,,,,,,27.2,27.4,27.4,30.8,39.5,43.0,54.3,61.9,56.4,65.3,83.4,87.3,91.6,93.4,99.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02230425                   ,WDU02230425                   ,"PPI Commodity data for Processed foods and feeds-Salmon, no. 1 tall can, not seasonally adjusted, discontinued",Index base: 1982 = 100,1950-M01,1984-M13,,,,23.7,29.5,25.5,24.5,24.5,27.1,29.3,29.3,28.7,29.8,32.2,35.6,35.0,30.7,28.0,29.8,35.9,36.7,40.9,39.8,41.6,44.5,50.5,66.2,90.4,89.1,87.9,87.3,83.0,86.1,99.0,108.1,,89.2,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02230426                   ,WDU02230426                   ,"PPI Commodity data for Processed foods and feeds-Tuna, 6 1/2 oz. can, not seasonally adjusted, discontinued",Index base: 1982 = 100,1950-M01,1984-M13,,,,28.2,27.0,27.6,29.1,30.4,28.5,24.8,25.3,26.2,24.4,24.8,25.4,27.0,25.3,26.0,26.1,30.0,28.3,29.0,30.6,34.6,38.3,40.4,45.0,51.4,51.5,55.2,66.3,70.9,75.8,93.3,101.0,,91.3,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02230427                   ,WDU02230427                   ,"PPI Commodity data for Processed foods and feeds-Sardines, Maine, 3 1/4 oz. can, not seasonally adjusted, discontinued",Index base: 1982 = 100,1950-M01,1984-M13,,,,15.4,18.5,19.0,17.9,17.5,17.6,19.2,17.3,18.2,20.2,20.7,23.1,26.3,20.9,22.2,24.1,25.0,27.5,29.1,29.3,33.5,38.0,40.1,39.3,48.2,53.2,53.0,58.0,71.7,76.4,81.1,90.9,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02230428                   ,WDU02230428                   ,"PPI Commodity data for Processed foods and feeds-Jack mackerel, California,no.1 tall can case/48, not seasonally adjusted, discontinued",Index base: 1967 = 100,1962-M01,1973-M13,,,,,,,,,,,,,,,,68.6,68.7,72.6,82.2,92.6,100.0,100.0,100.0,100.3,101.5,103.9,109.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02230599                   ,WDU02230599                   ,"PPI Commodity data for Processed foods and feeds-Other shellfish, not seasonally adjusted, discontinued",Index base: 1991.12 = 100,1991-M12,2016-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.1,86.8,68.1,80.0,110.2,167.3,227.3,238.9,240.3,235.0,238.3,240.9,256.1,293.7,207.0,154.0,132.3,112.4,145.0,167.4,172.8,190.0,213.1,213.4,,,,
WDU02310101                   ,WDU02310101                   ,"PPI Commodity data for Processed foods and feeds-New York area, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1973-M13,73.3,84.7,81.1,73.4,83.6,87.3,88.7,90.3,92.2,91.6,97.6,102.2,105.7,106.2,105.6,107.2,102.4,96.5,93.0,96.6,100.0,105.3,109.4,115.5,115.5,115.5,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02310102                   ,WDU02310102                   ,"PPI Commodity data for Processed foods and feeds-Chicago area, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1973-M13,57.9,62.3,57.0,57.9,65.4,70.2,69.5,66.0,65.8,69.2,68.5,68.9,71.8,78.6,83.4,84.9,86.0,87.0,87.7,92.9,100.0,107.0,108.4,102.7,107.5,108.0,111.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02310103                   ,WDU02310103                   ,"PPI Commodity data for Processed foods and feeds-San Francisco area, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1973-M13,64.5,70.1,69.3,65.2,71.2,78.8,78.8,74.4,74.1,76.9,84.0,86.7,88.3,90.5,93.1,95.7,96.7,96.7,96.7,98.0,100.0,101.9,101.2,105.1,109.8,111.4,111.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02310105                   ,WDU02310105                   ,"PPI Commodity data for Processed foods and feeds-Washington, D.C., not seasonally adjusted, discontinued",Index base: 1967 = 100,1958-M01,1973-M13,,,,,,,,,,,,80.9,82.5,88.4,90.1,91.0,95.3,98.8,100.5,109.0,100.0,100.2,105.9,112.1,121.9,126.0,134.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02310107                   ,WDU02310107                   ,"PPI Commodity data for Processed foods and feeds-Dallas area, not seasonally adjusted, discontinued",Index base: 1967 = 100,1958-M01,1973-M13,,,,,,,,,,,,68.6,69.2,75.8,75.8,73.7,78.2,80.5,82.9,95.2,100.0,103.3,105.5,109.8,108.3,108.7,110.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02310109                   ,WDU02310109                   ,"PPI Commodity data for Processed foods and feeds-North Eastern Region, not seasonally adjusted, discontinued",Index base: 1982 = 100,1974-M04,1982-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.4,74.4,75.7,79.1,88.6,94.5,99.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02310111                   ,WDU02310111                   ,"PPI Commodity data for Processed foods and feeds-North Central Region, not seasonally adjusted, discontinued",Index base: 1982 = 100,1974-M04,1982-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.8,71.7,72.1,79.0,89.3,94.3,98.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02310113                   ,WDU02310113                   ,"PPI Commodity data for Processed foods and feeds-Southern Region, not seasonally adjusted, discontinued",Index base: 1982 = 100,1974-M04,1982-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.9,67.7,69.4,73.1,83.1,91.4,97.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02310115                   ,WDU02310115                   ,"PPI Commodity data for Processed foods and feeds-Western Region, not seasonally adjusted, discontinued",Index base: 1982 = 100,1974-M04,1982-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.6,66.3,68.4,73.1,81.2,89.1,97.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02320111                   ,WDU02320111                   ,"PPI Commodity data for Processed foods and feeds-Grade A and AA, New York, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1984-M06,45.3,48.3,39.3,39.6,44.5,46.7,42.5,38.7,37.2,38.3,38.7,38.2,38.6,38.3,39.2,38.0,37.8,38.3,39.1,43.0,43.3,43.4,43.8,45.1,44.3,44.6,45.7,43.7,52.0,60.9,65.2,73.7,81.8,93.0,99.6,100.0,99.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02320112                   ,WDU02320112                   ,"PPI Commodity data for Processed foods and feeds-Grade A and AA, Chicago, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1984-M06,46.2,49.8,40.7,40.7,46.3,48.3,43.7,39.5,38.3,39.5,39.9,39.5,40.1,39.8,40.3,39.6,39.3,39.8,40.8,45.2,45.1,45.2,45.6,46.9,46.1,46.5,47.8,44.9,53.2,62.5,66.5,74.7,83.0,94.6,100.2,100.0,99.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02320113                   ,WDU02320113                   ,"PPI Commodity data for Processed foods and feeds-Grade A and AA, San Francisco, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1984-M06,45.1,48.9,39.0,38.9,44.5,46.6,41.6,37.6,36.6,38.0,37.9,38.0,38.9,39.4,40.0,38.9,38.5,39.9,40.1,44.5,44.5,44.5,45.4,47.2,47.0,47.2,47.8,45.5,53.3,61.3,63.4,71.2,80.2,91.8,98.0,100.0,100.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02330121                   ,WDU02330121                   ,"PPI Commodity data for Processed foods and feeds-Barrel cheese, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1981-M06,82.6,93.2,70.0,70.8,86.3,89.2,82.4,75.3,73.5,76.2,77.3,74.7,73.6,80.6,82.6,80.2,81.3,83.3,84.7,101.9,100.0,104.7,114.2,121.1,,136.1,165.1,179.9,196.4,216.1,217.8,243.8,274.9,302.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02330122                   ,WDU02330122                   ,"PPI Commodity data for Processed foods and feeds-Daisies, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1981-M06,84.5,96.0,71.7,72.3,87.3,90.3,83.5,75.7,74.6,75.8,77.4,75.7,74.9,81.0,81.2,77.6,81.0,82.0,85.0,101.9,100.0,105.6,114.9,124.6,128.5,139.7,168.1,185.0,192.3,213.1,216.1,238.1,268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02330123                   ,WDU02330123                   ,"PPI Commodity data for Processed foods and feeds-Processed cheese, not seasonally adjusted, discontinued",Index base: 1972.12 = 100,1973-M01,1981-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,110.3,124.4,135.4,148.7,152.7,171.1,188.6,200.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02330211                   ,WDU02330211                   ,"PPI Commodity data for Processed foods and feeds-American-type cheese, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M06,1988-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.2,99.4,94.6,93.9,92.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02330221                   ,WDU02330221                   ,"PPI Commodity data for Processed foods and feeds-Italian-type cheese, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M06,1988-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,99.5,100.0,98.1,97.4,97.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02330231                   ,WDU02330231                   ,"PPI Commodity data for Processed foods and feeds-Swiss cheese, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M11,1988-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.8,101.3,97.2,94.7,95.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02330251                   ,WDU02330251                   ,"PPI Commodity data for Processed foods and feeds-Other natural cheese, except cottage, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M06,1988-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.4,99.3,94.4,94.5,92.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02330311                   ,WDU02330311                   ,"PPI Commodity data for Processed foods and feeds-Processed cheese, not seasonally adjusted, discontinued",Index base: 1982 = 100,1973-M01,1988-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3,56.7,61.8,67.8,69.7,78.1,86.0,91.3,98.9,100.0,100.3,97.2,92.2,91.0,90.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU02330313                   ,WDU02330313                   ,"PPI Commodity data for Processed foods and feeds-Cheese food, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M11,1988-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.5,101.8,102.1,101.8,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
