index,Index,Label,unit,start,last,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
WDU09130123                   ,WDU09130123                   ,"PPI Commodity data for Pulp, paper, and allied products-Uncoated publishing & printing free sheet, ex offset, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M09,1999-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,97.4,103.2,97.7,98.9,103.9,,123.2,123.2,121.9,121.3,120.9,124.4,191.3,151.2,131.1,133.8,130.8,,,,,,,,,,,,,,,,,,,,
WDU09130124                   ,WDU09130124                   ,"PPI Commodity data for Pulp, paper, and allied products-Publication and printing paper, all types, not seasonally adjusted, discontinued",Index base: 1999.12 = 100,1999-M12,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.2,105.9,103.6,103.0,104.2,109.3,116.0,120.8,131.2,133.2,135.2,138.7,,,,,,,,
WDU09130131                   ,WDU09130131                   ,"PPI Commodity data for Pulp, paper, and allied products-Unwatermarked bond, no. 4 grade, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1999-M13,24.9,28.1,27.7,28.3,31.2,31.7,31.9,32.3,33.8,36.8,38.4,38.9,39.7,40.0,40.0,40.4,40.7,41.4,41.6,43.3,44.5,47.0,48.4,51.4,53.5,54.2,55.5,62.1,66.1,67.2,69.7,73.3,81.0,90.6,98.0,100.0,100.3,103.8,101.9,102.1,103.6,117.1,127.9,123.1,119.8,115.0,115.8,,160.6,,139.2,142.5,141.6,,,,,,,,,,,,,,,,,,,,
WDU09130132                   ,WDU09130132                   ,"PPI Commodity data for Pulp, paper, and allied products-Watermarked bond, not seasonally adjusted, discontinued",Index base: 1982 = 100,1973-M12,1999-M03,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.2,68.0,68.9,71.1,74.3,81.5,89.2,,,,,,,,128.8,136.5,136.9,137.0,137.8,140.0,142.4,158.8,157.6,158.6,158.6,,,,,,,,,,,,,,,,,,,,,
WDU09130133                   ,WDU09130133                   ,"PPI Commodity data for Pulp, paper, and allied products-12 lb. form bond, in rolls, not seasonally adjusted, discontinued",Index base: 1982 = 100,1973-M12,1993-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.1,67.6,69.6,72.0,77.2,87.7,98.0,105.7,,,,,,,123.6,127.4,124.9,106.9,97.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09130134                   ,WDU09130134                   ,"PPI Commodity data for Pulp, paper, and allied products-15 lb. form bond, in rolls, not seasonally adjusted, discontinued",Index base: 1982 = 100,1975-M12,1999-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.6,68.6,73.2,83.3,93.9,102.1,100.0,97.7,108.0,94.0,93.8,102.4,117.7,121.8,119.2,107.5,103.2,98.1,,140.1,117.4,101.9,99.1,,,,,,,,,,,,,,,,,,,,,
WDU09130135                   ,WDU09130135                   ,"PPI Commodity data for Pulp, paper, and allied products-Form bond, in rolls, excluding 12 lb. and 15 lb., not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M06,1999-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,97.8,106.6,93.2,96.0,104.3,121.3,124.3,122.4,113.2,98.9,99.3,96.5,160.6,122.5,109.2,112.5,112.7,,,,,,,,,,,,,,,,,,,,
WDU09130136                   ,WDU09130136                   ,"PPI Commodity data for Pulp, paper, and allied products-Other bond, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M06,1999-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,107.7,106.2,107.9,111.2,126.5,138.1,133.5,124.2,116.2,113.4,111.8,158.3,134.4,134.9,135.4,133.8,,,,,,,,,,,,,,,,,,,,
WDU09130137                   ,WDU09130137                   ,"PPI Commodity data for Pulp, paper, and allied products-Other misc. free sheet, n.e.c., inc. body stock, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M06,1999-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,99.2,112.2,100.9,103.9,110.6,131.6,140.9,138.8,124.6,111.7,111.7,113.6,165.4,132.4,131.8,130.7,126.1,,,,,,,,,,,,,,,,,,,,
WDU09130138                   ,WDU09130138                   ,"PPI Commodity data for Pulp, paper, and allied products-Bond and all writing paper, not seasonally adjusted, discontinued",Index base: 1999.12 = 100,1999-M12,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.5,100.7,102.4,102.0,100.6,101.4,105.8,,122.0,122.5,124.6,126.6,,,,,,,,
WDU09130141                   ,WDU09130141                   ,"PPI Commodity data for Pulp, paper, and allied products-Cotton fiber writing paper, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1987-M13,22.1,23.5,23.3,25.4,28.7,29.2,29.2,28.3,30.0,31.0,32.0,32.5,32.5,32.9,33.0,33.3,33.7,34.4,35.3,36.6,38.3,39.6,40.8,42.9,44.2,44.7,46.8,56.6,62.3,65.2,68.9,71.7,78.0,88.0,95.0,100.0,101.7,112.4,113.8,117.0,127.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09130142                   ,WDU09130142                   ,"PPI Commodity data for Pulp, paper, and allied products-Thin paper, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M06,1999-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.5,105.7,108.3,111.9,117.5,,,,,,,131.5,155.9,156.1,155.8,150.5,149.1,,,,,,,,,,,,,,,,,,,,
WDU09130143                   ,WDU09130143                   ,"PPI Commodity data for Pulp, paper, and allied products-Tablet, 16 lbs. to 100 lbs., not seasonally adjusted, discontinued",Index base: 1973.12 = 100,1973-M12,1974-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09130144                   ,WDU09130144                   ,"PPI Commodity data for Pulp, paper, and allied products-Cover & text papers & misc. uncoated freesheet, not seasonally adjusted, discontinued",Index base: 1999.12 = 100,1999-M12,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.3,104.8,103.4,104.0,107.7,112.8,116.6,122.0,130.1,128.0,129.3,131.7,,,,,,,,
WDU09130145                   ,WDU09130145                   ,"PPI Commodity data for Pulp, paper, and allied products-Cotton fiber paper and thin paper, not seasonally adjusted, discontinued",Index base: 1999.12 = 100,1999-M12,2007-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.7,102.7,104.4,105.6,106.1,109.4,117.1,,,,,,,,,,,,,
WDU09130147                   ,WDU09130147                   ,"PPI Commodity data for Pulp, paper, and allied products-Bleached bristols, coated and uncoated, not seasonally adjusted, discontinued",Index base: 1982 = 100,1973-M12,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.1,62.8,64.8,67.8,70.4,78.4,90.0,,,,,,,,,,,,,,138.0,157.5,153.6,142.9,139.7,137.2,,,,,,,,,195.6,213.6,218.9,230.5,,,,,,,,
WDU09130148                   ,WDU09130148                   ,"PPI Commodity data for Pulp, paper, and allied products-Cover and text papers, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M06,1999-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,102.1,111.0,112.0,115.5,122.6,131.9,138.7,139.7,138.4,137.8,138.8,143.5,164.1,159.8,158.5,157.0,156.7,,,,,,,,,,,,,,,,,,,,
WDU09130149                   ,WDU09130149                   ,"PPI Commodity data for Pulp, paper, and allied products-Uncoated body stock, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M09,1987-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,97.3,107.4,104.8,102.6,105.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09130151                   ,WDU09130151                   ,"PPI Commodity data for Pulp, paper, and allied products-Wrapping paper, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1980-M13,58.1,66.2,65.1,67.3,77.3,78.6,80.4,83.6,84.3,90.8,94.5,92.5,91.6,94.1,93.7,91.4,86.7,90.1,94.0,96.6,100.0,98.0,104.5,117.6,117.9,119.8,127.4,158.6,200.8,208.4,213.3,225.6,243.6,264.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09130153                   ,WDU09130153                   ,"PPI Commodity data for Pulp, paper, and allied products-Shipping sack, unbleached kraft, not seasonally adjusted, discontinued",Index base: 1973.12 = 100,1973-M12,1981-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.6,143.0,145.3,155.4,161.5,178.3,199.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09130155                   ,WDU09130155                   ,"PPI Commodity data for Pulp, paper, and allied products-Standard converting, unbleached kraft, not seasonally adjusted, discontinued",Index base: 1973.12 = 100,1973-M12,1981-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.1,140.7,141.5,145.4,151.5,167.0,191.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09130157                   ,WDU09130157                   ,"PPI Commodity data for Pulp, paper, and allied products-Grocery sack, unbleached kraft, not seasonally adjusted, discontinued",Index base: 1973.12 = 100,1973-M12,1981-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.3,150.7,152.0,151.2,158.2,179.6,210.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09130161                   ,WDU09130161                   ,"PPI Commodity data for Pulp, paper, and allied products-Butchers' paper, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1978-M03,58.6,64.4,64.0,67.6,79.0,79.9,80.1,81.6,82.6,88.7,91.2,91.5,91.7,93.3,92.8,92.6,91.9,94.0,96.4,98.4,100.0,103.0,107.5,111.2,113.2,112.4,121.1,151.7,183.4,183.6,189.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09130171                   ,WDU09130171                   ,"PPI Commodity data for Pulp, paper, and allied products-Waxing paper, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1979-M01,66.5,75.5,73.5,74.6,88.2,89.3,84.7,84.6,89.2,97.0,98.8,98.3,98.3,98.3,98.3,98.4,98.4,98.4,98.6,99.5,100.0,100.6,100.8,102.2,103.4,104.4,112.1,160.5,191.9,199.3,205.0,210.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09130181                   ,WDU09130181                   ,"PPI Commodity data for Pulp, paper, and allied products-Wrapping tissue, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1970-M13,67.7,74.3,70.3,70.8,93.6,86.9,81.8,85.4,88.9,92.9,95.8,90.1,90.0,89.7,92.3,94.4,94.4,95.7,95.8,98.6,100.0,102.3,102.8,107.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09130301                   ,WDU09130301                   ,"PPI Commodity data for Pulp, paper, and allied products-Wrapping paper, unbleached kraft, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1993-M13,18.9,21.6,21.2,21.9,25.2,25.6,26.2,27.3,27.5,29.6,30.8,30.2,29.9,30.7,30.6,29.8,28.3,29.4,30.7,31.5,32.6,32.0,34.1,38.4,38.5,39.1,41.5,51.7,65.5,68.0,69.6,73.6,79.4,86.2,,,,,,,,155.9,167.8,168.5,168.5,168.5,168.7,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09130302                   ,WDU09130302                   ,"PPI Commodity data for Pulp, paper, and allied products-Wrapping paper, except unbleached kraft, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1993-M13,18.7,20.6,20.4,21.6,25.2,25.5,25.6,26.1,26.4,28.3,29.1,29.2,29.3,29.8,29.6,29.6,29.3,30.0,30.8,31.4,31.9,32.9,34.3,35.5,36.2,35.9,38.7,48.4,58.6,58.6,60.6,,,,,,100.8,105.9,106.6,107.0,109.2,116.0,124.7,131.0,129.6,132.0,133.6,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09130303                   ,WDU09130303                   ,"PPI Commodity data for Pulp, paper, and allied products-Unbleached kraft packaging, industrial converting, and construction paper, not seasonally adjusted, discontinued",Index base: 1999.12 = 100,2000-M04,2009-M09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.8,102.5,101.1,113.5,121.7,,,152.2,,,,,,,,,,,
WDU09130304                   ,WDU09130304                   ,"PPI Commodity data for Pulp, paper, and allied products-Shipping sack, unbleached kraft, not seasonally adjusted, discontinued",Index base: 1982 = 100,1973-M12,1990-M08,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.9,66.8,67.8,72.6,75.4,83.2,93.2,102.9,100.0,105.9,112.5,102.4,102.6,118.0,131.3,143.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09130305                   ,WDU09130305                   ,"PPI Commodity data for Pulp, paper, and allied products-Shipping sack, excluding unbleached kraft, not seasonally adjusted, discontinued",Index base: 1983.06 = 100,1983-M06,1985-M09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09130307                   ,WDU09130307                   ,"PPI Commodity data for Pulp, paper, and allied products-Bag and sack paper, unbleached kraft, not seasonally adjusted, discontinued",Index base: 1982 = 100,1973-M12,1999-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.8,72.4,73.0,72.6,75.9,86.2,101.1,107.5,100.0,96.8,109.1,104.8,106.5,126.0,137.7,148.2,148.9,148.9,153.0,153.3,166.6,214.8,192.0,187.6,195.6,202.7,,,,,,,,,,,,,,,,,,,,
WDU09130308                   ,WDU09130308                   ,"PPI Commodity data for Pulp, paper, and allied products-Bag and sack paper, excluding unbleached kraft, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M06,1994-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,99.7,106.2,107.6,108.6,112.0,123.8,130.7,132.4,133.7,133.4,130.9,124.8,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09130311                   ,WDU09130311                   ,"PPI Commodity data for Pulp, paper, and allied products-Packaging/industrial converting, unbl. kraft, n.e.c., not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M06,1999-M03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,98.0,105.2,102.3,102.7,117.9,132.2,142.8,143.4,146.3,147.5,,157.7,196.6,193.8,194.0,190.8,,,,,,,,,,,,,,,,,,,,,
WDU09130312                   ,WDU09130312                   ,"PPI Commodity data for Pulp, paper, and allied products-Packaging/indust. converting, ex. unbl. kraft, n.e.c., not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M06,1997-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,99.0,103.4,103.2,104.3,109.9,114.0,122.3,122.9,124.1,124.1,124.1,127.5,138.3,136.0,137.7,,,,,,,,,,,,,,,,,,,,,,
WDU09130314                   ,WDU09130314                   ,"PPI Commodity data for Pulp, paper, and allied products-Glassine, greaseproof, and vegetable parchment, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M06,1993-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,102.3,111.3,111.7,123.2,131.4,138.3,142.8,142.7,141.8,138.5,138.2,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09130315                   ,WDU09130315                   ,"PPI Commodity data for Pulp, paper, and allied products-Oiled, waxed and wax-laminated paper, not seasonally adjusted, discontinued",Index base: 1982.12 = 100,1982-M12,1987-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,102.1,103.9,107.2,111.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09130316                   ,WDU09130316                   ,"PPI Commodity data for Pulp, paper, and allied products-Laminated or coated rolls and sheets, except waxed, not seasonally adjusted, discontinued",Index base: 1982.12 = 100,1982-M12,1987-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5,102.4,102.6,103.8,107.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09130319                   ,WDU09130319                   ,"PPI Commodity data for Pulp, paper, and allied products-Packaging/industrial convt. paper, ex unbleach kraft, not seasonally adjusted, discontinued",Index base: 1999.12 = 100,1999-M12,2009-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.1,107.2,106.6,108.4,110.0,109.4,110.7,114.5,,125.5,,,,,,,,,,
WDU09130320                   ,WDU09130320                   ,"PPI Commodity data for Pulp, paper, and allied products-Special industrial paper, except specialty packaging, not seasonally adjusted, discontinued",Index base: 2007.06 = 100,2007-M06,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.3,106.2,110.3,116.8,,,,,,,,
WDU091303221                  ,WDU091303221                  ,"PPI Commodity data for Pulp, paper, and allied products-Single-web film, rolls, and sheets for flexible packaging uses, not seasonally adjusted, discontinued",Index base: 2011.12 = 100,2011-M12,2019-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.1,107.1,111.2,106.6,103.2,108.7,114.2,
WDU091303222                  ,WDU091303222                  ,"PPI Commodity data for Pulp, paper, and allied products-Coextruded single-web film, for flexible packaging uses, not seasonally adjusted, discontinued",Index base: 2011.12 = 100,2011-M12,2019-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.3,95.6,104.3,98.3,96.3,99.6,104.1,
WDU091303223                  ,WDU091303223                  ,"PPI Commodity data for Pulp, paper, and allied products-Polypropylene/polypropylene multiweb laminated rolls and sheets, for flexible packaging uses, not seasonally adjusted, discontinued",Index base: 2011.12 = 100,2011-M12,2019-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.3,105.9,108.2,105.7,103.6,107.3,114.4,
WDU091303224                  ,WDU091303224                  ,"PPI Commodity data for Pulp, paper, and allied products-All metalized film/film multiweb laminated rolls and sheets, for flexible packaging uses, not seasonally adjusted, discontinued",Index base: 2011.12 = 100,2011-M12,2013-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.3,,,,,,,
WDU091303226                  ,WDU091303226                  ,"PPI Commodity data for Pulp, paper, and allied products-Other film/film multiweb laminated rolls and sheets, not seasonally adjusted, discontinued",Index base: 2013.06 = 100,2013-M06,2019-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3,101.1,97.3,91.0,,
WDU09130323                   ,WDU09130323                   ,"PPI Commodity data for Pulp, paper, and allied products-Tissue paper, not seasonally adjusted, discontinued",Index base: 1983.06 = 100,1983-M06,1993-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.5,109.9,123.1,134.5,143.0,152.2,154.4,153.5,152.8,152.9,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU091304                     ,WDU091304                     ,"PPI Commodity data for Pulp, paper, and allied products-Special industrial paper, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M06,1999-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,98.7,105.8,103.7,105.5,108.2,118.3,132.7,132.6,133.7,135.1,136.2,138.9,155.4,156.4,154.5,155.1,157.5,,,,,,,,,,,,,,,,,,,,
WDU09130401                   ,WDU09130401                   ,"PPI Commodity data for Pulp, paper, and allied products-Special industrial paper, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M06,1999-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,98.7,105.8,103.7,105.5,108.2,118.3,132.7,132.6,133.7,135.1,136.2,138.9,155.4,156.4,154.5,155.1,157.5,,,,,,,,,,,,,,,,,,,,
WDU09130501                   ,WDU09130501                   ,"PPI Commodity data for Pulp, paper, and allied products-Coated and laminated paper, n.e.c., not seasonally adjusted, discontinued",Index base: 1982.12 = 100,1982-M12,2007-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.2,106.2,107.9,109.0,112.6,120.3,127.8,131.4,136.5,137.2,139.2,142.0,158.2,160.6,163.6,163.4,161.4,158.7,156.6,155.0,154.9,157.0,160.9,164.9,,,,,,,,,,,,,
WDU09130502                   ,WDU09130502                   ,"PPI Commodity data for Pulp, paper, and allied products-All other coated and processed papers, not seasonally adjusted, discontinued",Index base: 2007.06 = 100,2007-M06,2013-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.6,108.9,112.0,118.9,117.4,,,,,,,
WDU091306                     ,WDU091306                     ,"PPI Commodity data for Pulp, paper, and allied products-Tissue paper stock, ex. thin, not seasonally adjusted, discontinued",Index base: 1983.06 = 100,1983-M06,1987-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.4,107.7,111.9,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09130601                   ,WDU09130601                   ,"PPI Commodity data for Pulp, paper, and allied products-Sanitary paper stock, not seasonally adjusted, discontinued",Index base: 1983.06 = 100,1983-M06,1987-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.6,107.2,109.4,112.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09130602                   ,WDU09130602                   ,"PPI Commodity data for Pulp, paper, and allied products-Tissue paper stock, ex. sanitary & thin, not seasonally adjusted, discontinued",Index base: 1983.06 = 100,1983-M06,1987-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.5,109.9,123.1,134.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU091401                     ,WDU091401                     ,"PPI Commodity data for Pulp, paper, and allied products-Container board, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1982-M13,34.5,34.7,34.8,35.6,40.8,40.1,40.6,41.5,41.5,42.8,43.3,43.3,43.3,43.1,39.5,40.0,41.0,42.2,42.2,42.2,40.6,37.8,39.5,40.2,40.8,42.2,46.1,59.4,69.7,71.5,69.9,70.2,80.4,93.9,102.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09140101                   ,WDU09140101                   ,"PPI Commodity data for Pulp, paper, and allied products-Liner, 42 lb. kraft, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1982-M13,33.2,33.0,33.4,34.0,38.5,38.5,39.1,40.1,40.1,41.4,41.8,41.8,41.8,41.8,39.7,39.6,40.5,41.8,41.8,41.8,40.5,38.2,39.5,40.2,40.6,41.9,45.1,58.2,69.2,70.6,69.1,69.5,79.5,93.6,102.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09140102                   ,WDU09140102                   ,"PPI Commodity data for Pulp, paper, and allied products-Liner,85-100 lb. test,Eastern . . . . . . . . . . . . . . . ., not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1971-M13,81.9,81.4,82.5,83.9,95.1,95.1,96.5,99.1,99.1,102.3,103.3,103.3,103.3,103.3,98.1,97.8,100.1,103.3,103.3,103.3,100.0,94.4,97.4,99.2,100.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09140111                   ,WDU09140111                   ,"PPI Commodity data for Pulp, paper, and allied products-Corrugating medium, semi-chemical, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1982-M13,37.4,39.1,38.2,39.8,46.9,43.5,44.1,44.8,44.8,46.1,46.6,46.6,46.6,46.0,38.6,40.8,41.8,43.0,43.0,43.0,40.8,36.5,39.3,40.3,40.9,42.9,48.2,62.1,70.4,74.0,72.3,73.0,83.1,95.1,104.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09140112                   ,WDU09140112                   ,"PPI Commodity data for Pulp, paper, and allied products-Corrugating,Eastern . . . . . . . . . . . . . . . . . . . . ., not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1971-M13,91.7,95.8,93.6,97.6,114.9,106.7,108.2,109.8,109.8,113.0,114.3,114.3,114.3,112.7,94.7,100.1,102.4,105.5,105.5,105.5,100.0,89.6,96.3,98.9,100.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09140115                   ,WDU09140115                   ,"PPI Commodity data for Pulp, paper, and allied products-Corrugating medium, recycled, not seasonally adjusted, discontinued",Index base: 1982 = 100,1974-M12,1976-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU091402                     ,WDU091402                     ,"PPI Commodity data for Pulp, paper, and allied products-Folding boxboard, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1982-M13,25.8,27.3,26.3,29.0,39.7,38.3,37.1,36.6,38.1,41.0,41.6,41.7,41.7,41.4,39.1,39.0,39.2,39.0,39.0,39.7,40.0,40.0,41.0,41.2,41.8,42.6,46.2,63.2,65.1,66.9,69.9,74.0,79.7,91.6,99.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09140221                   ,WDU09140221                   ,"PPI Commodity data for Pulp, paper, and allied products-Chipboard,s.m.l.,North Central, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1974-M13,58.3,63.3,62.8,68.8,93.4,89.7,87.2,87.2,91.7,99.7,101.2,101.2,101.2,100.4,96.6,97.6,98.3,97.6,96.6,99.4,100.0,100.1,103.1,103.4,103.4,103.4,115.3,172.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09140222                   ,WDU09140222                   ,"PPI Commodity data for Pulp, paper, and allied products-Chipboard,s.m.l.,Eastern, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1974-M13,68.9,71.4,66.3,73.6,101.3,98.7,95.6,93.2,96.8,104.4,106.1,107.0,107.0,106.7,101.4,99.1,99.0,98.3,98.5,100.0,100.0,100.3,102.5,104.4,106.2,110.2,117.4,156.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
