index,Index,Label,unit,start,last,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
WDU09140223                   ,WDU09140223                   ,"PPI Commodity data for Pulp, paper, and allied products-Newsback, w.p.c., not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1979-M07,26.5,27.9,28.0,30.9,42.3,40.3,38.3,38.3,39.5,42.0,42.5,42.5,42.5,41.9,39.0,39.8,40.2,40.2,40.2,40.6,41.2,41.2,41.2,41.6,42.8,43.4,46.5,,62.7,64.0,67.2,70.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09140224                   ,WDU09140224                   ,"PPI Commodity data for Pulp, paper, and allied products-Newsback,w.p.c.,Eastern . . . . . . . . . . . . . . . . . . ., not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1969-M13,74.5,77.3,73.6,81.0,110.8,107.6,104.5,101.4,104.6,110.2,111.9,109.6,108.6,107.3,99.4,97.2,97.2,97.2,97.4,100.0,100.0,100.6,104.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09140225                   ,WDU09140225                   ,"PPI Commodity data for Pulp, paper, and allied products-White-clay coated, 80 bright, not seasonally adjusted, discontinued",Index base: 1982 = 100,1974-M12,1982-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.8,69.3,,78.6,83.4,94.6,103.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09140226                   ,WDU09140226                   ,"PPI Commodity data for Pulp, paper, and allied products-Bending chipboard, not seasonally adjusted, discontinued",Index base: 1982 = 100,1974-M12,1979-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.6,65.9,68.1,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU091403                     ,WDU091403                     ,"PPI Commodity data for Pulp, paper, and allied products-Set-up boxboard, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1982-M13,25.6,26.5,23.9,26.1,34.5,32.5,29.7,29.0,30.2,33.4,33.6,33.3,33.3,33.1,32.4,32.4,32.6,32.5,32.5,33.1,33.3,34.0,35.6,36.9,37.9,39.6,43.7,61.7,64.2,65.0,67.9,71.5,78.1,91.4,97.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09140331                   ,WDU09140331                   ,"PPI Commodity data for Pulp, paper, and allied products-Chipboard,North Central, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1974-M13,70.2,72.2,68.9,75.2,97.7,,90.0,89.1,91.2,97.7,98.6,98.2,98.6,98.5,97.7,99.0,99.4,98.6,98.5,99.6,100.0,100.0,101.6,103.5,105.7,110.0,123.7,181.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09140332                   ,WDU09140332                   ,"PPI Commodity data for Pulp, paper, and allied products-Chipboard, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1982-M13,28.6,29.6,25.2,27.6,37.0,34.0,29.5,28.4,30.0,34.2,34.4,34.0,33.7,33.4,32.5,32.4,32.7,32.7,32.6,33.4,33.5,34.6,36.7,38.2,39.4,41.3,45.2,62.7,64.2,65.0,67.9,71.5,78.1,91.4,97.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU091404                     ,WDU091404                     ,"PPI Commodity data for Pulp, paper, and allied products-Other paperboard, except corrugated, not seasonally adjusted, discontinued",Index base: 1982 = 100,1975-M01,1982-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,63.0,66.7,69.7,76.0,86.6,98.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09140441                   ,WDU09140441                   ,"PPI Commodity data for Pulp, paper, and allied products-Bleached board, folding carton, not seasonally adjusted, discontinued",Index base: 1982 = 100,1974-M12,1982-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.4,61.9,66.1,69.8,75.7,85.9,99.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09140442                   ,WDU09140442                   ,"PPI Commodity data for Pulp, paper, and allied products-Uncoated cup stock, not seasonally adjusted, discontinued",Index base: 1982 = 100,1974-M12,1982-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.6,60.1,64.2,66.4,73.3,84.6,96.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09140448                   ,WDU09140448                   ,"PPI Commodity data for Pulp, paper, and allied products-Tube, can and drum stock, not seasonally adjusted, discontinued",Index base: 1982 = 100,1974-M12,1982-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,70.9,71.7,72.7,80.5,91.8,98.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09141101                   ,WDU09141101                   ,"PPI Commodity data for Pulp, paper, and allied products-Unbleached linerboard, not seasonally adjusted, discontinued",Index base: 1982.12 = 100,1982-M12,1999-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,122.4,116.5,116.3,135.3,161.3,165.3,155.2,143.6,149.4,139.5,153.1,205.5,158.7,136.7,150.0,151.5,,,,,,,,,,,,,,,,,,,,
WDU09141102                   ,WDU09141102                   ,"PPI Commodity data for Pulp, paper, and allied products-Other unbleached kraft pkg. & ind. conv. paperboard, not seasonally adjusted, discontinued",Index base: 1982.12 = 100,1982-M12,1987-M07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8,110.9,114.5,109.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09141103                   ,WDU09141103                   ,"PPI Commodity data for Pulp, paper, and allied products-Bleached packaging and industrial converting paperboard, not seasonally adjusted, discontinued",Index base: 1982.12 = 100,1982-M12,2006-M12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8,107.7,108.1,106.9,107.4,113.3,131.5,135.5,136.8,138.0,136.4,135.5,162.4,160.0,158.6,157.8,153.9,165.6,165.6,160.5,160.9,162.7,,,,,,,,,,,,,,,
WDU09150101                   ,WDU09150101                   ,"PPI Commodity data for Pulp, paper, and allied products-Toilet tissue, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1983-M05,17.4,20.2,20.9,21.2,23.5,23.8,23.9,24.3,24.3,24.6,25.2,25.0,25.2,26.2,26.2,25.7,25.6,25.6,25.6,26.5,28.8,30.0,31.2,32.8,33.9,33.9,34.8,44.4,56.3,63.3,71.8,77.3,86.3,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09150102                   ,WDU09150102                   ,"PPI Commodity data for Pulp, paper, and allied products-Sanitary napkins, tampons and wadding stock, not seasonally adjusted, discontinued",Index base: 1983.06 = 100,1984-M10,1999-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.1,108.6,113.7,115.1,110.2,118.8,129.9,164.9,177.2,175.2,185.5,185.5,185.1,185.9,186.1,,,,,,,,,,,,,,,,,,,,
WDU09150103                   ,WDU09150103                   ,"PPI Commodity data for Pulp, paper, and allied products-Facial tissue, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1976-M05,26.3,27.9,28.5,28.6,31.1,31.3,30.8,30.8,30.6,30.4,30.3,30.4,30.4,30.4,30.2,29.8,29.3,28.8,28.6,29.6,31.7,33.6,35.1,37.2,39.0,39.1,39.8,48.9,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09150104                   ,WDU09150104                   ,"PPI Commodity data for Pulp, paper, and allied products-Sanitary tissue health products, not seasonally adjusted, discontinued",Index base: 1983.06 = 100,1983-M06,1987-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.4,105.5,106.2,106.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09150105                   ,WDU09150105                   ,"PPI Commodity data for Pulp, paper, and allied products-Towels, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1983-M06,19.5,21.1,20.6,20.8,24.1,24.1,23.7,23.5,23.8,24.6,25.1,25.1,25.3,26.1,26.2,26.2,26.2,26.2,26.2,26.6,27.0,27.6,28.6,29.2,30.2,30.9,32.0,41.3,54.6,59.7,65.0,69.4,75.5,89.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09150107                   ,WDU09150107                   ,"PPI Commodity data for Pulp, paper, and allied products-Napkins, industrial, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1983-M02,22.8,26.7,24.0,24.8,31.1,28.0,26.1,25.9,26.3,26.8,27.6,27.6,27.6,27.6,26.7,25.2,24.8,24.1,24.5,25.7,26.3,27.3,28.6,30.4,32.1,32.7,34.4,43.6,53.7,58.9,63.5,67.9,75.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09150109                   ,WDU09150109                   ,"PPI Commodity data for Pulp, paper, and allied products-Napkins, household, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1983-M05,24.4,26.4,22.5,22.6,26.0,24.9,24.7,24.7,25.9,26.0,26.1,25.0,24.5,24.6,24.2,25.7,25.9,25.9,26.2,26.9,27.0,,,,,39.7,41.7,50.3,59.7,65.1,69.8,74.6,82.2,93.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09150111                   ,WDU09150111                   ,"PPI Commodity data for Pulp, paper, and allied products-Sanitary napkins, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1970-M13,13.5,15.5,15.7,16.1,18.5,18.6,18.6,18.6,18.6,19.0,20.8,21.5,21.6,22.2,21.7,21.7,21.8,21.8,22.7,23.5,24.2,26.2,27.2,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09150112                   ,WDU09150112                   ,"PPI Commodity data for Pulp, paper, and allied products-Tampons, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1969-M13,27.5,30.4,30.7,31.6,34.2,34.2,34.2,34.2,34.2,34.8,37.7,39.3,39.5,41.1,37.0,37.0,37.0,39.1,39.5,39.8,42.6,44.1,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09150113                   ,WDU09150113                   ,"PPI Commodity data for Pulp, paper, and allied products-Facial tissues, not seasonally adjusted, discontinued",Index base: 1987.12 = 100,1987-M12,1999-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.3,,,120.0,121.9,118.5,117.5,133.8,141.5,138.9,128.9,126.6,,,,,,,,,,,,,,,,,,,,
WDU09150114                   ,WDU09150114                   ,"PPI Commodity data for Pulp, paper, and allied products-Napkins and napkin stock, not seasonally adjusted, discontinued",Index base: 1987.12 = 100,1987-M12,1999-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.7,109.2,112.0,111.2,107.5,108.8,109.5,122.8,128.0,120.9,120.4,120.2,,,,,,,,,,,,,,,,,,,,
WDU09150115                   ,WDU09150115                   ,"PPI Commodity data for Pulp, paper, and allied products-Toilet tissue and stock, not seasonally adjusted, discontinued",Index base: 1987.12 = 100,1987-M12,1999-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.8,119.4,133.6,132.8,132.2,132.3,130.7,141.6,148.9,146.7,144.4,143.5,,,,,,,,,,,,,,,,,,,,
WDU09150116                   ,WDU09150116                   ,"PPI Commodity data for Pulp, paper, and allied products-Disposable diapers, not seasonally adjusted, discontinued",Index base: 1987.12 = 100,1987-M12,1999-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3,101.0,101.6,98.4,88.4,74.9,74.5,74.1,74.5,74.0,75.4,,,,,,,,,,,,,,,,,,,,,
WDU09150117                   ,WDU09150117                   ,"PPI Commodity data for Pulp, paper, and allied products-Towels and towel stock, not seasonally adjusted, discontinued",Index base: 1987.12 = 100,1987-M12,1999-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.8,117.9,120.1,122.4,123.0,123.5,121.4,137.0,144.1,140.2,137.0,132.3,,,,,,,,,,,,,,,,,,,,
WDU09150121                   ,WDU09150121                   ,"PPI Commodity data for Pulp, paper, and allied products-Other sanitary paper products, inc. stock, n.e.c., not seasonally adjusted, discontinued",Index base: 1987.12 = 100,1987-M12,1999-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3,106.0,107.4,113.8,112.8,108.7,107.6,109.9,111.1,111.0,100.8,102.1,,,,,,,,,,,,,,,,,,,,
WDU09150213                   ,WDU09150213                   ,"PPI Commodity data for Pulp, paper, and allied products-Grocery bags, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1983-M11,23.5,25.5,23.8,24.6,28.9,28.9,28.4,26.2,26.6,34.3,36.8,37.8,37.3,37.2,37.5,36.4,32.8,33.8,37.4,39.3,40.7,37.8,39.3,42.5,37.6,41.9,47.6,53.9,60.7,63.7,65.5,74.2,86.5,96.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU091502141                  ,WDU091502141                  ,"PPI Commodity data for Pulp, paper, and allied products-Uncoated paper grocers' bags and sacks, not seasonally adjusted, discontinued",Index base: 2010.12 = 100,2010-M12,2013-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.4,121.8,,,,,,,
WDU091502142                  ,WDU091502142                  ,"PPI Commodity data for Pulp, paper, and allied products-Uncoated paper variety bags and pouches (merchandise) and shopping bags, not seasonally adjusted, discontinued",Index base: 2010.12 = 100,2010-M12,2013-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.3,116.7,,,,,,,
WDU091502143                  ,WDU091502143                  ,"PPI Commodity data for Pulp, paper, and allied products-All other uncoated paper bags and pouches (including specialty bags, mothproof bags, etc.), not seasonally adjusted, discontinued",Index base: 2010.12 = 100,2010-M12,2013-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.4,110.0,,,,,,,
WDU09150215                   ,WDU09150215                   ,"PPI Commodity data for Pulp, paper, and allied products-Cement shipping sacks, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1979-M01,26.8,30.2,28.2,27.1,32.6,31.8,31.8,32.0,31.8,33.5,34.3,35.2,34.3,34.4,34.0,34.2,32.1,31.4,32.5,34.9,34.2,33.3,34.6,37.9,38.4,39.4,42.1,50.8,56.9,59.9,64.6,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU0915021628                 ,WDU0915021628                 ,"PPI Commodity data for Pulp, paper, and allied products-Polyethylene textile, clothing, & household storage (sandwich & freezer) bags & pouches, not seasonally adjusted, discontinued",Index base: 2011.12 = 100,2011-M12,2013-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3,,,,,,,
WDU09150319                   ,WDU09150319                   ,"PPI Commodity data for Pulp, paper, and allied products-Candy box, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1979-M05,19.2,18.6,17.5,17.4,21.4,21.4,21.3,21.6,22.1,23.7,23.7,23.7,23.7,23.7,23.7,23.7,24.2,24.2,24.4,24.8,25.3,26.6,27.4,28.4,29.6,30.2,34.2,41.6,45.4,49.4,52.4,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09150321                   ,WDU09150321                   ,"PPI Commodity data for Pulp, paper, and allied products-Shirt box, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1983-M13,25.4,25.4,24.4,24.4,30.5,28.9,28.2,28.4,29.0,31.6,31.9,31.9,31.9,31.9,32.0,32.7,33.4,33.9,34.4,35.4,36.3,37.9,39.1,40.9,42.4,43.3,46.1,54.9,57.8,59.9,63.3,70.6,78.9,87.7,96.1,100.0,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09150323                   ,WDU09150323                   ,"PPI Commodity data for Pulp, paper, and allied products-Cor. shp. cont. for food & beverages, not seasonally adjusted, discontinued",Index base: 1982 = 100,1961-M01,1987-M06,,,,,,,,,,,,,,,38.3,39.8,39.7,38.6,38.6,39.7,41.0,41.8,43.1,44.4,46.0,48.6,54.1,62.6,67.9,71.0,71.2,73.9,84.2,94.6,100.3,100.0,99.9,109.4,112.7,109.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09150325                   ,WDU09150325                   ,"PPI Commodity data for Pulp, paper, and allied products-Frozen food carton shell, not seasonally adjusted, discontinued",Index base: 1982 = 100,1972-M01,1974-M13,,,,,,,,,,,,,,,,,,,,,,,,,,39.1,40.5,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09150327                   ,WDU09150327                   ,"PPI Commodity data for Pulp, paper, and allied products-Ice cream carton, not seasonally adjusted, discontinued",Index base: 1982 = 100,1963-M12,1985-M06,,,,,,,,,,,,,,,,,34.3,34.3,34.3,34.9,35.8,36.0,37.2,38.9,40.3,40.8,42.2,49.7,56.8,60.8,64.0,68.2,76.2,87.2,95.9,100.0,101.0,104.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09150329                   ,WDU09150329                   ,"PPI Commodity data for Pulp, paper, and allied products-Milk carton, 1/2 gallon, not seasonally adjusted, discontinued",Index base: 1982 = 100,1963-M12,1985-M06,,,,,,,,,,,,,,,,,40.3,37.5,36.6,36.6,36.6,36.6,36.6,37.4,39.0,39.1,39.5,47.7,57.7,61.5,65.4,67.0,71.4,78.3,90.0,100.0,106.3,113.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09150332                   ,WDU09150332                   ,"PPI Commodity data for Pulp, paper, and allied products-Folding paperboard boxes, including retail food, not seasonally adjusted, discontinued",Index base: 1983.12 = 100,1983-M12,2004-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.7,104.7,105.3,109.1,114.5,124.0,128.9,131.1,132.7,132.0,131.3,139.1,140.6,140.3,142.6,141.2,144.6,146.7,146.4,146.1,146.4,,,,,,,,,,,,,,,
WDU09150333                   ,WDU09150333                   ,"PPI Commodity data for Pulp, paper, and allied products-Paper cups, hot, not seasonally adjusted, discontinued",Index base: 1982 = 100,1967-M01,1985-M06,,,,,,,,,,,,,,,,,,,,,45.4,45.3,43.8,44.5,46.8,46.9,47.9,53.4,57.6,60.4,62.9,66.2,75.7,88.0,96.7,100.0,100.0,104.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09150334                   ,WDU09150334                   ,"PPI Commodity data for Pulp, paper, and allied products-Paper cups, cold, not seasonally adjusted, discontinued",Index base: 1982 = 100,1969-M01,1973-M13,,,,,,,,,,,,,,,,,,,,,,,41.1,41.7,44.1,45.3,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09150335                   ,WDU09150335                   ,"PPI Commodity data for Pulp, paper, and allied products-Paper plates, not seasonally adjusted, discontinued",Index base: 1982 = 100,1969-M01,1979-M02,,,,,,,,,,,,,,,,,,,,,,,45.3,44.2,38.7,38.8,41.2,50.8,61.3,63.2,64.3,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU091503361                  ,WDU091503361                  ,"PPI Commodity data for Pulp, paper, and allied products-Folding paperboard boxes for dry food and produce, not seasonally adjusted, discontinued",Index base: 2010.12 = 100,2010-M12,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.4,,,,,,,,
WDU091503362                  ,WDU091503362                  ,"PPI Commodity data for Pulp, paper, and allied products-Folding paperboard boxes for bottled and canned beverages, not seasonally adjusted, discontinued",Index base: 2010.12 = 100,2010-M12,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8,,,,,,,,
WDU091503363                  ,WDU091503363                  ,"PPI Commodity data for Pulp, paper, and allied products-Folding paperboard boxes for cosmetic and medicinal products, not seasonally adjusted, discontinued",Index base: 2010.12 = 100,2010-M12,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.4,,,,,,,,
WDU091503364                  ,WDU091503364                  ,"PPI Commodity data for Pulp, paper, and allied products-Folding paperboard boxes for paper goods or products, not seasonally adjusted, discontinued",Index base: 2010.12 = 100,2010-M12,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3,,,,,,,,
WDU091503365                  ,WDU091503365                  ,"PPI Commodity data for Pulp, paper, and allied products-Folding paperboard boxes for fresh bakery products, not seasonally adjusted, discontinued",Index base: 2010.12 = 100,2010-M12,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.2,,,,,,,,
WDU091503366                  ,WDU091503366                  ,"PPI Commodity data for Pulp, paper, and allied products-Folding paperboard boxes and packaging components for all other end uses, not seasonally adjusted, discontinued",Index base: 2010.12 = 100,2010-M12,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.9,,,,,,,,
WDU09150341                   ,WDU09150341                   ,"PPI Commodity data for Pulp, paper, and allied products-Cor. shp. cont. for paper & allied, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M06,1987-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2,100.0,96.5,105.8,113.2,108.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09150342                   ,WDU09150342                   ,"PPI Commodity data for Pulp, paper, and allied products-Cor. shp. cont. for glass, clay, stone, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M06,1987-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,100.0,96.6,105.2,106.7,105.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09150343                   ,WDU09150343                   ,"PPI Commodity data for Pulp, paper, and allied products-Cor. shp. cont. for metal products ex. elec., not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M06,1987-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.6,100.0,98.7,105.7,107.8,109.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09150344                   ,WDU09150344                   ,"PPI Commodity data for Pulp, paper, and allied products-Cor. shp. cont. for electrical products, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M06,1987-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.2,100.0,98.9,103.4,104.2,104.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09150345                   ,WDU09150345                   ,"PPI Commodity data for Pulp, paper, and allied products-Cor. shp. cont. for all other end uses, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M06,1987-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.6,100.0,97.6,104.7,108.3,105.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09150346                   ,WDU09150346                   ,"PPI Commodity data for Pulp, paper, and allied products-Solid fiber boxes and containers, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M06,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.3,129.4,145.2,147.9,147.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09150352                   ,WDU09150352                   ,"PPI Commodity data for Pulp, paper, and allied products-Cups and liquid-tight containers, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1985-M06,2010-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.9,107.6,115.1,131.7,137.1,140.4,143.1,143.3,148.6,172.9,171.3,165.8,174.3,172.3,182.0,195.5,203.2,209.7,218.7,229.6,246.2,256.2,267.0,265.7,,,,,,,,,,
WDU09150359                   ,WDU09150359                   ,"PPI Commodity data for Pulp, paper, and allied products-Other sanitary food containers, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1985-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,101.0,104.9,115.0,118.5,121.1,122.7,125.8,127.5,139.5,137.4,129.0,128.4,125.6,128.9,130.1,134.1,137.3,,,,,,,,,,,,,,,,
WDU09150431                   ,WDU09150431                   ,"PPI Commodity data for Pulp, paper, and allied products-Gummed products, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1993-M06,37.5,39.0,34.3,34.8,42.4,41.9,41.3,37.3,38.7,38.9,36.8,36.5,35.9,37.7,36.9,36.3,35.9,35.9,36.3,37.3,37.3,37.6,38.1,38.1,37.5,38.4,41.8,51.8,60.3,62.9,65.7,70.1,76.7,92.1,97.5,100.0,99.0,101.9,103.6,104.2,107.9,114.1,120.4,123.1,123.8,125.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09150451                   ,WDU09150451                   ,"PPI Commodity data for Pulp, paper, and allied products-Gift wrapping paper, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1986-M03,2007-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,103.0,111.6,116.0,119.2,128.0,132.9,136.3,134.4,132.8,141.6,136.0,134.2,128.8,141.7,141.4,139.0,140.1,142.2,144.4,149.7,,,,,,,,,,,,,
WDU091505                     ,WDU091505                     ,"PPI Commodity data for Pulp, paper, and allied products-Paper games, toys, and novelties, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1977-M13,60.9,67.9,68.6,69.8,75.1,76.2,81.5,81.5,82.3,89.3,86.3,90.8,89.0,89.0,87.5,90.4,90.4,90.4,90.4,90.4,100.0,102.0,104.1,110.8,113.0,115.4,116.7,136.1,144.8,147.7,155.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU09150533                   ,WDU09150533                   ,"PPI Commodity data for Pulp, paper, and allied products-Playing cards,one and two colors, not seasonally adjusted, discontinued",Index base: 1967 = 100,1957-M01,1969-M13,,,,,,,,,,,96.7,101.3,102.3,102.3,101.1,100.0,100.0,100.0,100.0,100.0,100.0,104.8,116.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
