index,Index,Label,unit,start,last,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
WDU10121103                   ,WDU10121103                   ,"PPI Commodity data for Metals and metal products-Heavy melting, Chicago, not seasonally adjusted, discontinued",Index base: 1986.12 = 100,1986-M12,1996-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.5,155.4,148.3,147.5,128.6,122.8,155.2,169.1,175.8,,,,,,,,,,,,,,,,,,,,,,
WDU10121105                   ,WDU10121105                   ,"PPI Commodity data for Metals and metal products-Heavy melting, South, not seasonally adjusted, discontinued",Index base: 1986.12 = 100,1986-M12,1996-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.5,161.2,161.0,160.4,143.7,141.6,165.7,189.0,191.3,,,,,,,,,,,,,,,,,,,,,,
WDU10121106                   ,WDU10121106                   ,"PPI Commodity data for Metals and metal products-Heavy melting, West, not seasonally adjusted, discontinued",Index base: 1986.12 = 100,1986-M12,1995-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.7,155.8,159.6,153.3,138.7,129.3,170.0,185.9,,,,,,,,,,,,,,,,,,,,,,,
WDU10121112                   ,WDU10121112                   ,"PPI Commodity data for Metals and metal products-Bundles, Northeast, not seasonally adjusted, discontinued",Index base: 1986.12 = 100,1986-M12,1996-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.4,161.4,161.8,159.9,149.4,138.4,187.8,201.8,199.2,,,,,,,,,,,,,,,,,,,,,,
WDU10121113                   ,WDU10121113                   ,"PPI Commodity data for Metals and metal products-Bundles, Chicago, not seasonally adjusted, discontinued",Index base: 1986.12 = 100,1986-M12,1996-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.6,150.7,142.3,135.0,120.3,111.9,144.2,161.1,167.7,,,,,,,,,,,,,,,,,,,,,,
WDU10121114                   ,WDU10121114                   ,"PPI Commodity data for Metals and metal products-Bundles, Ohio and Lake Erie, not seasonally adjusted, discontinued",Index base: 1986.12 = 100,1986-M12,1996-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.4,158.7,142.1,141.2,127.1,118.6,153.3,175.7,187.8,,,,,,,,,,,,,,,,,,,,,,
WDU10121125                   ,WDU10121125                   ,"PPI Commodity data for Metals and metal products-Shredded scrap, South, not seasonally adjusted, discontinued",Index base: 1986.12 = 100,1986-M12,1996-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.1,141.1,151.0,144.1,131.8,122.7,149.0,170.4,176.9,,,,,,,,,,,,,,,,,,,,,,
WDU10121132                   ,WDU10121132                   ,"PPI Commodity data for Metals and metal products-Cut plate and structural scrap, Northeast, not seasonally adjusted, discontinued",Index base: 1986.12 = 100,1986-M12,1996-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.6,140.5,144.3,141.6,128.4,121.1,146.0,154.8,161.6,,,,,,,,,,,,,,,,,,,,,,
WDU10121135                   ,WDU10121135                   ,"PPI Commodity data for Metals and metal products-Cut plate and structural scrap, South, not seasonally adjusted, discontinued",Index base: 1986.12 = 100,1986-M12,1991-M08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.5,151.8,145.3,139.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10121204                   ,WDU10121204                   ,"PPI Commodity data for Metals and metal products-Ohio and Lake Erie, not seasonally adjusted, discontinued",Index base: 1986.12 = 100,1986-M12,1995-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.3,130.4,123.7,124.3,119.7,116.9,128.1,146.8,,,,,,,,,,,,,,,,,,,,,,,
WDU10121205                   ,WDU10121205                   ,"PPI Commodity data for Metals and metal products-South, not seasonally adjusted, discontinued",Index base: 1986.12 = 100,1986-M12,1996-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.2,,,,,,,,,,,,,,,,,,,,,,
WDU10121302                   ,WDU10121302                   ,"PPI Commodity data for Metals and metal products-Northeast, not seasonally adjusted, discontinued",Index base: 1986.12 = 100,1986-M12,1996-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.5,121.3,125.4,127.9,120.6,117.4,132.3,166.6,166.9,,,,,,,,,,,,,,,,,,,,,,
WDU10121306                   ,WDU10121306                   ,"PPI Commodity data for Metals and metal products-West, not seasonally adjusted, discontinued",Index base: 1986.12 = 100,1986-M12,1991-M05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.8,174.3,190.1,175.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU1013                       ,WDU1013                       ,"PPI Commodity data for Metals and metal products-Steel mill products, not seasonally adjusted, discontinued",Index base: 1967 = 100,1939-M01,1982-M06,34.7,34.7,34.8,34.8,34.9,34.9,35.8,38.9,45.5,52.0,56.4,59.4,64.0,65.4,70.5,73.8,77.2,83.8,91.8,95.0,96.5,96.4,96.0,95.8,96.3,97.1,97.5,98.9,100.0,102.5,107.4,114.2,122.9,130.4,134.1,170.0,197.2,209.8,229.9,254.5,280.4,302.7,337.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU101301                     ,WDU101301                     ,"PPI Commodity data for Metals and metal products-Semifinished steel mill products, not seasonally adjusted, discontinued",Index base: 1967 = 100,1939-M01,1982-M06,29.8,30.0,30.0,30.0,30.0,30.0,31.3,33.5,40.3,48.6,53.3,57.8,60.8,62.2,69.1,74.1,77.9,83.4,92.4,95.8,97.2,97.1,96.9,96.9,97.3,98.5,98.3,98.7,100.0,102.2,107.0,112.2,122.8,130.9,133.9,169.0,206.7,223.1,243.6,270.5,294.3,325.6,359.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10130101                   ,WDU10130101                   ,"PPI Commodity data for Metals and metal products-Billets, merchant quality, carbon, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1982-M06,,,,,,,,,37.6,46.1,50.9,55.2,58.1,59.4,66.7,72.1,75.3,79.8,89.2,92.3,93.8,93.8,93.8,93.8,94.8,97.7,97.7,98.4,100.0,102.6,110.6,114.8,129.2,138.1,138.1,,,,251.3,290.8,321.1,348.8,383.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10130102                   ,WDU10130102                   ,"PPI Commodity data for Metals and metal products-Billets, forging, carbon, not seasonally adjusted, discontinued",Index base: 1967 = 100,1954-M01,1982-M06,,,,,,,,,,,,,,,,73.0,76.7,81.7,88.9,92.3,94.0,94.0,94.0,94.0,94.9,97.2,97.2,98.2,100.0,102.1,108.9,114.0,125.5,133.9,138.7,185.1,218.7,235.2,260.0,288.0,314.5,344.6,380.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10130103                   ,WDU10130103                   ,"PPI Commodity data for Metals and metal products-Billets, alloy, not seasonally adjusted, discontinued",Index base: 1967 = 100,1955-M01,1982-M06,,,,,,,,,,,,,,,,,74.2,79.6,89.9,92.8,94.1,94.1,94.1,94.1,94.6,95.8,95.8,96.6,100.0,103.0,109.7,115.6,125.6,133.7,135.5,157.6,185.4,203.2,226.0,250.2,277.8,315.3,340.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10130111                   ,WDU10130111                   ,"PPI Commodity data for Metals and metal products-Wire rods, carbon, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1982-M06,,,,,,,,,39.9,46.0,51.3,58.1,61.5,63.0,68.3,72.7,76.9,86.0,94.3,99.1,101.3,101.3,101.3,101.3,101.3,100.3,99.6,99.6,100.0,101.6,102.4,105.6,117.6,126.9,133.7,162.0,211.0,229.9,249.6,271.8,288.2,319.8,362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10130113                   ,WDU10130113                   ,"PPI Commodity data for Metals and metal products-Wire rods, stainless, not seasonally adjusted, discontinued",Index base: 1977.12 = 100,1977-M12,1982-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5,112.5,127.6,126.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10130121                   ,WDU10130121                   ,"PPI Commodity data for Metals and metal products-Skelp,carbon. . . . . . . . . . . . . . . . . . . . . . . . ., not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1969-M13,,,,,,,,,46.0,56.4,60.9,59.5,62.9,64.4,69.2,72.9,78.8,85.0,94.1,98.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,103.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10130131                   ,WDU10130131                   ,"PPI Commodity data for Metals and metal products-Slabs, stainless, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1972-M13,,,,,,,,,84.5,82.0,73.7,76.4,81.1,82.6,87.4,89.4,92.5,98.0,103.5,105.2,105.2,102.8,100.3,100.3,100.3,100.3,99.7,99.2,100.0,104.5,104.8,108.4,111.4,111.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU101302                     ,WDU101302                     ,"PPI Commodity data for Metals and metal products-Finished steel mill products, not seasonally adjusted, discontinued",Index base: 1967 = 100,1939-M01,1982-M06,35.2,35.2,35.3,35.4,35.5,35.5,36.3,39.4,46.0,52.4,56.7,59.5,64.3,65.8,70.8,73.8,77.3,83.8,91.7,94.9,96.5,96.3,95.9,95.7,96.2,97.0,97.5,98.8,100.0,102.5,107.4,114.2,122.9,130.4,134.1,170.0,196.6,209.0,229.0,253.5,279.5,301.2,336.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10130238                   ,WDU10130238                   ,"PPI Commodity data for Metals and metal products-Plates, A572, grade 50, not seasonally adjusted, discontinued",Index base: 1968.12 = 100,1969-M01,1982-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.4,108.6,120.3,127.5,132.2,165.8,194.6,207.0,229.1,257.5,284.4,313.4,354.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10130239                   ,WDU10130239                   ,"PPI Commodity data for Metals and metal products-Structural shapes, wide flange, not seasonally adjusted, discontinued",Index base: 1969.12 = 100,1970-M01,1982-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,114.9,121.4,126.9,154.7,188.4,201.0,212.0,243.5,271.1,300.8,336.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10130241                   ,WDU10130241                   ,"PPI Commodity data for Metals and metal products-Rails, standard, carbon, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1982-M06,,,,,,,,,43.4,48.9,53.5,57.0,60.0,61.2,68.5,73.4,76.8,81.4,89.5,93.4,95.9,95.9,95.9,95.9,95.9,95.9,95.9,97.0,100.0,104.1,108.3,111.9,125.0,131.7,137.4,173.3,209.4,233.2,249.7,278.2,309.5,351.5,391.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10130242                   ,WDU10130242                   ,"PPI Commodity data for Metals and metal products-Tie plates, low or high carbon, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1982-M06,,,,,,,,,39.2,51.2,54.8,57.2,60.8,62.5,67.3,70.4,73.7,78.3,86.5,90.5,93.0,93.0,93.0,93.0,93.0,93.0,93.0,94.9,100.0,103.8,107.8,111.5,124.2,130.5,135.6,169.6,206.0,225.0,230.6,248.7,274.6,319.1,356.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10130243                   ,WDU10130243                   ,"PPI Commodity data for Metals and metal products-Axles, carbon, not seasonally adjusted, discontinued",Index base: 1967 = 100,1954-M01,1982-M06,,,,,,,,,,,,,,,,63.5,66.6,73.5,82.5,86.3,87.5,87.5,87.5,87.5,88.4,93.3,93.3,95.9,100.0,100.0,104.6,104.6,111.8,113.1,107.9,147.6,178.1,173.0,175.7,196.2,239.4,302.3,309.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10130244                   ,WDU10130244                   ,"PPI Commodity data for Metals and metal products-Wheels, carbon, not seasonally adjusted, discontinued",Index base: 1967 = 100,1954-M01,1981-M01,,,,,,,,,,,,,,,,77.1,81.3,88.1,94.8,97.9,100.0,100.0,100.0,99.5,99.4,99.5,100.0,100.0,100.0,100.0,103.7,108.0,116.4,120.1,123.8,175.8,211.7,211.7,225.8,242.1,277.3,330.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10130245                   ,WDU10130245                   ,"PPI Commodity data for Metals and metal products-Plates, carbon, A-285, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1982-M06,,,,,,,,,44.1,49.4,53.6,57.5,60.3,61.6,66.3,69.5,72.5,80.3,90.7,93.9,95.7,95.7,95.7,95.7,96.7,99.5,99.5,100.2,100.0,103.6,109.7,116.6,129.6,137.6,142.8,174.9,203.8,217.1,238.2,267.2,295.4,327.3,364.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10130246                   ,WDU10130246                   ,"PPI Commodity data for Metals and metal products-Plates, carbon, A-36, not seasonally adjusted, discontinued",Index base: 1967 = 100,1963-M12,1982-M06,,,,,,,,,,,,,,,,,,,,,,,,,97.3,97.3,97.3,99.3,100.0,103.8,110.5,118.0,132.3,141.0,146.7,181.6,213.2,228.3,248.4,279.7,312.1,344.9,387.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10130247                   ,WDU10130247                   ,"PPI Commodity data for Metals and metal products-Plates, stainless, not seasonally adjusted, discontinued",Index base: 1967 = 100,1963-M12,1982-M06,,,,,,,,,,,,,,,,,,,,,,,,,98.8,96.1,93.9,94.3,100.0,107.3,119.5,140.2,144.6,128.1,132.8,166.9,198.5,205.5,206.7,213.3,219.1,237.5,250.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10130248                   ,WDU10130248                   ,"PPI Commodity data for Metals and metal products-Structural shapes, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1982-M06,,,,,,,,,39.5,48.1,52.8,56.6,60.0,61.3,64.7,67.3,71.0,76.2,87.7,91.4,93.4,93.4,93.4,93.4,94.1,96.2,96.2,99.9,100.0,101.8,108.1,115.3,127.0,134.6,140.7,179.0,216.3,227.1,241.2,272.0,300.4,329.9,368.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10130249                   ,WDU10130249                   ,"PPI Commodity data for Metals and metal products-Bars, tool steel, alloy, die, not seasonally adjusted, discontinued",Index base: 1967 = 100,1954-M01,1982-M06,,,,,,,,,,,,,,,,69.4,72.7,76.8,81.0,89.3,91.6,91.6,91.6,91.6,91.6,91.6,91.6,97.7,100.0,101.5,105.8,110.6,115.3,121.4,127.8,153.3,185.7,197.2,216.6,235.7,253.4,286.6,315.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10130251                   ,WDU10130251                   ,"PPI Commodity data for Metals and metal products-Bars, tool steel, c. f., alloy, not seasonally adjusted, discontinued",Index base: 1967 = 100,1954-M01,1982-M06,,,,,,,,,,,,,,,,75.2,78.5,83.9,88.8,94.2,96.0,96.0,96.0,96.0,96.0,93.3,89.5,91.0,100.0,105.9,106.2,110.5,115.3,123.3,128.8,157.5,195.9,216.8,245.8,276.3,309.0,345.7,353.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10130252                   ,WDU10130252                   ,"PPI Commodity data for Metals and metal products-Bars, h. r., alloy, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1982-M06,,,,,,,,,44.9,50.5,56.1,58.3,61.5,63.1,71.0,74.2,77.8,82.7,88.1,90.7,92.0,92.0,92.0,92.0,92.5,94.1,96.2,98.9,100.0,102.4,106.6,113.4,123.7,130.6,133.9,154.9,180.9,202.5,229.9,258.7,286.3,319.4,349.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10130253                   ,WDU10130253                   ,"PPI Commodity data for Metals and metal products-Bars, hot rolled, stainless, type 304, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1982-M06,,,,,,,,,36.3,38.0,43.5,49.9,57.6,58.7,62.7,64.2,67.1,71.2,79.3,80.7,83.4,83.4,83.4,83.4,83.4,83.4,92.1,96.9,100.0,104.5,116.1,133.7,138.7,124.7,123.8,150.4,172.8,186.9,197.8,203.9,224.7,262.7,281.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10130254                   ,WDU10130254                   ,"PPI Commodity data for Metals and metal products-Bars,h.r.,carbon,special, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1982-M06,,,,,,,,,42.9,48.3,52.3,54.0,57.4,59.0,65.5,69.6,72.8,79.9,87.8,91.9,93.9,93.9,93.9,93.9,94.8,97.4,97.4,98.3,100.0,103.8,109.8,115.7,129.2,138.9,144.5,176.5,201.2,222.5,247.2,275.2,301.3,323.9,364.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10130255                   ,WDU10130255                   ,"PPI Commodity data for Metals and metal products-Bars, reinforcing, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1982-M06,,,,,,,,,48.3,55.6,61.9,64.0,68.1,70.0,77.9,84.9,87.8,93.8,101.7,105.4,107.8,107.3,104.8,99.7,90.3,91.5,99.7,100.8,100.0,99.3,100.3,110.3,117.0,114.7,124.1,201.5,199.2,182.5,185.8,208.4,261.1,274.8,275.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10130256                   ,WDU10130256                   ,"PPI Commodity data for Metals and metal products-Bars, c. f., carbon, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1982-M06,,,,,,,,,43.2,46.6,49.1,52.7,56.9,58.5,66.1,71.2,74.3,81.0,89.1,92.8,94.6,94.6,94.6,94.6,95.1,96.8,96.9,98.4,100.0,103.6,108.9,113.3,123.5,131.2,135.2,162.3,181.8,200.2,226.0,248.1,274.4,293.2,327.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10130257                   ,WDU10130257                   ,"PPI Commodity data for Metals and metal products-Bars, c. f., alloy, not seasonally adjusted, discontinued",Index base: 1967 = 100,1954-M01,1982-M06,,,,,,,,,,,,,,,,73.2,77.2,83.3,89.4,91.7,92.6,92.6,92.6,92.6,93.1,94.3,95.6,97.8,100.0,104.0,108.8,115.0,124.2,130.8,133.8,160.9,183.1,205.0,235.1,261.5,291.1,324.8,352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10130258                   ,WDU10130258                   ,"PPI Commodity data for Metals and metal products-Bars, c.g. stainless, type 303, not seasonally adjusted, discontinued",Index base: 1967 = 100,1954-M01,1982-M06,,,,,,,,,,,,,,,,67.2,70.3,75.8,84.2,85.9,88.5,88.5,88.5,88.5,88.5,88.5,91.9,93.5,100.0,104.4,115.3,130.6,134.9,124.1,123.5,147.5,165.8,182.3,197.1,205.8,226.9,264.8,284.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10130259                   ,WDU10130259                   ,"PPI Commodity data for Metals and metal products-Sheets, h.r., carbon, coil, not seasonally adjusted, discontinued",Index base: 1967 = 100,1963-M12,1982-M06,,,,,,,,,,,,,,,,,,,,,,,,,97.8,97.8,97.8,98.7,100.0,99.0,103.1,111.4,117.7,126.8,127.6,162.0,184.0,197.8,220.0,243.9,268.7,281.9,321.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10130261                   ,WDU10130261                   ,"PPI Commodity data for Metals and metal products-Sheets, h. r., carbon, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1982-M06,,,,,,,,,46.1,52.0,56.6,59.5,63.1,64.3,68.9,71.9,74.7,81.6,90.5,93.3,94.7,94.7,94.7,94.7,96.8,97.8,97.8,98.7,100.0,98.3,101.9,110.5,116.6,125.6,126.3,156.8,174.2,187.6,209.2,233.0,257.4,270.4,303.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10130262                   ,WDU10130262                   ,"PPI Commodity data for Metals and metal products-Sheets, c. r., carbon, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1982-M06,,,,,,,,,52.2,57.3,61.2,65.4,68.5,69.8,74.4,75.4,78.5,83.0,90.0,93.1,94.7,94.7,94.7,94.7,96.9,98.0,98.0,98.8,100.0,104.7,109.5,116.4,123.4,133.6,135.3,167.6,189.3,205.0,230.0,255.9,282.2,296.8,333.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10130263                   ,WDU10130263                   ,"PPI Commodity data for Metals and metal products-Sheets, galvanized, carbon, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1982-M06,,,,,,,,,51.6,58.4,61.0,67.9,75.2,75.1,73.3,74.7,79.0,84.5,86.9,89.2,91.8,93.0,93.0,93.0,95.6,96.8,100.0,100.0,100.0,102.7,105.7,108.5,113.5,122.1,122.8,161.0,187.7,203.1,221.0,240.6,267.8,274.9,312.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10130264                   ,WDU10130264                   ,"PPI Commodity data for Metals and metal products-Sheets, c. r., stainless, not seasonally adjusted, discontinued",Index base: 1967 = 100,1954-M01,1982-M06,,,,,,,,,,,,,,,,100.1,104.2,111.2,123.2,125.7,121.5,120.2,118.6,115.4,107.0,94.4,91.4,91.6,100.0,103.1,112.5,130.9,135.0,126.4,122.1,157.1,165.3,168.8,197.1,197.8,218.8,227.8,231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10130265                   ,WDU10130265                   ,"PPI Commodity data for Metals and metal products-Sheets, electrical, alloy, not seasonally adjusted, discontinued",Index base: 1967 = 100,1954-M01,1982-M06,,,,,,,,,,,,,,,,69.3,73.8,80.1,87.7,92.7,95.4,95.4,95.4,95.4,95.5,95.6,97.2,98.0,100.0,100.9,103.8,108.8,115.4,120.9,122.7,169.3,195.7,201.1,211.1,230.3,252.9,266.4,301.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10130266                   ,WDU10130266                   ,"PPI Commodity data for Metals and metal products-Strip, c. r., carbon, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1982-M06,,,,,,,,,45.5,50.6,54.4,56.9,63.1,65.7,73.1,76.6,80.6,88.4,93.9,97.0,98.6,98.6,96.4,95.8,97.6,98.4,98.4,99.0,100.0,104.0,108.7,116.6,122.3,132.9,134.1,171.6,197.4,210.5,230.6,250.3,276.7,297.4,337.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10130267                   ,WDU10130267                   ,"PPI Commodity data for Metals and metal products-Strip, c. r., stainless, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1982-M06,,,,,,,,,64.6,67.7,72.6,74.9,81.9,83.5,89.0,91.0,94.0,100.3,106.1,108.0,105.7,105.2,102.7,101.0,101.0,101.0,101.0,100.7,100.0,101.0,103.5,110.4,114.4,111.7,111.1,138.9,158.5,160.3,179.1,182.7,198.6,209.3,221.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10130268                   ,WDU10130268                   ,"PPI Commodity data for Metals and metal products-Strip, h. r., carbon, not seasonally adjusted, discontinued",Index base: 1967 = 100,1954-M01,1982-M06,,,,,,,,,,,,,,,,76.2,79.0,86.4,92.6,93.5,94.6,94.6,94.6,94.6,96.6,97.6,97.6,98.6,100.0,99.8,109.5,117.8,123.2,133.0,133.9,178.3,193.6,203.9,228.5,253.1,280.6,294.8,333.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10130269                   ,WDU10130269                   ,"PPI Commodity data for Metals and metal products-Pipe, black, carbon, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1982-M06,,,,,,,,,46.0,54.1,58.2,61.0,64.8,66.3,71.0,74.6,79.4,89.0,97.7,101.0,100.7,99.7,98.6,98.6,98.6,98.4,98.2,98.2,100.0,100.2,104.9,113.3,124.8,132.5,137.8,178.7,204.6,219.1,247.9,279.8,301.8,323.6,380.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10130271                   ,WDU10130271                   ,"PPI Commodity data for Metals and metal products-Pipe, galvanized, carbon, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1982-M06,,,,,,,,,52.3,62.5,65.9,68.2,75.2,75.3,74.7,77.4,82.6,92.8,98.4,100.2,100.0,99.8,98.7,98.7,98.7,98.5,98.4,98.4,100.0,101.4,105.9,116.7,127.3,134.4,139.8,195.1,226.9,239.7,262.0,288.2,313.9,333.5,392.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10130272                   ,WDU10130272                   ,"PPI Commodity data for Metals and metal products-Line pipe, carbon, not seasonally adjusted, discontinued",Index base: 1967 = 100,1954-M01,1982-M06,,,,,,,,,,,,,,,,76.0,80.6,91.9,102.2,105.5,105.1,104.1,102.9,103.5,105.9,103.6,97.9,97.9,100.0,104.0,109.2,113.2,124.6,133.7,139.1,189.8,227.8,234.6,260.5,296.6,303.4,336.3,394.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
