UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
P,7,2014,999,318662276,156933975,161728301,122129453,124277854,20199866,21991968,2007725,1968520,8258453,9057866,380071,366547,3958407,4065546,125636017,127859015,21916215,23803991,3261808,3287705,9719062,10524327,743027,734527,129116318,134533725,97635730,100385198,18904180,20645607,1159918,1191400,7981412,8779584,277515,271379,3157563,3260557,100430596,103253442,20262400,22088265,2065809,2164133,9219366,10022031,563341,562659,27817657,27194576,24493723,23892656,1295686,1346361,847807,777120,277041,278282,102556,95168,800844,804989,25205421,24605573,1653815,1715726,1195999,1123572,499696,502296,179686,171868
P,7,2014,0,3954973,2024604,1930369,1438357,1366153,308815,299766,35237,33848,110025,103709,6744,6411,125426,120482,1553805,1477009,376587,365818,59702,57231,156761,147885,15635,14821,1517887,1444819,1017060,962717,275656,267990,16892,16150,103095,97052,4331,4087,100853,96823,1110419,1052290,330901,321928,33002,31492,142085,133835,10874,10280,506717,485550,421297,403436,33159,31776,18345,17698,6930,6657,2413,2324,24573,23659,443386,424719,45686,43890,26700,25739,14676,14050,4761,4541
P,7,2014,1,3949559,2018835,1930724,1431661,1365885,306901,298295,34909,33552,114512,107727,6785,6451,124067,118814,1545708,1475024,373400,362754,59199,56899,161235,151833,15778,14890,1515107,1445155,1011339,961028,274781,267216,17060,16298,107742,101073,4420,4127,99765,95413,1103538,1049129,328956,319755,33068,31657,146783,137842,11034,10294,503728,485569,420322,404857,32120,31079,17849,17254,6770,6654,2365,2324,24302,23401,442170,425895,44444,42999,26131,25242,14452,13991,4744,4596
P,7,2014,2,3960015,2024415,1935600,1441125,1374397,307600,298072,35871,34506,110894,105303,6541,6267,122384,117055,1553583,1481944,373364,361390,60196,57791,156582,148629,15336,14654,1516095,1445983,1016504,965146,275877,267617,17085,16473,104247,98917,4199,3996,98183,93834,1107197,1051819,329353,319133,33088,31758,142377,135001,10661,10132,508320,489617,424621,409251,31723,30455,18786,18033,6647,6386,2342,2271,24201,23221,446386,430125,44011,42257,27108,26033,14205,13628,4675,4522
P,7,2014,3,4007852,2050238,1957614,1467844,1397233,309449,300310,34329,33168,109392,103951,6482,6139,122742,116813,1580685,1504544,375204,363303,58983,56792,155085,147066,15370,14499,1528824,1455125,1027060,973264,279210,270538,17357,16521,102901,97745,4176,3915,98120,93142,1117728,1059268,332591,321518,33515,31964,140876,133536,10671,9994,521414,502489,440784,423969,30239,29772,16972,16647,6491,6206,2306,2224,24622,23671,462957,445276,42613,41785,25468,24828,14209,13530,4699,4505
P,7,2014,4,4006407,2044770,1961637,1471637,1406188,307173,298379,33207,32312,106217,102162,6103,5933,120433,116663,1582566,1513424,371804,361585,57700,56320,150466,144513,14687,14168,1519699,1455106,1024389,974693,278108,270281,17182,16990,100088,96355,4055,3909,95877,92878,1113133,1060466,330421,321298,33094,32740,136774,131536,10346,9888,525071,506531,447248,431495,29065,28098,16025,15322,6129,5807,2048,2024,24556,23785,469433,452958,41383,40287,24606,23580,13692,12977,4341,4280
P,7,2014,5,4007123,2044132,1962991,1476286,1410931,309139,301304,32826,31769,103231,100282,6069,6015,116581,112690,1583334,1514562,371828,362589,56763,54487,145725,140915,14350,14032,1522821,1460671,1030639,981718,280624,273531,17395,16938,97164,94558,4049,4033,92950,89893,1116406,1064799,331562,323384,32979,31660,132468,128416,10134,9920,521311,502320,445647,429213,28515,27773,15431,14831,6067,5724,2020,1982,23631,22797,466928,449763,40266,39205,23784,22827,13257,12499,4216,4112
P,7,2014,6,4135738,2110609,2025129,1527074,1457621,318943,311181,34120,32890,107376,104193,6309,6026,116787,113218,1634221,1561491,381649,373036,58017,56061,149936,144738,14849,13963,1571371,1507855,1064321,1014505,289882,283059,18025,17580,101462,98441,4249,3982,93432,90288,1150419,1097682,341113,333453,33662,32576,136940,132130,10505,9821,539238,517274,462753,443116,29061,28122,16095,15310,5914,5752,2060,2044,23355,22930,483802,463809,40536,39583,24355,23485,12996,12608,4344,4142
P,7,2014,7,4154947,2122609,2032338,1542450,1471505,319825,309566,34653,33136,106183,102156,6248,6096,113250,109879,1646373,1572123,380350,368918,58223,56083,147502,141627,14537,14086,1583552,1514308,1079387,1026179,291197,282120,18061,17736,100171,96526,4231,4057,90505,87690,1162845,1106809,340533,330614,33514,32649,134510,129388,10337,9912,539057,518030,463063,445326,28628,27446,16592,15400,6012,5630,2017,2039,22745,22189,483528,465314,39817,38304,24709,23434,12992,12239,4200,4174
P,7,2014,8,4120476,2105426,2015050,1540866,1466129,310868,303676,33921,32710,104982,102199,6116,5861,108673,104475,1640517,1561907,368100,359283,56996,54796,145018,140181,14038,13417,1577562,1508107,1085305,1029006,283679,277111,18045,17577,99216,96882,4119,3944,87198,83587,1165577,1105946,330605,322689,33204,32005,132750,128545,9986,9480,527864,506943,455561,437123,27189,26565,15876,15133,5766,5317,1997,1917,21475,20888,474940,455961,37495,36594,23792,22791,12268,11636,4052,3937
