index,Index,Label,unit,start,last,1992-Q3,1992-Q4,1993-Q1,1993-Q2,1993-Q3,1993-Q4,1994-Q1,1994-Q2,1994-Q3,1994-Q4,1995-Q1,1995-Q2,1995-Q3,1995-Q4,1996-Q1,1996-Q2,1996-Q3,1996-Q4,1997-Q1,1997-Q2,1997-Q3,1997-Q4,1998-Q1,1998-Q2,1998-Q3,1998-Q4,1999-Q1,1999-Q2,1999-Q3,1999-Q4,2000-Q1,2000-Q2,2000-Q3,2000-Q4,2001-Q1,2001-Q2,2001-Q3,2001-Q4,2002-Q1,2002-Q2,2002-Q3,2002-Q4,2003-Q1,2003-Q2,2003-Q3,2003-Q4,2004-Q1,2004-Q2,2004-Q3,2004-Q4,2005-Q1,2005-Q2,2005-Q3,2005-Q4,2006-Q1,2006-Q2,2006-Q3,2006-Q4,2007-Q1,2007-Q2,2007-Q3,2007-Q4,2008-Q1,2008-Q2,2008-Q3,2008-Q4,2009-Q1,2009-Q2,2009-Q3,2009-Q4,2010-Q1,2010-Q2,2010-Q3,2010-Q4,2011-Q1,2011-Q2,2011-Q3,2011-Q4,2012-Q1,2012-Q2,2012-Q3,2012-Q4,2013-Q1,2013-Q2,2013-Q3,2013-Q4,2014-Q1,2014-Q2,2014-Q3,2014-Q4,2015-Q1,2015-Q2,2015-Q3,2015-Q4,2016-Q1,2016-Q2,2016-Q3,2016-Q4,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4
EIUIS231                      ,EIUIS231                      ,"Monthly outbound price index for international services S231, Air freight, not seasonally adjusted",Index base: 2000=100,1992-M09,2022-M02,109.9,108.6,106.9,106.1,105.0,105.9,106.0,105.7,105.6,106.9,108.2,108.1,108.6,107.8,107.3,107.6,107.0,107.3,108.0,107.3,107.7,105.7,105.2,103.8,103.7,103.0,100.3,100.4,100.3,99.2,99.2,100.3,100.2,100.2,100.1,98.0,97.6,97.8,95.9,98.4,97.3,95.4,97.2,95.4,95.5,94.9,96.1,99.0,100.7,104.7,103.8,107.2,112.4,112.0,113.5,117.2,116.9,113.8,112.3,114.3,117.0,124.3,128.9,143.7,147.0,130.4,119.7,112.1,111.9,114.6,118.1,122.4,122.8,126.2,136.4,142.1,143.9,144.6,146.3,148.9,146.8,148.0,148.5,145.4,145.8,146.7,148.6,153.1,153.0,152.3,149.0,148.7,148.4,144.3,141.0,138.0,136.9,136.5,139.4,141.0,139.0,140.9,142.3,139.6,145.1,146.0,145.2,144.8,141.8,147.6,153.7,149.8,144.0,151.4,164.0,141.9,150.2,211.6
EIUIS2311                     ,EIUIS2311                     ,"Monthly outbound price index for international services S2311, Air freight, Europe, not seasonally adjusted",Index base: 2003.12=100,2003-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,101.8,106.7,108.6,112.9,114.2,118.9,126.1,126.4,127.4,134.0,132.6,128.9,126.6,129.5,131.6,141.4,145.9,164.4,168.3,152.1,141.8,127.6,129.4,131.8,136.2,142.3,141.3,146.8,155.4,158.6,160.4,163.0,165.3,164.9,164.3,161.7,161.1,160.5,160.3,163.9,165.8,171.9,171.9,172.1,169.6,158.1,159.2,157.8,151.6,141.0,143.5,143.2,144.4,145.4,143.8,144.7,147.7,148.9,149.0,149.0,152.3,154.5,154.7,158.6,161.1,176.3,171.5,167.3,172.4,164.0,167.7,180.2
EIUIS2312                     ,EIUIS2312                     ,"Monthly outbound price index for international services S2312, Air freight, Asia, not seasonally adjusted",Index base: 2000=100,1992-M09,2022-M02,120.9,118.6,117.9,116.7,115.9,116.1,115.9,115.5,115.4,116.7,116.7,117.6,116.6,117.6,117.9,118.0,116.9,117.3,117.5,117.1,116.8,112.8,111.8,108.2,107.1,105.1,99.9,99.9,99.5,99.4,99.2,100.3,100.1,100.3,100.4,98.4,98.2,98.1,95.5,98.7,96.5,95.1,97.6,95.3,95.7,95.4,96.0,97.6,98.5,103.7,100.5,102.6,106.4,104.9,105.9,109.2,107.4,104.1,102.9,104.4,105.7,110.9,115.7,128.8,131.6,113.9,105.1,102.7,102.8,105.1,108.4,110.9,111.6,114.3,126.5,134.5,137.2,135.2,137.2,142.5,138.7,141.6,142.8,138.4,139.0,139.2,141.5,145.2,144.9,143.8,140.4,142.0,142.6,134.2,131.6,131.6,128.2,128.7,134.4,137.4,133.7,136.5,137.7,131.2,142.9,144.9,140.5,138.0,131.5,141.1,152.2,134.9,126.7,144.7,164.9,124.1,136.9,253.1
