index,Index,Label,unit,start,last,1990-Q3,1990-Q4,1991-Q1,1991-Q2,1991-Q3,1991-Q4,1992-Q1,1992-Q2,1992-Q3,1992-Q4,1993-Q1,1993-Q2,1993-Q3,1993-Q4,1994-Q1,1994-Q2,1994-Q3,1994-Q4,1995-Q1,1995-Q2,1995-Q3,1995-Q4,1996-Q1,1996-Q2,1996-Q3,1996-Q4,1997-Q1,1997-Q2,1997-Q3,1997-Q4,1998-Q1,1998-Q2,1998-Q3,1998-Q4,1999-Q1,1999-Q2,1999-Q3,1999-Q4,2000-Q1,2000-Q2,2000-Q3,2000-Q4,2001-Q1,2001-Q2,2001-Q3,2001-Q4,2002-Q1,2002-Q2,2002-Q3,2002-Q4,2003-Q1,2003-Q2,2003-Q3,2003-Q4,2004-Q1,2004-Q2,2004-Q3,2004-Q4,2005-Q1,2005-Q2,2005-Q3,2005-Q4,2006-Q1,2006-Q2,2006-Q3,2006-Q4,2007-Q1,2007-Q2,2007-Q3,2007-Q4,2008-Q1,2008-Q2,2008-Q3,2008-Q4,2009-Q1,2009-Q2,2009-Q3,2009-Q4,2010-Q1,2010-Q2,2010-Q3,2010-Q4,2011-Q1,2011-Q2,2011-Q3,2011-Q4,2012-Q1,2012-Q2,2012-Q3,2012-Q4,2013-Q1,2013-Q2,2013-Q3,2013-Q4,2014-Q1,2014-Q2,2014-Q3,2014-Q4,2015-Q1,2015-Q2,2015-Q3,2015-Q4,2016-Q1,2016-Q2,2016-Q3,2016-Q4,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3
EIUIC131                      ,EIUIC131                      ,"Monthly inbound price index for international services C131, Air freight, not seasonally adjusted",Index base: 2000=100,1990-M09,2021-M11,98.6,107.1,105.3,103.4,103.3,105.8,106.5,103.2,105.8,100.7,98.7,104.9,105.1,104.6,104.4,106.6,107.1,108.9,113.6,116.5,111.0,111.7,108.6,107.7,108.2,107.6,101.3,101.8,100.3,97.9,93.9,94.4,92.7,99.0,99.6,97.6,99.5,102.8,100.7,100.1,100.2,99.0,97.9,95.1,94.9,95.1,93.9,98.3,100.3,105.9,108.8,109.4,112.5,112.9,116.2,116.6,118.7,125.1,126.3,125.6,127.5,124.6,124.6,129.2,128.9,127.1,126.6,127.3,129.6,138.1,140.7,152.1,151.6,136.8,127.5,125.1,127.4,147.3,144.3,147.1,147.2,153.4,157.0,164.4,164.2,160.7,158.8,163.2,163.6,167.5,163.8,160.6,161.5,164.8,164.7,165.3,164.4,158.7,159.5,158.3,151.0,152.5,144.7,141.8,145.7,155.0,153.4,155.1,166.3,167.7,165.4,175.3,172.6,173.8,166.9,168.1,160.1,165.8,167.9,240.1,208.8,243.5,232.0,264.3,257.1
EIUIC1311                     ,EIUIC1311                     ,"Monthly inbound price index for international services C1311, Air freight, Europe, not seasonally adjusted",Index base: 2003.12=100,2003-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,107.0,108.0,111.6,120.0,120.0,119.7,121.2,116.0,117.2,125.8,126.9,123.5,125.5,127.4,129.8,143.9,146.4,165.2,161.8,131.9,121.4,119.5,124.7,129.5,123.8,119.8,124.5,132.5,138.8,152.7,157.6,149.5,149.6,146.6,145.2,149.2,152.1,147.8,149.6,156.9,159.7,159.7,157.5,150.2,140.5,140.5,138.7,135.0,134.6,135.4,135.3,131.3,132.2,130.6,136.5,131.6,138.6,136.9,135.6,135.6,137.9,138.0,132.6,131.1,132.4,166.5,157.3,168.9,175.1,176.3,175.2
EIUIC1312                     ,EIUIC1312                     ,"Monthly inbound price index for international services C1312, Air freight, Asia, not seasonally adjusted",Index base: 2000=100,1990-M09,2021-M11,87.9,93.1,91.7,93.3,93.4,95.9,97.1,92.3,93.7,92.4,92.4,100.5,102.3,101.3,100.9,103.0,102.0,103.0,108.4,112.8,105.0,106.4,104.5,104.1,103.4,101.7,97.1,98.5,98.4,91.9,88.0,86.8,84.2,92.5,95.2,93.4,96.6,101.1,99.8,100.6,100.6,99.0,95.4,92.8,92.2,91.8,89.1,92.2,95.7,102.2,103.6,101.0,108.2,107.1,107.3,106.8,107.8,112.0,113.9,112.7,114.0,112.2,111.0,112.7,110.9,110.6,109.0,108.9,110.9,116.0,118.5,123.4,123.8,118.9,112.4,109.3,110.5,136.0,133.2,137.0,137.0,141.0,142.8,148.3,146.4,144.7,141.7,149.2,150.2,154.3,148.3,145.5,146.0,148.0,146.8,147.6,147.2,142.1,147.2,145.5,134.2,138.8,127.0,122.4,128.5,145.0,140.6,143.8,159.4,163.4,151.6,167.4,164.5,166.2,153.3,155.8,146.0,155.6,157.7,253.6,209.0,258.3,237.3,278.9,268.6
