index,Index,Label,unit,start,last,1988-Q1,1988-Q2,1988-Q3,1988-Q4,1989-Q1,1989-Q2,1989-Q3,1989-Q4,1990-Q1,1990-Q2,1990-Q3,1990-Q4,1991-Q1,1991-Q2,1991-Q3,1991-Q4,1992-Q1,1992-Q2,1992-Q3,1992-Q4,1993-Q1,1993-Q2,1993-Q3,1993-Q4,1994-Q1,1994-Q2,1994-Q3,1994-Q4,1995-Q1,1995-Q2,1995-Q3,1995-Q4,1996-Q1,1996-Q2,1996-Q3,1996-Q4,1997-Q1,1997-Q2,1997-Q3,1997-Q4,1998-Q1,1998-Q2,1998-Q3,1998-Q4,1999-Q1,1999-Q2,1999-Q3,1999-Q4,2000-Q1,2000-Q2,2000-Q3,2000-Q4,2001-Q1,2001-Q2,2001-Q3,2001-Q4,2002-Q1,2002-Q2,2002-Q3,2002-Q4,2003-Q1,2003-Q2,2003-Q3,2003-Q4,2004-Q1,2004-Q2,2004-Q3,2004-Q4,2005-Q1,2005-Q2,2005-Q3,2005-Q4,2006-Q1,2006-Q2,2006-Q3,2006-Q4,2007-Q1,2007-Q2,2007-Q3,2007-Q4,2008-Q1,2008-Q2,2008-Q3,2008-Q4,2009-Q1,2009-Q2,2009-Q3,2009-Q4,2010-Q1,2010-Q2,2010-Q3,2010-Q4,2011-Q1,2011-Q2,2011-Q3,2011-Q4,2012-Q1,2012-Q2,2012-Q3,2012-Q4,2013-Q1,2013-Q2,2013-Q3,2013-Q4,2014-Q1,2014-Q2,2014-Q3,2014-Q4,2015-Q1,2015-Q2,2015-Q3,2015-Q4,2016-Q1,2016-Q2,2016-Q3,2016-Q4,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3
EIUIV131                      ,EIUIV131                      ,"Monthly import price index for balance of payments V131, Air freight, not seasonally adjusted",Index base: 2000=100,1990-M09,2021-M11,,,,,,,,,,,96.4,105.6,104.5,100.4,99.8,101.8,102.8,98.5,101.6,99.5,97.5,104.2,104.5,103.8,103.5,105.7,108.9,110.9,115.8,118.7,112.9,115.1,113.7,112.2,112.0,110.6,104.1,104.5,102.5,100.1,93.0,94.2,92.8,100.2,101.5,98.7,100.6,102.8,100.7,100.1,100.2,99.0,98.9,96.0,95.9,95.6,96.7,99.7,101.2,106.9,110.2,111.5,116.8,114.9,117.1,117.5,120.0,126.8,128.6,128.4,129.7,128.9,129.7,135.2,133.1,131.2,130.7,132.3,134.2,141.8,144.4,158.7,157.1,138.5,132.9,132.8,134.8,163.9,158.3,162.5,163.2,170.1,172.8,184.3,185.5,177.1,173.7,178.6,173.9,175.8,174.7,171.8,172.8,177.1,176.6,175.8,174.8,167.1,172.8,170.2,158.1,162.0,151.1,147.4,152.8,165.1,162.6,164.8,182.8,182.0,179.2,192.7,188.9,188.4,175.0,178.9,173.1,182.2,180.7,309.0,263.8,320.9,299.5,347.1,343.2
EIUIV1311                     ,EIUIV1311                     ,"Monthly import price index for balance of payments V1311, Air freight, Europe, not seasonally adjusted",Index base: 2003.12=100,2003-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,106.0,107.9,112.1,122.5,120.9,120.6,122.6,120.0,120.7,131.5,131.8,127.6,129.4,132.0,134.5,148.2,150.3,174.8,168.7,131.8,124.6,126.1,133.1,140.7,132.5,126.6,131.7,142.5,148.8,168.3,179.8,168.3,166.6,162.0,157.7,162.2,169.7,163.6,167.0,179.4,181.3,180.8,176.4,166.6,150.2,149.9,147.7,140.4,140.5,138.0,138.3,136.9,136.7,139.0,147.7,144.0,150.4,148.9,145.7,147.9,149.3,148.0,145.5,143.3,143.6,215.4,216.2,242.1,248.9,253.2,251.6
EIUIV1312                     ,EIUIV1312                     ,"Monthly import price index for balance of payments V1312, Air freight, Asia, not seasonally adjusted",Index base: 2000=100,1990-M09,2021-M11,,,,,,,,,,,77.7,84.9,83.8,83.3,83.2,85.2,86.6,81.1,82.5,84.2,84.1,93.5,95.5,94.7,94.8,96.9,99.3,100.2,107.1,109.9,101.9,105.9,105.1,104.1,102.7,100.7,96.0,97.4,97.1,89.9,81.0,81.4,79.5,89.0,93.3,91.7,95.0,100.2,99.7,100.7,100.7,99.0,96.6,94.3,93.8,93.5,93.0,94.3,97.2,103.8,105.5,104.0,115.2,110.4,110.0,108.6,109.3,113.0,117.3,117.1,117.5,117.1,117.5,119.8,115.5,115.1,113.7,114.6,116.3,121.0,123.9,129.3,128.7,121.5,118.4,116.2,116.3,150.9,146.1,151.1,151.7,156.4,157.7,165.3,162.9,156.3,152.5,160.3,155.7,156.7,153.3,151.5,151.9,153.5,152.2,151.3,151.6,145.3,158.3,155.0,139.3,148.2,132.2,128.1,135.6,153.6,150.0,151.9,175.6,175.5,167.9,188.4,184.3,182.5,161.5,167.7,160.3,175.0,171.9,338.2,265.9,343.5,307.2,365.0,358.7
EIUIV142                      ,EIUIV142                      ,"Monthly import price index for balance of payments V142, Air passenger fares, not seasonally adjusted",Index base: 2000=100,1988-M03,2021-M11,62.2,66.6,65.0,63.4,62.9,64.9,65.5,63.5,64.7,70.2,75.1,74.2,77.7,79.2,80.5,77.1,76.8,82.5,86.8,76.6,76.5,82.4,83.0,76.0,76.5,81.4,83.6,78.5,80.2,88.1,86.4,82.6,82.0,88.1,86.8,84.3,84.7,95.5,94.0,88.0,87.1,94.9,95.1,88.6,87.5,98.9,99.5,89.7,92.5,103.5,105.1,98.9,101.1,112.8,116.4,105.7,103.1,119.1,125.2,107.2,108.6,122.3,125.9,107.0,103.6,123.1,121.0,111.7,110.0,128.1,124.0,116.3,114.9,136.7,130.9,125.4,122.9,144.6,140.2,135.3,131.3,171.6,161.3,157.3,134.9,147.3,137.9,152.3,149.8,175.3,160.9,169.9,161.2,184.0,174.6,179.5,178.7,199.8,179.8,194.2,181.7,205.6,181.8,210.1,190.4,208.5,193.3,215.7,191.3,206.2,179.3,194.4,179.2,188.8,177.8,186.2,174.3,181.7,171.3,194.0,177.0,190.4,181.0,197.5,175.4,185.7,167.6,188.2,155.5,145.7,146.1,157.3,145.9,169.4,168.2
EIUIV1421                     ,EIUIV1421                     ,"Monthly import price index for balance of payments V1421, Air passenger fares, Europe, not seasonally adjusted",Index base: 2000=100,1996-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.6,80.1,98.3,99.0,79.8,78.5,94.3,95.8,77.2,76.5,100.9,106.5,81.9,86.2,106.8,112.4,94.6,96.6,120.5,126.6,95.9,96.8,121.5,128.5,99.1,102.2,121.9,127.1,95.9,96.6,119.9,118.1,101.3,101.7,125.9,121.7,104.7,107.3,133.2,127.9,114.0,118.6,153.9,152.0,124.1,124.5,186.5,169.1,147.0,134.6,160.6,147.0,156.0,162.6,201.7,177.0,170.7,166.1,206.0,182.9,176.4,180.7,222.3,191.2,207.2,206.3,238.8,211.3,218.4,212.4,236.1,215.5,228.3,232.5,241.8,213.1,205.6,209.9,224.0,206.5,196.5,197.5,197.4,193.0,216.8,203.7,218.9,211.5,219.7,206.0,211.3,192.6,205.4,181.5,151.3,145.0,137.9,143.6,163.1,177.2
EIUIV14211                    ,EIUIV14211                    ,"Monthly import price index for balance of payments V14211, Air passenger fares, United Kingdom, not seasonally adjusted",Index base: 2002.12=100,2002-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,101.5,105.0,113.7,90.9,91.7,107.2,104.7,96.9,96.7,111.6,104.4,98.8,101.7,118.2,112.1,107.3,111.5,128.2,124.2,113.7,114.8,144.6,139.6,120.3,108.4,135.3,130.5,143.5,142.0,177.6,164.9,158.9,157.0,178.7,161.7,161.8,162.3,187.4,170.3,189.9,185.1,207.9,187.7,202.9,194.5,221.0,194.4,211.9,230.3,226.5,197.0,193.4,201.2,215.4,208.8,188.6,195.6,192.3,194.3,204.1,199.5,199.1,200.3,205.8,200.9,192.4,187.6,200.6,167.3,122.4,118.0,120.8,118.7,141.3,169.9
EIUIV14212                    ,EIUIV14212                    ,"Monthly import price index for balance of payments V14212, Air passenger fares, Other Europe, not seasonally adjusted",Index base: 2002.12=100,2002-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,105.2,145.9,146.8,104.2,104.8,138.7,137.6,109.1,110.2,146.8,146.3,114.3,116.6,155.0,150.6,124.8,130.0,177.2,176.3,137.5,137.6,219.6,194.9,169.9,156.5,183.7,165.0,172.5,184.0,227.5,194.6,187.8,181.4,233.8,205.8,195.4,201.6,253.5,214.0,229.6,230.1,269.0,236.6,240.8,235.5,259.6,240.3,251.9,249.8,265.7,235.5,225.5,228.6,243.7,220.1,213.9,212.5,213.7,206.3,237.7,220.3,242.8,231.5,241.4,224.4,233.4,209.8,223.7,201.9,175.3,167.7,155.9,165.3,185.1,194.4
EIUIV1422                     ,EIUIV1422                     ,"Monthly import price index for balance of payments V1422, Air passenger fares, Asia, not seasonally adjusted",Index base: 2000=100,1996-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.9,93.2,112.3,95.7,98.2,92.6,105.6,92.9,96.1,91.5,104.5,93.8,95.8,93.7,108.5,97.3,100.5,94.9,106.6,102.5,113.3,96.7,106.7,108.8,114.2,107.5,120.0,111.0,118.8,100.8,121.8,111.1,120.8,106.7,124.6,108.8,128.6,108.7,132.4,112.9,129.4,113.3,135.5,118.7,133.5,117.0,149.5,135.1,152.3,123.1,135.9,124.4,140.4,126.4,155.6,140.1,156.8,137.8,159.9,151.9,162.6,147.5,169.3,152.6,171.3,147.6,172.9,146.3,172.7,147.9,167.4,147.6,172.3,141.3,158.7,135.3,159.9,130.5,147.7,125.3,146.4,128.0,151.1,135.1,152.0,127.7,157.0,132.3,157.3,124.6,150.4,124.0,153.3,112.3,141.0,166.5,200.6,165.2,206.5,162.2
EIUIV1424                     ,EIUIV1424                     ,"Monthly import price index for balance of payments V1424, Air passenger fares, Latin America/Caribbean, not seasonally adjusted",Index base: 2000=100,1988-M03,2021-M11,62.8,62.7,62.8,63.4,63.6,63.9,63.2,64.3,64.8,64.6,65.9,68.4,72.0,71.2,73.1,74.6,79.8,81.4,80.9,81.7,81.9,81.4,82.5,82.1,82.2,83.4,84.2,83.9,85.4,84.6,84.8,85.3,87.2,87.3,88.5,88.5,89.4,90.2,90.1,89.5,90.9,90.4,93.0,92.7,95.7,94.5,93.8,93.0,96.6,99.5,99.6,104.4,110.8,112.3,115.5,117.0,111.0,105.4,103.5,106.5,109.2,106.6,107.3,108.3,109.6,114.5,112.9,114.8,110.6,111.6,112.0,115.5,112.7,116.6,118.8,124.1,123.7,116.0,120.9,128.3,130.0,147.4,134.1,158.0,118.2,113.9,117.6,146.6,135.9,140.5,142.8,171.1,163.1,167.6,167.6,186.9,178.2,173.9,156.8,185.1,167.9,173.2,162.3,187.6,168.7,169.3,163.8,186.2,167.0,159.7,148.9,170.5,148.3,152.3,148.3,175.3,162.1,162.7,152.7,180.0,167.6,160.7,148.8,177.8,154.5,158.4,147.6,185.3,150.7,122.9,110.1,120.7,98.8,133.6,113.5
