index,Index,Label,unit,start,last,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
CEU6500000001    ,CEU6500000001    ,65000000,1,1939-M01,2022-M02,1405.0,1470.0,1566.0,1632.0,1660.0,1667.0,1698.0,1885.0,2015.0,2077.0,2097.0,2144.0,2221.0,2281.0,2335.0,2385.0,2491.0,2593.0,2676.0,2695.0,2822.0,2937.0,3030.0,3172.0,3288.0,3438.0,3587.0,3770.0,3986.0,4191.0,4428.0,4577.0,4675.0,4863.0,5092.0,5322.0,5497.0,5756.0,6052.0,6427.0,6768.0,7077.0,7364.0,7526.0,7781.0,8211.0,8679.0,9086.0,9543.0,10096.0,10652.0,11024.0,11556.0,11948.0,12362.0,12872.0,13360.0,13761.0,14185.0,14570.0,14939.0,15252.0,15814.0,16398.0,16835.0,17230.0,17676.0,18154.0,18676.0,19228.0,19630.0,19975.0,20318.0,20769.0,21086.0,21439.0,22029.0,22639.0,23188.0,23638.0,24163.0,23275.0,23673.0
CEU6500000006    ,CEU6500000006    ,65000000,6,1964-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,3303.0,3443.0,3623.0,3818.0,4008.0,4196.0,4305.0,4372.0,4531.0,4747.0,4941.0,5088.0,5309.0,5561.0,5874.0,6158.0,6447.0,6700.0,6822.0,7045.0,7385.0,7789.0,8130.0,8513.0,8985.0,9465.0,9784.0,10257.0,10607.0,10961.0,11397.0,11829.0,12195.0,12566.0,12903.0,13217.0,13491.0,13998.0,14491.0,14753.0,15018.0,15401.0,15832.0,16318.0,16842.0,17240.0,17531.0,17818.0,18230.0,18505.0,18827.0,19337.0,19859.0,20365.0,20763.0,21221.0,20385.0,20673.0
CEU6500000010    ,CEU6500000010    ,65000000,10,1964-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,2474.0,2570.0,2735.0,2907.0,3090.0,3273.0,3403.0,3526.0,3676.0,3835.0,4045.0,4227.0,4437.0,4679.0,4954.0,5212.0,5463.0,5709.0,5892.0,6100.0,6402.0,6725.0,7038.0,7367.0,7765.0,8139.0,8455.0,8880.0,9188.0,9502.0,9876.0,10239.0,10539.0,10859.0,11144.0,11439.0,11703.0,12177.0,12640.0,12992.0,13305.0,13661.0,14037.0,14478.0,14904.0,15218.0,15435.0,15637.0,15964.0,16202.0,16469.0,16948.0,17444.0,17861.0,18232.0,18686.0,17962.0,18254.0
CEU6561000001    ,CEU6561000001    ,65610000,1,1990-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1688.0,1736.6,1713.1,1755.4,1894.9,2010.2,2077.6,2155.0,2232.9,2320.4,2390.4,2510.6,2642.8,2695.1,2762.5,2835.8,2900.9,2941.4,3039.7,3090.4,3155.1,3249.6,3341.1,3354.4,3416.6,3471.9,3569.5,3668.4,3714.9,3741.4,3478.4,3589.3
CEU6561000010    ,CEU6561000010    ,65610000,10,1990-M01,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958.2,992.8,984.0,1018.4,1102.5,1171.0,1211.0,1259.9,1305.8,1366.7,1417.3,1497.2,1579.1,1615.2,1664.9,1712.3,1758.0,1786.3,1857.0,1895.4,1929.4,1984.2,2039.7,2032.9,2068.0,2110.0,2189.9,2265.5,2312.1,2337.0,2173.3,2263.7
CEU6561110001    ,CEU6561110001    ,65611100,1,1972-M01,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.8,237.9,241.3,231.5,221.0,226.4,234.6,257.1,293.6,308.8,325.8,335.5,348.4,362.9,359.3,368.4,404.2,443.5,460.6,476.5,467.0,498.9,544.1,571.2,599.1,624.3,650.7,682.8,716.0,752.6,785.8,801.1,824.4,836.5,834.9,829.0,857.7,855.9,849.1,870.9,897.5,896.7,932.0,967.4,1020.8,1065.4,1080.4,1093.3,1037.2,1073.2
CEU6561110010    ,CEU6561110010    ,65611100,10,1972-M01,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.9,125.8,140.5,143.7,134.1,137.3,149.3,162.2,185.9,198.7,210.1,221.3,235.8,248.8,247.9,257.4,285.4,311.5,321.5,336.1,330.3,353.4,385.6,405.2,424.6,442.0,460.8,485.3,510.2,539.4,559.7,568.8,585.0,596.5,589.7,586.7,615.4,625.4,617.2,633.3,653.1,649.5,666.2,685.1,728.2,767.5,784.1,796.8,759.0,790.5
CEU6561120001    ,CEU6561120001    ,65611200,1,1990-M01,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,47.5,48.7,51.0,56.8,62.1,65.4,69.0,72.7,76.2,78.9,83.7,84.4,79.4,88.6,99.8,88.0,74.4,81.1,83.7,98.6,95.5,84.1,75.2,70.6,67.0,66.1,58.3,53.5,50.6,49.4,47.5
CEU6561130001    ,CEU6561130001    ,65611300,1,1958-M01,2022-M01,,,,,,,,,,,,,,,,,,,,379.4,393.9,402.2,424.1,453.7,471.8,496.1,512.8,531.6,553.1,583.3,601.7,600.5,596.8,600.3,606.6,614.8,633.9,651.3,661.9,676.0,675.4,684.6,706.6,709.5,722.8,743.5,805.0,858.3,860.5,915.6,942.7,939.0,965.5,941.0,940.0,1017.1,1082.8,1104.1,1131.7,1161.4,1188.1,1196.3,1258.2,1339.1,1361.0,1373.7,1393.4,1445.6,1482.6,1518.3,1559.6,1591.2,1634.8,1686.6,1698.9,1713.8,1728.0,1754.2,1793.3,1797.3,1779.0,1674.3,1708.7
CEU6561130010    ,CEU6561130010    ,65611300,10,1960-M01,2022-M01,,,,,,,,,,,,,,,,,,,,,,136.4,145.9,153.6,167.9,179.6,187.5,200.2,214.7,234.0,242.5,238.6,238.2,246.3,250.7,252.1,264.6,283.3,302.0,309.0,306.7,318.2,335.3,348.1,344.9,354.4,388.0,416.6,421.3,453.9,469.7,467.9,485.0,476.6,479.1,519.5,555.5,567.0,586.3,600.9,620.8,626.7,664.7,712.8,722.1,733.3,746.8,780.4,806.5,831.3,860.0,875.5,898.2,921.5,917.8,924.7,936.7,955.2,981.0,995.5,987.9,931.5,961.7
