index,Index,Label,unit,start,last,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
CEU6500000002    ,CEU6500000002    ,65000000,2,2006-M03,2022-M05,32.8,33.0,32.7,32.7,32.7,32.8,32.7,32.7,32.8,32.8,32.9,32.9,33.0,33.2,33.4
CEU6500000003    ,CEU6500000003    ,65000000,3,2006-M03,2022-M05,20.79,21.49,22.12,22.76,23.42,24.01,24.42,24.72,25.24,25.74,26.32,27.0,27.62,28.52,30.08
CEU6500000011    ,CEU6500000011    ,65000000,11,2006-M03,2022-M05,681.64,708.25,723.82,743.41,766.88,787.43,798.73,809.11,828.36,844.8,865.65,889.44,911.1,947.23,1003.77
CEU6500000012    ,CEU6500000012    ,65000000,12,2006-M03,2022-M04,328.75,328.96,337.39,340.93,340.93,342.97,342.87,341.78,349.49,351.99,353.15,354.21,356.38,365.99,370.44
CEU6500000013    ,CEU6500000013    ,65000000,13,2006-M03,2022-M04,10.03,9.98,10.31,10.44,10.41,10.46,10.48,10.44,10.65,10.72,10.74,10.75,10.8,11.02,11.1
CEU6500000016    ,CEU6500000016    ,65000000,16,2006-M03,2022-M05,100.0,103.5,104.9,106.5,108.6,111.2,112.6,114.6,118.0,121.3,124.5,127.1,130.1,126.2,129.0
CEU6500000017    ,CEU6500000017    ,65000000,17,2006-M03,2022-M05,100.0,107.0,111.6,116.7,122.4,128.5,132.3,136.3,143.3,150.2,157.7,165.2,172.9,173.2,186.7
CEU6500000056    ,CEU6500000056    ,65000000,56,2006-M03,2022-M05,612422.0,633567.0,642410.0,652520.0,665246.0,681216.0,689669.0,701597.0,722925.0,743122.0,762693.0,778664.0,796969.0,772981.0,789889.0
CEU6500000057    ,CEU6500000057    ,65000000,57,2006-M03,2022-M05,12730095.0,13618356.0,14208880.0,14849721.0,15581441.0,16354086.0,16841700.0,17346264.0,18248094.0,19125114.0,20072793.0,21024059.0,22014379.0,22046592.0,23762478.0
CEU6562000002    ,CEU6562000002    ,65620000,2,2006-M03,2022-M04,32.9,33.1,32.8,32.8,32.9,33.0,32.8,32.8,33.0,33.0,33.1,33.1,33.1,33.4,33.5
CEU6562000003    ,CEU6562000003    ,65620000,3,2006-M03,2022-M04,21.05,21.73,22.31,22.94,23.65,24.25,24.66,24.96,25.49,25.97,26.55,27.24,27.83,28.74,30.34
CEU6562000011    ,CEU6562000011    ,65620000,11,2006-M03,2022-M04,692.32,718.76,732.01,752.74,778.33,799.98,809.81,819.46,840.37,855.7,877.75,901.51,921.69,959.34,1016.27
CEU6562000012    ,CEU6562000012    ,65620000,12,2006-M03,2022-M04,333.9,333.84,341.2,345.2,346.02,348.43,347.62,346.15,354.56,356.53,358.09,359.01,360.52,370.67,375.05
CEU6562000013    ,CEU6562000013    ,65620000,13,2006-M03,2022-M04,10.15,10.09,10.4,10.52,10.51,10.56,10.59,10.54,10.75,10.82,10.83,10.85,10.89,11.1,11.2
CEU6562000016    ,CEU6562000016    ,65620000,16,2006-M03,2022-M04,100.0,103.5,104.8,106.6,108.5,111.1,112.5,114.3,118.2,121.4,124.7,127.4,130.7,127.7,130.0
CEU6562000017    ,CEU6562000017    ,65620000,17,2006-M03,2022-M04,100.0,106.8,111.1,116.2,122.0,128.0,131.8,135.6,143.2,149.8,157.3,164.9,172.8,174.3,187.4
CEU6562000056    ,CEU6562000056    ,65620000,56,2006-M03,2022-M04,517560.0,535431.0,542642.0,551843.0,561701.0,574837.0,582174.0,591589.0,611780.0,628332.0,645285.0,659451.0,676296.0,660804.0,672809.0
CEU6562000057    ,CEU6562000057    ,65620000,57,2006-M03,2022-M04,10893316.0,11635488.0,12107447.0,12661147.0,13285056.0,13942076.0,14358819.0,14768475.0,15594984.0,16317149.0,17133318.0,17960407.0,18821900.0,18991437.0,20410686.0
CEU6562000102    ,CEU6562000102    ,65620001,2,2006-M03,2022-M04,33.4,33.6,33.4,33.4,33.5,33.6,33.5,33.6,33.7,33.7,33.8,33.9,33.9,34.1,34.2
CEU6562000103    ,CEU6562000103    ,65620001,3,2006-M03,2022-M04,22.46,23.24,23.91,24.65,25.4,26.09,26.58,26.91,27.53,28.07,28.74,29.52,30.21,31.07,32.86
CEU6562000111    ,CEU6562000111    ,65620001,11,2006-M03,2022-M04,750.62,780.97,797.53,823.13,850.87,876.48,890.55,902.9,928.47,945.83,971.29,1001.84,1024.92,1058.93,1123.67
CEU6562000112    ,CEU6562000112    ,65620001,12,2006-M03,2022-M04,362.02,362.73,371.74,377.49,378.27,381.75,382.28,381.4,391.73,394.08,396.25,398.97,400.9,409.15,414.68
CEU6562000113    ,CEU6562000113    ,65620001,13,2006-M03,2022-M04,10.83,10.79,11.14,11.3,11.29,11.36,11.41,11.37,11.62,11.7,11.72,11.76,11.82,12.0,12.13
CEU6562000116    ,CEU6562000116    ,65620001,16,2006-M03,2022-M04,100.0,103.2,104.4,106.3,108.6,110.9,112.2,113.8,117.2,120.0,122.7,125.2,127.5,124.8,126.6
CEU6562000117    ,CEU6562000117    ,65620001,17,2006-M03,2022-M04,100.0,106.8,111.1,116.7,122.8,128.8,132.8,136.4,143.7,150.0,157.1,164.6,171.6,172.7,185.3
CEU6562000156    ,CEU6562000156    ,65620001,56,2006-M03,2022-M04,432763.0,446655.0,451771.0,460040.0,469869.0,479744.0,485588.0,492528.0,507304.0,519319.0,531090.0,541864.0,551940.0,540192.0,547872.0
CEU6562000157    ,CEU6562000157    ,65620001,57,2006-M03,2022-M04,9718106.0,10378966.0,10800973.0,11340233.0,11934306.0,12517546.0,12905377.0,13251493.0,13966277.0,14578504.0,15265375.0,15993690.0,16674597.0,16783670.0,18005256.0
CEU6562100002    ,CEU6562100002    ,65621000,2,2006-M03,2022-M04,31.5,31.7,31.7,31.8,32.0,32.3,32.1,32.0,32.0,31.9,31.9,32.0,31.9,32.0,32.2
CEU6562100003    ,CEU6562100003    ,65621000,3,2006-M03,2022-M04,25.1,25.83,26.3,27.11,28.09,29.11,29.67,29.98,30.4,30.95,31.63,32.43,32.9,33.29,34.6
CEU6562100011    ,CEU6562100011    ,65621000,11,2006-M03,2022-M04,789.56,817.99,833.59,862.85,899.79,939.69,952.35,959.75,973.41,986.79,1009.65,1037.7,1049.99,1065.47,1113.65
CEU6562100012    ,CEU6562100012    ,65621000,12,2006-M03,2022-M04,380.8,379.93,388.55,395.7,400.02,409.28,408.81,405.41,410.69,411.15,411.9,413.25,410.7,411.68,410.99
CEU6562100013    ,CEU6562100013    ,65621000,13,2006-M03,2022-M04,12.11,12.0,12.26,12.43,12.49,12.68,12.74,12.66,12.83,12.9,12.9,12.91,12.87,12.86,12.77
CEU6562100016    ,CEU6562100016    ,65621000,16,2006-M03,2022-M04,100.0,103.9,106.7,110.5,114.2,118.3,120.8,123.3,127.5,131.1,135.3,139.0,142.8,139.4,147.2
CEU6562100017    ,CEU6562100017    ,65621000,17,2006-M03,2022-M04,100.0,106.9,111.7,119.3,127.8,137.1,142.7,147.3,154.4,161.7,170.5,179.5,187.2,184.9,202.9
CEU6562100056    ,CEU6562100056    ,65621000,56,2006-M03,2022-M04,172152.0,178811.0,183651.0,190151.0,196564.0,203595.0,207898.0,212320.0,219547.0,225737.0,232901.0,239283.0,245905.0,239980.0,253431.0
CEU6562100057    ,CEU6562100057    ,65621000,57,2006-M03,2022-M04,4321618.0,4618864.0,4829318.0,5155262.0,5521259.0,5926169.0,6167913.0,6364622.0,6673228.0,6986435.0,7367728.0,7759257.0,8089533.0,7989056.0,8769615.0
CEU6562110002    ,CEU6562110002    ,65621100,2,2006-M03,2022-M04,33.3,33.5,33.6,34.1,34.6,34.7,34.7,34.7,34.6,34.4,34.6,34.6,34.7,34.6,34.7
CEU6562110003    ,CEU6562110003    ,65621100,3,2006-M03,2022-M04,29.45,30.19,30.9,32.23,34.3,36.06,37.34,38.26,38.8,39.6,40.56,41.75,42.22,42.05,43.37
CEU6562110011    ,CEU6562110011    ,65621100,11,2006-M03,2022-M04,981.87,1010.77,1039.41,1100.04,1185.87,1250.46,1293.86,1325.81,1344.51,1362.1,1402.68,1444.34,1464.56,1454.41,1503.9
CEU6562110012    ,CEU6562110012    ,65621100,12,2006-M03,2022-M04,473.55,469.46,484.49,504.48,527.2,544.64,555.41,560.04,567.26,567.53,572.24,575.19,572.86,561.96,555.01
CEU6562110013    ,CEU6562110013    ,65621100,13,2006-M03,2022-M04,14.2,14.02,14.4,14.78,15.25,15.71,16.03,16.16,16.37,16.5,16.55,16.63,16.51,16.25,16.01
CEU6562110016    ,CEU6562110016    ,65621100,16,2006-M03,2022-M04,100.0,102.7,104.4,107.5,110.4,112.9,114.7,116.3,119.1,120.9,124.2,125.9,129.0,126.7,132.2
CEU6562110017    ,CEU6562110017    ,65621100,17,2006-M03,2022-M04,100.0,105.3,109.6,117.7,128.6,138.3,145.4,151.1,157.0,162.6,171.1,178.5,185.0,180.9,194.7
CEU6562110056    ,CEU6562110056    ,65621100,56,2006-M03,2022-M04,71860.0,73831.0,75055.0,77259.0,79337.0,81132.0,82397.0,83549.0,85619.0,86912.0,89274.0,90485.0,92721.0,91021.0,94978.0
CEU6562110057    ,CEU6562110057    ,65621100,57,2006-M03,2022-M04,2116077.0,2228755.0,2318881.0,2490432.0,2721127.0,2925845.0,3076749.0,3196794.0,3322253.0,3441315.0,3620873.0,3778083.0,3915111.0,3827381.0,4119399.0
CEU6562111102    ,CEU6562111102    ,65621111,2,2006-M03,2022-M04,33.3,33.5,33.7,34.2,34.6,34.8,34.8,34.8,34.7,34.5,34.7,34.6,34.8,34.6,34.7
CEU6562111103    ,CEU6562111103    ,65621111,3,2006-M03,2022-M04,29.58,30.32,31.0,32.36,34.37,36.07,37.38,38.39,38.99,39.8,40.73,41.94,42.42,42.27,43.68
CEU6562111111    ,CEU6562111111    ,65621111,11,2006-M03,2022-M04,986.24,1016.43,1045.83,1105.35,1189.57,1254.15,1299.08,1334.13,1353.38,1372.96,1411.18,1452.57,1475.68,1464.47,1514.56
CEU6562111112    ,CEU6562111112    ,65621111,12,2006-M03,2022-M04,475.66,472.09,487.48,506.91,528.84,546.25,557.65,563.55,571.01,572.05,575.71,578.47,577.21,565.85,558.94
CEU6562111113    ,CEU6562111113    ,65621111,13,2006-M03,2022-M04,14.27,14.08,14.45,14.84,15.28,15.71,16.05,16.22,16.45,16.58,16.62,16.7,16.59,16.33,16.12
CEU6562111116    ,CEU6562111116    ,65621111,16,2006-M03,2022-M04,100.0,102.9,104.8,107.6,110.5,113.2,115.0,116.6,119.3,121.2,124.4,126.0,129.2,126.7,131.8
CEU6562111117    ,CEU6562111117    ,65621111,17,2006-M03,2022-M04,100.0,105.5,109.8,117.8,128.4,138.1,145.3,151.3,157.3,163.1,171.2,178.6,185.3,181.0,194.7
CEU6562111156    ,CEU6562111156    ,65621111,56,2006-M03,2022-M04,70389.0,72422.0,73734.0,75764.0,77781.0,79681.0,80939.0,82042.0,83981.0,85322.0,87542.0,88662.0,90961.0,89166.0,92788.0
CEU6562111157    ,CEU6562111157    ,65621111,57,2006-M03,2022-M04,2081979.0,2195727.0,2285942.0,2451654.0,2673457.0,2874392.0,3025743.0,3149728.0,3274667.0,3395391.0,3565279.0,3718561.0,3858809.0,3768992.0,4052896.0
CEU6562111202    ,CEU6562111202    ,65621112,2,2006-M03,2022-M04,34.6,32.6,30.6,32.9,32.7,31.1,30.1,31.1,32.2,31.1,31.8,32.0,30.6,32.0,34.3
CEU6562111203    ,CEU6562111203    ,65621112,3,2006-M03,2022-M04,23.46,23.67,25.26,26.02,30.71,35.38,35.04,31.55,29.13,29.38,32.09,32.5,32.06,31.5,30.21
CEU6562111211    ,CEU6562111211    ,65621112,11,2006-M03,2022-M04,812.6,771.13,773.04,856.91,1004.07,1100.37,1054.37,982.03,937.2,913.94,1019.53,1038.81,982.15,1009.17,1037.6
CEU6562111212    ,CEU6562111212    ,65621112,12,2006-M03,2022-M04,391.91,358.16,360.33,392.98,446.37,479.27,452.6,414.82,395.41,380.8,415.93,413.69,384.17,389.93,382.92
CEU6562111213    ,CEU6562111213    ,65621112,13,2006-M03,2022-M04,11.31,10.99,11.77,11.93,13.65,15.41,15.04,13.33,12.29,12.24,13.09,12.94,12.54,12.17,11.15
CEU6562111216    ,CEU6562111216    ,65621112,16,2006-M03,2022-M04,100.0,95.5,90.5,99.1,101.0,97.5,96.1,102.5,108.2,108.8,114.3,116.7,116.9,121.5,142.0
CEU6562111217    ,CEU6562111217    ,65621112,17,2006-M03,2022-M04,100.0,96.3,97.5,109.9,132.2,147.1,143.6,137.8,134.3,136.2,156.3,161.7,159.7,163.1,182.9
CEU6562111256    ,CEU6562111256    ,65621112,56,2006-M03,2022-M04,1528.0,1459.0,1383.0,1514.0,1544.0,1490.0,1469.0,1566.0,1653.0,1662.0,1746.0,1783.0,1786.0,1857.0,2170.0
CEU6562111257    ,CEU6562111257    ,65621112,57,2006-M03,2022-M04,35849.0,34534.0,34935.0,39382.0,47400.0,52726.0,51471.0,49413.0,48133.0,48835.0,56015.0,57957.0,57260.0,58482.0,65559.0
CEU6562120002    ,CEU6562120002    ,65621200,2,2006-M03,2022-M04,27.4,27.8,27.7,27.4,27.4,27.9,27.5,27.6,28.0,28.1,28.2,28.2,27.4,27.5,28.0
CEU6562120003    ,CEU6562120003    ,65621200,3,2006-M03,2022-M04,27.63,28.06,28.0,28.29,28.66,29.24,28.99,29.2,30.17,30.97,31.96,32.46,32.98,33.14,34.29
CEU6562120011    ,CEU6562120011    ,65621200,11,2006-M03,2022-M04,756.12,781.02,776.86,774.84,786.15,817.28,798.46,807.16,843.97,869.21,902.21,914.97,904.72,910.76,959.31
CEU6562120012    ,CEU6562120012    ,65621200,12,2006-M03,2022-M04,364.67,362.75,362.11,355.34,349.49,355.97,342.75,340.95,356.08,362.16,368.07,364.37,353.88,351.9,354.03
CEU6562120013    ,CEU6562120013    ,65621200,13,2006-M03,2022-M04,13.33,13.03,13.05,12.97,12.74,12.74,12.44,12.33,12.73,12.9,13.04,12.93,12.9,12.8,12.65
CEU6562120016    ,CEU6562120016    ,65621200,16,2006-M03,2022-M04,100.0,102.9,102.7,102.6,104.8,108.0,108.4,110.9,114.5,117.1,119.5,121.2,120.9,110.5,125.8
