index,Index,Label,unit,start,last,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
CEU3100000002    ,CEU3100000002    ,31000000,2,2006-M03,2022-M02,40.3,40.1,39.1,40.5,40.8,41.0,41.2,41.5,41.2,41.2,41.3,41.3,41.0,40.0,40.5
CEU3100000003    ,CEU3100000003    ,31000000,3,2006-M03,2022-M02,22.52,23.28,24.53,24.81,25.2,25.3,25.74,26.18,26.58,27.31,27.86,28.42,29.17,30.22,31.18
CEU3100000004    ,CEU3100000004    ,31000000,4,2006-M03,2022-M02,3.3,2.9,2.1,2.9,3.2,3.3,3.4,3.6,3.3,3.3,3.3,3.6,3.3,2.7,3.1
CEU3100000011    ,CEU3100000011    ,31000000,11,2006-M03,2022-M02,907.99,933.92,959.93,1004.07,1028.84,1037.93,1061.15,1085.63,1094.14,1124.36,1150.48,1174.68,1196.27,1210.04,1263.89
CEU3100000012    ,CEU3100000012    ,31000000,12,2006-M03,2022-M02,437.92,433.77,447.44,460.46,457.39,452.07,455.51,458.58,461.63,468.47,469.35,467.8,467.92,467.54,466.43
CEU3100000013    ,CEU3100000013    ,31000000,13,2006-M03,2022-M02,10.86,10.81,11.43,11.38,11.2,11.02,11.05,11.06,11.21,11.38,11.37,11.32,11.41,11.68,11.51
CEU3100000015    ,CEU3100000015    ,31000000,15,2006-M03,2022-M02,21.64,22.46,23.88,23.95,24.25,24.34,24.73,25.1,25.56,26.25,26.78,27.24,28.03,29.22,30.02
CEU3100000016    ,CEU3100000016    ,31000000,16,2006-M03,2022-M02,100.0,95.6,80.2,80.5,83.6,86.3,87.6,89.6,90.0,89.4,90.0,92.5,92.8,85.4,87.6
CEU3100000017    ,CEU3100000017    ,31000000,17,2006-M03,2022-M02,100.0,98.8,87.4,88.7,93.6,96.9,100.1,104.2,106.2,108.4,111.3,116.7,120.3,114.6,121.3
CEU3100000056    ,CEU3100000056    ,31000000,56,2006-M03,2022-M02,355185.0,339462.0,284997.0,285894.0,296939.0,306443.0,311096.0,318215.0,319603.0,317608.0,319631.0,328450.0,329751.0,303278.0,311117.0
CEU3100000057    ,CEU3100000057    ,31000000,57,2006-M03,2022-M02,7997696.0,7903877.0,6991814.0,7092989.0,7482774.0,7753024.0,8009033.0,8330709.0,8496253.0,8672942.0,8905299.0,9334178.0,9617326.0,9164117.0,9700980.0
CEU3100000058    ,CEU3100000058    ,31000000,58,2006-M03,2022-M02,28843.0,24926.0,15485.0,20564.0,23226.0,24279.0,25481.0,27378.0,25561.0,25647.0,25877.0,28348.0,26664.0,20790.0,23992.0
CEU3132100002    ,CEU3132100002    ,31321000,2,2006-M03,2022-M02,38.8,38.3,37.4,38.9,39.6,40.0,41.2,41.3,40.5,40.7,40.8,40.7,40.6,40.1,40.9
CEU3132100003    ,CEU3132100003    ,31321000,3,2006-M03,2022-M02,16.35,16.99,17.68,17.35,17.33,17.47,18.01,18.22,18.72,19.35,19.87,20.27,21.35,22.15,23.23
CEU3132100004    ,CEU3132100004    ,31321000,4,2006-M03,2022-M01,3.1,2.6,2.1,2.7,2.9,3.3,3.9,3.8,3.6,3.7,4.0,4.4,4.3,3.6,3.8
CEU3132100011    ,CEU3132100011    ,31321000,11,2006-M03,2022-M02,633.67,649.88,660.59,674.97,686.62,698.95,742.58,751.82,757.43,787.4,810.7,825.77,866.22,887.61,949.17
CEU3132100012    ,CEU3132100012    ,31321000,12,2006-M03,2022-M02,305.62,301.84,307.91,309.54,305.25,304.43,318.76,317.58,319.57,328.07,330.74,328.85,338.82,342.96,350.29
CEU3132100013    ,CEU3132100013    ,31321000,13,2006-M03,2022-M02,7.89,7.89,8.24,7.96,7.7,7.61,7.73,7.7,7.9,8.06,8.11,8.07,8.35,8.56,8.57
CEU3132100015    ,CEU3132100015    ,31321000,15,2006-M03,2022-M01,15.71,16.42,17.2,16.76,16.73,16.77,17.19,17.41,17.92,18.49,18.95,19.24,20.28,21.2,22.2
