index,Index,Label,unit,start,last,1993-S1,1993-S2,1994-S1,1994-S2,1995-S1,1995-S2,1996-S1,1996-S2,1997-S1,1997-S2,1998-S1,1998-S2,1999-S1,1999-S2,2000-S1,2000-S2,2001-S1,2001-S2,2002-S1,2002-S2,2003-S1,2003-S2,2004-S1,2004-S2,2005-S1,2005-S2,2006-S1,2006-S2,2007-S1,2007-S2,2008-S1,2008-S2,2009-S1,2009-S2,2010-S1,2010-S2,2011-S1,2011-S2,2012-S1,2012-S2,2013-S1,2013-S2,2014-S1,2014-S2,2015-S1,2015-S2,2016-S1,2016-S2,2017-S1,2017-S2,2018-S1,2018-S2,2019-S1,2019-S2,2020-S1,2020-S2,2021-S1
CWUS0000SERAC    ,CWUS0000SERAC    ,"Video and audio products in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.299,41.147,39.022,36.927,35.537,35.541,35.715
CWUS0000SERAS    ,CWUS0000SERAS    ,"Video and audio services in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.68,125.065,126.762,127.83,130.935,133.553,135.752
CWUS0000SERB     ,CWUS0000SERB     ,"Pets, pet products and services in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.76,169.304,172.57,175.12900000000005,175.3,175.726,178.646
CWUS0000SERB01   ,CWUS0000SERB01   ,"Pets and pet products in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.202,200.764,204.388,206.953,205.692,203.00799999999998,204.092
CWUS0000SERB02   ,CWUS0000SERB02   ,"Pet services including veterinary in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.872,250.958,256.543,261.732,265.369,272.453,281.612
CWUS0000SERC     ,CWUS0000SERC     ,"Sporting goods in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.565,109.53299999999999,109.835,111.027,111.322,113.83200000000001,116.675
CWUS0000SERC01   ,CWUS0000SERC01   ,"Sports vehicles including bicycles in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.3,140.384,141.784,144.47799999999995,144.577,148.27700000000004,151.709
CWUS0000SERC02   ,CWUS0000SERC02   ,"Sports equipment in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.48,77.39399999999998,76.692,76.503,77.035,78.081,80.259
CWUS0000SERD     ,CWUS0000SERD     ,"Photography in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.824,77.089,76.146,75.899,77.634,78.046,78.99
CWUS0000SERD01   ,CWUS0000SERD01   ,"Photographic equipment and supplies in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.18600000000001,53.336999999999996,52.468999999999994,54.799,55.964,56.148999999999994,56.901
CWUS0000SERD02   ,CWUS0000SERD02   ,"Photographers and photo processing in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.818,121.586,120.35,116.663,118.99,119.825,121.148
CWUS0000SERE     ,CWUS0000SERE     ,"Other recreational goods in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.425,34.599000000000004,33.900999999999996,32.7,31.788,31.116,31.67
CWUS0000SERE01   ,CWUS0000SERE01   ,"Toys in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.701,33.547,32.66,31.11,30.051,29.211,29.87
CWUS0000SERE02   ,CWUS0000SERE02   ,"Sewing machines, fabric and supplies in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.946,97.234,102.22399999999999,99.50200000000001,94.148,99.961,97.939
CWUS0000SERE03   ,CWUS0000SERE03   ,"Music instruments and accessories in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.315,99.99,99.28200000000001,102.368,104.508,105.445,104.63
CWUS0000SERF     ,CWUS0000SERF     ,"Other recreation services in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.915,171.345,173.574,174.261,178.11,175.18099999999995,174.52900000000002
CWUS0000SERF01   ,CWUS0000SERF01   ,"Club membership for shopping clubs, fraternal, or other organizations, or participant sports fees in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.738,138.405,140.704,141.403,145.534,140.203,142.615
CWUS0000SERF02   ,CWUS0000SERF02   ,"Admissions in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.32,383.852,386.335,389.337,395.38699999999994,393.281,381.75800000000004
CWUS0000SERF03   ,CWUS0000SERF03   ,"Fees for lessons or instructions in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1986.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.03,312.078,319.6690000000001,319.559,323.0,329.621,338.51199999999994
CWUS0000SERG     ,CWUS0000SERG     ,"Recreational reading materials in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.13400000000001,252.8,256.66200000000003,263.928,266.087,271.464,275.73
CWUS0000SERG01   ,CWUS0000SERG01   ,"Newspapers and magazines in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.109,180.687,185.03,194.43099999999998,195.201,199.949,208.398
CWUS0000SERG02   ,CWUS0000SERG02   ,"Recreational books in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.40299999999999,95.715,95.906,95.27799999999999,96.50299999999999,98.113,97.4
CWUSN000SAR      ,CWUSN000SAR      ,"Recreation in Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S01,,,,,,,,,,,100.6,100.8,101.0,100.6,101.2,101.9,102.5,102.5,103.1,102.6,103.0,103.0,104.0,103.9,104.1,104.4,105.1,105.5,105.669,105.583,106.32,107.561,108.64200000000001,108.83,109.09299999999999,108.324,108.758,109.51,110.095,110.27,111.208,110.95200000000001,111.81299999999999,111.229,111.57799999999999,111.09899999999999,112.25200000000001,112.10600000000001,113.771,114.11,114.20299999999999,114.126,114.954,115.50299999999999,116.351,116.978,118.749
CWUSN000SARC     ,CWUSN000SARC     ,"Recreation commodities in Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.999,97.719,97.691,97.677,96.90700000000001,95.932,95.71799999999999,94.60700000000001,94.029,92.664,91.426,89.81,88.699,86.86399999999998,86.20700000000002,84.359,83.156,82.185,81.949,81.851,80.78,80.758,82.301
CWUSN000SARS     ,CWUSN000SARS     ,"Recreation services in Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.384,102.04700000000001,102.822,104.137,105.80799999999999,106.94200000000001,108.73200000000001,109.244,111.18799999999999,111.334,112.95100000000001,113.48,116.24600000000001,117.375,120.56700000000001,122.492,123.646,124.445,126.15299999999999,127.23,130.05100000000002,131.304,132.904
CWUSS000SAR      ,CWUSS000SAR      ,"Recreation in Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S01,,,,,,,,,,,100.8,100.6,101.3,101.5,102.5,103.3,104.0,104.7,105.6,106.1,107.2,107.6,108.3,108.2,108.8,109.1,110.4,110.7,110.811,110.77799999999999,112.09200000000001,112.99,113.12899999999999,111.995,110.566,109.759,110.33200000000001,109.91799999999999,111.505,111.413,111.751,111.671,111.819,111.02,111.45700000000001,111.634,112.37799999999999,111.667,112.971,113.135,113.417,113.49,114.49600000000001,114.603,116.26799999999999,115.98,116.663
CWUSS000SARC     ,CWUSS000SARC     ,"Recreation commodities in Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.055,97.024,96.22,94.27,93.759,92.322,91.98,90.652,89.31200000000004,87.119,86.038,84.83,83.19200000000002,80.21600000000002,78.96300000000002,77.36,76.059,74.16199999999998,73.851,73.01899999999998,72.584,72.373,72.641
CWUSS000SARS     ,CWUSS000SARS     ,"Recreation services in Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.72200000000001,100.85,102.242,102.90799999999999,105.73700000000001,106.711,107.51899999999999,108.428,109.666,110.00200000000001,111.46,112.60600000000001,114.919,115.911,118.79899999999999,120.177,121.48299999999999,122.78,124.475,125.154,127.976,127.686,128.577
